ReturnMean,IWMean,IWMax,ReturnMax,target_sum_log_mean,ReturnAbsMax,IWNorm1,ReturnLastEpisode,MISE,Bound,TimeElapsed,ReturnMin,URet,DenMISELogLast,IWLastEpisode,LQGsigma,LQGmu1,LQGmu01,Iteration,SqrtESSClassic,IWMin,TimestepsSoFar,ReturnStepMax,IWFirstEpisode,IWNorm2,DenMISELogFirst,ExplorationBonus,DenMISEMeanLog
9.224333,1.0694151,1.3942697,9.508127,15.769383,9.508127,14.971811,9.196458,9.849433,10.130348,11.895887851715088,,10.101131020149536,12.691437,1.3200705,0.11,0.030303031,0.0030303032,14,3.40174,,280,0.599013,0.08095339,4.4012213,10.961043,0.28091517,15.957234
9.219509,1.0690478,1.3585597,9.508127,15.904004,9.508127,16.035717,9.151976,9.841244,10.109907,12.798389673233032,,10.05211380639752,17.490828,1.3469927,0.11,0.030303031,0.0030303032,15,3.556866,,300,0.599013,0.08623709,4.5083838,10.897817,0.2686636,16.063276
9.218637,1.0691499,1.3306143,9.508127,15.96105,9.508127,17.106398,9.205563,9.842554,10.100512,13.657091856002808,,10.111401599428493,16.5311,1.3306143,0.11,0.030303031,0.0030303032,16,3.7044916,,320,0.599013,0.09146037,4.617745,10.839011,0.25795722,16.096157
9.223561,1.0687267,1.3052288,9.508127,16.114227,9.508127,18.168354,9.302347,9.84637,10.094848,14.520379304885864,,10.22305832663331,18.300163,1.3032985,0.11,0.030303031,0.0030303032,17,3.8458157,,340,0.599013,0.096624345,4.7241874,10.784086,0.24847795,16.229313
9.225715,1.0681074,1.2834647,9.508127,15.92376,9.508127,19.225933,9.262326,9.844417,10.084424,15.37380838394165,,10.17943221369796,12.437034,1.2824993,0.11,0.030303031,0.0030303032,18,3.9815385,,360,0.599013,0.10172993,4.8287697,10.732595,0.24000782,16.021976
9.224262,1.0632555,8.717669,9.508127,11.097592,9.508127,20.201855,9.198099,9.947301,10.492326,16.221391201019287,,10.105606128406967,16.214914,5.5849614,0.11,0.01010101,0.001010101,19,1.7533153,,380,0.599013,8.717669,11.522089,10.684164,0.5450248,16.035315
9.281557,1.1233288,6.54611,10.370158,11.309641,10.370158,22.466576,10.370158,10.83991,11.349948,17.148566722869873,,11.366515631700379,13.459716,6.54611,0.11,0.01010101,0.001010101,20,2.0434482,,400,0.64623266,6.2903333,10.994443,11.010502,0.5100386,15.903585
9.301182,1.1368293,5.2176504,10.370158,11.581608,10.370158,23.873415,9.69368,10.967615,11.421139,17.992509365081787,,10.652671807401136,15.368886,5.2176504,0.11,0.01010101,0.001010101,21,2.2980864,,420,0.64623266,5.0245457,10.388389,11.235181,0.45352408,15.8790865
9.308361,1.0044663,4.3782845,10.370158,11.4947605,10.370158,22.098259,9.459136,9.669612,10.094102,18.850220203399658,,10.389595781796821,9.280064,1.478327,0.11,0.01010101,0.001010101,22,2.4552717,,440,0.64623266,4.2475305,9.000331,11.403178,0.42448968,15.581557
9.305143,0.98985255,3.8175547,10.370158,11.753699,10.370158,22.76661,9.234343,9.472433,9.861595,19.8657443523407,,10.139407630815382,16.37612,2.9277158,0.11,0.01010101,0.001010101,23,2.678156,,460,0.64623266,3.721994,8.500853,11.535256,0.3891624,15.614003
9.324653,1.0795366,1.5961312,10.370158,15.094722,10.370158,25.908878,9.773363,9.981444,10.226971,20.739044904708862,,10.742530191078723,15.474207,1.1820335,0.11,0.030303031,0.0030303032,24,4.2449107,,480,0.64623266,0.0409449,6.1035156,11.64269,0.24552637,15.606042
9.318173,1.0796076,1.5589576,10.370158,15.171936,10.370158,26.99019,9.162697,9.977588,10.215953,21.607865810394287,,10.05910601540364,16.604395,1.5230157,0.11,0.030303031,0.0030303032,25,4.372442,,500,0.64623266,0.042578313,6.172796,11.603572,0.2383651,15.648726
9.314614,1.0746539,1.5261476,10.370158,15.283128,10.370158,27.941002,9.225605,9.931461,10.163258,22.491941452026367,,10.131679943609583,17.74966,1.3678733,0.11,0.030303031,0.0030303032,26,4.49636,,520,0.64623266,0.044206176,6.2141385,11.566052,0.23179585,15.732215
9.315546,1.0749202,1.4969776,10.370158,15.381818,10.370158,29.022846,9.339771,9.939711,10.165515,23.381505727767944,,10.258097364149283,17.563538,1.468435,0.11,0.030303031,0.0030303032,27,4.6156673,,540,0.64623266,0.045828484,6.287898,11.530011,0.2258043,15.802482
9.313136,1.0758466,1.470871,10.370158,15.432294,10.370158,30.123705,9.248095,9.94871,10.169003,24.22899627685547,,10.154920636511683,16.410774,1.4687179,0.11,0.030303031,0.0030303032,28,4.7311683,,560,0.64623266,0.047445305,6.3670754,11.495339,0.2202918,15.826591
9.308698,1.0764031,1.4473686,10.370158,15.495688,10.370158,31.21569,9.184436,9.951054,10.166233,25.365293264389038,,10.095627434202243,16.903095,1.4443517,0.11,0.030303031,0.0030303032,29,4.843566,,580,0.64623266,0.04905667,6.4447746,11.461941,0.2151798,15.866066
9.304956,1.0767659,1.4261038,10.370158,15.5209675,10.370158,32.30298,9.196423,9.952418,10.162842,26.22395157814026,,10.106165895898348,15.899731,1.4252064,0.11,0.030303031,0.0030303032,30,4.9530563,,600,0.64623266,0.050662577,6.5218277,11.429729,0.21042311,15.869498
9.307118,1.0754458,1.4067658,10.370158,15.326242,10.370158,33.338818,9.371962,9.946161,10.152124,27.075467824935913,,10.291595334886134,9.176702,1.3604462,0.11,0.030303031,0.0030303032,31,5.0603023,,620,0.64623266,0.05226305,6.5883055,11.398627,0.20596349,15.655864
9.303546,1.0755371,1.3891095,10.370158,15.464767,10.370158,34.417187,9.192828,9.944837,10.146641,27.917596340179443,,10.101962666719592,19.431076,1.3881269,0.11,0.030303031,0.0030303032,32,5.1645956,,640,0.64623266,0.053858176,6.6640625,11.368563,0.20180428,15.776005
9.300244,1.0754222,1.3729206,10.370158,15.538592,10.370158,35.48893,9.194597,9.94185,10.139746,28.729925394058228,,10.100481480871126,17.586044,1.370179,0.11,0.030303031,0.0030303032,33,5.2665944,,660,0.64623266,0.055447917,6.738497,11.339473,0.19789591,15.832967
9.301059,1.0746775,1.358026,10.370158,15.529893,10.370158,36.539032,9.327925,9.938454,10.132663,29.613900423049927,,10.24985439777189,14.95171,1.337862,0.11,0.030303031,0.0030303032,34,5.366582,,680,0.64623266,0.057032347,6.808623,11.311298,0.19420882,15.809107
9.306662,1.0732238,1.3442746,10.370158,15.507764,10.370158,37.562836,9.497142,9.9344635,10.125187,30.58064079284668,,10.42207690030648,14.492439,1.300743,0.11,0.030303031,0.0030303032,35,5.4646564,,700,0.64623266,0.05861144,6.8737783,11.283987,0.19072334,15.773476
9.301991,1.0729985,1.331541,10.370158,15.51746,10.370158,38.627945,9.138557,9.928168,10.115605,31.472787618637085,,10.040107171170677,15.570965,1.330924,0.11,0.030303031,0.0030303032,36,5.560476,,720,0.64623266,0.060185276,6.9468775,11.257489,0.18743674,15.76975
9.306161,1.0709453,1.3197155,10.370158,15.425741,10.370158,39.624973,9.45625,9.916225,10.100534,32.654672145843506,,10.406230831715849,11.897273,1.2543695,0.11,0.030303031,0.0030303032,37,5.654841,,740,0.64623266,0.061753828,7.007266,11.231761,0.1843089,15.66694
9.302118,1.0627989,1.3087039,10.370158,15.341485,10.370158,40.386356,9.152556,9.838101,10.0195265,33.59506821632385,,10.052047407926418,12.215927,1.0080882,0.11,0.030303031,0.0030303032,38,5.7447133,,760,0.64623266,0.06331717,7.030178,11.20676,0.18142551,15.577878
9.297446,1.0624883,1.2984253,10.370158,15.500542,10.370158,41.437046,9.119883,9.830847,10.009444,34.5067675113678,,10.019055089271717,21.297739,1.280003,0.11,0.030303031,0.0030303032,39,5.8356795,,780,0.64623266,0.06487534,7.100638,11.182449,0.17859745,15.726052
9.294091,1.0625865,1.28881,10.370158,15.593344,10.370158,42.50346,9.163256,9.828985,10.004892,35.57233786582947,,10.066085527914558,18.959003,1.2887707,0.11,0.030303031,0.0030303032,40,5.9249406,,800,0.64623266,0.06642826,7.1736517,11.158794,0.17590684,15.808348
9.2909355,1.0573175,1.2797954,10.370158,15.475214,10.370158,43.350018,9.164717,9.778143,9.951503,36.53161883354187,,10.063525029270302,10.6889305,1.06299,0.11,0.030303031,0.0030303032,41,6.0119743,,820,0.64623266,0.06797613,7.210613,11.13576,0.17336027,15.684928
9.287128,1.0575589,1.2713919,10.370158,15.577762,10.370158,44.417473,9.131016,9.776925,9.947828,37.43616843223572,,10.02663693153452,19.542168,1.2713919,0.11,0.030303031,0.0030303032,42,6.0984187,,840,0.64623266,0.06951883,7.283441,11.113319,0.17090291,15.778054
9.285095,1.0576215,1.263417,10.370158,15.680938,10.370158,45.477722,9.199713,9.776278,9.944827,38.437904596328735,,10.10636031943785,19.783796,1.2592478,0.11,0.030303031,0.0030303032,43,6.18357,,860,0.64623266,0.071056396,7.354606,11.091443,0.16854948,15.872479
9.285456,1.0545101,1.2558993,10.370158,15.7199135,10.370158,46.398445,9.301,9.749061,9.915354,39.33379411697388,,10.223141808935106,17.28712,1.1148659,0.11,0.030303031,0.0030303032,44,6.267455,,880,0.64623266,0.07258892,7.4030757,11.070105,0.16629358,15.905874
9.284145,1.0543646,1.2487978,10.370158,15.6658945,10.370158,47.446404,9.226485,9.74729,9.911417,40.223655462265015,,10.132749287086417,13.079335,1.2333122,0.11,0.030303031,0.0030303032,45,6.350191,,900,0.64623266,0.074116394,7.4716496,11.04928,0.16412695,15.8442135
9.282473,1.05443,1.24208,10.370158,15.686468,10.370158,48.50378,9.207187,9.746966,9.909014,41.283002853393555,,10.113920702812509,16.398598,1.2381629,0.11,0.030303031,0.0030303032,46,6.431676,,920,0.64623266,0.07563885,7.5413904,11.028947,0.16204758,15.85739
9.278905,1.054519,1.235714,10.370158,15.757924,10.370158,49.562397,9.114754,9.744475,9.904524,42.23083758354187,,10.010302698151374,18.83359,1.2353935,0.11,0.030303031,0.0030303032,47,6.512021,,940,0.64623266,0.0771563,7.6109085,11.009084,0.16004825,15.921819
9.276267,1.054544,1.2296762,10.370158,15.824803,10.370158,50.61811,9.152295,9.74252,9.900643,43.176119565963745,,10.0552249250485,18.762104,1.2287455,0.11,0.030303031,0.0030303032,48,6.591305,,960,0.64623266,0.078668766,7.679528,10.989671,0.15812309,15.982076
9.27332,1.0543923,1.2239387,10.370158,15.907516,10.370158,51.665226,9.131869,9.738546,9.894814,44.08177447319031,,10.033427195159042,19.681723,1.2165351,0.11,0.030303031,0.0030303032,49,6.669606,,980,0.64623266,0.08017631,7.7463684,10.970689,0.15626672,16.058645
9.271909,1.0543343,1.2184812,10.370158,15.83446,10.370158,52.716717,9.202786,9.737273,9.89175,45.01263880729675,,10.113868898665144,12.058171,1.2172407,0.11,0.030303031,0.0030303032,50,6.7468786,,1000,0.64623266,0.08167894,7.813497,10.952121,0.15447699,15.979679
9.268788,1.043568,1.213284,10.370158,15.760267,10.370158,53.22197,9.112766,9.636307,9.789341,46.01942825317383,,10.007669052013103,12.454557,0.6676618,0.11,0.030303031,0.0030303032,51,6.810468,,1020,0.64623266,0.08317664,7.8147297,10.93395,0.15303464,15.911583
9.267721,1.0438507,1.208328,10.370158,15.719691,10.370158,54.280235,9.213287,9.63849,9.789839,46.83334803581238,,10.123552131613922,13.46121,1.2082266,0.11,0.030303031,0.0030303032,52,6.8863153,,1040,0.64623266,0.0846695,7.8823338,10.916162,0.15134908,15.865263
9.266406,1.0438457,1.2035966,10.370158,15.711681,10.370158,55.323822,9.198044,9.637697,9.7874155,47.75553584098816,,10.10263040066021,15.120478,1.1908137,0.11,0.030303031,0.0030303032,53,6.961337,,1060,0.64623266,0.086157426,7.947298,10.898741,0.149718,15.852002
9.265946,1.0439249,1.1990757,10.370158,15.697218,10.370158,56.371944,9.241559,9.638671,9.786812,48.73308706283569,,10.155328271822148,14.7547455,1.1923683,0.11,0.030303031,0.0030303032,54,7.0354476,,1080,0.64623266,0.087640576,8.01256,10.881673,0.14814089,15.832463
9.264554,1.044052,1.1947517,10.370158,15.688267,10.370158,57.42286,9.189371,9.638943,9.785558,49.68580436706543,,10.092401028628478,15.028894,1.192457,0.11,0.030303031,0.0030303032,55,7.1086864,,1100,0.64623266,0.08911891,8.077844,10.864945,0.14661464,15.818619
9.261903,1.0441513,1.1906116,10.370158,15.671616,10.370158,58.472473,9.116114,9.637441,9.782577,50.611366271972656,,10.01137070064771,14.582996,1.1886375,0.11,0.030303031,0.0030303032,56,7.1811113,,1120,0.64623266,0.09059246,8.142538,10.848546,0.14513597,15.797311
9.261673,1.0442502,1.1866418,10.370158,15.7102375,10.370158,59.522263,9.248766,9.638793,9.7824955,51.77753829956055,,10.162953994321569,17.70211,1.186402,0.11,0.030303031,0.0030303032,57,7.2527404,,1140,0.64623266,0.092061296,8.206865,10.832462,0.14370258,15.831475
9.259383,1.0443232,1.1828365,10.370158,15.759131,10.370158,60.570747,9.128908,9.637442,9.779754,52.737306356430054,,10.028239174244574,18.378187,1.1827936,0.11,0.030303031,0.0030303032,58,7.323609,,1160,0.64623266,0.09352532,8.270615,10.816685,0.14231202,15.87612
9.256968,1.0443482,1.1791828,10.370158,15.69647,10.370158,61.616547,9.1167965,9.635488,9.776449,53.544626235961914,,10.013229166339219,11.898381,1.1778891,0.11,0.030303031,0.0030303032,59,7.3937488,,1180,0.64623266,0.094984636,8.3336,10.801202,0.14096199,15.809426
9.256425,1.0440028,1.1756704,10.370158,15.729165,10.370158,62.640167,9.224437,9.632309,9.771958,54.461203813552856,,10.130248223524706,17.515297,1.1535313,0.11,0.030303031,0.0030303032,60,7.463262,,1200,0.64623266,0.0964393,8.393135,10.786003,0.13964906,15.838573
9.2563925,1.0439782,1.1722959,10.370158,15.755357,10.370158,63.68267,9.254483,9.632664,9.771038,55.419270038604736,,10.160932689751673,17.170057,1.1698523,0.11,0.030303031,0.0030303032,61,7.531999,,1220,0.64623266,0.097889274,8.454949,10.77108,0.13837463,15.861098
9.254964,1.0439693,1.1690471,10.370158,15.759202,10.370158,64.7261,9.167773,9.631508,9.768643,56.5597927570343,,10.074030323223965,15.837845,1.1687149,0.11,0.030303031,0.0030303032,62,7.6000533,,1240,0.64623266,0.099334694,8.516532,10.756422,0.13713555,15.861411
9.254126,1.0437285,1.1659185,10.370158,15.765178,10.370158,65.75489,9.202148,9.628891,9.76482,57.53042387962341,,10.11402536060509,15.994034,1.1521329,0.11,0.030303031,0.0030303032,63,7.667515,,1260,0.64623266,0.10077542,8.575776,10.7420225,0.13592899,15.864192
9.252279,1.043697,1.1629024,10.370158,15.825918,10.370158,66.79661,9.1360035,9.627014,9.761769,58.45715260505676,,10.031557774127746,19.501646,1.1629024,0.11,0.030303031,0.0030303032,64,7.734285,,1280,0.64623266,0.10221149,8.63643,10.727873,0.1347555,15.92169
9.249745,1.037796,1.1599959,10.370158,15.828401,10.370158,67.45674,9.087555,9.570985,9.704694,59.41494131088257,,9.981423340483186,16.236448,0.77950895,0.11,0.030303031,0.0030303032,65,7.79481,,1300,0.64623266,0.10364302,8.654058,10.713964,0.13370916,15.927186
9.247346,1.0377545,1.1571916,10.370158,15.892968,10.370158,68.4918,9.091353,9.568353,9.700943,60.27096962928772,,9.985986468829172,19.952497,1.1472341,0.11,0.030303031,0.0030303032,66,7.8605843,,1320,0.64623266,0.10506995,8.713322,10.700291,0.13259034,15.98873
9.246578,1.0378448,1.1544822,10.370158,15.860013,10.370158,69.5356,9.195896,9.568795,9.700295,61.27062916755676,,10.104500824034735,13.541442,1.154261,0.11,0.030303031,0.0030303032,67,7.9257226,,1340,0.64623266,0.106492445,8.773408,10.686843,0.13150063,15.952751
9.24669,1.0379188,1.1518648,10.370158,15.702454,10.370158,70.578476,9.254213,9.5700865,9.700524,62.67088484764099,,10.165637662088503,5.0046444,1.1518017,0.11,0.030303031,0.0030303032,68,7.9902906,,1360,0.64623266,0.10791032,8.83303,10.673616,0.130438,15.792289
9.244355,1.0333672,1.1493367,10.370158,15.70999,10.370158,71.30234,9.085592,9.52652,9.655979,63.697290897369385,,9.978719602864464,16.407242,0.8313235,0.11,0.030303031,0.0030303032,69,8.050669,,1380,0.64623266,0.10932383,8.856698,10.660603,0.12945974,15.801735
9.243537,1.0335301,1.1468884,10.370158,15.720086,10.370158,72.34711,9.1870985,9.52752,9.655966,64.6465892791748,,10.098188163867858,16.28004,1.146346,0.11,0.030303031,0.0030303032,70,8.114246,,1400,0.64623266,0.11073272,8.9160595,10.647798,0.12844539,15.809033
9.251431,1.0312021,1.1445217,10.370158,15.752868,10.370158,73.21535,9.804021,9.514066,9.641532,65.69018697738647,,10.811910740272882,18.079655,0.96854025,0.11,0.030303031,0.0030303032,71,8.176576,,1420,0.64623266,0.11213731,8.95428,10.635193,0.12746626,15.84147
9.250489,1.03135,1.1422298,10.370158,15.747772,10.370158,74.2572,9.183574,9.514791,9.641289,66.69103908538818,,10.087749984876963,15.256463,1.1382129,0.11,0.030303031,0.0030303032,72,8.239137,,1440,0.64623266,0.1135373,9.01274,10.622786,0.12649839,15.833767
9.2495,1.0313056,1.1400075,10.370158,15.778521,10.370158,75.28531,9.17826,9.513686,9.639238,67.87639164924622,,10.080518015213775,17.87617,1.1232735,0.11,0.030303031,0.0030303032,73,8.301238,,1460,0.64623266,0.11493306,9.069166,10.610567,0.12555206,15.862163
9.247452,1.0314333,1.1378547,10.370158,15.8253145,10.370158,76.326065,9.097885,9.512948,9.637576,68.89352869987488,,9.99297385474876,19.115084,1.1345303,0.11,0.030303031,0.0030303032,74,8.362792,,1480,0.64623266,0.11632423,9.126864,10.598536,0.12462794,15.906532
9.245896,1.0315892,1.1357666,10.370158,15.8292465,10.370158,77.36919,9.130899,9.51302,9.6367445,69.81221318244934,,10.03098383680861,15.993002,1.1357623,0.11,0.030303031,0.0030303032,75,8.423847,,1500,0.64623266,0.11771125,9.184543,10.586682,0.12372465,15.9080925
9.243918,1.0315721,1.1337429,10.370158,15.850393,10.370158,78.39948,9.095526,9.511032,9.633873,70.70777606964111,,9.990306220723863,17.321344,1.1219159,0.11,0.030303031,0.0030303032,76,8.484477,,1520,0.64623266,0.1190938,9.240343,10.575006,0.122840516,15.9270935
9.242611,1.0316993,1.1317768,10.370158,15.7403755,10.370158,79.44085,9.143289,9.511109,9.633085,71.69476342201233,,10.04619693362979,7.2552547,1.1317676,0.11,0.030303031,0.0030303032,77,8.5446005,,1540,0.64623266,0.120472014,9.297198,10.563499,0.12197616,15.814872
9.241275,1.0317903,1.129868,10.370158,15.720915,10.370158,80.47964,9.138398,9.510814,9.631944,72.83333230018616,,10.034679212728967,14.101749,1.1282045,0.11,0.030303031,0.0030303032,78,8.604282,,1560,0.64623266,0.12184596,9.353439,10.552159,0.121130094,15.793305
9.24007,1.0318849,1.1280141,10.370158,15.7216,10.370158,81.518906,9.146146,9.510693,9.630995,73.84986472129822,,10.047833310642389,15.654773,1.1276914,0.11,0.030303031,0.0030303032,79,8.663519,,1580,0.64623266,0.1232156,9.409445,10.540981,0.12030187,15.7919445
9.238444,1.0319699,1.1262103,10.370158,15.666443,10.370158,82.557594,9.1099415,9.510002,9.629493,74.83766841888428,,10.006935864345628,11.190243,1.1261599,0.11,0.030303031,0.0030303032,80,8.722326,,1600,0.64623266,0.124581024,9.465089,10.529961,0.11949077,15.734812
9.238222,1.0320342,1.1244589,10.370158,15.729141,10.370158,83.594765,9.220395,9.510694,9.62939,75.8369927406311,,10.12875439404781,20.628382,1.1237042,0.11,0.030303031,0.0030303032,81,8.780717,,1620,0.64623266,0.12594213,9.520267,10.519094,0.118696176,15.795612
9.23782,1.0320511,1.1227552,10.370158,15.741532,10.370158,84.62819,9.205271,9.510739,9.628656,76.86749482154846,,10.113311341830618,16.632849,1.1190308,0.11,0.030303031,0.0030303032,82,8.838707,,1640,0.64623266,0.12729904,9.574725,10.508378,0.11791742,15.806205
9.236079,1.0321043,1.1211073,10.370158,15.80517,10.370158,85.66465,9.093336,9.509606,9.6267605,78.71938872337341,,9.98749965149953,20.909178,1.1211073,0.11,0.030303031,0.0030303032,83,8.896281,,1660,0.64623266,0.12865178,9.629265,10.4978075,0.11715429,15.868064
9.2366,1.0318029,1.1194941,10.370158,15.814,10.370158,86.67144,9.279833,9.507717,9.624123,79.74206113815308,,10.19031008803503,16.46005,1.0905929,0.11,0.030303031,0.0030303032,84,8.953527,,1680,0.64623266,0.13000032,9.680144,10.48738,0.11640524,15.8754835
9.236067,1.0318431,1.1179215,10.370158,15.797969,10.370158,87.70666,9.191331,9.507805,9.623476,82.56992769241333,,10.097176030395861,14.340184,1.117734,0.11,0.030303031,0.0030303032,85,9.010324,,1700,0.64623266,0.13134457,9.734018,10.477093,0.115671486,15.85779
9.23613,1.0318607,1.1163917,10.370158,15.804545,10.370158,88.74002,9.241392,9.508346,9.623298,83.82618951797485,,10.152009503238412,16.254597,1.1150573,0.11,0.030303031,0.0030303032,86,9.066746,,1720,0.64623266,0.13268489,9.787417,10.46694,0.11495166,15.862766
9.234501,1.0318555,1.1148999,10.370158,15.748547,10.370158,89.77142,9.094489,9.506784,9.62103,84.81857228279114,,9.988199733103471,10.826238,1.1122694,0.11,0.030303031,0.0030303032,87,9.122802,,1740,0.64623266,0.13402098,9.840335,10.456921,0.11424533,15.805232
9.235076,1.0318718,1.1134464,10.370158,15.797846,10.370158,90.80472,9.285042,9.507869,9.621421,85.82413578033447,,10.189128777109458,19.979595,1.1133274,0.11,0.030303031,0.0030303032,88,9.178487,,1760,0.64623266,0.13535284,9.893212,10.447032,0.11355221,15.853024
9.233622,1.0318803,1.1120286,10.370158,15.864511,10.370158,91.83734,9.105703,9.506615,9.619487,86.82849264144897,,10.00000413082946,21.624763,1.1118674,0.11,0.030303031,0.0030303032,89,9.233819,,1780,0.64623266,0.13668072,9.945759,10.437269,0.11287177,15.918226
9.234591,1.0316868,1.1106465,10.370158,15.864052,10.370158,92.851814,9.320818,9.506169,9.618373,87.83903503417969,,10.230977436244448,15.734473,1.0929741,0.11,0.030303031,0.0030303032,90,9.288842,,1800,0.64623266,0.13800453,9.996058,10.42763,0.112203166,15.916531
9.233356,1.0316604,1.109298,10.370158,15.8905945,10.370158,93.8811,9.122355,9.504832,9.616379,89.04057121276855,,10.022207833353642,18.177937,1.1067787,0.11,0.030303031,0.0030303032,91,9.34349,,1820,0.64623266,0.13932428,10.047756,10.418113,0.111546926,15.941723
9.231794,1.0313076,1.1079806,10.370158,15.902076,10.370158,94.8803,9.089619,9.500159,9.611061,90.05883288383484,,9.983713198426138,16.873625,1.0759255,0.11,0.030303031,0.0030303032,92,9.397847,,1840,0.64623266,0.14064002,10.095962,10.408713,0.11090173,15.952191
9.233018,1.0308479,1.1066965,10.370158,15.88931,10.370158,95.86885,9.345535,9.4974785,9.607746,91.10040521621704,,10.250029504324681,14.652719,1.0641768,0.11,0.030303031,0.0030303032,93,9.451868,,1860,0.64623266,0.14195168,10.142847,10.39943,0.110267885,15.938547
9.234364,1.0308399,1.1054412,10.370158,15.870975,10.370158,96.89896,9.35953,9.4991455,9.608791,92.2408435344696,,10.287550280471736,14.066434,1.1044897,0.11,0.030303031,0.0030303032,94,9.505522,,1880,0.64623266,0.14325944,10.193965,10.39026,0.109645486,15.918953
9.2330065,1.0308357,1.1042168,10.370158,15.908825,10.370158,97.9294,9.105425,9.497855,9.606889,93.34713625907898,,10.000993710297575,19.367577,1.1041536,0.11,0.030303031,0.0030303032,95,9.558855,,1900,0.64623266,0.14456311,10.244888,10.381201,0.10903372,15.955574
9.233089,1.0256755,1.1030191,10.370158,15.87128,10.370158,98.46485,9.241007,9.450503,9.559044,94.51659536361694,,10.155849209434608,12.801193,0.60851216,0.11,0.030303031,0.0030303032,96,9.60226,,1920,0.64623266,0.14586294,10.254342,10.37225,0.10854086,15.923032
