LQGmu01,IWFirstEpisode,DenMISEMeanLog,LQGsigma,ReturnMean,target_sum_log_mean,ReturnMin,TimestepsSoFar,ReturnLastEpisode,LQGmu1,MISE,URet,IWLastEpisode,DenMISELogLast,IWMin,DenMISELogFirst,TimeElapsed,Iteration,ReturnAbsMax,Bound,ReturnStepMax,IWMean,ReturnMax,IWMax
-0.011066378,1.1199319,15.878369,0.11,15.664927,15.751458,,2260,15.924868,-0.11021869,15.932511,17.642018143861346,1.4589014,14.192305,,18.698421,26.698082447052002,113,16.415144,15.932511,0.9999893,1.0098858,16.415144,3.3846667
-0.011053374,1.1211501,15.84062,0.11,15.667417,15.72125,,2280,15.948837,-0.110090226,15.928936,17.66396641185484,1.1931531,11.566395,,18.699472,27.259718418121338,114,16.415144,15.928936,0.9999893,1.0097239,16.415144,3.256825
-0.011039973,1.1222969,15.840174,0.11,15.671332,15.729225,,2300,16.117743,-0.10995783,15.949897,17.836315906080788,1.3326005,15.7808075,,18.700525,27.654377937316895,115,16.415144,15.949897,0.9999893,1.0109782,16.415144,3.1358476
-0.011027893,1.1230935,15.782655,0.11,15.669061,15.672085,,2320,15.407795,-0.109838456,15.862162,17.067382886153833,0.5712606,9.158089,,18.70158,28.122806787490845,116,16.415144,15.862162,0.9999893,1.0056942,16.415144,3.0282633
-0.010946009,1.1323166,15.790129,0.11,15.674108,15.717113,,2340,16.259544,-0.10902934,16.152071,17.989785880004064,2.851665,16.652418,,18.702631,28.517905712127686,117,16.415144,16.152071,0.9999893,1.0240725,16.415144,2.851665
-0.010956928,1.1299651,15.738297,0.11,15.674127,15.66577,,2360,15.676476,-0.109137245,16.180782,17.36624389766054,1.4888024,9.651148,,18.703753,28.924551486968994,118,16.415144,16.180782,0.9999893,1.0259243,16.415144,2.8546581
-0.012126402,0.63005006,15.780118,0.11,15.679337,14.987886,,2380,16.294086,-0.120678954,15.32045,18.021489390348982,0.8350899,20.689875,,18.704844,29.34604787826538,119,16.415144,15.32045,0.9999893,0.9603239,16.415144,12.220264
-0.012118073,0.63672346,15.803513,0.11,15.681463,15.033201,,2400,15.934635,-0.12059686,15.197822,17.651446186056454,2.394423,18.63729,,18.701756,29.8191020488739,120,16.415144,15.197822,0.9999893,0.95310324,16.415144,11.0826645
-0.01211136,0.64246196,15.817058,0.11,15.680695,15.058379,,2420,15.588165,-0.12053072,14.916282,17.261697452484306,0.8586341,17.497929,,18.69875,30.402119874954224,121,16.415144,14.916282,0.9999893,0.9359767,16.415144,10.161512
-0.012105588,0.64765275,15.817436,0.11,15.682395,15.06713,,2440,15.888298,-0.12047382,14.65031,17.599747057511166,0.64317614,15.934453,,18.695814,30.92748260498047,122,16.415144,14.65031,0.9999893,0.91962457,16.415144,9.397003
-0.012095309,0.6554134,15.791508,0.11,15.685358,15.073895,,2460,16.046776,-0.120372504,15.363587,17.764788735405784,7.81256,12.714862,,18.692945,31.39420199394226,123,16.415144,15.363587,0.9999893,0.9642591,16.415144,8.705655
-0.012086199,0.66248935,15.740466,0.11,15.689761,15.044793,,2480,16.231373,-0.120282695,15.363921,17.962181040026252,2.646399,9.5052805,,18.690163,31.9540536403656,124,16.415144,15.363921,0.9999893,0.96418494,16.415144,8.120942
-0.0120781185,0.6689562,15.725023,0.11,15.690803,15.049631,,2500,15.8199215,-0.120203055,15.362355,17.501760791068623,2.5295043,13.852387,,18.687458,32.53398942947388,125,16.415144,15.362355,0.9999893,0.96450174,16.415144,7.6203537
-0.012050453,0.68678474,15.728955,0.11,15.696751,15.098162,,2520,16.440195,-0.119930334,16.016466,18.188215910764118,7.107206,16.261597,,18.684828,33.17577791213989,126,16.440195,16.016466,0.9999893,1.0041615,16.440195,7.107206
-0.012034107,0.69800866,15.697364,0.11,15.695563,15.083848,,2540,15.546082,-0.11976921,15.799461,17.229777651354503,0.87284374,11.719237,,18.682358,33.770756244659424,127,16.440195,15.799461,0.9999893,0.991113,16.440195,6.6617317
-0.012016351,0.7100414,15.677085,0.11,15.695719,15.093208,,2560,15.715438,-0.119594164,15.972087,17.409487184350898,3.7864485,13.116267,,18.679996,34.24009871482849,128,16.440195,15.972087,0.9999893,1.002734,16.440195,6.2569003
-0.012070842,0.67973703,15.659682,0.11,15.700136,15.051075,,2580,16.265625,-0.12013135,16.476236,17.996529035266008,6.645735,13.434802,,18.677746,34.71029090881348,129,16.440195,16.476236,0.9999893,1.0329618,16.440195,6.645735
-0.011925286,0.7668129,15.598993,0.11,15.703268,15.107409,,2600,16.107246,-0.1186963,16.280878,17.815815010737616,1.08829,7.7437806,,18.67528,35.175734996795654,130,16.440195,16.280878,0.9999893,1.0223241,16.440195,5.4158564
-0.01185297,0.8102789,15.6186285,0.11,15.707232,15.189179,,2620,16.222813,-0.11798319,16.34651,17.954347822297446,2.5671313,18.15362,,18.673498,35.927608489990234,131,16.440195,16.34651,0.9999893,1.0269538,16.440195,4.8169765
-0.011820746,0.83002114,15.615823,0.11,15.703708,15.21358,,2640,15.241797,-0.117665365,16.266317,16.890835630021243,1.3720999,15.225002,,18.67206,36.52983784675598,132,16.440195,16.266317,0.9999893,1.0228076,16.440195,4.5061693
-0.0117844,0.8518563,15.620205,0.11,15.706308,15.251605,,2660,16.049606,-0.117306896,16.355734,17.78074980739677,2.5363379,16.179474,,18.67078,37.15852737426758,133,16.440195,16.355734,0.9999893,1.0287338,16.440195,4.2029805
-0.011756901,0.86835945,15.599704,0.11,15.706142,15.25479,,2680,15.683904,-0.11703562,16.339521,17.375473987661707,1.6700246,12.84749,,18.669674,37.73163294792175,134,16.440195,16.339521,0.9999893,1.0282606,16.440195,3.9700112
-0.011736598,0.8805986,15.632284,0.11,15.707007,15.2979,,2700,15.8230715,-0.11683535,16.202953,17.523739070744167,0.56216806,19.973091,,18.6687,38.192280769348145,135,16.440195,16.202953,0.9999893,1.0199791,16.440195,3.7890928
-0.011717723,0.89188164,15.657557,0.11,15.712406,15.340646,,2720,16.441048,-0.116649136,16.213575,18.181754264247115,1.6655711,19.051802,,18.66782,38.74524712562561,136,16.441048,16.213575,0.9999893,1.0204915,16.441048,3.6274655
-0.011702213,0.90115476,15.678582,0.11,15.712784,15.3694935,,2740,15.7642565,-0.116496146,16.099432,17.460745976411935,0.6193646,18.520256,,18.66703,39.32180428504944,137,16.441048,16.099432,0.9999893,1.0135752,16.441048,3.4913182
-0.011688745,0.90919316,15.664749,0.11,15.713298,15.366112,,2760,15.78375,-0.116363265,16.04365,17.488539246701553,1.0635487,13.758022,,18.666315,39.9048798084259,138,16.441048,16.04365,0.9999893,1.0103188,16.441048,3.3722334
-0.011675336,0.91710216,15.660905,0.11,15.7155485,15.376296,,2780,16.026062,-0.116230965,16.08148,17.75716700775647,1.8027143,15.122044,,18.66566,40.48416066169739,139,16.441048,16.08148,0.9999893,1.0127825,16.441048,3.2603426
-0.011663291,0.9241699,15.648823,0.11,15.715768,15.373689,,2800,15.746251,-0.11611214,16.039282,17.437135108233857,1.1108658,13.958705,,18.66507,41.048344373703,140,16.441048,16.039282,0.9999893,1.0103741,16.441048,3.1602223
-0.011652454,0.9305038,15.658065,0.11,15.716818,15.389008,,2820,15.863847,-0.116005205,15.964238,17.571333012722757,0.7736751,16.943632,,18.664532,41.8387725353241,141,16.441048,15.964238,0.9999893,1.0058178,16.441048,3.070149
-0.011642557,0.93625945,15.67999,0.11,15.7153015,15.410954,,2840,15.501631,-0.11590753,15.846183,17.174034747175003,0.35589445,18.767185,,18.664042,42.65616989135742,142,16.441048,15.846183,0.9999893,0.99859285,16.441048,2.9882343
-0.011633289,0.9416106,15.651773,0.11,15.715045,15.390905,,2860,15.6787405,-0.1158161,15.824355,17.36618252725824,1.1840497,11.647775,,18.663595,43.43391537666321,143,16.441048,15.824355,0.9999893,0.99746233,16.441048,2.9126773
-0.011623526,0.94715846,15.647888,0.11,15.716171,15.399017,,2880,15.877026,-0.11571977,15.899904,17.58276998014737,2.016114,15.096366,,18.66319,44.199942111968994,144,16.441048,15.899904,0.9999893,1.0023605,16.441048,2.838844
-0.011611056,0.95405924,15.654196,0.11,15.719393,15.419966,,2900,16.183205,-0.11559671,16.036173,17.897352090823283,2.501759,16.561861,,18.662825,45.0173602104187,145,16.441048,16.036173,0.9999893,1.0107697,16.441048,2.758788
-0.011599084,0.960598,15.659847,0.11,15.723384,15.435278,,2920,16.302172,-0.11547857,16.038925,18.035462831315552,1.3340958,16.469948,,18.66251,45.683637857437134,146,16.441048,16.038925,0.9999893,1.0108573,16.441048,2.6842108
-0.011588029,0.9665711,15.681813,0.11,15.721684,15.454908,,2940,15.473608,-0.11536949,15.9220705,17.15385039971404,0.25217882,18.879362,,18.662243,46.28226041793823,147,16.441048,15.9220705,0.9999893,1.0036889,16.441048,2.616114
-0.01157757,0.9721548,15.686136,0.11,15.723257,15.466977,,2960,15.954464,-0.11526628,15.907066,17.67566260278673,1.1498914,16.318954,,18.662016,46.93236970901489,148,16.441048,15.907066,0.9999893,1.0028448,16.441048,2.5529368
-0.011567447,0.97748923,15.699399,0.11,15.724509,15.4887085,,2980,15.909751,-0.11516639,15.91449,17.611897001364454,1.3405876,17.660799,,18.661829,47.68642020225525,149,16.441048,15.91449,0.9999893,1.0034258,16.441048,2.4934914
-0.011554001,0.98441195,15.630236,0.11,15.728347,15.433135,,3000,16.30002,-0.115033664,16.037483,18.02949001672656,2.3241608,5.322768,,18.66168,48.458632707595825,150,16.441048,16.037483,0.9999893,1.0109177,16.441048,2.425838
-0.01154129,0.9908506,15.602151,0.11,15.728794,15.413595,,3020,15.796062,-0.11490824,16.031492,17.502548905715358,1.2180246,11.37986,,18.661577,49.02150011062622,151,16.441048,16.031492,0.9999893,1.0107404,16.441048,2.363329
-0.0115296,0.9966772,15.610716,0.11,15.729358,15.421896,,3040,15.814416,-0.11479287,15.937225,17.49637133735161,0.352496,16.894253,,18.661516,49.65007758140564,152,16.441048,15.937225,0.9999893,1.0049573,16.441048,2.306448
-0.011516285,1.0031942,15.574787,0.11,15.729459,15.3978405,,3060,15.744794,-0.11466144,16.01694,17.432271384923034,1.991877,10.1096525,,18.661495,50.35455894470215,153,16.441048,16.01694,0.9999893,1.0102426,16.441048,2.2469015
-0.011503894,1.0091454,15.559221,0.11,15.732005,15.388553,,3080,16.121712,-0.114539154,15.989232,17.83787204604102,0.9441931,13.168409,,18.661516,50.850462675094604,154,16.441048,15.989232,0.9999893,1.0085447,16.441048,2.1923878
-0.011491734,1.0148762,15.572568,0.11,15.732719,15.410316,,3100,15.842838,-0.114419125,16.005014,17.54011952295474,1.3609328,17.620226,,18.661575,51.372945070266724,155,16.441048,16.005014,0.9999893,1.0096937,16.441048,2.1405618
-0.011480103,1.0202485,15.575557,0.11,15.733132,15.420112,,3120,15.796994,-0.11430432,15.997825,17.502403832975688,1.1302323,16.030005,,18.66167,51.92846441268921,156,16.441048,15.997825,0.9999893,1.0094056,16.441048,2.0933602
-0.011467771,1.0258468,15.5558195,0.11,15.735395,15.409632,,3140,16.08842,-0.114182584,16.04548,17.815587610974745,1.6206436,12.4685,,18.661798,52.55841279029846,157,16.441048,16.04548,0.9999893,1.0124009,16.441048,2.0486445
-0.011455098,1.0314837,15.550027,0.11,15.73745,15.412381,,3160,16.05983,-0.114057496,16.077501,17.77907702127958,1.4713508,14.629108,,18.661963,53.1232054233551,158,16.441048,16.077501,0.9999893,1.0144436,16.441048,2.0045743
-0.011441474,1.0374246,15.579024,0.11,15.738317,15.450681,,3180,15.875368,-0.11392301,16.123516,17.59285441331002,1.6186959,20.147057,,18.66216,53.956525802612305,159,16.441048,16.123516,0.9999893,1.0174828,16.441048,1.9596815
