ReturnMax,URet,LQGmu1,IWFirstEpisode,ReturnStepMax,TimeElapsed,target_sum_log_mean,Iteration,IWNorm1,ReturnAbsMax,TimestepsSoFar,LQGsigma,IWMax,Bound,IWMin,LQGmu01,ReturnMean,SqrtESSClassic,ReturnMin,MISE,DenMISELogLast,IWNorm2,IWLastEpisode,ExplorationBonus,IWMean,DenMISEMeanLog,DenMISELogFirst,ReturnLastEpisode
17.304766,18.9576827527844,-0.1919192,,0.99999255,22.40699577331543,-392.3661,26,0.76892096,17.304766,520,0.11,0.7544927,333.5081,,-0.019191919,13.292802,1.0190619,,0.49848536,-8.947526,0.754538,2.4384528e-10,333.0096,0.029573884,8.894958,10.28856,17.17784
17.304766,18.673378604255582,-0.1919192,,0.99999255,23.35315489768982,-377.16928,27,12.722395,17.304766,540,0.11,11.945997,321.29044,,-0.019191919,13.426618,1.0628352,,7.9645696,15.467339,11.970242,11.945997,313.32587,0.4711998,9.103117,10.25082,16.90581
17.304766,18.624693066946858,0.01010101,13.944206,0.99999255,24.17802596092224,-69.472305,28,14.968266,17.304766,560,0.11,13.944206,310.42804,,0.001010101,13.549118,1.0707064,,5.010033,15.424902,13.979804,,305.418,0.5345809,9.307922,10.214452,16.85664
17.304766,11.652073747305362,-0.01010101,0.022694286,0.99999255,25.00494956970215,-71.86943,29,50.333584,17.304766,580,0.11,49.313957,333.3904,,-0.001010101,13.447788,1.0204812,,18.514078,3.1100535,49.32338,49.313957,314.87634,1.7356408,9.075497,10.583496,10.610564
17.304766,12.675435120378314,-0.5959596,,0.99999255,25.916058778762817,-2629.7969,30,2.7957366e-19,17.304766,600,0.11,2.6443199e-19,298.81528,,-0.05959596,13.381666,1.057257,,1.6122589e-19,12.970866,2.64433e-19,,298.81528,9.318122e-21,9.20684,10.550377,11.464115
17.304766,18.76664239904566,-0.5959596,,0.99999255,26.81546950340271,-2551.1382,31,2.8889314e-19,17.304766,620,0.11,2.7324673e-19,293.95615,,-0.05959596,13.497977,1.0572572,,1.6122611e-19,-58.69603,2.7324774e-19,,293.95615,9.318133e-21,6.984692,10.517588,16.987303
17.393232,19.180485523971733,-0.57575756,,0.99999255,27.746431589126587,-2314.4395,32,17.89811,17.393232,640,0.11,17.89811,317.18475,,-0.05757576,13.619703,1.0,,9.728312,16.986444,17.89811,17.89811,307.45645,0.5593159,7.26649,10.485839,17.393232
17.393232,19.15896079191025,0.11111111,,0.99999255,28.65460777282715,-146.53789,33,35.98796,17.393232,660,0.11,31.130857,274.71652,,0.011111111,13.733423,1.1428376,,9.795095,15.572155,31.490004,,264.92142,1.0905442,7.5017996,10.455067,17.372452
17.393232,12.857171779773022,-0.8181818,,0.99999255,29.569401264190674,-4485.7876,34,4.159314e-18,17.393232,680,0.11,3.6888525e-18,266.6809,,-0.081818186,13.677246,1.1184775,,2.12549e-18,-58.788403,3.7187286e-18,,266.6809,1.2233177e-19,5.5467067,10.425214,11.823388
17.393232,18.531440502232527,-0.8181818,,0.99999255,30.526938438415527,-4373.832,35,4.281646e-18,17.393232,700,0.11,3.797349e-18,262.84366,,-0.081818186,13.765138,1.118477,,2.1254898e-18,-58.81739,3.8281038e-18,,262.84366,1.2233174e-19,3.6795723,10.396227,16.753452
17.393232,19.130742437826992,-0.7777778,,0.99999255,31.44610333442688,-3856.3567,36,69.43286,17.393232,720,0.11,69.43286,323.3235,,-0.07777778,13.864544,1.0,,33.45076,12.966465,69.43286,69.43286,289.8727,1.9286906,3.9101536,10.368055,17.343767
17.393232,19.06501003853502,-0.8787879,,0.99999255,32.414159536361694,-4750.0894,37,125.48285,17.393232,740,0.11,125.47225,344.5052,,-0.087878786,13.956827,1.0000844,,58.60063,9.5234165,125.47225,125.47225,285.90454,3.3914285,4.064247,10.340656,17.279036
17.393232,19.104384988874475,-0.8787879,,0.99999255,33.351149797439575,-4624.9385,38,29.365702,17.393232,760,0.11,29.34622,295.3072,,-0.087878786,14.045259,1.0006638,,13.352948,10.413461,29.346224,0.008600543,281.95425,0.7727816,4.2443094,10.313989,17.317219
17.393232,19.07924790467591,0.11111111,,0.99999255,34.311017990112305,-212.0135,39,23.967623,17.393232,780,0.11,18.931665,232.75677,,0.011111111,14.1284895,1.2256104,,5.522495,18.680058,19.555662,,227.23428,0.6145544,4.603833,10.2880125,17.291286
17.393232,17.269194173969304,-0.4949495,,0.99999255,35.258394956588745,-1508.3771,40,0.040409684,17.393232,800,0.11,0.031519752,222.56313,,-0.04949495,14.168485,1.2356904,,0.017566402,-58.95092,0.03270211,,222.54556,0.0010102422,3.003219,10.262695,15.728256
17.393232,18.647867010628914,-0.4949495,,0.99999255,36.280510902404785,-1476.5618,41,0.04139254,17.393232,820,0.11,0.0322823,219.81349,,-0.04949495,14.234391,1.2357966,,0.017554784,-58.975613,0.03349462,,219.79594,0.0010095742,1.4674742,10.238003,16.870672
17.393232,19.172229187249485,-0.4949495,,0.99999255,37.64761924743652,-1440.9346,42,19.725262,17.393232,840,0.11,19.682888,275.95923,,-0.04949495,14.309428,1.0021513,,8.165304,16.80253,19.682919,19.682888,267.7939,0.46964908,1.8090949,10.213905,17.385963
17.393232,19.071067202175932,-0.45454547,,0.99999255,39.27618432044983,-1207.5424,43,14.714126,17.393232,860,0.11,13.524382,250.18346,,-0.045454547,14.378683,1.0858285,,5.9173946,17.756054,13.551058,13.524382,244.26607,0.34218895,2.1659327,10.190374,17.287392
17.393232,19.13701009844475,-0.07070707,2.5780988e-37,0.99999255,40.26448154449463,-173.9776,44,25.03888,17.393232,880,0.11,18.660585,209.0557,,-0.0070707067,14.446264,1.3100486,,8.910649,13.791943,19.11294,,200.14505,0.56906545,2.4145327,10.167385,17.352211
17.393232,18.501224292887894,0.11111111,,0.99999255,41.2330048084259,-231.62851,45,19.885162,17.393232,900,0.11,14.7056875,206.58931,,0.011111111,14.497919,1.2796059,,3.972189,-57.119507,15.540068,,202.61713,0.4418925,1.0805643,10.144912,16.770752
17.393232,9.987693186045059,-0.7777778,,0.99999255,42.2456259727478,-3306.3994,46,61.17671,17.393232,920,0.11,30.821226,204.14774,,-0.07777778,14.380632,1.4159962,,23.048077,-15.446244,43.204006,,181.09966,1.3299284,0.70830816,10.122933,9.102754
17.393232,18.628398828718538,-0.15151516,,0.99999255,43.22999334335327,-267.60132,47,18.170177,17.393232,940,0.11,12.993166,199.9605,,-0.015151516,14.433138,1.3100818,,6.313296,-59.11219,13.869498,,193.6472,0.3865995,-0.56380904,10.101427,16.848377
17.393232,18.994697040749404,-0.65656567,,0.99999255,44.09843921661377,-2303.6875,48,4.4083714,17.393232,960,0.11,3.7360876,216.26945,,-0.065656565,14.4910555,1.1693211,,1.5832005,-49.01436,3.7700267,3.7360876,214.68625,0.09184107,-1.5865344,10.080374,17.213205
17.393232,18.85248083312925,-0.65656567,,0.99999255,45.10671544075012,-2259.9,49,4.2194166,17.393232,980,0.11,3.5384982,212.01083,,-0.065656565,14.543704,1.1801963,,1.4845418,-59.146862,3.5751822,,210.52629,0.08611054,-2.7796185,10.059754,17.070826
17.393232,19.16194790664995,-0.67676765,,0.99999255,46.08662748336792,-2345.104,50,4.61961,17.393232,1000,0.11,4.0962205,220.92307,,-0.06767677,14.60035,1.1214945,,1.6039686,9.654917,4.119155,4.0962205,219.31909,0.0923922,-2.549055,10.039552,17.376003
17.393232,19.170329184671203,-0.27272728,,0.99999255,47.0939724445343,-492.07935,51,79.77037,17.393232,1020,0.11,38.221832,191.49615,,-0.02727273,14.654917,1.478244,,26.745415,9.736455,53.96293,,164.75075,1.564125,-2.3258293,10.019749,17.383255
17.393232,19.13564480239877,0.1919192,,0.9999931,48.10665965080261,-383.3034,52,3.6899514e-18,17.393232,1040,0.11,2.736203e-18,189.40068,,0.019191919,14.70675,1.273431,,6.340128e-19,-7.1322694,2.8976455e-18,,189.40068,7.095959e-20,-2.414528,10.000331,17.350197
17.393232,9.898395030426377,0.1919192,,0.9999931,49.11976909637451,-378.4784,53,3.7609065e-18,17.393232,1060,0.11,2.7888183e-18,187.60538,,0.019191919,14.599775,1.2734308,,6.340119e-19,-59.232334,2.9533655e-18,2.0804456e-30,187.60538,7.0959495e-20,-3.5052507,9.981282,9.037077
17.393232,9.599213960346693,0.1919192,,0.9999931,50.19288969039917,-371.19308,54,26.999989,17.393232,1080,0.11,26.999989,241.05037,,0.019191919,14.491271,1.0,,4.370289,11.6348505,26.999989,26.999989,236.68008,0.4999998,-3.243224,9.96259,8.7405815
17.393232,9.632656275404848,0.25252524,,0.9999931,51.19617486000061,-498.88644,55,3.710651e-16,17.393232,1100,0.11,3.7106473e-16,234.51836,,0.025252525,14.387242,1.000001,,5.8969534e-17,12.296189,3.7106473e-16,3.4858332e-22,234.51836,6.7466377e-18,-2.9713328,9.944242,8.769758
17.393232,9.344220817789273,0.25252524,,0.9999931,52.23865270614624,-489.7449,56,55.999992,17.393232,1120,0.11,55.999992,240.92442,,0.025252525,14.282279,1.0,,8.509199,9.012292,55.999992,55.999992,232.41522,0.9999999,-2.7750366,9.926223,8.5092
17.393232,9.355802309139195,0.21212122,,0.9999931,53.37983298301697,-390.83792,57,2.5459847,17.393232,1140,0.11,2.5212917,228.53456,,0.021212121,14.181109,1.0097454,,0.39042294,14.523131,2.5214126,1.0726753e-08,228.14413,0.0446664,-2.4767878,9.908524,8.515659
17.393232,9.532275521034297,0.21212122,,0.9999931,54.425997495651245,-383.8101,58,60.284607,17.393232,1160,0.11,57.802643,228.19029,,0.021212121,14.086219,1.0419977,,9.021939,12.719993,57.85484,57.802643,219.16835,1.0393897,-2.231113,9.891131,8.677422
17.393232,9.547648573882316,0.17171717,,0.9999931,55.46146082878113,-308.3219,59,0.31329557,17.393232,1180,0.11,0.31049865,224.46353,,0.017171716,13.994821,1.0089669,,0.046566863,8.696083,0.31051123,9.085572e-08,224.41696,0.0053100944,-2.050281,9.874037,8.693726
17.393232,9.712370440062704,0.17171717,,0.9999931,56.51672625541687,-302.9244,60,57.573093,17.393232,1200,0.11,57.25614,231.78568,,0.017171716,13.908939,1.0055206,,8.484,11.48121,57.257004,57.25614,223.30168,0.9595516,-1.8411949,9.85723,8.84203
17.393232,9.707744606795032,0.3131313,,0.9999931,57.57136845588684,-619.54266,61,3.8987005e-19,17.393232,1220,0.11,3.606451e-19,205.99423,,0.031313132,13.82582,1.0810322,,5.437953e-20,13.9200115,3.6064612e-19,,205.99423,6.3903127e-21,-1.5880027,9.840701,8.838574
17.393232,9.045166225094347,0.3131313,,0.9999931,58.57904005050659,-609.596,62,61.999996,17.393232,1240,0.11,61.999996,229.12181,,0.031313132,13.735702,1.0,,8.238577,-6.9778786,61.999996,61.999996,220.88324,0.99999994,-1.6909342,9.82444,8.238577
17.393232,8.962132328455544,0.33333334,,0.9999931,59.62807059288025,-663.415,63,10.229246,17.393232,1260,0.11,10.226727,220.39388,,0.033333335,13.647174,1.0002464,,1.3246721,12.685661,10.226727,10.226727,219.0692,0.16236898,-1.4674785,9.80844,8.158386
17.393232,8.882337347623666,0.2929293,,0.9999931,60.68769335746765,-532.6269,64,8.216855,17.393232,1280,0.11,8.215114,218.41621,,0.02929293,13.560295,1.000212,,1.0577352,13.717094,8.215114,2.4394277e-08,217.35847,0.12838836,-1.2433708,9.792691,8.086979
17.393232,9.033649845479532,0.37373737,,0.9999931,61.72489380836487,-782.0373,65,2.9815617e-08,17.393232,1300,0.11,2.981561e-08,215.72566,,0.037373737,13.478211,1.0000002,,3.7095118e-09,14.644905,2.981561e-08,1.5678651e-22,215.72566,4.587018e-10,-1.0123429,9.777187,8.224807
17.393232,8.56917176387928,0.37373737,,0.9999931,62.78690147399902,-769.9457,66,66.00004,17.393232,1320,0.11,66.00004,221.88693,,0.037373737,13.392204,1.0,,7.801746,11.82126,66.00004,66.00004,214.08519,1.0000006,-0.8329307,9.76192,7.801741
17.393232,8.595819284286268,0.43434343,,0.9999931,63.83864212036133,-1001.0343,67,8.214842e-18,17.393232,1340,0.11,8.19623e-18,212.00017,,0.043434344,13.309114,1.0022707,,9.56567e-19,10.173355,8.196231e-18,1.8545512e-20,212.00017,1.2260859e-19,-0.67312574,9.7468815,7.825194
17.393232,8.118740540385238,0.43434343,,0.9999931,64.916006565094,-986.1699,68,68.0,17.393232,1360,0.11,68.0,218.30617,,0.043434344,13.222109,1.0,,7.3927755,5.520353,68.0,68.0,210.91339,1.0,-0.5966421,9.732067,7.3927755
17.393232,7.978762905788221,0.45454547,,0.9999931,65.97469997406006,-1060.8627,69,397.28958,17.393232,1380,0.11,397.23596,251.18134,,0.045454547,13.135773,1.000135,,41.83013,12.681544,397.23596,397.23596,209.35121,5.75782,-0.40854645,9.717468,7.2649083
17.393232,7.904720802420847,0.41414142,,0.9999931,67.67247819900513,-875.4681,70,0.4622187,17.393232,1400,0.11,0.4622088,207.92287,,0.04141414,13.05096,1.0000215,,0.048815407,10.769084,0.4622088,2.4853155e-09,207.87405,0.006603124,-0.23574388,9.703079,7.198845
17.393232,8.348470099257309,0.41414142,,0.9999931,69.730797290802,-862.90265,71,71.458374,17.393232,1420,0.11,70.99263,212.71597,,0.04141414,12.974183,1.0065389,,7.647511,12.415921,70.994156,70.99263,205.06847,1.006456,-0.071443796,9.688894,7.599804
17.393232,8.308429833436575,0.5151515,,0.9999931,71.35384774208069,-1309.5555,72,2.360751e-18,17.393232,1440,0.11,2.3606717e-18,204.96419,,0.05151515,12.899085,1.0000331,,2.3603002e-19,11.803002,2.3606728e-18,,204.96419,3.2787204e-20,0.08940421,9.674909,7.567135
17.393232,7.298406049463546,0.5151515,,0.9999931,72.6203293800354,-1291.4639,73,73.000015,17.393232,1460,0.11,73.000015,210.21277,,0.05151515,12.813489,1.0,,6.650545,6.8549356,73.000015,73.000015,203.56223,1.0000002,0.16847846,9.661115,6.6505437
17.393232,7.279329362655872,0.47474748,,0.9999931,74.06267428398132,-1078.9086,74,1.1661605,17.393232,1480,0.11,1.151252,199.72758,,0.04747475,12.729879,1.0128648,,0.11345937,15.630384,1.1513486,2.5357046e-11,199.61412,0.015758926,0.37336814,9.64751,6.6263475
17.393232,7.709951690955878,0.47474748,,0.9999931,75.09529161453247,-1064.3284,75,76.092804,17.393232,1500,0.11,74.928764,204.89995,,0.04747475,12.653669,1.015416,,7.1192474,10.28842,74.93757,74.928764,197.7807,1.0145707,0.4925335,9.634087,7.0141664
17.393232,7.661493651526305,0.57575756,,0.9999931,76.12826657295227,-1571.0155,76,4.7693397e-16,17.393232,1520,0.11,4.676565e-16,195.66174,,0.05757576,12.578883,1.0196376,,4.1586237e-17,13.798824,4.6774853e-16,,195.66174,6.2754462e-18,0.663862,9.620841,6.9699
17.393232,6.713314060141407,0.57575756,,0.9999931,77.0185124874115,-1550.5563,77,76.99999,17.393232,1540,0.11,76.99999,204.3179,,0.05757576,12.494918,1.0,,6.1135325,0.00021586473,76.99999,76.99999,198.20438,0.9999999,0.64234114,9.607769,6.113533
17.393232,6.616964464629826,0.6363636,,0.9999931,78.08726334571838,-1907.349,78,1.214468e-16,17.393232,1560,0.11,1.2144666e-16,196.9295,,0.06363636,12.412009,1.0000012,,9.385785e-18,10.558818,1.2144666e-16,1.2144666e-16,196.9295,1.5570093e-18,0.7656235,9.594866,6.0280857
17.393232,5.9420843330464646,0.6363636,,0.9999931,79.09801435470581,-1883.0048,79,78.999985,17.393232,1580,0.11,78.999985,201.08963,,0.06363636,12.3233795,1.0,,5.4102507,11.471014,78.999985,78.999985,195.67938,0.9999998,0.88855726,9.582127,5.4102516
17.393232,5.934971252366234,0.5959596,,0.9999931,80.11636519432068,-1608.8699,80,2.867259,17.393232,1600,0.11,2.844245,193.11414,,0.05959596,12.236762,1.0080585,,0.21607563,7.6201854,2.844338,1.1554182e-08,192.89806,0.03584074,0.9689454,9.569548,5.3940115
17.393232,6.372030140757312,0.5959596,,0.9999931,81.18083930015564,-1588.7689,81,83.77426,17.393232,1620,0.11,80.97004,192.89284,,0.05959596,12.15725,1.0340232,,6.002943,14.914911,81.017784,80.97004,186.8899,1.0342501,1.1292835,9.557125,5.7963696
17.393232,6.487764459448021,0.5555556,,0.9999931,82.22251796722412,-1350.0448,82,1.4736857,17.393232,1640,0.11,1.4626176,190.73929,,0.05555556,12.081022,1.0075386,,0.10985959,13.067155,1.4626595,1.0562285e-06,190.62943,0.017971776,1.2716128,9.544855,5.9064693
17.393232,6.871840777041182,0.5555556,,0.9999931,83.28861427307129,-1333.5397,83,80.18083,17.393232,1660,0.11,78.71512,193.48692,,0.05555556,12.010813,1.0184467,,6.038748,15.509092,78.72855,78.71512,187.44818,0.9660341,1.431388,9.532734,6.253644
17.393232,6.989304223172301,0.4949495,,0.9999931,84.34978556632996,-1044.6986,84,16.584286,17.393232,1680,0.11,15.641335,180.65382,,0.04949495,11.943576,1.0585061,,1.37642,12.809189,15.667634,5.1329926e-15,179.2774,0.19743197,1.563153,9.520758,6.362944
17.393232,7.484251477409588,0.33333334,,0.9999931,85.48039865493774,-601.7081,85,96.17912,17.393232,1700,0.11,84.27079,176.08199,,0.033333335,11.883213,1.1301528,,9.160605,7.1602874,85.10276,,166.92139,1.1315191,1.6194469,9.508924,6.8127203
17.393232,8.826320869314577,0.61616164,,0.9999931,86.40747928619385,-1624.4252,86,5.1565704,17.393232,1720,0.11,4.783398,174.55579,,0.061616164,11.838373,1.0765563,,0.34598157,-9.234111,4.789875,,174.20981,0.059960123,1.4912179,9.497228,8.026899
17.393232,6.252958580869359,0.61616164,,0.9999931,87.46455359458923,-1606.2367,87,55.66781,17.393232,1740,0.11,50.706978,174.19986,,0.061616164,11.76792,1.0933613,,3.656334,-45.942547,50.91438,50.706978,170.54353,0.63985986,0.9352463,9.485666,5.708928
17.393232,6.172399893346046,0.2929293,,0.9999931,88.52745127677917,-572.2196,88,11.091826,17.393232,1760,0.11,10.010429,169.33534,,0.02929293,11.698084,1.1016424,,1.0382482,16.318508,10.068445,,168.29709,0.12604348,1.1046082,9.474237,5.6224546
17.393232,8.976036402869857,0.35353535,,0.9999931,89.59353303909302,-625.17474,89,5.0390472,17.393232,1780,0.11,4.570087,168.04463,,0.035353538,11.658312,1.1000538,,0.4540192,-46.75396,4.580728,4.3280854e-09,167.5906,0.056618508,0.5570468,9.462938,8.158302
17.393232,8.807658957796146,0.35353535,,0.9999931,90.68520951271057,-618.1105,90,38.639114,17.393232,1800,0.11,33.77027,165.03207,,0.035353538,11.6178875,1.1345555,,3.443145,7.088724,34.05661,33.77027,161.58893,0.4293235,0.61918634,9.451765,8.020127
17.393232,8.702400453213631,0.43434343,,0.9999931,91.79677033424377,-782.5289,91,51.74835,17.393232,1820,0.11,44.872105,164.05856,,0.043434344,11.577265,1.1404773,,4.1943517,14.565131,45.37429,4.313763e-31,159.86421,0.5686632,0.76559323,9.440715,7.9212584
17.393232,8.048955666458001,0.4949495,,0.9999931,92.8826150894165,-972.6582,92,93.53501,17.393232,1840,0.11,78.071045,160.88196,,0.04949495,11.531125,1.1779984,,6.9531436,11.511953,79.40164,7.6208147e-16,153.92882,1.0166849,0.8767414,9.429786,7.332384
17.393232,7.653666269405804,0.3939394,,0.9999931,93.95618915557861,-669.5877,93,23.053656,17.393232,1860,0.11,19.856607,158.12752,,0.039393943,11.482146,1.1543117,,1.8868665,5.636818,19.971777,,156.24065,0.24788877,0.92552376,9.418975,6.976108
17.393232,8.408725167102617,0.3939394,,0.9999931,95.0373466014862,-662.39276,94,109.15663,17.393232,1880,0.11,89.43539,158.38853,,0.039393943,11.441391,1.1998305,,8.876977,2.2401452,90.97671,89.43539,149.51155,1.1612408,0.93134916,9.408279,7.6511493
17.393232,8.441754303931218,0.2929293,,0.9999931,96.14272284507751,-541.68414,95,11.2968445,17.393232,1900,0.11,9.702959,155.4759,,0.02929293,11.401844,1.1549878,,0.97914237,15.615002,9.780921,,154.49677,0.11891415,1.0845407,9.397697,7.684371
17.393232,9.18188578632156,0.27272728,,0.9999931,97.21540021896362,-534.3581,96,21.630987,17.393232,1920,0.11,20.868198,173.20044,,0.02727273,11.370109,1.0361524,,1.883875,3.089771,20.87626,20.868198,171.31656,0.22532278,1.096253,9.387226,8.3552885
