ReturnAbsMax,IWMin,ReturnMin,ReturnMean,LQGsigma,LQGmu1,DenMISELogFirst,ReturnStepMax,Iteration,MISE,IWFirstEpisode,ReturnMax,IWMean,TimeElapsed,ExplorationBonus,IWNorm2,IWLastEpisode,Bound,URet,DenMISELogLast,TimestepsSoFar,IWNorm1,target_sum_log_mean,DenMISEMeanLog,ReturnLastEpisode,LQGmu01,SqrtESSClassic,IWMax
9.688149,,,8.973189,0.11,0.17171717,10.468784,0.61800236,44,7.6894517,,9.688149,0.8719223,41.45856761932373,10.837718,21.458408,6.835633e-16,18.52717,9.850563385925625,9.781155,880,38.364582,-112.826195,13.624978,8.968394,0.017171716,1.7878578,14.575698
9.688149,,,8.969636,0.11,0.11111111,10.446311,0.61800236,45,9.2521,,9.688149,1.0291563,42.46560573577881,9.155941,21.883965,2.0426421e-24,18.408041,9.676703753534667,9.421609,900,46.312035,-67.95181,13.526768,8.813294,0.011111111,2.1162543,11.129697
9.688149,,,8.969989,0.11,0.33333334,10.424333,0.61800236,46,1.5798129e-19,,9.688149,1.8795172e-20,43.688427209854126,18.38667,8.2042027e-19,,18.38667,9.869476476512826,14.83203,920,8.645779e-19,-693.348,13.553793,8.985894,0.033333335,1.0538232,8.2042027e-19
9.688149,,,8.952366,0.11,0.3131313,10.402826,0.61800236,47,15.93096,,9.688149,1.9567095,45.53218746185303,19.376299,91.96535,91.96535,35.30726,8.93751338915067,-13.907169,940,91.96535,-570.45044,12.948468,8.141709,0.031313132,1.0,91.96535
9.688149,,,8.936847,0.11,0.3131313,10.381773,0.61800236,48,13.559959,,9.688149,1.6574521,47.15731883049011,13.976335,57.385834,47.79196,27.536293,9.014587626806536,14.796091,960,79.5577,-558.17725,12.988931,8.20746,0.031313132,1.3863648,47.79196
9.688149,,,8.922412,0.11,0.3131313,10.361154,0.61800236,49,11.450853,,9.688149,1.3970221,48.79214644432068,11.245413,39.728664,24.493649,22.696266,9.0404051971918,16.67932,980,68.45409,-546.3802,13.068513,8.229533,0.031313132,1.7230402,24.493649
9.688149,,,8.907543,0.11,0.3131313,10.340951,0.61800236,50,10.488954,,9.688149,1.2805078,50.612287282943726,9.707873,32.07787,16.478355,20.196827,8.985549853803326,9.45271,1000,64.02539,-535.2075,12.999304,8.178964,0.031313132,1.9959365,16.663792
9.688149,,,8.891985,0.11,0.33333334,10.321148,0.61800236,51,7.5822754,,9.688149,0.93399346,52.287336111068726,16.988766,41.764282,41.36038,24.571041,8.912533932394627,11.171,1020,47.633667,-624.60297,12.965815,8.114056,0.033333335,1.140536,41.36038
9.688149,,,8.876465,0.11,0.33333334,10.30173,0.61800236,52,8.542781,,9.688149,1.0541832,53.72733449935913,12.4112625,35.11273,25.738127,20.954044,8.880655551651719,9.723108,1040,54.817528,-612.3419,12.898081,8.084966,0.033333335,1.5611868,25.738127
9.688149,,,8.860755,0.11,0.35353535,10.282681,0.61800236,53,0.6581786,,9.688149,0.08181612,54.75869655609131,19.036379,4.2601833,4.25959,19.694557,8.831378441557074,12.423551,1060,4.3362546,-707.314,12.887017,8.043841,0.035353538,1.0178564,4.25959
9.688149,,,8.843471,0.11,0.35353535,10.263989,0.61800236,54,8.531134,,9.688149,1.0750396,55.893871545791626,18.059313,54.1064,53.95702,26.590446,8.70475634093136,11.436674,1080,58.05214,-693.93005,12.843272,7.9273705,0.035353538,1.0729256,53.95702
9.688149,,,8.827657,0.11,0.35353535,10.245641,0.61800236,55,8.425294,,9.688149,1.0589069,57.07124209403992,12.850035,38.623707,26.863274,21.27533,8.758670141667011,11.914148,1100,58.23988,-681.0366,12.8222885,7.973749,0.035353538,1.5078791,27.489042
9.688149,,,8.811617,0.11,0.35353535,10.227622,0.61800236,56,8.433037,,9.688149,1.0608014,58.06954741477966,10.555594,32.361897,18.65982,18.988632,8.708526133950201,11.82943,1120,59.404877,-668.61176,12.8024235,7.9294114,0.035353538,1.8356426,18.661707
9.688149,,,8.796625,0.11,0.33333334,10.209923,0.61800236,57,8.071159,,9.688149,0.99777234,59.160967111587524,10.207229,29.960106,0.06080895,18.278389,8.743404562383693,15.219486,1140,56.873024,-557.70123,12.8436365,7.957102,0.033333335,1.8982918,18.77164
9.688149,,,8.784211,0.11,0.21212122,10.192531,0.61800236,58,8.799516,,9.688149,1.0118811,60.22278332710266,9.320367,28.23057,,18.119883,8.872455784715719,15.269623,1160,58.689102,-190.03047,12.883577,8.076593,0.021212121,2.0789201,14.486177
9.688149,,,8.782158,0.11,0.27272728,10.175436,0.61800236,59,8.429121,,9.688149,1.0000001,61.428229093551636,9.688149,29.500002,7.75601e-18,18.117271,9.517047861868075,3.1295297,1180,59.000004,-315.72122,12.716867,8.663124,0.02727273,2.0,14.750001
9.688149,,,8.776947,0.11,0.09090909,10.158629,0.61800236,60,8.906658,1.9065149e-34,9.688149,0.9873131,62.52429556846619,9.082802,27.768677,,17.98946,9.300761966007355,14.319793,1200,59.238785,-221.51009,12.741931,8.469434,0.00909091,2.1332953,14.782038
9.688149,,,8.780496,0.11,0.01010101,10.142099,0.61800236,61,7.2408967,14.990498,9.688149,0.7602708,63.52230644226074,10.6473465,25.484064,,17.888243,9.881230243141685,-8.809489,1220,46.37652,-455.7594,12.387031,8.993449,0.001010101,1.8198242,15.050805
9.688149,,,8.790478,0.11,0.07070707,10.345573,0.61800236,62,10.21524,5.386814e-19,9.688149,1.1282073,64.52387738227844,7.6319084,27.551353,1.6291322e-17,17.847149,10.341410785550957,12.413314,1240,69.94885,-257.5121,12.3825035,9.399364,0.0070707067,2.5388536,12.25696
9.688149,,,8.794885,0.11,0.05050505,10.329574,0.61800236,63,10.049249,5.375769e-08,9.688149,1.1048802,65.50350856781006,7.672003,27.560917,0.0032307957,17.721252,9.96175748003765,9.871829,1260,69.60745,-305.32837,12.343415,9.068198,0.005050505,2.5255854,12.445284
9.688149,,,8.799277,0.11,0.1919192,10.313825,0.61800236,64,9.222989,,9.688149,1.0512934,66.71687078475952,8.458163,29.37035,,17.681152,9.96868237658043,18.546299,1280,67.282776,-167.37228,12.440762,9.075938,0.019191919,2.2908401,15.658781
9.688149,,,8.7982025,0.11,0.25252524,10.298321,0.61800236,65,1.42231,,9.688149,0.16801144,67.7707097530365,16.157951,9.106839,2.6243975e-15,17.580261,9.58514950826967,2.1855278,1300,10.920744,-267.91882,12.282478,8.729409,0.025252525,1.1991805,8.999082
9.688149,,,8.793638,0.11,0.25252524,10.283053,0.61800236,66,8.013001,,9.688149,0.9436059,68.9072196483612,16.477453,52.960716,52.330414,24.490456,9.333204420212933,13.882571,1320,62.27799,-263.58914,12.294093,8.496975,0.025252525,1.175928,52.330414
9.688149,,,8.789497,0.11,0.25252524,10.268015,0.61800236,67,9.134131,,9.688149,1.0743876,69.92150950431824,12.13618,45.086544,33.168457,21.270311,9.354357160230588,10.183303,1340,71.98396,-259.45074,12.258635,8.516158,0.025252525,1.5965731,33.168457
9.688149,,,8.785298,0.11,0.25252524,10.253201,0.61800236,68,9.29055,,9.688149,1.0928583,70.98994565010071,10.059565,38.581676,22.374157,19.350115,9.341529047061758,2.0380647,1360,74.31436,-255.5596,12.106966,8.503983,0.025252525,1.9261569,22.516626
9.688149,,,8.780443,0.11,0.35353535,10.238602,0.61800236,69,8.326589,,9.688149,1.0471373,72.18354415893555,9.248825,34.488033,,17.575413,9.280977594187823,16.10858,1380,72.25247,-623.1444,12.164476,8.450363,0.035353538,2.0950012,17.24542
9.688149,,,8.768809,0.11,0.11111111,10.224213,0.61800236,70,9.435903,,9.688149,1.0496861,73.09823656082153,8.097754,30.707975,,17.533657,8.745885256769364,1.3816395,1400,73.47803,-191.2151,12.009675,7.966057,0.011111111,2.3927994,13.929506
9.688149,,,8.771371,0.11,0.17171717,10.210028,0.61800236,71,7.854898,,9.688149,0.8908503,74.23794388771057,9.422523,30.758095,1.2206234e-19,17.27742,9.836466711831651,-25.014896,1420,63.25037,-150.6657,11.4878,8.950679,0.017171716,2.0563812,17.646757
9.688149,,,8.772456,0.11,0.15151516,10.196042,0.61800236,72,0.31669778,,9.688149,0.035789832,75.264395236969,18.791412,2.4990833,2.4982615,19.10811,9.717645468365772,8.662534,1440,2.5768678,-150.3871,11.446007,8.849408,0.015151516,1.0311252,2.4982615
9.688149,,,8.7737055,0.11,0.15151516,10.182248,0.61800236,73,2.12358,,9.688149,0.23964015,76.44033193588257,16.797077,15.165102,14.966072,18.920658,9.735196301972907,15.037043,1460,17.49373,-148.08394,11.482078,8.8636875,0.015151516,1.1535518,14.966072
9.688149,,,8.775064,0.11,0.15151516,10.168643,0.61800236,74,5.2681756,,9.688149,0.59394646,77.62453770637512,13.9294405,31.59671,28.880367,19.197617,9.747283460163773,15.87814,1480,43.952038,-145.8228,11.531042,8.874244,0.015151516,1.3910321,28.880367
9.688149,,,8.776533,0.11,0.15151516,10.15522,0.61800236,75,6.9909015,,9.688149,0.78763235,78.736980676651,11.251232,34.301575,24.675068,18.242134,9.76040014196161,12.914515,1500,59.072426,-143.66354,11.543174,8.885258,0.015151516,1.7221491,24.675068
9.688149,,,8.777702,0.11,0.21212122,10.141974,0.61800236,76,9.18734,,9.688149,1.0570562,79.86769771575928,8.070677,33.461918,5.8002673e-15,17.258017,9.739124893497484,14.874172,1520,80.33627,-168.52942,11.583137,8.865358,0.021212121,2.400827,15.192634
9.688149,,,8.776551,0.11,0.27272728,10.128902,0.61800236,77,9.354781,,9.688149,1.1086519,81.03956961631775,7.8754025,34.696674,5.341033e-22,17.230183,9.54380520807711,4.6350355,1540,85.366196,-289.07202,11.49261,8.68908,0.02727273,2.4603567,15.387475
9.688149,,,8.771853,0.11,-0.05050505,10.115999,0.61800236,78,1.4153e-20,4.810392e-21,9.688149,1.4629231e-21,83.33395433425903,18.496258,1.0892539e-19,,18.496258,9.234014310624204,9.178646,1560,1.14108e-19,-760.52374,11.463262,8.410156,-0.005050505,1.0475794,1.0892539e-19
13.439399,,,8.830936,0.11,-0.01010101,10.10326,0.9325218,79,2.1673956,0.036684312,13.439399,0.16174476,85.14546966552734,26.606733,12.6484995,12.648233,28.774128,14.929509862532363,-59.602432,1580,12.777836,-544.30695,10.551117,13.439399,-0.001010101,1.0102254,12.648233
13.439399,,,8.848275,0.11,-0.01010101,10.0911455,0.9325218,80,11.872571,0.03713143,13.439399,1.118521,87.140620470047,23.75562,79.08436,78.30985,35.62819,11.258922128080318,6.5189548,1600,89.481674,-537.3671,10.4901705,10.218017,-0.001010101,1.1314712,78.30985
13.439399,,,8.868799,0.11,-0.01010101,10.079187,0.9325218,81,11.138605,0.037578113,13.439399,1.0398682,89.05280423164368,17.101562,53.590683,34.205967,28.240168,11.587772097625118,17.212612,1620,84.229324,-530.47687,10.570936,10.510758,-0.001010101,1.5717158,40.06762
13.439399,,,8.897385,0.11,-0.09090909,10.067381,0.9325218,82,3.0831989e-18,,13.439399,2.2941498e-19,90.73426842689514,26.878794,1.8812024e-17,3.097382e-24,26.878794,12.411830943985994,13.440999,1640,1.8812028e-17,-967.23535,10.60443,11.212839,-0.00909091,1.0000001,1.8812024e-17
14.856923,,,8.969187,0.11,-0.07070707,10.05526,0.978964,83,29.317642,2.8839873e-37,14.856923,1.973332,92.21308660507202,29.713846,163.78656,163.78656,59.031487,16.483021253584337,12.25425,1660,163.78656,-830.11127,10.612332,14.856923,-0.0070707067,1.0,163.78656
15.723389,,,9.049594,0.11,-0.09090909,10.043283,0.98259157,84,16.15798,,15.723389,1.0443196,93.51995539665222,24.120686,67.28623,62.29765,40.278664,17.40534462025409,12.371296,1680,87.72285,-943.81213,10.634411,15.723389,-0.00909091,1.3037266,62.29765
15.723389,,,9.117731,0.11,-0.09090909,10.031448,0.98259157,85,16.400387,,15.723389,1.0794985,94.60657358169556,18.717062,54.61381,35.81201,35.117447,16.465658892642622,10.40863,1700,91.75737,-932.54395,10.629698,14.841251,-0.00909091,1.680113,36.1954
15.723389,,,9.190827,0.11,-0.09090909,10.0197525,0.998701,86,16.585835,,15.723389,1.0880562,95.66644358634949,15.969135,47.51766,26.181093,32.55497,17.080921519284622,13.098465,1720,93.57283,-921.5102,10.657488,15.403975,-0.00909091,1.9692223,26.181093
15.723389,,,9.2577915,0.11,-0.1919192,10.008192,0.998701,87,7.0396157e-16,,15.723389,4.478468e-17,96.78866481781006,30.998358,3.840708e-15,5.71769e-22,30.998358,16.643689522419066,8.011947,1740,3.8962673e-15,-1661.2238,10.626678,15.016737,-0.019191919,1.0144659,3.8403e-15
16.6492,,,9.3417845,0.11,-0.17171717,9.996763,0.9994803,88,50.61868,,16.6492,3.040307,98.12640810012817,33.2984,267.54703,267.54703,83.91708,18.409120680923557,9.835113,1760,267.54703,-1473.6102,10.606385,16.6492,-0.017171716,1.0,267.54703
16.6492,,,9.423489,0.11,-0.17171717,9.985464,0.9994803,89,24.702215,,16.6492,1.4852616,99.27446103096008,23.547604,93.47948,65.21631,48.249817,18.359674930719287,17.301542,1780,132.18828,-1456.8115,10.686129,16.61344,-0.017171716,1.4140887,66.97197
16.888142,,,9.506429,0.11,-0.17171717,9.97429,0.9994862,90,18.482264,,16.888142,1.1073468,100.42179560661316,19.961185,58.89801,22.956589,38.44345,18.655940727498646,12.689773,1800,99.66121,-1440.4489,10.709682,16.888142,-0.017171716,1.692098,38.64462
16.888142,,,9.58232,0.11,-0.17171717,9.963241,0.9997088,91,18.672745,,16.888142,1.123854,101.51923990249634,17.112669,51.815205,29.39462,35.785416,18.159347120533752,14.898579,1820,102.27072,-1424.4188,10.755084,16.412498,-0.017171716,1.9737589,29.39462
16.888142,,,9.657691,0.11,-0.15151516,9.9523115,0.9997088,92,16.579588,,16.888142,1.0039227,102.72041249275208,18.482374,50.539856,33.7128,35.061962,18.266697387624895,13.837978,1840,92.360886,-1257.1982,10.788521,16.51643,-0.015151516,1.8274862,33.9929
16.888142,,,9.734912,0.11,-0.21212122,9.941501,0.9997088,93,12.559864,,16.888142,0.7455545,104.04055213928223,27.350925,56.146477,54.346252,39.91079,18.601483663653667,13.701169,1860,69.33657,-1722.1794,10.81861,16.839237,-0.021212121,1.2349229,54.346252
16.888142,,,9.80951,0.11,-0.1919192,9.930805,0.9998819,94,17.432062,,16.888142,1.038316,105.19606947898865,16.641605,48.088444,23.319971,34.07367,18.51069649914338,9.292539,1880,97.6017,-1536.3248,10.798293,16.74715,-0.019191919,2.029629,31.66511
16.888142,,,9.881517,0.11,-0.35353535,9.920223,0.99992704,95,2.4740509e-17,,16.888142,1.4691982e-18,106.32618737220764,33.61891,1.3892353e-16,1.5543292e-22,33.61891,18.40866607979716,15.844377,1900,1.3957382e-16,-3110.8171,10.850708,16.65017,-0.035353538,1.004681,1.38922e-16
17.089422,,,9.956599,0.11,-0.27272728,9.909752,0.99992704,96,6115.0063,,17.089422,357.82407,107.45114755630493,34.178837,34351.1,34351.1,6149.185,18.867099074061034,-6.3450866,1920,34351.11,-2216.1343,10.661223,17.089422,-0.02727273,1.0000002,34351.1
17.156656,,,10.0308275,0.11,-0.33333334,9.899389,0.99992704,97,41.129833,,17.156656,2.3973877,108.77545046806335,34.032722,230.645,230.6371,75.16255,18.933699584124014,13.767117,1940,232.54662,-2819.2058,10.743635,17.156656,-0.033333335,1.0082448,230.6371
17.156656,,,10.102696,0.11,-0.2929293,9.8891325,0.99992704,98,44.25762,,17.156656,2.5903482,110.05211520195007,23.568573,174.36322,153.9444,67.826195,18.849822917803852,8.335088,1960,253.85413,-2367.9565,10.721525,17.074062,-0.02929293,1.4558927,153.9444
