ReturnMean,MISE,LQGmu01,ReturnMax,ReturnAbsMax,ReturnStepMax,DenMISELogFirst,IWNorm2,DenMISELogLast,IWMin,IWMean,TimestepsSoFar,DenMISEMeanLog,target_sum_log_mean,LQGmu1,ExplorationBonus,IWNorm1,Bound,IWLastEpisode,IWMax,IWFirstEpisode,TimeElapsed,ReturnMin,ReturnLastEpisode,LQGsigma,Iteration,URet,SqrtESSClassic
15.795471,16.176966,-0.011110653,16.495577,16.495577,0.9999598,18.786797,3.397655,17.190683,,1.0238076,220,17.689753,17.712664,-0.110656105,9.953268,11.261885,26.130234,0.9725072,1.0789546,1.0168585,1.2193748950958252,,15.514492,0.11,11,17.19336837287424,3.3146052
15.817397,16.163742,-0.011110653,16.495577,16.495577,0.9999598,18.7882,3.540623,18.225794,,1.0216106,240,17.736237,17.757141,-0.110656105,9.5281925,12.259328,25.691935,1.0208149,1.0719025,1.015432,1.28440260887146,,16.058563,0.11,12,17.783649123691163,3.4624777
15.845755,16.205482,-0.011110653,16.495577,16.495577,0.9999598,18.789387,3.687825,11.195397,,1.0224051,260,17.234625,17.256374,-0.110656105,9.1538,13.291267,25.359283,1.0531136,1.0660062,1.014228,1.3518331050872803,,16.186039,0.11,13,17.917478312722572,3.6040938
15.868373,16.21413,-0.011110653,16.495577,16.495577,0.9999598,18.790403,3.823428,17.382828,,1.0215199,280,17.246695,17.267654,-0.110656105,8.820143,14.301278,25.034273,1.0319756,1.0610039,1.0131974,1.4276139736175537,,16.162424,0.11,14,17.890670297854133,3.7404335
15.862417,16.206804,-0.011110653,16.495577,16.495577,0.9999598,18.791283,3.9573002,18.27338,,1.0214847,300,17.316477,17.337452,-0.110656105,8.520662,15.322271,24.727467,1.0420711,1.0567062,1.0123069,1.4994723796844482,,15.779037,0.11,15,17.462657122044853,3.8719
15.859356,16.160711,-0.011110653,16.495577,16.495577,0.9999598,18.792051,4.0761895,16.592442,,1.0188,320,17.272482,17.290861,-0.110656105,8.24979,16.3008,24.410501,0.9995881,1.052974,1.0115291,1.5725603103637695,,15.8134365,0.11,16,17.52051930318876,3.9990292
15.877569,16.178823,-0.011110653,16.495577,16.495577,0.9999598,18.79273,4.2014055,17.980347,,1.0187749,340,17.31516,17.333546,-0.110656105,8.003224,17.319172,24.182049,1.0368252,1.0497035,1.0108426,1.6479575634002686,,16.168982,0.11,17,17.898243809492364,4.122233
15.885417,16.175585,-0.011110653,16.495577,16.495577,0.9999598,18.793331,4.3201494,18.22752,,1.0180862,360,17.36683,17.384575,-0.110656105,7.777486,18.325552,23.953072,1.0248181,1.0468123,1.0102353,1.725292682647705,,16.018848,0.11,18,17.743261813571724,4.241879
15.89181,16.185328,-0.011110653,16.495577,16.495577,0.9999598,18.79387,4.439398,17.92217,,1.0182999,380,17.39696,17.414928,-0.110656105,7.5699368,19.347698,23.755264,1.0399108,1.0442399,1.0096902,1.8042957782745361,,16.006855,0.11,19,17.723901465200754,4.358181
15.91689,16.19973,-0.011110653,16.495577,16.495577,0.9999598,18.794355,4.5515327,16.940872,,1.0176094,400,17.375025,17.392338,-0.110656105,7.378092,20.352188,23.577822,1.0224732,1.0419359,1.0092012,1.885204553604126,,16.393406,0.11,20,18.138985093845534,4.4715023
15.926416,16.204264,-0.011110653,16.495577,16.495577,0.9999598,18.794792,4.6624107,16.936804,,1.017294,420,17.354954,17.371975,-0.110656105,7.200162,21.363174,23.404427,1.0283092,1.0398593,1.0087605,1.9685280323028564,,16.116947,0.11,21,17.84011978125214,4.5820017
15.913436,16.129333,-0.011110653,16.495577,16.495577,0.9999598,18.79519,4.754143,13.543473,,1.0133755,440,17.182453,17.195528,-0.110656105,7.0352035,22.294262,23.164537,0.94810194,1.0379788,1.0083584,2.0533483028411865,,15.640842,0.11,22,17.315061004792557,4.6894383
15.908795,16.103151,-0.011110653,16.495577,16.495577,0.9999598,18.795555,4.8544755,8.040356,,1.0120372,460,16.785528,16.7973,-0.110656105,6.880429,23.276855,22.98358,0.9959399,1.0362676,1.0079911,2.1397762298583984,,15.806713,0.11,23,17.503141992557165,4.794927
15.921342,16.117376,-0.011110653,16.495577,16.495577,0.9999598,18.795887,4.959281,17.709879,,1.0121365,480,16.824522,16.836412,-0.110656105,6.735439,24.291275,22.852816,1.0264477,1.0347034,1.0076567,2.2280666828155518,,16.209929,0.11,24,17.94269313944992,4.8981447
15.914127,16.106195,-0.011110653,16.495577,16.495577,0.9999598,18.796194,5.0603166,18.681238,,1.0119096,500,16.899256,16.910942,-0.110656105,6.5992327,25.29774,22.70543,1.0185744,1.0332696,1.0073472,2.3192925453186035,,15.740951,0.11,25,17.429385248029394,4.999241
15.916101,16.104744,-0.011110653,16.495577,16.495577,0.9999598,18.796476,5.1594005,16.903656,,1.0117042,520,16.899866,16.911366,-0.110656105,6.470977,26.304308,22.575722,1.0184364,1.0319481,1.0070629,2.413329601287842,,15.965464,0.11,26,17.68707353812423,5.0983267
15.921345,16.096483,-0.011110653,16.495577,16.495577,0.9999598,18.796738,5.253265,20.478046,,1.0108664,540,17.032808,17.043491,-0.110656105,6.349935,27.293392,22.446419,1.0007403,1.0307285,1.0067998,2.5100955963134766,,16.057682,0.11,27,17.77850632445603,5.1955104
15.926764,16.101841,-0.011110653,16.495577,16.495577,0.9999598,18.79698,5.3495975,16.168825,,1.0108646,560,17.002325,17.013018,-0.110656105,6.2354465,28.30421,22.337288,1.0216447,1.0295987,1.0065559,2.608342170715332,,16.073051,0.11,28,17.789941481506588,5.290905
15.925717,16.09936,-0.011110653,16.495577,16.495577,0.9999598,18.797207,5.4438014,19.042406,,1.0107844,580,17.073036,17.083658,-0.110656105,6.1269345,29.312748,22.226294,1.0193479,1.0285505,1.0063275,2.7069296836853027,,15.896431,0.11,29,17.609965451041916,5.38461
15.932127,16.0957,-0.011110653,16.495577,16.495577,0.9999598,18.797417,5.5333886,10.961077,,1.0101588,600,16.86965,16.879663,-0.110656105,6.0239,30.304764,22.119598,1.0027447,1.027572,1.0061164,2.808640718460083,,16.118015,0.11,30,17.844989100893365,5.47671
15.936045,16.090216,-0.011110653,16.495577,16.495577,0.9999598,18.797615,5.6215615,10.589672,,1.0095751,620,16.667387,16.676828,-0.110656105,5.9258976,31.29683,22.016113,1.002171,1.0266591,1.0059168,2.943913698196411,,16.053558,0.11,31,17.780869838838626,5.567284
15.935213,16.08643,-0.011110653,16.495577,16.495577,0.9999598,18.7978,5.7104588,15.066058,,1.0093966,640,16.617636,16.626907,-0.110656105,5.832526,32.30069,21.918957,1.0133917,1.0258038,1.0057307,3.0670692920684814,,15.909446,0.11,32,17.613324026328364,5.656409
15.925149,16.066734,-0.011110653,16.495577,16.495577,0.9999598,18.797974,5.7955227,17.442802,,1.0087969,660,16.642916,16.6516,-0.110656105,5.7434444,33.2903,21.810179,0.9989572,1.0250019,1.0055562,3.174827814102173,,15.603112,0.11,33,17.29075891782382,5.7441406
15.9241085,16.04777,-0.011110653,16.495577,16.495577,0.9999598,18.798136,5.876173,18.6257,,1.0076756,680,16.701485,16.709051,-0.110656105,5.658384,34.26097,21.706154,0.9794208,1.0242494,1.0053933,3.2848691940307617,,15.889757,0.11,34,17.597418866147258,5.8304906
15.921718,16.042133,-0.011110653,16.495577,16.495577,0.9999598,18.79829,5.960753,18.78487,,1.007478,700,16.761223,16.7686,-0.110656105,5.5769277,35.26173,21.61906,1.00842,1.0235405,1.0052379,3.3960258960723877,,15.8405,0.11,35,17.538539765292892,5.9156504
