LQGsigma,IWNorm2,DenMISELogFirst,TimestepsSoFar,LQGmu1,ReturnAbsMax,URet,LQGmu01,IWFirstEpisode,MISE,target_sum_log_mean,IWMax,SqrtESSClassic,DenMISEMeanLog,Bound,ReturnMin,ReturnMean,TimeElapsed,Iteration,ExplorationBonus,ReturnLastEpisode,DenMISELogLast,IWLastEpisode,ReturnStepMax,ReturnMax,IWNorm1,IWMin,IWMean
0.11,1.9572114e-17,10.520869,620,-0.17171717,15.378209,9.78078206717327,-0.017171716,,1.0863005e-17,-942.9701,1.9410885e-17,1.1198552,10.851403,59.85779,,10.021344,26.374738693237305,31,59.85779,8.906043,2.3056376,,0.99960953,15.378209,2.1917932e-17,,7.07029e-19
0.11,23.363245,10.4891205,640,-0.09090909,16.04422,17.778327865466203,-0.00909091,,13.505665,-490.63568,23.221989,1.1614723,9.36334,73.718155,,10.209559,27.221253633499146,32,60.212486,16.04422,-35.782406,23.221989,0.9999125,16.04422,27.135763,,0.8479926
0.11,16.865282,10.458348,660,-0.11111111,16.04422,17.49448400299476,-0.011111111,,9.155601,-564.7601,16.700525,1.1308618,9.430094,70.99794,,10.379379,28.094589948654175,33,61.84234,15.813644,11.8860445,16.700525,0.9999125,16.04422,19.072302,,0.5779486
0.11,16.121078,10.428495,680,-0.13131313,16.146076,17.879278278318672,-0.013131313,,8.084715,-643.2888,16.095268,1.0572234,9.522193,74.65449,,10.548988,28.95578122138977,34,66.56977,16.146076,13.067643,16.095268,0.9999125,16.146076,17.043583,,0.50128186
0.11,40.555386,10.399508,700,-0.15151516,16.404106,18.14924905544014,-0.015151516,,19.549057,-725.9499,40.538048,1.0289371,9.576551,89.04198,,10.716278,29.83804965019226,35,69.49292,16.404106,11.99524,40.538048,0.9999125,16.404106,41.728943,,1.1922555
0.11,11.87091,10.371337,720,-0.17171717,16.404106,17.676556757548877,-0.017171716,,5.5833583,-812.5388,11.864625,1.0330923,9.637129,74.796776,,10.861933,30.72201418876648,36,69.21342,15.95986,11.940575,0.38598096,0.9999125,16.404106,12.263744,,0.34065956
0.11,37.528267,10.343938,740,-0.1919192,16.784195,18.546452209918364,-0.019191919,,17.378695,-902.7209,37.51957,1.0213344,9.637888,89.01107,,11.021994,31.653416395187378,37,71.63238,16.784195,10.355713,37.51957,0.9999125,16.784195,38.32891,,1.0359166
0.11,19.155602,10.31727,760,-0.1919192,16.784195,18.05214727011463,-0.019191919,,9.005807,-878.6496,19.13248,1.066069,9.712393,77.63233,,11.161293,32.541942834854126,38,68.626526,16.315342,12.733983,0.4752281,0.9999125,16.784195,20.421194,,0.5373998
0.11,1.3701529e-15,10.291294,780,-0.33333334,16.784195,18.36927060656227,-0.033333335,,5.8967305e-16,-1826.595,1.3701529e-15,1.0000148,9.944504,73.15953,,11.301063,33.48829650878906,39,73.15953,16.612358,19.310364,2.0300542e-20,0.9999125,16.784195,1.3701732e-15,,3.5132647e-17
0.11,14045.97,10.265977,800,-0.25252524,16.997883,18.77432692380196,-0.025252525,,5968.8003,-1192.9717,14045.97,1.0000011,9.7130375,6042.892,,11.443483,34.397438287734985,40,74.09198,16.997883,1.6732802,14045.97,0.9999125,16.997883,14045.985,,351.14963
0.11,66.701965,10.241284,820,-0.35353535,17.218075,18.998671900131065,-0.035353538,,28.011715,-1899.5015,66.701965,1.0000008,9.849645,103.06351,,11.584328,35.2942852973938,41,75.05179,17.218075,10.437157,66.701965,0.9999942,17.218075,66.70202,,1.6268785
0.11,66.78732,10.217187,840,-0.3131313,17.218075,18.96083445741003,-0.031313132,,29.03776,-1544.1501,66.67767,1.0627621,9.986534,99.65737,,11.717599,36.31433296203613,42,70.61961,17.181719,15.62119,66.67767,0.9999942,17.218075,70.97904,,1.6899772
0.11,42.367737,10.193656,860,-0.25252524,17.218075,18.82035853109006,-0.025252525,,17.096167,-1108.954,42.363346,1.0206599,10.13493,90.62884,,11.8415,37.21458458900452,43,73.53267,17.045326,16.306622,0.44007617,0.9999942,17.218075,43.243053,,1.0056524
0.11,56.828056,10.170667,880,-0.2929293,17.218075,18.867786043831224,-0.02929293,,36.70439,-1336.0934,48.16285,1.6623739,10.1383095,81.85178,,11.960861,38.189366817474365,44,45.147392,17.093391,10.566168,48.16285,0.9999942,17.218075,94.469475,,2.1470335
0.11,15.923272,10.148193,900,-0.37373737,17.218075,18.90086222284846,-0.037373737,,6.1558986,-1884.8243,15.922733,1.0104276,10.13757,80.43321,,12.07557,39.081522703170776,45,74.27731,17.122774,9.481496,0.0018123908,0.9999942,17.218075,16.089314,,0.3575403
0.11,40.25804,10.126215,920,-0.2929293,17.218075,18.997976356037686,-0.02929293,,30.516182,-1277.4774,24.24269,2.0386703,10.194174,67.3303,,12.187325,39.96640086174011,46,36.814117,17.216305,13.423779,0.14606574,0.9999942,17.218075,82.072876,,1.7841929
0.11,20.356874,10.104709,940,-0.25252524,17.218075,18.87544406014007,-0.025252525,,9.782048,-1013.77246,19.77431,1.3264403,10.297397,66.36345,,12.291808,40.86735463142395,47,56.581398,17.097998,14.545719,0.014595678,0.9999942,17.218075,27.002178,,0.57451445
0.11,23.310028,10.083655,960,0.09090909,17.218075,18.68143407238321,0.00909091,2.0549487e-34,5.4409137,-106.86935,22.575304,1.2401385,10.397328,65.95984,,12.388032,41.810372829437256,48,60.518925,16.91059,15.5837345,,0.9999942,17.218075,28.907665,,0.602243
0.11,3.2679885e-19,10.063036,980,-0.5555556,17.218075,10.281540566025212,-0.05555556,,1.3124735e-19,-3412.176,3.2679784e-19,1.1431876,9.181254,65.65138,,12.326783,42.70956826210022,49,65.65138,9.386856,-48.711163,,0.9999942,17.218075,3.735924e-19,,7.623335e-21
0.11,3.3346817e-19,10.042833,1000,-0.5555556,17.218075,18.627795061014517,-0.05555556,,1.3124734e-19,-3349.595,3.3346716e-19,1.1431878,7.794349,65.651375,,12.417273,43.65132927894592,50,65.651375,16.851297,-59.174065,,0.9999942,17.218075,3.8121673e-19,,7.6233345e-21
0.11,67.30466,10.02303,1020,-0.5151515,17.370344,19.156183911162174,-0.05151515,,22.92363,-2889.43,67.30466,1.0,7.794887,98.639206,,12.514392,44.55942988395691,51,75.715576,17.370344,8.811905,67.30466,0.9999942,17.370344,67.30466,,1.3196992
0.11,16.62911,10.0036125,1040,-0.4949495,17.378374,19.163471956049648,-0.04949495,,5.7222133,-2649.9604,16.621334,1.0301108,7.8433404,79.25855,,12.607931,45.49781894683838,52,73.53634,17.378374,10.463344,0.508493,0.9999942,17.378374,17.129827,,0.32941976
0.11,10.818371,9.984564,1060,-0.5959596,17.378374,19.096801235028725,-0.05959596,,3.6163952,-3563.9146,10.816627,1.0194997,7.9073625,77.91811,,12.696724,46.414836168289185,53,74.30172,17.313995,11.939918,0.019428119,0.9999942,17.378374,11.0293255,,0.20810048
0.11,9.154882,9.965872,1080,-0.5959596,17.378374,19.132022688503092,-0.05959596,,3.0171583,-3497.8354,9.152756,1.0240899,7.919684,76.98584,,12.782839,47.32433199882507,54,73.96868,17.346914,9.373691,0.006678365,0.9999942,17.378374,9.375423,,0.17361896
0.11,32.657806,9.947523,1100,-0.61616164,17.37997,19.167613046111903,-0.061616164,,10.912048,-3638.1306,32.60133,1.0573902,7.978307,82.55782,,12.866424,48.30887413024902,55,71.645775,17.37997,11.974074,32.60133,0.9999942,17.37997,34.532043,,0.62785536
0.11,1.0078849e-16,9.929504,1120,-0.83838385,17.37997,19.140022861746157,-0.08383839,,3.128038e-17,-6175.972,1.0078849e-16,1.0000007,8.047853,75.757484,,12.946553,49.69697833061218,56,75.757484,17.353632,12.363999,1.759982e-23,0.9999942,17.37997,1.0078856e-16,,1.7997949e-18
0.11,43.590992,9.911805,1140,-0.5151515,17.388134,19.17430157903327,-0.05151515,,23.857843,-2584.1296,26.654577,1.7986909,8.097847,65.99578,,13.024475,50.61842155456543,57,42.137936,17.388134,11.88864,0.0071665384,0.9999942,17.388134,78.40672,,1.3755566
0.11,178.80392,9.894413,1160,-0.7979798,17.388134,19.106581964637922,-0.079797976,,53.389626,-5453.7275,178.80392,1.0,8.083494,129.18274,,13.098508,51.6020085811615,58,75.79312,17.318403,7.1088486,178.80392,0.9999942,17.388134,178.80392,,3.0828264
0.11,44.549217,9.877318,1180,-0.7979798,17.388134,19.10081485752207,-0.079797976,,13.0766325,-5361.855,44.549217,1.0,7.8202844,88.86975,,13.169984,52.59190917015076,59,75.79312,17.315586,-7.8612285,9.472887e-12,0.9999942,17.388134,44.549217,,0.75507146
0.11,7.17797e-12,9.860512,1200,-1.0,17.388134,19.133573313313228,-0.1,,2.119503e-12,-7962.3765,7.1760323e-12,1.0229634,7.9215555,74.09172,,13.239582,53.561261892318726,60,74.09172,17.345907,14.325677,1.6676867e-13,0.9999942,17.388134,7.342801e-12,,1.2238001e-13
0.11,45.924995,9.843983,1220,-0.7979798,17.388134,19.096659431842838,-0.079797976,,22.553675,-5185.513,28.473566,1.729079,7.9760466,66.38806,,13.306296,54.4932017326355,61,43.83439,17.309177,12.237256,24.690792,0.9999942,17.388134,79.40794,,1.3017696
0.11,61.999996,9.827722,1240,-1.0,17.388134,18.97411254391642,-0.1,,17.186178,-7705.485,61.999996,1.0,8.012764,92.9793,,13.3688755,55.471728563308716,62,75.79312,17.18618,10.163631,61.999996,0.9999942,17.388134,61.999996,,0.99999994
0.11,31.499996,9.811722,1260,-1.0,17.388134,19.09682231311221,-0.1,,8.593089,-7583.267,31.499996,1.0,8.109208,84.38621,,13.431446,56.41455125808716,63,75.79312,17.310781,14.387659,1.8440327e-09,0.9999942,17.388134,31.499996,,0.49999994
0.11,0.3286237,9.795973,1280,-0.93939394,17.388134,18.977365371355447,-0.093939394,,0.09472036,-6651.91,0.32773435,1.0733312,8.23259,70.709564,,13.490149,57.36878967285156,64,70.614845,17.18838,16.592297,0.024148071,0.9999942,17.388134,0.35272208,,0.0055112825
0.11,1.3664457,9.780469,1300,-0.9191919,17.388134,18.985841113896957,-0.09191919,,0.374411,-6293.204,1.3660482,1.0355303,8.282857,73.56698,,13.547187,58.34144186973572,65,73.192566,17.197693,12.486677,1.3660482,0.9999942,17.388134,1.4149959,,0.021769168
0.11,27.289371,9.765202,1320,-0.9191919,17.388134,19.046230499737277,-0.09191919,,7.49324,-6197.552,27.255516,1.0503618,8.393776,79.652306,,13.603388,59.29866337776184,66,72.159065,17.256472,16.574358,27.255516,0.9999942,17.388134,28.663713,,0.4342987
0.11,26.458557,9.750163,1340,-0.8989899,17.388134,19.047302331182518,-0.089898996,,8.934387,-5861.4644,24.685848,1.3108339,8.4151125,66.75493,,13.657969,60.29709339141846,67,57.820538,17.260332,10.449087,24.685848,0.9999942,17.388134,34.682774,,0.51765335
0.11,6.034204e-14,9.735349,1360,0.2929293,17.388134,19.072817384424155,0.02929293,,9.027612e-15,-578.3113,5.900653e-14,1.1870917,8.380588,63.84774,,13.71135,61.23225259780884,68,63.84774,17.287905,6.6063404,,0.9999942,17.388134,7.163153e-14,,1.0534049e-15
0.11,6.122942e-14,9.72075,1380,0.2929293,17.388134,12.161352815147227,0.02929293,,9.027613e-15,-582.7836,5.987428e-14,1.1870917,7.3824797,63.84774,,13.67525,62.206016063690186,69,63.84774,11.220345,-59.496147,,0.9999942,17.388134,7.268494e-14,,1.0534049e-15
0.11,35.00001,9.706361,1400,0.2929293,17.388134,9.115381338276423,0.02929293,,4.149977,-574.22363,35.00001,1.0,7.4465647,79.9431,,13.59846,63.24177432060242,70,75.79312,8.299952,12.861272,35.00001,0.9999942,17.388134,35.00001,,0.5000002
0.11,29.741886,9.692176,1420,0.27272728,17.388134,9.197769916742322,0.02727273,,3.5102494,-509.53085,29.74188,1.0006219,7.5430374,79.25626,,13.524883,64.22402095794678,71,75.74602,8.374522,14.88362,29.74188,0.9999942,17.388134,29.760384,,0.41916034
0.11,0.6420302,9.67819,1440,0.3131313,17.388134,9.263730053191264,0.031313132,,0.07404353,-618.894,0.6420301,1.0004303,7.587471,75.834564,,13.454198,65.18713879585266,72,75.76052,8.435596,11.385093,1.548581e-09,0.9999942,17.388134,0.6423065,,0.008920924
0.11,72.973564,9.664396,1460,0.3131313,17.388134,8.971460443108427,0.031313132,,8.240228,-610.1848,72.97071,1.0088062,7.642414,83.37172,,13.381814,66.15474319458008,73,75.13149,8.170116,12.582544,72.97071,0.9999942,17.388134,73.61619,,1.008441
0.11,76.93997,9.650791,1480,0.27272728,17.388134,8.97691228365937,0.02727273,,10.884244,-488.94003,73.773155,1.243032,7.746425,71.858635,,13.311417,67.13401007652283,74,60.974392,8.172443,15.630659,2.5350083e-11,0.9999942,17.388134,95.63885,,1.2924168
0.11,45.41746,9.637368,1500,-0.35353535,17.388134,9.231812549750527,-0.035353538,,17.48929,-1592.1942,31.479935,1.6793654,7.7894025,62.621292,,13.245957,67.99099278450012,75,45.132,8.402004,11.012508,,0.9999942,17.388134,76.272514,,1.0169668
0.11,15.023901,9.624123,1520,0.05050505,17.388134,18.46132774806297,0.005050505,1.088463e-07,2.2580152,-264.88568,14.81697,1.2575656,6.901188,62.52773,,13.291273,68.84222793579102,76,60.269714,16.689928,-59.592777,,0.9999942,17.388134,18.893541,,0.24859923
0.11,25.997267,9.611051,1540,0.09090909,17.388134,11.072903540954377,0.00909091,3.2964753e-34,3.9738238,-253.08751,24.630398,1.3022641,6.027561,62.174862,,13.250414,69.83888745307922,77,58.20104,10.145084,-59.605846,6.4697066e-29,0.9999942,17.388134,33.85531,,0.43967932
0.11,49.484047,9.598147,1560,-0.13131313,17.388134,9.902086901681638,-0.013131313,,17.413588,-580.7872,41.458237,1.7061647,6.0727105,61.836685,,13.19613,70.85765480995178,78,44.423096,9.0161705,10.150889,,0.9999942,17.388134,84.42793,,1.0824094
0.11,53.018745,9.585408,1580,-0.61616164,17.388134,17.271648790661676,-0.061616164,,22.433588,-3628.1943,31.021069,1.9253829,5.7417307,61.798805,,13.226139,71.8607189655304,79,39.36522,15.566973,-20.00708,,0.9999942,17.388134,102.08138,,1.2921695
0.11,32.932816,9.572829,1600,-0.1919192,17.388134,18.856448208946826,-0.019191919,,10.086145,-771.0267,26.748644,1.4675155,4.986183,61.733383,,13.274251,72.77738213539124,80,51.64724,17.075087,-54.81905,3.9232582e-11,0.9999942,17.388134,48.32942,,0.60411775
0.11,60.668663,9.560407,1620,-0.45454547,17.388134,19.087132808937703,-0.045454547,,14.373671,-2198.3884,60.471542,1.1087341,4.6212273,82.73373,,13.324014,73.61789202690125,81,68.360054,17.304996,-24.114698,60.471542,0.9999942,17.388134,67.26542,,0.83043724
0.11,11.919204,9.548137,1640,-0.43434343,17.388134,18.91122351121781,-0.043434344,,2.6795554,-2030.2363,11.904714,1.0651495,4.6105237,73.836815,,13.370441,74.61154365539551,82,71.15726,17.1311,4.0976086,1.5898604e-07,0.9999942,17.388134,12.695734,,0.15482603
0.11,35.56101,9.5360155,1660,-0.43434343,17.388134,19.12723548036681,-0.043434344,,9.456328,-2005.5253,33.963478,1.2733662,4.752737,68.97819,,13.418286,75.62218928337097,83,59.52186,17.341597,17.262995,33.963478,0.9999942,17.388134,45.28219,,0.5455685
0.11,59.387413,9.524039,1680,0.3131313,17.388134,19.169511534704924,0.031313132,,8.24206,-594.6983,41.99156,1.4264979,4.8500466,61.374367,,13.465498,76.92013216018677,84,53.132305,17.384071,13.448888,,0.9999942,17.388134,84.71602,,1.0085241
0.11,1.365029,9.512205,1700,-0.7171717,17.388134,9.499167328853819,-0.07171717,,0.3469476,-4496.4443,1.3426962,1.2459245,4.088526,61.179783,,13.409288,77.9768979549408,85,60.832836,8.687646,-59.704693,,0.9999942,17.388134,1.7007229,,0.020008504
0.11,1.3602049,9.500509,1720,-0.7171717,17.388134,18.589731542575,-0.07171717,,0.3425421,-4452.469,1.337367,1.248994,3.335279,61.025875,,13.448837,79.28569054603577,86,60.683334,16.810429,-59.71639,,0.9999942,17.388134,1.6988878,,0.01975451
0.11,40.423553,9.488948,1740,-0.6969697,17.388134,19.143471506950224,-0.06969697,,8.163928,-4195.166,40.42279,1.0123628,3.3681092,83.03147,,13.493745,80.2787344455719,87,74.867546,17.355875,7.166122,40.42279,0.9999942,17.388134,40.9233,,0.47038278
0.11,44.609905,9.477519,1760,-0.7171717,17.388134,19.147248869714968,-0.07171717,,12.75903,-4350.924,33.118927,1.4500818,3.511967,65.0272,,13.53767,81.30057215690613,88,52.26817,17.359047,16.634512,33.118927,0.9999942,17.388134,64.68801,,0.73509103
0.11,33.634464,9.46622,1780,-0.9191919,17.406273,19.195507091777074,-0.09191919,,9.618677,-6598.783,24.682224,1.4749246,3.6759245,61.060074,,13.581137,82.31690764427185,89,51.4414,17.406273,18.46764,3.883257e-15,0.9999942,17.406273,49.6083,,0.55739665
0.11,63.70853,9.455047,1800,0.23232323,17.406273,19.14795655195202,0.023232324,,8.866622,-408.6242,44.998116,1.4608424,3.7492878,60.803905,,13.623128,83.32713627815247,90,51.937283,17.360378,10.776435,,0.9999942,17.406273,93.06812,,1.0340903
0.11,55.69227,9.443996,1820,-0.45454547,17.406273,12.860888706827007,-0.045454547,,19.669815,-2082.638,33.52978,1.8530301,3.0495927,60.614742,,13.603628,84.33791470527649,91,40.944927,11.8487015,-59.772903,,0.9999942,17.406273,103.19945,,1.1340599
0.11,52.418755,9.433067,1840,0.11111111,17.406273,18.618126572422806,0.011111111,,7.338367,-278.45676,44.207764,1.426729,2.3664787,60.517483,,13.638812,85.3976182937622,92,53.179115,16.840517,-59.783833,,0.999995,17.406273,74.78735,,0.812906
0.11,15.459806,9.422256,1860,0.05050505,17.406273,12.634441670803438,0.005050505,1.3319362e-07,1.9599923,-278.59988,15.1728,1.2977237,1.6947576,60.425587,,13.617114,86.4095983505249,93,58.465595,11.620865,-59.794643,,0.999995,17.406273,20.062557,,0.21572642
0.11,48.39712,9.411561,1880,0.05050505,17.406273,10.065245332032212,0.005050505,1.3462584e-07,6.273419,-275.5156,46.47455,1.332899,1.747954,63.196102,,13.56972,87.4462821483612,94,56.922684,9.162216,7.486611,46.47455,0.999995,17.406273,64.50848,,0.6862604
0.11,50.313076,9.400979,1900,0.1919192,17.406273,9.969523006546563,0.019191919,,6.57292,-346.4781,40.85759,1.416639,1.8938367,60.130806,,13.522425,88.48907566070557,95,53.557884,9.076687,16.01745,,0.999995,17.406273,71.27547,,0.7502681
0.11,52.69678,9.390508,1920,-1.0,17.406273,9.692661204723699,-0.1,,16.57768,-7845.2515,31.986652,1.7566956,1.8691534,59.767967,,13.473498,89.5509762763977,96,43.190285,8.825353,-0.119170494,,0.999995,17.406273,92.572205,,0.9642938
0.11,67.08448,9.380145,1940,-0.030303031,17.406273,18.455317889837723,-0.0030303032,5.1309916e-09,14.217616,-350.5662,47.370346,1.6801268,1.2314087,59.376225,,13.506518,90.5627293586731,97,45.158607,16.676552,-59.836754,,0.999995,17.406273,112.710434,,1.1619632
