ReturnAbsMax,ReturnStepMax,URet,DenMISELogFirst,IWNorm2,IWMean,DenMISELogLast,Iteration,IWLastEpisode,LQGmu1,SqrtESSClassic,LQGsigma,TimeElapsed,TimestepsSoFar,ReturnMin,Bound,ExplorationBonus,IWFirstEpisode,ReturnLastEpisode,IWMax,DenMISEMeanLog,ReturnMean,ReturnMax,IWNorm1,target_sum_log_mean,LQGmu01,IWMin,MISE
17.156656,0.99992704,18.933699584124014,9.899389,230.645,0.024715338,13.767117,97,2.377702,-0.33333334,1.0082448,0.11,98.30902314186096,1940,,75.16255,34.032722,,17.156656,2.377702,10.743635,10.0308275,17.156656,232.54662,-2819.2058,-0.033333335,,41.129833
17.156656,0.99992704,18.849822917803852,9.8891325,174.36322,0.026432125,8.335088,98,1.5708612,-0.2929293,1.4558927,0.11,99.42279934883118,1960,,67.826195,23.568573,,17.074062,1.5708612,10.721525,10.102696,17.156656,253.85413,-2367.9565,-0.02929293,,44.25762
17.156656,0.9999872,18.92381693475912,9.87898,80.755035,0.012575902,8.2260275,99,0.5654774,-0.33333334,1.5263001,0.11,100.37086987495422,1980,,43.82704,22.481367,,17.144894,0.5812223,10.703726,10.173829,17.156656,123.25642,-2762.0132,-0.033333335,,21.345676
17.27492,0.9999872,19.05788599852675,9.86893,60.31126,0.0067527234,13.979309,100,0.6002407,-0.37373737,1.1196456,0.11,101.42636156082153,2000,,42.513573,30.857836,,17.27492,0.6002407,10.736541,10.244842,17.27492,67.52724,-3184.3232,-0.037373737,,11.655739
17.27492,0.9999872,19.022263748416087,9.858979,73.12096,0.011422964,10.556254,101,0.0046023247,-0.2929293,1.5936013,0.11,102.6492383480072,2020,,41.398323,21.680353,,17.240925,0.5617208,10.730287,10.31411,17.27492,116.52566,-2297.3018,-0.02929293,,19.717968
17.27492,0.9999872,18.96131601316688,9.849127,66.29519,0.013577841,11.060123,102,0.33982736,-0.35353535,2.1308312,0.11,103.7881338596344,2040,,40.053307,16.214254,,17.186562,0.35177615,10.733132,10.381487,17.27492,141.26385,-2896.5232,-0.035353538,,23.839054
17.27492,0.9999872,18.991777597626985,9.839371,56.51882,0.012862749,10.364747,103,0.2781608,-0.33333334,2.4144332,0.11,104.87810802459717,2060,,37.077076,14.30971,,17.210812,0.28908953,10.731646,10.447791,17.27492,136.46092,-2654.1814,-0.033333335,,22.767366
17.27492,0.9999872,18.996262927645102,9.829709,50.49007,0.012393463,15.384682,104,0.20520207,-0.33333334,2.6549315,0.11,106.00104093551636,2080,,35.170254,13.013457,,17.215408,0.22425893,10.778312,10.512863,17.27492,134.04768,-2628.4832,-0.033333335,,22.156796
17.27866,0.9999872,19.06217249800496,9.82014,41.78288,0.0050993767,17.993193,105,0.000540151,-0.27272728,1.3455423,0.11,107.13382363319397,2100,,34.831825,25.68282,,17.27866,0.36556888,10.848827,10.577299,17.27866,56.22063,-2025.2595,-0.02727273,,9.149007
17.27866,0.9999872,18.871574113583133,9.810661,48.21702,0.012974966,11.631164,106,0.14553872,-0.33333334,3.0235531,0.11,108.42371988296509,2120,,35.072723,11.429374,,17.09731,0.18202181,10.851256,10.638809,17.27866,145.78671,-2578.5579,-0.033333335,,23.643349
17.27866,0.9999872,18.9764663180867,9.801271,1.4955713e-16,1.3081836e-20,14.082819,107,8.676076e-35,-0.5555556,1.0014505,0.11,109.55762982368469,2140,,34.507267,34.507267,,17.195372,1.3977288e-18,10.884132,10.700086,17.27866,1.4977406e-16,-5291.0645,-0.05555556,,2.4180615e-17
17.294853,0.9999872,19.076951051895385,9.791968,110.63678,0.0109138265,5.024049,108,1.019506,-0.3939394,1.1506016,0.11,110.67423367500305,2160,,50.441242,30.062279,,17.294853,1.019506,10.820656,10.7611475,17.294853,127.29886,-3168.5813,-0.039393943,,20.378963
17.351929,0.999998,19.135227041928207,9.782752,116.39765,0.0097969575,5.0743265,109,1.0678684,-0.53535354,1.0,0.11,111.81302881240845,2180,,53.233433,34.703857,,17.351929,1.0678684,10.766671,10.821614,17.351929,116.39765,-4907.867,-0.053535353,,18.529575
17.36486,0.999998,19.149925080546847,9.77362,1832.635,0.15159546,1.432334,110,16.660313,-0.45454547,1.0009114,0.11,112.92180752754211,2200,,324.26483,34.698097,,17.36486,16.660313,10.679368,10.881098,17.36486,1834.3052,-3812.0222,-0.045454547,,289.56674
17.36486,0.999998,19.119640765672237,9.76457,232.24393,0.020810423,16.200167,111,2.085391,-0.4949495,1.1040341,0.11,114.28208184242249,2220,,71.50375,31.45711,,17.333918,2.085391,10.74614,10.939231,17.36486,256.4052,-4281.858,-0.04949495,,40.046646
17.36486,0.999998,19.108526208758683,9.755601,122.98248,0.015049142,11.882535,112,0.7215451,-0.45454547,1.5349863,0.11,115.38359880447388,2240,,51.85957,22.625427,,17.32426,0.8169848,10.759345,10.996241,17.36486,188.77643,-3743.6267,-0.045454547,,29.234142
17.36486,0.999998,19.112892924963692,9.746712,90.74307,0.012344056,15.020038,113,0.50500935,-0.4949495,1.7370058,0.11,116.51324892044067,2260,,44.171413,19.994015,,17.327427,0.5970616,10.799561,11.05227,17.36486,157.62125,-4205.769,-0.04949495,,24.177399
17.381577,0.999998,19.1670917703062,9.737902,75.200356,0.0128974775,14.498483,114,0.32332045,-0.47474748,2.2289207,0.11,117.66120076179504,2280,,41.100586,15.596406,,17.381577,0.32609722,10.833401,11.107789,17.381577,167.61563,-3919.1487,-0.04747475,,25.50418
17.381905,0.999998,19.167860133519874,9.729168,48.39192,0.0038127862,11.773824,115,0.0001643738,-0.5555556,1.0419942,0.11,119.03612065315247,2300,,40.970894,33.362766,,17.381905,0.4206156,10.844124,11.162347,17.381905,50.4241,-4922.5186,-0.05555556,,7.6081257
17.381905,0.999998,19.12166607970193,9.72051,65.76864,0.012387409,11.883753,116,0.056506354,-0.47474748,2.5344145,0.11,120.21336650848389,2320,,38.650436,13.716702,,17.335289,0.25047645,10.847684,11.215562,17.381905,166.685,-3851.3276,-0.04747475,,24.933733
17.381905,0.999998,19.16199171596422,9.711926,58.336967,0.005642366,8.057234,117,2.3232764e-07,-0.3939394,1.3240037,0.11,121.57237124443054,2340,,37.669147,26.25658,,17.377504,0.48970652,10.826412,11.268229,17.381905,77.23836,-2924.4016,-0.039393943,,11.412567
17.381905,0.999998,19.121671051537636,9.703416,63.705658,0.010457803,8.881915,118,0.001926029,-0.5151515,2.285738,0.11,122.88397645950317,2360,,36.62166,15.209009,,17.338062,0.33412904,10.806282,11.319667,17.381905,145.61444,-4275.894,-0.05151515,,21.412651
17.381905,0.999998,19.119610226793245,9.694977,68.54382,0.012346872,6.5585437,119,0.24695061,-0.45454547,2.550836,0.11,124.22385573387146,2380,,39.117714,13.628398,,17.33551,0.30736503,10.77155,11.37022,17.381905,174.84406,-3522.6345,-0.045454547,,25.489315
17.381905,0.999998,19.138585578508692,9.686608,53.667637,0.011638417,14.861714,120,0.16470389,-0.47474748,3.1227982,0.11,125.3866548538208,2400,,35.36338,11.132262,,17.35268,0.16547804,10.808393,11.420074,17.381905,167.5932,-3722.5435,-0.04747475,,24.231117
17.381905,0.999998,19.133792731202508,9.678309,1.6888106e-16,1.1539348e-20,14.5733185,121,1.7333489e-27,-0.75757575,1.0003947,0.11,126.64771699905396,2420,,34.75009,34.75009,,17.34883,1.3957113e-18,10.842068,11.469071,17.381905,1.6894771e-16,-7678.215,-0.07575758,,2.4227837e-17
17.386925,0.999998,19.173030946397095,9.670079,54.970345,0.010418434,7.6425886,122,0.12527978,-0.5151515,2.8209388,0.11,127.81895446777344,2440,,34.386135,12.327048,,17.386925,0.23957622,10.807679,11.517579,17.386925,155.06798,-4135.2773,-0.05151515,,22.059086
17.386925,0.999998,19.13010686534849,9.661916,253.79956,0.0167757,7.358737,123,2.063411,-0.7171717,1.0,0.11,128.96988940238953,2460,,70.559845,34.77385,,17.343124,2.063411,10.781139,11.564941,17.386925,253.79956,-6902.9956,-0.07171717,,35.785995
17.386925,0.999998,19.146294621037576,9.653818,83.52222,0.005431986,7.582408,124,6.6826183e-11,-0.7171717,1.0,0.11,130.32304191589355,2480,,46.455593,34.77385,,17.360958,0.6735663,10.756341,11.611684,17.386925,83.52222,-6847.415,-0.07171717,,11.681744
17.386925,0.999998,19.128612952290382,9.645786,75.90369,0.006828734,5.677467,125,0.47379702,-0.7373737,1.4057153,0.11,131.6004877090454,2500,,39.541016,24.737476,,17.342266,0.47379702,10.711861,11.657528,17.386925,106.698975,-7108.9404,-0.073737375,,14.803541
17.386925,0.999998,19.14034075038235,9.637818,234.92477,0.015294452,9.594881,126,1.8637043,-0.67676765,1.0335851,0.11,132.6287624835968,2520,,67.084595,33.643917,,17.353178,1.8637043,10.700725,11.702732,17.386925,242.81474,-6132.851,-0.06767677,,33.44068
17.386925,0.999998,19.14204825254265,9.629913,83.31762,0.006113743,13.11384,127,0.065006495,-0.67676765,1.1835258,0.11,133.801424741745,2540,,42.8548,29.381573,,17.353989,0.6508016,10.720656,11.74723,17.386925,98.60855,-6084.441,-0.06767677,,13.4732275
17.386925,0.999998,19.12759819628665,9.622069,40.121063,0.0029218302,13.145383,128,0.042868268,-0.65656567,1.1931704,0.11,135.23862218856812,2560,,35.633446,29.144075,,17.340645,0.3101703,10.736689,11.790928,17.386925,47.871265,-5749.552,-0.065656565,,6.489369
17.386925,0.999998,19.14431442300129,9.614287,64.45145,0.008684467,10.218241,129,0.082004905,-0.7171717,2.2422802,0.11,136.4338493347168,2580,,34.941734,15.508253,,17.357645,0.26729757,10.72753,11.834081,17.386925,144.5182,-6581.4775,-0.07171717,,19.43348
17.386925,0.999998,19.154216261796634,9.606565,73.066826,0.005618853,11.860672,130,0.54839194,-0.6363636,1.2996132,0.11,137.6173346042633,2600,,39.440926,26.757076,,17.367565,0.54839194,10.736371,11.876646,17.386925,94.95862,-5385.2046,-0.06363636,,12.683847
17.386925,0.999998,19.16553370807649,9.598903,1.4857551e-16,8.660262e-21,9.131845,131,8.176835e-28,-0.97979796,1.000292,0.11,138.78776812553406,2620,,34.7637,34.7637,,17.377583,1.1341642e-18,10.721191,11.918638,17.386925,1.4861888e-16,-10959.895,-0.0979798,,1.9674703e-17
17.386925,0.999998,19.144808607417318,9.591298,64.96371,0.010241255,-4.724903,132,0.22071494,-0.6969697,2.7468204,0.11,140.14743399620056,2640,,36.122272,12.659674,,17.357979,0.22712843,10.596628,11.959846,17.386925,178.44363,-6139.1123,-0.06969697,,23.462599
17.386925,0.999998,18.970827910303488,9.583751,377.17786,0.021322735,6.6838374,133,2.8359237,-1.0,1.0,0.11,141.34116101264954,2660,,83.502365,34.77385,,17.182592,2.8359237,10.569074,11.999113,17.386925,377.17786,-11183.8125,-0.1,,48.72852
17.386925,0.999998,19.081176600238532,9.576261,99.06711,0.0055172145,0.9913789,134,6.4561753e-18,-1.0,1.0,0.11,142.5307810306549,2680,,47.477055,34.77385,,17.29475,0.73930675,10.500196,12.038633,17.386925,99.06711,-11100.603,-0.1,,12.703206
17.386925,0.999998,18.96036854545745,9.568825,82.34915,0.005718189,10.927514,135,3.1047912e-19,-0.7777778,1.2655138,0.11,143.70321035385132,2700,,40.83748,27.478048,,17.17429,0.59618473,10.500081,12.076675,17.386925,104.21399,-7188.8823,-0.07777778,,13.35943
17.386925,0.999998,18.968366055544887,9.561445,93.49374,0.008706641,3.4614213,136,0.33568323,-1.0,1.7224474,0.11,144.91715455055237,2720,,40.53054,20.188627,,17.181,0.42505834,10.445675,12.114207,17.386925,161.03804,-10937.195,-0.1,,20.341913
17.386925,0.999998,19.117556773348312,9.554119,256.0378,0.014220867,14.302779,137,1.8673644,-0.8181818,1.0424688,0.11,146.28298020362854,2740,,67.11866,33.35721,,17.330381,1.8673644,10.47383,12.152282,17.386925,266.91144,-7708.7207,-0.081818186,,33.76145
17.386925,0.999998,18.966741902522045,9.546846,90.39301,0.005266973,8.660522,138,7.4641065e-14,-0.8181818,1.1096457,0.11,147.52130150794983,2760,,43.93182,31.337795,,17.179388,0.65124756,10.461671,12.18871,17.386925,100.30422,-7652.981,-0.081818186,,12.594026
17.386925,0.999998,19.107049891624268,9.539626,78.458466,0.0062144664,7.6880093,139,0.39842784,-0.8181818,1.5303601,0.11,148.80157041549683,2780,,37.68616,22.722658,,17.319323,0.39842784,10.438683,12.225621,17.386925,120.06971,-7597.84,-0.081818186,,14.963502
17.386925,0.999998,19.11025051988772,9.532457,80.27503,0.008171322,12.79063,140,6.943848e-13,-1.0,1.9951147,0.11,149.8580870628357,2800,,37.082306,17.429499,,17.322666,0.29827446,10.453629,12.262029,17.386925,160.1579,-10624.808,-0.1,,19.65281
17.386925,0.999998,19.10962302722661,9.52534,78.89156,0.008354014,10.526434,141,0.2880168,-0.8181818,2.105246,0.11,151.2577838897705,2820,,36.921867,16.517714,,17.322262,0.2880168,10.454209,12.297917,17.386925,166.08615,-7489.852,-0.081818186,,20.404154
17.386925,0.999998,18.978396994745527,9.518273,70.23192,0.0077780685,19.097723,142,0.21568324,-1.0,2.2331295,0.11,152.58471941947937,2840,,34.54841,15.571801,,17.190168,0.22974673,10.515424,12.332369,17.386925,156.83698,-10475.07,-0.1,,18.976606
