IWMin,LQGsigma,ReturnStepMax,IWMax,IWMean,ReturnLastEpisode,TimestepsSoFar,IWLastEpisode,DenMISEMeanLog,ReturnMean,ReturnMin,MISE,URet,Iteration,ReturnAbsMax,DenMISELogFirst,Bound,DenMISELogLast,LQGmu1,target_sum_log_mean,ReturnMax,IWFirstEpisode,LQGmu01,TimeElapsed
,0.11,0.99999464,3.992317,0.98044527,16.401836,4540,3.992317,15.2110195,16.01171,,16.107695,18.145528523608224,227,16.854479,18.23548,16.107695,15.76846,-0.1671584,10.885192,16.854479,1.6123533e-05,-0.016872594,86.08393049240112
,0.11,0.99999464,3.841399,0.971156,16.153044,4560,3.023447,15.194912,16.012331,,15.82836,17.886576613599903,228,16.854479,18.231083,15.82836,11.562696,-0.15138903,13.15558,16.854479,0.0028771749,-0.015254992,86.8082926273346
,0.11,0.99999464,3.7231479,0.9678238,16.27359,4580,0.9793087,15.191775,16.013472,,15.789504,17.998163605800798,229,16.854479,18.226719,15.789504,14.508776,-0.15321758,12.948733,16.854479,0.0017001221,-0.015442143,87.54614067077637
,0.11,0.99999464,3.6090872,0.96776336,16.43123,4600,1.7414565,15.200244,16.015287,,15.809755,18.17908245504607,230,16.854479,18.22237,15.809755,17.174553,-0.15570919,12.65908,16.854479,0.0008039598,-0.015697334,88.13122940063477
,0.11,0.99999464,3.6192,0.9641976,15.932197,4620,1.2071416,15.203646,16.014927,,15.806656,17.648054063510486,231,16.854479,18.218035,15.806656,16.021763,-0.16326848,11.59082,16.854479,6.666507e-05,-0.016472796,88.82368779182434
,0.11,0.99999464,24.021639,0.8384531,16.640163,4640,12.1345825,15.193645,16.017622,,13.9366455,18.39510575981695,232,16.854479,18.213715,13.9366455,12.922779,-0.19813475,4.095328,16.854479,1.7657154e-11,-0.020076338,89.66324615478516
,0.11,0.99999464,21.709587,0.83669484,16.661757,4660,8.108985,15.195246,16.020386,,13.905801,18.420630819609563,233,16.854479,18.209414,13.905801,15.74643,-0.19785416,4.2292814,16.854479,2.0464616e-11,-0.020047145,90.40926599502563
,0.11,0.99999464,19.810059,0.8196544,16.636997,4680,3.681583,15.19223,16.023022,,13.620147,18.397803926236442,234,16.854479,18.205132,13.620147,14.669239,-0.19758976,4.3496284,16.854479,2.3516427e-11,-0.020019637,91.15784478187561
,0.11,0.99999464,18.22249,0.80909514,16.632723,4700,4.3231754,15.188819,16.025618,,13.442502,18.39106659390332,235,16.854479,18.200867,13.442502,14.585177,-0.19734053,4.4651065,16.854479,2.6807011e-11,-0.019993715,92.42175126075745
,0.11,0.99999464,16.875372,0.8047315,16.689133,4720,5.0909834,15.186246,16.028427,,13.369351,18.44684897061603,236,16.854479,18.19662,13.369351,14.784644,-0.19710332,4.577866,16.854479,3.036468e-11,-0.019969048,93.70112156867981
,0.11,0.99999464,21.055645,0.87177473,16.636168,4740,21.055645,15.195667,16.030993,,14.482664,18.394107693876105,237,16.854479,18.192392,14.482664,17.62557,-0.19673522,4.7415333,16.854479,3.6740423e-11,-0.019930765,95.23686957359314
,0.11,0.99999464,19.076765,0.8779714,16.561014,4760,8.228793,15.210586,16.03322,,14.581312,18.310966250319034,238,16.854479,18.188183,14.581312,18.888441,-0.19638819,4.8993044,16.854479,4.3960204e-11,-0.019894678,96.53164958953857
,0.11,0.99999464,17.439404,0.87464195,16.730457,4780,5.485888,15.218027,16.036137,,14.52651,18.49232704084653,239,16.854479,18.183989,14.52651,17.124037,-0.19606498,5.040249,16.854479,5.19446e-11,-0.019861082,98.07414126396179
,0.11,0.99999523,16.066942,0.86683375,16.407784,4800,3.9022942,15.22157,16.037685,,14.391447,18.154628043008344,240,16.854479,18.179813,14.391447,16.205322,-0.1957676,5.1679688,16.854479,6.056478e-11,-0.019830165,99.67500257492065
,0.11,0.99999523,14.898231,0.8535459,16.464485,4820,2.0893095,15.219261,16.039455,,14.167604,18.198910117439492,241,16.854479,18.175655,14.167604,14.808849,-0.19548972,5.281124,16.854479,6.99027e-11,-0.019801283,100.89821600914001
,0.11,0.99999523,13.807603,0.89027834,16.756947,4840,13.441677,15.231141,16.042421,,14.783791,18.518790172777738,242,16.854479,18.171515,14.783791,18.249767,-0.19511832,5.438512,16.854479,8.450858e-11,-0.019762686,102.49430704116821
,0.11,0.99999523,12.867058,0.87333447,16.15209,4860,1.0220199,15.231794,16.042871,,14.497934,17.888018320225562,243,16.854479,18.16739,14.497934,15.509691,-0.19477095,5.566302,16.854479,1.00892655e-10,-0.01972659,103.72069430351257
,0.11,0.99999523,12.02599,0.88738954,16.613167,4880,8.061926,15.222199,16.04521,,14.729048,18.372089613400128,244,16.854479,18.163284,14.729048,13.026589,-0.19441244,5.6938534,16.854479,1.2105895e-10,-0.019689344,104.62238883972168
,0.11,0.99999523,11.289402,0.88515115,16.667822,4900,4.0329604,15.238855,16.04775,,14.690581,18.424348734580963,245,16.854479,18.159195,14.690581,19.424734,-0.19407558,5.8379793,16.854479,1.436295e-10,-0.019654352,105.50930738449097
,0.11,0.99999523,10.641885,0.87971324,16.253735,4920,2.9712183,15.248293,16.048588,,14.59391,17.992692412799624,246,16.854479,18.15512,14.59391,17.683384,-0.19376238,5.966602,16.854479,1.6835348e-10,-0.019621816,106.27753472328186
,0.11,0.99999523,10.362939,0.90698427,16.678638,4940,10.362939,15.243215,16.05114,,15.04715,18.43904302114466,247,16.854479,18.151064,15.04715,14.122032,-0.19330195,6.1199846,16.854479,2.1205698e-10,-0.019574,107.02022695541382
,0.11,0.99999523,9.684179,0.9028782,16.404312,4960,3.1553738,15.243422,16.052563,,14.973808,18.139453892785887,248,16.854479,18.147024,14.973808,15.395636,-0.19288959,6.260306,16.854479,2.60659e-10,-0.019531185,107.88081121444702
,0.11,0.9999986,9.093307,0.9014166,16.472952,4980,3.5313766,15.202217,16.054253,,14.945292,18.22353469429838,249,16.854479,18.143,14.945292,5.087908,-0.19250914,6.3506136,16.854479,3.1521877e-10,-0.019491691,108.74412226676941
,0.11,0.9999986,8.574791,0.8989095,16.570427,5000,3.0566545,15.202428,16.056316,,14.90109,18.316747965351997,250,16.854479,18.138992,14.90109,15.360149,-0.19215703,6.4737124,16.854479,3.757479e-10,-0.01945514,109.6119019985199
,0.11,0.9999986,8.079937,0.9131435,16.735374,5020,6.931387,15.199376,16.059021,,15.13881,18.495595770395475,251,16.854479,18.135,15.13881,14.544058,-0.19177188,6.60321,16.854479,4.5489787e-10,-0.019415166,110.4760594367981
,0.11,0.9999986,7.591137,0.9275481,16.775026,5040,6.9128766,15.208352,16.061863,,15.380061,18.540747399383196,252,16.854479,18.131023,15.380061,17.554731,-0.19132788,6.7566705,16.854479,5.662451e-10,-0.019369094,111.3463785648346
,0.11,0.9999986,7.024726,0.943281,16.759653,5060,6.869836,15.204741,16.064621,,15.641358,18.523627573509913,253,16.854479,18.127064,15.641358,14.3734045,-0.19061479,6.956785,16.854479,8.0152746e-10,-0.019295111,112.2274968624115
,0.11,0.9999986,6.5597773,0.950056,16.782185,5080,5.0161047,15.210478,16.067446,,15.753001,18.54376493792201,254,16.854479,18.12312,15.753001,16.724947,-0.18992116,7.1572533,16.854479,1.1216434e-09,-0.019223168,113.05506348609924
,0.11,0.9999986,5.954335,0.96259457,16.784786,5100,5.7236404,15.206669,16.07026,,15.957907,18.549347830438013,255,16.854479,18.11919,15.957907,14.295119,-0.18871151,7.4590826,16.854479,1.9995607e-09,-0.019097755,113.88064479827881
,0.11,0.9999986,4.7376537,0.97178566,16.8856,5120,2.6717424,15.185222,16.073444,,16.082844,18.65317290832157,256,16.8856,18.115276,16.082844,9.759384,-0.18396848,8.471074,16.8856,1.7936747e-08,-0.018606562,114.69821739196777
,0.11,0.9999986,4.304215,0.97681564,16.37853,5140,3.7473063,15.193467,16.07463,,16.147123,18.122549766191348,257,16.8856,18.111376,16.147123,17.33705,-0.181673,8.966624,16.8856,5.0131003e-08,-0.018369159,115.52103519439697
,0.11,0.9999986,4.0839334,0.97995234,16.556202,5160,3.1423469,15.20507,16.076498,,16.18594,18.308076610016194,258,16.8856,18.107492,16.18594,18.214401,-0.17981757,9.362081,16.8856,1.1312937e-07,-0.018177414,116.3424141407013
,0.11,0.9999986,3.9084992,0.9849076,16.496609,5180,3.431076,15.209141,16.078121,,16.254528,18.250287610096905,259,16.8856,18.103624,16.254528,16.283428,-0.17799759,9.730191,16.8856,2.475003e-07,-0.017989459,117.22638463973999
,0.11,0.9999986,3.7824786,0.98061955,16.418573,5200,1.0231531,15.201114,16.079428,,16.170961,18.15832079474748,260,16.8856,18.099771,16.170961,13.141155,-0.17624013,10.057212,16.8856,5.194208e-07,-0.017808078,118.09284257888794
,0.11,0.9999986,3.6663418,0.98478764,16.580734,5220,3.0603588,15.200913,16.08135,,16.227797,18.33680325514097,261,16.8856,18.095932,16.227797,15.171751,-0.17440951,10.396698,16.8856,1.106541e-06,-0.01761927,118.90562009811401
,0.11,0.9999986,3.564238,0.9898401,16.287296,5240,3.2136273,15.190012,16.082136,,16.294006,18.03263294079911,262,16.8856,18.092108,16.294006,12.363123,-0.17231771,10.754554,16.8856,2.5727213e-06,-0.017403675,119.70266032218933
,0.11,0.9999986,3.4765332,0.9949086,16.358704,5260,3.1948192,15.176819,16.083185,,16.356796,18.09706716626112,263,16.8856,18.088299,16.356796,11.733773,-0.1695686,11.193461,16.8856,7.5365515e-06,-0.017120572,120.51363968849182
,0.11,0.9999986,3.4534976,0.99936724,16.165558,5280,3.3425937,15.166514,16.0835,,16.405016,17.901205440312953,264,16.8856,18.084503,16.405016,12.464501,-0.16653456,11.646798,16.8856,2.3602799e-05,-0.016808443,121.27220749855042
,0.11,0.9999986,3.9797306,0.97719425,16.37326,5300,1.980935,15.158907,16.084593,,15.888716,18.11713974657078,265,16.8856,18.080723,15.888716,13.154324,-0.14744458,13.674652,16.8856,0.0098349415,-0.014851628,122.12600374221802
,0.11,0.9999986,3.9776285,0.9786306,16.005106,5320,1.9255258,15.1665,16.084293,,15.93299,17.722070896136554,266,16.8856,18.076994,15.93299,17.203865,-0.1499104,13.508303,16.8856,0.0050828205,-0.015103729,122.93017053604126
,0.11,0.9999986,3.875702,0.98157924,15.97334,5340,2.2696419,15.185314,16.083878,,16.000944,17.690124793001278,267,16.8856,18.073261,16.000944,20.214386,-0.15245193,13.3241,16.8856,0.0024808333,-0.015363766,123.71490526199341
,0.11,0.9999986,3.6732538,0.9803893,16.183607,5360,1.2661176,15.182978,16.08425,,16.003807,17.91451847552659,268,16.8856,18.069532,16.003807,14.579273,-0.15510108,13.082103,16.8856,0.0011293944,-0.015635034,124.38730812072754
,0.11,0.9999986,3.5405438,0.9848684,16.429186,5380,3.0851853,15.198529,16.085533,,16.09443,18.175561076981236,269,16.8856,18.065811,16.09443,19.388409,-0.15706427,12.909294,16.8856,0.00061517354,-0.015836203,125.04777765274048
,0.11,0.9999986,3.4487681,0.9886902,16.322788,5400,2.582488,15.211809,16.08641,,16.180613,18.058050850809664,270,16.8856,18.062103,16.180613,18.802418,-0.16006847,12.601554,16.8856,0.00023257325,-0.016144292,125.81408500671387
,0.11,0.9999986,3.3208065,0.9862351,16.17141,5420,3.1691015,15.225379,16.086727,,16.207533,17.89863351926923,271,16.8856,18.058407,16.207533,18.902733,-0.16953991,11.36898,16.8856,7.8508365e-06,-0.017117621,126.57851314544678
,0.11,0.9999986,3.28914,0.99208283,16.240845,5440,3.1981206,15.204238,16.087292,,16.287094,17.970539373856145,272,16.8856,18.054724,16.287094,9.491572,-0.16754435,11.657035,16.8856,1.6737833e-05,-0.01691229,127.44308876991272
,0.11,0.9999986,3.3806665,0.9802153,16.655598,5460,2.914795,15.208114,16.089373,,16.13271,18.418205996947307,273,16.8856,18.051054,16.13271,16.272749,-0.17294046,10.863154,16.8856,2.092182e-06,-0.017467843,128.2494134902954
,0.11,0.9999986,3.3042688,0.9857792,16.59905,5480,2.9189925,15.208393,16.091234,,16.214273,18.35700441318434,274,16.8856,18.047398,16.214273,15.307384,-0.17133895,11.13419,16.8856,3.9561965e-06,-0.017302852,129.17036080360413
,0.11,0.9999986,3.213646,0.9828445,16.01356,5500,0.8316375,15.212742,16.090952,,16.151941,17.725080375877628,275,16.8856,18.043755,16.151941,16.421509,-0.16956978,11.418675,16.8856,7.876297e-06,-0.017120693,129.96847295761108
,0.11,0.9999986,3.2875564,0.97810405,16.591164,5520,3.017237,15.21538,16.092762,,16.096817,18.3472539407589,276,16.8856,18.040125,16.096817,15.960211,-0.17250378,10.992731,16.8856,2.5170843e-06,-0.017422847,130.78603267669678
,0.11,0.9999986,3.1967697,0.9836009,16.548798,5540,2.933795,15.203146,16.09441,,16.174843,18.30541637700357,277,16.8856,18.036509,16.174843,11.851853,-0.17066349,11.281854,16.8856,5.2044797e-06,-0.017233294,131.6072359085083
,0.11,0.9999986,3.1438937,0.98613954,16.217382,5560,2.3290155,15.220148,16.094852,,16.200617,17.944358473292343,278,16.8856,18.032906,16.200617,19.94829,-0.16873857,11.597839,16.8856,1.09252105e-05,-0.01703515,132.5711817741394
,0.11,0.9999986,3.1516986,0.99226123,16.581379,5580,2.8267734,15.205397,16.096596,,16.275803,18.33720823419027,279,16.8856,18.029314,16.275803,11.121104,-0.16513653,12.091759,16.8856,4.146978e-05,-0.016664725,133.48522639274597
,0.11,0.9999986,3.1375976,0.9890333,16.681774,5600,1.3594539,15.195559,16.098686,,16.22112,18.44598752899744,280,16.8856,18.025736,16.22112,12.460566,-0.16472632,12.1471195,16.8856,4.8220798e-05,-0.016622568,134.41622614860535
,0.11,0.9999986,3.0835497,0.9910743,16.244352,5620,3.0118494,15.202256,16.099207,,16.26121,17.980243848188056,281,16.8856,18.022171,16.26121,17.091331,-0.16581511,12.027617,16.8856,3.2674343e-05,-0.016734475,135.30577754974365
,0.11,0.9999986,3.0531352,0.98745185,16.542875,5640,1.9629397,15.20135,16.100779,,16.223116,18.29709035990718,282,16.8856,18.01862,16.223116,14.9576645,-0.16855922,11.668062,16.8856,1.1859895e-05,-0.017016696,136.01064229011536
,0.11,0.9999986,3.849783,0.9642927,16.561869,5660,3.7716937,15.179449,16.102407,,15.933787,18.31104340153759,283,16.8856,18.01508,15.933787,9.018225,-0.18128693,9.617281,16.8856,6.541721e-08,-0.01832925,136.82186579704285
,0.11,0.9999986,3.495206,0.9704543,16.599073,5680,2.64122,15.172896,16.104155,,16.017794,18.355890683690827,284,16.8856,18.011553,16.017794,13.357314,-0.17868827,10.092022,16.8856,2.0228514e-07,-0.018060772,137.79010677337646
,0.11,0.9999986,4.2689195,0.9757041,16.472094,5700,0.032904103,15.153173,16.105448,,15.8043585,18.22633110943782,285,16.8856,18.008038,15.8043585,9.584147,-0.1424881,14.009327,16.8856,0.03602213,-0.01434545,138.6224217414856
,0.11,0.9999986,4.31828,0.9803436,16.59204,5720,2.1363015,15.146681,16.10715,,15.86357,18.342981845300844,286,16.8856,18.004662,15.86357,13.322928,-0.14070569,14.07391,16.8856,0.054163262,-0.014163597,139.47834372520447
,0.11,0.9999986,4.2994437,0.986131,16.296858,5740,2.448516,15.143677,16.10781,,15.939763,18.032444141604035,287,16.8856,18.00136,15.939763,14.3065195,-0.13904047,14.125712,16.8856,0.077911906,-0.013993785,140.31623888015747
,0.11,0.9999986,4.2247252,0.99189925,16.299585,5760,2.4393702,15.140208,16.108477,,16.015945,18.033808535131847,288,16.8856,17.998154,16.015945,14.160563,-0.1374515,14.163504,16.8856,0.10847503,-0.013831827,141.18078517913818
,0.11,0.9999986,4.1267767,0.9973128,15.804752,5780,2.6949322,15.145227,16.107426,,16.086615,17.508550293363214,289,16.8856,17.995064,16.086615,16.600424,-0.13630314,14.19353,16.8856,0.13654327,-0.013714817,142.1700313091278
,0.11,0.9999986,4.010795,1.0048438,16.332558,5800,3.142179,15.155627,16.1082,,16.197186,18.07054642027968,290,16.8856,17.99208,16.197186,18.166597,-0.13522075,14.223298,16.8856,0.16834141,-0.013604567,143.02281045913696
,0.11,0.9999986,3.8727167,1.0059714,16.376207,5820,1.1864562,15.1591835,16.109121,,16.202568,18.110947140513527,291,16.8856,17.98922,16.202568,16.187311,-0.13409886,14.237872,16.8856,0.20745404,-0.013490326,143.8623993396759
,0.11,0.9999986,3.7172122,1.0140227,16.067453,5840,3.1860046,15.148782,16.108978,,16.31768,17.793116762670753,292,16.8856,17.986502,16.31768,12.118249,-0.13297735,14.2361145,16.8856,0.25355387,-0.01337616,144.73020362854004
,0.11,0.9999986,3.5350275,1.0212804,16.201107,5860,2.8562975,15.154034,16.109293,,16.420063,17.91830627248201,293,16.8856,17.983952,16.420063,16.674767,-0.13176502,14.243504,16.8856,0.31200033,-0.013252785,145.55577683448792
,0.11,0.9999986,3.3214338,1.0258756,16.39253,5880,2.0116198,15.170901,16.110256,,16.478851,18.1301930881138,294,16.8856,17.981607,16.478851,20.094223,-0.1304361,14.253365,16.8856,0.3872183,-0.013117596,146.37889790534973
,0.11,0.9999986,3.1869135,1.0243373,16.032152,5900,0.4245815,15.177981,16.109993,,16.438738,17.742112655528178,295,16.8856,17.979528,16.438738,17.234945,-0.1292781,14.243303,16.8856,0.46305084,-0.012999829,147.38307285308838
,0.11,0.9999986,3.0794356,1.0275116,16.377243,5920,1.5221634,15.176767,16.110895,,16.474339,18.118251421957424,296,16.8856,17.977713,16.474339,14.796549,-0.12800127,14.221393,16.8856,0.55799544,-0.012870019,148.2536289691925
,0.11,0.9999986,2.9396315,1.0299805,16.374954,5940,1.2332735,15.177198,16.111786,,16.496183,18.120948452120256,297,16.8856,17.976223,16.496183,15.278528,-0.12658422,14.189039,16.8856,0.6773492,-0.012726004,149.1357238292694
,0.11,0.9999986,2.7606516,1.0308436,16.1777,5960,0.68215734,15.171161,16.112007,,16.488745,17.911949814515186,298,16.8856,17.97514,16.488745,13.349494,-0.12499615,14.1330385,16.8856,0.82791984,-0.012564668,149.99090123176575
,0.11,0.9999986,2.6481814,1.0331439,15.916881,5980,1.3664391,15.173252,16.111353,,16.505934,17.627642292866092,299,16.8856,17.974566,16.505934,15.766518,-0.12357853,14.083338,16.8856,0.9759244,-0.0124207055,150.91114139556885
,0.11,0.9999986,2.5393147,1.0328135,15.874868,6000,0.526541,15.180606,16.110563,,16.481674,17.5763783745658,300,16.8856,17.974483,16.481674,17.347307,-0.12217798,14.028169,16.8856,1.132308,-0.012278524,151.83985829353333
,0.11,0.9999986,2.4207838,1.0396428,16.045246,6020,2.3108315,15.175371,16.110346,,16.565699,17.759717234398888,301,16.8856,17.974924,16.565699,13.5736265,-0.12023279,13.927163,16.8856,1.3605461,-0.012081135,152.89328980445862
,0.11,0.9999986,2.5116034,1.0369964,16.078697,6040,2.349477,15.187259,16.11024,,16.549515,17.796753567339255,302,16.8856,17.976116,16.549515,18.727678,-0.12213188,14.04578,16.8856,1.135745,-0.012273844,153.83112621307373
,0.11,0.9999986,2.372832,1.0425694,15.681582,6060,2.084155,15.190586,16.108828,,16.605614,17.368298286255424,303,16.8856,17.976564,16.605614,16.159546,-0.11977259,13.928637,16.8856,1.413382,-0.012034449,154.78357887268066
,0.11,0.9999986,2.3587692,1.0391212,16.548086,6080,0.7040255,15.19477,16.110273,,16.551397,18.294122458595073,304,16.8856,17.977924,16.551397,16.421286,-0.11971311,13.932176,16.8856,1.4185783,-0.012028414,155.71132397651672
,0.11,0.9999986,3.2221742,1.0200462,15.730152,6100,3.2221742,15.1904745,16.109026,,16.379002,17.423307966904428,305,16.8856,17.979296,16.379002,13.846919,-0.12978522,14.302941,16.8856,0.42912036,-0.013051398,156.61740350723267
,0.11,0.9999986,2.9784641,1.0270635,16.300005,6120,2.4278286,15.195092,16.10965,,16.461391,18.043426548969194,306,16.8856,17.977428,16.461391,16.584772,-0.12737657,14.266538,16.8856,0.608547,-0.012806523,157.60074186325073
,0.11,0.9999986,2.7165973,1.0261528,15.150826,6140,0.13440458,15.182079,16.106527,,16.418608,16.80130811216661,307,16.8856,17.976152,16.418608,11.174705,-0.12531391,14.189594,16.8856,0.79576695,-0.012596947,158.5984025001526
,0.11,0.9999986,2.4477196,1.0304675,16.111698,6160,1.0152519,15.187373,16.106544,,16.446854,17.82323882804676,308,16.8856,17.975489,16.446854,16.78733,-0.12226141,14.076423,16.8856,1.1216228,-0.012286992,159.69213962554932
,0.11,0.9999986,2.3493314,1.033021,16.107647,6180,1.7707708,15.192448,16.106548,,16.465662,17.814496659200326,309,16.8856,17.975882,16.465662,16.726255,-0.120545834,13.999593,16.8856,1.3218896,-0.012112895,160.6033136844635
,0.11,0.9999986,2.2571697,1.0321234,16.205938,6200,0.9419303,15.193813,16.106869,,16.432749,17.94000534953128,310,16.8856,17.97692,16.432749,15.583261,-0.11904988,13.917855,16.8856,1.4994236,-0.011961143,161.49408531188965
,0.11,0.9999986,2.5002086,1.0257276,15.775534,6220,1.4050925,15.190549,16.105803,,16.38974,17.489368793938116,311,16.8856,17.978525,16.38974,14.148664,-0.12356614,14.150717,16.8856,0.97340167,-0.012419449,162.48446917533875
,0.11,0.9999986,2.3290267,1.0313898,15.3881855,6240,1.9954247,15.197835,16.103502,,16.439116,17.06321550457781,312,16.8856,17.97844,16.439116,17.4387,-0.12076787,14.032216,16.8856,1.2921772,-0.012135423,163.4030921459198
,0.11,0.9999986,2.3502636,1.0303316,15.9453335,6260,1.828257,15.201307,16.102997,,16.433414,17.65971218419896,313,16.8856,17.979372,16.433414,16.25467,-0.12160654,14.084109,16.8856,1.192598,-0.012220527,164.290429353714
,0.11,0.9999986,9.977708e-05,3.2075386e-07,16.041353,6280,,15.202197,16.1028,,5.415745e-06,17.760153547290194,314,16.8856,17.979986,5.415745e-06,15.451107,-0.41787183,-79.79373,16.8856,,-0.04448171,165.17091488838196
,0.11,0.9999986,315.86255,1.0027386,16.635155,6300,315.86255,15.145981,16.104492,,16.680712,18.402886185204313,315,16.8856,17.976807,16.680712,-1.507219,-0.4177217,-79.45799,16.8856,,-0.044463553,166.05025935173035
,0.11,0.9999986,167.16922,1.0038084,17.167643,6320,150.03406,15.1286,16.107857,,16.951326,18.94741905588454,316,17.167643,17.973637,16.951326,9.957534,-0.41490123,-77.86857,17.167643,,-0.044123046,167.1680040359497
,0.11,0.9999986,105.88378,0.9999924,17.055513,6340,105.63677,15.127123,16.110844,,16.952286,18.834529612272277,317,17.167643,17.970476,16.952286,14.84578,-0.41671947,-78.39055,17.167643,,-0.04434245,168.31346249580383
,0.11,0.9999986,108.51637,0.90635335,17.157265,6360,63.294506,15.113653,16.114136,,15.466913,18.938150930903234,318,17.167643,17.967327,15.466913,10.979,-0.44742206,-92.108,17.167643,,-0.048110075,169.2095980644226
,0.11,0.9999986,81.07814,0.8203364,16.951874,6380,29.857632,15.090866,16.116762,,13.981966,18.725386796200137,319,17.167643,17.964188,13.981966,8.034143,-0.4470863,-91.630226,17.167643,,-0.0480682,170.11574339866638
,0.11,0.9999986,64.78505,0.8508805,17.237288,6400,49.50992,15.076947,16.120264,,14.5276,19.018828606426485,320,17.237288,17.961058,14.5276,10.882259,-0.44677293,-91.15515,17.237288,,-0.048029136,171.0513951778412
,0.11,0.9999986,53.992588,0.8702539,17.105083,6420,41.389736,15.068702,16.123331,,14.859063,18.883267822839404,321,17.237288,17.957937,14.859063,12.636653,-0.4464797,-90.68722,17.237288,,-0.047992583,172.04947137832642
,0.11,0.9999986,55.664173,0.94828236,17.199268,6440,55.664173,15.061701,16.126673,,16.210165,18.9797177456498,322,17.237288,17.954826,16.210165,12.994955,-0.44589612,-90.08889,17.237288,,-0.04791988,173.25868439674377
,0.11,0.9999986,46.232765,0.98684293,16.968624,6460,44.470264,15.044116,16.12928,,16.847696,18.744586653652004,323,17.237288,17.951727,16.847696,9.486731,-0.44463044,-89.198616,17.237288,,-0.047762383,174.4260551929474
,0.11,0.9999986,39.815018,0.9811669,17.040226,6480,30.190231,15.045431,16.132092,,16.745565,18.81757309313777,324,17.237288,17.948635,16.745565,15.53406,-0.4438359,-88.508064,17.237288,,-0.047663618,175.8056719303131
,0.11,0.9999986,34.943447,0.9871721,17.134909,6500,30.212883,15.02061,16.135178,,16.85255,18.91287970931408,325,17.237288,17.945553,16.85255,7.042011,-0.4430973,-87.87292,17.237288,,-0.04757188,176.7631974220276
,0.11,0.9999986,30.782274,1.0008407,17.081955,6520,29.95126,15.022335,16.13808,,17.084913,18.859853050170194,326,17.237288,17.942482,17.084913,15.637046,-0.44195914,-87.03713,17.237288,,-0.047430668,177.7877013683319
,0.11,0.9999986,26.742064,1.0089508,16.919607,6540,26.37529,15.015553,16.14047,,17.208353,18.695184738627542,327,17.237288,17.939419,17.208353,12.842166,-0.43972853,-85.72979,17.237288,,-0.047154427,178.68311023712158
,0.11,0.9999986,24.808525,1.0115825,17.06839,6560,24.78925,15.005475,16.143301,,17.253902,18.846375378034136,328,17.237288,17.936365,17.253902,11.736976,-0.43976653,-85.43968,17.237288,,-0.047159124,179.60015106201172
,0.11,0.9999986,22.718063,1.0118568,17.052975,6580,22.459494,14.996126,16.146067,,17.255768,18.829652210196308,329,17.237288,17.933321,17.255768,11.951525,-0.43693396,-83.883095,17.237288,,-0.046809264,180.6939046382904
,0.11,0.9999986,21.533146,1.01084,16.931084,6600,20.51054,15.001965,16.148443,,17.229788,18.705503199178164,330,17.237288,17.930286,17.229788,16.942003,-0.4358061,-83.07192,17.237288,,-0.04667025,181.9230465888977
,0.11,0.9999986,20.509993,1.0143402,16.980146,6620,20.194479,15.003432,16.150957,,17.28435,18.756626036465978,331,17.237288,17.92726,17.28435,15.505955,-0.43471467,-82.28604,17.237288,,-0.046535898,183.15953588485718
,0.11,0.9999986,19.569576,1.0181766,17.041346,6640,19.434551,14.989223,16.153639,,17.348824,18.81873031915471,332,17.237288,17.924244,17.348824,10.299156,-0.43369937,-81.554085,17.237288,,-0.046411045,184.23804259300232
,0.11,0.9999986,19.621828,1.0165703,17.09027,6660,16.046944,14.9806795,16.156452,,17.32218,18.868680593624454,333,17.237288,17.921236,17.32218,12.152818,-0.43181366,-80.442154,17.237288,,-0.046179518,185.1790735721588
,0.11,0.9999986,20.143124,1.0128078,17.159374,6680,15.012172,14.971547,16.159454,,17.260862,18.938081930446558,334,17.237288,17.918238,17.260862,11.938611,-0.4290848,-78.972084,17.237288,,-0.04584528,186.10730910301208
,0.11,0.9999986,19.948587,1.0047755,17.085873,6700,13.878112,14.968537,16.16222,,17.124336,18.86368294560581,335,17.237288,17.915249,17.124336,13.973512,-0.42748287,-77.993484,17.237288,,-0.04564951,187.08345293998718
,0.11,0.9999986,18.094378,0.9980773,17.12556,6720,12.975248,14.963986,16.165087,,17.01533,18.904300471756486,336,17.237288,17.912268,17.01533,13.457666,-0.42897525,-78.35754,17.237288,,-0.045831878,188.068274974823
,0.11,0.9999986,16.686117,0.99459034,17.105814,6740,12.952847,14.957515,16.16788,,16.959517,18.883528278259575,337,17.237288,17.909296,16.959517,12.805207,-0.4300584,-78.545425,17.237288,,-0.045964416,189.2024486064911
,0.11,0.9999986,15.092488,1.0024953,17.045235,6760,15.092488,14.961145,16.170473,,17.096249,18.822222729462066,338,17.237288,17.906332,17.096249,16.210085,-0.43203592,-79.10557,17.237288,,-0.046206784,190.15710592269897
,0.11,0.9999986,13.96301,1.0055673,17.142519,6780,13.85826,14.957413,16.173342,,17.154404,18.921057357814536,339,17.237288,17.903378,17.154404,13.711412,-0.43417177,-79.738365,17.237288,,-0.04646912,191.15348958969116
,0.11,0.9999986,13.608076,1.0059072,16.912584,6800,12.461645,14.954984,16.175516,,17.157198,18.687159854136997,340,17.237288,17.900433,17.157198,14.144527,-0.43686083,-80.60335,17.237288,,-0.046800245,192.1219871044159
