IWMean,target_sum_log_mean,IWMax,IWMin,ReturnLastEpisode,Iteration,IWFirstEpisode,IWLastEpisode,DenMISEMeanLog,TimestepsSoFar,MISE,SqrtESSClassic,DenMISELogFirst,ReturnMax,DenMISELogLast,ReturnMin,ReturnMean,TimeElapsed,Bound,LQGmu01,ReturnStepMax,IWNorm2,URet,IWNorm1,LQGmu1,ReturnAbsMax,LQGsigma,ExplorationBonus
,-195.6043,,,3.2225537,11,,,-11.608105,220,,3.3166249,-11.608235,16.711102,-11.608235,,6.9676266,1.4928522109985352,0.506397,-0.8310199,0.999975,3.3166248e-10,3.5579001838654567,1.1e-09,-8.310199,16.711102,6088.3438,0.506397
,-196.0191,,,4.1727314,12,,,-11.695127,240,,3.4641013,-11.695247,16.711102,-11.695247,,6.7347183,1.5377461910247803,0.48483825,-0.8310199,0.999975,3.4641018e-10,4.6170687337451035,1.2e-09,-8.310199,16.711102,6088.3438,0.48483825
,-196.55661,,,2.903204,13,,,-11.775179,260,,3.6055512,-11.77529,16.711102,-11.77529,,6.439986,1.5849146842956543,0.4658175,-0.8310199,0.999975,3.6055514e-10,3.2267941838563323,1.3e-09,-8.310199,16.711102,6088.3438,0.4658175
,-197.19249,,,3.682166,14,,,-11.849296,280,,3.7416573,-11.849398,16.711102,-11.849398,,6.242999,1.638413906097412,0.44887298,-0.8310199,0.999975,3.7416575e-10,4.0752034448676255,1.4e-09,-8.310199,16.711102,6088.3438,0.44887298
,-197.42229,,,3.2312665,15,,,-11.918294,300,,3.8729835,-11.91839,16.711102,-11.91839,,6.042217,1.6935503482818604,0.4336525,-0.8310199,0.999975,3.8729833e-10,3.538965863107813,1.5e-09,-8.310199,16.711102,6088.3438,0.4336525
,-197.68411,,,2.7412257,16,,,-11.98284,320,,4.0,-11.982929,16.711102,-11.982929,,5.835905,1.7446720600128174,0.4198822,-0.8310199,0.999975,4e-10,3.018852122288694,1.6e-09,-8.310199,16.711102,6088.3438,0.4198822
,-197.81227,,,2.3691716,17,,,-12.043468,340,,4.1231055,-12.043553,16.711102,-12.043553,,5.6319795,1.8009042739868164,0.4073456,-0.8310199,0.999975,4.1231057e-10,2.61780231747647,1.6999999e-09,-8.310199,16.711102,6088.3438,0.4073456
,-198.25284,,,3.2187562,18,,,-12.100632,360,,4.2426405,-12.100712,16.711102,-12.100712,,5.4979115,1.8604233264923096,0.39586875,-0.8310199,0.999975,4.2426407e-10,3.572711272386486,1.7999999e-09,-8.310199,16.711102,6088.3438,0.39586875
,-198.49493,,,3.258872,19,,,-12.154703,380,,4.3588986,-12.154779,16.711102,-12.154779,,5.3800673,1.9286725521087646,0.38531038,-0.8310199,0.999975,4.358899e-10,3.5927735409395853,1.9e-09,-8.310199,16.711102,6088.3438,0.38531038
,-198.74127,,,3.3347554,20,,,-12.206001,400,,4.4721355,-12.206073,16.711102,-12.206073,,5.2778015,1.98960280418396,0.37555408,-0.8310199,0.999975,4.4721363e-10,3.6498412327837304,2e-09,-8.310199,16.711102,6088.3438,0.37555408
,-198.86821,,,2.7989995,21,,,-12.254794,420,,4.582576,-12.254863,16.711102,-12.254863,,5.1597633,2.1004998683929443,0.36650324,-0.8310199,0.999975,4.5825757e-10,3.0526085950036213,2.1e-09,-8.310199,16.711102,6088.3438,0.36650324
,-199.31772,,,2.7532372,22,,,-12.301318,440,,4.6904154,-12.301383,16.711102,-12.301383,,5.050376,2.183593988418579,0.3580768,-0.8310199,0.999975,4.690416e-10,3.0962070907367294,2.2e-09,-8.310199,16.711102,6088.3438,0.3580768
,-199.38991,,,3.1800327,23,,,-12.345772,460,,4.7958317,-12.345835,16.711102,-12.345835,,4.9690566,2.2640223503112793,0.350206,-0.8310199,0.999975,4.7958315e-10,3.52521709874586,2.3e-09,-8.310199,16.711102,6088.3438,0.350206
,-199.54283,,,2.7506282,24,,,-12.388335,480,,4.898979,-12.388394,16.711102,-12.388394,,4.8766217,2.354383945465088,0.34283242,-0.8310199,0.999975,4.8989796e-10,2.997659547234013,2.4e-09,-8.310199,16.711102,6088.3438,0.34283242
,-199.60289,,,2.3879993,25,,,-12.42916,500,,4.9999995,-12.429216,16.711102,-12.429216,,4.777077,2.4411206245422363,0.3359058,-0.8310199,0.999975,5.0000004e-10,2.6080478072812148,2.5e-09,-8.310199,16.711102,6088.3438,0.3359058
,-199.63222,,,3.7350671,26,,,-12.468382,520,,5.0990195,-12.468437,16.711102,-12.468437,,4.737,2.5240886211395264,0.3293827,-0.8310199,0.999975,5.0990195e-10,4.157532113238988,2.6e-09,-8.310199,16.711102,6088.3438,0.3293827
,-199.6636,,,3.432667,27,,,-12.506124,540,,5.1961527,-12.506177,16.711102,-12.506177,,4.688691,2.6075279712677,0.32322547,-0.8310199,0.999975,5.1961524e-10,3.6998044961620273,2.7e-09,-8.310199,16.711102,6088.3438,0.32322547
,-199.73396,,,2.83945,28,,,-12.542494,560,,5.2915025,-12.542545,16.711102,-12.542545,,4.622647,2.6938743591308594,0.31740114,-0.8310199,0.999975,5.291503e-10,3.1330147772611325,2.8e-09,-8.310199,16.711102,6088.3438,0.31740114
,-199.78305,,,2.7861788,29,,,-12.577587,580,,5.3851647,-12.577637,16.711102,-12.577637,,4.5593204,2.7804760932922363,0.3118807,-0.8310199,0.999975,5.385165e-10,3.0667718724633075,2.9e-09,-8.310199,16.711102,6088.3438,0.3118807
,-199.86275,,,3.2134912,30,,,-12.61149,600,,5.477226,-12.611538,16.711102,-12.611538,,4.514459,2.870739221572876,0.3066386,-0.8310199,0.999975,5.4772253e-10,3.568000284155658,3e-09,-8.310199,16.711102,6088.3438,0.3066386
,-200.15567,,,3.335139,31,,,-12.644281,620,,5.5677643,-12.644327,16.711102,-12.644327,,4.4764166,2.9852964878082275,0.30165228,-0.8310199,0.999975,5.5677646e-10,3.6235970316187833,3.1e-09,-8.310199,16.711102,6088.3438,0.30165228
,-200.10922,,,2.3044837,32,,,-12.676031,640,,5.656854,-12.676076,16.711102,-12.676076,,4.408544,3.1252684593200684,0.29690158,-0.8310199,0.999975,5.6568544e-10,2.555203046506241,3.2e-09,-8.310199,16.711102,6088.3438,0.29690158
,-200.12189,,,2.7341957,33,,,-12.706804,660,,5.7445617,-12.706848,16.711102,-12.706848,,4.357806,3.2476401329040527,0.29236847,-0.8310199,0.999975,5.744563e-10,3.029904628419067,3.2999998e-09,-8.310199,16.711102,6088.3438,0.29236847
,-200.21199,,,4.2656684,34,,,-12.736658,680,,5.830951,-12.736701,16.711102,-12.736701,,4.3550963,3.366943597793579,0.28803688,-0.8310199,0.999975,5.8309524e-10,4.733713395832877,3.3999998e-09,-8.310199,16.711102,6088.3438,0.28803688
,-200.31085,,,2.874997,35,,,-12.765648,700,,5.9160795,-12.765689,16.711102,-12.765689,,4.3128076,3.504708766937256,0.2838922,-0.8310199,0.999975,5.91608e-10,3.129284043286068,3.4999998e-09,-8.310199,16.711102,6088.3438,0.2838922
,-200.37364,,,3.1912959,36,,,-12.793819,720,,6.0,-12.7938595,16.711102,-12.7938595,,4.2816544,3.6352572441101074,0.27992147,-0.8310199,0.999975,6e-10,3.552505102183693,3.5999999e-09,-8.310199,16.711102,6088.3438,0.27992147
,-200.53394,,,2.8878226,37,,,-12.821219,740,,6.0827622,-12.821259,16.711102,-12.821259,,4.2439833,3.7559924125671387,0.27611285,-0.8310199,0.999975,6.0827626e-10,3.147539777266527,3.6999999e-09,-8.310199,16.711102,6088.3438,0.27611285
,-200.68315,,,2.7602992,38,,,-12.847888,760,,6.164414,-12.847926,16.711102,-12.847926,,4.2049394,3.9119555950164795,0.27245557,-0.8310199,0.999975,6.164414e-10,3.027722385899117,3.8e-09,-8.310199,16.711102,6088.3438,0.27245557
,-200.58572,,,2.8133993,39,,,-12.873865,780,,6.244998,-12.873902,16.711102,-12.873902,,4.1692586,4.050090551376343,0.26893985,-0.8310199,0.999975,6.244998e-10,3.1119390059301457,3.9e-09,-8.310199,16.711102,6088.3438,0.26893985
,-200.55147,,,2.7655694,40,,,-12.899182,800,,6.324555,-12.8992195,16.711102,-12.8992195,,4.1341667,4.162559747695923,0.26555684,-0.8310199,0.999975,6.3245553e-10,3.0332330329723205,4e-09,-8.310199,16.711102,6088.3438,0.26555684
,-200.72528,,,2.2887201,41,,,-12.923876,820,,6.4031234,-12.923912,16.711102,-12.923912,,4.0891557,4.281200408935547,0.26229838,-0.8310199,0.999975,6.4031247e-10,2.52723578479662,4.1e-09,-8.310199,16.711102,6088.3438,0.26229838
,-200.67578,,,2.7509277,42,,,-12.947976,840,,6.48074,-12.94801,16.711102,-12.94801,,4.057293,4.402695417404175,0.25915697,-0.8310199,0.999975,6.480741e-10,3.059305554217187,4.2e-09,-8.310199,16.711102,6088.3438,0.25915697
,-200.62318,,,2.2954261,43,,,-12.971506,860,,6.5574384,-12.97154,16.711102,-12.97154,,4.0163193,4.548269987106323,0.25612575,-0.8310199,0.999975,6.5574385e-10,2.5359900436755405,4.3e-09,-8.310199,16.711102,6088.3438,0.25612575
,-200.63246,,,3.173387,44,,,-12.994495,880,,6.6332498,-12.99453,16.711102,-12.99453,,3.9971619,4.679423093795776,0.2531985,-0.8310199,0.999975,6.6332495e-10,3.503208086655943,4.4e-09,-8.310199,16.711102,6088.3438,0.2531985
,-200.73262,,,3.2115011,45,,,-13.016972,900,,6.708204,-13.017003,16.711102,-13.017003,,3.9797027,4.809504508972168,0.25036937,-0.8310199,0.999975,6.708204e-10,3.551229838239896,4.5e-09,-8.310199,16.711102,6088.3438,0.25036937
,-200.75615,,,4.1654315,46,,,-13.03895,920,,6.78233,-13.038981,16.711102,-13.038981,,3.98374,4.938514232635498,0.24763303,-0.8310199,0.999975,6.7823297e-10,4.599861899553902,4.6e-09,-8.310199,16.711102,6088.3438,0.24763303
,-200.72696,,,2.3389072,47,,,-13.060456,940,,6.8556547,-13.060488,16.711102,-13.060488,,3.9487438,5.074544191360474,0.24498446,-0.8310199,0.999975,6.8556544e-10,2.630057480037249,4.7e-09,-8.310199,16.711102,6088.3438,0.24498446
,-200.70056,,,2.263076,48,,,-13.0815115,960,,6.9282026,-13.081541,16.711102,-13.081541,,3.9136257,5.237710952758789,0.24241912,-0.8310199,0.999975,6.9282036e-10,2.5040020310982,4.8e-09,-8.310199,16.711102,6088.3438,0.24241912
,-200.6567,,,3.1689441,49,,,-13.102131,980,,6.9999995,-13.10216,16.711102,-13.10216,,3.898428,5.407790660858154,0.23993272,-0.8310199,0.999975,7.0000006e-10,3.498596267756111,4.9e-09,-8.310199,16.711102,6088.3438,0.23993272
,-200.76703,,,2.2933042,50,,,-13.122334,1000,,7.0710673,-13.122363,16.711102,-13.122363,,3.8663254,5.539783239364624,0.23752128,-0.8310199,0.999975,7.071068e-10,2.5990346637074513,5e-09,-8.310199,16.711102,6088.3438,0.23752128
,-200.87703,,,2.3269415,51,,,-13.142138,1020,,7.1414275,-13.142166,16.711102,-13.142166,,3.8361416,5.671161890029907,0.23518111,-0.8310199,0.999975,7.141429e-10,2.5790449966629843,5.1e-09,-8.310199,16.711102,6088.3438,0.23518111
,-200.95204,,,3.2071137,52,,,-13.161555,1040,,7.2111025,-13.161584,16.711102,-13.161584,,3.824045,5.80044960975647,0.23290876,-0.8310199,0.999975,7.211103e-10,3.5569627133909894,5.2e-09,-8.310199,16.711102,6088.3438,0.23290876
,-200.99318,,,3.2619953,53,,,-13.180607,1060,,7.2801094,-13.180633,16.711102,-13.180633,,3.8134403,5.930782318115234,0.23070106,-0.8310199,0.999975,7.2801104e-10,3.60837260409725,5.3e-09,-8.310199,16.711102,6088.3438,0.23070106
,-201.03955,,,3.5990822,54,,,-13.199298,1080,,7.348469,-13.199325,16.711102,-13.199325,,3.8094707,6.06191611289978,0.22855495,-0.8310199,0.999975,7.3484696e-10,3.998439929892215,5.4e-09,-8.310199,16.711102,6088.3438,0.22855495
,-201.07925,,,2.8866038,55,,,-13.217647,1100,,7.4161983,-13.217673,16.711102,-13.217673,,3.792691,6.196109771728516,0.22646762,-0.8310199,0.999975,7.416199e-10,3.144406823312205,5.5e-09,-8.310199,16.711102,6088.3438,0.22646762
,-201.12558,,,3.7715826,56,,,-13.235666,1120,,7.4833145,-13.235692,16.711102,-13.235692,,3.7923143,6.330899000167847,0.22443649,-0.8310199,0.999975,7.483315e-10,4.176853536946501,5.6e-09,-8.310199,16.711102,6088.3438,0.22443649
,-201.11557,,,2.7309663,57,,,-13.253365,1140,,7.5498343,-13.253391,16.711102,-13.253391,,3.773694,6.483182907104492,0.22245903,-0.8310199,0.999975,7.5498346e-10,3.0363072021163116,5.7e-09,-8.310199,16.711102,6088.3438,0.22245903
,-201.09428,,,3.172768,58,,,-13.270759,1160,,7.615773,-13.270783,16.711102,-13.270783,,3.7633336,6.632590293884277,0.22053294,-0.8310199,0.999975,7.615773e-10,3.536098602346321,5.8e-09,-8.310199,16.711102,6088.3438,0.22053294
,-201.18364,,,2.7823677,59,,,-13.287854,1180,,7.6811457,-13.287878,16.711102,-13.287878,,3.7467067,6.785759925842285,0.21865603,-0.8310199,0.999975,7.6811457e-10,3.078947705984904,5.9e-09,-8.310199,16.711102,6088.3438,0.21865603
,-201.17676,,,3.281155,60,,,-13.304661,1200,,7.745967,-13.304685,16.711102,-13.304685,,3.7389476,6.940192461013794,0.21682625,-0.8310199,0.999975,7.7459666e-10,3.6529783289386537,6e-09,-8.310199,16.711102,6088.3438,0.21682625
,-201.17552,,,3.192243,61,,,-13.32119,1220,,7.81025,-13.321215,16.711102,-13.321215,,3.7299852,7.101873397827148,0.21504164,-0.8310199,0.999975,7.8102497e-10,3.552047700159191,6.1e-09,-8.310199,16.711102,6088.3438,0.21504164
,-201.19582,,,3.2343678,62,,,-13.337454,1240,,7.874008,-13.337475,16.711102,-13.337475,,3.7219913,7.262848138809204,0.21330036,-0.8310199,0.999975,7.8740076e-10,3.561919951338438,6.2e-09,-8.310199,16.711102,6088.3438,0.21330036
,-201.21321,,,2.7803426,63,,,-13.353454,1260,,7.9372544,-13.353476,16.711102,-13.353476,,3.7070444,7.421236753463745,0.21160074,-0.8310199,0.999975,7.9372536e-10,3.073426551874044,6.3e-09,-8.310199,16.711102,6088.3438,0.21160074
,-201.17514,,,2.782035,64,,,-13.369202,1280,,8.0,-13.369224,16.711102,-13.369224,,3.6925912,7.581103801727295,0.2099411,-0.8310199,0.999975,8e-10,3.0506516089580398,6.4e-09,-8.310199,16.711102,6088.3438,0.2099411
,-201.19463,,,3.2233596,65,,,-13.384706,1300,,8.062258,-13.3847275,16.711102,-13.3847275,,3.685372,7.739197254180908,0.20831992,-0.8310199,0.999975,8.062258e-10,3.6059261938731613,6.5e-09,-8.310199,16.711102,6088.3438,0.20831992
,-201.15134,,,1.3084304,66,,,-13.399973,1320,,8.124039,-13.399995,16.711102,-13.399995,,3.649358,7.893860578536987,0.20673572,-0.8310199,0.999975,8.1240387e-10,1.499306779665984,6.6e-09,-8.310199,16.711102,6088.3438,0.20673572
,-201.20494,,,2.3105488,67,,,-13.4150095,1340,,8.185352,-13.415033,16.711102,-13.415033,,3.629376,8.0647873878479,0.20518713,-0.8310199,0.999975,8.185353e-10,2.543751453216613,6.7e-09,-8.310199,16.711102,6088.3438,0.20518713
,-201.38255,,,1.8735956,68,,,-13.429826,1360,,8.246211,-13.429848,16.711102,-13.429848,,3.6035557,8.224651098251343,0.2036728,-0.8310199,0.999975,8.2462115e-10,2.0895564908728197,6.8e-09,-8.310199,16.711102,6088.3438,0.2036728
,-201.39447,,,1.798573,69,,,-13.444425,1380,,8.306623,-13.444447,16.711102,-13.444447,,3.5773962,8.394094944000244,0.20219152,-0.8310199,0.999975,8.306624e-10,2.0270355456358944,6.9e-09,-8.310199,16.711102,6088.3438,0.20219152
,-201.40329,,,3.8320837,70,,,-13.458814,1400,,8.3666,-13.458836,16.711102,-13.458836,,3.5810347,8.560322523117065,0.2007421,-0.8310199,0.999975,8.366601e-10,4.180441802622614,7e-09,-8.310199,16.711102,6088.3438,0.2007421
,-201.38889,,,2.3097155,71,,,-13.473001,1420,,8.42615,-13.473021,16.711102,-13.473021,,3.563129,8.725481271743774,0.1993234,-0.8310199,0.999975,8.42615e-10,2.5084260675915355,7.1e-09,-8.310199,16.711102,6088.3438,0.1993234
,-201.41185,,,3.7075734,72,,,-13.486986,1440,,8.485282,-13.487006,16.711102,-13.487006,,3.5651348,8.891209363937378,0.19793436,-0.8310199,0.999975,8.4852814e-10,4.099116004565339,7.2e-09,-8.310199,16.711102,6088.3438,0.19793436
,-201.39848,,,2.8722014,73,,,-13.500781,1460,,8.5440035,-13.5008,16.711102,-13.5008,,3.5556428,9.093009948730469,0.19657399,-0.8310199,0.999975,8.544004e-10,3.161804032044118,7.2999997e-09,-8.310199,16.711102,6088.3438,0.19657399
,-201.36859,,,3.1313858,74,,,-13.514385,1480,,8.6023245,-13.514405,16.711102,-13.514405,,3.5499094,9.26369857788086,0.19524129,-0.8310199,0.999975,8.6023255e-10,3.548671812468023,7.3999997e-09,-8.310199,16.711102,6088.3438,0.19524129
,-201.3811,,,2.833774,75,,,-13.527812,1500,,8.660254,-13.527828,16.711102,-13.527828,,3.540361,9.434762716293335,0.1939353,-0.8310199,0.999975,8.660254e-10,3.1041392079702765,7.5e-09,-8.310199,16.711102,6088.3438,0.1939353
,-201.37598,,,2.7119596,76,,,-13.541056,1520,,8.717797,-13.541074,16.711102,-13.541074,,3.5294611,9.609546422958374,0.19265519,-0.8310199,0.999975,8.717798e-10,3.035519985259326,7.6e-09,-8.310199,16.711102,6088.3438,0.19265519
,-201.50162,,,2.9711487,77,,,-13.554127,1540,,8.774964,-13.554146,16.711102,-13.554146,,3.5222104,9.786198616027832,0.19140007,-0.8310199,0.999975,8.774964e-10,3.278710838108248,7.7e-09,-8.310199,16.711102,6088.3438,0.19140007
,-201.53629,,,3.2726717,78,,,-13.567029,1560,,8.83176,-13.567049,16.711102,-13.567049,,3.5190108,9.964120626449585,0.19016922,-0.8310199,0.999975,8.831761e-10,3.5316078912438065,7.8e-09,-8.310199,16.711102,6088.3438,0.19016922
,-201.55042,,,3.1995215,79,,,-13.579771,1580,,8.888194,-13.579788,16.711102,-13.579788,,3.5149667,10.143933296203613,0.18896176,-0.8310199,0.999975,8.888194e-10,3.611913200540645,7.9e-09,-8.310199,16.711102,6088.3438,0.18896176
,-201.62003,,,2.8499517,80,,,-13.592349,1600,,8.944272,-13.592367,16.711102,-13.592367,,3.5066543,10.337912559509277,0.18777703,-0.8310199,0.999975,8.944272e-10,3.1724638034722483,8e-09,-8.310199,16.711102,6088.3438,0.18777703
,-201.57143,,,2.3655412,81,,,-13.604771,1620,,9.0,-13.60479,16.711102,-13.60479,,3.4925666,10.52188491821289,0.18661432,-0.8310199,0.999975,9e-10,2.6125065325530614,8.1e-09,-8.310199,16.711102,6088.3438,0.18661432
,-201.57278,,,2.7959452,82,,,-13.617042,1640,,9.055385,-13.61706,16.711102,-13.61706,,3.4840705,10.711939573287964,0.18547295,-0.8310199,0.999975,9.0553853e-10,3.0155258856906264,8.2e-09,-8.310199,16.711102,6088.3438,0.18547295
,-201.52257,,,3.2712724,83,,,-13.629164,1660,,9.110433,-13.629181,16.711102,-13.629181,,3.481507,10.905384063720703,0.18435226,-0.8310199,0.999975,9.110434e-10,3.631231051370577,8.3e-09,-8.310199,16.711102,6088.3438,0.18435226
,-201.52682,,,3.8195798,84,,,-13.641139,1680,,9.165152,-13.641157,16.711102,-13.641157,,3.4855318,11.097068071365356,0.18325162,-0.8310199,0.999975,9.1651514e-10,4.18982126665502,8.4e-09,-8.310199,16.711102,6088.3438,0.18325162
,-201.55565,,,3.1629899,85,,,-13.652973,1700,,9.219544,-13.652991,16.711102,-13.652991,,3.481737,11.290765285491943,0.18217048,-0.8310199,0.999975,9.2195446e-10,3.574178274333165,8.5e-09,-8.310199,16.711102,6088.3438,0.18217048
,-201.56158,,,3.7518857,86,,,-13.664672,1720,,9.273619,-13.664688,16.711102,-13.664688,,3.4848783,11.48572063446045,0.18110827,-0.8310199,0.999975,9.2736185e-10,4.158106423389846,8.6e-09,-8.310199,16.711102,6088.3438,0.18110827
,-201.62976,,,3.274096,87,,,-13.676233,1740,,9.327379,-13.676249,16.711102,-13.676249,,3.4824555,11.682054042816162,0.1800644,-0.8310199,0.999975,9.327379e-10,3.6132600751591504,8.7e-09,-8.310199,16.711102,6088.3438,0.1800644
,-201.59239,,,2.3886523,88,,,-13.687661,1760,,9.380831,-13.687677,16.711102,-13.687677,,3.4700263,11.88137149810791,0.1790384,-0.8310199,0.999975,9.380832e-10,2.650256293581688,8.8e-09,-8.310199,16.711102,6088.3438,0.1790384
,-201.5374,,,2.2359483,89,,,-13.698959,1780,,9.433981,-13.6989765,16.711102,-13.6989765,,3.45616,12.081113338470459,0.1780297,-0.8310199,0.999975,9.433981e-10,2.5457156665524137,8.9e-09,-8.310199,16.711102,6088.3438,0.1780297
,-201.54926,,,3.5298219,90,,,-13.7101345,1800,,9.486833,-13.71015,16.711102,-13.71015,,3.4569783,12.294126987457275,0.1770379,-0.8310199,0.999975,9.486834e-10,3.90335445723414,9e-09,-8.310199,16.711102,6088.3438,0.1770379
,-201.53387,,,3.3357162,91,,,-13.721186,1820,,9.539392,-13.7212,16.711102,-13.7212,,3.4556456,12.516583919525146,0.17606245,-0.8310199,0.999975,9.539391e-10,3.6676338842887404,9.1e-09,-8.310199,16.711102,6088.3438,0.17606245
,-201.5333,,,2.3483727,92,,,-13.732114,1840,,9.591663,-13.732129,16.711102,-13.732129,,3.4436102,12.72554898262024,0.175103,-0.8310199,0.999975,9.591663e-10,2.596565127414016,9.2e-09,-8.310199,16.711102,6088.3438,0.175103
,-201.55675,,,2.271891,93,,,-13.742926,1860,,9.643651,-13.74294,16.711102,-13.74294,,3.4310112,12.943438529968262,0.17415904,-0.8310199,0.999975,9.64365e-10,2.502880294348069,9.3e-09,-8.310199,16.711102,6088.3438,0.17415904
,-201.58553,,,2.2334237,94,,,-13.753618,1880,,9.695359,-13.753635,16.711102,-13.753635,,3.4182706,13.156760215759277,0.17323017,-0.8310199,0.999975,9.69536e-10,2.51140714739508,9.4e-09,-8.310199,16.711102,6088.3438,0.17323017
,-201.55792,,,3.7091432,95,,,-13.764205,1900,,9.746794,-13.764217,16.711102,-13.764217,,3.4213328,13.370559453964233,0.17231604,-0.8310199,0.999975,9.746794e-10,4.084062854069973,9.5e-09,-8.310199,16.711102,6088.3438,0.17231604
,-201.60547,,,3.299237,96,,,-13.774673,1920,,9.797958,-13.774689,16.711102,-13.774689,,3.420061,13.586558818817139,0.17141621,-0.8310199,0.999975,9.797959e-10,3.6045030175419135,9.6e-09,-8.310199,16.711102,6088.3438,0.17141621
,-201.57764,,,2.7973042,97,,,-13.785035,1940,,9.848857,-13.785051,16.711102,-13.785051,,3.413641,13.804024934768677,0.17053033,-0.8310199,0.999975,9.848858e-10,3.0177242320287094,9.7e-09,-8.310199,16.711102,6088.3438,0.17053033
,-201.59103,,,2.3168933,98,,,-13.795293,1960,,9.899494,-13.795308,16.711102,-13.795308,,3.4024496,14.022986650466919,0.16965805,-0.8310199,0.999975,9.899496e-10,2.527849302985022,9.8e-09,-8.310199,16.711102,6088.3438,0.16965805
,-201.62804,,,2.8042903,99,,,-13.805447,1980,,9.949873,-13.80546,16.711102,-13.80546,,3.3964074,14.27140188217163,0.16879903,-0.8310199,0.999975,9.949875e-10,3.0445114606092103,9.9e-09,-8.310199,16.711102,6088.3438,0.16879903
,-201.64363,,,3.1494517,100,,,-13.8154955,2000,,9.999999,-13.815511,16.711102,-13.815511,,3.393938,14.493969678878784,0.1679529,-0.8310199,0.999975,1.0000001e-09,3.5016568155857466,1e-08,-8.310199,16.711102,6088.3438,0.1679529
,-201.65591,,,3.1818662,101,,,-13.825445,2020,,10.049874,-13.82546,16.711102,-13.82546,,3.391838,14.720613956451416,0.16711938,-0.8310199,0.999975,1.0049876e-09,3.5711687492894186,1.01e-08,-8.310199,16.711102,6088.3438,0.16711938
,-201.65816,,,3.348661,102,,,-13.835299,2040,,10.099504,-13.835313,16.711102,-13.835313,,3.3914149,14.946950912475586,0.16629815,-0.8310199,0.999975,1.0099506e-09,3.637737264269163,1.02e-08,-8.310199,16.711102,6088.3438,0.16629815
,-201.67525,,,3.726285,103,,,-13.845054,2060,,10.148891,-13.845069,16.711102,-13.845069,,3.394666,15.203213453292847,0.1654889,-0.8310199,0.999975,1.0148892e-09,4.07840596187029,1.03e-08,-8.310199,16.711102,6088.3438,0.1654889
