URet,DenMISEMeanLog,target_sum_log_mean,SqrtESSClassic,IWNorm2,ReturnMin,DenMISELogLast,IWLastEpisode,ExplorationBonus,LQGsigma,Bound,MISE,IWNorm1,LQGmu1,Iteration,DenMISELogFirst,IWMax,ReturnMean,ReturnStepMax,TimestepsSoFar,ReturnAbsMax,ReturnMax,LQGmu01,IWMin,ReturnLastEpisode,TimeElapsed,IWFirstEpisode,IWMean
18.343347192646682,17.704332,17.704332,3.3166246,3.3166249,,17.162806,1.0,10.256728,0.11,26.9822,16.725471,11.0,-0.20000002,11,18.60218,1.0,16.725471,0.99997634,220,17.00886,17.00886,-0.020118592,,16.588345,1.1025669574737549,1.0,1.0
18.570288498157076,17.749504,17.749504,3.4641018,3.4641016,,18.246395,1.0,9.820069,0.11,26.55204,16.73197,12.0,-0.20000002,12,18.60218,1.0,16.73197,0.99997634,240,17.00886,17.00886,-0.020118592,,16.80344,1.1545565128326416,1.0,1.0
18.616731870085754,17.249323,17.249323,3.6055512,3.6055512,,11.2471485,1.0,9.434817,0.11,26.175922,16.741104,13.0,-0.20000002,13,18.60218,1.0,16.741104,0.99997634,260,17.00886,17.00886,-0.020118592,,16.850727,1.200404405593872,1.0,1.0
18.62819240971663,17.261106,17.261106,3.7416573,3.7416575,,17.414305,1.0,9.091618,0.11,25.841215,16.749598,14.0,-0.20000002,14,18.60218,1.0,16.749598,0.99997634,280,17.00886,17.00886,-0.020118592,,16.860004,1.2433247566223145,1.0,1.0
18.481940586621196,17.331339,17.331339,3.8729832,3.8729835,,18.31459,1.0,8.783338,0.11,25.53125,16.747911,15.0,-0.20000002,15,18.60218,1.0,16.747911,0.99997634,300,17.00886,17.00886,-0.020118592,,16.724285,1.289097547531128,1.0,1.0
18.459370583187344,17.285133,17.285133,4.0,4.0,,16.592031,1.0,8.50443,0.11,25.249157,16.744728,16.0,-0.20000002,16,18.60218,1.0,16.744728,0.99997634,320,17.00886,17.00886,-0.020118592,,16.696993,1.3358724117279053,1.0,1.0
18.61305043433944,17.328156,17.328156,4.1231055,4.1231055,,18.01651,1.0,8.250509,0.11,25.001299,16.75079,17.0,-0.20000002,17,18.60218,1.0,16.75079,0.99997634,340,17.00886,17.00886,-0.020118592,,16.847784,1.4001471996307373,1.0,1.0
18.532709285492878,17.379482,17.379482,4.242641,4.2426405,,18.252037,1.0,8.018053,0.11,24.769676,16.751623,18.0,-0.20000002,18,18.60218,1.0,16.751623,0.99997634,360,17.00886,17.00886,-0.020118592,,16.765774,1.4553637504577637,1.0,1.0
18.559501451593412,17.410105,17.410105,4.3588986,4.358899,,17.961308,1.0,7.8042,0.11,24.558056,16.753857,19.0,-0.20000002,19,18.60218,1.0,16.753857,0.99997634,380,17.00886,17.00886,-0.020118592,,16.79406,1.510873556137085,1.0,1.0
18.71803176229454,17.387753,17.387753,4.472136,4.472136,,16.963097,1.0,7.606593,0.11,24.369976,16.763384,20.0,-0.20000002,20,18.60218,1.0,16.763384,0.99997634,400,17.00886,17.00886,-0.020118592,,16.944403,1.5681583881378174,1.0,1.0
18.617629522111542,17.367609,17.367609,4.582576,4.582576,,16.96472,1.0,7.4232745,0.11,24.190788,16.767513,21.0,-0.20000002,21,18.60218,1.0,16.767513,0.99997634,420,17.00886,17.00886,-0.020118592,,16.850142,1.6266603469848633,1.0,1.0
18.424561586509743,17.191362,17.191362,4.690416,4.690416,,13.49018,1.0,7.252602,0.11,24.015717,16.763115,22.0,-0.20000002,22,18.60218,1.0,16.763115,0.99997634,440,17.00886,17.00886,-0.020118592,,16.670685,1.6875998973846436,1.0,1.0
18.48014158407094,16.793316,16.793316,4.795831,4.7958317,,8.036287,1.0,7.093185,0.11,23.854483,16.761297,23.0,-0.20000002,23,18.60218,1.0,16.761297,0.99997634,460,17.00886,17.00886,-0.020118592,,16.721361,1.750847578048706,1.0,1.0
18.621319434763514,16.832594,16.832594,4.898979,4.8989797,,17.735983,1.0,6.943838,0.11,23.709007,16.76517,24.0,-0.20000002,24,18.60218,1.0,16.76517,0.99997634,480,17.00886,17.00886,-0.020118592,,16.854212,1.8151750564575195,1.0,1.0
18.441257222412812,16.907276,16.907276,5.0,5.0,,18.699642,1.0,6.803544,0.11,23.565422,16.761877,25.0,-0.20000002,25,18.60218,1.0,16.761877,0.99997634,500,17.00886,17.00886,-0.020118592,,16.682865,1.8820161819458008,1.0,1.0
18.49008568878967,16.907839,16.907839,5.0990195,5.0990195,,16.921926,1.0,6.6714234,0.11,23.431908,16.760485,26.0,-0.20000002,26,18.60218,1.0,16.760485,0.99997634,520,17.00886,17.00886,-0.020118592,,16.725647,1.9519422054290771,1.0,1.0
