SqrtESSClassic,DenMISELogFirst,DenMISELogLast,ReturnAbsMax,LQGmu01,IWFirstEpisode,ReturnStepMax,URet,TimeElapsed,ReturnMean,target_sum_log_mean,IWMean,IWNorm1,MISE,DenMISEMeanLog,Iteration,IWLastEpisode,Bound,LQGsigma,TimestepsSoFar,ReturnLastEpisode,IWMax,LQGmu1,ReturnMin,ExplorationBonus,ReturnMax,IWMin,IWNorm2
1.0000379,17.44152,14.656428,16.86427,-0.05348426,,0.9999682,18.24659069302209,9.168133974075317,13.8788595,-373.94373,2.1694578e-18,2.3864048e-17,3.6586265e-17,12.5379305,11,1.3517678e-25,111.860664,0.11,220,16.49413,2.3863142e-17,-0.48946273,,111.860664,16.86427,,2.3863143e-17
1.0,17.35451,11.358766,17.044914,-0.045423266,,0.9999682,18.82308451318877,10.011677742004395,14.142697,-310.7639,2.086103,25.033236,35.557446,12.359906,12,25.033236,153.64807,0.11,240,17.044914,25.033236,-0.42562822,,118.09063,17.044914,,25.033236
1.0001491,17.274467,8.992015,17.150753,-0.09966799,,0.9999682,18.92934331813626,10.882056474685669,14.374086,-394.99603,1.3615829e-06,1.7700579e-05,2.3208086e-05,12.113638,13,2.6385796e-09,123.65742,0.11,260,17.150753,1.769794e-05,-0.7615942,,123.657394,17.150753,,1.769794e-05
1.0000013,17.20036,14.199129,17.150753,-0.09966799,,0.99997145,18.924206321383224,11.837929248809814,14.572045,-365.5793,1.0000012,14.000017,17.145529,12.193787,14,13.999998,145.48984,0.11,280,17.145508,13.999998,-0.7615942,,128.34431,17.150753,,13.999998
1.0041897,17.131367,16.299692,17.150753,-0.0050504617,1.2451984e-05,0.99997145,18.914449204152042,12.675402879714966,14.742856,-38.31447,0.0011238848,0.016858272,0.017983733,12.449329,15,,132.31288,0.11,300,17.134205,0.01678783,-0.050462145,,132.29489,17.150753,,0.016787935
1.0275048,17.066828,0.1499649,17.150753,-0.0070705875,0.027524887,0.99997145,17.04956898302785,13.489123582839966,14.784764,-37.737823,2.5961726,41.53876,40.05555,11.620186,16,40.41268,173.58878,0.11,320,15.413394,40.41268,-0.07058947,,133.53322,17.150753,,40.42683
1.0044628,17.007923,15.289227,17.150753,0.009090657,,0.99997145,17.034398024644567,14.401554107666016,14.818874,-123.200584,1.0861769e-16,1.8465007e-15,9.870456e-16,11.857091,17,,140.80035,0.11,340,15.364638,1.8382783e-15,0.09065947,,140.80035,17.150753,,1.8382968e-15
1.0,16.950764,3.4853709,17.150753,0.009090657,,0.99997145,9.942960636513334,15.224612951278687,14.498688,-116.0019,0.9999912,17.999842,9.055446,11.338013,18,17.999842,154.58441,0.11,360,9.055525,17.999842,0.09065947,,145.52896,17.150753,,17.999842
1.059851,16.896696,15.710015,17.150753,-0.0313029,,0.99997145,9.928395238667468,16.052441120147705,14.211384,-274.89603,0.035890713,0.68192357,0.6119108,11.553377,19,,141.68532,0.11,380,9.0399065,0.6424307,-0.30328307,,141.07341,17.150753,,0.64341456
1.0622888,16.845404,-38.304626,17.150753,-0.0313029,,0.99997145,18.344329705891127,16.951998233795166,14.3296585,-263.4607,0.034800153,0.6960031,0.59331316,9.013515,20,0.00037647647,144.99944,0.11,400,16.576872,0.65412515,-0.30328307,,144.40613,17.150753,,0.65519196
1.0467839,16.796614,14.738632,17.150753,-0.029284552,4.7472116e-35,0.99997145,18.820344322008033,18.012969493865967,14.458907,-235.53572,0.25485772,5.352012,4.34333,9.241305,21,5.1091495,154.50732,0.11,420,17.043882,5.1091495,-0.28482866,,150.164,17.150753,,5.112815
1.1961267,16.750093,11.350658,17.150753,-0.027265966,3.5707313e-29,0.99997145,18.687501253321795,18.863675832748413,14.570706,-209.37367,0.5302478,11.665452,8.978994,9.303201,22,9.610346,143.48674,0.11,440,16.918491,9.610346,-0.26616073,,134.50775,17.150753,,9.752689
1.1427767,16.70564,5.9355626,17.150753,0.0050504617,,0.99997145,18.673884317606646,19.679543018341064,14.6722145,-79.11497,0.05553811,1.2773765,0.50480336,9.133965,23,,144.45615,0.11,460,16.905405,1.1043285,0.050462145,,143.95134,17.150753,,1.1177831
1.1587085,16.663082,-23.151249,17.150753,-0.07762132,,0.99997145,10.900463049366547,20.537601470947266,14.476453,-399.72546,0.044474173,1.0673802,0.76200706,7.7502275,24,,145.7876,0.11,480,9.973944,0.9114573,-0.65142936,,145.02559,17.150753,,0.92118096
1.0267367,16.62226,-42.554726,17.150753,-0.07159447,,0.9999969,18.40069858140714,21.356729984283447,14.562647,-376.74524,0.5984058,14.960144,9.959714,5.7005906,25,14.56836,177.00111,0.11,500,16.631302,14.56836,-0.6151544,,167.0414,17.150753,,14.570575
1.2046638,16.583038,14.254872,17.150753,0.0010101006,1.175795e-24,0.9999969,18.873233014608836,22.252595901489258,14.660063,-61.631943,0.19035839,4.949318,2.1854944,6.0101495,26,,147.3746,0.11,520,17.095436,4.033903,0.010100666,,145.1891,17.150753,,4.1084642
1.0601652,16.5453,-20.75222,17.150753,-0.0030302936,3.1099184e-10,0.9999969,14.256955834916196,23.13149094581604,14.597188,-52.929054,0.06733085,1.817933,0.8669774,4.9892383,27,1.7131109,168.9878,0.11,540,12.962448,1.7131109,-0.030293757,,168.12082,17.150753,,1.714764
1.0687255,16.508932,14.408598,17.150753,-0.0030302936,3.2251e-10,0.9999969,14.372926616527236,24.11846089363098,14.5391865,-50.409153,0.95704037,26.79713,12.409381,5.2929106,28,25.01808,182.24393,0.11,560,12.97317,25.01808,-0.030293757,,169.83455,17.150753,,25.073914
1.275593,16.47384,16.448273,17.150753,-0.033320993,,0.9999969,14.439928200813142,24.990651845932007,14.486896,-258.829,0.56190807,16.295334,9.573117,5.6678433,29,,154.3836,0.11,580,13.02274,12.517292,-0.32151273,,144.81049,17.150753,,12.774712
1.3686197,16.439938,-2.124344,17.150753,-0.06757363,,0.9999969,18.46199146576231,25.89398717880249,14.560581,-374.294,0.9498063,28.494188,16.096155,5.391512,30,1.8578164e-19,153.37103,0.11,600,16.697483,18.715477,-0.58941406,,137.27487,17.150753,,20.819654
1.2502037,16.407148,5.830619,17.150753,0.015150354,,0.9999969,18.866659831290526,26.756190299987793,14.642129,-195.9191,1.6662845e-17,5.1654827e-16,1.5069189e-16,5.398854,31,,152.76126,0.11,620,17.088541,3.9483816e-16,0.15036625,,152.76126,17.150753,,4.131713e-16
1.0001415,16.3754,-58.72778,17.150753,0.017170029,,0.9999969,10.20459932245981,27.640191078186035,14.475801,-219.21024,6.870759e-21,2.198963e-19,6.403293e-20,3.3641398,32,2.1986417e-19,194.01117,0.11,640,9.31963,2.1986417e-19,0.17004903,,194.01117,17.150753,,2.1986518e-19
1.0,16.344627,13.89003,17.150753,0.017170029,,0.9999969,9.762477934880701,28.52598476409912,14.306495,-212.04147,0.9728209,32.10309,8.647081,3.6532664,33,32.10309,205.69423,0.11,660,8.888668,32.10309,0.17004903,,197.04715,17.150753,,32.10309
1.1894786,16.314775,15.781406,17.150753,0.0313029,,0.9999969,9.760462576043686,29.41469955444336,14.14705,-372.5101,5.630332e-21,1.9146527e-19,5.003056e-20,4.000986,34,1.6096471e-19,168.14966,0.11,680,8.885374,1.6096471e-19,0.30328307,,168.14966,17.150753,,1.609657e-19
1.0,16.285788,11.114674,17.150753,0.0313029,,0.9999969,9.537751126811106,30.3896963596344,13.991032,-361.44778,1.0000004,35.00001,8.68641,4.176075,35,35.00001,211.61687,0.11,700,8.686407,35.00001,0.30328307,,202.93045,17.150753,,35.00001
1.0012466,16.257616,11.59532,17.150753,0.09966799,,0.9999969,9.566168973988576,31.25648546218872,13.844345,-615.1834,8.503886e-09,3.061399e-07,7.386846e-08,4.374031,36,3.8135217e-10,205.5528,0.11,720,8.710342,3.0575853e-07,0.7615942,,205.5528,17.150753,,3.0575876e-07
1.000062,16.230217,8.008154,17.150753,0.043407045,,0.9999969,9.436286125740738,32.1553111076355,13.702474,-435.27472,14.237131,526.77386,122.36956,4.445592,37,526.7412,331.00455,0.11,740,8.595094,526.7412,0.40894473,,208.63498,17.150753,,526.7412
1.0243902,16.20355,12.894342,17.150753,0.025247157,,0.9999969,9.437464950693816,33.036967754364014,13.568022,-273.26105,0.04398227,1.6713263,0.38307527,4.71366,38,2.0533754e-10,206.79727,0.11,760,8.593328,1.6310352,0.24729091,,206.4142,17.150753,,1.6315328
1.0006903,16.177574,13.252536,17.150753,0.023228144,,0.9999969,9.636900608487549,33.952011585235596,13.445053,-245.43375,0.65502846,25.54611,5.746018,4.9084005,39,25.52848,219.81107,0.11,780,8.772205,25.52848,0.22823171,,214.06505,17.150753,,25.528486
1.2122295,16.152256,17.039244,17.150753,0.02120894,,0.9999969,9.656586626528895,34.86261963844299,13.328712,-218.80978,0.14043684,5.6174736,1.2348373,5.199588,40,4.5588083,180.19582,0.11,800,8.791411,4.5588083,0.20899595,,178.96098,17.150753,,4.6340017
1.2936171,16.127563,6.4186845,17.150753,0.029284552,,0.9999969,9.652162461530596,35.723761796951294,13.2179165,-289.68625,1.0480211,42.968864,9.122984,5.2085037,41,0.023127958,178.908,0.11,820,8.786066,31.29447,0.28482866,,169.78502,17.150753,,33.21606
1.4147347,16.103466,9.609306,17.150753,0.043407045,,0.9999969,9.594320822656464,36.593910932540894,13.111177,-384.3655,1.8670578,78.41643,16.045954,5.3092995,42,1.3295816e-06,173.1773,0.11,840,8.73486,39.243,0.40894473,,157.13135,17.150753,,55.428364
1.1729014,16.079935,14.515066,17.150753,0.035338815,,0.9999969,9.49621230642682,37.49189066886902,13.00733,-323.57428,1.5475504,66.54467,13.381863,5.5310783,43,56.377823,205.15417,0.11,860,8.645749,56.377823,0.3395071,,191.77231,17.150753,,56.735092
1.4778919,16.056946,13.014838,17.150753,-0.0070705875,0.07556344,0.9999969,9.48957463963476,38.29145097732544,12.908096,-309.80417,1.4573727,64.1244,22.467339,5.7028785,44,,176.42343,0.11,880,8.641063,31.513689,-0.07058947,,153.95609,17.150753,,43.3891
1.3588219,16.03619,-6.600004,17.150753,-0.033320993,,0.9999969,15.76847455592407,39.066157579422,12.937138,-819.33765,0.42413795,19.086208,7.2250137,5.432402,45,,176.56396,0.11,900,14.214996,13.567309,-0.32151273,,169.33896,17.150753,,14.0461445
1.3333975,16.01421,4.2054563,17.150753,0.013130557,,0.9999969,18.607111582184544,39.97392702102661,13.021877,-143.45287,1.471921e-06,6.7708366e-05,1.3082134e-05,5.392555,46,,174.47472,0.11,920,16.835152,4.5891127e-05,0.13056354,,174.4747,17.150753,,5.077883e-05
1.4142148,15.992704,-59.112186,17.150753,0.009090657,,0.9999969,10.17063822519732,40.885374307632446,12.942386,-129.83072,0.99999464,46.99975,9.0476675,3.999065,47,4.3821703e-05,175.33025,0.11,940,9.2857275,23.499912,0.09065947,,166.28258,17.150753,,33.23381
1.0465515,15.971651,12.861189,17.150753,0.011110653,,0.9999969,9.912966103208163,41.856218099594116,12.860786,-130.71822,0.01722782,0.8269353,0.15551186,4.179972,48,0.7897106,227.23254,0.11,960,9.025675,0.7897106,0.110656105,,227.07703,17.150753,,0.79015255
1.0194544,15.951032,12.579126,17.150753,0.011110653,,0.9999969,9.88805691348252,42.856292963027954,12.7820425,-127.71734,0.8808509,43.161694,7.930094,4.3315334,49,42.330593,243.45857,0.11,980,9.002294,42.330593,0.110656105,,235.52847,17.150753,,42.33803
1.4142128,15.930829,16.388483,17.150753,0.017170029,,0.9999969,9.887645124486216,43.900516748428345,12.706448,-158.58467,0.9852224,49.26112,8.755691,4.5656643,50,4.2592253e-11,180.26332,0.11,1000,9.002329,24.65879,0.17004903,,171.50763,17.150753,,34.83289
1.0318372,15.911026,7.8634334,17.150753,0.015150354,,0.9999969,9.795200349126127,44.90985321998596,12.632169,-141.28131,0.50342965,25.674913,4.489206,4.626619,51,24.876106,241.89268,0.11,1020,8.918206,24.876106,0.15036625,,237.40347,17.150753,,24.882717
1.276322,15.891608,9.561128,17.150753,0.013130557,,0.9999969,9.814915517338088,45.886531829833984,12.561075,-127.3355,0.09733212,5.06127,0.8708814,4.710408,52,3.8955493,194.67125,0.11,1040,8.935345,3.8955493,0.13056354,,193.80037,17.150753,,3.965512
1.2204254,15.87256,12.456938,17.150753,0.013130557,,0.9999969,9.836403182756948,46.80545449256897,12.493058,-124.641235,0.4724025,25.037333,4.2301702,4.839664,53,20.166111,208.84631,0.11,1060,8.956155,20.166111,0.13056354,,204.61615,17.150753,,20.515251
1.4994289,15.853868,17.388454,17.150753,-0.09966799,,0.9999969,9.852914507670093,47.738797664642334,12.427848,-1127.9014,1.0361105,55.949966,17.727581,5.0613317,54,,185.83397,0.11,1080,8.9716835,26.826893,-0.7615942,,168.10638,17.150753,,37.314186
1.4661113,15.835519,-59.269375,17.150753,0.027265966,,0.9999969,18.428832473360565,48.63928723335266,12.504763,-234.47533,1.2825087,70.53798,11.20395,3.8891952,55,,184.71516,0.11,1100,16.658161,45.729446,0.26616073,,173.51122,17.150753,,48.112293
1.3948824,15.8175,-59.287395,17.150753,0.0010101006,2.528135e-24,0.9999969,9.962564067536803,49.65766263008118,12.443898,-169.55211,0.1942404,10.877462,2.2610786,2.7616196,56,,186.283,0.11,1120,9.096307,7.4830503,0.010100666,,184.02193,17.150753,,7.798121
1.3901013,15.799801,-2.8856013,17.150753,0.0070705875,,0.9999969,10.534192077173495,50.6143901348114,12.393675,-118.71794,0.17981891,10.249678,1.6272364,2.6484075,57,1.394864e-17,187.92351,0.11,1140,9.581247,6.2464457,0.07058947,,186.29626,17.150753,,7.3733315
1.2930979,15.782409,8.774057,17.150753,0.0070705875,,0.9999969,9.987781940947347,51.584224224090576,12.336822,-116.461716,0.6657644,38.614334,6.0481772,2.7398946,58,29.068958,208.06883,0.11,1160,9.096189,29.068958,0.07058947,,202.02066,17.150753,,29.861881
1.4073966,15.765314,13.055393,17.150753,0.01918956,,0.9999969,9.961985658617596,52.5351448059082,12.281445,-164.15953,0.28302544,16.698502,2.5150225,2.9074929,59,,189.72229,0.11,1180,9.069528,9.632836,0.18959707,,187.20726,17.150753,,11.864817
1.4366498,15.7485075,7.1720843,17.150753,0.0010101006,2.7087152e-24,0.9999969,9.761893759517298,53.48041391372681,12.224921,-163.0753,0.50870484,30.522291,5.2346497,2.9664526,60,,190.17766,0.11,1200,8.890097,19.902597,0.010100666,,184.94301,17.150753,,21.245464
1.4637383,15.731977,-2.0498652,17.150753,0.011110653,,0.9999969,10.041760763066437,54.41830611228943,12.174405,-112.19986,0.9547749,58.24127,8.595064,2.8754394,61,1.4120239e-30,191.62184,0.11,1220,9.143427,28.33163,0.110656105,,183.02678,17.150753,,39.7894
1.5141481,15.715717,8.527768,17.150753,-0.0070705875,0.10629317,0.9999969,9.875672749670366,55.41199016571045,12.123079,-319.58752,0.8829103,54.74044,13.623892,2.9633632,62,,192.00163,0.11,1240,8.992174,25.8741,-0.07058947,,178.37775,17.150753,,36.152634
1.3162738,15.70143,-1.1922896,17.150753,-0.0050504617,5.2029787e-05,0.9999969,15.967501787145759,56.32330012321472,12.158784,-266.88962,0.71263856,44.89623,10.1516695,2.893532,63,33.678955,216.99295,0.11,1260,14.372416,33.678955,-0.050462145,,206.84128,17.150753,,34.108578
1.4291615,15.685682,12.703485,17.150753,0.057512216,,0.9999969,15.665144702387455,57.25734305381775,12.1897545,-415.38693,0.29161403,18.663298,2.5063388,3.040728,64,,194.51546,0.11,1280,14.140963,9.357645,0.5195751,,192.00912,17.150753,,13.058914
1.5842885,15.670178,-49.070206,17.150753,-0.043407045,,0.9999969,9.469191938456063,58.1947066783905,12.1350155,-1036.5978,1.1442176,74.374146,19.555363,2.2279494,65,,194.11168,0.11,1300,8.631738,34.035393,-0.40894473,,174.55632,17.150753,,46.944824
1.5299271,15.654911,-59.4517,17.150753,-0.09966799,,0.9999969,18.282802058054116,59.16629672050476,12.201404,-1152.2971,0.7136442,47.100517,12.202467,1.2927167,66,,194.34627,0.11,1320,16.516666,21.90577,-0.7615942,,182.1438,17.150753,,30.786118
1.5299551,15.639873,8.31907,17.152544,0.0010101006,3.0195548e-24,0.9999969,18.932820108993372,60.13935852050781,12.275301,-163.14722,0.41780248,27.992767,4.329806,1.3920839,67,,187.86409,0.11,1340,17.152544,16.688744,0.010100666,,183.53429,17.152544,,18.296463
1.5165154,15.625058,-31.6057,17.152544,0.02120894,,0.9999969,12.515487300884928,61.3994345664978,12.263237,-186.84558,0.25518933,17.352875,2.24281,0.89789075,68,,188.78032,0.11,1360,11.454889,9.169579,0.20899595,,186.5375,17.152544,,11.442597
1.5329525,15.610459,1.3552588,17.152544,0.02120894,,0.9999969,9.703133769714164,62.39153861999512,12.213565,-184.0723,0.5703125,39.351562,5.028391,0.8936402,69,23.486649,190.91768,0.11,1380,8.835814,23.486649,0.20899595,,185.88928,17.152544,,25.670437
1.601162,15.59607,9.837146,17.152544,-0.073604025,,0.9999969,9.71707233601433,63.53214955329895,12.165498,-1142.225,0.6416685,44.916794,10.8481045,1.014541,70,,190.1035,0.11,1400,8.848916,20.740795,-0.62755585,,179.2554,17.152544,,28.052624
1.6359829,15.581885,-59.524723,17.152544,-0.043407045,,0.9999969,18.340039912221325,64.55635905265808,12.22757,-1022.98425,0.788864,56.009346,13.481507,0.15596928,71,3.9615566e-29,190.17027,0.11,1420,16.572561,24.3604,-0.40894473,,176.68877,17.152544,,34.2359
1.7851428,15.5679,10.908224,17.204996,-0.0010101006,3.0985765e-16,0.9999969,18.985339827560512,65.57329106330872,12.2967005,-194.80646,2.2734542,163.6887,25.905596,0.3011391,72,,189.46588,0.11,1440,17.204996,62.320763,-0.010100666,,163.56029,17.204996,,91.69502
1.6312977,15.554106,-15.16423,17.204996,-0.073604025,,0.9999969,15.962637485636366,66.54748606681824,12.326292,-1104.9437,0.5104987,37.266403,8.6317005,0.0993471,73,,188.85576,0.11,1460,14.456986,16.672295,-0.62755585,,180.22406,17.204996,,22.844637
1.6335042,15.540501,-33.27033,17.204996,0.015150354,,0.9999969,18.39536687891078,67.55845308303833,12.384402,-140.07683,0.8359083,61.857216,7.464396,-0.3586981,74,,188.67358,0.11,1480,16.626404,28.509975,0.15036625,,181.20918,17.204996,,37.867805
1.6136694,15.527078,-59.57953,17.204996,0.013130557,,0.9999969,10.251009570137105,68.57681727409363,12.344157,-127.61859,0.64902437,48.676826,5.8179493,-1.1518296,75,4.6368948e-10,190.48979,0.11,1500,9.365966,23.047295,0.13056354,,184.67184,17.204996,,30.165302
1.6380403,15.513832,11.363594,17.204996,0.027265966,,0.9999969,9.8315168738813,69.83738923072815,12.299511,-241.14946,0.8297243,63.059048,7.248528,-0.99258405,76,7.185033e-30,190.38162,0.11,1520,8.951054,34.499737,0.26616073,,183.13309,17.204996,,38.49664
1.6574283,15.50076,11.209093,17.204996,-0.033320993,,0.9999969,9.588041056849391,70.95947003364563,12.253162,-920.57245,0.42686948,32.86895,7.2444987,-0.83757913,77,,189.42218,0.11,1540,8.730717,16.9431,-0.32151273,,182.17769,17.204996,,19.831295
1.6687953,15.487857,-59.61875,17.204996,0.0070705875,,0.9999969,18.23963022758001,72.08836793899536,12.307325,-118.92741,0.87569004,68.303825,7.9478836,-1.5988274,78,,190.05579,0.11,1560,16.477833,30.426842,0.07058947,,182.1079,17.204996,,40.93002
1.5612351,15.475118,-19.819178,17.204996,0.0050504617,,0.9999969,10.253926397976626,73.10990476608276,12.269974,-126.702446,0.79300094,62.64707,7.3803463,-1.8323762,79,38.018723,203.27824,0.11,1580,9.356598,38.018723,0.050462145,,195.8979,17.204996,,40.12661
1.7150731,15.462539,8.926284,17.204996,0.035338815,,0.9999969,10.02190700022016,74.14423823356628,12.230684,-305.74808,1.3793339,110.34671,11.923525,-1.7016613,80,,191.37497,0.11,1600,9.126755,45.309494,0.3395071,,179.45145,17.204996,,64.33936
1.766923,15.450116,-3.6276267,17.204996,-0.011110653,28.59976,0.9999969,9.527336219676055,75.23237800598145,12.186794,-434.3203,1.0139616,82.13089,15.863052,-1.7236394,81,,191.13382,0.11,1620,8.675627,31.30641,-0.110656105,,175.27077,17.204996,,46.48244
1.9997182,15.740232,-58.628693,17.204996,0.0030302936,9.173527e-34,0.9999969,17.09111613933074,76.29061269760132,12.226052,-143.55547,3.6389194,298.3914,33.892937,-2.418998,82,2.3963413e-08,189.71277,0.11,1640,15.40592,78.678116,0.030293757,,155.81982,17.204996,,149.21672
1.7492675,15.728111,5.6559377,17.204996,0.023228144,,0.9999969,10.131943357720674,77.33146858215332,12.189941,-203.30656,1.2570465,104.334854,11.043793,-2.3024936,83,,190.25594,0.11,1660,9.228814,38.768055,0.22823171,,179.21214,17.204996,,59.644882
1.7129524,15.716135,0.13885811,17.204996,-0.033320993,,0.9999969,9.670586316651939,78.5116319656372,12.149674,-932.79224,0.37112287,31.17432,6.297413,-2.2726986,84,,190.40808,0.11,1680,8.807528,15.149811,-0.32151273,,184.11067,17.204996,,18.199175
1.6724087,15.7043,-59.704693,17.204996,0.09966799,,0.9999969,18.078219034896954,79.53804302215576,12.198779,-477.8658,0.06890625,5.857031,0.59272516,-2.9559486,85,,190.28586,0.11,1700,16.323633,2.3719995,0.7615942,,189.69313,17.204996,,3.502153
1.6744057,15.692604,-59.71639,17.204996,0.09966799,,0.9999969,9.545429381391198,80.47392868995667,12.158186,-473.60275,0.06725143,5.7836227,0.5784961,-3.6267226,86,4.1937263e-23,191.15663,0.11,1720,8.707777,2.334753,0.7615942,,190.57814,17.204996,,3.4541347
1.2130786,15.681044,12.254711,17.204996,0.09966799,,0.9999969,9.343086613953322,81.49417495727539,12.116205,-467.98096,0.3590837,31.240284,3.0606036,-3.454841,87,25.526314,267.63956,0.11,1740,8.505755,25.526314,0.7615942,,264.57895,17.204996,,25.752893
1.6106541,15.669615,15.743876,17.204996,0.09966799,,0.9999969,9.39443444947673,82.45770144462585,12.075698,-462.4537,0.45529982,40.066383,3.8863726,-3.244312,88,14.456022,204.29832,0.11,1760,8.5515175,19.962576,0.7615942,,200.41196,17.204996,,24.875845
1.8019996,15.658315,13.628227,17.204996,-0.027265966,1.0639191e-28,0.9999969,9.379685482950629,83.38214898109436,12.035986,-906.3325,0.7616982,67.79114,12.866664,-3.061186,89,,193.01277,0.11,1780,8.541405,26.470541,-0.26616073,,180.1461,17.204996,,37.619953
1.7289419,15.647141,-59.761852,17.204996,-0.033320993,,0.9999969,18.133322059884797,84.46942186355591,12.084184,-1000.03613,0.30994108,27.894697,5.2600102,-3.6946216,90,2.1154252e-38,194.07019,0.11,1800,16.37381,13.426046,-0.32151273,,188.81018,17.204996,,16.13397
1.8017344,15.636092,-2.8778565,17.204996,-0.011110653,23.746195,0.9999969,18.667446871249197,85.5606164932251,12.137079,-475.38132,0.76919407,69.99666,12.03957,-3.693332,91,6.4687377e-16,194.22536,0.11,1820,16.897682,25.36707,-0.110656105,,182.18579,17.204996,,38.849598
1.7747395,15.857026,8.800348,17.204996,0.009090657,,0.9999969,18.350092935738797,86.6001763343811,12.185614,-126.32373,0.86817527,79.87212,7.846678,-3.56083,92,,193.81711,0.11,1840,16.602234,29.09378,0.09065947,,185.97043,17.204996,,45.004986
1.7779084,15.846215,-5.6683087,17.204996,0.011110653,,0.9999969,10.00800167302178,87.70402956008911,12.152631,-125.19802,0.9421478,87.61974,8.478388,-3.5859349,93,0.0007652458,195.12352,0.11,1860,9.118332,29.025356,0.110656105,,186.64513,17.204996,,49.282482
1.8689213,15.83552,11.234134,17.204996,-0.0010101006,2.3710347e-16,0.9999969,9.883783326688071,88.75824213027954,12.119086,-221.07198,1.3558317,127.44818,15.602251,-3.4300787,94,,194.11018,0.11,1880,8.9993,43.61313,-0.010100666,,178.50793,17.204996,,68.19344
1.7267702,15.824938,8.692402,17.204996,0.0010101006,2.5094083e-24,0.9999969,11.55811786117593,90.26359915733337,12.101621,-185.30618,0.46658108,44.325203,4.9400215,-3.3008485,95,0.57212037,199.16801,0.11,1900,10.45979,18.87546,0.010100666,,194.228,17.204996,,25.669428
1.8589661,15.814466,13.6385975,17.204996,-0.057512216,,0.9999969,10.313662838002891,91.66883325576782,12.073361,-1156.2401,0.844996,81.11961,14.398648,-3.1302376,96,,195.76167,0.11,1920,9.388844,40.03998,-0.5195751,,181.36302,17.204996,,43.63695
