IWNorm2,DenMISELogLast,LQGmu01,ReturnMin,DenMISELogFirst,Iteration,DenMISEMeanLog,TimeElapsed,URet,IWFirstEpisode,TimestepsSoFar,ReturnMax,ExplorationBonus,IWMean,ReturnLastEpisode,ReturnStepMax,ReturnMean,IWLastEpisode,IWMin,IWNorm1,LQGsigma,target_sum_log_mean,LQGmu1,ReturnAbsMax,SqrtESSClassic,Bound,MISE,IWMax
3.6055512,15.421484,0.001,,12.845262,13,16.266403,10.771641492843628,10.624430571156697,1.0,260,11.461241,nan,1.0,9.644078,0.7239796,9.809125,1.0,,13.0,0.11,16.266403,0.01,11.461241,3.6055512,nan,9.809125,1.0
3.7416575,12.969122,0.001,,12.845262,14,16.030882,11.532811164855957,10.310432311144677,1.0,280,11.461241,nan,1.0,9.38681,0.7239796,9.778959,1.0,,14.0,0.11,16.030882,0.01,11.461241,3.7416573,nan,9.778959,1.0
3.8729835,17.788704,0.001,,12.845262,15,16.14807,12.648078680038452,10.18782518893636,1.0,300,11.461241,nan,1.0,9.273511,0.7239796,9.745263,1.0,,15.0,0.11,16.14807,0.01,11.461241,3.8729832,nan,9.745263,1.0
27.428938,16.81674,0.0030303032,,12.845262,16,16.189861,13.619342565536499,10.792913992139784,0.012300691,320,11.461241,62.91705,2.2093143,9.800122,0.7239796,9.748692,0.013297465,,35.34903,0.11,11.251326,0.030303031,11.461241,1.2887495,83.33811,20.42106,25.934923
24.649443,16.104984,-0.001010101,,12.785405,17,16.212355,14.532112836837769,10.22362085834366,0.0025098026,340,11.461241,38.72374,2.086784,9.302909,0.7239796,9.722468,3.821836e-07,,35.475327,0.11,10.551592,-0.01010101,11.461241,1.4391938,61.19455,22.47081,20.190975
18.44313,8.589135,-0.001010101,,12.7283945,18,15.815687,15.426460266113281,12.653815112338,0.0026570451,360,11.461241,25.884636,1.80253,11.419372,0.79657674,9.816741,13.31256,,32.44554,0.11,10.586384,-0.01010101,11.461241,1.759221,45.81053,19.925896,13.31256
183.94437,13.324773,-0.0030303032,,12.674475,19,15.708453,16.319709062576294,13.959774189649146,1.9032355e-10,380,12.588783,43.57777,9.690756,12.588783,0.86498946,9.962639,183.9443,,184.12436,0.11,-3.1775105,-0.030303031,12.588783,1.0009785,165.56085,121.98308,183.9443
26.043453,12.410148,-0.0030303032,,12.623181,20,15.613706,17.222700119018555,15.715553360119943,2.0034079e-10,400,14.210256,31.270393,1.8507195,14.210256,0.88634396,10.175019,18.698421,,37.01439,0.11,-2.2517056,-0.030303031,14.210256,1.421255,56.072968,24.802574,18.698421
17.618942,14.680991,-0.0030303032,,12.574391,21,15.585427,18.10510540008545,14.38189992802408,2.1035779e-10,420,14.210256,23.508326,1.462309,12.978068,0.88634396,10.308497,10.380634,,30.708488,0.11,-1.3339608,-0.030303031,14.210256,1.7429247,42.881294,19.37297,10.380634
4.6944077e-14,8.3347025,-0.011111111,,12.527871,22,15.265722,18.981545209884644,14.087362004033206,,440,14.210256,38.317204,2.133923e-15,12.728561,0.88634396,10.4185,2.4505624e-28,,4.6946303e-14,0.11,-139.74425,-0.11111111,14.210256,1.0000474,38.317204,3.0323464e-14,4.6944077e-14
243.54372,6.7706356,-0.00909091,,12.48342,23,14.853852,19.87474799156189,16.903780799595793,,460,15.238588,38.82799,10.588858,15.238588,0.9875142,10.62807,243.54372,,243.54372,0.11,-86.74293,-0.09090909,15.238588,1.0,200.18723,161.35924,243.54372
31.837124,12.457288,-0.00909091,,12.44086,24,14.815295,20.746755361557007,17.074312785450978,,480,15.417968,26.460972,1.8754067,15.417968,0.9875142,10.827649,23.080708,,45.00976,0.11,-82.47879,-0.09090909,15.417968,1.4137509,55.21203,28.751059,23.080708
28.00232,14.866948,-0.0070707067,,12.400039,25,14.831086,21.49379062652588,16.808521379496305,2.7648294e-38,500,15.417968,23.744555,1.690579,15.178638,0.9875142,11.00169,24.051188,,42.264477,0.11,-43.891037,-0.07070707,15.417968,1.5093206,49.54595,25.801397,24.051188
18.164083,15.246198,-0.00909091,,12.360818,26,14.858492,22.378453493118286,17.361692253566254,,520,15.667683,17.819105,1.3744589,15.667683,0.99121064,11.18115,10.434211,,35.73593,0.11,-74.78907,-0.09090909,15.667683,1.9673952,38.977974,21.15887,10.4726715
15.744081,16.40825,-0.00909091,,12.323077,27,14.923142,23.29582715034485,17.573971731828976,,540,15.8689785,15.470924,1.2933463,15.8689785,0.9982752,11.354773,7.4798927,,34.92035,0.11,-71.33686,-0.09090909,15.8689785,2.2179987,35.508385,20.03746,7.752716
26.907413,15.330814,0.0030303032,,12.28671,28,14.943651,24.19705820083618,17.57474085044317,0.021503316,560,15.870295,19.389992,1.6489866,15.870295,0.9982752,11.516042,5.874251e-26,,46.171623,0.11,-2.046379,0.030303031,15.870295,1.7159443,34.668953,15.278961,17.981909
1.4642406e-14,15.103321,-0.021212121,,12.252386,29,14.960575,25.195780277252197,10.176992098598072,,580,15.870295,32.345806,5.0493143e-16,9.264292,0.9982752,11.438395,,,1.4643011e-14,0.11,-426.66165,-0.21212122,15.870295,1.0000412,32.345806,8.013411e-15,1.4642406e-14
853.41797,-18.362785,-0.015151516,,12.218484,30,13.817023,26.088550090789795,18.163335958924176,,600,16.407072,32.586246,28.44825,16.407072,0.9997845,11.604017,853.41797,,853.4475,0.11,-206.35756,-0.15151516,16.407072,1.0000346,499.33823,466.75198,853.41797
61.00496,2.8659317,-0.019191919,,12.185695,31,13.54118,27.051942825317383,18.61564057208168,,620,16.850573,32.45177,1.9816959,16.850573,0.99981815,11.773261,61.003452,,61.43257,0.11,-325.38504,-0.1919192,16.850573,1.0070095,65.83834,33.38657,61.003452
38.339764,16.002628,-0.015151516,,12.153946,32,13.621767,28.022425174713135,18.34708268932387,,640,16.850573,22.176313,1.7269465,16.592064,0.9999528,11.923849,23.191006,,55.262287,0.11,-192.72565,-0.15151516,16.850573,1.4413831,50.66545,28.489136,30.491241
27.32088,14.57798,-0.017171716,,12.123175,33,13.659164,29.00456476211548,18.276717457210946,,660,16.850573,16.992138,1.5256764,16.532112,0.9999528,12.063493,14.031328,,50.34732,0.11,-241.91032,-0.17171717,16.850573,1.8428147,42.342857,25.35072,19.799236
22.770393,13.32374,-0.017171716,,12.093321,34,13.657523,29.94825577735901,18.45210518749803,,680,16.850573,14.379333,1.4306389,16.6896,0.9999528,12.199555,12.47727,,48.641724,0.11,-234.32921,-0.17171717,16.850573,2.1361828,38.176968,23.797636,12.749696
20.041945,14.195801,-0.021212121,,12.064334,35,13.68034,30.770834922790527,18.53097559944849,,700,16.850573,22.198652,0.7781992,16.76617,0.9999528,12.33003,19.077856,,27.23697,0.11,-352.27567,-0.21212122,16.850573,1.3589984,35.253876,13.055223,19.077856
21.041904,11.018445,-0.019191919,,12.036163,36,13.597181,31.60237455368042,18.267167531746768,,720,16.850573,13.788446,1.2573234,16.515305,0.9999528,12.446287,11.504152,,45.26364,0.11,-277.9823,-0.1919192,16.850573,2.151119,34.77238,20.983934,11.541218
28.321215,9.579316,-0.023232324,,12.008764,37,13.492033,32.65885782241821,18.729188488093442,,740,16.960066,25.780602,0.8722931,16.960066,0.99995995,12.568282,28.084732,,32.274845,0.11,-401.5501,-0.23232323,16.960066,1.1395996,40.553062,14.772461,28.084732
16.75056,13.548861,-0.023232324,,11.982096,38,13.485284,33.62121367454529,18.33647474801181,,760,16.960066,23.691631,0.5384268,16.58284,0.99995995,12.673927,0.09705647,,20.460218,0.11,-390.68784,-0.23232323,16.960066,1.2214646,32.80245,9.110816,16.397387
19.62223,19.388266,-0.019191919,,11.9561205,39,13.623176,34.55232095718384,18.608753925444802,,780,16.960066,11.249817,1.2758142,16.841114,0.9999613,12.780779,2.080922,,49.756752,0.11,-255.41,-0.1919192,16.960066,2.5357337,32.52726,21.277445,9.408059
18.176966,16.99121,-0.019191919,,11.930802,40,13.7118225,35.54293870925903,18.532580917771128,,800,16.960066,10.162174,1.2583716,16.768505,0.9999613,12.880472,7.603555,,50.33486,0.11,-248.54927,-0.1919192,16.960066,2.7691565,31.167694,21.00552,7.7739573
21.356518,11.910709,-0.023232324,,11.90611,41,13.672241,36.51361560821533,18.71065589759651,,820,16.960066,15.1005125,0.9582069,16.93953,0.9999613,12.979474,15.6175,,39.286484,0.11,-360.80942,-0.23232323,16.960066,1.8395548,31.302395,16.201883,15.6175
20.406116,18.62141,-0.00909091,,11.882012,42,13.786693,37.44763517379761,18.652206094579256,,840,16.960066,11.306317,1.1790327,16.887777,0.9999613,13.072529,3.3997343e-12,,49.51937,0.11,-51.202393,-0.09090909,16.960066,2.4266925,29.62772,18.321402,9.369459
25.41348,7.481777,-0.0030303032,,11.858481,43,13.642081,38.54302430152893,17.31912782065855,4.3040121e-10,860,16.960066,13.802614,1.1610271,15.625662,0.9999613,13.131904,1.8195205e-07,,49.924164,0.11,-11.916538,-0.030303031,16.960066,1.9644756,29.088171,15.285557,14.223816
71.823,10.740909,-0.005050505,,11.835492,44,13.576767,39.55013585090637,15.5458349816646,8.618146e-22,880,16.960066,24.486273,1.78727,14.016165,0.9999613,13.151999,71.71503,,78.63988,0.11,-17.875975,-0.05050505,16.960066,1.0949122,49.523575,25.0373,71.71503
31.643555,10.566756,-0.005050505,,11.81302,45,13.512804,40.537789821624756,15.72790195097383,8.814008e-22,900,16.960066,17.095133,1.0909411,14.20957,0.9999613,13.175502,14.4606695,,49.092346,0.11,-17.18455,-0.05050505,16.960066,1.5514169,32.435997,15.340862,27.889011
26.790789,13.814255,-0.005050505,,11.79104,46,13.517581,41.53242588043213,16.06262447983944,9.009887e-22,920,16.960066,13.579951,1.1256931,14.488837,0.9999613,13.204053,16.411325,,51.781883,0.11,-16.449837,-0.05050505,16.960066,1.9328241,29.562586,15.982635,17.600655
21.734665,16.37289,-0.015151516,,11.769534,47,13.5782795,42.57182216644287,14.609585195796678,,940,16.960066,14.552658,0.8257901,13.153707,0.9999613,13.202982,1.3118203e-30,,38.812134,0.11,-132.61143,-0.15151516,16.960066,1.785725,28.176563,13.623905,17.312157
35.959633,9.44699,-0.013131313,,11.748481,48,13.486939,43.57812452316284,17.488087423269732,,960,16.960066,19.46877,0.9904299,15.771704,0.9999613,13.256497,35.259453,,47.540634,0.11,-95.300255,-0.13131313,16.960066,1.3220556,35.216446,15.747678,35.259453
26.75384,17.23503,-0.013131313,,11.727861,49,13.559488,44.618257999420166,17.756455159893022,,980,16.960066,14.239384,0.97785,16.042458,0.9999613,13.313354,15.5832815,,47.91465,0.11,-92.94756,-0.13131313,16.960066,1.7909448,29.864124,15.624741,20.750965
25.121555,9.989893,-0.011111111,,11.707659,50,13.485443,45.687307357788086,17.548913963215412,,1000,16.960066,11.950246,1.0626799,15.840005,0.9999613,13.363886,17.596107,,53.133995,0.11,-63.460342,-0.11111111,16.960066,2.1150758,28.743107,16.792862,17.596107
22.348719,12.674346,-0.00909091,,11.687856,51,13.468884,46.71914768218994,17.149760290293102,,1020,16.960066,8.760045,1.2535545,15.489814,0.9999613,13.40557,9.046874,,63.93128,0.11,-40.583427,-0.09090909,16.960066,2.8606238,28.236568,19.476522,9.116404
27.721136,10.954522,-0.005050505,,11.668438,52,13.423922,47.761571407318115,17.30916022712145,1.0185071e-21,1040,16.960066,11.255171,1.1771013,15.637509,0.9999613,13.448492,0.009765895,,61.209263,0.11,-14.119493,-0.05050505,16.960066,2.208036,27.636911,16.38174,16.009464
34.865974,11.7694,-0.001010101,,11.64939,53,13.393942,48.785340309143066,15.008336622203252,0.00781636,1060,16.960066,11.914734,1.361163,13.553124,0.9999613,13.450467,0.0012482262,,72.14164,0.11,-10.439703,-0.01010101,16.960066,2.069113,27.310394,15.395659,21.891422
21.798466,12.811856,-0.00909091,,11.630845,54,13.386755,50.23897314071655,11.907463923590429,,1080,16.960066,8.035463,1.2288886,10.776079,0.9999613,13.400941,7.5647036e-33,,66.359985,0.11,-39.18653,-0.09090909,16.960066,3.0442502,27.146713,19.11125,8.182021
23.374477,11.346962,-0.023232324,,11.612496,55,13.352638,51.78002095222473,17.113438248369956,,1100,16.960066,11.40377,0.90479606,15.432571,0.9999613,13.43788,9.95471e-38,,49.763783,0.11,-300.57516,-0.23232323,16.960066,2.1289794,26.695702,15.291931,15.171309
22.159163,3.6527314,-0.019191919,,11.594478,56,13.176477,52.781068325042725,18.245532101920155,,1120,16.960066,8.017932,1.1894654,16.491714,0.9999613,13.4924135,7.5994015,,66.61006,0.11,-194.35938,-0.1919192,16.960066,3.0059829,27.852966,19.835033,8.947634
21.11922,16.365093,-0.019191919,,11.576778,57,13.234645,53.85422134399414,18.476233029712283,,1140,16.960066,7.4773808,1.1858397,16.716053,0.9999998,13.548968,7.589631,,67.59286,0.11,-190.6269,-0.1919192,16.960066,3.2005374,27.25872,19.78134,7.852718
20.31334,16.60802,-0.019191919,,11.559386,58,13.295066,54.97199749946594,18.36267275203691,,1160,16.960066,7.032516,1.183664,16.605602,0.9999998,13.601668,6.9451632,,68.65251,0.11,-187.02048,-0.1919192,16.960066,3.3796763,26.76954,19.737024,7.0229506
22.091621,10.873738,-0.00909091,,11.542292,59,13.256315,56.073049545288086,18.40027753324583,,1180,16.960066,7.339011,1.2045432,16.648533,0.9999998,13.65331,4.9877843e-13,,71.068054,0.11,-36.11127,-0.09090909,16.960066,3.2169688,26.059067,18.720055,7.7633257
28.647797,14.377027,-0.013131313,,11.525485,60,13.277461,57.15081477165222,17.916161656307334,,1200,16.960066,10.28745,1.0886694,16.199928,0.9999998,13.695754,15.38727,,65.32017,0.11,-77.7241,-0.13131313,16.960066,2.2801113,27.741455,17.454006,16.885756
27.11992,13.222378,-0.013131313,,11.508955,61,13.27653,58.205771684646606,17.659502948596085,,1220,16.960066,9.208538,1.1253512,15.943253,0.9999998,13.732598,13.465054,,68.64642,0.11,-76.190544,-0.13131313,16.960066,2.5312178,27.236921,18.028383,13.465054
25.108383,13.701141,-0.013131313,,11.492695,62,13.284119,59.26034593582153,17.813192754814946,,1240,16.960066,8.378792,1.1196836,16.092392,0.9999998,13.770659,9.900727,,69.42039,0.11,-74.7037,-0.13131313,16.960066,2.7648292,26.332724,17.953932,11.211069
29.785637,14.397042,-0.005050505,,11.476694,63,13.302633,60.341938495635986,17.597038965394354,1.2337815e-21,1260,16.960066,9.323395,1.1677271,15.89086,0.9999998,13.804313,1.5785641e-05,,73.56681,0.11,-13.120083,-0.05050505,16.960066,2.4698753,25.507477,16.184082,14.830103
20.435604,6.842942,-0.019191919,,11.460946,64,13.2029085,61.375744581222534,15.525644203244317,,1280,16.960066,6.503988,1.1239386,14.033521,0.9999998,13.807895,,,71.93207,0.11,-170.53946,-0.1919192,16.960066,3.5199385,25.245281,18.741293,6.908171
25.114996,7.1932974,-0.013131313,,11.445442,65,13.111743,62.406041383743286,17.891127640114647,,1300,16.960066,7.292917,1.2060425,16.15771,0.9999998,13.844046,9.028972,,78.39276,0.11,-71.200264,-0.13131313,16.960066,3.1213527,26.638315,19.345398,9.953669
