IWNorm1,IWMin,TimestepsSoFar,ReturnMax,IWMean,LQGmu01,ReturnLastEpisode,IWMax,ExplorationBonus,ReturnAbsMax,DenMISELogLast,DenMISELogFirst,ReturnStepMax,URet,MISE,IWFirstEpisode,ReturnMean,Iteration,ReturnMin,TimeElapsed,LQGmu1,DenMISEMeanLog,LQGsigma,Bound,IWLastEpisode,target_sum_log_mean,SqrtESSClassic,IWNorm2
15.422825,,340,9.553689,0.907225,0.011111111,8.996196,14.475944,17.971664,9.553689,15.216897,11.133736,0.57715887,9.88119824567813,8.162367,,9.149111,17,,15.227839469909668,0.11111111,15.552681,0.11,26.134031,14.475944,-37.39204,1.0631946,14.506116
18.055351,,360,9.553689,1.0030751,0.011111111,8.986876,8.826101,12.844369,9.553689,10.50813,11.076577,0.57715887,9.871077238190848,9.020043,,9.140098,18,,16.094928979873657,0.11111111,15.25568,0.11,21.864412,8.826101,-34.609936,1.4876074,12.137176
18.818731,,380,9.553689,0.99045956,0.00909091,9.0147505,6.2198477,10.229188,9.553689,16.141314,11.022511,0.57715887,9.900921849635916,8.933122,8.036374e-35,9.133501,19,,16.988291263580322,0.09090909,15.294696,0.11,19.16231,5.763489,-9.817347,1.8679271,10.07466
13.536186,,400,9.553689,0.6768093,0.001010101,9.024832,6.542365,12.626872,9.553689,13.742959,10.971217,0.57715887,9.912120638838479,6.393585,6.542365,9.128068,20,,17.906249284744263,0.01010101,15.212039,0.11,19.020458,3.5215473e-36,-30.209082,1.5132313,8.94522
14.689984,,420,9.688149,0.6995231,0.011111111,9.688149,6.879513,12.542584,9.688149,9.139693,11.205437,0.61800236,10.647141173893225,6.290992,,9.154738,21,,18.705945014953613,0.11111111,14.904692,0.11,18.833576,,-33.89277,1.544841,9.509059
3.6930827e-18,,440,9.688149,1.6786639e-19,0.017171716,9.002522,3.692879e-18,19.375237,9.688149,2.4340093,11.158916,0.61800236,9.884116043360915,1.5112209e-18,,9.147819,22,,19.45616888999939,0.17171717,14.321369,0.11,19.375237,3.692879e-18,-159.585,1.0000548,3.69288e-18
23.0,,460,9.688149,1.0,0.017171716,8.820846,23.0,19.376299,9.688149,14.306591,11.114465,0.61800236,9.687974211086196,8.820846,,9.133603,23,,20.521987676620483,0.17171717,14.278206,0.11,28.197144,23.0,-151.88818,1.0,23.0
12.340489,,480,9.688149,0.51418704,0.019191919,8.7983,12.045824,18.919292,9.688149,12.882797,11.071905,0.61800236,9.662553043072368,4.5242486,,9.119632,24,,21.408809185028076,0.1919192,14.208159,0.11,23.44354,12.045824,-203.58752,1.0241556,12.049428
33.65271,,500,9.688149,1.3461084,0.019191919,8.738514,24.994972,15.175053,9.688149,13.806415,11.031083,0.61800236,9.59770736788452,11.783965,,9.104387,25,,22.33199667930603,0.1919192,14.169659,0.11,26.959019,24.994972,-194.763,1.2768521,26.355997
29.937492,,520,9.688149,1.151442,0.019191919,8.791871,12.998694,11.46492,9.688149,15.748914,10.991862,0.61800236,9.655603542965455,10.098612,,9.092367,26,,23.266123294830322,0.1919192,14.230896,0.11,21.563532,10.114843,-186.57741,1.690051,17.713959
20.982944,,540,9.688149,0.7771461,0.017171716,8.779177,13.020418,13.169322,9.688149,15.781886,10.954123,0.61800236,9.642684120616488,6.8476257,,9.080768,27,,24.25773572921753,0.17171717,14.287903,0.11,20.016949,0.4169793,-127.35272,1.4713209,14.261297
1.9085114,,560,9.688149,0.06816112,0.021212121,8.832966,1.9040657,19.331203,9.688149,15.525256,10.917754,0.61800236,9.698864795406575,0.5956336,,9.071918,28,,25.202327966690063,0.21212122,14.320872,0.11,19.926838,4.1797494e-09,-232.86783,1.0023328,1.9040697
28.55186,,580,9.688149,0.9845469,0.021212121,8.701952,26.700754,18.163351,9.688149,15.922484,10.882663,0.61800236,9.559743096740585,8.56982,,9.05916,29,,26.352555513381958,0.21212122,14.344493,0.11,26.733171,26.700754,-224.1756,1.06678,26.764526
31.159977,,600,9.688149,1.0386659,0.021212121,8.678488,14.978565,12.960264,9.688149,13.547427,10.848762,0.61800236,9.530477688083336,9.028906,,9.046472,30,,27.271912336349487,0.21212122,14.308972,0.11,21.98917,14.978565,-216.16129,1.4950544,20.842035
31.546745,,620,9.688149,1.0176369,0.021212121,8.706569,10.3234825,10.626433,9.688149,7.2414193,10.815971,0.61800236,9.562032415144143,8.851095,,9.035506,31,,28.201825618743896,0.21212122,14.076833,0.11,19.477528,9.422457,-208.88237,1.8234056,17.301003
