IWMean,LQGmu01,TimestepsSoFar,ReturnLastEpisode,MISE,Bound,IWFirstEpisode,URet,DenMISELogLast,SqrtESSClassic,IWNorm2,LQGsigma,TimeElapsed,IWMin,DenMISELogFirst,ReturnMean,ReturnMax,ExplorationBonus,ReturnMin,IWMax,target_sum_log_mean,ReturnStepMax,LQGmu1,DenMISEMeanLog,Iteration,ReturnAbsMax,IWNorm1,IWLastEpisode
3.2288647,-0.045454547,580,17.35376,56.027523,135.70462,,19.138745702801156,13.39328,1.0167745,92.09227,0.11,33.61508321762085,,10.175598,13.554513,17.35376,79.6771,,92.07909,-1512.292,0.9999868,-0.45454547,9.423411,29,17.35376,93.63708,92.07909
1.4204786,-0.045454547,600,17.346088,24.640833,79.99209,,19.130298185889025,12.56213,1.455979,29.268524,0.11,34.691166162490845,,10.141697,13.680898,17.35376,55.351254,,22.814615,-1461.3667,0.9999868,-0.45454547,9.544647,30,17.35376,42.614357,18.270205
0.80468684,-0.04949495,620,17.365868,13.972528,84.01589,,19.150575101355088,6.819424,1.1456131,21.774622,0.11,35.80581307411194,,10.108907,13.799769,17.365868,70.043365,,21.62822,-1656.5638,0.9999868,-0.4949495,9.460196,31,17.365868,24.945292,21.62822
4.1942163e-16,-0.06767677,640,17.350689,7.28362e-15,79.85659,,19.13602487163709,17.29718,1.000004,1.3421438e-14,0.11,37.98879623413086,,10.077158,13.910735,17.365868,79.85659,,1.3421438e-14,-2905.9736,0.9999868,-0.67676765,9.694129,32,17.365868,1.3421492e-14,2.6612892e-20
0.88246614,-0.053535353,660,17.342003,15.304523,91.78464,,19.127582708606475,7.079804,1.0393298,28.019384,0.11,40.32953691482544,,10.046387,14.014713,17.365868,76.48011,,27.9985,-1802.3904,0.9999868,-0.53535354,9.585068,33,17.365868,29.121382,27.9985
1.1439707,-0.06969697,680,17.35784,19.85686,98.9916,,19.14460763569087,10.628531,1.0,38.895004,0.11,41.650946617126465,,10.016534,14.113039,17.365868,79.13474,,38.895004,-2894.2498,0.9999891,-0.6969697,9.605837,34,17.365868,38.895004,38.895004
19.082298,-0.05959596,700,17.320145,330.5088,409.1853,,19.10549464264079,-3.5428941,1.0015172,666.8687,0.11,43.234561920166016,,9.987546,14.20467,17.365868,78.67651,,666.868,-2082.3962,0.9999891,-0.5959596,9.22379,35,17.365868,667.88043,666.868
1.8103697,-0.06363636,720,17.375813,31.43375,92.93494,,19.162506176607998,14.013523,1.2766483,51.050323,0.11,44.99582004547119,,9.959375,14.292759,17.375813,61.50119,,49.007412,-2294.367,0.9999891,-0.6363636,9.413532,36,17.375813,65.17331,49.007412
0.49339548,-0.053535353,740,17.368048,8.5569315,79.506775,,19.153378984521414,10.945507,1.1022193,16.562613,0.11,46.52306365966797,,9.931976,14.3758745,17.375813,70.949844,,16.512768,-1607.3464,0.9999891,-0.53535354,9.461931,37,17.375813,18.255632,0.00045351096
4.172747e-18,-0.09191919,760,17.336018,7.2429873e-17,77.90087,,19.121670950914687,4.256146,1.0000004,1.5856436e-16,0.11,48.0064857006073,,9.905308,14.4537735,17.375813,77.90087,,1.5856436e-16,-4441.486,0.9999891,-0.9191919,9.309904,38,17.375813,1.5856441e-16,
2.1549702,-0.05959596,780,17.336285,37.35378,78.89228,,19.122151127259833,-0.15706888,1.8683981,44.981762,0.11,48.969878911972046,,9.879333,14.527683,17.375813,41.5385,,26.595871,-1867.8373,0.9999891,-0.5959596,9.041853,39,17.375813,84.04384,24.66267
1.5660335,-0.089898996,800,17.279007,27.059504,104.38977,,19.06779360915797,13.083463,1.0,62.64134,0.11,49.87288999557495,,9.854015,14.596466,17.375813,77.33027,,62.64134,-4040.5078,0.9999891,-0.8989899,9.160365,40,17.375813,62.64134,62.64134
0.61029315,-0.089898996,820,17.343977,10.545259,87.60497,,19.129630081388676,-2.8648498,1.0,25.022018,0.11,50.858973026275635,,9.829322,14.663479,17.375813,77.059715,,25.022018,-3942.8342,0.9999891,-0.8989899,8.865962,41,17.375813,25.022018,4.558052e-15
0.28618214,-0.0959596,840,17.255016,4.938524,76.91553,,19.043843538931455,17.362474,1.0669829,11.265082,0.11,52.187278747558594,,9.805224,14.725182,17.375813,71.977005,,11.2379265,-4376.2163,0.9999891,-0.959596,9.056079,42,17.375813,12.0196495,11.2379265
0.013585924,-0.1,860,17.276253,0.23442985,75.7023,,19.064411625444293,17.446228,1.0142765,0.57597184,0.11,54.389559507369995,,9.781694,14.784509,17.375813,75.46787,,0.57593215,-4636.89,0.9999891,-1.0,9.234158,43,17.375813,0.5841947,0.0017261839
0.53241414,-0.1,880,17.203178,9.159915,83.562805,,18.991277354952484,14.476769,1.0255033,22.843636,0.11,56.42826724052429,,9.758705,14.83948,17.375813,74.40289,,22.836231,-4531.106,0.9999993,-1.0,9.331148,44,17.375813,23.426222,22.836231
0.12269123,0.0030303032,900,17.17907,1.1189039,73.187996,0.27552688,18.965723646519585,10.299263,1.0554196,5.231195,0.11,58.46823716163635,,9.736232,14.891471,17.375813,72.06909,,5.223889,-189.24785,0.9999993,0.030303031,9.340275,45,17.375813,5.5211053,
0.11057933,0.0030303032,920,17.170086,1.0086677,72.46074,0.27993572,18.955048296463833,-30.826193,1.0613136,4.7927856,0.11,60.09829044342041,,9.720357,14.941006,17.375813,71.45207,,4.7845526,-201.08806,0.9999993,0.030303031,8.44812,46,17.375813,5.086649,
1.9498048,0.00909091,940,9.114754,17.787401,71.22852,3.0011314e-34,10.010302698151374,15.897069,1.4148247,64.77186,0.11,61.932288646698,,9.704918,14.817042,17.375813,53.441124,,46.493233,-245.94066,0.9999993,0.09090909,8.587804,47,17.375813,91.64082,1.4063814e-20
1.1819625,-0.005050505,960,9.030374,17.651144,70.817986,7.4106e-21,9.91794069941237,13.4879675,1.4180464,40.008705,0.11,63.37041616439819,,9.683865,14.696487,17.375813,53.166843,,33.629055,-184.10262,0.9999993,-0.05050505,8.69764,48,17.375813,56.7342,
0.91574484,-0.017171716,980,13.138556,15.2960825,70.50063,,14.573050496921914,1.4048378,1.3618883,32.948,0.11,64.77704358100891,,9.663245,14.664693,17.375813,55.204548,,29.564018,-284.85373,0.9999993,-0.17171717,8.547657,49,17.375813,44.8715,
1.140033,-0.013131313,1000,15.978599,18.205437,84.4979,,17.707241891086124,0.8533409,1.1310132,50.39875,0.11,67.01841878890991,,9.643043,14.69097,17.375813,66.292465,,50.19334,-229.40625,0.9999993,-0.13131313,8.388924,50,17.375813,57.00165,50.19334
0.5144756,-0.039393943,1020,15.960547,8.882766,69.59393,,17.659115419788385,11.46996,1.2317079,21.302334,0.11,69.04514265060425,,9.6232395,14.715863,17.375813,60.711166,,21.123999,-821.37854,0.9999993,-0.3939394,8.446143,51,17.375813,26.238255,
1.4439098,-0.033333335,1040,17.043808,24.836336,68.90947,,18.821172142746224,-11.1781225,1.69229,44.367874,0.11,70.73763060569763,,9.603822,14.760632,17.375813,44.07313,,34.043186,-613.4939,0.9999993,-0.33333334,8.058274,52,17.375813,75.083305,0.38151836
0.88969725,-0.037373737,1060,17.169376,15.290204,71.72085,,18.946545554300048,10.516566,1.3183556,35.76725,0.11,72.43255019187927,,9.584774,14.806081,17.375813,56.430645,,34.902184,-723.8637,0.9999993,-0.37373737,8.108107,53,17.375813,47.153954,34.902184
0.5962186,0.0030303032,1080,17.183418,5.4352794,68.216896,0.32663226,18.963579412111585,11.163175,1.1820594,27.237045,0.11,73.93949437141418,,9.566082,14.850105,17.375813,62.781616,,26.755686,-182.84584,0.9999993,0.030303031,8.159798,54,17.375813,32.195805,
1.7855841,0.0070707067,1100,13.156138,16.188343,68.08269,1.1890824e-18,14.421397196900935,-59.269375,1.4265944,68.840256,0.11,75.68510103225708,,9.553763,14.819306,17.375813,51.89434,,52.61776,-210.96243,0.9999993,0.07070707,6.9248695,55,17.375813,98.20712,4.6989777e-36
0.4366522,0.005050505,1120,9.0478115,3.97118,67.36543,1.1890391e-07,9.937421952013217,10.837732,1.1650448,20.988485,0.11,77.4564483165741,,9.535745,14.716243,17.375813,63.394257,,20.765873,-190.70361,0.9999993,0.05050505,6.999986,56,17.375813,24.452524,0.029621279
0.40104625,0.0030303032,1140,9.123226,3.656773,65.54623,0.34270585,10.022416770813976,13.86781,1.1906121,19.199903,0.11,78.84312224388123,,9.518044,14.61812,17.375813,61.889454,,18.859982,-175.04451,0.9999993,0.030303031,7.109749,57,17.375813,22.859636,0.04947973
1.617082,-0.065656565,1160,9.1278305,28.076357,64.845695,,10.027162133099639,15.266192,1.99948,46.907574,0.11,80.25268959999084,,9.506647,14.52346,17.375813,36.76934,,31.310202,-2228.0784,0.9999993,-0.65656567,7.2393904,58,17.375813,93.79076,
0.39301008,-0.053535353,1180,16.85387,6.815856,64.24856,,18.632077599298505,-59.33958,1.2772629,18.154129,0.11,81.66509413719177,,9.489553,14.56296,17.375813,57.432705,,17.865314,-1495.576,0.9999993,-0.53535354,6.1172495,59,17.375813,23.187595,
0.9539608,-0.023232324,1200,17.393932,16.199188,63.886642,,19.18155097286993,15.005508,1.5365428,37.25093,0.11,83.00133085250854,,9.472746,14.610142,17.393932,47.687454,,29.908646,-385.41388,0.9999993,-0.23232323,6.2547483,60,17.393932,57.237648,
0.865609,-0.087878786,1220,17.24509,14.953686,63.368393,,19.02616992822104,-2.569913,1.5102441,34.962658,0.11,84.60034084320068,,9.456217,14.6533375,17.393932,48.414707,,28.102951,-3736.9387,0.9999993,-0.8787879,6.107011,61,17.393932,52.802147,
1.3886837,-0.02727273,1240,17.116817,23.69334,63.041996,,18.899115282278395,-59.389175,1.8543373,46.430813,0.11,86.46616315841675,,9.439956,14.69307,17.393932,39.348656,,27.216904,-464.79645,0.9999993,-0.27272728,5.0464892,62,17.393932,86.09839,1.0915605e-30
10.834306,-0.081818186,1260,17.241377,186.79916,259.46075,,19.02672174424854,-26.654335,1.0021335,681.10815,0.11,88.12439322471619,,9.423956,14.7335205,17.393932,72.661606,,681.10724,-3149.4177,0.9999993,-0.8181818,4.546114,63,17.393932,682.5613,681.10724
0.93810445,-0.081818186,1280,17.254822,16.175022,87.09483,,19.039927747483233,-29.868553,1.0246891,58.5921,0.11,89.69973635673523,,9.408207,14.772915,17.393932,70.91981,,58.58141,-3102.3354,0.9999993,-0.8181818,4.0318193,64,17.393932,60.038685,
0.97507894,-0.079797976,1300,17.325073,16.864784,70.28959,,19.11290015910934,12.515048,1.3575702,46.686447,0.11,91.3638665676117,,9.392703,14.812179,17.393932,53.424805,,41.142982,-2908.86,0.9999993,-0.7979798,4.1574116,65,17.393932,63.38013,41.142982
0.74762803,-0.013131313,1320,17.33814,11.934599,62.451508,,19.12766402481773,16.880817,1.4329467,34.43495,0.11,92.97407484054565,,9.377436,14.8504505,17.393932,50.51691,,33.063683,-226.36353,0.9999993,-0.13131313,4.347053,66,17.393932,49.34345,
0.02427447,0.011111111,1340,17.286982,0.21958762,61.928867,,19.069633382201964,-38.867367,1.1708287,1.3890926,0.11,94.58119440078735,,9.362398,14.886817,17.393932,61.70928,,1.3676555,-277.08743,0.9999993,0.11111111,3.696842,67,17.393932,1.6263895,
0.20377278,0.011111111,1360,9.02197,1.8390164,65.91909,,9.905657920947297,-8.124655,1.1254151,12.312389,0.11,96.10160112380981,,9.347583,14.80057,17.393932,64.08007,,12.234544,-273.09528,0.9999993,0.11111111,3.508753,68,17.393932,13.856549,12.234544
3.8314157,0.013131313,1380,8.956213,34.314953,106.29372,,9.836714958885763,13.088824,1.0000865,264.3448,0.11,97.61886358261108,,9.332984,14.715869,17.393932,71.97877,,264.3448,-296.3099,0.9999993,0.13131313,3.6359482,69,17.393932,264.36768,264.3448
1.7593857,0.013131313,1400,8.935152,15.737061,66.78244,,9.813361575153134,10.800998,1.407686,87.48897,0.11,99.26686882972717,,9.318595,14.633286,17.393932,51.045383,,67.62326,-291.8624,0.9999993,0.13131313,3.7466288,70,17.393932,123.157,67.62326
1.8177782,-0.045454547,1420,8.967619,31.4999,61.4506,,9.849382150245475,15.537714,2.394909,53.89026,0.11,100.83386588096619,,9.304411,14.553489,17.393932,29.950699,,28.089125,-1174.5684,0.9999993,-0.45454547,3.9164653,71,17.393932,129.06226,
0.6069478,-0.017171716,1440,16.833548,10.13241,61.15068,,18.609872959988422,-59.538708,1.4035147,31.13629,0.11,102.4100866317749,,9.290424,14.585157,17.393932,51.018272,,26.50415,-314.97278,0.9999993,-0.17171717,3.0433202,72,17.393932,43.70024,8.196174e-24
1.0267503,-0.0070707067,1460,16.950726,15.634498,60.84676,6.282697e-37,18.712412913174155,-21.100243,1.5810511,47.406925,0.11,103.9891209602356,,9.276631,14.617562,17.393932,45.21226,,39.34572,-203.2006,0.9999993,-0.07070707,2.7062404,73,17.393932,74.952774,5.8979553e-28
0.99342644,-0.1,1480,15.150796,17.073542,59.63861,,16.765389111530062,11.045903,1.6765654,43.847713,0.11,105.40452647209167,,9.263025,14.624767,17.393932,42.56507,,32.69327,-4954.1743,0.9999993,-1.0,2.8171957,74,17.393932,73.51356,
1.0074416,0.015151516,1500,16.868576,8.94197,58.93445,,18.64819324488033,-59.57953,1.4251245,53.01861,0.11,106.62965726852417,,9.249602,14.654684,17.393932,49.992477,,37.488205,-322.2888,0.9999993,0.15151516,1.983361,75,17.393932,75.55812,
1.5745265,-0.06767677,1520,14.86196,27.307035,58.832726,,16.240663464492822,-59.592777,2.2562542,53.036587,0.11,108.00885772705078,,9.236357,14.657412,17.393932,31.525692,,28.226446,-2316.2756,0.9999993,-0.67676765,1.1708466,76,17.393932,119.66402,
1.3648965,-0.05959596,1540,16.831785,23.66681,58.58001,,18.610358166114583,-59.605846,2.034086,51.66794,0.11,109.30049467086792,,9.223285,14.68565,17.393932,34.9132,,29.67554,-1811.3677,0.9999993,-0.5959596,0.38648918,77,17.393932,105.09703,
0.9817814,0.001010101,1560,17.366465,9.7409725,58.015663,38.05888,19.153558428527013,10.937886,1.4687796,52.13781,0.11,110.67842078208923,,9.2103815,14.720021,17.393932,48.274693,,38.05888,-202.11989,0.9999993,0.01010101,0.5241881,78,17.393932,76.57895,
0.9476294,-0.079797976,1580,15.552511,16.400389,57.785263,,17.126009550217486,-59.63149,1.7106547,43.762615,0.11,111.92925429344177,,9.595032,14.730558,17.393932,41.384872,,30.621588,-3076.5513,0.9999993,-0.7979798,-0.23959398,79,17.393932,74.862724,
0.46590558,-0.017171716,1600,16.882187,7.7763023,57.322052,,18.662183200598108,-59.64407,1.4267097,26.12476,0.11,113.30237984657288,,9.582453,14.757452,17.393932,49.54575,,21.525312,-309.52725,0.9999993,-0.17171717,-0.984303,80,17.393932,37.272446,
1.3837261,-0.033333335,1620,17.320417,23.789383,56.625923,,19.10677767064572,-20.09369,2.1494758,52.14379,0.11,114.65732145309448,,9.57003,14.789096,17.393932,32.83654,,29.204224,-656.3697,0.9999993,-0.33333334,-1.2273068,81,17.393932,112.08182,
0.32679424,-0.053535353,1640,16.995148,5.6647315,56.259804,,18.770396692989564,11.106847,1.3929626,19.237507,0.11,116.01425504684448,,9.55776,14.815998,17.393932,50.595074,,18.781464,-1415.6868,0.9999993,-0.53535354,-1.0742301,82,17.393932,26.797127,
1.5303483,-0.02727273,1660,17.28702,26.060614,56.09958,,19.071962933930205,6.7983646,2.342771,54.21738,0.11,117.35042691230774,,9.545639,14.845769,17.393932,30.038965,,25.441496,-485.5034,0.9999993,-0.27272728,-0.98770714,83,17.393932,127.018906,9.183242e-08
1.4070135,-0.06969697,1680,17.375576,24.39315,55.678307,,19.161149167009135,0.14374427,2.246223,52.61683,0.11,118.83895492553711,,9.533663,14.875887,17.393932,31.285156,,35.901672,-2246.519,0.9999993,-0.6969697,-0.96998566,84,17.393932,118.18913,1.5565221e-14
1.8020494,-0.043434344,1700,17.177334,31.1429,57.428955,,18.957920844606654,-34.444717,2.66963,57.37656,0.11,120.2768542766571,,9.521828,14.902962,17.393932,26.286053,,29.639973,-950.53125,0.9999993,-0.43434343,-1.360854,85,17.393932,153.1742,29.639973
1.2091125,-0.011111111,1720,17.362045,19.221743,55.279274,,19.149074013534623,10.241386,1.9434546,53.504555,0.11,121.64695501327515,,9.510132,14.931556,17.393932,36.057533,,31.761742,-233.44754,0.9999993,-0.11111111,-1.2187904,86,17.393932,103.98367,
1.0615135,-0.021212121,1740,16.634846,17.828909,55.047615,,18.368803586492017,-43.313614,1.8802325,49.11716,0.11,122.95286202430725,,9.498571,14.951134,17.393932,37.218708,,33.534195,-351.07288,0.9999993,-0.21212122,-1.7019969,87,17.393932,92.35168,33.534195
0.6742336,0.015151516,1760,16.764614,5.9845943,54.841705,,18.530447529484984,12.475476,1.4303939,41.479874,0.11,124.49295735359192,,9.487143,14.971742,17.393932,48.857113,,29.327194,-339.2828,0.9999993,0.15151516,-1.5416152,88,17.393932,59.332558,
1.0907478,-0.04949495,1780,9.252501,18.903635,54.51873,,10.132210064328035,-59.74852,1.9596027,49.538895,0.11,125.84188270568848,,9.475842,14.907482,17.393932,35.615097,,30.582947,-1197.2495,0.9999993,-0.4949495,-2.2002478,89,17.393932,97.07655,
0.9109644,-0.0979798,1800,16.873827,15.658874,54.059395,,18.651842011558905,-59.761852,1.8150629,45.170227,0.11,127.26219344139099,,9.464669,14.92933,17.393932,38.40052,,30.232872,-4257.1787,0.9999993,-0.97979796,-2.8401773,90,17.393932,81.9868,
1.8469325,-0.06363636,1820,17.286043,32.04703,55.93792,,19.070845825408,-19.237007,2.913605,57.68485,0.11,128.75327587127686,,9.45362,14.955229,17.393932,23.890886,,27.618248,-1846.3475,0.9999993,-0.6363636,-3.0224402,91,17.393932,168.07086,23.229076
1.1200525,-0.0070707067,1840,17.230421,17.013056,53.728607,5.321448e-37,19.019372255551666,14.0978985,1.8934531,54.421642,0.11,130.0412929058075,,9.442691,14.979958,17.393932,36.71555,,35.86297,-214.46472,0.9999993,-0.07070707,-2.8289633,92,17.393932,103.04483,
0.45284444,-0.013131313,1860,17.308243,7.2277966,53.67797,,19.088855693425902,-30.902132,1.4947419,28.17512,0.11,131.47577047348022,,9.43188,15.004993,17.393932,46.450176,,26.671309,-253.15297,0.9999993,-0.13131313,-3.131019,93,17.393932,42.114532,
0.6531963,-0.087878786,1880,16.087505,11.283961,53.38827,,17.818059476946544,8.889498,1.6469601,37.28108,0.11,132.84957218170166,,9.421185,15.016509,17.393932,42.10431,,28.571926,-3318.131,0.9999993,-0.8787879,-3.0093222,94,17.393932,61.40045,
0.6780891,0.001010101,1900,17.021965,6.744971,53.16237,31.153088,18.804400231882273,-59.815918,1.4920791,43.173626,0.11,134.13741278648376,,9.410603,15.03762,17.393932,46.417397,,31.153088,-212.56143,0.9999993,0.01010101,-3.6115835,95,17.393932,64.418465,
0.50761455,0.015151516,1920,17.226929,4.5057855,52.68844,,19.004838216936655,-59.82639,1.4356602,33.943264,0.11,135.54315042495728,,9.68375,15.060425,17.393932,48.18265,,23.996223,-349.34607,0.9999993,0.15151516,-4.201344,96,17.393932,48.730995,
0.7704701,-0.081818186,1940,8.920978,13.327626,52.528156,,9.797724152248918,5.732832,1.7624906,42.4034,0.11,136.81666827201843,,9.673388,14.99713,17.393932,39.20053,,27.044546,-2929.1582,0.9999993,-0.8181818,-4.1045065,97,17.393932,74.735596,
