IWFirstEpisode,IWNorm1,IWMin,IWMean,ReturnMin,ReturnMean,ReturnLastEpisode,IWNorm2,ReturnStepMax,URet,SqrtESSClassic,Iteration,ExplorationBonus,IWLastEpisode,ReturnMax,target_sum_log_mean,DenMISEMeanLog,ReturnAbsMax,MISE,DenMISELogLast,TimestepsSoFar,LQGmu01,TimeElapsed,LQGsigma,Bound,IWMax,DenMISELogFirst,LQGmu1
,38.189682,,0.9547421,,14.950946,16.98792,18.613089,0.9999765,18.76085245872612,2.051765,40,12.153588,2.5534286,17.12236,-212.7126,14.011218,17.12236,16.267454,16.536947,800,-0.02727273,37.40841293334961,0.11,28.421043,11.4493065,10.260187,-0.27272728
,38.15764,,0.93067414,,15.003908,17.12241,20.955414,0.9999976,18.900867382583144,1.8208964,41,13.627402,15.528732,17.12241,-246.63405,13.910419,17.12241,15.910649,10.004133,820,-0.02929293,38.97936463356018,0.11,29.538052,15.528732,10.235495,-0.2929293
,40.062492,,0.95386887,,15.054606,17.133204,18.908018,0.9999976,18.908982019130303,2.1188097,42,11.662819,9.356619,17.133204,-240.27605,14.007788,17.133204,16.313288,18.165865,840,-0.02929293,40.896966218948364,0.11,27.976107,11.537619,10.211397,-0.2929293
,50.412613,,1.1723863,,15.098295,16.933256,15.624612,0.9999976,18.70484530731543,3.2264874,43,7.6233277,1.0410937,17.133204,-132.07344,14.115632,17.133204,19.847048,18.76774,860,-0.023232324,42.63032388687134,0.11,27.470375,5.850232,10.187866,-0.23232323
,49.936447,,1.1349193,,15.142276,17.03347,17.460213,0.9999976,18.80549891288908,2.8600137,44,8.561272,7.14493,17.133204,-191.85796,14.078677,17.133204,19.326027,12.366829,880,-0.02727273,44.24395513534546,0.11,27.887299,8.52933,10.164877,-0.27272728
,51.77689,,1.1505976,,15.185201,17.073889,16.910212,0.9999976,18.850160834636196,3.0618713,45,7.9616184,6.8395104,17.133204,-187.31339,14.005809,17.133204,19.60034,10.724956,900,-0.02727273,46.450817823410034,0.11,27.561958,7.3067746,10.142405,-0.27272728
,50.473648,,1.0972532,,15.227037,17.109676,15.5799465,0.9999976,18.88721317975649,3.2396548,46,7.4923706,3.2687423,17.133204,-182.88022,14.038826,17.133204,18.696922,15.427823,920,-0.02727273,47.424845457077026,0.11,26.189293,6.4257746,10.120425,-0.27272728
,52.36749,,1.1142019,,15.263237,16.928402,15.347226,0.9999976,18.70057212858665,3.4121795,47,7.083716,5.6308584,17.133204,-178.58394,14.109731,17.133204,18.9724,17.316717,940,-0.02727273,48.38043785095215,0.11,26.056116,5.760741,10.098919,-0.27272728
,54.11255,,1.1273447,,15.297801,16.922276,15.140418,0.9999976,18.69441262202259,3.574046,48,6.7352123,5.265292,17.133204,-174.46826,14.177898,17.133204,19.18481,17.306961,960,-0.02727273,49.30861735343933,0.11,25.920023,5.265292,10.077866,-0.27272728
,55.468292,,1.1320059,,15.3324375,16.995039,14.866945,0.9999976,18.76759312190804,3.730981,49,6.4261093,4.6788783,17.133204,-170.50203,14.264584,17.133204,19.262266,18.334671,980,-0.02727273,50.30060601234436,0.11,25.688375,4.8436713,10.057246,-0.27272728
,54.756317,,1.0951264,,15.364738,16.947515,15.516786,0.9999976,18.7179345811855,3.528844,50,6.7676516,4.0582743,17.133204,-111.582756,14.214306,17.133204,18.542421,11.6520605,1000,-0.023232324,51.29711627960205,0.11,25.310074,5.67262,10.037044,-0.23232323
,52.19754,,1.0234811,,15.394325,16.87366,18.886915,0.9999976,18.63704006043281,2.7636878,51,8.608323,3.6873235e-08,17.133204,-22.22306,14.16834,17.133204,16.381142,11.810259,1020,-0.011111111,52.39957237243652,0.11,24.989464,9.00656,10.0172415,-0.11111111
,120.36011,,2.3146174,,15.413295,16.380669,114.325615,0.9999976,18.104878133073086,1.0527834,52,22.51344,114.27234,17.133204,-37.719532,13.883356,17.133204,37.937748,-0.62170976,1040,-0.015151516,53.21270680427551,0.11,60.451187,114.27234,9.997823,-0.15151516
,83.899704,,1.5830133,,15.425137,16.040916,45.256332,0.9999976,17.760661705835336,1.8538777,53,12.738192,34.98606,17.133204,-27.368385,13.832775,17.133204,25.609632,10.915761,1060,-0.013131313,54.185834646224976,0.11,38.347824,34.98606,9.978775,-0.13131313
,72.15504,,1.3362044,,15.438194,16.130264,32.148582,0.9999976,17.85864389567795,2.2444236,54,10.483959,11.98843,17.133204,-26.575916,13.822261,17.133204,21.607353,12.940924,1080,-0.013131313,55.14772176742554,0.11,32.091312,21.472118,9.960083,-0.13131313
,72.22134,,1.3131152,,15.455594,16.395182,28.403019,0.9999976,18.138320486295953,2.5427346,55,9.221516,13.547385,17.133204,-25.816265,13.803623,17.133204,21.28725,12.598717,1100,-0.013131313,56.099777698516846,0.11,30.508766,15.647719,9.941733,-0.13131313
,68.56342,,1.2243469,,15.462605,15.848196,24.589676,0.9999976,17.544268671096237,2.7883012,56,8.380454,7.161507,17.133204,-25.091764,13.789154,17.133204,19.797953,12.787084,1120,-0.013131313,57.23946714401245,0.11,28.178406,12.403405,9.923715,-0.13131313
,64.46349,,1.1309385,,15.472746,16.040646,21.66171,0.9999976,17.76498419887856,2.9759188,57,7.8256335,4.0150237,17.133204,-24.337996,13.838991,17.133204,18.27446,16.482992,1140,-0.013131313,58.301674127578735,0.11,26.100094,10.335658,9.906015,-0.13131313
,65.31639,,1.1261446,,15.481884,16.002773,20.535059,0.9999976,17.72170776170868,3.1807258,58,7.297534,7.0476074,17.133204,-23.598616,13.88775,17.133204,18.174767,16.593378,1160,-0.013131313,59.2303569316864,0.11,25.472301,8.902683,9.888623,-0.13131313
,67.2277,,1.1394526,,15.490966,16.017706,20.025673,0.9999976,17.723810539569012,3.3570757,59,6.8917627,7.3746805,17.133204,-22.994194,13.824242,17.133204,18.372078,10.064053,1180,-0.013131313,60.19099307060242,0.11,25.26384,7.851078,9.87153,-0.13131313
,68.871956,,1.1478659,,15.505912,16.38772,19.554745,0.9999976,18.12889501079898,3.5220075,60,6.5481186,6.7345333,17.133204,-22.316656,13.857921,17.133204,18.535902,15.7508745,1200,-0.013131313,61.179646730422974,0.11,25.08402,7.0464783,9.854722,-0.13131313
,70.50218,,1.1557735,,15.51542,16.08591,19.180153,0.9999976,17.808174290700887,3.6757884,61,6.2545652,6.3768272,17.133204,-21.666761,13.886161,17.133204,18.655422,15.474264,1220,-0.013131313,62.33982443809509,0.11,24.909988,6.411005,9.838193,-0.13131313
,71.88786,,1.1594816,,15.524725,16.092392,18.802723,0.9999976,17.813192754814946,3.8232687,62,5.994845,5.8481073,17.133204,-21.059336,13.893559,17.133204,18.70944,14.227632,1240,-0.013131313,63.472636222839355,0.11,24.704285,5.8963976,9.821932,-0.13131313
,68.75052,,1.0912781,,15.530537,15.89086,18.562899,0.9999976,17.597038965394354,3.7036521,63,6.169806,2.8119676e-18,17.133204,-90.83951,13.915087,17.133204,18.472546,15.1258545,1260,-0.023232324,64.83533334732056,0.11,24.642351,6.419215,9.805932,-0.23232323
,69.08827,,1.0795043,,15.548857,16.702965,21.14372,0.9999976,18.463059597459807,3.267555,64,6.97253,9.702492,17.133204,-69.32187,14.005646,17.133204,18.184254,19.652739,1280,-0.021212121,66.57617044448853,0.11,25.156784,9.702492,9.790184,-0.21212122
,66.65144,,1.0254068,,15.566782,16.713995,25.441631,0.9999976,18.469707014109463,2.6197786,65,8.671264,11.192843,17.133204,-51.457256,14.007566,17.133204,17.181711,14.093858,1300,-0.019191919,68.5356092453003,0.11,25.852974,13.514454,9.774679,-0.1919192
,69.95302,,1.0598942,,15.584439,16.732265,24.618277,0.9999976,18.49330110128105,2.8415074,66,7.9717417,10.908326,17.133204,-50.3764,14.05979,17.133204,17.758732,17.490088,1320,-0.019191919,69.66845560073853,0.11,25.730473,11.36038,9.759412,-0.1919192
,71.67513,,1.0697781,,15.601701,16.74092,23.49988,0.9999976,18.499518922263775,3.0500212,67,7.405848,8.788414,17.133204,-49.420258,14.021814,17.133204,17.924957,11.511466,1340,-0.019191919,70.73609161376953,0.11,25.330805,9.838963,9.744374,-0.1919192
,73.14822,,1.0757091,,15.614222,16.453089,22.571098,0.9999976,18.205898037023974,3.240791,68,6.9505987,7.826897,17.133204,-48.617813,13.861329,17.133204,17.991528,3.0884056,1360,-0.019191919,71.78038549423218,0.11,24.942127,8.707167,9.729559,-0.1919192
,74.4786,,1.0794,,15.627967,16.562622,29.801672,0.9999976,18.308777192073958,2.4991417,69,8.988708,18.04029,17.133204,-34.83819,13.878264,17.133204,17.906223,14.998115,1380,-0.017171716,72.94672679901123,0.11,26.894932,18.04029,9.71496,-0.17171717
,72.3744,,1.0339199,,15.640038,16.472954,25.917517,0.9999976,18.215089239924584,2.7924898,70,8.02288,7.51323,17.133204,-34.125996,13.865767,17.133204,17.142258,12.998284,1400,-0.017171716,73.93504214286804,0.11,25.165138,14.508464,9.700571,-0.17171717
,76.769875,,1.0812658,,15.653683,16.608875,20.828743,0.9999976,18.359216620141662,3.685766,71,6.062417,6.959445,17.133204,-45.86564,13.901169,17.133204,18.055374,16.40008,1420,-0.019191919,75.05798745155334,0.11,24.11779,6.97638,9.686387,-0.1919192
0.056441728,83.664536,,1.1620075,,15.668156,16.695574,40.473087,0.9999976,18.459355988133723,2.0671647,72,10.7812195,3.498608e-30,17.133204,-36.439632,13.90169,17.133204,13.174288,13.891096,1440,-0.001010101,76.35945129394531,0.11,23.955507,23.618723,9.6724,-0.01010101
,79.08821,,1.0834001,,15.608519,11.314835,20.587336,0.9999976,12.435258420104086,3.8415952,73,5.786525,,17.133204,-48.859715,13.616892,17.133204,18.092033,-6.9250164,1460,-0.019191919,77.39131784439087,0.11,23.87856,6.5311565,9.65939,-0.1919192
,89.820816,,1.2137948,,15.6165495,16.202702,21.61316,0.9999976,17.94400212606045,4.1558394,74,5.335483,6.0682497,17.133204,-18.13422,13.451337,17.133204,19.589375,1.3133699,1480,-0.013131313,78.64499640464783,0.11,24.924858,6.361162,9.645785,-0.13131313
,90.98223,,1.2130964,,15.62334,16.125824,21.214859,0.9999976,17.84166471092965,4.288609,75,5.157451,5.8989906,17.133204,-17.701153,13.441998,17.133204,19.57656,12.571061,1500,-0.013131313,79.6892261505127,0.11,24.73401,5.9367867,9.632362,-0.13131313
,87.713,,1.1541184,,15.626305,15.848647,20.1276,0.9999976,17.551714591442387,4.3578467,76,5.063076,1.2005289,17.133204,-17.238815,13.494539,17.133204,18.619823,17.25362,1520,-0.013131313,81.0392382144928,0.11,23.6829,5.57467,9.619117,-0.13131313
,79.9756,,1.0386442,,15.629928,15.905302,21.053858,0.9999976,17.6156094067048,3.7986197,77,5.794427,4.0428977e-29,17.133204,-126.1187,13.397055,17.133204,17.673637,5.861263,1540,-0.02727273,82.88250470161438,0.11,23.468063,6.83419,9.606045,-0.27272728
,83.873825,,1.0753055,,15.645552,16.848589,25.774128,0.9999976,18.617252095396612,3.2541866,78,6.747744,5.183291e-13,17.133204,-11.795241,13.269324,17.133204,16.686527,3.4245338,1560,-0.00909091,84.2301013469696,0.11,23.43427,10.407209,9.593142,-0.09090909
,94.38877,,1.1947945,,15.65132,16.101305,20.568426,0.9999976,17.80897968756463,4.5890126,79,4.773763,4.1169457,17.133204,-16.558628,13.133066,17.133204,19.261047,2.4739952,1580,-0.013131313,85.31168556213379,0.11,24.034811,5.3982162,9.580402,-0.13131313
,91.6367,,1.1454588,,15.652731,15.764153,19.681667,0.9999976,17.463659474981647,4.655942,80,4.694244,1.1681722,17.133204,-16.231897,13.088812,17.133204,18.46011,9.424388,1600,-0.013131313,86.40462112426758,0.11,23.154354,5.1169024,9.567823,-0.13131313
,91.52635,,1.1299549,,15.659559,16.205791,19.166496,0.9999976,17.93193712770083,4.7753305,81,4.5664263,3.3852348,17.133204,-15.7753935,13.169792,17.133204,18.213484,19.52559,1620,-0.013131313,87.44612193107605,0.11,22.779911,4.8694086,9.555401,-0.13131313
,92.88553,,1.1327504,,15.665814,16.17258,18.994452,0.9999976,17.904827068338722,4.89014,82,4.449165,4.5903587,17.133204,-15.378799,13.19614,17.133204,18.261126,15.221354,1640,-0.013131313,88.66124081611633,0.11,22.71029,4.6499863,9.543131,-0.13131313
,93.92105,,1.1315789,,15.67088,16.086214,18.769732,0.9999976,17.804187798664056,5.003857,83,4.3383813,4.1431856,17.133204,-14.940218,13.274679,17.133204,18.240103,19.602028,1660,-0.013131313,89.7245545387268,0.11,22.578484,4.4541125,9.53101,-0.13131313
,85.43005,,1.0170244,,15.681429,16.556849,21.865517,0.9999976,18.306751447210136,3.9070678,84,5.5440493,0.06645582,17.133204,-42.35249,13.298552,17.133204,16.988094,15.167296,1680,-0.019191919,90.80087780952454,0.11,22.532143,6.8900905,9.519033,-0.1919192
,81.074745,,0.9538205,,15.689328,16.352978,25.159092,0.9999976,18.09869767723216,3.222483,85,6.707258,12.421539,17.133204,-29.77136,13.258551,17.133204,15.788227,9.907825,1700,-0.017171716,91.91472792625427,0.11,22.495485,12.421539,9.507199,-0.17171717
,84.869125,,0.9868503,,15.699631,16.575329,24.755146,0.9999976,18.330318333871517,3.4283428,86,6.2910185,9.591906,17.133204,-29.23141,13.2709255,17.133204,16.339903,14.403667,1720,-0.017171716,93.01969480514526,0.11,22.63092,10.965264,9.495502,-0.17171717
,88.3823,,1.0158886,,15.707706,16.402225,24.459097,0.9999976,18.143899526708775,3.6134737,87,5.9560933,9.063429,17.133204,-28.769753,13.218181,17.133204,16.806261,8.728393,1740,-0.017171716,94.27923035621643,0.11,22.762354,9.838343,9.483942,-0.17171717
,99.750275,,1.1335258,,15.719559,16.750744,19.273499,0.9999976,18.510588955410544,5.1755147,88,4.149783,0.06669518,17.133204,-13.377664,13.276456,17.133204,18.293028,18.361996,1760,-0.013131313,95.3674852848053,0.11,22.44281,4.446011,9.472513,-0.13131313
,101.00464,,1.1348835,,15.725319,16.232204,19.122976,0.9999976,17.948229935779512,5.281847,89,4.0578575,4.206409,17.133204,-12.994904,13.3448925,17.133204,18.319197,19.251429,1780,-0.013131313,96.45157432556152,0.11,22.377054,4.2802806,9.461214,-0.13131313
,91.615234,,1.0179471,,15.735313,16.624924,23.698374,0.9999976,18.37950072043555,3.865887,90,5.532837,2.0049088,17.133204,-27.230452,13.359783,17.133204,16.858479,14.567099,1800,-0.017171716,97.53699898719788,0.11,22.391315,9.108712,9.450041,-0.17171717
,105.90135,,1.1637511,,15.741544,16.302168,19.359165,0.9999976,18.045190486888274,5.470347,91,3.902179,3.704087,17.133204,-12.326481,13.407415,17.133204,18.808422,17.703838,1820,-0.013131313,98.60331916809082,0.11,22.710602,4.1684914,9.438991,-0.13131313
,106.73365,,1.1601484,,15.746675,16.213633,19.156061,0.9999976,17.94061695823048,5.5717955,92,3.82351,3.6682758,17.133204,-12.0077505,13.433902,17.133204,18.752087,15.697032,1840,-0.013131313,99.90998411178589,0.11,22.575596,4.029708,9.4280615,-0.13131313
,96.67825,,1.0395511,,15.756341,16.645605,23.77917,0.9999976,18.396502987187667,4.06567,93,5.229626,7.7418256,17.133204,-25.840515,13.463019,17.133204,17.222532,15.997273,1860,-0.017171716,100.97322010993958,0.11,22.452158,8.517771,9.417251,-0.17171717
0.07363011,109.23096,,1.1620314,,15.764692,16.541464,46.787495,0.9999976,18.295277814653936,2.3346186,94,9.089544,1.9790303e-20,17.133204,-34.79614,13.438365,17.133204,13.157877,11.131732,1880,-0.001010101,102.03680419921875,0.11,22.247421,23.218887,9.406555,-0.01010101
,98.3994,,1.0357832,,15.723921,11.891323,23.25714,0.9999976,13.109022721636364,4.230933,95,5.0059524,,17.133204,-27.297962,13.27345,17.133204,17.159536,-2.2880588,1900,-0.017171716,103.12430596351624,0.11,22.16549,7.970905,9.396756,-0.17171717
,112.22813,,1.169043,,15.730065,16.31381,19.570488,0.9999976,18.063187753396495,5.7345595,96,3.6863546,3.9021277,17.133204,-12.364418,13.110176,17.133204,18.907232,-2.413165,1920,-0.013131313,104.39720678329468,0.11,22.593586,4.015847,9.386285,-0.13131313
,112.45995,,1.1593809,,15.735306,16.238447,19.2869,0.9999976,17.962464928679516,5.8308983,97,3.6186385,2.948321,17.133204,-12.043508,13.158903,17.133204,18.752945,17.68269,1940,-0.013131313,105.82098579406738,0.11,22.371584,3.8947542,9.375922,-0.13131313
,113.62578,,1.1594467,,15.739756,16.171387,19.179932,0.9999976,17.908344733840735,5.9242015,98,3.55503,3.746556,17.133204,-11.762065,13.17118,17.133204,18.75388,14.216927,1960,-0.013131313,107.03693413734436,0.11,22.30891,3.7830124,9.365665,-0.13131313
