Bound,IWMax,NumTrainableParams,MountainCar_mu0_higher,NumTrajectories,Iteration,TimeElapsed,IWFirstEpisode,MountainCar_std1_higher,ReturnMean,ReturnStepMax,TimestepsSoFar,ReturnMax,IWMean,AvgEpLen,DenMISELogFirst,IWLastEpisode,GridSize,IWMin,MountainCar_std0_higher,DenMISEMeanLog,MinEpLen,Regret/t,MountainCar_mu1_higher,DenMISELogLast,ReturnMin,ReturnLastEpisode,Regret,Delta,ReturnAbsMax,ActionIn1
47.912598,17.999996,,1.0,18,18,7.527775287628174,2.2835951e-10,0.14999999,-0.93311185,102.11488,14584,6.2230573,0.99999976,810.2222222222222,-0.38359624,,9,,0.14999999,-0.93656296,254,5.9331117,,-1.7197988,-10.001878,-3.220287,106.79601,3.7526363e-05,10.001878,0.91541165
47.211384,12.241129,,,19,19,8.105447053909302,8.729703,0.14999999,-1.0113949,102.11488,15583,6.2230573,1.1037316,820.1578947368421,-0.43766347,7.078223e-05,9,,0.14999999,-1.0079882,254,6.011395,,-2.0135794,-10.001878,-2.4204905,114.21651,3.368017e-05,10.001878,-0.23211308
43.962166,10.0,,,20,20,8.622741222381592,,0.14999999,-0.9611372,102.11488,16582,6.2230573,1.0000037,829.1,-0.110891595,,9,,0.14999999,-1.0370886,254,5.9611373,10.0,-1.490789,-10.001878,-0.0062413686,119.22275,3.0396353e-05,10.001878,10.487601
40.011547,10.500001,,,21,21,8.849797010421753,,0.14999999,-0.83975494,102.11488,16982,6.2230573,1.0,808.6666666666666,-0.15968177,,9,,0.14999999,-1.1362973,254,5.839755,-10.0,-2.9556012,-10.001878,1.5878929,122.63486,2.7570388e-05,10.001878,-9.816352
38.507854,11.000001,,-1.0,22,22,9.320171594619751,,0.14999999,-0.801869,102.11488,17981,6.2230573,1.0000001,817.3181818181819,-0.20620178,2.5310056e-09,9,,0.14999999,-1.131725,254,5.801869,-10.0,-0.86971897,-10.001878,-0.0062648673,127.64111,2.5120953e-05,10.001878,-11.136919
38.53762,11.5,,-1.0,23,23,10.01426887512207,1.30828175e-08,0.14999999,-0.8566804,102.11488,18980,6.2230573,1.0,825.2173913043479,-0.25065354,,9,,0.14999999,-1.1027653,254,5.8566804,,-0.29864267,-10.001878,-2.0625317,134.70364,2.2984013e-05,10.001878,-0.8458009
36.927303,9.403856,,,24,24,10.492364406585693,7.555539,0.14999999,-0.894933,102.11488,19979,6.2230573,0.9698801,832.4583333333334,-0.29321316,1.0116601e-08,9,,0.14999999,-1.0826377,254,5.8949327,,-0.4517586,-10.001878,-1.7747415,141.4784,2.110858e-05,10.001878,-0.0044949427
36.78946,12.500001,,1.0,25,25,11.063894510269165,,0.14999999,-0.85922503,102.11488,20978,6.2230573,1.0000001,839.12,-0.060339827,,9,,0.14999999,-1.0449038,254,5.8592253,-10.0,0.0024441397,-10.001878,-0.0022343015,146.48062,1.9453666e-05,10.001878,-9.07739
36.829464,8.666666,,-1.0,26,26,11.462739706039429,,0.14999999,-0.9444004,102.11488,21977,6.2230573,0.9999986,845.2692307692307,-0.099560544,,9,,0.14999999,-1.0316975,254,5.9444003,10.0,-0.5319548,-10.001878,-3.0737865,154.55441,1.7986009e-05,10.001878,9.196211
36.735516,9.0,,,27,27,11.646317958831787,,0.14999999,-0.67746764,102.11488,22233,6.262785,1.0000082,823.4444444444445,-0.13730086,0.00013312195,9,,0.14999999,-1.0531359,254,5.677468,10.0,-1.4923315,-10.001878,6.262785,153.29163,1.6678383e-05,10.001878,10.075433
inf,,,-1.0,28,28,11.833840370178223,,0.14999999,-0.5045016,102.11488,22547,6.262785,,805.25,-0.17366852,,16,,0.14999999,-1.0272249,254,5.5045013,-3.3333333,-0.20875707,-10.001878,4.165583,154.12604,9.122555e-06,10.001878,-4.1454186
inf,1.135302e-32,,1.0,29,29,12.928746461868286,,0.14999999,-0.5384028,102.11488,23546,6.262785,3.9148342e-34,811.9310344827586,-0.20875983,1.135302e-32,16,,0.14999999,-1.0904005,254,5.5384026,-3.3333333,-1.8767563,-10.001878,-1.4876366,160.61368,8.504261e-06,10.001878,-2.3947518
inf,,,-1.0,30,30,13.564239501953125,,0.14999999,-0.72396076,102.11488,24545,6.262785,,818.1666666666666,-0.24266139,,16,,0.14999999,-1.167466,254,5.723961,3.3333333,-2.4192235,-10.001878,-6.105142,171.71883,7.94676e-06,10.001878,2.55686
inf,4.9050257e-36,,1.0,31,31,14.227638483047485,,0.14999999,-0.7570321,102.11488,25544,6.262785,1.5822663e-37,824.0,-0.2754512,4.9050257e-36,16,,0.14999999,-1.2331786,254,5.757032,3.3333333,-2.2208614,-10.001878,-1.7491716,178.46799,7.4423347e-06,10.001878,4.205571
1172457.8,0.08872445,,-0.33333334,32,32,14.832630634307861,,0.14999999,-0.96221733,102.11488,26543,6.262785,0.002772639,829.46875,-0.3071999,,16,,0.14999999,-1.3158306,254,5.9622173,-3.3333333,-2.8938296,-10.001878,-7.32296,190.79095,6.984457e-06,10.001878,-3.229686
1175492.9,0.0067649507,,-0.33333334,33,33,15.32991647720337,,0.14999999,-0.9347022,102.11488,27542,6.262785,0.0002049985,834.6060606060606,-0.33797157,,16,,0.14999999,-1.4180317,254,5.9347024,3.3333333,-3.7065475,-10.001878,-0.054217096,195.84517,6.5675695e-06,10.001878,2.9594994
833276.56,0.4421128,,0.33333334,34,34,15.794079542160034,,0.14999999,-0.91394323,102.11488,28541,6.262785,0.013005063,839.4411764705883,-0.36782452,,16,,0.14999999,-1.4555831,254,5.9139433,-3.3333333,-1.7098315,-10.001878,-0.2288992,201.07407,6.186923e-06,10.001878,-2.8984814
835288.2,0.0046484806,,0.33333334,35,35,16.481300592422485,,0.14999999,-0.8962129,102.11488,29540,6.262785,0.00013541717,844.0,-0.39681205,,16,,0.14999999,-1.4977078,254,5.896213,3.3333333,-1.9572929,-10.001878,-0.2933793,206.36745,5.8384353e-06,10.001878,3.8737252
414.7691,1.2030478,,-0.33333334,36,36,17.029725074768066,,0.14999999,-0.8885937,102.11488,30539,6.262785,0.06927076,848.3055555555555,-0.42498294,,16,,0.14999999,-1.542903,254,5.8885937,-10.0,-2.1388907,-10.001878,-0.6219246,211.98938,5.5185833e-06,10.001878,-10.3161
415.68698,9.726603,,0.33333334,37,37,17.544137477874756,,0.14999999,-0.87096155,102.11488,31538,6.262785,0.31027862,852.3783783783783,-0.4523819,0.0032276053,16,,0.14999999,-1.5624175,254,5.8709617,-10.0,-1.3467779,-10.001878,-0.23620461,217.22559,5.224312e-06,10.001878,-9.7713785
361.35815,1.1300404,,-0.33333334,38,38,18.093690872192383,,0.14999999,-0.855841,102.11488,32537,6.262785,0.11822941,856.2368421052631,-0.47905016,,16,,0.14999999,-1.5797994,254,5.855841,10.0,-1.5164614,-10.001878,-0.29637632,222.52196,4.9529667e-06,10.001878,9.455515
362.0569,8.605651,,0.33333334,39,39,18.35107707977295,,0.14999999,-0.7830589,102.11488,32908,6.262785,0.289128,843.7948717948718,-0.5050256,0.00034602685,16,,0.14999999,-1.617428,254,5.783059,10.0,-2.1770096,-10.001878,1.9826591,225.53929,4.7022245e-06,10.001878,10.256009
62.67533,20.079208,,0.33333334,40,40,18.62146306037903,,0.14999999,-0.67546046,102.11488,33231,6.262785,0.7500476,830.775,-0.5303435,20.079208,16,,0.14999999,-1.6240135,254,5.6754603,10.0,-1.160724,-10.001878,3.5208795,227.01842,4.4700523e-06,10.001878,10.085028
62.6789,35.58668,,-0.33333334,41,41,19.314300537109375,,0.14999999,-0.6754467,102.11488,34230,6.262785,0.9803568,834.8780487804878,-0.55503607,3.187036e-05,16,,0.14999999,-1.6978354,254,5.6754465,10.0,-4.3026853,-10.001878,-0.674896,232.69331,4.2546603e-06,10.001878,9.820347
61.54108,41.46087,,-0.33333334,42,42,19.678291082382202,,0.14999999,-0.65139616,102.11488,34733,6.262785,0.990031,826.9761904761905,-0.5791336,,16,,0.14999999,-1.6934557,254,5.6513963,-3.3333333,-1.2618048,-10.001878,0.33467367,237.35864,4.0544687e-06,10.001878,-3.8169055
61.52378,42.99343,,-0.33333334,43,43,20.213155031204224,,0.14999999,-0.64661026,102.11488,35732,6.262785,1.0000577,830.9767441860465,-0.6026641,,16,,0.14999999,-1.6937549,254,5.6466103,3.3333333,-1.4076087,-10.001878,-0.44560257,242.80424,3.868082e-06,10.001878,3.2648933
61.586674,43.98985,,0.33333334,44,44,20.799555778503418,,0.14999999,-0.633316,102.11488,36731,6.262785,1.0062318,834.7954545454545,-0.6256536,,16,,0.14999999,-1.7078754,254,5.633316,-3.3333333,-2.0197887,-10.001878,-0.061658513,247.8659,3.6942577e-06,10.001878,-3.4341662
61.438637,44.9781,,0.33333334,45,45,21.251574516296387,,0.14999999,-0.6314177,102.11488,37730,6.262785,1.0052714,838.4444444444445,-0.6481265,,16,,0.14999999,-1.8361251,254,5.6314178,3.3333333,-7.1897836,-10.001878,-0.547893,253.41379,3.5318933e-06,10.001878,3.5995777
61.210598,33.082954,,-0.33333334,46,46,21.838928937911987,,0.14999999,-0.6232309,102.11488,38729,6.262785,0.78434056,841.9347826086956,-0.6701054,,16,,0.14999999,-1.8293723,254,5.623231,-10.0,-1.2350796,-10.001878,-0.2548286,258.6686,3.3800018e-06,10.001878,-9.946859
61.25356,34.21427,,0.33333334,47,47,22.267894983291626,,0.14999999,-0.6120741,102.11488,39728,6.262785,0.9811994,845.2765957446809,-0.6916116,0.030940916,16,,0.14999999,-1.8496672,254,5.612074,-10.0,-2.4000003,-10.001878,-0.0988609,263.7675,3.2377015e-06,10.001878,-9.715876
61.073917,47.735287,,-1.0,48,48,22.862364768981934,,0.14999999,-0.6025782,102.11488,40727,6.262785,0.9951001,848.4791666666666,-0.712665,,16,,0.14999999,-1.8375546,254,5.602578,-3.3333333,-1.0594687,-10.001878,-0.15627326,268.92377,3.1042032e-06,10.001878,-4.3420405
60.96915,48.979916,,-1.0,49,49,23.38428235054016,,0.14999999,-0.63084966,102.11488,41726,6.262785,0.9996002,851.5510204081633,-0.7332843,,16,,0.14999999,-1.8318532,254,5.63085,3.3333333,-1.2594644,-10.001878,-1.9878786,275.91162,2.9787932e-06,10.001878,2.183051
57.63433,49.999836,,1.0,50,50,23.90014886856079,,0.14999999,-0.67394257,102.11488,42675,6.262785,1.0002893,853.5,-0.753487,,16,,0.14999999,-1.8584896,254,5.6739426,-3.3333333,-2.8666983,-10.001878,-2.785492,283.69714,2.8608335e-06,10.001878,-2.1782844
56.7712,50.999733,,1.0,51,51,24.390523672103882,,0.14999999,-0.7976846,102.11488,43674,6.262785,1.0002394,856.3529411764706,-0.7732896,,16,,0.14999999,-1.8691874,254,5.7976847,3.3333333,-2.1073735,-10.001878,-6.984786,295.68192,2.7497433e-06,10.001878,4.7260237
47.32463,24.162262,,-0.33333334,52,52,24.86234712600708,,0.14999999,-0.9824317,107.662636,44673,6.262785,0.9776312,859.0961538461538,-0.79270774,,16,,0.14999999,-1.8996046,254,5.982432,10.0,-3.1539438,-10.404533,-10.404533,311.08646,2.6450014e-06,10.404533,9.498499
47.03283,25.68912,,0.33333334,53,53,25.16562795639038,,0.14999999,-0.9538426,107.662636,45111,6.262785,1.0353978,851.1509433962265,-0.8117559,2.0910752e-06,16,,0.14999999,-1.9013994,254,5.9538426,10.0,-1.8331233,-10.404533,0.53278685,315.55365,2.5461316e-06,10.404533,10.632677
46.06525,26.995882,,-0.33333334,54,54,25.40152096748352,,0.14999999,-0.88332564,107.662636,45446,6.262785,0.9944702,841.5925925925926,-0.83044803,,16,,0.14999999,-1.9235597,254,5.8833256,3.3333333,-2.9963243,-10.404533,2.8540733,317.6996,2.4527033e-06,10.404533,2.8074574
46.024574,27.466139,,-0.33333334,55,55,25.908827304840088,,0.14999999,-0.8714501,107.662636,46445,6.262785,0.99441487,844.4545454545455,-0.8487972,,16,,0.14999999,-1.9303043,254,5.87145,-3.3333333,-2.1109567,-10.404533,-0.23017152,322.92975,2.3643252e-06,10.404533,-4.13472
45.9674,23.425425,,-0.33333334,56,56,26.353561878204346,,0.14999999,-0.86510915,107.662636,47444,6.262785,0.74541104,847.2142857142857,-0.8668157,,16,,0.14999999,-1.9664309,254,5.865109,-10.0,-3.7700665,-10.404533,-0.51635367,328.4461,2.2806387e-06,10.404533,-10.28034
45.982677,28.494883,,0.33333334,57,57,26.926225900650024,,0.14999999,-0.85631377,107.662636,48443,6.262785,1.0039262,849.8771929824561,-0.8845153,,16,,0.14999999,-1.9617221,254,5.8563137,-3.3333333,-1.3525677,-10.404533,-0.3637721,333.80988,2.2013185e-06,10.404533,-3.0607522
46.029026,24.433329,,0.33333334,58,58,27.506727933883667,,0.14999999,-0.84466237,107.662636,49442,6.262785,0.9532931,852.448275862069,-0.901907,,16,,0.14999999,-1.9518142,254,5.844662,-10.0,-1.21071,-10.404533,-0.18053588,338.99042,2.1260653e-06,10.404533,-9.429325
46.08761,29.490902,,0.33333334,59,59,28.135220527648926,,0.14999999,-0.83938134,107.662636,50441,6.262785,1.0034809,854.9322033898305,-0.91900146,,16,,0.14999999,-1.9500258,254,5.839381,3.3333333,-1.68304,-10.404533,-0.5330794,344.5235,2.0546058e-06,10.404533,3.827244
44.850304,29.99885,,-1.0,60,60,28.582051038742065,,0.14999999,-0.8385566,107.662636,51440,6.262785,0.99950343,857.3333333333334,-0.93580854,,16,,0.14999999,-1.943605,254,5.838557,-3.3333333,-1.3876863,-10.404533,-0.78989637,350.3134,1.98669e-06,10.404533,-4.525796
44.377277,30.499994,,-1.0,61,61,28.99208164215088,,0.14999999,-0.85208803,107.662636,52439,6.262785,0.9998593,859.655737704918,-0.95233786,,16,,0.14999999,-1.9600525,254,5.852088,3.3333333,-2.7662776,-10.404533,-1.6639763,356.97736,1.9220863e-06,10.404533,2.3349628
41.610584,30.999186,,1.0,62,62,29.420852422714233,,0.14999999,-0.8692739,107.662636,53438,6.262785,0.9728367,861.9032258064516,-0.96859837,,16,,0.14999999,-1.9487036,254,5.869274,10.0,-1.0753677,-10.404533,-1.9176104,363.895,1.8605837e-06,10.404533,10.524017
40.21347,31.499996,,1.0,63,63,29.932958602905273,,0.14999999,-0.9443101,107.662636,54437,6.262785,1.0001949,864.0793650793651,-0.98459876,,16,,0.14999999,-1.9991305,254,5.94431,-3.3333333,-4.92641,-10.404533,-5.596557,374.49155,1.8019862e-06,10.404533,-2.403268
39.890305,20.882437,,0.33333334,64,64,30.633858680725098,,0.14999999,-0.96910226,107.662636,55436,6.262785,1.0586519,866.1875,-1.0003471,,16,,0.14999999,-2.0090675,254,5.9691024,10.0,-2.4540808,-10.404533,-2.5310037,382.02255,1.7461142e-06,10.404533,10.112423
inf,1.32865505e-17,,-1.0,65,65,30.9658465385437,,0.14999999,-0.9282614,107.662636,55831,6.262785,2.568811e-19,858.9384615384615,-1.0158513,,25,,0.14999999,-1.9927739,254,5.9282613,-5.0,-0.90114355,-10.404533,1.6855549,385.33698,1.1068314e-06,10.404533,-6.1107817
inf,1.2164831e-09,,0.5,66,66,32.99082708358765,,0.14999999,-0.94215196,107.662636,56830,6.262785,1.8431562e-11,861.060606060606,-1.0311188,3.4932513e-20,25,,0.14999999,-2.0168705,254,5.942152,-5.0,-2.5907593,-10.404533,-1.8450413,392.18204,1.073545e-06,10.404533,-4.4965177
inf,1.6931935e-20,,-1.0,67,67,33.657381534576416,,0.14999999,-0.9331017,107.662636,57829,6.262785,2.5353068e-22,863.1194029850747,-1.0461566,,25,,0.14999999,-2.0542593,254,5.9331017,5.0,-3.52943,-10.404533,-0.3357844,397.51782,1.0417382e-06,10.404533,3.604422
inf,5.817087e-22,,0.5,68,68,34.044678926467896,,0.14999999,-0.9424338,107.662636,58232,6.262785,8.570747e-24,856.3529411764706,-1.0609717,2.0204738e-28,25,,0.14999999,-2.1008892,254,5.942434,5.0,-4.2324843,-10.404533,-1.567684,404.0855,1.011324e-06,10.404533,5.5349636
17492.99,0.0063747074,,1.0,69,69,34.71114110946655,,0.14999999,-0.94141597,107.662636,59231,6.262785,9.238706e-05,858.4202898550725,-1.0755705,,25,,0.14999999,-2.1182592,254,5.941416,-5.0,-2.3066905,-10.404533,-0.8722091,409.9577,9.822227e-07,10.404533,-4.034979
17511.176,0.00067334855,,-0.5,70,70,35.35890030860901,,0.14999999,-0.988072,107.662636,60230,6.262785,9.6195e-06,860.4285714285714,-1.0899593,,25,,0.14999999,-2.1351004,254,5.988072,5.0,-2.3044205,-10.404533,-4.207338,419.16504,9.543596e-07,10.404533,4.2863035
17529.082,0.26778567,,1.0,71,71,35.77526903152466,,0.14999999,-0.98258895,107.662636,60783,6.262785,0.0037716292,856.0985915492957,-1.1041439,6.4609646e-25,25,,0.14999999,-2.1583133,254,5.982589,5.0,-2.790269,-10.404533,-0.5987739,424.76382,9.276656e-07,10.404533,6.397683
17546.717,0.3896922,,-0.5,72,72,36.42733025550842,,0.14999999,-1.1031342,107.662636,61782,6.262785,0.0054127825,858.0833333333334,-1.1181301,,25,,0.14999999,-2.1995308,254,6.103134,-5.0,-4.1367517,-10.404533,-9.661841,439.42566,9.020761e-07,10.404533,-5.823594
12419.696,0.2881805,,,73,73,36.884220123291016,,0.14999999,-1.1023169,107.662636,62781,6.262785,0.0040784916,860.013698630137,-1.1319234,,25,,0.14999999,-2.2276962,254,6.102317,5.0,-3.2678769,-10.404533,-1.0434684,445.46912,8.775309e-07,10.404533,4.891822
12431.756,11.96976,,,74,74,37.307814836502075,,0.14999999,-1.0844474,107.662636,63368,6.262785,0.16178346,856.3243243243244,-1.1455292,,25,,0.14999999,-2.2458534,254,6.0844474,-5.0,-2.5821886,-10.404533,0.22002345,450.2491,8.539741e-07,10.404533,-4.8315043
7865.4653,26.477371,,0.5,75,75,37.8966588973999,0.024408964,0.14999999,-1.0702344,107.662636,64367,6.262785,0.35972944,858.2266666666667,-1.1589521,,25,,0.14999999,-2.2794516,254,6.0702343,,-3.9223714,-10.404533,-0.018479547,455.26758,8.3135325e-07,10.404533,0.4499148
2750.7043,0.28555486,,-0.5,76,76,38.44755244255066,0.20001797,0.14999999,-1.0673784,107.662636,65366,6.262785,0.013555598,860.078947368421,-1.1718719,1.5542454e-08,25,,0.14999999,-2.290231,254,6.0673785,,-2.414327,-10.404533,-0.8531767,461.12076,8.096195e-07,10.404533,-0.43902773
76.437836,60.585632,,-0.5,77,77,39.050548791885376,,0.14999999,-1.0620934,107.662636,66365,6.262785,1.579715,861.8831168831168,-1.1823157,,25,,0.14999999,-2.3074737,254,6.0620933,10.0,-2.6379821,-10.404533,-0.6604321,466.7812,7.88727e-07,10.404533,9.4536495
72.86549,21.846613,,-0.5,78,78,39.30236554145813,,0.14999999,-1.0138673,107.662636,66696,6.262785,0.463855,855.0769230769231,-1.195219,,25,,0.14999999,-2.295426,254,6.0138674,-10.0,-1.6736116,-10.404533,2.6995509,469.08167,7.6863284e-07,10.404533,-10.679199
72.79155,25.407393,,0.5,79,79,39.74910497665405,,0.14999999,-1.0128073,107.662636,67695,6.262785,0.5586244,856.8987341772151,-1.2079581,4.590121e-12,25,,0.14999999,-2.3037593,254,6.0128074,-10.0,-2.3823056,-10.404533,-0.93012524,475.01178,7.49297e-07,10.404533,-9.201419
68.514656,76.394,,,80,80,40.19299817085266,,0.14999999,-1.0336993,107.662636,68694,6.262785,0.9589879,858.675,-1.2205368,,25,,0.14999999,-2.3047352,254,6.033699,5.0,-1.893821,-10.404533,-2.6841712,482.69592,7.306816e-07,10.404533,5.004212
68.34345,78.94057,,,81,81,40.7806978225708,,0.14999999,-1.021072,107.662636,69693,6.262785,1.1138371,860.4074074074074,-1.2329594,,25,,0.14999999,-2.3021307,254,6.021072,-5.0,-1.7743728,-10.404533,-0.010896641,487.70685,7.1275144e-07,10.404533,-4.9320703
68.18987,61.95085,,0.5,82,82,41.3614604473114,,0.14999999,-1.0089196,107.662636,70692,6.262785,0.7737568,862.0975609756098,-1.2452295,1.0900888,25,,0.14999999,-2.299724,254,6.0089197,-5.0,-1.9216553,-10.404533,-0.024572438,492.7314,6.954733e-07,10.404533,-4.6596594
68.055115,75.19348,,-0.5,83,83,42.03272771835327,,0.14999999,-1.0053906,107.662636,71691,6.262785,0.92984974,863.7469879518072,-1.2573508,,25,,0.14999999,-2.3026145,254,6.0053906,5.0,-2.126579,-10.404533,-0.7160193,498.44742,6.788158e-07,10.404533,5.0205445
68.02489,80.61315,,-0.5,84,84,42.48948526382446,0.22049221,0.14999999,-0.9932666,107.662636,72430,6.262785,0.9731992,862.2619047619048,-1.269327,,25,,0.14999999,-2.3078072,254,5.9932666,,-2.4134068,-10.404533,0.013032413,503.4344,6.627497e-07,10.404533,-0.4404089
67.949135,84.01725,,0.5,85,85,43.025760889053345,,0.14999999,-0.9867506,107.662636,73429,6.262785,0.99248415,863.8705882352941,-1.27854,,25,,0.14999999,-2.3057642,254,5.9867506,5.0,-1.8263583,-10.404533,-0.43940583,508.8738,6.472474e-07,10.404533,5.377462
67.91889,62.974194,,-0.5,86,86,43.5615713596344,,0.14999999,-0.9882264,107.662636,74428,6.262785,0.75049484,865.4418604651163,-1.2902361,,25,,0.14999999,-2.313544,254,5.9882264,-5.0,-2.6720307,-10.404533,-1.1136663,514.9875,6.3228265e-07,10.404533,-5.5891776
67.48411,86.99834,,-1.0,87,87,44.14348864555359,,0.14999999,-0.9872882,107.662636,75427,6.262785,1.0491916,866.9770114942529,-1.3017969,,25,,0.14999999,-2.3191352,254,5.987288,5.0,-2.3733466,-10.404533,-0.90660834,520.89404,6.1783095e-07,10.404533,3.9276865
67.498566,86.3141,,0.5,88,88,44.51521062850952,0.028480625,0.14999999,-0.98155886,107.662636,75829,6.262785,1.2484334,861.6931818181819,-1.3132256,,25,,0.14999999,-2.3172019,254,5.981559,,-1.8958647,-10.404533,-0.48310283,526.3772,6.0386907e-07,10.404533,0.25127187
67.192955,88.04693,,-1.0,89,89,45.143773317337036,,0.14999999,-0.9806689,107.662636,76828,6.262785,1.1989244,863.2359550561798,-1.3242016,,25,,0.14999999,-2.3298078,254,5.980669,-5.0,-3.366776,-10.404533,-0.9023501,532.27954,5.903753e-07,10.404533,-6.1993423
