Delta,DenMISEMeanLog,IWFirstEpisode,IWMin,Regret,ReturnMean,DenMISELogFirst,LQGmu1_actor,ReturnMax,LQGsigma_higher,TimeElapsed,Iteration,ReturnLastEpisode,IWMax,ReturnAbsMax,LQGmu1_higher,IWMean,IWLastEpisode,ReturnStepMax,ReturnMin,Regret/t,DenMISELogLast,TimestepsSoFar,Bound
9.3815913e-07,4.868316,,,245.65088,10.576364,-4.5186696,-0.38773766,17.419493,4.539993e-05,88.19178938865662,36,8.646008,,17.419493,-0.3877551,,,19.208344,,6.823636,4.973952,720,14449.54
8.881331e-07,4.8559318,,,245.73743,10.758448,-4.5460687,0.1837742,17.419493,4.539993e-05,91.08629655838013,37,17.313488,,17.419493,0.18367347,,,19.208344,,6.641552,5.3964562,740,14469.596
8.4200434e-07,4.7806654,,,254.34027,10.706836,-4.572737,-0.34687325,17.419493,4.539993e-05,93.67898297309875,38,8.797162,,17.419493,-0.3469388,,,19.208344,,6.693164,2.9825237,760,14426.784
7.993782e-07,4.744973,,,254.53323,10.873507,-4.5987124,0.1428708,17.419493,4.539993e-05,96.15468716621399,39,17.20702,,17.419493,0.14285715,,,19.208344,,6.526493,4.375763,780,14446.33
7.599088e-07,4.73534,,,263.01447,10.824638,-4.62403,-0.30610797,17.419493,4.539993e-05,98.74558186531067,40,8.918808,,17.419493,-0.30612245,,,19.208344,,6.5753613,5.3470335,800,14412.81
7.2329226e-07,4.725428,,,263.28906,10.978314,-4.648723,0.10204756,17.419493,4.539993e-05,101.50388598442078,41,17.125326,,17.419493,0.10204082,,,19.208344,,6.421685,5.316646,820,14432.036
6.8925965e-07,4.716356,,,271.67926,10.931446,-4.6728206,-0.265294,17.419493,4.539993e-05,104.20411109924316,42,9.00984,,17.419493,-0.26530612,,,19.208344,,6.4685535,5.3324075,840,14407.922
6.5757393e-07,4.7065787,,,272.10654,11.071941,-4.696351,0.06124536,17.419493,4.539993e-05,106.93061780929565,43,16.97275,,17.419493,0.06122449,,,19.208344,,6.3280582,5.2842174,860,14426.988
6.280238e-07,4.695128,,,280.436,11.026454,-4.7193403,-0.22449353,17.419493,4.539993e-05,109.43016052246094,44,9.070501,,17.419493,-0.2244898,,,19.208344,,6.3735456,5.1912727,880,14412.401
6.0042186e-07,4.685952,,,280.85098,11.158867,-4.741813,0.020345716,17.419493,4.539993e-05,112.07595610618591,45,16.985031,,17.419493,0.020408163,,,19.208344,,6.2411327,5.271051,900,14431.458
5.7460034e-07,4.6562037,,,289.06512,11.115974,-4.763792,-0.18362959,17.419493,4.539993e-05,114.4420895576477,46,9.185835,,17.419493,-0.18367347,,,19.208344,,6.284025,4.306553,920,14426.521
5.5040925e-07,4.637445,,,290.0329,11.229087,-4.7852983,-0.020366797,17.419493,4.539993e-05,116.90984416007996,47,16.432241,,17.419493,-0.020408163,,,19.208344,,6.1709127,4.763821,940,14445.686
5.277145e-07,4.620109,,,297.01538,11.212178,-4.8063517,-0.14289618,17.419493,4.539993e-05,119.57672667503357,48,10.4175,,17.419493,-0.14285715,,,19.208344,,6.1878214,4.7948422,960,14450.515
5.063948e-07,4.6039867,,,298.32666,11.3117,-4.826971,-0.06130725,17.419493,4.539993e-05,122.2042989730835,49,16.088768,,17.419493,-0.06122449,,,19.208344,,6.0882998,4.819844,980,14469.906
4.8634166e-07,4.562263,,,301.33893,11.373221,-4.8471737,-0.10207286,17.419493,4.539993e-05,124.86514210700989,50,14.387729,,17.419493,-0.10204082,,,19.208344,,6.026778,3.5077343,1000,14484.629
4.6745637e-07,4.5494766,,,303.06763,11.457497,-4.8669763,1.0000694,17.419493,0.00013791275,127.48992848396301,51,15.671271,21.075062,17.419493,1.0,0.4132365,,19.208344,,5.942503,4.9003067,1020,11261.529
4.496502e-07,4.5384583,,,320.46765,11.237161,-4.8863945,0.95925176,17.419493,0.00013791275,129.9827857017517,52,,17.432404,17.419493,0.9591837,0.33523852,,19.208344,,6.162839,4.62095,1040,11031.03
4.3284237e-07,4.526895,,,337.1407,11.038854,-4.9054427,0.9183697,17.419493,0.00013791275,132.46063470840454,53,0.7268796,23.971134,17.419493,0.9183673,0.45228556,,19.208344,,6.361146,4.627004,1060,10814.11
4.1695958e-07,4.531176,,,353.115,10.860833,-4.9241347,0.87751895,17.419493,0.00013791275,135.0523898601532,54,1.425762,19.075254,17.419493,0.877551,0.35324547,,19.208344,,6.5391665,5.3755956,1080,10609.71
4.0193527e-07,4.5302525,,,368.42126,10.701431,-4.942484,0.836899,17.419493,0.00013791275,137.50750207901,55,2.0937104,19.474144,17.419493,0.8367347,0.35407534,,19.208344,,6.6985683,5.1687384,1100,10417.703
3.8770855e-07,4.4950037,,,383.09344,10.559045,-4.9605026,-1.0002373,17.419493,0.00013791275,140.3541281223297,56,2.7277548,23.620502,17.419493,-1.0,0.42179468,,19.208344,,6.840955,3.2442238,1120,10262.28
3.7422413e-07,4.447849,,,383.2917,10.675584,-4.978202,0.7961058,17.419493,0.00013791275,142.93202137947083,57,17.20183,20.626526,17.419493,0.79591835,0.3618689,,19.208344,,6.724416,2.4464257,1140,10249.722
3.6143112e-07,4.4109035,,,397.35736,10.54901,-4.995594,-0.9591283,17.419493,0.00013791275,145.4080696105957,58,3.3342655,19.676508,17.419493,-0.9591837,0.33925015,,19.208344,,6.8509893,2.9874904,1160,10102.343
3.4928303e-07,4.404862,,,397.52032,10.662367,-5.012688,0.75528854,17.419493,0.00013791275,147.82573795318604,59,17.237099,47.0429,17.419493,0.75510204,0.7973373,,19.208344,,6.7376328,4.753831,1180,10093.576
3.377373e-07,4.3740773,,,411.00952,10.549841,-5.0294952,-0.9183335,17.419493,0.00013791275,150.5026261806488,60,3.9108057,24.650185,17.419493,-0.9183673,0.4108364,,19.208344,,6.8501587,2.9630923,1200,9954.893
3.2675467e-07,4.374446,,,411.13025,10.66016,-5.046025,0.71453756,17.419493,0.00013791275,153.56937193870544,61,17.279325,20.411736,17.419493,0.71428573,0.33461863,,19.208344,,6.7398396,5.044104,1220,9943.736
3.162992e-07,4.327647,,,424.07397,10.560096,-5.0622854,-0.8776808,17.419493,0.00013791275,156.55740666389465,62,4.456146,20.737097,17.419493,-0.877551,0.3344693,,19.208344,,6.839904,2.1761932,1240,9814.407
3.0633765e-07,4.3027234,,,424.17352,10.667087,-5.0782857,0.673587,17.419493,0.00013791275,159.67632365226746,63,17.300488,32.361958,17.419493,0.67346936,0.5136819,,19.208344,,6.732913,3.4609265,1260,9806.129
2.968394e-07,4.282544,,,436.59985,10.578127,-5.0940337,-0.83668524,17.419493,0.00013791275,162.68805813789368,64,4.973695,21.068672,17.419493,-0.8367347,0.329198,,19.208344,,6.8218727,3.5888534,1280,9684.391
2.8777617e-07,4.278956,,,436.6678,10.6820345,-5.109538,0.63269293,17.419493,0.00013791275,165.82393550872803,65,17.332123,26.792913,17.419493,0.63265306,0.41219866,,19.208344,,6.717965,4.7569995,1300,9676.405
2.791217e-07,4.278363,,,448.6078,10.602913,-5.1248055,-0.79605764,17.419493,0.00013791275,168.79625391960144,66,5.4600573,24.863712,17.419493,-0.79591835,0.3767229,,19.208344,,6.7970867,4.8871093,1320,9564.271
2.708519e-07,4.25372,,,448.64954,10.703737,-5.1398435,0.5920806,17.419493,0.00013791275,171.96043395996094,67,17.358116,22.510046,17.419493,0.59183675,0.33597085,,19.208344,,6.6962624,3.3000333,1340,9555.701
2.6294424e-07,4.213002,,,460.13666,10.633284,-5.1546583,-0.75492465,17.419493,0.00013791275,175.02558755874634,68,5.912931,39.049393,17.419493,-0.75510204,0.57425576,,19.208344,,6.766716,2.187892,1360,9455.4795
2.553779e-07,4.1863413,,,460.18243,10.730689,-5.169257,0.5511972,17.419493,0.00013791275,177.96280097961426,69,17.35421,56.02766,17.419493,0.5510204,0.8119951,,19.208344,,6.6693106,2.9123008,1380,9447.158
2.4813352e-07,4.162325,,,471.24396,10.667943,-5.183646,-0.71430486,17.419493,0.00013791275,181.06486582756042,70,6.338493,23.227604,17.419493,-0.71428573,0.3318229,,19.208344,,6.7320566,2.9036176,1400,9347.537
2.4119305e-07,4.164658,,,471.27966,10.762259,-5.1978307,0.51030004,17.419493,0.00013791275,184.1370406150818,71,17.364317,30.052261,17.419493,0.5102041,0.4232713,,19.208344,,6.637741,5.0343823,1420,9341.651
2.3453978e-07,4.150677,,,481.9458,10.706307,-5.211817,-0.67352045,17.419493,0.00013791275,187.22792100906372,72,6.7337456,24.47882,17.419493,-0.67346936,0.3399836,,19.208344,,6.693692,3.7980585,1440,9252.226
2.2815804e-07,4.1474338,,,481.9522,10.7979145,-5.2256103,0.46940696,17.419493,0.00013791275,190.38844442367554,73,17.393599,25.69201,17.419493,0.46938777,0.35194534,,19.208344,,6.602085,4.614368,1460,9246.369
2.2203328e-07,4.1495075,,,492.25372,10.747922,-5.239216,-0.63246584,17.419493,0.00013791275,193.6759684085846,74,7.0985074,24.488615,17.419493,-0.63265306,0.33092722,,19.208344,,6.6520777,4.9925737,1480,9164.681
2.1615185e-07,4.121187,,,492.24768,10.836698,-5.252639,0.42861575,17.419493,0.00013791275,196.78764057159424,75,17.40607,25.560186,17.419493,0.42857143,0.3408025,,19.208344,,6.563302,2.7328913,1500,9159.5625
2.1050109e-07,4.11935,,,502.2157,10.791899,-5.2658844,-0.591808,17.419493,0.00013791275,199.88788294792175,76,7.432024,29.050072,17.419493,-0.59183675,0.3822378,,19.208344,,6.608101,4.681703,1520,9086.101
2.0506903e-07,4.120386,,,502.22406,10.877608,-5.2789564,0.38764825,17.419493,0.00013791275,202.84744572639465,77,17.391582,29.382584,17.419493,0.3877551,0.381592,,19.208344,,6.5223913,4.8689117,1540,9081.033
1.9984455e-07,4.1043797,,,511.88757,10.837338,-5.2918596,-0.5509932,17.419493,0.00013791275,205.98660898208618,78,7.7364864,26.818247,17.419493,-0.5510204,0.34382367,,19.208344,,6.562661,3.542178,1560,9013.669
1.948172e-07,4.1050954,,,511.88184,10.920483,-5.304599,0.34700337,17.419493,0.00013791275,209.0478663444519,79,17.40572,26.829311,17.419493,0.3469388,0.33961153,,19.208344,,6.479517,4.8590307,1580,9009.589
1.899772e-07,4.0985327,,,521.27356,10.884081,-5.3171773,0.30583254,17.419493,0.00013791275,212.17352533340454,80,8.008349,306.1721,17.419493,0.30612245,3.827151,,19.208344,,6.5159187,4.281437,1600,8967.65
1.8531539e-07,4.071977,,,530.42053,10.851599,-5.3296,-0.5102598,17.419493,0.00013791275,215.36330366134644,81,8.253062,28.625792,17.419493,-0.5102041,0.35340482,,19.208344,,6.548401,1.3670844,1620,8956.838
1.8082306e-07,4.0677714,,,530.4177,10.93149,-5.3418703,-0.46919915,17.419493,0.00013791275,218.4400770664215,82,17.402727,148.94942,17.419493,-0.46938777,1.8164563,,19.208344,,6.4685097,4.4183836,1640,8918.27
1.7649211e-07,4.0508,,,530.49,11.0085535,-5.3539915,0.26508138,17.419493,0.00013791275,221.5697865486145,83,17.327784,55.591915,17.419493,0.26530612,0.6697821,,19.208344,,6.391446,2.6175613,1660,8892.738
1.7231491e-07,4.0231776,,,539.4251,10.978272,-5.3659678,-0.42846513,17.419493,0.00013791275,224.46849942207336,84,8.464886,49.630077,17.419493,-0.42857143,0.59083426,,19.208344,,6.421727,2.2119164,1680,8847.632
1.6828433e-07,4.0103703,,,539.538,11.052494,-5.377802,0.22442602,17.419493,0.00013791275,227.62635970115662,85,17.2871,44.628952,17.419493,0.2244898,0.52504647,,19.208344,,6.3475056,3.4643588,1700,8842.778
1.6439348e-07,4.006204,,,548.292,11.024512,-5.389498,0.18359743,17.419493,0.00013791275,230.93940782546997,86,8.646079,254.02791,17.419493,0.18367347,2.9538128,,19.208344,,6.3754873,4.224229,1720,8816.131
1.6063603e-07,4.010252,,,556.89404,10.998919,-5.401059,-0.38786173,17.419493,0.00013791275,234.19050669670105,87,8.797753,30.584538,17.419493,-0.3877551,0.3515464,,19.208344,,6.401081,3.9779303,1740,8807.868
1.5700596e-07,3.9957228,,,556.97485,11.07074,-5.4124875,-0.34708598,17.419493,0.00013791275,237.27006101608276,88,17.31926,73.33649,17.419493,-0.3469388,0.8333692,,19.208344,,6.32926,3.424709,1760,8774.617
1.5349757e-07,3.9794946,,,557.11053,11.140331,-5.423787,0.14273709,17.419493,0.00013791275,240.18007063865662,89,17.264307,30.501522,17.419493,0.14285715,0.34271374,,19.208344,,6.2596684,2.9396112,1780,8765.2705
1.5010546e-07,3.9632535,,,565.5914,11.115651,-5.4349604,-0.30590603,17.419493,0.00013791275,242.83662581443787,90,8.919156,31.001255,17.419493,-0.30612245,0.3444584,,19.208344,,6.2843485,3.2175395,1800,8738.2705
1.4682455e-07,3.9365127,,,565.8658,11.181695,-5.44601,0.10211302,17.419493,0.00013791275,245.69231963157654,91,17.125612,30.251274,17.419493,0.10204082,0.33243158,,19.208344,,6.2183046,2.2283466,1820,8737.869
1.4365008e-07,3.9294698,,,574.256,11.158087,-5.456939,-0.26527458,17.419493,0.00013791275,248.57177591323853,92,9.009718,31.263596,17.419493,-0.26530612,0.3398217,,19.208344,,6.241913,3.9961174,1840,8717.268
1.4057744e-07,3.9296646,,,574.59106,11.221601,-5.4677505,0.06146372,17.419493,0.00013791275,251.40631556510925,93,17.064901,33.637424,17.419493,0.06122449,0.36169273,,19.208344,,6.178399,4.6496196,1860,8717.852
1.3760231e-07,3.9010172,,,582.9209,11.198713,-5.4784455,-0.22442302,17.419493,0.00013791275,254.2071189880371,94,9.070257,31.036516,17.419493,-0.2244898,0.3301757,,19.208344,,6.2012863,1.9227718,1880,8703.231
1.3472066e-07,3.8953092,,,583.4292,11.25864,-5.4890275,0.020312691,17.419493,0.00013791275,257.0155096054077,95,16.891737,72.6838,17.419493,0.020408163,0.7650926,,19.208344,,6.1413593,4.0681553,1900,8708.301
1.3192863e-07,3.8869445,,,591.6516,11.236961,-5.499499,-0.061077792,17.419493,0.00013791275,259.7245206832886,96,9.177427,139.00127,17.419493,-0.06122449,1.4479299,,19.208344,,6.1630383,3.5188797,1920,8699.621
1.2922246e-07,3.8753128,,,594.69556,11.269117,-5.509862,-0.18361638,17.419493,0.00013791275,262.6427004337311,97,14.356183,48.427475,17.419493,-0.18367347,0.49925232,,19.208344,,6.1308823,2.8582418,1940,8704.617
1.265987e-07,3.872771,,,595.5078,11.323389,-5.520118,-0.020505812,17.419493,0.00013791275,265.40473914146423,98,16.587683,46.706955,17.419493,-0.020408163,0.47660157,,19.208344,,6.0766106,4.216129,1960,8705.545
1.2405411e-07,3.8623965,,,602.00146,11.319177,-5.5302706,-0.14276159,17.419493,0.00013791275,268.21991324424744,99,10.906403,45.302776,17.419493,-0.14285715,0.4576038,,19.208344,,6.080823,3.4508753,1980,8703.72
1.2158542e-07,3.852356,,,602.937,11.37063,-5.540321,-0.1022066,17.419493,0.00013791275,270.99170207977295,100,16.464535,41.099922,17.419493,-0.10204082,0.4109992,,19.208344,,6.0293694,3.4765127,2000,8704.305
1.1918971e-07,3.8339145,,,604.3054,11.416777,-5.5502715,0.99940616,17.419493,0.00041894216,273.3573143482208,101,16.031475,17.958305,17.419493,1.0,0.276464,,19.208344,,5.983223,2.6405349,2020,6757.45
1.1686409e-07,3.8011637,,,621.6947,11.304954,-5.5601234,0.95985574,17.419493,0.00041894216,275.8260509967804,102,0.010810223,17.695608,17.419493,0.9591837,0.25630024,,19.208344,,6.095046,1.2306505,2040,6614.465
1.14605925e-07,3.7660341,,,638.3783,11.202152,-5.56988,0.9184225,17.419493,0.00041894216,278.3377859592438,103,0.7163265,10.929512,17.419493,0.9183673,0.1877256,,19.208344,,6.1978474,0.9384169,2060,6479.76
1.1241255e-07,3.7635052,,,654.3534,11.10814,-5.5795417,0.87702835,17.419493,0.00041894216,281.1549620628357,104,1.4248788,10.218796,17.419493,0.877551,0.18484825,,19.208344,,6.2918596,4.3189116,2080,6353.087
1.10281555e-07,3.7335076,,,669.65186,11.022364,-5.5891113,0.8361668,17.419493,0.00041894216,283.7591290473938,105,2.1015477,64.47963,17.419493,0.8367347,0.70085454,,19.208344,,6.377636,1.4322041,2100,6235.4487
1.0821059e-07,3.7062628,,,684.313,10.944216,-5.59859,-1.000292,17.419493,0.00041894216,286.4705157279968,106,2.738908,130.62357,17.419493,-1.0,1.3326166,,19.208344,,6.455784,1.278848,2120,6155.821
1.0619741e-07,3.692109,,,684.5099,11.00271,-5.60798,0.795381,17.419493,0.00041894216,289.290242433548,107,17.203121,80.128204,17.419493,0.79591835,0.83723515,,19.208344,,6.3972893,2.2884862,2140,6128.043
1.04239895e-07,3.667243,,,698.56506,10.931805,-5.617282,-0.95927095,17.419493,0.00041894216,292.1480493545532,108,3.3447678,14.892641,17.419493,-0.9591837,0.22155647,,19.208344,,6.468195,1.3582989,2160,6034.623
1.0233602e-07,3.6608925,,,698.7252,10.989676,-5.6264987,0.75479466,17.419493,0.00041894216,295.21349024772644,109,17.239906,80.93607,17.419493,0.75510204,0.9032642,,19.208344,,6.410323,3.7609189,2180,6027.2476
1.0048382e-07,3.644747,,,712.2075,10.925386,-5.635631,-0.9186393,17.419493,0.00041894216,298.1295750141144,110,3.9175959,11.035048,17.419493,-0.9183673,0.19850956,,19.208344,,6.474613,2.1759384,2200,5938.642
9.868145e-08,3.6259844,,,712.333,10.982585,-5.644681,0.71431047,17.419493,0.00041894216,301.2334580421448,111,17.27442,161.4792,17.419493,0.71428573,1.5374502,,19.208344,,6.4174147,2.3683162,2220,5935.51
9.692714e-08,3.6347024,,,725.27405,10.924338,-5.65365,-0.8776696,17.419493,0.00041894216,304.2580554485321,112,4.4591,50.66879,17.419493,-0.877551,0.53505087,,19.208344,,6.4756613,4.620466,2240,5855.123
9.521922e-08,3.6273344,,,725.3784,10.980721,-5.6625385,0.67363304,17.419493,0.00041894216,307.2519555091858,113,17.295712,44.658836,17.419493,0.67346936,0.51244503,,19.208344,,6.419278,3.3450196,2260,5842.382
9.355603e-08,3.6171308,,,737.8053,10.928023,-5.671349,-0.83762133,17.419493,0.00041894216,310.1079115867615,114,4.97313,14.2488785,17.419493,-0.8367347,0.20652068,,19.208344,,6.4719763,3.0157988,2280,5766.1147
9.193604e-08,3.5776598,,,737.8772,10.983677,-5.680083,0.6321537,17.419493,0.00041894216,313.0445291996002,115,17.32806,12.459428,17.419493,0.63265306,0.20679972,,19.208344,,6.4163227,-0.12252359,2300,5758.135
9.035778e-08,3.5520368,,,749.8108,10.936113,-5.688741,-0.7957393,17.419493,0.00041894216,316.00993967056274,116,5.466267,57.53692,17.419493,-0.79591835,0.58741397,,19.208344,,6.4638863,1.4042488,2320,5695.202
8.8819796e-08,3.5421114,,,749.8578,10.990958,-5.6973248,0.5920772,17.419493,0.00041894216,319.0661745071411,117,17.35312,155.1242,17.419493,0.59183675,1.4088168,,19.208344,,6.4090414,2.8962762,2340,5688.2944
8.732076e-08,3.5326893,,,761.3447,10.947926,-5.7058353,-0.7553515,17.419493,0.00041894216,322.23120737075806,118,5.9129677,80.921486,17.419493,-0.75510204,0.8133226,,19.208344,,6.452074,2.5022428,2360,5627.192
8.585934e-08,3.5205123,,,761.3678,11.00195,-5.7142744,0.55232173,17.419493,0.00041894216,325.06957244873047,119,17.37688,81.1918,17.419493,0.5510204,0.84496737,,19.208344,,6.3980494,2.4371672,2380,5613.8657
8.4434326e-08,3.4658687,,,772.4407,10.962995,-5.7226424,-0.7139701,17.419493,0.00041894216,327.8915648460388,120,6.327194,10.46698,17.419493,-0.71428573,0.1693141,,19.208344,,6.437005,-2.7118108,2400,5549.509
8.3044476e-08,3.447177,,,772.458,11.016048,-5.7309413,0.5105486,17.419493,0.00041894216,330.5196096897125,121,17.382645,34.941322,17.419493,0.5102041,0.38937503,,19.208344,,6.383951,2.0375044,2420,5545.084
8.168867e-08,3.4291108,,,783.1267,10.980929,-5.739172,-0.67306364,17.419493,0.00041894216,333.04497051239014,122,6.7314353,15.652011,17.419493,-0.67346936,0.21211152,,19.208344,,6.4190702,1.8894359,2440,5488.997
