LQGmu1_higher,ReturnMean,Iteration,TimeElapsed,Delta,IWFirstEpisode,ReturnMax,TimestepsSoFar,ReturnLastEpisode,IWLastEpisode,LQGmu1_actor,DenMISEMeanLog,ReturnMin,Bound,ReturnAbsMax,ReturnStepMax,Regret/t,IWMin,DenMISELogFirst,DenMISELogLast,Regret,IWMean,IWMax,LQGsigma_higher
0.26530612,10.504184,33,79.51240611076355,1.1164868e-06,,17.419441,660,17.41454,,0.26525512,4.837193,,14541.575,17.419441,19.208273,6.895816,,-5.501636,5.0508375,227.56195,,,4.539993e-05
-0.42857143,10.44418,34,82.13873958587646,1.051777e-06,,17.419441,680,8.464047,,-0.4285847,4.810772,,14480.649,17.419441,19.208273,6.95582,,-5.531489,4.924027,236.49786,,,4.539993e-05
0.2244898,10.642166,35,84.87205052375793,9.925341e-07,,17.419441,700,17.373743,,0.22442582,4.8018217,,14501.442,17.419441,19.208273,6.7578335,,-5.5604763,5.483093,236.52417,,,4.539993e-05
-0.3877551,10.5867195,36,87.73856854438782,9.3815913e-07,,17.419441,720,8.646079,,-0.3877014,4.766187,,14449.496,17.419441,19.208273,6.81328,,-5.5886474,4.5049505,245.27805,,,4.539993e-05
0.18367347,10.769567,37,90.3220067024231,8.881331e-07,,17.419441,740,17.352055,,0.18363571,4.739648,,14469.552,17.419441,19.208273,6.630433,,-5.6160464,4.7705994,245.32602,,,4.539993e-05
-0.3469388,10.717674,38,93.08831548690796,8.4200434e-07,,17.419441,760,8.797626,,-0.34693283,4.7231026,,14426.741,17.419441,19.208273,6.6823254,,-5.6427145,5.0976667,253.9284,,,4.539993e-05
0.14285715,10.884575,39,95.57260370254517,7.993782e-07,,17.419441,780,17.226799,,0.14281708,4.7153788,,14446.287,17.419441,19.208273,6.5154247,,-5.66869,5.4089255,254.10156,,,4.539993e-05
-0.30612245,10.835434,40,98.08818531036377,7.599088e-07,,17.419441,800,8.918948,,-0.30613673,4.697879,,14412.767,17.419441,19.208273,6.5645657,,-5.694008,5.0027704,262.58264,,,4.539993e-05
0.10204082,10.991464,41,100.7590856552124,7.2329226e-07,,17.419441,820,17.232704,,0.1020686,4.6889157,,14431.991,17.419441,19.208273,6.408536,,-5.7187004,5.3181014,262.74994,,,4.539993e-05
-0.26530612,10.944283,42,103.50341701507568,6.8925965e-07,,17.419441,840,9.009801,,-0.2652621,4.6765175,,14407.879,17.419441,19.208273,6.455717,,-5.742798,5.156194,271.14014,,,4.539993e-05
0.06122449,11.085453,43,106.18970680236816,6.5757393e-07,,17.419441,860,17.01465,,0.06122948,4.6575665,,14426.945,17.419441,19.208273,6.3145466,,-5.7663283,4.849908,271.5255,,,4.539993e-05
-0.2244898,11.039659,44,108.93919634819031,6.280238e-07,,17.419441,880,9.070519,,-0.22452101,4.649493,,14412.358,17.419441,19.208273,6.360341,,-5.789318,5.290881,279.85498,,,4.539993e-05
0.020408163,11.171956,45,111.3666341304779,6.0042186e-07,,17.419441,900,16.99304,,0.020380594,4.636154,,14431.414,17.419441,19.208273,6.2280436,,-5.811791,5.038045,280.26196,,,4.539993e-05
-0.18367347,11.128528,46,113.70772743225098,5.7460034e-07,,17.419441,920,9.174238,,-0.1836557,4.6240435,,14426.479,17.419441,19.208273,6.271472,,-5.83377,5.0680995,288.48767,,,4.539993e-05
-0.020408163,11.249408,47,116.07955241203308,5.5040925e-07,,17.419441,940,16.809866,,-0.020421533,4.6142764,,14445.642,17.419441,19.208273,6.150592,,-5.855276,5.1543007,289.07782,,,4.539993e-05
-0.14285715,11.267323,48,118.64794254302979,5.277145e-07,,17.419441,960,12.109324,,-0.14287807,4.6051674,,14450.471,17.419441,19.208273,6.132677,,-5.8763294,5.166544,294.36847,,,4.539993e-05
-0.06122449,11.372427,49,121.30855655670166,5.063948e-07,,17.419441,980,16.417423,,-0.06128869,4.5947227,,14469.862,17.419441,19.208273,6.0275726,,-5.896949,5.083114,295.35107,,,4.539993e-05
-0.10204082,11.430188,50,124.04350852966309,4.8634166e-07,,17.419441,1000,14.260487,,-0.102058984,4.5664177,,14484.585,17.419441,19.208273,5.9698114,,-5.9171515,4.169388,298.4906,,,4.539993e-05
1.0,11.51498,51,126.40042042732239,4.6745637e-07,,17.419441,1020,15.75461,,1.0001818,4.556863,,11261.495,17.419441,19.208273,5.8850193,,-5.936954,5.069245,300.136,0.6100278,31.111418,0.00013791275
0.9591837,11.293538,52,128.98093605041504,4.496502e-07,,17.419441,1040,,,0.9591171,4.519969,,11031.023,17.419441,19.208273,6.1064615,,-5.9563723,3.1524694,317.536,0.37133965,19.309662,0.00013791275
0.9183673,11.094212,53,131.37557363510132,4.3284237e-07,,17.419441,1060,0.72923136,,0.9184708,4.5097938,,10813.909,17.419441,19.208273,6.305788,,-5.9754205,4.655391,334.20673,0.3342516,17.715336,0.00013791275
0.877551,10.915135,54,133.75479292869568,4.1695958e-07,,17.419441,1080,1.4240714,,0.87759966,4.4866395,,10609.645,17.419441,19.208273,6.484864,,-5.9941125,3.961782,350.18268,0.3372047,18.209053,0.00013791275
0.8367347,10.754722,55,136.19143652915955,4.0193527e-07,,17.419441,1100,2.0924208,,0.8367509,4.482106,,10417.6875,17.419441,19.208273,6.645278,,-6.0124617,4.9375925,365.4903,0.35995042,19.797274,0.00013791275
-1.0,10.611424,56,138.77457308769226,3.8770855e-07,,17.419441,1120,2.730011,,-0.9999962,4.484343,,10262.493,17.419441,19.208273,6.788575,,-6.03048,5.2909274,380.16022,0.43609852,24.421516,0.00013791275
0.79591835,10.72705,57,141.41055917739868,3.7422413e-07,,17.419441,1140,17.202055,,0.7957485,4.487962,,10249.6045,17.419441,19.208273,6.67295,,-6.0481796,5.3198557,380.35815,0.3361422,19.160107,0.00013791275
-0.9591837,10.599677,58,143.93752813339233,3.6143112e-07,,17.419441,1160,3.3394444,,-0.958936,4.4529185,,10102.841,17.419441,19.208273,6.8003225,,-6.0655713,3.157003,394.4187,0.36999416,21.459661,0.00013791275
0.75510204,10.712285,59,146.40501499176025,3.4928303e-07,,17.419441,1180,17.243624,,0.7549428,4.4046164,,10091.881,17.419441,19.208273,6.6877146,,-6.082666,2.2797558,394.57513,0.3715637,21.922258,0.00013791275
-0.9183673,10.599008,60,148.95385265350342,3.377373e-07,,17.419441,1200,3.91556,,-0.9183276,4.3736362,,9953.497,17.419441,19.208273,6.800992,,-6.099473,3.2215,408.05957,0.33187678,19.912607,0.00013791275
0.71428573,10.708418,61,151.70067048072815,3.2675467e-07,,17.419441,1220,17.273079,,0.71409625,4.371826,,9943.702,17.419441,19.208273,6.6915817,,-6.116002,4.968365,408.18652,0.33375588,20.359108,0.00013791275
-0.877551,10.607668,62,154.68442797660828,3.162992e-07,,17.419441,1240,4.461886,,-0.87760437,4.336742,,9820.282,17.419441,19.208273,6.7923317,,-6.1322627,2.9005089,421.1245,0.67527646,41.86714,0.00013791275
0.67346936,10.713974,63,157.66074752807617,3.0633765e-07,,17.419441,1260,17.304972,,0.67338824,4.3353224,,9807.491,17.419441,19.208273,6.6860256,,-6.148263,4.7233725,421.2196,0.7934034,49.984413,0.00013791275
-0.8367347,10.62432,64,160.53248977661133,2.968394e-07,,17.419441,1280,4.9761324,,-0.83675915,4.3266344,,9684.881,17.419441,19.208273,6.7756796,,-6.1640115,4.1872926,433.6435,0.35882843,22.96502,0.00013791275
0.63265306,10.7271805,65,163.69052863121033,2.8777617e-07,,17.419441,1300,17.31021,,0.632367,4.327676,,9676.074,17.419441,19.208273,6.672819,,-6.179516,5.0799823,433.73328,0.3570129,23.20584,0.00013791275
-0.79591835,10.647432,66,166.57567834854126,2.791217e-07,,17.419441,1320,5.4638114,,-0.79591703,4.276396,,9564.375,17.419441,19.208273,6.7525673,,-6.194783,1.6302886,445.6695,0.38513565,25.418953,0.00013791275
0.59183675,10.747426,67,169.61796832084656,2.708519e-07,,17.419441,1340,17.347029,,0.59164095,4.279643,,9556.256,17.419441,19.208273,6.6525736,,-6.209821,5.160643,445.7224,0.43448177,29.11028,0.00013791275
-0.75510204,10.6764,68,172.76260542869568,2.6294424e-07,,17.419441,1360,5.9176693,,-0.75523084,4.247763,,9456.791,17.419441,19.208273,6.7235994,,-6.224636,2.7436595,457.2047,0.6509576,44.265114,0.00013791275
0.5510204,10.773232,69,175.8090889453888,2.553779e-07,,17.419441,1380,17.357887,,0.5511989,4.228073,,9444.069,17.419441,19.208273,6.626767,,-6.239235,3.3804798,457.24695,0.32919738,22.714619,0.00013791275
-0.71428573,10.709879,70,178.79397988319397,2.4813352e-07,,17.419441,1400,6.338475,,-0.7145602,4.1987977,,9348.331,17.419441,19.208273,6.6901207,,-6.2536235,2.8870401,468.30847,0.3796862,26.578033,0.00013791275
0.5102041,10.803927,71,182.00105214118958,2.4119305e-07,,17.419441,1420,17.387306,,0.51027817,4.15454,,9340.989,17.419441,19.208273,6.596072,,-6.2678084,1.7275716,468.32117,0.32920605,23.37363,0.00013791275
-0.67346936,10.7474,72,184.94629955291748,2.3453978e-07,,17.419441,1440,6.7339487,,-0.67345417,4.145399,,9261.95,17.419441,19.208273,6.6525993,,-6.2817945,4.2048492,478.98712,0.90140915,64.90146,0.00013791275
0.46938777,10.838473,73,188.08399868011475,2.2815804e-07,,17.419441,1460,17.395756,,0.46955416,4.1527395,,9247.452,17.419441,19.208273,6.5615263,,-6.295588,5.031774,478.9914,0.5083314,37.108192,0.00013791275
-0.63265306,10.787916,74,191.30748414993286,2.2203328e-07,,17.419441,1480,7.097249,,-0.6324975,4.128564,,9173.309,17.419441,19.208273,6.6120834,,-6.3091936,2.9459443,489.2942,0.82708067,61.203968,0.00013791275
0.42857143,10.876244,75,194.39835286140442,2.1615185e-07,,17.419441,1500,17.41248,,0.42846158,4.108742,,9161.447,17.419441,19.208273,6.523756,,-6.3226166,3.0325305,489.28174,0.59804857,44.85364,0.00013791275
-0.59183675,10.83094,76,197.61941361427307,2.1050109e-07,,17.419441,1520,7.433227,,-0.5919747,4.094142,,9089.791,17.419441,19.208273,6.5690594,,-6.3358617,3.5237226,499.24854,0.5960283,45.298153,0.00013791275
0.3877551,10.916458,77,200.75873446464539,2.0506903e-07,,17.419441,1540,17.415699,,0.38772607,4.07537,,9082.678,17.419441,19.208273,6.4835415,,-6.3489337,3.1746676,499.23267,0.59764224,46.01845,0.00013791275
-0.5510204,10.875682,78,203.8790421485901,1.9984455e-07,,17.419441,1560,7.735937,,-0.55109376,4.078607,,9033.471,17.419441,19.208273,6.5243177,,-6.3618374,4.852886,508.8968,1.4840788,115.75814,0.00013791275
0.3469388,10.95849,79,206.94302129745483,1.948172e-07,,17.419441,1580,17.417517,,0.34710553,4.078145,,9014.119,17.419441,19.208273,6.4415092,,-6.374576,4.1258826,508.87927,0.90858114,71.77791,0.00013791275
-0.5102041,10.921605,80,209.89328503608704,1.899772e-07,,17.419441,1600,8.007704,,-0.51014847,4.0586348,,8952.173,17.419441,19.208273,6.4783945,,-6.387155,2.8646748,518.2716,0.49911365,39.929092,0.00013791275
0.30612245,11.00159,81,213.01754093170166,1.8531539e-07,,17.419441,1620,17.400402,,0.30622408,4.0559826,,8946.1875,17.419441,19.208273,6.39841,,-6.3995776,4.432749,518.27124,0.36003968,29.163214,0.00013791275
-0.46938777,10.968044,82,216.31670022010803,1.8082306e-07,,17.419441,1640,8.250881,,-0.4691689,4.0417295,,8896.002,17.419441,19.208273,6.4319553,,-6.4118476,3.5735614,527.4203,0.5298082,43.444275,0.00013791275
0.26530612,11.044798,83,219.1567256450653,1.7649211e-07,,17.419441,1660,17.338562,,0.2655487,4.0137997,,8891.932,17.419441,19.208273,6.3552017,,-6.4239693,2.2923672,527.4817,0.5776479,47.94478,0.00013791275
-0.42857143,11.014058,84,222.03787779808044,1.7231491e-07,,17.419441,1680,8.462628,,-0.42862186,3.983333,,8843.333,17.419441,19.208273,6.3859415,,-6.435945,1.9926782,536.4191,0.3419422,28.723145,0.00013791275
0.2244898,11.088918,85,224.87136483192444,1.6828433e-07,,17.419441,1700,17.377205,,0.22460592,3.9808593,,8845.108,17.419441,19.208273,6.311082,,-6.4477797,4.473072,536.44196,0.797641,67.799484,0.00013791275
-0.3877551,11.060505,86,228.17150402069092,1.6439348e-07,,17.419441,1720,8.645343,,-0.38768417,3.9683583,,8805.906,17.419441,19.208273,6.3394947,,-6.4594755,3.3134518,545.1966,0.614231,52.823864,0.00013791275
0.18367347,11.132042,87,231.44238543510437,1.6063603e-07,,17.419441,1740,17.28426,,0.18352258,3.9636781,,8800.564,17.419441,19.208273,6.2679577,,-6.4710364,4.0765414,545.31226,0.44807994,38.982956,0.00013791275
-0.3469388,11.105518,88,234.70377469062805,1.5700596e-07,,17.419441,1760,8.798003,,-0.34708583,3.9446828,,8765.966,17.419441,19.208273,6.2944813,,-6.4824653,2.916165,553.9143,0.33171794,29.19118,0.00013791275
0.14285715,11.17437,89,237.42530012130737,1.5349757e-07,,17.419441,1780,17.23325,,0.14287603,3.925452,,8766.342,17.419441,19.208273,6.22563,,-6.493765,2.9410233,554.08105,0.46584332,41.460056,0.00013791275
-0.30612245,11.149308,90,240.18750381469727,1.5010546e-07,,17.419441,1800,8.918795,,-0.3062584,3.928359,,8738.273,17.419441,19.208273,6.2506914,,-6.504938,4.7990465,562.56226,0.34401175,30.961058,0.00013791275
0.10204082,11.214824,91,243.02124404907227,1.4682455e-07,,17.419441,1820,17.111176,,0.10200258,3.910781,,8738.354,17.419441,19.208273,6.185176,,-6.515988,3.0276153,562.8511,0.38898858,35.39796,0.00013791275
-0.26530612,11.190857,92,245.95482778549194,1.4365008e-07,,17.419441,1840,9.009924,,-0.26530254,3.9107876,,8719.99,17.419441,19.208273,6.2091427,,-6.526917,4.5773454,571.2411,0.50052744,46.048523,0.00013791275
0.06122449,11.252507,93,248.80346369743347,1.4057744e-07,,17.419441,1860,16.924393,,0.06139942,3.9143474,,8717.547,17.419441,19.208273,6.1474924,,-6.537728,4.8306513,571.7168,0.3309545,30.778767,0.00013791275
-0.2244898,11.229292,94,251.61880946159363,1.3760231e-07,,17.419441,1880,9.07033,,-0.22446352,3.8931077,,8704.503,17.419441,19.208273,6.1707077,,-6.5484233,2.6265886,580.0465,0.40641674,38.203175,0.00013791275
0.020408163,11.289873,95,254.31516027450562,1.3472066e-07,,17.419441,1900,16.984495,,0.020133767,3.8945467,,8704.806,17.419441,19.208273,6.1101265,,-6.5590053,4.6834745,580.46204,0.38799196,36.859238,0.00013791275
-0.18367347,11.270218,96,257.12604331970215,1.3192863e-07,,17.419441,1920,9.402859,,-0.18379791,3.8618987,,8696.628,17.419441,19.208273,6.1297817,,-6.5694766,1.4272766,588.459,0.35246456,33.836597,0.00013791275
-0.020408163,11.325892,97,259.84106612205505,1.2922246e-07,,17.419441,1940,16.67079,,-0.020425668,3.8467946,,8699.078,17.419441,19.208273,6.074107,,-6.579839,3.08968,589.18835,0.34215423,33.18896,0.00013791275
-0.06122449,11.320084,98,262.699786901474,1.265987e-07,,17.419441,1960,10.756557,,-0.061061557,3.8485887,,8701.499,17.419441,19.208273,6.079916,,-6.590096,4.7231965,595.8318,0.8026764,78.662285,0.00013791275
-0.14285715,11.360628,99,265.3915672302246,1.2405411e-07,,17.419441,1980,15.334032,,-0.1427289,3.832757,,8702.271,17.419441,19.208273,6.0393715,,-6.6002483,2.6869261,597.8978,0.36186287,35.824425,0.00013791275
-0.10204082,11.408831,100,268.22993874549866,1.2158542e-07,,17.419441,2000,16.180763,,-0.10205965,3.817724,,8703.408,17.419441,19.208273,5.991169,,-6.6102986,3.015587,599.11694,0.35352772,35.35277,0.00013791275
1.0,11.447556,101,270.7782678604126,1.1918971e-07,,17.419441,2020,15.320133,,0.9993361,3.8194475,,6757.4297,17.419441,19.208273,5.952444,,-6.620249,4.684103,601.1968,0.8458175,71.958984,0.00041894216
0.9591837,11.3354435,102,273.2167272567749,1.1686409e-07,,17.419441,2040,0.012084719,,0.9583021,3.7883475,,6614.4478,17.419441,19.208273,6.064556,,-6.630101,0.9792114,618.5847,0.2590398,17.210178,0.00041894216
0.9183673,11.232609,103,275.5633602142334,1.14605925e-07,,17.419441,2060,0.74345976,,0.918493,3.7443764,,6480.054,17.419441,19.208273,6.167391,,-6.6398573,0.012096834,635.2412,0.40809324,33.52531,0.00041894216
0.877551,11.138291,104,278.05962347984314,1.1241255e-07,,17.419441,2080,1.4237006,,0.8775008,3.7346404,,6353.113,17.419441,19.208273,6.2617083,,-6.6495194,3.3658364,651.21765,0.20656799,12.827165,0.00041894216
0.8367347,11.0521555,105,280.99040722846985,1.10281555e-07,,17.419441,2100,2.094001,,0.83667487,3.7332141,,6233.9917,17.419441,19.208273,6.347844,,-6.6590886,4.383871,666.5237,0.17356811,9.237717,0.00041894216
-1.0,10.973656,106,283.67987728118896,1.0821059e-07,,17.419441,2120,2.7311697,,-0.9999873,3.7300527,,6136.0586,17.419441,19.208273,6.426344,,-6.6685677,4.22694,681.1924,0.18480785,10.924307,0.00041894216
0.79591835,11.031791,107,286.41671776771545,1.0619741e-07,,17.419441,2140,17.19405,,0.7955465,3.7318702,,6127.658,17.419441,19.208273,6.368209,,-6.677957,4.7431355,681.3983,0.72651714,68.85578,0.00041894216
-0.9591837,10.960591,108,289.21011543273926,1.04239895e-07,,17.419441,2160,3.342371,,-0.95958596,3.7109878,,6056.2446,17.419441,19.208273,6.4394083,,-6.6872597,1.8953755,695.45605,1.4764699,149.7346,0.00041894216
0.75510204,11.01809,109,292.26065850257874,1.0233602e-07,,17.419441,2180,17.227913,,0.755428,3.692848,,6026.3564,17.419441,19.208273,6.3819094,,-6.6964765,1.7731129,695.6282,0.6793959,64.2051,0.00041894216
-0.9183673,10.953462,110,295.2620117664337,1.0048382e-07,,17.419441,2200,3.9088871,,-0.9186097,3.6741366,,5938.4795,17.419441,19.208273,6.446538,,-6.705609,2.0804417,709.11926,0.19018011,11.888733,0.00041894216
0.71428573,11.010398,111,298.137788772583,9.868145e-08,,17.419441,2220,17.273344,,0.7139164,3.6566885,,5932.411,17.419441,19.208273,6.3896017,,-6.7146587,2.551331,709.2457,0.84504986,84.64307,0.00041894216
-0.877551,10.95195,112,301.2078347206116,9.692714e-08,,17.419441,2240,4.464224,,-0.87729716,3.6376088,,5850.6377,17.419441,19.208273,6.4480495,,-6.723627,1.8692659,722.1815,0.2766547,16.065012,0.00041894216
0.67346936,11.008161,113,304.1799638271332,9.521922e-08,,17.419441,2260,17.303675,,0.67305756,3.6206822,,5841.7163,17.419441,19.208273,6.391839,,-6.7325163,2.4613483,722.27783,0.3819803,25.060776,0.00041894216
0.63265306,10.955282,114,307.1736752986908,9.355603e-08,,17.419441,2280,4.9801865,,0.632391,3.5981214,,5766.593,17.419441,19.208273,6.4447174,,-6.741327,1.6954784,734.69775,2.325871,255.18892,0.00041894216
-0.8367347,10.907528,115,310.018105506897,9.193604e-08,,17.419441,2300,5.4635353,,-0.8367737,3.5899312,,5768.723,17.419441,19.208273,6.4924717,,-6.7500606,2.39298,746.6343,0.17871621,10.461487,0.00041894216
-0.79591835,10.962796,116,313.03080582618713,9.035778e-08,,17.419441,2320,17.318666,,-0.79514366,3.590127,,5688.017,17.419441,19.208273,6.4372034,,-6.7587185,4.4371567,746.7156,0.17465538,10.799867,0.00041894216
0.59183675,11.01742,117,315.9074869155884,8.8819796e-08,,17.419441,2340,17.353731,,0.59152716,3.555686,,5685.3345,17.419441,19.208273,6.38258,,-6.7673025,0.38883,746.76184,0.91046685,94.50265,0.00041894216
-0.75510204,10.974212,118,318.82074999809265,8.732076e-08,,17.419441,2360,5.9188952,,-0.755384,3.5407073,,5623.2637,17.419441,19.208273,6.425788,,-6.775813,2.094051,758.2429,0.5877302,52.861397,0.00041894216
0.5510204,11.027994,119,321.9353332519531,8.585934e-08,,17.419441,2380,17.374245,,0.5515292,3.5256143,,5613.3994,17.419441,19.208273,6.3720055,,-6.7842517,2.2394633,758.26855,0.77400655,82.40466,0.00041894216
-0.71428573,10.988888,120,324.9024269580841,8.4434326e-08,,17.419441,2400,6.335159,,-0.7139732,3.5041525,,5581.586,17.419441,19.208273,6.411112,,-6.79262,1.3414338,769.3335,2.015151,230.77748,0.00041894216
0.5102041,11.041651,121,327.7458691596985,8.3044476e-08,,17.419441,2420,17.373323,,0.5096883,3.4935262,,5544.3027,17.419441,19.208273,6.358349,,-6.800919,2.0536017,769.3601,0.27583975,23.511206,0.00041894216
-0.67346936,11.006387,122,330.308664560318,8.168867e-08,,17.419441,2440,6.7394266,,-0.673126,3.469512,,5489.796,17.419441,19.208273,6.393613,,-6.8091493,1.3036889,780.0209,0.25915396,21.235874,0.00041894216
