DenMISELogLast,IWLastEpisode,MountainCar_std0_higher,TimestepsSoFar,AvgEpLen,ReturnLastEpisode,DenMISEMeanLog,Regret,IWMax,MountainCar_std1_higher,BoundBonus,ReturnMean,MountainCar_mu0_higher,NumTrainableParams,ReturnMax,MinEpLen,ReturnAbsMax,MountainCar_mu1_higher,DenMISELogFirst,IWFirstEpisode,IWMin,NumTrajectories,Iteration,Delta,Bound,ReturnMin,IWMean,ActionIn1,Regret/t,BoundMISE,GridSize,ReturnStepMax,TimeElapsed
-4.482044,6.1453154e-13,0.14999999,8358,642.9230769230769,91.13998,-3.2164884,-187.61339,0.42000383,1.5,47579.29,19.431799,,,96.63053,113,96.63053,,-2.9754832,0.42000383,,13,13,7.1944036e-05,47579.17,-94.69742,0.03230799,-0.13668835,-14.431799,-0.11523907,9,96.63053,5.364858388900757
-3.0504315,,0.14999999,9357,668.3571428571429,-0.07777985,-3.2711704,-182.53563,13.999998,1.5,525.6016,18.03826,,,96.63053,113,96.63053,20.0,-3.0177941,,,14,14,6.203337e-05,601.77057,-94.69742,1.0000013,22.10648,-13.0382595,76.16895,9,96.63053,5.977713346481323
-3.351975,1.4101144e-13,0.14999999,9506,633.7333333333333,93.304245,-3.2947412,-270.83987,14.992657,1.5,529.3315,23.055992,,,96.63053,113,96.63053,10.0,-3.086787,3.0968693e-12,,15,15,5.403797e-05,605.2732,-94.69742,0.99951047,10.006831,-18.055992,75.94169,9,96.63053,6.127796411514282
-2.4286325,2.9675857e-09,0.14999999,10186,636.625,98.50209,-3.2578077,-364.34195,15.999207,1.5,543.1162,27.771372,-1.0,,98.50209,113,98.50209,10.0,-3.1513255,2.3457661e-14,,16,16,4.74943e-05,614.9571,-94.69742,0.9999504,9.768836,-22.771372,71.840904,9,98.50209,6.473621129989624
-2.6163714,1.9148667e-20,0.14999999,10509,618.1764705882352,89.23332,-3.2363627,-448.57532,16.92868,1.5,546.38086,31.386784,,,98.50209,113,98.50209,,-3.21195,0.5320464,,17,17,4.2071075e-05,546.20795,-94.69742,1.0271016,1.0571684,-26.386784,-0.17293857,9,98.50209,6.708472967147827
-3.7860556,4.7138093e-07,0.14999999,11508,639.3333333333334,-1.2580074,-3.2807806,-442.31726,9.0,1.5,388.5584,29.573181,,,98.50209,113,98.50209,10.0,-3.2382913,3.6034663e-12,,18,18,3.7526363e-05,485.96884,-94.69742,0.9998775,11.263161,-24.573181,97.41043,9,98.50209,7.341266393661499
-3.9106977,1.0992835e-06,0.14999999,11811,621.6315789473684,97.421936,-3.3224795,-534.73926,9.5,1.5,390.61456,33.144173,,,98.50209,113,98.50209,20.0,-3.2923586,,,19,19,3.368017e-05,485.5821,-94.69742,1.0000014,17.252249,-28.144173,94.96753,9,98.50209,7.576551198959351
-4.0294147,6.792987e-13,0.14999999,11977,598.85,97.9723,-3.366008,-627.71155,19.999615,1.5,555.1569,36.38558,1.0,,98.50209,113,98.50209,10.0,-3.3436518,2.8130033e-29,,20,20,3.0396353e-05,484.3285,-94.69742,1.000144,14.450628,-31.385578,-70.828415,9,98.50209,7.724876642227173
-5.6633935,,0.14999999,12976,617.9047619047619,-92.93033,-3.4888604,-529.78125,10.500001,1.5,394.39233,30.227678,-1.0,,98.50209,113,98.50209,10.0,-3.392442,2.9853873e-14,,21,21,2.7570388e-05,484.5781,-94.69742,0.99999,10.924592,-25.227678,90.18575,9,98.50209,8.365873098373413
-3.1723003,,0.14999999,13157,598.0454545454545,93.14363,-3.482016,-617.9248,22.000002,1.5,560.22095,33.08749,1.0,,98.50209,113,98.50209,20.0,-3.438962,,,22,22,2.5120953e-05,485.55243,-94.69742,1.0002527,20.113136,-28.08749,-74.668526,9,98.50209,8.540502548217773
-3.0066922,2.5207685e-16,0.14999999,13366,581.1304347826087,84.50726,-3.473721,-697.43207,7.6666665,1.5,324.79828,35.32313,,,98.50209,113,98.50209,10.0,-3.483414,4.604431e-12,,23,23,2.2984013e-05,422.2115,-94.69742,0.99990714,11.190918,-30.323132,97.413216,9,98.50209,8.721324682235718
-2.4666615,2.241699e-07,0.14999999,13685,570.2083333333334,97.17057,-3.436589,-789.60266,8.0,1.5,326.08997,37.900112,,,98.50209,113,98.50209,20.0,-3.5259736,,,24,24,2.110858e-05,422.0567,-94.69742,0.9999768,20.211714,-32.900112,95.96674,9,98.50209,8.973650455474854
-2.2097015,4.958475e-09,0.14999999,13872,554.88,94.28759,-3.3921816,-878.89026,8.333334,1.5,327.3241,40.15561,-1.0,,98.50209,113,98.50209,20.0,-3.5667953,,,25,25,1.9453666e-05,419.25574,-94.69742,0.9999987,19.265747,-35.15561,91.93164,9,98.50209,9.13475251197815
-2.5468583,2.6669228e-10,0.14999999,14134,543.6153846153846,81.46804,-3.3641875,-955.3584,8.666668,1.5,328.50546,41.744553,-1.0,,98.50209,113,98.50209,10.0,-3.6060162,3.6961916e-14,,26,26,1.7986009e-05,419.67743,-94.69742,0.9999959,8.655953,-36.744553,91.17195,9,98.50209,9.33716630935669
-3.7949107,4.2848063e-13,0.14999999,14474,536.074074074074,92.28981,-3.3845181,-1042.6482,13.471622,1.5,403.71063,43.6166,,,98.50209,113,98.50209,,-3.6437564,0.81937104,,27,27,1.6678383e-05,403.06696,-94.69742,0.92405534,0.94806135,-38.6166,-0.64366305,9,98.50209,9.583999633789062
-2.795242,2.3581732e-15,0.14999999,15473,552.6071428571429,-0.016710239,-3.3711345,-1037.6313,14.847399,1.5,40909.703,42.05826,-0.33333334,,98.50209,113,98.50209,13.333333,-3.6502285,1.4055514e-18,,28,28,9.122555e-06,40962.41,-94.69742,0.541036,13.667615,-37.05826,52.70624,16,98.50209,10.254792213439941
-4.08745,0.073347144,0.14999999,15772,543.8620689655172,95.71072,-3.4146755,-1128.3422,9.216254,1.5,41032.957,43.90835,0.33333334,,98.50209,113,98.50209,13.333333,-3.6853197,1.4505631e-23,,29,29,8.504261e-06,41066.55,-94.69742,0.3483699,12.025241,-38.90835,33.593,16,98.50209,11.077661991119385
-4.6498003,0.26036167,0.14999999,16027,534.2333333333333,96.099144,-3.4784062,-1219.4413,3.8793278,1.5,41151.98,45.648045,0.33333334,,98.50209,113,98.50209,6.6666665,-3.7192214,1.158865e-09,,30,30,7.94676e-06,41165.473,-94.69742,0.14005052,8.814866,-40.648045,13.492013,16,98.50209,11.308899641036987
-4.3351703,0.00033051067,0.14999999,17026,549.2258064516129,-14.224745,-3.5335078,-1200.2166,0.1624674,1.5,41266.46,43.716663,-0.33333334,,98.50209,113,98.50209,6.6666665,-3.752011,0.00012017704,,31,31,7.4423347e-06,41267.582,-94.69742,0.013368218,4.149891,-38.716663,1.12205,16,98.50209,11.972273826599121
-5.1392856,8.1898396e-14,0.14999999,17874,558.5625,97.92229,-3.6140282,-1293.1388,47.688248,1.5,4953.933,45.410587,1.0,,98.50209,113,98.50209,6.6666665,-3.783756,3.2498214e-23,,32,32,6.984457e-06,4819.964,-94.69742,1.490792,10.355523,-40.410587,-133.96921,16,98.50209,12.570600271224976
-3.9428983,0.35604873,0.14999999,18873,571.9090909090909,-93.28447,-3.626169,-1194.8542,183.24158,1.5,4966.752,41.207703,1.0,,98.50209,113,98.50209,13.333333,-3.8145275,4.3396294e-37,,33,33,6.5675695e-06,4449.8374,-94.69742,5.565797,13.639763,-36.207703,-516.91437,16,98.50209,13.239418745040894
-3.6092587,2.315532e-19,0.14999999,19872,584.4705882352941,-74.30549,-3.5989742,-1115.5488,2.0873935,1.5,4065.4727,37.81026,0.33333334,,98.50209,113,98.50209,,-3.8443806,0.00026761103,,34,34,6.186923e-06,4065.465,-94.69742,0.08288038,1.5584329,-32.81026,-0.0075687864,16,98.50209,13.921887397766113
-3.9518373,1.4801927e-18,0.14999999,20871,596.3142857142857,-3.0844312,-3.634905,-1107.4644,35.6407,1.5,3529.3022,36.641838,-1.0,,98.50209,113,98.50209,6.6666665,-3.8733602,3.5926305e-08,,35,35,5.8384353e-06,3627.5571,-94.69742,1.0775797,7.0610867,-31.641838,98.254845,16,98.50209,14.616142272949219
-3.2207248,0.027180735,0.14999999,21637,601.0277777777778,85.02546,-3.6296709,-1187.4897,13.364753,1.5,3537.539,37.985825,-1.0,,98.50209,113,98.50209,13.333333,-3.901531,4.7849324e-22,,36,36,5.5185833e-06,3578.7717,-94.69742,0.44555414,12.244706,-32.985825,41.232758,16,98.50209,15.079787492752075
-3.639977,1.1590917e-07,0.14999999,22026,595.2972972972973,87.44757,-3.6461222,-1269.9374,1.1947994,1.5,3545.539,39.32263,-0.33333334,,98.50209,113,98.50209,20.0,-3.92893,,,37,37,5.224312e-06,3555.488,-94.69742,0.1045197,18.853697,-34.32263,9.948981,16,98.50209,15.378929615020752
-3.928402,0.0007333581,0.14999999,22213,584.5526315789474,93.71521,-3.6768005,-1358.6526,1.5893006,1.5,3553.3052,40.754017,0.33333334,,98.50209,113,98.50209,20.0,-3.9555984,,,38,38,4.9529667e-06,3561.8984,-94.69742,0.089372896,18.712202,-35.754017,8.593231,16,98.50209,15.563289403915405
-4.053191,1.5853319e-35,0.14999999,22369,573.5641025641025,95.17884,-3.7095008,-1448.8314,30.805944,1.5,912.4122,42.149525,-0.33333334,,98.50209,113,98.50209,,-3.9815738,30.805944,,39,39,4.7022245e-06,912.8875,-94.69742,1.5419643,-0.4538374,-37.149525,0.47534767,16,98.50209,15.733559131622314
-3.449986,1.0379446e-16,0.14999999,23368,584.2,-3.8570507,-3.6982071,-1439.9744,36.38746,1.5,604.0901,40.99936,-0.33333334,,98.50209,113,98.50209,13.333333,-3.424734,1.1218008e-18,,40,40,4.4700523e-06,714.19763,-94.69742,1.2656251,9.463952,-35.99936,110.10753,16,98.50209,16.43110704421997
-3.61745,0.0016476987,0.14999999,23708,578.2439024390244,97.66263,-3.6970532,-1532.637,37.769997,1.5,605.29987,42.38139,0.33333334,,98.50209,113,98.50209,13.333333,-3.4494267,1.1457533e-23,,41,41,4.2546603e-06,704.551,-94.69742,1.1741841,14.991815,-37.38139,99.25118,16,98.50209,16.73718500137329
-3.7764823,3.6170497e-17,0.14999999,24027,572.0714285714286,94.97084,-3.7013798,-1622.6079,29.924017,1.5,598.0289,43.633522,-1.0,,98.50209,113,98.50209,13.333333,-3.473524,3.1188453e-22,,42,42,4.0544687e-06,691.8427,-94.69742,1.0534737,11.795736,-38.633522,93.81386,16,98.50209,17.03478217124939
-3.432825,6.418812e-09,0.14999999,24209,563.0,93.228546,-3.6984437,-1710.8364,38.967255,1.5,607.6264,44.786892,-0.33333334,,98.50209,113,98.50209,6.6666665,-3.4970548,9.3131246e-05,,43,43,3.868082e-06,691.9424,-94.69742,0.98056775,7.34014,-39.786892,84.31596,16,98.50209,17.25257158279419
-3.7788515,1.1698239e-14,0.14999999,24777,563.1136363636364,98.61248,-3.7064307,-1804.4489,35.71864,1.5,600.9382,46.0102,-0.33333334,,98.61248,113,98.61248,20.0,-3.5200422,,,44,44,3.6942577e-06,683.313,-94.69742,0.9120228,14.5996,-41.0102,82.3748,16,98.61248,17.68596124649048
-4.1041665,5.973179e-11,0.14999999,25220,560.4444444444445,97.25229,-3.7218344,-1896.7012,22.691734,1.5,602.0168,47.148914,-1.0,,98.61248,113,98.61248,6.6666665,-3.5425148,2.5806461e-08,,45,45,3.5318933e-06,678.0108,-94.69742,0.8531193,5.403473,-42.148914,75.994,16,98.61248,18.053093910217285
-3.4220939,1.8630389e-35,0.14999999,25549,555.4130434782609,89.67762,-3.7211738,-1981.3789,25.9844,1.5,603.06995,48.073456,0.33333334,,98.61248,113,98.61248,20.0,-3.564494,,,46,46,3.3800018e-06,665.1153,-94.69742,0.6510332,23.020414,-43.073456,62.045353,16,98.61248,18.34484553337097
-5.3092856,4.202791e-23,0.14999999,25834,549.6595744680851,92.08414,-3.7646747,-2068.463,38.616985,1.5,612.6335,49.00985,0.33333334,,98.61248,113,98.61248,6.6666665,-3.586,1.014322e-09,,47,47,3.2377015e-06,611.5169,-94.69742,0.9279014,7.4251356,-44.00985,-1.1165785,16,98.61248,18.622122287750244
-3.6832016,0.0002262825,0.14999999,26833,559.0208333333334,-5.17047,-3.7689714,-2058.2925,35.213623,1.5,607.2229,47.881092,0.33333334,,98.61248,113,98.61248,,-3.6070535,0.00021107381,,48,48,3.1042032e-06,604.95123,-94.69742,0.8107457,0.45799866,-42.881092,-2.2716758,16,98.61248,19.3220956325531
-3.3964775,3.5869802e-20,0.14999999,27832,568.0,-2.9878273,-3.7688007,-2050.3047,24.1912,1.5,434.64545,46.842953,-0.33333334,,98.61248,113,98.61248,13.333333,-3.6276684,1.374197e-18,,49,49,2.9787932e-06,556.3651,-94.69742,1.2585987,13.743889,-41.842953,121.719635,16,98.61248,19.97322988510132
-4.7066646,4.9591137e-07,0.14999999,28227,564.54,94.826584,-3.7863305,-2140.131,24.893358,1.5,435.33502,47.802624,0.33333334,,98.61248,113,98.61248,13.333333,-3.647871,1.3972456e-23,,50,50,2.8608335e-06,546.7543,-94.69742,1.1696507,13.511044,-42.802624,111.41922,16,98.61248,20.313913583755493
-3.99741,3.4061657e-05,0.14999999,28642,561.6078431372549,92.97764,-3.7907295,-2228.109,30.50545,1.5,612.2702,48.688408,1.0,,98.61248,113,98.61248,6.6666665,-3.6676736,2.8936503e-23,,51,51,2.7497433e-06,546.7941,-94.69742,0.72392535,9.323486,-43.688408,-65.47605,16,98.61248,20.677680730819702
-4.937805,,0.14999999,29641,570.0192307692307,-107.85807,-3.8205378,-2115.251,21.632877,1.5,474.24908,45.677902,-1.0,,98.61248,113,107.85807,13.333333,-3.6870918,3.8614105e-22,,52,52,2.6450014e-06,574.1425,-107.85807,1.0996107,12.486094,-40.677902,99.893425,16,107.85807,21.370227575302124
-4.1047525,0.00029573432,0.14999999,30022,566.4528301886793,85.568634,-3.8266256,-2195.8196,23.60264,1.5,474.95203,46.430557,-1.0,,98.61248,113,107.85807,6.6666665,-3.70614,3.0394162e-08,,53,53,2.5461316e-06,569.4874,-107.85807,1.0592303,8.790503,-41.430557,94.535385,16,107.85807,21.71590280532837
-2.8377528,2.118424e-13,0.14999999,30477,564.3888888888889,88.084755,-3.8097584,-2278.9043,26.747509,1.5,565.21124,47.20193,-0.33333334,,98.61248,113,107.85807,,-3.724832,23.830498,,54,54,2.4527033e-06,563.2982,-107.85807,1.4022659,-2.558944,-42.20193,-1.9130127,16,107.85807,22.11325716972351
-4.185899,,0.14999999,31476,572.290909090909,-2.1967826,-3.81334,-2271.7075,26.780977,1.5,476.31586,46.303772,0.33333334,,98.61248,113,107.85807,20.0,-3.377632,,,55,55,2.3643252e-06,563.4413,-107.85807,0.9304185,16.940195,-41.303772,87.12543,16,107.85807,22.83111572265625
-5.07197,3.9257736e-11,0.14999999,31750,566.9642857142857,94.20992,-3.8394663,-2360.9175,26.05614,1.5,480.35953,47.15924,-0.33333334,,98.61248,113,107.85807,6.6666665,-3.3956504,8.4150306e-05,,56,56,2.2806387e-06,560.8155,-107.85807,0.82122475,7.441289,-42.15924,80.455956,16,107.85807,23.108585834503174
-3.6647453,4.7601207e-21,0.14999999,32302,566.7017543859649,96.69489,-3.8414826,-2452.6123,48.298977,1.5,675.467,48.028286,1.0,,98.61248,113,107.85807,13.333333,-3.4133484,2.9054982e-37,,57,57,2.2013185e-06,552.58923,-107.85807,1.5316467,14.547573,-43.028286,-122.87776,16,107.85807,23.553895711898804
-3.8658595,5.4387258e-18,0.14999999,33301,574.1551724137931,-58.269817,-3.8393118,-2389.3423,25.980696,1.5,478.26456,46.195557,-0.33333334,,98.61248,113,107.85807,20.0,-3.4307404,,,58,58,2.1260653e-06,529.47614,-107.85807,0.5449237,21.302694,-41.195557,51.21158,16,107.85807,24.24577260017395
-3.6885438,4.2608788e-09,0.14999999,33592,569.3559322033898,92.19326,-3.8456616,-2476.5356,19.594162,1.5,393.79105,46.97518,0.33333334,,98.61248,113,107.85807,13.333333,-3.4478347,1.1439278e-23,,59,59,2.0546058e-06,511.97397,-107.85807,1.2512804,14.211145,-41.97518,118.18293,16,107.85807,24.520090579986572
-3.402024,2.3367496e-05,0.14999999,33764,562.7333333333333,96.22029,-3.8363793,-2567.756,19.793592,1.5,394.29614,47.795937,-0.33333334,,98.61248,113,107.85807,13.333333,-3.4646418,1.1674722e-18,,60,60,1.98669e-06,509.16547,-107.85807,1.1934752,10.40265,-42.795937,114.869316,16,107.85807,24.74909257888794
-3.9740427,3.8137932e-05,0.14999999,34428,564.3934426229508,97.573044,-3.8377094,-2660.329,19.060658,1.5,392.93277,48.611954,-1.0,,98.61248,113,107.85807,13.333333,-3.4811711,3.142791e-22,,61,61,1.9220863e-06,495.92966,-107.85807,1.151686,12.418901,-43.611954,102.996895,16,107.85807,25.244038105010986
-3.019042,2.2996824e-08,0.14999999,34782,561.0,87.197205,-3.823932,-2742.5264,20.18757,1.5,395.27966,49.234295,-0.33333334,,98.61248,113,107.85807,6.6666665,-3.4974318,9.316634e-05,,62,62,1.8605837e-06,487.4764,-107.85807,0.94569695,2.1636403,-44.234295,92.19675,16,107.85807,25.596542596817017
-5.006513,1.6740036e-05,0.14999999,35781,567.952380952381,-3.982585,-3.8451655,-2733.5435,28.166796,1.5,484.69513,48.38958,0.33333334,,98.61248,113,107.85807,6.6666665,-3.5134306,9.433194e-10,,63,63,1.8019862e-06,483.0127,-107.85807,0.95693535,8.166045,-43.38958,-1.6824472,16,107.85807,26.335769414901733
-3.820365,2.1517766e-20,0.14999999,36105,564.140625,98.639366,-3.8477347,-2827.183,31.996567,1.5,485.2968,49.174736,1.0,,98.639366,113,107.85807,20.0,-3.5291789,,,64,64,1.7461142e-06,480.23474,-107.85807,1.0003535,20.03808,-44.174736,-5.062081,16,107.85807,26.66891837120056
-3.9958754,1.5745172e-08,0.14999999,36291,558.3230769230769,88.589676,-3.852795,-2910.773,33.422207,1.5,5759.6147,49.781124,0.5,,98.639366,113,107.85807,10.0,-3.544683,3.35642e-18,,65,65,1.1068314e-06,5848.6216,-107.85807,1.2580446,9.255904,-44.781124,89.006805,25,107.85807,26.917909622192383
-4.281285,0.0062717334,0.14999999,37290,565.0,-18.349049,-3.8580475,-2887.4238,17.515049,1.5,5763.0957,48.748844,,,98.639366,113,107.85807,5.0,-3.5599506,0.0005006064,,66,66,1.073545e-06,5800.2935,-107.85807,0.46103555,6.5470805,-43.748844,37.19757,25,107.85807,29.672701358795166
-3.5719554,3.1919408e-06,0.14999999,37897,565.6268656716418,98.72021,-3.86222,-2981.144,27.881985,1.5,5396.7544,49.494686,,,98.72021,113,107.85807,15.0,-3.5749807,7.488077e-25,,67,67,1.0417382e-06,5503.4116,-107.85807,1.1093868,13.472673,-44.494686,106.65703,25,107.85807,30.196166515350342
-3.2573287,0.25190088,0.14999999,38171,561.3382352941177,94.785286,-3.8537426,-3070.9292,16.088282,1.5,5402.5337,50.160725,-0.5,,98.72021,113,107.85807,10.0,-3.5897958,1.11632634e-10,,68,68,1.011324e-06,5466.2407,-107.85807,0.66762775,9.859633,-45.160725,63.70711,25,107.85807,30.49627923965454
-4.2382846,1.7554633e-11,0.14999999,38502,558.0,95.82489,-3.8646717,-3161.7542,2.3742979,1.5,1390.9503,50.822525,0.5,,98.72021,113,107.85807,5.0,-3.6043947,3.5883124e-10,,69,69,9.822227e-07,1390.1122,-107.85807,0.10449474,5.22913,-45.822525,-0.8381529,25,107.85807,30.862247228622437
-4.032309,9.012342e-19,0.14999999,39501,564.3,-8.472965,-3.8797765,-3148.2812,61.206947,1.5,1205.856,49.975445,-0.5,,98.72021,113,107.85807,15.0,-3.6187835,1.705319e-23,,70,70,9.543596e-07,1310.2432,-107.85807,1.0975814,13.694541,-44.975445,104.38717,25,107.85807,31.63590908050537
-4.487657,1.0940056e-11,0.14999999,39690,559.0140845070423,96.35436,-3.890441,-3239.6355,16.651388,1.5,1207.1047,50.62867,0.5,,98.72021,113,107.85807,15.0,-3.632968,5.4405574e-31,,71,71,9.276656e-07,1282.0121,-107.85807,0.8060651,17.358725,-45.62867,74.90732,25,107.85807,31.91725468635559
-5.9418364,4.6047934e-26,0.14999999,39871,553.7638888888889,92.29238,-3.922479,-3326.9277,25.367517,1.5,1208.3187,51.20733,-0.5,,98.72021,113,107.85807,5.0,-3.6469543,0.01190406,,72,72,9.020761e-07,1228.07,-107.85807,0.57505715,3.106499,-46.20733,19.751226,25,107.85807,32.19702386856079
-5.5385838,7.0197605e-14,0.14999999,40870,559.8630136986301,-10.448178,-3.9511786,-3311.4795,13.996113,1.5,922.6634,50.362732,0.5,,98.72021,113,107.85807,,-3.6605823,5.713204e-07,,73,73,8.775309e-07,921.15326,-107.85807,0.39666572,0.4288849,-45.362732,-1.5101091,25,107.85807,32.978617668151855
-3.6431663,1.6518488e-24,0.14999999,41869,565.7972972972973,-4.851575,-3.9555132,-3301.628,32.488617,1.5,923.5633,49.616592,1.0,,98.72021,113,107.85807,15.0,-3.674188,,,74,74,8.539741e-07,915.2677,-107.85807,1.1420352,18.449028,-44.616592,-8.2956085,25,107.85807,33.713627338409424
-4.7628064,4.8630486e-14,0.14999999,42868,571.5733333333334,-71.400314,-3.9662814,-3225.2278,7.6033616,1.5,924.4617,48.003036,1.0,,98.72021,113,107.85807,5.0,-3.6876109,3.9960417e-21,,75,75,8.3135325e-07,908.2626,-107.85807,0.17144366,5.485204,-43.003036,-16.19908,25,107.85807,34.46374297142029
-4.1672072,9.183867e-24,0.14999999,43867,577.1973684210526,-59.183792,-3.9798248,-3161.044,52.071842,1.5,700.0589,46.59268,-0.5,,98.72021,113,107.85807,10.0,-3.7008562,1.2474512e-10,,76,76,8.096195e-07,821.0316,-107.85807,1.264308,10.510871,-41.59268,120.97272,25,107.85807,35.222461223602295
-3.9664454,2.09156e-17,0.14999999,44301,575.3376623376623,94.02407,-3.978671,-3250.068,35.823906,1.5,756.23413,47.208675,0.5,,98.72021,113,107.85807,20.0,-3.7139282,,,77,77,7.88727e-07,817.49664,-107.85807,0.6751203,20.473726,-42.208675,61.26253,25,107.85807,35.660197734832764
-3.5398488,4.4757165e-08,0.14999999,44552,571.1794871794872,93.502205,-3.9782763,-3338.5703,15.703152,1.5,756.92175,47.802185,-0.5,,98.72021,113,107.85807,20.0,-3.7268317,,,78,78,7.6863284e-07,795.7727,-107.85807,0.41363975,19.242176,-42.802185,38.85094,25,107.85807,35.983195304870605
-4.5995054,2.1707295e-21,0.14999999,44731,566.2151898734177,90.731735,-3.993836,-3424.302,20.480639,1.5,757.61926,48.345596,-1.0,,98.72021,113,107.85807,5.0,-3.7395706,4.2543807e-06,,79,79,7.49297e-07,783.09717,-107.85807,0.57761353,3.946045,-43.345596,25.477936,25,107.85807,36.26374530792236
-4.8855395,2.0742745e-13,0.14999999,45730,571.625,-9.3510475,-4.0108004,-3409.951,22.753666,1.5,702.61426,47.624386,,,98.72021,113,107.85807,15.0,-3.7521493,8.939485e-25,,80,80,7.306816e-07,782.8941,-107.85807,0.83491915,14.774357,-42.624386,80.27983,25,107.85807,37.02462911605835
-3.8458948,0.0016336885,0.14999999,46043,568.4320987654321,95.1778,-4.0116496,-3500.129,42.4428,1.5,703.9643,48.211468,0.5,,98.72021,113,107.85807,10.0,-3.764572,4.1818993e-18,,81,81,7.1275144e-07,755.78143,-107.85807,1.4203789,10.392828,-43.211468,51.817165,25,107.85807,37.39673686027527
