MountainCar_mu0_higher,GridSize,ActionIn1,AvgEpLen,MountainCar_mu1_higher,MountainCar_std1_higher,Regret,MinEpLen,ReturnLastEpisode,ReturnMean,MountainCar_std0_higher,TimeElapsed,NumTrajectories,Iteration,Regret/t
-1.0,400,-8.797275,926.952380952381,-7.894737,1.5,78.56285117503255,424,-1.8238922873220031,-3.141088151192026,0.14999999,10.888137102127075,21,21,3.741088151192026
-1.0,400,6.2628756,900.3181818181819,7.894737,1.5,78.05590262182453,341,1.1069485532080248,-2.947995573719296,0.14999999,11.098313570022583,22,22,3.5479955737192967
-1.0,400,-8.049854,904.6086956521739,-5.7894735,1.5,81.21879895378234,341,-2.562896331957812,-2.9312521284253186,0.14999999,11.593535423278809,23,23,3.531252128425319
1.0,400,-0.4029702,908.5416666666666,-2.631579,1.5,88.54262272865031,341,-6.72382377486797,-3.0892759470270956,0.14999999,12.046895503997803,24,24,3.6892759470270966
-0.15789473,400,1.5441681,912.16,-1.5789474,1.5,89.57328339438179,341,-0.43066066573147904,-2.982931335775271,0.14999999,12.5653395652771,25,25,3.5829313357752715
-0.68421054,400,-2.4837484,915.5,-2.631579,1.5,90.98186960171296,341,-0.8085862073311632,-2.899302676988959,0.14999999,13.135069608688354,26,26,3.49930267698896
-1.0,400,1.5909877,918.5925925925926,4.736842,1.5,93.47529617602639,341,-1.893426574313427,-2.862048006519495,0.14999999,13.844321250915527,27,27,3.462048006519496
0.15789473,400,-5.5284348,921.4642857142857,-4.736842,1.5,94.43662925522773,341,-0.36133307920133395,-2.7727367591152747,0.14999999,14.39382815361023,28,28,3.372736759115276
0.36842105,400,-10.530902,924.1379310344828,-10.0,1.5,96.12631984092721,341,-1.0896905856994772,-2.714700684169902,0.14999999,14.873862504959106,29,29,3.3147006841699036
-0.68421054,400,6.5822735,909.4666666666667,7.894737,1.5,96.5653071406701,341,0.16101270025710857,-2.6188435713556686,0.14999999,15.195724964141846,30,30,3.21884357135567
1.0,400,8.338338,912.3548387096774,7.894737,1.5,107.09149658595543,341,-9.926189445285326,-2.854564405998561,0.14999999,15.712022066116333,31,31,3.4545644059985623
-0.05263158,400,-1.595286,915.0625,-3.6842105,1.5,107.70755525988294,341,-0.016058673927505786,-2.7658611018713404,0.14999999,16.244989156723022,32,32,3.365861101871342
0.15789473,400,-7.2993383,917.6060606060606,-6.8421054,1.5,108.4223465416398,341,-0.11479128175685827,-2.6855256527769624,0.14999999,16.720296382904053,33,33,3.2855256527769634
0.15789473,400,-8.630931,920.0,-7.894737,1.5,109.5773401436813,341,-0.5549936020415046,-2.62286294540239,0.14999999,17.16566014289856,34,34,3.222862945402391
1.0,400,-4.723775,922.2571428571429,-6.8421054,1.5,117.1677017376253,341,-6.9903615939440025,-2.7476486210750077,0.14999999,17.71871328353882,35,35,3.3476486210750083
-0.2631579,400,-6.3965073,924.3888888888889,-6.8421054,1.5,117.83163264799968,341,-0.06393091037438328,-2.673100906888879,0.14999999,18.259722471237183,36,36,3.27310090688888
1.0,400,-4.207333,926.4054054054054,-4.736842,1.5,123.20893607117537,341,-4.777303423175686,-2.729971245166901,0.14999999,18.807804107666016,37,37,3.329971245166902
0.05263158,400,-5.923734,928.3157894736842,-5.7894735,1.5,123.83772112380996,341,-0.028785052634587294,-2.658887397994998,0.14999999,19.27942419052124,38,38,3.258887397994999
-0.2631579,400,-6.8083305,930.1282051282051,-8.947369,1.5,124.77583338779954,341,-0.33811226398958777,-2.5993803432769105,0.14999999,19.79531741142273,39,39,3.199380343276911
-0.36842105,400,-5.0937,931.85,-4.736842,1.5,125.5884205460162,341,-0.21258715821665458,-2.539710513650404,0.14999999,20.2854220867157,40,40,3.139710513650405
-0.05263158,400,7.8731604,924.8048780487804,8.947369,1.5,126.07304830151598,341,0.11537224450021999,-2.4749523975979497,0.14999999,20.608763694763184,41,41,3.0749523975979507
-1.0,400,5.279093,924.0,7.894737,1.5,129.36140495718863,341,-2.688356655672656,-2.4800334513616327,0.14999999,21.014371871948242,42,42,3.080033451361634
-0.47368422,400,9.852375,908.5348837209302,8.947369,1.5,123.61855277410464,259,6.342852183083977,-2.2748500645140606,0.14999999,21.166855096817017,43,43,2.8748500645140616
-0.36842105,400,12.332923,893.7272727272727,10.0,1.5,117.44841357086986,257,6.77013920323478,-2.069282126610678,0.14999999,21.32795286178589,44,44,2.6692821266106788
-0.2631579,400,7.4007907,882.2666666666667,10.0,1.5,116.20949316446374,257,1.8389204064061224,-1.982433181432527,0.14999999,21.55294966697693,45,45,2.5824331814325276
-0.57894737,400,8.195087,872.0652173913044,10.0,1.5,115.94665945714026,257,0.8628337073234832,-1.9205795534160917,0.14999999,21.803893327713013,46,46,2.5205795534160926
1.0,400,10.968788,874.7659574468086,8.947369,1.5,128.29251138924366,257,-11.74585193210341,-2.1296279018988007,0.14999999,22.289875745773315,47,47,2.7296279018988012
-0.2631579,400,8.656208,864.3125,8.947369,1.5,126.90403127066122,257,1.988480118582435,-2.0438339848054414,0.14999999,22.78567671775818,48,48,2.643833984805442
0.57894737,400,10.15854,867.0612244897959,7.894737,1.5,129.57962799241295,257,-2.0755967217517246,-2.044482203926794,0.14999999,23.60114073753357,49,49,2.644482203926795
-0.68421054,400,9.523156,857.0,8.947369,1.5,128.41174581503296,257,1.7678821773799935,-1.9682349163006585,0.14999999,23.860615491867065,50,50,2.5682349163006593
0.68421054,400,7.5289245,859.7843137254902,8.947369,1.5,129.75499936209374,257,-0.7432535470607855,-1.9442156737665435,0.14999999,24.389480590820312,51,51,2.544215673766544
0.36842105,400,7.5745687,862.4615384615385,8.947369,1.5,130.8405000006494,257,-0.4855006385556446,-1.9161634615509493,0.14999999,24.892327070236206,52,52,2.51616346155095
-0.36842105,400,8.370534,854.4528301886793,10.0,1.5,130.98624404592786,257,0.45425595472152713,-1.8714385669042988,0.14999999,25.209157705307007,53,53,2.471438566904299
-0.47368422,400,7.1586666,846.074074074074,8.947369,1.5,130.90078243097787,257,0.6854616149500041,-1.8240885635366266,0.14999999,25.53615641593933,54,54,2.4240885635366274
-0.36842105,400,7.973859,838.0727272727273,10.0,1.5,130.41618209288137,257,1.084600338096512,-1.7712033107796605,0.14999999,25.79981803894043,55,55,2.3712033107796615
-0.47368422,400,7.1761503,831.6964285714286,8.947369,1.5,130.78947131846516,257,0.2267107744161987,-1.73552627354402,0.14999999,26.093987703323364,56,56,2.3355262735440205
-0.36842105,400,11.403217,823.6140350877193,10.0,1.5,129.27242534969804,257,2.1170459687671155,-1.6679372868368072,0.14999999,26.312857627868652,57,57,2.2679372868368075
-0.36842105,400,11.616642,814.448275862069,10.0,1.5,125.37348665865858,257,4.498938691039463,-1.5616118389423885,0.14999999,26.54369878768921,58,58,2.161611838942389
-0.36842105,400,8.702029,805.8305084745763,10.0,1.5,121.62404492066177,257,4.349441737996801,-1.4614244901807074,0.14999999,27.012420415878296,59,59,2.061424490180708
-0.36842105,400,11.71999,800.9333333333333,10.0,1.5,121.71918937507581,257,0.504855545585963,-1.4286531562512628,0.14999999,27.414811611175537,60,60,2.0286531562512637
-0.36842105,400,10.602435,792.7868852459017,10.0,1.5,117.88984708802843,257,4.429342287047381,-1.3326204440660392,0.14999999,27.7421395778656,61,61,1.93262044406604
-0.36842105,400,9.415224,784.241935483871,10.0,1.5,112.16018723415911,257,6.329659853869314,-1.2090352779703077,0.14999999,28.027586698532104,62,62,1.8090352779703083
-0.36842105,400,7.892313,777.1587301587301,10.0,1.5,110.10349637801157,257,2.656690856147546,-1.1476745456827226,0.14999999,28.299211263656616,63,63,1.7476745456827234
-0.36842105,400,9.347654,776.765625,10.0,1.5,111.2757455993565,257,-0.5722492213449215,-1.1386835249899445,0.14999999,28.89599847793579,64,64,1.7386835249899453
-0.36842105,400,10.330149,777.123076923077,10.0,1.5,112.17288225606423,257,-0.2971366567077286,-1.125736650093295,0.14999999,29.25664496421814,65,65,1.7257366500932958
-0.36842105,400,9.104122,769.3030303030303,10.0,1.5,106.35646342488536,257,6.416418831178865,-1.011461567043717,0.14999999,29.38995051383972,66,66,1.6114615670437176
-0.36842105,400,9.765442,764.2835820895523,10.0,1.5,106.51909490660634,257,0.4373685182790147,-0.9898372374120344,0.14999999,29.609442710876465,67,67,1.5898372374120349
-0.36842105,400,9.051237,758.9852941176471,10.0,1.5,106.00353354671402,257,1.1155613598923155,-0.9588754933340294,0.14999999,29.788166046142578,68,68,1.5588754933340299
-0.36842105,400,9.481885,752.4782608695652,10.0,1.5,102.48497437759747,257,4.118559169116555,-0.8852894837332963,0.14999999,29.93646502494812,69,69,1.4852894837332966
-0.36842105,400,9.058301,747.1714285714286,10.0,1.5,101.03135198554664,257,2.053622392050829,-0.8433050283649517,0.14999999,30.165467977523804,70,70,1.443305028364952
-0.36842105,400,10.084443,740.3239436619718,10.0,1.5,95.30490286928463,257,6.326449116262008,-0.7423225756237269,0.14999999,30.338799953460693,71,71,1.3423225756237271
-0.36842105,400,8.885189,736.2222222222222,10.0,1.5,95.03806403768742,257,0.866838831597208,-0.7199731116345472,0.14999999,30.620569944381714,72,72,1.3199731116345474
-0.36842105,400,10.314723,729.7671232876712,10.0,1.5,89.3019459297152,257,6.33611810797221,-0.6233143278043177,0.14999999,30.896735429763794,73,73,1.223314327804318
-0.36842105,400,10.713846,724.4324324324324,10.0,1.5,86.96071854975986,257,2.9412273799553392,-0.575144845267025,0.14999999,31.200970888137817,74,74,1.1751448452670252
-0.36842105,400,8.553632,722.1466666666666,10.0,1.5,87.43474326767499,257,0.12597528208486902,-0.5657965769023332,0.14999999,31.622382879257202,75,75,1.1657965769023333
-0.36842105,400,8.0516615,718.8684210526316,10.0,1.5,87.94205008143429,257,0.09269318624070255,-0.557132237913609,0.14999999,32.1980664730072,76,76,1.157132237913609
-0.36842105,400,10.207262,713.8441558441558,10.0,1.5,85.64648253115666,257,2.8955675502776175,-0.5122919809241125,0.14999999,32.39264225959778,77,77,1.1122919809241125
-0.36842105,400,7.9534206,709.4102564102565,10.0,1.5,84.54419880136528,257,1.7022837297913764,-0.48389998463288836,0.14999999,32.659786224365234,78,78,1.0838999846328883
-0.36842105,400,9.320718,705.2151898734177,10.0,1.5,83.05089118308803,257,2.093307618277257,-0.45127710358339285,0.14999999,33.05378222465515,79,79,1.0512771035833928
-0.36842105,400,8.586909,708.3,10.0,1.5,84.50693107837289,257,-0.8560398952848599,-0.45633663847966116,0.14999999,33.54002594947815,80,80,1.056336638479661
-0.36842105,400,7.5990553,703.7407407407408,10.0,1.5,82.45129535228484,257,2.655635726088046,-0.4179172265714179,0.14999999,33.71547174453735,81,81,1.0179172265714178
-0.36842105,400,9.028737,700.560975609756,10.0,1.5,82.46676617229812,257,0.5845291799867254,-0.4056922703938796,0.14999999,33.92890739440918,82,82,1.0056922703938795
-0.36842105,400,8.416241,696.2409638554217,10.0,1.5,80.2824728065708,257,2.7842933657273266,-0.3672587085129012,0.14999999,34.14530897140503,83,83,0.9672587085129012
-0.36842105,400,10.560782,692.7619047619048,10.0,1.5,79.55199014811333,257,1.3304826584574583,-0.34704750176325405,0.14999999,34.32913565635681,84,84,0.9470475017632539
-0.36842105,400,9.869706,692.2352941176471,10.0,1.5,80.47593142113074,257,-0.3239412730173986,-0.3467756637780087,0.14999999,34.61004710197449,85,85,0.9467756637780087
-0.47368422,400,6.837057,694.5581395348837,8.947369,1.5,81.36705918599101,257,-0.29112776486026676,-0.34612859518594197,0.14999999,35.03502702713013,86,86,0.946128595185942
-0.8947368,400,7.300871,691.9655172413793,8.947369,1.5,82.11544113104878,257,-0.14838194505777902,-0.3438556451844688,0.14999999,35.297499656677246,87,87,0.9438556451844687
-0.36842105,400,9.203566,689.3636363636364,10.0,1.5,81.96695901791003,257,0.7484821131387603,-0.33144271611261394,0.14999999,35.56628894805908,88,88,0.931442716112614
-0.36842105,400,9.7235775,686.2022471910112,10.0,1.5,81.85471388958376,257,0.7122451283262693,-0.3197158863998175,0.14999999,35.820191860198975,89,89,0.9197158863998176
-0.36842105,400,11.508884,684.6666666666666,10.0,1.5,82.31289659172538,257,0.1418172978583846,-0.3145877399080597,0.14999999,36.146400928497314,90,90,0.9145877399080597
-0.36842105,400,10.874754,680.7472527472528,10.0,1.5,80.02746674473264,257,2.885429846992737,-0.27942271148057846,0.14999999,36.38104271888733,91,91,0.8794227114805784
-0.36842105,400,9.792472,676.1847826086956,10.0,1.5,74.08613555894411,257,6.541331185788524,-0.205284082162436,0.14999999,36.57835364341736,92,92,0.805284082162436
-0.36842105,400,11.060737,671.763440860215,10.0,1.5,68.20469802489458,257,6.481437534049522,-0.13338384973004935,0.14999999,36.78732776641846,93,93,0.7333838497300493
-0.36842105,400,10.475616,668.9468085106383,10.0,1.5,67.46174472975065,257,1.342953295143936,-0.11767813542287929,0.14999999,37.03682565689087,94,94,0.7176781354228793
-0.36842105,400,7.3031316,668.1473684210526,10.0,1.5,68.05141238130176,257,0.010332348448885587,-0.11633065664528176,0.14999999,37.39816975593567,95,95,0.7163306566452817
-0.36842105,400,10.316588,664.34375,10.0,1.5,64.17086326434087,257,4.480549116960893,-0.06844649233688412,0.14999999,37.67069935798645,96,96,0.668446492336884
-0.36842105,400,7.962364,663.1958762886597,10.0,1.5,64.72238464922187,257,0.048478615119001534,-0.06724107885795745,0.14999999,38.153671741485596,97,97,0.6672410788579574
-0.36842105,400,9.698417,660.2755102040817,10.0,1.5,63.29854737503731,257,2.0238372741845554,-0.04590354464323794,0.14999999,38.530531883239746,98,98,0.6459035446432378
-0.36842105,400,8.214519,663.6969696969697,10.0,1.5,63.99896585079802,257,-0.10041847576071324,-0.04645420051311142,0.14999999,39.29126191139221,99,99,0.6464542005131113
-0.36842105,400,9.175312,661.31,10.0,1.5,63.61820843469118,257,0.9807574161068477,-0.03618208434691183,0.14999999,39.63063335418701,100,100,0.6361820843469118
-0.36842105,400,7.4714956,658.980198019802,10.0,1.5,63.03767524013775,257,1.180533194553425,-0.024135398417205526,0.14999999,40.06840181350708,101,101,0.6241353984172054
-0.36842105,400,6.690996,657.343137254902,10.0,1.5,63.78238234105303,257,-0.14470710091528138,-0.025317473931892546,0.14999999,40.555708169937134,102,102,0.6253174739318924
-0.36842105,400,8.978101,656.7961165048544,10.0,1.5,64.42613179783253,257,-0.043749456779493906,-0.02549642522167508,0.14999999,41.042250871658325,103,103,0.625496425221675
-0.36842105,400,12.233853,653.3461538461538,10.0,1.5,60.54603102202673,257,4.480100775805793,0.01782662478820442,0.14999999,41.363951683044434,104,104,0.5821733752117955
-0.36842105,400,9.107461,650.3238095238095,10.0,1.5,58.43706518272343,257,2.7089658393033007,0.04345652206930058,0.14999999,41.78065466880798,105,105,0.5565434779306994
-0.36842105,400,8.536188,649.4622641509434,10.0,1.5,58.80083013767385,257,0.23623504504958182,0.0452751873804353,0.14999999,42.161908864974976,106,106,0.5547248126195646
-0.36842105,400,9.925187,646.8971962616822,10.0,1.5,57.27963599560049,257,2.121194142073358,0.06467629910653738,0.14999999,42.52901315689087,107,107,0.5353237008934626
-0.36842105,400,10.339579,644.7592592592592,10.0,1.5,56.478345283684185,257,1.4012907119163065,0.07705235848440563,0.14999999,42.84430742263794,108,108,0.5229476415155943
-0.36842105,400,9.567736,641.8990825688073,10.0,1.5,54.64750363150067,257,2.430841652183512,0.09864675567430568,0.14999999,43.10270833969116,109,109,0.5013532443256942
-0.36842105,400,10.098428,638.7636363636364,10.0,1.5,50.751725912802144,257,4.495777718698529,0.13862067351998042,0.14999999,43.35549592971802,110,110,0.4613793264800195
-0.36842105,400,8.937086,636.0990990990991,10.0,1.5,48.771773505947436,257,2.579952406854706,0.16061465309957257,0.14999999,43.699976682662964,111,111,0.43938534690042735
-0.36842105,400,11.961538,635.3035714285714,10.0,1.5,49.24127865142238,257,0.1304948545250597,0.16034572632658586,0.14999999,44.065881967544556,112,112,0.4396542736734141
-0.36842105,400,11.394387,634.2300884955753,10.0,1.5,49.48452951114187,257,0.3567491402805082,0.16208380963591262,0.14999999,44.57581853866577,113,113,0.43791619036408735
-0.36842105,400,10.017772,632.561403508772,10.0,1.5,49.19000493210623,257,0.8945245790356435,0.1685087286657348,0.14999999,44.96249866485596,114,114,0.4314912713342651
-0.36842105,400,11.520065,629.3304347826087,10.0,1.5,43.48142660913253,257,6.308578322973701,0.22190063818145625,0.14999999,45.204670906066895,115,115,0.3780993618185437
-0.36842105,400,8.192083,627.1724137931035,10.0,1.5,42.0864652570759,257,1.9949613520566238,0.23718564433555253,0.14999999,45.473093032836914,116,116,0.3628143556644474
-0.36842105,400,9.37833,625.3589743589744,10.0,1.5,41.529688991665175,257,1.156776265410727,0.24504539323363095,0.14999999,45.86863684654236,117,117,0.35495460676636903
-0.36842105,400,9.185253,624.7033898305085,10.0,1.5,42.10214116748942,257,0.027547824175755964,0.24320219349585234,0.14999999,46.30488109588623,118,118,0.35679780650414766
-0.36842105,400,12.284576,622.4957983193277,10.0,1.5,40.83115614223956,257,1.8709850252498659,0.2568810408215163,0.14999999,46.531331062316895,119,119,0.3431189591784837
-0.36842105,400,12.600257,620.35,10.0,1.5,39.718075646396095,257,1.7130804958434613,0.26901603628003257,0.14999999,46.75259256362915,120,120,0.33098396371996747
-0.36842105,400,9.216923,618.5785123966942,10.0,1.5,39.13809620560022,257,1.1799794407958741,0.27654465945784945,0.14999999,46.97476243972778,121,121,0.3234553405421506
-0.36842105,400,7.83525,617.4344262295082,10.0,1.5,39.55928116779518,257,0.17881503780503982,0.2757435969852854,0.14999999,47.19705390930176,122,122,0.3242564030147146
-0.36842105,400,11.30052,615.4065040650406,10.0,1.5,38.154906975011606,257,2.0043741927835725,0.2897975042681983,0.14999999,47.44494676589966,123,123,0.3102024957318017
-0.36842105,400,10.714973,613.1935483870968,10.0,1.5,35.96318893740985,257,2.791718037601756,0.30997428276282374,0.14999999,47.66792917251587,124,124,0.29002571723717624
-0.36842105,400,6.769398,613.152,10.0,1.5,36.660048510349846,257,-0.09685957293998965,0.3067196119172012,0.14999999,48.04575872421265,125,125,0.29328038808279877
-0.36842105,400,9.143645,610.6984126984127,10.0,1.5,32.91675119908616,257,4.343297311263692,0.3387559428643956,0.14999999,48.31283497810364,126,126,0.26124405713560445
-0.36842105,400,9.977856,609.2047244094488,10.0,1.5,32.33231094517344,257,1.1844402539127157,0.3454148744474533,0.14999999,48.588409423828125,127,127,0.25458512555254675
-0.36842105,400,9.583129,609.0078125,10.0,1.5,33.050389509468694,257,-0.11807856429525437,0.34179383195727586,0.14999999,48.929518938064575,128,128,0.25820616804272417
-0.36842105,400,11.7351465,606.8914728682171,10.0,1.5,30.615668399437578,257,3.0347211100311156,0.36266923721366223,0.14999999,49.102925062179565,129,129,0.2373307627863378
-0.36842105,400,12.07791,603.7461538461539,10.0,1.5,18.177996759961136,198,13.037671639476441,0.4601692556926067,0.14999999,49.21380639076233,130,130,0.13983074430739337
-0.36842105,400,8.913758,602.236641221374,10.0,1.5,17.71911329672119,198,1.0588834632399449,0.46473959315480007,0.14999999,49.45736885070801,131,131,0.1352604068451999
-0.36842105,400,9.521394,599.6666666666666,10.0,1.5,11.900015276355663,198,6.419098020365525,0.5098483691185177,0.14999999,49.60691857337952,132,132,0.0901516308814823
-0.36842105,400,7.5151887,599.2706766917294,10.0,1.5,12.800226215852257,198,-0.30021093949659355,0.5037576976251711,0.14999999,49.86238980293274,133,133,0.096242302374829
-0.36842105,400,8.62556,597.4104477611941,10.0,1.5,10.931357232698426,198,2.468868983153831,0.5184227072186685,0.14999999,50.0483283996582,134,134,0.08157729278133154
-0.36842105,400,6.4627013,596.6814814814815,10.0,1.5,11.075165830206409,198,0.4561914024920169,0.5179617345910635,0.14999999,50.29664635658264,135,135,0.08203826540893636
-0.36842105,400,10.709504,596.4926470588235,10.0,1.5,12.162892257373478,198,-0.48772642716706877,0.5105669686957831,0.14999999,50.6209831237793,136,136,0.08943303130421676
-0.36842105,400,9.482791,594.1167883211679,10.0,1.5,6.665364808624139,198,6.097527448749339,0.551347702126831,0.14999999,50.77223515510559,137,137,0.048652297873168895
-0.36842105,400,8.488961,592.8695652173913,10.0,1.5,5.9075671231832585,198,1.3577976854408798,0.5571915425856285,0.14999999,51.02573251724243,138,138,0.04280845741437144
-0.36842105,400,8.014874,591.5611510791367,10.0,1.5,5.443761228074186,198,1.0638058951090728,0.5608362501577396,0.14999999,51.21312856674194,139,139,0.03916374984226033
-0.36842105,400,10.819255,593.3142857142857,10.0,1.5,6.2247824065688135,198,-0.1810211784946283,0.5555372685245085,0.14999999,51.569443702697754,140,140,0.044462731475491526
-0.36842105,400,8.011026,592.8156028368794,10.0,1.5,6.479240545243476,198,0.3455418613253373,0.5540479393954363,0.14999999,51.85038423538208,141,141,0.04595206060456366
-0.36842105,400,11.877798,591.7323943661971,10.0,1.5,6.304979702368754,198,0.7742608428747226,0.5555987344903609,0.14999999,52.06844353675842,142,142,0.04440126550963911
-0.36842105,400,9.085647,591.2307692307693,10.0,1.5,6.496180681341664,198,0.40879902102708987,0.5545721630675409,0.14999999,52.371580600738525,143,143,0.045427836932459185
-0.36842105,400,7.2361264,590.6111111111111,10.0,1.5,6.729739652147606,198,0.36644102919405835,0.5532656968600862,0.14999999,52.865463733673096,144,144,0.046734303139913926
-0.36842105,400,11.536322,588.3310344827586,10.0,1.5,0.9410596907004187,198,6.3886799614471865,0.5935099331675834,0.14999999,53.08790469169617,145,145,0.006490066832416681
-0.36842105,400,11.341869,586.082191780822,10.0,1.5,-4.971600919702964,198,6.512660610403382,0.634052061093856,0.14999999,53.286359548568726,146,146,-0.03405206109385592
-0.36842105,400,10.32829,585.3945578231293,10.0,1.5,-4.7487771437040855,198,0.3771762240011215,0.6323046064197557,0.14999999,53.56990694999695,147,147,-0.03230460641975568
-0.36842105,400,10.2868185,583.8986486486486,10.0,1.5,-5.995661442556003,198,1.8468842988519172,0.6405112259632163,0.14999999,53.85225510597229,148,148,-0.040511225963216234
-0.36842105,400,12.301994,581.9664429530201,10.0,1.5,-9.981444288170676,198,4.585782845614673,0.6669895589810113,0.14999999,54.03393864631653,149,149,-0.06698955898101125
-0.36842105,400,5.9991903,581.9866666666667,10.0,1.5,-8.952395238589876,198,-0.4290490495808012,0.6596826349239325,0.14999999,54.32263922691345,150,150,-0.059682634923932505
-0.36842105,400,13.78152,581.1059602649007,10.0,1.5,-9.192269482793302,198,0.839874244203425,0.6608759568396908,0.14999999,54.614954710006714,151,151,-0.06087595683969074
-0.36842105,400,13.512879,579.546052631579,10.0,1.5,-11.226324784473201,198,2.634055301679899,0.6738573998978501,0.14999999,54.82384920120239,152,152,-0.07385739989785
-0.36842105,400,12.446831,577.4836601307189,10.0,1.5,-17.257637764661926,198,6.631312980188724,0.7127950180696858,0.14999999,54.97779822349548,153,153,-0.11279501806968578
-0.36842105,400,10.042124,575.9350649350649,10.0,1.5,-19.65809676587611,198,3.0004590012141827,0.7276499789991956,0.14999999,55.16036248207092,154,154,-0.12764997899919553
-0.36842105,400,8.711111,576.3677419354839,10.0,1.5,-19.13421404709488,198,0.07611728121876847,0.7234465422393218,0.14999999,55.47490072250366,155,155,-0.1234465422393218
-0.36842105,400,8.674944,575.275641025641,10.0,1.5,-19.611721036645278,198,1.077506989550398,0.7257161604913159,0.14999999,55.705583810806274,156,156,-0.1257161604913159
-0.36842105,400,8.350414,574.8726114649681,10.0,1.5,-19.061412200100232,198,0.04969116345495317,0.7214102687904473,0.14999999,55.95660376548767,157,157,-0.12141026879044733
-0.36842105,400,11.075125,574.0822784810126,10.0,1.5,-19.43561123992703,198,0.9741990398267985,0.7230101977210572,0.14999999,56.22640681266785,158,158,-0.12301019772105716
-0.36842105,400,13.35481,572.7924528301887,10.0,1.5,-21.013865269601826,198,2.178254029674795,0.7321626746515838,0.14999999,56.440953493118286,159,159,-0.13216267465158382
-0.36842105,400,11.23277,570.81875,10.0,1.5,-27.033476611362047,198,6.619611341760219,0.7689592288210128,0.14999999,56.67971897125244,160,160,-0.1689592288210128
-0.36842105,400,11.695303,568.888198757764,10.0,1.5,-32.99792775825885,198,6.564451146896801,0.8049560730326637,0.14999999,56.86658596992493,161,161,-0.20495607303266364
