MinEpLen,TimeElapsed,ReturnMean,Regret,GridSize,ActionIn1,Regret/t,Iteration,NumTrajectories,MountainCar_std0_higher,MountainCar_mu1_higher,MountainCar_std1_higher,AvgEpLen,ReturnLastEpisode,MountainCar_mu0_higher
259,14.017701864242554,0.45448871794273416,3763.640278461952,400,7.6651525,54.54551128205728,69,69,0.14999999,8.256767,0.14999999,525.6811594202899,-0.13658698377843836,-0.6163876
259,14.259723424911499,0.4461376267571597,3818.7703661269998,400,7.7666316,54.55386237324285,70,70,0.14999999,8.256767,0.14999999,526.5714285714286,-0.1300876650474801,-0.6163876
259,14.514175176620483,0.42408051832372073,3874.8902831990167,400,7.545318,54.575919481676294,71,71,0.14999999,8.256767,0.14999999,528.5915492957746,-1.1199170720170033,-0.6163876
259,14.721497058868408,0.4240250127462992,3929.4701990822673,400,7.619423,54.575974987253716,72,72,0.14999999,8.256767,0.14999999,527.4027777777778,0.4200841167493682,-0.6163876
259,15.047178268432617,0.4066337749082138,3985.3157344317015,400,7.7007203,54.5933662250918,73,73,0.14999999,8.256767,0.14999999,533.8630136986301,-0.8455353494339393,-0.6163876
259,15.227068424224854,0.4346525685899865,4037.835709924342,400,7.699974,54.56534743141003,74,74,0.14999999,8.256767,0.14999999,531.1081081081081,2.480024507359396,-0.6163876
259,15.4360990524292,0.42975005344798584,4092.7687459914023,400,7.581307,54.57024994655203,75,75,0.14999999,8.256767,0.14999999,530.3733333333333,0.06696393293993641,-0.6163876
259,15.599379062652588,0.42954871988804727,4147.35429728851,400,7.2979426,54.57045128011197,76,76,0.14999999,8.256767,0.14999999,528.5921052631579,0.414448702892658,-0.6163876
259,15.759179830551147,0.428520115946647,4202.00395107211,400,7.607875,54.571479884053375,77,77,0.14999999,8.256767,0.14999999,527.0519480519481,0.35034621640022223,-0.6163876
259,15.95337176322937,0.4130037745744451,4257.785705583195,400,7.2846904,54.58699622542557,78,78,0.14999999,8.256767,0.14999999,526.7564102564103,-0.7817545110851067,-0.6163876
259,16.22069215774536,0.4057988990386159,4312.941886975951,400,7.795714,54.594201100961406,79,79,0.14999999,8.256767,0.14999999,527.632911392405,-0.1561813927560572,-0.6163876
256,16.38027858734131,0.47319725474947044,4362.144219620044,400,7.2986784,54.52680274525055,80,80,0.14999999,8.256767,0.14999999,524.2375,5.797667355906981,-0.6163876
256,16.603113174438477,0.4639255084450446,4417.422033815953,400,7.357464,54.53607449155498,81,81,0.14999999,8.256767,0.14999999,523.604938271605,-0.27781419590902057,-0.6163876
256,16.85847282409668,0.44528273143951097,4473.486816021962,400,7.462457,54.554717268560516,82,82,0.14999999,8.256767,0.14999999,525.4756097560976,-1.0647822060087135,-0.6163876
256,17.12811541557312,0.4321999408548549,4529.127404909049,400,7.5616913,54.56780005914517,83,83,0.14999999,8.256767,0.14999999,527.7951807228916,-0.6405888870869408,-0.6163876
256,17.27317762374878,0.4567946083606753,4581.629252897706,400,7.7449164,54.543205391639354,84,84,0.14999999,8.256767,0.14999999,525.5119047619048,2.498152011343772,-0.6163876
256,17.463457345962524,0.44637148934382026,4637.058423405778,400,7.5907726,54.55362851065621,85,85,0.14999999,8.256767,0.14999999,525.2705882352941,-0.42917050807200596,-0.6163876
256,17.608201503753662,0.4709880042022304,4689.495031638611,400,7.581856,54.5290119957978,86,86,0.14999999,8.256767,0.14999999,523.0930232558139,2.5633917671670954,-0.6163876
256,17.82136607170105,0.46439489250523597,4744.597644352048,400,7.7607417,54.5356051074948,87,87,0.14999999,8.256767,0.14999999,523.816091954023,-0.10261271343628331,-0.6163876
256,18.029104948043823,0.4655231645096769,4799.033961523151,400,7.7151775,54.53447683549036,88,88,0.14999999,8.256767,0.14999999,522.9090909090909,0.5636828288960366,-0.6163876
256,18.29288625717163,0.4450196385915503,4855.393252165355,400,7.4436183,54.55498036140848,89,89,0.14999999,8.256767,0.14999999,524.7865168539325,-1.3592906422035882,-0.6163876
256,18.581993579864502,0.43260531247103534,4911.06552187761,400,7.8792977,54.567394687529,90,90,0.14999999,8.256767,0.14999999,528.0888888888888,-0.6722697122547981,-0.6163876
256,18.825549125671387,0.41714076837804864,4967.0401900776005,400,7.637046,54.58285923162198,91,91,0.14999999,8.256767,0.14999999,528.9230769230769,-0.9746681999907553,-0.6163876
256,19.02469277381897,0.4169064242601309,5021.644608968071,400,7.5630293,54.5830935757399,92,92,0.14999999,8.256767,0.14999999,527.5978260869565,0.39558110952961356,-0.6163876
256,19.332788944244385,0.4036756381685615,5077.458165650327,400,7.7803,54.59632436183147,93,93,0.14999999,8.256767,0.14999999,531.1075268817204,-0.8135566822558246,-0.6163876
256,19.663309812545776,0.3917040794802907,5133.179816528856,400,7.760689,54.60829592051974,94,94,0.14999999,8.256767,0.14999999,534.936170212766,-0.7216508785289001,-0.6163876
256,19.865771293640137,0.39744155054350444,5187.24305269837,400,7.4555845,54.602558449456524,95,95,0.14999999,8.256767,0.14999999,533.5578947368421,0.9367638304855923,-0.6163876
256,20.114575624465942,0.39014977611763313,5242.54562149271,400,7.8110137,54.6098502238824,96,96,0.14999999,8.256767,0.14999999,534.0833333333334,-0.30256879434014067,-0.6163876
256,20.386516571044922,0.37858299973357507,5298.277449025846,400,7.479701,54.621417000266455,97,97,0.14999999,8.256767,0.14999999,535.9381443298969,-0.7318275331359951,-0.6163876
256,20.6066792011261,0.3767476105980167,5353.078734161398,400,7.7681074,54.62325238940202,98,98,0.14999999,8.256767,0.14999999,535.3673469387755,0.19871486444885578,-0.6163876
256,20.81003761291504,0.38347309417554937,5407.036163676624,400,7.6514044,54.616526905824486,99,99,0.14999999,8.256767,0.14999999,534.10101010101,1.0425704847737574,-0.6163876
256,21.029802322387695,0.3883065291714949,5461.169347082854,400,7.616464,54.61169347082854,100,100,0.14999999,8.256767,0.14999999,532.79,0.8668165937700943,-0.6163876
256,21.254714488983154,0.3861171601193073,5516.002166827953,400,7.569563,54.61388283988072,101,101,0.14999999,8.256767,0.14999999,532.3663366336634,0.16718025490054778,-0.6163876
256,21.462334394454956,0.4035217529179414,5568.840781202373,400,7.1532235,54.59647824708209,102,102,0.14999999,8.256767,0.14999999,530.3529411764706,2.1613856255799915,-0.6163876
256,21.662304639816284,0.4077006387173464,5623.006834212117,400,7.607552,54.592299361282684,103,103,0.14999999,8.256767,0.14999999,529.1359223300971,0.8339469902566549,-0.6163876
256,22.00746512413025,0.395768270542867,5678.840099863545,400,7.895296,54.60423172945717,104,104,0.14999999,8.256767,0.14999999,533.2307692307693,-0.8332656514285091,-0.6163876
256,22.306398630142212,0.38171286602983945,5734.92014906687,400,7.490221,54.61828713397019,105,105,0.14999999,8.256767,0.14999999,536.3714285714286,-1.0800492033250237,-0.6163876
256,22.52498745918274,0.3771505373450771,5790.022043041426,400,7.680431,54.62284946265496,106,106,0.14999999,8.256767,0.14999999,536.5,-0.10189397455497706,-0.6163876
256,22.739490032196045,0.383375843762441,5843.978784717423,400,7.81405,54.6166241562376,107,107,0.14999999,8.256767,0.14999999,535.3084112149533,1.0432583240030202,-0.6163876
256,22.933080673217773,0.4057402511220093,5896.180052878827,400,7.931459,54.59425974887803,108,108,0.14999999,8.256767,0.14999999,533.5,2.7987318385958146,-0.6163876
256,23.12076711654663,0.41463369199748,5949.804927572279,400,7.4159856,54.585366308002556,109,109,0.14999999,8.256767,0.14999999,531.7339449541284,1.3751253065483167,-0.6163876
256,23.311200857162476,0.43118287862844557,6002.569883350875,400,7.620453,54.56881712137159,110,110,0.14999999,8.256767,0.14999999,529.9272727272727,2.2350442214036885,-0.6163876
256,23.51685380935669,0.42453597368172497,6057.876506921332,400,7.541588,54.57546402631831,111,111,0.14999999,8.256767,0.14999999,529.7117117117117,-0.3066235704575392,-0.6163876
256,23.76476764678955,0.41678729480402404,6113.319822981953,400,7.9060636,54.583212705196004,112,112,0.14999999,8.256767,0.14999999,530.1428571428571,-0.4433160606207786,-0.6163876
256,23.954482555389404,0.41755678991272405,6167.816082739866,400,7.891631,54.58244321008731,113,113,0.14999999,8.256767,0.14999999,529.3539823008849,0.503740242087124,-0.6163876
256,24.147996425628662,0.42857829102468936,6221.142074823189,400,7.7493224,54.57142170897534,114,114,0.14999999,8.256767,0.14999999,527.9824561403509,1.67400791667677,-0.6163876
256,24.397435665130615,0.42221314776923535,6276.445488006542,400,7.7075753,54.5777868522308,115,115,0.14999999,8.256767,0.14999999,527.4347826086956,-0.3034131833525274,-0.6163876
256,24.596741914749146,0.42019585331004367,6331.257281016039,400,7.599281,54.579804146689995,116,116,0.14999999,8.256767,0.14999999,527.0,0.18820699050299872,-0.6163876
256,24.764590978622437,0.4390801739376286,6383.627619649302,400,7.647269,54.56091982606241,117,117,0.14999999,8.256767,0.14999999,525.3418803418804,2.629661366737489,-0.6163876
256,24.95141291618347,0.4415701299539527,6437.894724665438,400,7.575795,54.55842987004608,118,118,0.14999999,8.256767,0.14999999,524.3050847457627,0.7328949838638614,-0.6163876
256,25.150967359542847,0.44124821373900003,6492.491462565064,400,7.757799,54.55875178626104,119,119,0.14999999,8.256767,0.14999999,523.2521008403361,0.40326210037459176,-0.6163876
256,25.337294101715088,0.45065607268151897,6545.921271278222,400,7.721278,54.54934392731852,120,120,0.14999999,8.256767,0.14999999,521.6916666666667,1.5701912868412697,-0.6163876
256,25.524553775787354,0.46689434078220776,6598.505784765357,400,7.5324516,54.533105659217824,121,121,0.14999999,8.256767,0.14999999,520.1074380165289,2.4154865128648595,-0.6163876
256,25.774981260299683,0.4553420964329189,6654.448264235188,400,7.3464313,54.54465790356711,122,122,0.14999999,8.256767,0.14999999,520.8196721311475,-0.942479469831031,-0.6163876
256,25.980538845062256,0.4515387058553715,6709.460739179794,400,7.797719,54.548461294144666,123,123,0.14999999,8.256767,0.14999999,520.4065040650406,-0.012474944605416316,-0.6163876
256,26.171052932739258,0.45547083369117203,6763.521616622299,400,7.8064036,54.54452916630886,124,124,0.14999999,8.256767,0.14999999,519.483870967742,0.9391225574946387,-0.6163876
256,26.445996284484863,0.4460222723584994,6819.247215955192,400,7.3644614,54.55397772764153,125,125,0.14999999,8.256767,0.14999999,521.072,-0.7255993328929137,-0.6163876
256,26.610100507736206,0.4615386759944349,6871.846126824706,400,7.604088,54.5384613240056,126,126,0.14999999,8.256767,0.14999999,519.6031746031746,2.4010891304863673,-0.6163876
256,26.87065315246582,0.4546595420467836,6927.258238160063,400,7.784144,54.54534045795325,127,127,0.14999999,8.256767,0.14999999,520.6299212598425,-0.41211133535727473,-0.6163876
256,27.029829025268555,0.4977640352528392,6976.286203487642,400,7.596651,54.5022359647472,128,128,0.14999999,8.256767,0.14999999,518.6171875,5.9720346724219,-0.6163876
256,27.277254819869995,0.4917361767392859,7031.566033200637,400,7.9488025,54.508263823260755,129,129,0.14999999,8.256767,0.14999999,518.953488372093,-0.27982971299553416,-0.6163876
256,27.55375576019287,0.4817886562736474,7087.367474684431,400,7.858424,54.51821134372639,130,130,0.14999999,8.256767,0.14999999,520.1846153846154,-0.8014414837937148,-0.6163876
256,27.73569655418396,0.49426215742683643,7140.251657377089,400,7.4663763,54.5057378425732,131,131,0.14999999,8.256767,0.14999999,518.7557251908397,2.11581730734141,-0.6163876
256,27.94015145301819,0.49582665731443143,7194.5508812345,400,7.5675607,54.504173342685604,132,132,0.14999999,8.256767,0.14999999,517.8484848484849,0.700776142589379,-0.6163876
256,28.14613938331604,0.4954803356608252,7249.101115357115,400,7.2670608,54.50451966433921,133,133,0.14999999,8.256767,0.14999999,516.9323308270676,0.4497658773848059,-0.6163876
256,28.37901282310486,0.48725147930722207,7304.708301772837,400,7.5641212,54.51274852069282,134,134,0.14999999,8.256767,0.14999999,517.7388059701492,-0.6071864157220023,-0.6163876
256,28.600905179977417,0.4850684177830347,7359.5157635992955,400,7.4352307,54.514931582217,135,135,0.14999999,8.256767,0.14999999,517.4518518518519,0.19253817354193348,-0.6163876
256,28.752493858337402,0.4905188019614329,7413.28944293325,400,7.536385,54.5094811980386,136,136,0.14999999,8.256767,0.14999999,516.1911764705883,1.2263206660451775,-0.6163876
256,29.057825803756714,0.48101659509244954,7469.100726472339,400,7.6270494,54.51898340490759,137,137,0.14999999,8.256767,0.14999999,519.2043795620438,-0.8112835390892825,-0.6163876
256,29.277164220809937,0.4806131064548882,7523.675391309231,400,7.756581,54.51938689354515,138,138,0.14999999,8.256767,0.14999999,518.9347826086956,0.4253351631089789,-0.6163876
256,29.536876916885376,0.4723247924086494,7579.346853855203,400,7.4269443,54.52767520759139,139,139,0.14999999,8.256767,0.14999999,519.3669064748201,-0.671462545972304,-0.6163876
256,29.72965431213379,0.47225124842546407,7633.884825220441,400,7.8321075,54.52774875157458,140,140,0.14999999,8.256767,0.14999999,518.85,0.4620286347626975,-0.6163876
256,29.922082901000977,0.47231029821145964,7688.4042479521895,400,7.581915,54.52768970178858,141,141,0.14999999,8.256767,0.14999999,518.3475177304964,0.480577268250847,-0.6163876
256,30.117159843444824,0.46681820975292654,7743.711814215089,400,7.8298364,54.533181790247106,142,142,0.14999999,8.256767,0.14999999,518.2464788732394,-0.307566262900243,-0.6163876
256,30.271944761276245,0.48198229187463587,7796.076532261932,400,7.7313914,54.5180177081254,143,143,0.14999999,8.256767,0.14999999,516.993006993007,2.6352819531573637,-0.6163876
