GridSize,ActionIn1,Iteration,MountainCar_std1_higher,Regret/t,MountainCar_mu0_higher,NumTrajectories,ReturnLastEpisode,Regret,AvgEpLen,TimeElapsed,MountainCar_mu1_higher,MountainCar_std0_higher,ReturnMean,MinEpLen
400,7.801514,27,1.5,2.4486140644273267,-0.05263158,27,0.8094929353460661,66.11257973953782,464.8888888888889,5.162918567657471,10.0,0.14999999,-1.8486140644273266,259
400,8.3663025,28,1.5,2.2891197595064794,-0.68421054,28,2.6172264733563955,64.09535326618142,460.2857142857143,5.333561658859253,10.0,0.14999999,-1.6891197595064793,259
400,8.416467,29,1.5,2.2797657853661994,0.36842105,29,-1.4178545094383688,66.11320777561978,461.6551724137931,5.537990570068359,8.947369,0.14999999,-1.6797657853661998,259
400,8.687537,30,1.5,2.1321551588418495,-0.68421054,30,2.7485530103642923,63.96465476525549,457.5,5.699958086013794,10.0,0.14999999,-1.53215515884185,259
400,8.759391,31,1.5,2.0450467579369125,-0.68421054,31,1.1682052692112008,63.39644949604429,455.9032258064516,5.896313905715942,10.0,0.14999999,-1.445046757936913,259
400,11.457346,32,1.5,1.9232262692547313,-0.68421054,32,2.4532088798928906,61.5432406161514,452.125,6.074052572250366,10.0,0.14999999,-1.3232262692547316,259
400,-0.03618014,33,1.5,1.9368360596772833,-1.0,33,-1.7723493531989478,63.91558996935035,453.57575757575756,6.321876764297485,1.5789474,0.14999999,-1.3368360596772837,259
400,8.421701,34,1.5,1.840894042227658,-0.68421054,34,1.9251925336099762,62.59039743574037,451.1764705882353,6.491973638534546,10.0,0.14999999,-1.2408940422276584,259
400,-7.7764063,35,1.5,1.8425449442352964,-1.0,35,-1.298675612494992,64.48907304823537,452.57142857142856,6.695065498352051,-7.894737,0.14999999,-1.2425449442352965,259
400,10.024546,36,1.5,1.732639890270734,-0.68421054,36,2.714036998488943,62.37503604974643,449.22222222222223,6.863946914672852,10.0,0.14999999,-1.1326398902707342,259
400,8.845298,37,1.5,1.6945662512634414,-0.68421054,37,0.27608475299909485,62.69895129674733,448.81081081081084,7.079066038131714,10.0,0.14999999,-1.0945662512634415,259
400,-6.976366,38,1.5,1.711164697974575,-1.0,38,-1.7253072262865219,65.02425852303385,450.1578947368421,7.364726781845093,-5.7894735,0.14999999,-1.1111646979745753,259
400,11.717985,39,1.5,1.6240399521166569,-0.68421054,39,2.2867003904842313,63.33755813254962,446.8974358974359,7.5285186767578125,10.0,0.14999999,-1.024039952116657,259
400,9.327353,40,1.5,1.534439561158393,-0.68421054,40,2.559975686213897,61.37758244633572,443.975,7.684510946273804,10.0,0.14999999,-0.9344395611583932,259
400,8.294212,41,1.5,1.456109098597048,-0.68421054,41,2.277109403856756,59.70047304247897,441.2439024390244,7.8420233726501465,10.0,0.14999999,-0.8561090985970482,259
400,7.7001457,42,1.5,1.459408418226072,-0.68421054,42,-0.994680523016056,61.29515356549503,442.4761904761905,8.058912754058838,10.0,0.14999999,-0.8594084182260722,259
400,5.1155334,43,1.5,1.4167979074434192,-1.0,43,0.972843545428006,60.92231002006702,439.90697674418607,8.216681718826294,4.736842,0.14999999,-0.8167979074434192,259
400,7.490818,44,1.5,1.3800150168997598,-1.0,44,0.8016492764775967,60.72066074358943,437.4318181818182,8.347844123840332,5.7894735,0.14999999,-0.7800150168997597,259
400,6.9797378,45,1.5,1.3932984137490927,-0.68421054,45,-1.377767875119745,62.69842861870917,438.8222222222222,8.530089855194092,10.0,0.14999999,-0.7932984137490927,259
400,-2.857544,46,1.5,1.4906080884191264,1.0,46,-5.269543448570633,68.56797206727981,440.1521739130435,8.710419178009033,-2.631579,0.14999999,-0.8906080884191262,259
400,-0.71542335,47,1.5,1.472286362859779,-0.15789473,47,-0.029486987129803712,69.19745905440962,441.4255319148936,8.899646759033203,-1.5789474,0.14999999,-0.8722863628597788,259
400,9.182524,48,1.5,1.4723177263957306,-0.7894737,48,-0.873791812585446,70.67125086699507,442.5,9.078843116760254,10.0,0.14999999,-0.8723177263957301,259
400,10.684855,49,1.5,1.4108965094508088,-1.0,49,2.137321903905442,69.13392896308963,439.9795918367347,9.236489534378052,10.0,0.14999999,-0.8108965094508083,259
400,10.259998,50,1.5,1.399628571586673,-1.0,50,-0.24749961624401773,69.98142857933365,439.68,9.463167428970337,10.0,0.14999999,-0.7996285715866724,259
400,7.213135,51,1.5,1.2721696179779867,-0.68421054,51,5.7007780624563225,64.88065051687732,436.0980392156863,9.641369342803955,10.0,0.14999999,-0.6721696179779864,257
400,7.5745687,52,1.5,1.2146354670807193,-0.68421054,52,2.3196062286799135,63.16104428819741,434.11538461538464,9.799661874771118,10.0,0.14999999,-0.614635467080719,257
400,8.054745,53,1.5,1.2325271192259468,-0.68421054,53,-1.5628930307777784,65.32393731897518,435.35849056603774,10.00802755355835,10.0,0.14999999,-0.6325271192259465,257
400,8.0007715,54,1.5,1.1822017129502913,-0.68421054,54,2.0850448196594495,63.83889249931573,433.2962962962963,10.165489435195923,10.0,0.14999999,-0.582201712950291,257
