MountainCar_std1_higher,AvgEpLen,ReturnMean,Regret/t,GridSize,TimeElapsed,Regret,NumTrajectories,MinEpLen,ReturnLastEpisode,MountainCar_std0_higher,ActionIn1,Iteration,MountainCar_mu1_higher,MountainCar_mu0_higher
0.14999999,488.88607594936707,0.6283486778362096,54.37165132216381,400,32.309643030166626,8590.720908901882,158,257,1.1683324333045155,0.14999999,7.959938,158,8.256767,-0.6163876
0.14999999,488.1509433962264,0.6350333396158495,54.36496666038417,400,32.5533230304718,8644.029699001083,159,257,1.691209900798938,0.14999999,8.080031,159,8.256767,-0.6163876
0.14999999,487.58125,0.6333271805283751,54.366672819471646,400,32.766088008880615,8698.667651115464,160,257,0.3620478856199394,0.14999999,7.6269684,160,8.256767,-0.6163876
0.14999999,487.7453416149068,0.6273161923497205,54.372683807650304,400,33.0069522857666,8754.002093031699,161,257,-0.33444191623502506,0.14999999,7.8299456,161,8.256767,-0.6163876
0.14999999,488.2654320987654,0.619129981432421,54.3808700185676,400,33.2703423500061,8809.70094300795,162,257,-0.6988499762527709,0.14999999,7.617773,162,8.256767,-0.6163876
0.14999999,487.3006134969325,0.6298550589328432,54.37014494106717,400,33.434953927993774,8862.333625393949,163,257,2.367317614001222,0.14999999,7.519259,163,8.256767,-0.6163876
0.14999999,486.7560975609756,0.6298067715643281,54.37019322843569,400,33.632774353027344,8916.711689463453,164,257,0.6219359304963588,0.14999999,7.448984,164,8.256767,-0.6163876
0.14999999,487.830303030303,0.6163826607363275,54.383617339263694,400,33.900691986083984,8973.29686097851,165,257,-1.5851715150557635,0.14999999,7.066249,165,8.256767,-0.6163876
0.14999999,487.59638554216866,0.6152331621023174,54.38476683789771,400,34.117472410202026,9027.87129509102,166,257,0.4255658874906527,0.14999999,7.5489874,166,8.256767,-0.6163876
0.14999999,487.07185628742513,0.6164917168517132,54.38350828314831,400,34.3024525642395,9082.045883285768,167,257,0.8254118052514183,0.14999999,7.6380587,167,8.256767,-0.6163876
0.14999999,486.5892857142857,0.616442226728749,54.38355777327127,400,34.492748737335205,9136.437705909573,168,257,0.6081773761937224,0.14999999,7.6489677,168,8.256767,-0.6163876
0.14999999,487.094674556213,0.6089369875751465,54.39106301242487,400,34.730942487716675,9192.089649099804,169,257,-0.6519431902300791,0.14999999,7.632517,169,8.256767,-0.6163876
0.14999999,489.1,0.6024526930152888,54.397547306984734,400,35.03511190414429,9247.583042187405,170,257,-0.4933930876006466,0.14999999,7.566097,170,8.256767,-0.6163876
0.14999999,488.7076023391813,0.6042308742418329,54.39576912575819,400,35.23566699028015,9301.67652050465,171,257,0.9065216827543313,0.14999999,7.693864,171,8.256767,-0.6163876
0.14999999,487.80232558139534,0.6114480977811266,54.3885519022189,400,35.40044593811035,9354.83092718165,172,257,1.8455933230003574,0.14999999,7.379694,172,8.256767,-0.6163876
0.14999999,487.33526011560696,0.6137095717916122,54.38629042820841,400,35.59580636024475,9408.828244080056,173,257,1.0026831015951352,0.14999999,7.753594,173,8.256767,-0.6163876
0.14999999,489.0,0.6043085341429953,54.395691465857034,400,35.8920476436615,9464.850315059124,174,257,-1.0220709790677405,0.14999999,7.5487432,174,8.256767,-0.6163876
0.14999999,490.57714285714286,0.5967469159597893,54.40325308404024,400,36.17699337005615,9520.569289707042,175,257,-0.7189746479180664,0.14999999,7.6729755,175,8.256767,-0.6163876
0.14999999,489.71590909090907,0.6093522959590391,54.390647704040994,400,36.371336698532104,9572.753995911215,176,257,2.8152937958277415,0.14999999,8.081619,176,8.256767,-0.6163876
0.14999999,489.6214689265537,0.6051766196416968,54.39482338035834,400,36.60913109779358,9627.883738323426,177,257,-0.1297424122105314,0.14999999,7.7159386,177,8.256767,-0.6163876
0.14999999,489.061797752809,0.6013494025341284,54.39865059746591,400,36.81486177444458,9682.959806348932,178,257,-0.0760680255054842,0.14999999,7.549176,178,8.256767,-0.6163876
0.14999999,488.5586592178771,0.5986157439766902,54.40138425602335,400,37.03041076660156,9737.847781828179,179,257,0.11202452075266733,0.14999999,7.5620685,179,8.256767,-0.6163876
0.14999999,491.39444444444445,0.5845085403631753,54.41549145963687,400,37.40706133842468,9794.788462734636,180,257,-1.9406809064559687,0.14999999,7.132596,180,8.256767,-0.6163876
0.14999999,492.3922651933702,0.575789128951469,54.424210871048565,400,37.654462814331055,9850.78216765979,181,257,-0.9937049251556682,0.14999999,7.690441,181,8.256767,-0.6163876
0.14999999,491.52197802197804,0.5844639138782542,54.41553608612178,400,37.852028369903564,9903.627567674164,182,257,2.1545999856263913,0.14999999,7.2757754,182,8.256767,-0.6163876
0.14999999,491.42622950819674,0.5823540630489487,54.41764593695109,400,38.14437937736511,9958.42920646205,183,257,0.1983612121153222,0.14999999,7.859976,183,8.256767,-0.6163876
0.14999999,491.8967391304348,0.5765675392367142,54.42343246076332,400,38.40766978263855,10013.911572780451,184,257,-0.4823663184021878,0.14999999,7.601358,184,8.256767,-0.6163876
0.14999999,491.0054054054054,0.5855046748026369,54.41449532519739,400,38.563896894454956,10066.681635161518,185,257,2.229937618932408,0.14999999,7.289192,185,8.256767,-0.6163876
0.14999999,490.7043010752688,0.5844081760124447,54.41559182398759,400,38.79639196395874,10121.300079261691,186,257,0.38155589982687954,0.14999999,7.666816,186,8.256767,-0.6163876
0.14999999,490.7807486631016,0.5824198798711037,54.41758012012893,400,39.011600971221924,10176.08748246411,187,257,0.21259679758168293,0.14999999,8.045786,187,8.256767,-0.6163876
0.14999999,490.52127659574467,0.5823497389815036,54.41765026101854,400,39.21518301963806,10230.518249071485,188,257,0.569233392626274,0.14999999,7.707037,188,8.256767,-0.6163876
0.14999999,490.76190476190476,0.5760928680739855,54.42390713192606,400,39.46381855010986,10286.118447934025,189,257,-0.6001988625393848,0.14999999,7.717484,189,8.256767,-0.6163876
0.14999999,491.7473684210526,0.5635894683395072,54.436410531660535,400,39.736666679382324,10342.918001015501,190,257,-1.7995530814769145,0.14999999,7.360348,190,8.256767,-0.6163876
0.14999999,490.5235602094241,0.5922238946748504,54.4077761053252,400,39.91635990142822,10391.885236117112,191,257,6.0327648983900675,0.14999999,7.781721,191,8.256767,-0.6163876
0.14999999,489.6197916666667,0.610161928750986,54.38983807124905,400,40.11570501327515,10442.848909679818,192,257,4.036326437292886,0.14999999,8.3962145,192,8.256767,-0.6163876
0.14999999,490.2901554404145,0.6055690200999944,54.394430979900044,400,40.39376616477966,10498.125179120709,193,257,-0.2762694408904035,0.14999999,8.027348,193,8.256767,-0.6163876
0.14999999,490.2474226804124,0.6012776008093486,54.39872239919069,400,40.63082504272461,10553.352145442994,194,257,-0.226966322285289,0.14999999,7.50713,194,8.256767,-0.6163876
0.14999999,489.97435897435895,0.6005231286982992,54.39947687130174,400,40.85862851142883,10607.897989903839,195,257,0.45415553915471807,0.14999999,7.676812,195,8.256767,-0.6163876
0.14999999,491.7908163265306,0.5922661970965178,54.407733802903515,400,41.18851709365845,10663.91582536909,196,257,-1.0178354652508401,0.14999999,7.609812,196,8.256767,-0.6163876
0.14999999,491.3502538071066,0.5924100932829517,54.40758990671708,400,41.41092920303345,10718.295211623265,197,257,0.6206137458239893,0.14999999,7.369104,197,8.256767,-0.6163876
0.14999999,493.3838383838384,0.5865061130278281,54.413493886972205,400,41.7661247253418,10773.871789620496,198,257,-0.5765779972315196,0.14999999,7.9449334,198,8.256767,-0.6163876
0.14999999,493.69849246231155,0.5813427983830661,54.41865720161696,400,42.00760507583618,10829.312783121775,199,257,-0.4409935012797922,0.14999999,7.4909,199,8.256767,-0.6163876
0.14999999,494.145,0.5774605965540061,54.42253940344602,400,42.23807406425476,10884.507880689203,200,257,-0.1950975674289424,0.14999999,8.142198,200,8.256767,-0.6163876
0.14999999,494.18407960199005,0.5726126728638787,54.427387327136145,400,42.46330261230469,10939.904852754365,201,257,-0.3969720651615868,0.14999999,7.5715795,201,8.256767,-0.6163876
0.14999999,493.74257425742576,0.5747866668459479,54.425213333154076,400,42.64825177192688,10993.893093297123,202,257,1.011759457241872,0.14999999,8.011326,202,8.256767,-0.6163876
0.14999999,493.3152709359606,0.5763640400869146,54.42363595991311,400,42.846434593200684,11047.998099862361,203,257,0.8949934347621699,0.14999999,7.5947747,203,8.256767,-0.6163876
0.14999999,494.9656862745098,0.5715804406853668,54.42841955931466,400,43.145445585250854,11103.39759010019,204,257,-0.3994902378288337,0.14999999,8.145659,204,8.256767,-0.6163876
0.14999999,494.86829268292684,0.5685630841296653,54.431436915870364,400,43.3508985042572,11158.444567753424,205,257,-0.04697765323345293,0.14999999,7.7348504,205,8.256767,-0.6163876
0.14999999,494.126213592233,0.5791880082765485,54.42081199172348,400,43.5114905834198,11210.687270295037,206,257,2.7572974583876135,0.14999999,7.8290005,206,8.256767,-0.6163876
0.14999999,494.3671497584541,0.575131652502929,54.424868347497096,400,43.78561520576477,11265.9477479319,207,257,-0.26047763686268655,0.14999999,7.8269815,207,8.256767,-0.6163876
0.14999999,494.40384615384613,0.5706365274960957,54.42936347250394,400,44.05140829086304,11321.307602280818,208,257,-0.3598543489183892,0.14999999,7.6667633,208,8.256767,-0.6163876
0.14999999,493.64593301435406,0.5798769354235492,54.42012306457648,400,44.217379331588745,11373.805720496484,209,257,2.501881784333884,0.14999999,7.7385793,209,8.256767,-0.6163876
0.14999999,492.53809523809525,0.6048771941960701,54.39512280580396,400,44.376068353652954,11422.975789218832,210,257,5.829931277652928,0.14999999,7.4875216,210,8.256767,-0.6163876
0.14999999,492.13744075829385,0.6067365956647677,54.39326340433526,400,44.61189413070679,11476.97857831474,211,257,0.9972109040912412,0.14999999,7.8204737,211,8.256767,-0.6163876
0.14999999,492.7358490566038,0.5992670854105651,54.40073291458946,400,44.857789039611816,11532.955377892966,212,257,-0.9767995782261751,0.14999999,7.251488,212,8.256767,-0.6163876
0.14999999,492.61032863849766,0.5951570247719377,54.404842975228085,400,45.07808470726013,11588.231553723583,213,257,-0.2761758306170816,0.14999999,7.570072,213,8.256767,-0.6163876
0.14999999,491.5327102803738,0.61642745248723,54.3835725475128,400,45.23229122161865,11638.084525167738,214,257,5.147028555844512,0.14999999,6.9322233,214,8.256767,-0.6163876
0.14999999,491.13953488372096,0.6180808565379078,54.38191914346211,400,45.43839430809021,11692.112615844355,215,257,0.9719093233829681,0.14999999,7.805945,215,8.256767,-0.6163876
0.14999999,491.05555555555554,0.6146223016421231,54.3853776983579,400,45.66596293449402,11747.241582845307,216,257,-0.1289670009515973,0.14999999,7.687585,216,8.256767,-0.6163876
0.14999999,490.33179723502303,0.6229376868415574,54.37706231315847,400,45.8552188873291,11799.822521955388,217,257,2.41906088991936,0.14999999,7.7051425,217,8.256767,-0.6163876
0.14999999,489.63761467889907,0.631654865895302,54.36834513410472,400,46.037254333496094,11852.29923923483,218,257,2.5232827205578916,0.14999999,7.8037815,218,8.256767,-0.6163876
0.14999999,491.09589041095893,0.6234663673392264,54.3765336326608,400,46.356764793395996,11908.460865552715,219,257,-1.161626317885229,0.14999999,7.5285854,219,8.256767,-0.6163876
0.14999999,493.4045454545454,0.617114856374803,54.382885143625224,400,46.720906496047974,11964.23473159755,220,257,-0.7738660448339394,0.14999999,7.8849897,220,8.256767,-0.6163876
0.14999999,493.29864253393663,0.6143545853308013,54.38564541466923,400,46.94983100891113,12019.2276366419,221,257,0.007094955650455481,0.14999999,7.855259,221,8.256767,-0.6163876
0.14999999,493.5945945945946,0.6110287981103587,54.38897120188967,400,47.199066162109375,12074.351606819506,222,257,-0.1239701776074712,0.14999999,7.5569234,222,8.256767,-0.6163876
0.14999999,494.30044843049325,0.6037097891413554,54.396290210858666,400,47.48307490348816,12130.372717021482,223,257,-1.0211102019773572,0.14999999,7.9367113,223,8.256767,-0.6163876
0.14999999,495.2857142857143,0.5963835451640565,54.40361645483596,400,47.77138614654541,12186.410085883255,224,257,-1.0373688617736099,0.14999999,7.792643,224,8.256767,-0.6163876
0.14999999,494.75111111111113,0.6024750520151467,54.39752494798487,400,47.97120022773743,12239.443113296596,225,257,1.9669725866593677,0.14999999,8.200861,225,8.256767,-0.6163876
0.14999999,495.2787610619469,0.5979213412998456,54.40207865870017,400,48.234477043151855,12294.869776866239,226,257,-0.42666356964290897,0.14999999,7.654894,226,8.256767,-0.6163876
0.14999999,495.3788546255507,0.5962449356647188,54.4037550643353,400,48.4990758895874,12349.652399604112,227,257,0.21737726212604036,0.14999999,7.8050094,227,8.256767,-0.6163876
0.14999999,495.390350877193,0.5904641669515532,54.409535833048466,400,48.75032186508179,12405.37416993505,228,257,-0.7217703309370351,0.14999999,7.091967,228,8.256767,-0.6163876
0.14999999,495.5982532751092,0.5864569897331369,54.413543010266885,400,48.9733612537384,12460.701349351117,229,257,-0.3271794160657689,0.14999999,7.631373,229,8.256767,-0.6163876
0.14999999,495.2304347826087,0.588081991462581,54.41191800853744,400,49.171746253967285,12514.741141963612,230,257,0.9602073875052844,0.14999999,7.492569,230,8.256767,-0.6163876
0.14999999,494.995670995671,0.5876482242986442,54.41235177570138,400,49.378342628479004,12569.253260187019,231,257,0.48788177659314225,0.14999999,7.9164753,231,8.256767,-0.6163876
0.14999999,494.89224137931035,0.583060568433364,54.41693943156666,400,49.61641597747803,12624.729948123466,232,257,-0.476687936446349,0.14999999,7.416918,232,8.256767,-0.6163876
0.14999999,494.51502145922746,0.5822316137849266,54.4177683862151,400,49.81268501281738,12679.34003398812,233,257,0.38991413534744224,0.14999999,7.1812,233,8.256767,-0.6163876
0.14999999,494.3076923076923,0.5823918858432116,54.41760811415681,400,50.025582790374756,12733.720298712695,234,257,0.6197352754236154,0.14999999,7.6845694,234,8.256767,-0.6163876
0.14999999,494.1489361702128,0.5811133001413381,54.41888669985869,400,50.241899728775024,12788.438374466792,235,257,0.2819242459029705,0.14999999,7.5268416,235,8.256767,-0.6163876
0.14999999,495.09322033898303,0.5749847146657131,54.42501528533431,400,50.530407428741455,12844.303607338898,236,257,-0.8652328721061657,0.14999999,7.2543936,236,8.256767,-0.6163876
0.14999999,495.0126582278481,0.5726141351456748,54.427385864854344,400,50.76249289512634,12899.29044997048,237,257,0.01315736841665327,0.14999999,7.770573,237,8.256767,-0.6163876
0.14999999,494.34453781512605,0.5811375038922636,54.41886249610776,400,50.946478605270386,12951.689274073646,238,257,2.601175896833797,0.14999999,7.8733,238,8.256767,-0.6163876
0.14999999,495.77405857740587,0.574862993970157,54.425137006029864,400,51.26850390434265,13007.607744441137,239,257,-0.9184703674912167,0.14999999,7.422942,239,8.256767,-0.6163876
0.14999999,495.39166666666665,0.5755308818252183,54.4244691181748,400,51.4616973400116,13061.872588361952,240,257,0.7351560791848515,0.14999999,7.6504083,240,8.256767,-0.6163876
0.14999999,495.1701244813278,0.5754431453141322,54.42455685468589,400,51.66679883003235,13116.318201979298,241,257,0.5543863826534683,0.14999999,7.812212,241,8.256767,-0.6163876
0.14999999,494.4710743801653,0.5824229714368608,54.41757702856315,400,51.84064054489136,13169.053640912283,242,257,2.2645610670144656,0.14999999,7.6650457,242,8.256767,-0.6163876
0.14999999,493.843621399177,0.5896596891965289,54.41034031080349,400,52.019468784332275,13221.712695525248,243,257,2.3409453870362054,0.14999999,7.8123393,243,8.256767,-0.6163876
