MountainCar_mu1_higher,ReturnLastEpisode,GridSize,ActionIn1,MinEpLen,Regret,MountainCar_mu0_higher,ReturnMean,Iteration,TimeElapsed,MountainCar_std1_higher,NumTrajectories,Regret/t,AvgEpLen,MountainCar_std0_higher
8.256767,-0.2992282610605949,400,7.807883,331,653.0466699635572,-0.6163876,0.579444169703567,12,1.9746570587158203,0.14999999,12,54.42055583029643,501.75,0.14999999
8.256767,-0.09742287074271905,400,7.7270284,331,708.1440928343,-0.6163876,0.527377474284622,13,2.154841661453247,0.14999999,13,54.47262252571538,499.2307692307692,0.14999999
8.256767,1.7362553224313562,400,7.757681,331,761.4078375118686,-0.6163876,0.6137258920093888,14,2.2950496673583984,0.14999999,14,54.386274107990616,490.07142857142856,0.14999999
8.256767,0.6378186460892161,400,7.726246,331,815.7700188657793,-0.6163876,0.6153320756147106,15,2.463998556137085,0.14999999,15,54.38466792438529,484.3333333333333,0.14999999
8.256767,1.2305111876501764,400,7.8016424,331,869.5395076781291,-0.6163876,0.6537807701169271,16,2.6352992057800293,0.14999999,16,54.34621922988307,480.375,0.14999999
8.256767,1.1528269602473882,400,8.020458,331,923.3866807178817,-0.6163876,0.6831364283598954,17,2.808626890182495,0.14999999,17,54.316863571640106,476.11764705882354,0.14999999
8.256767,-0.4436511645555349,400,7.5499773,331,978.8303318824372,-0.6163876,0.6205371176423715,18,2.9869837760925293,0.14999999,18,54.37946288235762,475.8333333333333,0.14999999
8.256767,0.3178945544164583,400,8.261311,331,1033.5124373280207,-0.6163876,0.6046085616831129,19,3.2163279056549072,0.14999999,19,54.39539143831688,478.1578947368421,0.14999999
8.256767,-0.6494684167554831,400,7.360329,331,1089.1619057447763,-0.6163876,0.5419047127611832,20,3.4667115211486816,0.14999999,20,54.45809528723881,490.25,0.14999999
8.256767,0.8310857699485271,400,7.67018,331,1143.3308199748278,-0.6163876,0.5556752392939139,21,3.606339693069458,0.14999999,21,54.44432476070609,486.14285714285717,0.14999999
8.256767,0.9735127398857414,400,7.6392536,331,1197.357307234942,-0.6163876,0.5746678529571788,22,3.771994113922119,0.14999999,22,54.425332147042816,482.40909090909093,0.14999999
8.256767,-0.862283497367356,400,7.328649,331,1253.2195907323094,-0.6163876,0.5121917072908947,23,3.9541256427764893,0.14999999,23,54.487808292709104,483.9130434782609,0.14999999
8.256767,2.651388889538663,400,7.886246,331,1305.5682018427708,-0.6163876,0.6013249232178851,24,4.104691982269287,0.14999999,24,54.39867507678212,477.7916666666667,0.14999999
8.256767,1.6329246158685489,400,7.722382,331,1358.9352772269021,-0.6163876,0.6425889109239117,25,4.2788989543914795,0.14999999,25,54.35741108907609,471.96,0.14999999
8.256767,2.5474797763735997,400,7.791497,331,1411.3877974505285,-0.6163876,0.7158539442104381,26,4.480283737182617,0.14999999,26,54.284146055789556,466.7307692307692,0.14999999
8.256767,-0.11459643022177746,400,7.4281306,331,1466.5023938807503,-0.6163876,0.6850965229351709,27,4.696644067764282,0.14999999,27,54.314903477064824,467.22222222222223,0.14999999
8.256767,2.675791690002914,400,7.7062097,331,1518.8266021907475,-0.6163876,0.756192778901876,28,4.870885610580444,0.14999999,28,54.24380722109812,462.67857142857144,0.14999999
8.256767,2.719140004253361,400,7.7339454,331,1571.107462186494,-0.6163876,0.8238806142588238,29,5.034914493560791,0.14999999,29,54.176119385741174,458.44827586206895,0.14999999
8.256767,-0.33470962773967894,400,7.760133,331,1626.4421718142337,-0.6163876,0.7852609395255404,30,5.290813446044922,0.14999999,30,54.21473906047446,467.5,0.14999999
8.256767,-0.0445242006730418,400,7.8312316,331,1681.4866960149068,-0.6163876,0.7584936769384893,31,5.5081329345703125,0.14999999,31,54.24150632306151,471.64516129032256,0.14999999
8.256767,0.805458564634441,400,7.9697022,331,1735.6812374502724,-0.6163876,0.7599613296789879,32,5.688003301620483,0.14999999,32,54.24003867032101,469.96875,0.14999999
8.256767,2.4966383420599496,400,7.6178727,331,1788.1845991082125,-0.6163876,0.8125879058117443,33,5.848823070526123,0.14999999,33,54.18741209418826,465.8787878787879,0.14999999
8.256767,2.791656154940217,400,7.7896905,331,1840.3929429532723,-0.6163876,0.8707957954919935,34,6.024599313735962,0.14999999,34,54.12920420450801,462.2647058823529,0.14999999
8.256767,0.7042953911796197,400,7.925281,331,1894.6886475620927,-0.6163876,0.8660386410830685,35,6.211545467376709,0.14999999,35,54.133961358916935,461.74285714285713,0.14999999
8.256767,0.11311908649228686,400,7.805184,331,1949.5755284756003,-0.6163876,0.8451242090111024,36,6.459268093109131,0.14999999,36,54.154875790988896,462.30555555555554,0.14999999
8.256767,-0.6411911508091602,400,7.6121087,331,2005.2167196264095,-0.6163876,0.8049535236105547,37,6.731988191604614,0.14999999,37,54.19504647638944,467.4594594594595,0.14999999
8.256767,-0.7077880083389838,400,7.665063,331,2060.9245076347484,-0.6163876,0.7651445359276722,38,7.090005397796631,0.14999999,38,54.234855464072325,480.39473684210526,0.14999999
8.256767,2.399198233539087,400,7.77601,329,2113.525309401209,-0.6163876,0.8070433486869393,39,7.2713611125946045,0.14999999,39,54.192956651313054,476.5128205128205,0.14999999
8.256767,0.09164648171491363,400,7.7047462,329,2168.433662919494,-0.6163876,0.7891584270126386,40,7.4923646450042725,0.14999999,40,54.21084157298735,476.525,0.14999999
8.256767,-0.16221582322874983,400,7.4836955,329,2223.595878742723,-0.6163876,0.7659541770067511,41,7.718352556228638,0.14999999,41,54.234045822993245,476.3658536585366,0.14999999
8.256767,-1.259201785071172,400,7.2588344,329,2279.855080527794,-0.6163876,0.7177361779096577,42,7.96594500541687,0.14999999,42,54.282263822090336,479.26190476190476,0.14999999
8.256767,0.617956123446233,400,7.7158127,329,2334.237124404348,-0.6163876,0.7154157115267874,43,8.160359621047974,0.14999999,43,54.284584288473205,477.4651162790698,0.14999999
8.256767,-0.3395611707450278,400,7.806125,329,2389.576685575093,-0.6163876,0.6914389642024279,44,8.382453441619873,0.14999999,44,54.30856103579757,477.3181818181818,0.14999999
8.256767,0.07407257271751533,400,7.2892504,329,2444.5026130023757,-0.6163876,0.6777197110583187,45,8.611299514770508,0.14999999,45,54.322280288941684,476.4,0.14999999
8.256767,-0.48882593370940014,400,7.588459,329,2499.991438936085,-0.6163876,0.6523600231285858,46,8.902773141860962,0.14999999,46,54.34763997687141,479.6304347826087,0.14999999
8.256767,0.8048761595888522,400,7.9767,329,2554.1865627764964,-0.6163876,0.6556050473085914,47,9.074777126312256,0.14999999,47,54.34439495269142,478.9148936170213,0.14999999
8.256767,-1.052111232096892,400,7.5441246,329,2610.2386740085935,-0.6163876,0.6200276248209772,48,9.384212255477905,0.14999999,48,54.37997237517903,484.875,0.14999999
8.256767,-0.06709602171823204,400,7.864749,329,2665.3057700303116,-0.6163876,0.6060046932589525,49,9.622106552124023,0.14999999,49,54.393995306741054,485.0204081632653,0.14999999
8.256767,-0.39833680839537333,400,7.8599277,329,2720.704106838707,-0.6163876,0.5859178632258659,50,9.882078170776367,0.14999999,50,54.41408213677414,487.6,0.14999999
8.256767,-1.2907870825998626,400,7.23875,329,2776.994893921307,-0.6163876,0.5491197270332046,51,10.14956283569336,0.14999999,51,54.4508802729668,491.2549019607843,0.14999999
8.256767,-0.3924927915795653,400,7.48404,329,2832.3873867128864,-0.6163876,0.531011793982959,52,10.376618385314941,0.14999999,52,54.468988206017045,492.3076923076923,0.14999999
8.256767,-1.0482839224757599,400,7.331268,329,2888.435670635362,-0.6163876,0.5012137615969454,53,10.624277830123901,0.14999999,53,54.498786238403056,493.4339622641509,0.14999999
8.256767,0.42970333105437275,400,7.3357363,329,2943.0059673043074,-0.6163876,0.4998894943646755,54,10.846922159194946,0.14999999,54,54.50011050563532,491.6111111111111,0.14999999
8.256767,-0.30242480216462164,400,7.3755527,329,2998.308392106472,-0.6163876,0.4853019617005065,55,11.074740409851074,0.14999999,55,54.51469803829949,491.2181818181818,0.14999999
8.256767,-0.40454577381606505,400,7.5185933,329,3053.7129378802883,-0.6163876,0.46941182356628197,56,11.322752714157104,0.14999999,56,54.53058817643372,492.10714285714283,0.14999999
8.256767,-0.39636117980058916,400,7.8702817,329,3109.109299060089,-0.6163876,0.45422282350721405,57,11.538725852966309,0.14999999,57,54.54577717649279,493.63157894736844,0.14999999
8.256767,-0.8858887629944622,400,7.677972,329,3164.9951878230836,-0.6163876,0.4311174513261507,58,11.734666109085083,0.14999999,58,54.568882548673855,494.36206896551727,0.14999999
8.256767,-0.05183888725428598,400,7.624906,329,3220.047026710338,-0.6163876,0.42293175067224503,59,11.926663637161255,0.14999999,59,54.57706824932776,494.6271186440678,0.14999999
8.256767,-0.0330763520562502,400,8.268577,329,3275.0801030623943,-0.6163876,0.4153316156267701,60,12.202335834503174,0.14999999,60,54.58466838437324,500.0833333333333,0.14999999
8.256767,2.556461382362246,400,7.8484874,329,3327.523641680032,-0.6163876,0.45043210360604025,61,12.351172685623169,0.14999999,61,54.54956789639397,497.4918032786885,0.14999999
8.256767,-0.35017035987131195,400,7.4840603,329,3382.8738120399034,-0.6163876,0.4375191606467281,62,12.539347648620605,0.14999999,62,54.562480839353285,497.0,0.14999999
