IWMax,IWLastEpisode,ReturnStepMax,TimeElapsed,ReturnAbsMax,IWMin,Iteration,ReturnMean,DenMISELogFirst,IWFirstEpisode,Regret,ReturnMax,TimestepsSoFar,Bound,Delta,IWMean,ReturnLastEpisode,LQGmu1_higher,ReturnMin,DenMISEMeanLog,LQGsigma_higher,DenMISELogLast,LQGmu1_actor,Regret/t
5.347473,3.1089242,19.197374,14.356754779815674,17.409042,,18,12.14173,-0.7339023,1.7981124,94.648834,17.409042,360,96.379486,1.8763183e-06,1.1495274,17.381283,-0.5959596,,-0.84963626,0.14999999,-0.59243,-0.7938242,5.2582693
14.848196,3.8669796e-31,19.197374,15.752010822296143,17.409042,,19,12.415407,-0.6927546,3.866046e-18,94.707275,17.409042,380,93.587166,1.6840087e-06,1.1662487,17.341564,1.0,,-0.827343,0.14999999,-0.5009564,0.8391621,4.9845924
6.764561,7.0865246e-07,19.197374,17.032865285873413,17.409042,,20,11.9292965,-0.74404794,0.3100661,109.41406,17.409042,400,91.903656,1.5198176e-06,1.0572695,2.6932197,-0.01010101,,-0.8327131,0.14999999,-0.88965034,0.21416384,5.470703
7.0539417,6.03837,19.197374,18.106199026107788,17.409042,,21,11.774905,-0.7774537,0.00032303334,118.12698,17.409042,420,91.15107,1.3785193e-06,1.2376295,8.6870575,0.2929293,,-0.84034187,0.14999999,-0.9578192,0.29662722,5.6250944
5.0802345,1.5666721e-11,19.197374,19.00728726387024,17.409042,,22,11.617117,-0.8239584,0.105330095,127.22342,17.409042,440,87.202286,1.2560477e-06,1.3822818,8.3035555,-0.7979798,,-0.8314561,0.14999999,-0.76821613,-1.0947298,5.7828827
8.4709015,8.4709015,19.197374,20.45187520980835,17.409042,,23,11.859849,-0.8636338,0.0009564273,127.42346,17.409042,460,85.97522,1.1492007e-06,1.0252723,17.199965,-1.0,,-0.8419315,0.14999999,-1.3578718,-0.9689788,5.5401506
5.900894,3.4955733e-26,19.197374,21.36715817451477,17.409042,,24,12.083426,-0.90615183,1.6782288e-10,127.59775,17.409042,480,85.287994,1.055429e-06,0.9485116,17.225706,0.67676765,,-0.8338976,0.14999999,-0.59458274,0.6119394,5.316573
5.5337806,1.8281807e-07,19.197374,22.506707191467285,17.409042,,25,11.827899,-0.94697386,5.5337806,139.30252,17.409042,500,84.30319,9.726833e-07,0.6790501,5.6952357,-0.27272728,,-0.841013,0.14999999,-0.89893734,0.014813572,5.5721006
6.254242,4.583543,19.197374,23.097877264022827,17.409042,,26,11.723718,-0.78623676,0.021472445,147.58334,17.409042,520,81.53301,8.993004e-07,1.1826295,9.11918,0.13131313,,-0.85461,0.14999999,-0.8458941,-0.0059393644,5.676282
6.404292,0.03243205,19.197374,24.127030849456787,17.409042,,27,11.665382,-0.8231516,7.590813e-07,154.83466,17.409042,540,80.44913,8.3391916e-07,1.0461513,10.148688,0.47474748,,-0.84566796,0.14999999,-0.72787404,0.3231358,5.734617
6.2596426,9.4524887e-07,19.197374,25.20682978630066,17.409042,,28,11.539976,-0.8595192,3.9568555,164.08066,17.409042,560,78.656815,7.754171e-07,0.73142916,8.153975,-0.5151515,,-0.84338284,0.14999999,-0.76612794,-0.5776988,5.8600235
7.8043485,0.09819506,19.197374,26.071727514266968,17.409042,,29,11.74103,-0.7624283,0.0008643687,164.1101,17.409042,580,77.07181,7.2286224e-07,1.0268198,17.37055,-1.0,,-0.8474701,0.14999999,-0.6640921,-1.0519656,5.65897
6.1399555,1.8168613e-08,19.197374,26.533356428146362,17.409042,,30,11.922929,-0.79630005,1.3157527,164.31213,17.409042,600,76.75948,6.754746e-07,0.995766,17.198042,-0.11111111,,-0.8494317,0.14999999,-0.8695204,-0.41644678,5.477071
5.04924,1.2879237,19.197374,27.057344436645508,17.409042,,31,12.096861,-0.78616595,0.73028994,164.39728,17.409042,620,76.657364,6.325984e-07,1.112108,17.314781,-0.67676765,,-0.8491718,0.14999999,-0.78078234,-0.76501054,5.3031387
8.650153,7.029783e-25,19.197374,27.612804412841797,17.409042,,32,12.261619,-0.7946301,4.5294545e-14,164.42819,17.409042,640,75.94001,5.936788e-07,0.9939573,17.369122,0.83838385,,-0.83737826,0.14999999,-0.5378761,1.0406431,5.138381
6.0003204,1.5269394e-19,19.197374,28.082435369491577,17.409042,,33,11.890055,-0.8254018,6.0003204,181.82822,17.409042,660,73.14815,5.582434e-07,0.7317877,,-0.3939394,,-0.8579656,0.14999999,-1.4299016,-0.66416407,5.509945
4.7577085,2.8514986,19.197374,29.025217294692993,17.409042,,34,12.052169,-0.6881924,0.062104885,181.82623,17.409042,680,74.22891,5.258885e-07,1.2942592,17.401918,-0.8181818,,-0.8589711,0.14999999,-0.5968068,-0.7902276,5.347831
7.078375,2.0703595e-11,19.197374,29.784091472625732,17.409042,,35,12.203346,-0.71535504,0.0003035836,181.88287,17.409042,700,72.40824,4.9626703e-07,1.2093747,17.343416,0.2929293,,-0.8415486,0.14999999,-0.49285635,0.27320302,5.1966534
14.492451,4.8134327e-05,19.197374,30.551534414291382,17.409042,,36,12.098395,-0.7435172,4.067377e-18,190.85773,17.409042,720,70.85412,4.6907957e-07,1.0617441,8.425083,1.0,,-0.8371327,0.14999999,-0.8188359,0.97862726,5.3016043
4.8585577,1.2257382e-25,19.197374,31.321197986602783,17.409042,,37,11.781817,-0.7709162,0.9379796,207.87274,17.409042,740,70.78263,4.4406656e-07,1.172896,0.38502374,-0.65656567,,-0.84501654,0.14999999,-1.0797485,-0.60380477,5.618182
7.6285443,0.14057116,19.197374,32.087464332580566,17.409042,,38,11.928519,-0.7725497,0.0008731617,207.91629,17.409042,760,69.83347,4.2100217e-07,1.0139627,17.35648,-1.0,,-0.8336974,0.14999999,-0.54801416,-0.85146904,5.4714804
6.2163906,2.7004218e-08,19.197374,32.86191415786743,17.409042,,39,12.066854,-0.79850215,0.0774972,207.99268,17.409042,780,69.3522,3.996891e-07,1.0549945,17.323603,0.07070707,,-0.82582504,0.14999999,-0.49251854,0.068079524,5.333146
7.9545135,0.029767005,19.197374,33.6199209690094,17.409042,,40,11.991743,-0.82183486,3.1452483e-08,216.33026,17.409042,800,68.42444,3.799544e-07,0.81575906,9.062454,0.5555556,,-0.8245676,0.14999999,-0.78819555,0.6307842,5.4082565
4.510534,1.4004663e-19,19.197374,34.373549938201904,17.409042,,41,11.83297,-0.84652746,0.10773434,228.2482,17.409042,820,68.131516,3.6164613e-07,1.2948546,5.482014,-0.7979798,,-0.8335026,0.14999999,-0.97321385,-0.7958114,5.56703
5.5147657,0.72335577,19.197374,35.12874746322632,17.409042,,42,11.964369,-0.8680008,3.9905593,228.29648,17.409042,840,66.47591,3.4462983e-07,0.88917506,17.351732,-0.5151515,,-0.81829524,0.14999999,-0.4484089,-0.6782849,5.435631
6.657811,0.014253328,19.197374,35.90550684928894,17.409042,,43,12.090562,-0.80076474,2.4524436,228.30585,17.409042,860,66.25823,3.2878697e-07,0.68952465,17.390636,-0.17171717,,-0.81342083,0.14999999,-0.47351778,-0.02116105,5.3094378
4.2671576,3.5104335e-05,19.197374,36.685542345047,17.409042,,44,12.084548,-0.76828784,0.20685707,233.87988,17.409042,880,65.72368,3.140119e-07,1.3340889,11.82592,-0.75757575,,-0.82096535,0.14999999,-0.8158918,-0.792371,5.3154516
6.637037,1.7875671e-09,19.197374,37.46573090553284,17.409042,,45,12.201503,-0.7860704,0.0051148576,233.93237,17.409042,900,64.774574,3.0021093e-07,1.1724957,17.347517,0.1919192,,-0.80524784,0.14999999,-0.408904,0.29859206,5.198497
8.074921,0.058628462,19.197374,38.243693590164185,17.409042,,46,12.116532,-0.80793566,3.0551494e-12,243.03949,17.409042,920,64.52577,2.8730017e-07,0.9387345,8.292908,0.75757575,,-0.8038212,0.14999999,-0.86675155,0.7602099,5.2834673
7.033817,0.5040478,19.197374,39.01546335220337,17.409042,,47,11.940498,-0.82944185,6.868374e-06,256.59656,17.409042,940,63.786366,2.7520463e-07,1.0323756,3.8429,0.41414142,,-0.81018925,0.14999999,-0.99814343,0.4815821,5.4595013
4.72931,8.92027e-18,19.197374,39.80199480056763,17.409042,,48,11.837428,-0.8504951,0.020181563,267.00342,17.409042,960,63.72091,2.6385726e-07,1.2188137,6.9930897,-0.8787879,,-0.81190604,0.14999999,-0.88820356,-0.9007721,5.5625715
6.3779187,2.1472667e-07,19.197374,40.57539343833923,17.409042,,49,11.948837,-0.87069404,0.4821882,267.10693,17.409042,980,62.510715,2.531974e-07,0.9849137,17.296547,-0.030303031,,-0.80186564,0.14999999,-0.5060647,0.06343545,5.4511623
4.5870357,5.6964367e-05,19.197374,41.3564338684082,17.409042,,50,11.891221,-0.8811043,1.047243,275.43896,17.409042,1000,62.417583,2.4317083e-07,1.16232,9.068015,-0.65656567,,-0.8022785,0.14999999,-0.76877165,-0.78399396,5.5087786
7.609326,1.4143856,19.197374,42.137078285217285,17.409042,,51,11.998711,-0.8801784,0.00097238284,275.4657,17.409042,1020,62.089916,2.3372819e-07,0.9402917,17.373203,-1.0,,-0.7918473,0.14999999,-0.40537184,-0.99883145,5.401289
14.69146,1.4719679e-38,19.197374,42.93145418167114,17.409042,,52,12.0986185,-0.8995774,4.754339e-18,275.6718,17.409042,1040,61.779736,2.248251e-07,1.0101358,17.193943,1.0,,-0.79167295,0.14999999,-0.69524896,0.9835865,5.301381
6.6199455,4.9045117e-17,19.197374,43.718764781951904,17.409042,,53,11.8759365,-0.9186256,6.6199455,292.77533,17.409042,1060,61.214462,2.1642118e-07,0.50990754,0.2964258,-0.35353535,,-0.80058646,0.14999999,-1.1990296,-0.35118014,5.524063
4.1921477,0.031308122,19.197374,44.50156283378601,17.409042,,54,11.976737,-0.8196195,0.046974495,292.8562,17.409042,1080,60.818848,2.0847979e-07,1.293296,17.3191,-0.83838385,,-0.81040645,0.14999999,-0.8327741,-0.6471927,5.4232626
4.77845,4.1144056,19.197374,45.291117429733276,17.409042,,55,12.075162,-0.8370991,1.9935845,292.8661,17.409042,1100,59.633057,2.0096763e-07,1.0222583,17.390198,-0.5959596,,-0.79987586,0.14999999,-0.4946425,-0.45390898,5.3248377
8.03166,4.8304513e-11,19.197374,46.07236695289612,17.409042,,56,12.168908,-0.81951207,2.384422e-09,292.9411,17.409042,1120,59.630135,1.9385428e-07,0.9227505,17.324923,0.61616164,,-0.7982863,0.14999999,-0.7139065,0.60577095,5.2310915
6.7055883,0.10835259,19.197374,46.86776566505432,17.409042,,57,12.056536,-0.83721167,0.008842605,304.57745,17.409042,1140,59.25985,1.8711206e-07,1.1319014,5.7636237,0.17171717,,-0.80350417,0.14999999,-0.98618054,0.084184766,5.343464
6.3016996,0.057521455,19.197374,47.65633583068848,17.409042,,58,12.004528,-0.85444826,6.249203,312.93732,17.409042,1160,59.12797,1.8071556e-07,0.67161494,9.040128,-0.37373737,,-0.8022072,0.14999999,-0.82605964,-0.21975954,5.3954716
6.544069,5.8073587,19.197374,48.437538623809814,17.409042,,59,12.08702,-0.76921636,1.9691561,313.46582,17.409042,1180,59.557373,1.7464151e-07,0.81983006,16.87153,-0.15151516,,-0.80940956,0.14999999,-0.8844398,0.12561616,5.3129797
6.898161,1.56567,19.197374,49.23219418525696,17.409042,,60,12.034918,-0.75319284,2.5132742e-05,321.9049,17.409042,1200,58.23672,1.6886865e-07,1.0733688,8.960987,0.37373737,,-0.81320685,0.14999999,-0.8382243,0.60235345,5.365082
7.6339936,1.2173187e-24,19.197374,50.03069615364075,17.409042,,61,11.932727,-0.76972175,0.0008706958,333.50366,17.409042,1220,58.0791,1.6337734e-07,0.90680623,5.8012147,-1.0,,-0.8158155,0.14999999,-1.0127971,-0.90798885,5.4672728
4.156637,3.061654,19.197374,50.83135271072388,17.409042,,62,12.019041,-0.785968,0.14744829,333.6194,17.409042,1240,57.840187,1.581496e-07,1.2506557,17.284231,-0.7777778,,-0.81288886,0.14999999,-0.51755,-0.5297618,5.3809586
5.2282333,5.0356584,19.220087,51.64199614524841,17.431906,,63,12.10496,-0.799593,3.7267015,333.58746,17.431906,1260,57.516243,1.5316883e-07,0.9026075,17.431906,-0.5151515,,-0.8066093,0.14999999,-0.6431064,-0.40344846,5.295039
6.3680973,0.08390056,19.220087,52.447956562042236,17.431906,,64,12.186443,-0.75787085,0.15860024,333.6676,17.431906,1280,57.500153,1.484197e-07,1.1224217,17.319881,0.030303031,,-0.8071041,0.14999999,-0.72459346,-0.05446914,5.2135563
8.822192,5.8052603e-07,19.220087,54.12151122093201,17.431906,,65,12.211433,-0.77089995,3.7419677e-13,337.25684,17.431906,1300,57.085625,1.4388809e-07,1.0422692,13.810759,0.7979798,,-0.80579776,0.14999999,-0.81069404,0.8818325,5.188566
5.930228,1.1451983e-12,19.220087,57.1380352973938,17.431906,,66,12.057086,-0.78616744,4.7117753,352.63232,17.431906,1320,56.6369,1.3956085e-07,0.70319915,2.024615,-0.27272728,,-0.8109466,0.14999999,-1.1487834,-0.39647,5.3429136
5.1776943,4.7526436,19.220087,57.961604833602905,17.431906,,67,12.134496,-0.73224795,4.3531237,352.7887,17.431906,1340,56.158432,1.3542595e-07,0.9148219,17.243498,-0.47474748,,-0.8141225,0.14999999,-0.7166831,-0.5927285,5.265504
4.2696176,3.813454,19.220087,58.886022329330444,17.431906,,68,12.211556,-0.6841145,0.65943944,352.8141,17.431906,1360,55.9713,1.3147212e-07,1.1549871,17.374596,-0.67676765,,-0.81125826,0.14999999,-0.51729995,-0.53746754,5.188443
14.841903,6.916765e-23,19.220087,59.72961115837097,17.431906,,69,12.286596,-0.6890624,3.8518116e-18,352.82483,17.431906,1380,55.328827,1.2768895e-07,1.0279467,17.389357,1.0,,-0.8051388,0.14999999,-0.5253362,1.1468967,5.1134033
7.7866063,0.004914271,19.220087,60.54244136810303,17.431906,,70,12.1110735,-0.70345116,6.361713e-08,370.22485,17.431906,1400,54.924755,1.2406676e-07,0.97428685,,0.53535354,,-0.8228894,0.14999999,-2.016987,0.6454002,5.288926
7.76159,5.549676e-26,19.220087,61.35243487358093,17.431906,,71,12.015315,-0.71763575,0.00082650565,382.31262,17.431906,1420,54.79389,1.2059652e-07,0.8464797,5.3121877,-1.0,,-0.8265996,0.14999999,-1.031504,-0.73457897,5.3846846
4.41195,3.0314913,19.220087,62.16380739212036,17.431906,,72,12.089916,-0.73161036,1.4525555,382.32593,17.431906,1440,55.194775,1.1726989e-07,1.1326071,17.386656,-0.61616164,,-0.82365966,0.14999999,-0.44248793,-0.7764101,5.3100834
6.523753,8.740585e-06,19.220087,62.98076319694519,17.431906,,73,12.162162,-0.72543013,0.3043468,382.36212,17.431906,1460,54.83692,1.1407902e-07,1.0530325,17.363789,-0.01010101,,-0.8166021,0.14999999,-0.42383343,-0.10598692,5.237838
4.153292,0.00014619276,19.220087,63.788872480392456,17.431906,,74,12.207344,-0.7348753,0.096352756,384.25653,17.431906,1480,54.5756,1.1101664e-07,1.2013594,15.505622,-0.7979798,,-0.81648964,0.14999999,-0.8324382,-0.83474976,5.1926556
6.216383,0.000742077,19.220087,64.60399532318115,17.431906,,75,12.275702,-0.7469971,3.2051678,384.32233,17.431906,1500,53.991234,1.0807592e-07,0.751085,17.334246,-0.21212122,,-0.8089195,0.14999999,-0.43057013,-0.43071347,5.124297
5.1073313,5.1073313,19.220087,65.41481113433838,17.431906,,76,12.342101,-0.7183947,4.670144,384.40033,17.431906,1520,54.162148,1.0525054e-07,0.9389863,17.322021,-0.45454547,,-0.81043696,0.14999999,-0.6651169,-0.44233236,5.0578985
7.2339616,0.000106228756,19.220087,67.09962892532349,17.431906,,77,12.40691,-0.6718316,0.0009233087,384.46783,17.431906,1540,53.872925,1.02534514e-07,1.0125935,17.332401,0.25252524,,-0.8087167,0.14999999,-0.6013944,0.33973715,4.9930897
4.1285396,2.2545657e-12,19.220087,69.21455836296082,17.431906,,78,12.351101,-0.684723,0.091639616,393.8141,17.431906,1560,53.38015,9.9922275e-08,1.1972097,8.0537815,-0.7979798,,-0.81093174,0.14999999,-0.96819764,-1.0391589,5.0488987
7.938951,5.5526534e-29,19.220087,71.5710940361023,17.431906,,79,12.412458,-0.6962879,5.2629935e-11,394.01575,17.431906,1580,52.763863,9.74086e-08,1.0376711,17.198324,0.6969697,,-0.81033,0.14999999,-0.9420784,0.70296335,4.987541
7.6188855,7.973407e-28,19.220087,73.84282279014587,17.431906,,80,12.314871,-0.70886666,0.0008192897,406.8103,17.431906,1600,52.791557,9.49886e-08,0.86663735,4.6055207,-1.0,,-0.81351674,0.14999999,-1.0718664,-1.1112678,5.085129
5.189538,0.000360587,19.220087,76.02090644836426,17.431906,,81,12.375182,-0.7212789,5.0032353,407.01025,17.431906,1620,52.70116,9.265769e-08,0.92052865,17.200077,-0.43434343,,-0.82109445,0.14999999,-1.2768562,-0.45562872,5.0248175
4.2873034,3.0872698,19.220087,78.53269481658936,17.431906,,82,12.435464,-0.67361325,1.6929091,407.09186,17.431906,1640,52.081337,9.041153e-08,1.0797956,17.318277,-0.5959596,,-0.81938887,0.14999999,-0.58672255,-0.36328703,4.9645357
7.5519714,1.5278096e-05,19.220087,80.6061053276062,17.431906,,83,12.493235,-0.6652996,1.1688424e-05,407.26147,17.431906,1660,51.969208,8.8246054e-08,0.97312856,17.230413,0.3939394,,-0.8168423,0.14999999,-0.6747719,0.06642106,4.906765
6.5236883,6.4376163,19.220087,83.04431509971619,17.431906,,84,12.452415,-0.67727566,0.14631936,415.59705,17.431906,1680,52.43631,8.6157456e-08,1.0873064,9.064486,0.030303031,,-0.8185752,0.14999999,-0.91296595,0.13650642,4.947584
5.376541,0.04738845,19.220087,85.63357853889465,17.431906,,85,12.411036,-0.68736976,5.1250916,424.062,17.431906,1700,51.870895,8.4142165e-08,0.82949615,8.934997,-0.33333334,,-0.81855476,0.14999999,-0.8779842,-0.3353496,4.988964
7.6866603,0.0002856654,19.220087,87.85927414894104,17.431906,,86,12.466096,-0.6405184,0.0007651637,424.3158,17.431906,1720,51.871395,8.219674e-08,0.90191597,17.146193,-1.0,,-0.81903136,0.14999999,-0.6780233,-1.2731307,4.9339037
8.189593,8.189593,19.220087,90.30763292312622,17.431906,,87,12.520443,-0.65207034,0.00077405403,424.52136,17.431906,1740,51.220512,8.031802e-08,0.94904125,17.194492,-1.0,,-0.8429368,0.14999999,-2.7824686,-1.092996,4.8795567
15.528502,,19.220087,93.07396292686462,17.431906,,88,12.573676,-0.6634902,3.754555e-18,424.71643,17.431906,1760,51.21723,7.850298e-08,1.0614098,17.2049,1.0,,-0.84649605,0.14999999,-1.0856054,0.89308923,4.8263235
6.254471,2.672366e-10,19.220087,95.72588443756104,17.431906,,89,12.453104,-0.6747897,1.7917243,440.27368,17.431906,1780,51.0096,7.674878e-08,0.8209551,1.8427055,-0.15151516,,-0.8507133,0.14999999,-1.2277865,-0.28449863,4.9468956
5.0322714,3.810302,19.220087,98.39886832237244,17.431906,,90,12.504896,-0.66603124,4.9664693,440.55933,17.431906,1800,51.37127,7.505273e-08,0.98239696,17.11435,-0.41414142,,-0.85152113,0.14999999,-0.73302144,-0.4300573,4.8951035
6.928124,0.0015117435,19.220087,101.05868911743164,17.431906,,91,12.557811,-0.6233669,0.0071401712,440.63928,17.431906,1820,50.751045,7.3412274e-08,1.0656055,17.32014,0.17171717,,-0.848837,0.14999999,-0.5747161,0.204872,4.842189
7.9151773,6.449021e-14,19.220087,103.78602409362793,17.431906,,92,12.516121,-0.6342175,0.0007603576,449.31677,17.431906,1840,50.42215,7.182504e-08,0.9725872,8.722507,-1.0,,-0.8490263,0.14999999,-0.9099227,-1.2220674,4.8838787
4.7041683,8.7771594e-05,19.220087,106.33667778968811,17.431906,,93,12.566519,-0.6450201,3.9894996,449.51367,17.431906,1860,50.38595,7.028872e-08,1.0276527,17.203074,-0.47474748,,-0.8628942,0.14999999,-2.0918696,-0.5427479,4.833481
9.199175,1.9641644e-17,19.220087,108.51816940307617,17.431906,,94,12.617884,-0.6137122,3.1976724e-13,449.51892,17.431906,1880,49.976944,6.880116e-08,1.0743623,17.39468,0.7979798,,-0.8588724,0.14999999,-0.49850953,0.68039346,4.782116
4.330307,1.5413382e-16,19.220087,110.77375841140747,17.431906,,95,12.536535,-0.6242943,1.0374329,462.02917,17.431906,1900,49.996338,6.736033e-08,1.059827,4.889788,-0.6363636,,-0.86140573,0.14999999,-1.1430973,-0.46824557,4.8634644
8.338163,3.4511488e-10,19.220087,112.85280418395996,17.431906,,96,12.586532,-0.62390447,2.5804491e-08,462.0929,17.431906,1920,49.73221,6.5964315e-08,0.98469305,17.336233,0.5555556,,-0.8574176,0.14999999,-0.5273145,0.44157046,4.813468
5.452846,2.415833e-05,19.220087,114.63029503822327,17.431906,,97,12.532334,-0.6342672,4.656313,472.16345,17.431906,1940,49.744022,6.461123e-08,0.8750148,7.329387,-0.3131313,,-0.85978335,0.14999999,-1.0481559,-0.35348624,4.8676653
7.763063,0.000455139,19.220087,116.42300367355347,17.431906,,98,12.580624,-0.59763706,0.00073304586,472.29883,17.431906,1960,49.687813,6.329935e-08,0.9916932,17.264631,-1.0,,-0.8586681,0.14999999,-0.6153571,-0.9396985,4.819376
4.520348,0.03842705,19.220087,118.20137190818787,17.431906,,99,12.627804,-0.60778195,3.8436701,472.4474,17.431906,1980,49.374565,6.2027055e-08,1.0607467,17.251465,-0.47474748,,-0.8560021,0.14999999,-0.56681347,-0.32729462,4.772196
7.4702816,0.0009703624,19.220087,120.72533988952637,17.431906,,100,12.673734,-0.5797421,0.00026508342,472.6266,17.431906,2000,49.11345,6.079271e-08,1.0301789,17.220896,0.2929293,,-0.8532922,0.14999999,-0.6323721,0.19744214,4.726266
6.422615,1.0710782,19.220087,123.21374154090881,17.431906,,101,12.634882,-0.58968973,0.8398358,481.27686,17.431906,2020,48.94719,5.9594853e-08,0.8806639,8.7497225,-0.09090909,,-0.8540482,0.14999999,-0.93818307,0.424916,4.7651176
4.4034233,2.786325e-14,19.220087,125.82002782821655,17.431906,,102,12.584155,-0.5912612,0.08346287,491.21606,17.431906,2040,48.748405,5.8432047e-08,1.0397626,7.4607754,-0.7979798,,-0.857202,0.14999999,-1.0431057,-0.6537161,4.8158445
4.8933377,0.7459432,19.220087,127.72040867805481,17.431906,,103,12.630791,-0.60019946,4.8462496,491.22852,17.431906,2060,48.569595,5.7302962e-08,0.98649836,17.387602,-0.37373737,,-0.853178,0.14999999,-0.47067046,-0.21856646,4.769209
6.768917,0.3662918,19.220087,129.60002756118774,17.431906,,104,12.671411,-0.5638838,0.01719154,491.77332,17.431906,2080,48.31245,5.6206275e-08,1.0920942,16.85516,0.13131313,,-0.8523193,0.14999999,-0.7378434,0.3269975,4.728589
7.7584596,5.5511284,19.220087,131.4309720993042,17.431906,,105,12.628169,-0.57328796,2.6034004e-06,501.04224,17.431906,2100,48.185623,5.5140777e-08,1.0436423,8.131117,0.43434343,,-0.8529649,0.14999999,-0.9918898,0.37248796,4.7718306
