ReturnAbsMax,Delta,IWLastEpisode,DenMISELogLast,IWMean,DenMISELogFirst,ReturnMean,LQGmu1_higher,Iteration,Regret/t,ReturnLastEpisode,DenMISEMeanLog,IWMin,Regret,TimestepsSoFar,ReturnMax,ReturnMin,ReturnStepMax,IWMax,LQGsigma_higher,Bound,LQGmu1_actor,IWFirstEpisode,TimeElapsed
17.395485,2.0096763e-07,2.2040336e-07,-0.76909274,1.1858984,-0.82177025,12.021902,-1.0,55,5.3780975,16.13986,-0.8671463,,295.7954,1100,17.395485,,19.185326,6.2036147,0.14999999,60.333252,-0.9693375,8.510625e-15,51.803717851638794
17.395485,1.9385428e-07,7.497803e-08,-0.5610094,1.1440217,-0.8397888,12.114923,-0.07070707,56,5.285077,17.231129,-0.85910016,,295.9643,1120,17.395485,,19.185326,5.6626062,0.14999999,59.93626,-0.07914426,0.71570235,54.11193013191223
17.395485,1.8711206e-07,2.8832534e-05,-0.70507026,1.0161064,-0.84478897,12.178743,-0.8181818,57,5.2212563,15.752662,-0.8544291,,297.61163,1140,17.395485,,19.185326,4.642301,0.14999999,59.259438,-0.75240177,9.4286384e-11,56.36810493469238
17.395485,1.8071556e-07,3.9355657e-18,-0.5668026,0.75541043,-0.8621807,12.268067,0.61616164,58,5.1319323,17.359547,-0.8495271,,297.65204,1160,17.395485,,19.185326,8.480401,0.14999999,59.2804,0.59869504,0.27379298,58.23348784446716
17.395485,1.7464151e-07,3.6266183e-13,-1.0284895,0.85360885,-0.87456566,12.159139,-0.57575756,59,5.240861,5.84122,-0.85711014,,309.21082,1180,17.395485,,19.185326,5.5483656,0.14999999,59.075027,-0.50401413,2.3666576e-06,60.04342722892761
17.395485,1.6886865e-07,7.244915e-17,-0.7071193,0.88756984,-0.89137274,12.246324,0.8181818,60,5.153676,17.390368,-0.857365,,309.22058,1200,17.395485,,19.185326,8.712385,0.14999999,58.225445,0.7814466,0.0039033694,61.99387216567993
17.395485,1.6337734e-07,1.3001201e-08,-1.0529548,0.9470185,-0.907837,12.103677,-0.17171717,61,5.296323,3.544817,-0.8630122,,323.07574,1220,17.395485,,19.185326,5.849634,0.14999999,57.805824,-0.15339808,0.15101609,65.42172956466675
17.395485,1.581496e-07,1.4359468,-0.70999855,1.2900687,-0.9216249,12.175839,0.09090909,62,5.22416,16.577751,-0.8617556,,323.8979,1240,17.395485,,19.185326,6.002022,0.14999999,57.52289,0.12674206,4.0649996,67.48221254348755
17.395485,1.5316883e-07,3.1848552e-12,-0.7613823,1.136499,-0.87412053,12.124768,-1.0,63,5.2752314,8.9584,-0.85612935,,332.33954,1260,17.395485,,19.185326,6.261928,0.14999999,57.324387,-1.0785183,8.968017e-15,69.25045371055603
17.395485,1.484197e-07,0.0019464551,-0.88094425,0.77697575,-0.88986886,12.203949,-0.47474748,64,5.1960506,17.192343,-0.85491985,,332.54724,1280,17.395485,,19.185326,5.6648145,0.14999999,57.047096,-0.54860723,7.478226e-05,71.01120686531067
17.395485,1.4388809e-07,7.3310204e-08,-0.6790579,1.0104946,-0.9053719,12.283577,0.35353535,65,5.1164227,17.379742,-0.8558873,,332.5675,1300,17.395485,,19.185326,7.066341,0.14999999,57.087982,0.20439501,4.9515867,72.77764296531677
17.395485,1.3956085e-07,8.748883e-08,-0.8246938,0.95112216,-0.8472232,12.22965,-0.6969697,66,5.17035,8.724285,-0.8556653,,341.24316,1320,17.395485,,19.185326,5.090905,0.14999999,56.850777,-0.6441668,2.0449352e-08,74.5279552936554
17.395485,1.3542595e-07,0.29379532,-0.61066353,1.1271458,-0.8622611,12.306575,-1.0,67,5.093425,17.383675,-0.85299706,,341.2594,1340,17.395485,,19.185326,6.041803,0.14999999,55.547318,-0.94928664,8.862319e-15,76.328848361969
17.395485,1.3147212e-07,9.589695e-37,-0.52505654,0.97705984,-0.8770762,12.379228,1.0,68,5.020772,17.247011,-0.84676516,,341.41248,1360,17.395485,,19.185326,14.549207,0.14999999,55.53102,0.9468558,1.7334241e-05,78.17659330368042
17.395485,1.2768895e-07,2.216489e-09,-1.19956,1.1831751,-0.89167476,12.21347,-0.05050505,69,5.186529,0.942005,-0.85306275,,357.87048,1380,17.395485,,19.185326,5.7208724,0.14999999,55.483967,-0.21998066,0.98783916,80.95180630683899
17.395485,1.2406676e-07,5.1205735,-0.77334064,0.7826278,-0.8918485,12.280097,-0.2929293,70,5.1199026,16.877302,-0.8497044,,358.3932,1400,17.395485,,19.185326,5.6709604,0.14999999,55.988403,-0.18894832,0.01163604,83.86741495132446
17.395485,1.2059652e-07,0.09348183,-0.70763564,0.9396226,-0.9058669,12.341107,-0.61616164,71,5.0588923,16.611824,-0.85093045,,359.1814,1420,17.395485,,19.185326,5.177988,0.14999999,55.24125,-0.56650794,5.437242e-07,86.79334354400635
17.395485,1.1726989e-07,1.2320385,-0.63803864,0.98825574,-0.91985315,12.41102,-0.8181818,72,4.9889793,17.374804,-0.8490617,,359.20648,1440,17.395485,,19.185326,4.574725,0.14999999,54.64424,-1.0675433,1.0163627e-10,89.67071318626404
17.395485,1.1407902e-07,2.3486899e-25,-0.8543856,0.8209912,-0.9336465,12.476511,0.5555556,73,4.9234886,17.191843,-0.84948623,,359.41467,1460,17.395485,,19.185326,8.381878,0.14999999,54.641285,0.73249286,0.7454959,92.56478786468506
17.395485,1.1101664e-07,0.020328587,-1.1435741,1.1828655,-0.93709165,12.364931,0.21212122,74,5.0350685,4.2195897,-0.85621744,,372.5951,1480,17.395485,,19.185326,6.6682286,0.14999999,54.524227,0.27496725,6.6682286,95.46231484413147
17.395485,1.0807592e-07,1.3268229e-15,-0.88897043,1.1483234,-0.864235,12.312282,-1.0,75,5.087718,8.416278,-0.8546269,,381.57886,1500,17.395485,,19.185326,6.1036406,0.14999999,54.31763,-1.02451,8.879815e-15,98.34319424629211
17.395485,1.0525054e-07,1.0585205e-06,-0.6677935,0.95490605,-0.8774802,12.376554,-0.1919192,76,5.023446,17.196888,-0.8506025,,381.78198,1520,17.395485,,19.185326,5.7677116,0.14999999,54.23,-0.39447707,0.100266114,101.23435688018799
17.395485,1.02534514e-07,5.297784,-0.7692896,0.85136086,-0.8892338,12.44058,-0.45454547,77,4.9594193,17.306623,-0.8503819,,381.87524,1540,17.395485,,19.185326,5.637083,0.14999999,54.78273,-0.61793447,0.00014076446,104.10657119750977
17.395485,9.9922275e-08,4.924276,-0.6267267,0.96954846,-0.90213543,12.503897,-0.5959596,78,4.896103,17.37925,-0.8495984,,381.896,1560,17.395485,,19.185326,5.0262375,0.14999999,53.411976,-0.38378733,1.1584381e-06,106.99587225914001
17.395485,9.74086e-08,5.126188e-13,-0.70554274,0.9701491,-0.91487443,12.5646,0.7777778,79,4.8353996,17.299479,-0.84837604,,381.99658,1580,17.395485,,19.185326,9.090337,0.14999999,53.259445,1.1461573,0.010874236,109.88996005058289
17.395485,9.49886e-08,4.4469682e-21,-2.1392696,0.82713157,-0.9273156,12.407542,-0.35353535,80,4.9924574,,-0.8652876,,399.3966,1600,17.395485,,19.185326,5.343952,0.14999999,53.032627,-0.33881184,0.0026407312,112.7926733493805
17.395485,9.265769e-08,0.00031679557,-0.6794496,1.1401764,-0.9397051,12.468346,-1.0,81,4.931654,17.332594,-0.86525756,,399.464,1620,17.395485,,19.185326,6.0941906,0.14999999,53.02351,-1.1922252,9.575911e-15,115.6957049369812
17.395485,9.041153e-08,5.5216845e-15,-1.6361243,1.2035569,-0.95197517,12.52603,0.07070707,82,4.87397,17.198372,-0.8732817,,399.66553,1640,17.395485,,19.185326,6.1517725,0.14999999,52.232903,0.39154178,3.6304832,118.6091582775116
17.395485,8.8246054e-08,7.608867,-1.0581772,0.99861604,-0.92077446,12.467991,0.37373737,83,4.9320087,7.7088647,-0.873371,,409.3567,1660,17.395485,,19.185326,7.608867,0.14999999,52.490025,0.38551116,4.5022,121.5122447013855
17.395485,8.6157456e-08,2.1048295e-18,-0.97822076,1.1480279,-0.87992734,12.411842,-1.0,84,4.9881573,7.75153,-0.8749102,,419.00525,1680,17.395485,,19.185326,6.1550956,0.14999999,52.052643,-1.3673362,9.020271e-15,124.41885828971863
17.395485,8.4142165e-08,4.786416e-07,-3.813403,0.8748864,-0.8917618,12.468157,-0.43434343,85,4.931843,17.19854,-0.9080466,,419.20667,1700,17.395485,,19.185326,5.3315506,0.14999999,51.789146,-0.43334937,0.00026102643,127.33861589431763
17.395485,8.219674e-08,2.0678012,-0.6463379,0.90192217,-0.9034547,12.524363,-0.23232323,86,4.875637,17.301956,-0.9066004,,419.3048,1720,17.395485,,19.185326,5.4986224,0.14999999,51.513496,-0.2795955,0.04564905,130.28822302818298
17.395485,8.031802e-08,5.0638973e-05,-0.6639808,1.1548802,-0.9144849,12.577617,-1.0,87,4.822383,17.157455,-0.90509444,,419.54724,1740,17.395485,,19.185326,6.1488576,0.14999999,51.173492,-0.88611823,9.337435e-15,133.1992084980011
17.395485,7.850298e-08,2.368414,-0.5183262,0.8997053,-0.9259136,12.631345,-0.7171717,88,4.768655,17.305696,-0.8992249,,419.6416,1760,17.395485,,19.185326,4.952013,0.14999999,51.098396,-0.4844371,9.44827e-09,136.12531399726868
17.395485,7.674878e-08,4.9120007,-0.6333557,0.95555407,-0.9372132,12.684834,-0.45454547,89,4.715166,17.391857,-0.8974879,,419.64978,1780,17.395485,,19.185326,5.030118,0.14999999,51.3822,-0.45280668,0.0001476829,139.08664274215698
17.395485,7.505273e-08,2.0636912e-20,-0.59789103,1.1071134,-0.9483848,12.7367525,1.0,90,4.663247,17.35745,-0.89480233,,419.69226,1800,17.395485,,19.185326,15.808121,0.14999999,51.138416,0.9307382,1.8615468e-05,142.01122951507568
17.395485,7.3412274e-08,0.296563,-1.2803016,0.8478103,-0.95943445,12.6101675,0.53535354,91,4.789832,1.2175323,-0.89851135,,435.87476,1820,17.395485,,19.185326,8.477363,0.14999999,50.633854,0.42382485,1.0058931,144.94390988349915
17.395485,7.182504e-08,3.8907244,-1.032493,1.1578524,-0.9593704,12.554288,0.25252524,92,4.8457117,7.469207,-0.9018379,,445.80542,1840,17.395485,,19.185326,6.986869,0.14999999,50.641544,0.189666,6.9195294,147.85674929618835
17.395485,7.028872e-08,0.023219712,-0.87695765,0.92408466,-0.8976632,12.513673,-0.3131313,93,4.886327,8.77713,-0.90014786,,454.42834,1860,17.395485,,19.185326,5.2241926,0.14999999,50.515038,-0.45421508,0.0071842237,150.78871726989746
17.395485,6.880116e-08,4.216309,-0.6070775,1.0001428,-0.9082812,12.564946,-0.53535354,94,4.8350534,17.333447,-0.8979622,,454.495,1880,17.395485,,19.185326,4.8892994,0.14999999,50.739838,-0.36194372,1.0223926e-05,153.74113607406616
17.395485,6.736033e-08,0.9530709,-0.606192,0.98354703,-0.91886324,12.61374,-0.09090909,95,4.7862597,17.200272,-0.89503706,,454.6947,1900,17.395485,,19.185326,5.851136,0.14999999,49.82645,-0.23971972,0.5804658,156.75401949882507
17.395485,6.5964315e-08,3.4468288,-0.6584006,0.99869555,-0.9232429,12.659092,-0.37373737,96,4.7409077,16.967533,-0.89289635,,455.12708,1920,17.395485,,19.185326,4.863564,0.14999999,50.014175,-0.21670161,0.0015288767,159.60695791244507
17.395485,6.461123e-08,6.0972525e-06,-0.6487343,1.1150725,-0.9335898,12.703693,-1.0,97,4.696306,16.985476,-0.89051974,,455.54163,1940,17.395485,,19.185326,6.4023685,0.14999999,49.69818,-1.1391319,9.517533e-15,162.23212337493896
17.395485,6.329935e-08,1.0237165e-07,-1.2005432,0.98437166,-0.9438463,12.749573,-0.23232323,98,4.650427,17.199795,-0.8927396,,455.74182,1960,17.395485,,19.185326,5.11281,0.14999999,49.391983,-0.12926832,0.04753063,165.18288564682007
17.395485,6.2027055e-08,1.3568095e-07,-0.68646854,0.87389565,-0.9535138,12.779132,0.75757575,99,4.6208677,15.675917,-0.89094365,,457.46594,1980,17.395485,,19.185326,9.471571,0.14999999,49.183987,0.71652764,0.018144272,168.13738918304443
17.395485,6.079271e-08,3.1688327e-28,-1.1798577,1.1192034,-0.9633809,12.695642,-1.0,100,4.704357,4.4302163,-0.8953174,,470.4358,2000,17.395485,,19.185326,6.1917033,0.14999999,48.936977,-0.81025606,9.805353e-15,171.1080973148346
17.395485,5.9594853e-08,4.595499,-0.60856736,0.8617915,-0.9733312,12.741465,-0.75757575,101,4.658535,17.323664,-0.8915121,,470.51196,2020,17.395485,,19.185326,5.0486245,0.14999999,49.08969,-0.8869308,1.7112385e-09,174.05669164657593
17.395485,5.8432047e-08,4.4641768e-10,-0.5325148,1.1393348,-0.9831835,12.786111,0.13131313,102,4.6138887,17.295534,-0.88943225,,470.61658,2040,17.395485,,19.185326,6.7122707,0.14999999,48.798523,0.06847689,5.4540133,177.02471470832825
17.395485,5.7302962e-08,2.9976583,-0.83635783,1.0225881,-0.9408495,12.749955,-0.11111111,103,4.6500444,9.06196,-0.88777304,,478.9546,2060,17.395485,,19.185326,5.503243,0.14999999,48.52932,-0.02680549,0.43666697,179.99406361579895
17.395485,5.6206275e-08,0.07456953,-0.7465556,0.9647949,-0.9462809,12.745528,0.41414142,104,4.6544714,12.289462,-0.88632923,,484.06506,2080,17.395485,,19.185326,7.935925,0.14999999,48.391727,0.55320346,3.506322,182.97842955589294
17.395485,5.5140777e-08,2.999112e-11,-1.1240648,0.94545335,-0.9226916,12.684316,-0.53535354,105,4.715684,6.318319,-0.88911474,,495.14685,2100,17.395485,,19.185326,4.936192,0.14999999,48.360126,-0.6833984,1.037232e-05,185.96953320503235
