Delta,IWMean,Regret,ReturnMean,ReturnMax,LQGmu1_higher,DenMISELogLast,Bound,ReturnMin,IWMax,Regret/t,TimestepsSoFar,IWMin,DenMISEMeanLog,TimeElapsed,ReturnAbsMax,DenMISELogFirst,ReturnLastEpisode,ReturnStepMax,IWLastEpisode,IWFirstEpisode,LQGsigma_higher,LQGmu1_actor,Iteration
8.993004e-07,1.238722,140.39813,12.000072,17.383173,-1.0,-0.69837177,83.70095,,8.584974,5.399928,520,,-1.1405991,22.11350655555725,17.383173,-0.80922145,17.372984,19.17131,1.2817924,1.3212597e-11,0.14999999,-1.0600033,26
8.3391916e-07,1.2334831,140.59647,12.192723,17.383173,-0.13131313,-0.8907509,80.204475,,5.536029,5.2072763,540,,-1.1269484,23.29394221305847,17.383173,-0.8469618,17.20168,19.17131,3.076259e-08,1.9097375,0.14999999,-0.14376293,27
7.754171e-07,1.2628558,142.07693,12.325823,17.383173,0.45454547,-0.5752204,78.778694,,7.0785794,5.074177,560,,-1.1014786,24.346293449401855,17.383173,-0.81498784,15.91953,19.17131,0.0016589803,0.3617158,0.14999999,0.4068997,28
7.2286224e-07,0.7682029,151.8797,12.162768,17.383173,0.8181818,-0.79186875,77.45137,,7.6031365,5.2372313,580,,-1.0850601,25.31629967689514,17.383173,-0.83724344,7.59722,19.17131,0.13684513,6.2507475e-05,0.14999999,0.7643853,29
6.754746e-07,0.9742835,165.49478,11.883508,17.383173,-0.75757575,-0.875425,77.01815,,5.8635235,5.516492,600,,-1.0872675,26.28055739402771,17.383173,-0.87114286,3.7849422,19.17131,2.8170508e-22,5.2838044e-07,0.14999999,-0.9005775,30
6.325984e-07,1.2890562,165.60797,12.057806,17.383173,-1.0,-0.65778166,77.068794,,7.683868,5.3421936,620,,-1.0762044,26.75390315055847,17.383173,-0.90393263,17.28679,19.17131,4.1218414,1.45251545e-11,0.14999999,-1.1915749,31
5.936788e-07,1.1871567,165.81842,12.218174,17.383173,-0.23232323,-1.6596106,74.08374,,5.437305,5.1818256,640,,-1.0883611,27.265482187271118,17.383173,-0.93568134,17.189583,19.17131,1.8411413e-08,0.59170455,0.14999999,-0.42052004,32
5.582434e-07,0.60826874,165.90048,12.372713,17.383173,-0.47474748,-0.81825703,74.19973,,5.646814,5.0272865,660,,-1.0764574,27.744811058044434,17.383173,-0.94813114,17.317955,19.17131,5.646814,0.0045734416,0.14999999,-0.37858695,33
5.258885e-07,0.75464374,166.02777,12.5168295,17.383173,0.17171717,-0.6596266,73.861145,,7.212576,4.88317,680,,-1.076002,28.220492362976074,17.383173,-0.9778455,17.272675,19.17131,0.0061466335,6.2860756,0.14999999,0.09347837,34
4.9626703e-07,1.2697848,174.40271,12.417066,17.383173,-1.0,-0.83502036,71.78848,,6.952133,4.982934,700,,-1.0769662,28.68866729736328,17.383173,-0.83718765,9.025095,19.17131,1.769397e-11,1.3587309e-11,0.14999999,-1.2247009,35
4.6907957e-07,0.97645366,174.61392,12.549612,17.383173,1.0,-1.9150195,71.64764,,16.426992,4.8503876,720,,-1.09493,29.18489956855774,17.383173,-0.86535853,17.188734,19.17131,,9.225059e-08,0.14999999,0.8454147,36
4.4406656e-07,1.0028155,189.41663,12.280631,17.383173,-0.030303031,-1.0062711,70.60314,,5.9109416,5.1193686,740,,-1.096369,29.684719800949097,17.383173,-0.89275753,2.5973208,19.17131,2.8884904e-07,4.48046,0.14999999,0.23996916,37
4.2100217e-07,1.2310089,198.2363,12.183255,17.383173,0.5151515,-0.92027324,69.56513,,7.2455845,5.2167444,760,,-1.0925891,30.156209468841553,17.383173,-0.8051212,8.580359,19.17131,1.2406924,0.12666136,0.14999999,0.48565826,38
3.996891e-07,0.8616275,208.67908,12.049253,17.383173,-0.37373737,-0.8751845,69.193054,,5.8364277,5.350746,780,,-1.0828146,30.623499870300293,17.383173,-0.82776904,6.957194,19.17131,4.7540524e-07,0.042464234,0.14999999,-0.21416678,39
3.799544e-07,0.717391,209.16595,12.170851,17.383173,-0.65656567,-0.6055743,68.316765,,6.1527195,5.229149,800,,-1.0750557,31.66515326499939,17.383173,-0.8519986,16.913126,19.17131,0.06294418,1.9324692e-05,0.14999999,-0.8450358,40
3.6164613e-07,1.3086431,209.24066,12.296568,17.383173,-1.0,-0.6724134,68.85696,,6.793989,5.1034317,820,,-1.0726935,32.53420066833496,17.383173,-0.87669075,17.325253,19.17131,3.0555282,1.4134792e-11,0.14999999,-1.0013006,41
3.4462983e-07,1.0611995,209.4477,12.41315,17.383173,0.2929293,-0.6462879,67.49605,,6.712975,4.98685,840,,-1.0568384,33.65159773826599,17.383173,-0.9007883,17.193054,19.17131,3.4657166e-16,2.8369637,0.14999999,-0.058662236,42
3.2878697e-07,1.2331405,212.06372,12.468286,17.383173,-0.17171717,-0.75721216,67.442215,,5.2575626,4.931714,860,,-1.049431,34.64792060852051,17.383173,-0.85895556,14.78398,19.17131,4.2689257,1.2326943,0.14999999,-0.20477775,43
3.140119e-07,1.0195485,212.58215,12.568587,17.383173,0.7373737,-0.58801967,67.10251,,8.245517,4.8314123,880,,-1.0347056,35.76805353164673,17.383173,-0.85368097,16.881516,19.17131,1.2986702e-08,0.00072759105,0.14999999,0.9369588,44
3.0021093e-07,0.90453964,228.87042,12.313991,17.383173,-0.8181818,-1.1561685,65.92843,,5.4619546,5.086009,900,,-1.0381875,36.834779500961304,17.383173,-0.8761373,1.111753,19.17131,1.5735758e-29,4.871874e-08,0.14999999,-0.89136654,45
2.8730017e-07,1.3042907,228.98175,12.422135,17.383173,-1.0,-0.5899616,65.20404,,6.513858,4.9778643,920,,-1.0311719,37.81555533409119,17.383173,-0.8981162,17.288624,19.17131,3.6909852,1.44409285e-11,0.14999999,-0.9962347,46
2.7520463e-07,0.94005555,229.18146,12.523799,17.383173,0.030303031,-0.58573973,64.65026,,6.0828876,4.8762007,940,,-1.0164436,38.82953429222107,17.383173,-0.9196224,17.200283,19.17131,3.2298647e-10,6.0080748,0.14999999,-0.007865265,47
2.6385726e-07,1.1097703,236.28406,12.477414,17.383173,-0.27272728,-0.71819526,64.07366,,5.227755,4.9225855,960,,-1.012023,39.86362838745117,17.383173,-0.82037914,10.297401,19.17131,1.1473395,0.28049636,0.14999999,-0.14033663,48
2.531974e-07,0.96547884,237.41296,12.554837,17.383173,1.0,-0.59098256,62.378384,,15.303178,4.8451624,980,,-1.0018971,40.968416690826416,17.383173,-0.83517176,16.271084,19.17131,1.3540785e-12,8.950755e-08,0.14999999,1.0478212,49
2.4317083e-07,1.2744805,254.81299,12.3037405,17.383173,-1.0,-1.364956,62.35431,,6.2020383,5.096259,1000,,-1.0113858,41.970425605773926,17.383173,-0.85537446,,19.17131,,1.3836703e-11,0.14999999,-0.5111053,50
2.3372819e-07,0.6249668,254.86298,12.402686,17.383173,-0.53535354,-0.88222766,63.28224,,6.3429437,4.9973135,1020,,-1.0044414,43.310604095458984,17.383173,-0.8751771,17.35004,19.17131,6.3429437,0.00083559856,0.14999999,-0.65991366,51
2.248251e-07,1.2198129,254.84418,12.49915,17.41879,-0.11111111,-0.76913816,62.323685,,5.154231,4.9008493,1040,,-1.0073216,44.348674297332764,17.41879,-0.8945788,17.41879,19.20825,0.007114183,2.4406219,0.14999999,0.097901724,52
2.1642118e-07,1.0959598,263.22675,12.433456,17.41879,0.43434343,-0.8663193,61.83436,,7.656611,4.966543,1060,,-1.0011925,45.55833601951599,17.41879,-0.8677601,9.017387,19.20825,0.51124835,0.5200087,0.14999999,0.65456223,53
2.0847979e-07,0.89276135,275.42297,12.299574,17.41879,-0.75757575,-1.0796027,61.876457,,5.5928297,5.1004257,1080,,-1.0017899,46.5941207408905,17.41879,-0.8766886,5.2037487,19.20825,4.449586e-19,5.313188e-07,0.14999999,-0.7758505,54
2.0096763e-07,0.8867774,275.45544,12.391719,17.41879,0.17171717,-0.6375081,60.99121,,6.86456,5.0082808,1100,,-0.9975598,47.6674747467041,17.41879,-0.8950377,17.367636,19.20825,1.0869542e-08,5.7865086,0.14999999,0.31273776,55
1.9385428e-07,1.0583777,284.64117,12.3171215,17.41879,0.65656567,-0.91430354,60.628048,,8.111217,5.082878,1120,,-0.9985402,48.415650844573975,17.41879,-0.81302154,8.214173,19.20825,0.47970974,0.005984173,0.14999999,0.7624634,56
1.8711206e-07,0.770783,298.22955,12.167902,17.41879,-0.3939394,-1.0638952,59.844105,,5.878911,5.2320976,1140,,-0.9993614,48.91603112220764,17.41879,-0.83061427,3.811659,19.20825,9.569932e-13,0.027605994,0.14999999,-0.38249207,57
1.8071556e-07,0.9392337,298.37286,12.255639,17.41879,-0.7979798,-0.69818246,59.365166,,5.2303543,5.1443605,1160,,-0.9983661,52.35060954093933,17.41879,-0.8475218,17.256659,19.20825,0.115341365,1.0689383e-07,0.14999999,-0.77890575,58
1.7464151e-07,0.7160622,298.4181,12.342066,17.41879,-0.5959596,-0.61523515,58.638206,,5.110676,5.057934,1180,,-0.9933002,53.16902232170105,17.41879,-0.8646162,17.354815,19.20825,2.3388386,0.00013802301,0.14999999,-0.40883416,59
1.6886865e-07,1.0989215,298.49817,12.425031,17.41879,-0.27272728,-0.7074825,59.235664,,5.089584,4.974969,1200,,-0.9934399,55.45502519607544,17.41879,-0.881421,17.319887,19.20825,3.575108,0.29815176,0.14999999,-0.6086142,60
1.6337734e-07,1.1449873,298.46204,12.50718,17.436134,-1.0,-0.6991732,58.113155,,6.714819,4.8928194,1220,,-0.98741823,57.44579887390137,17.436134,-0.89299345,17.436134,19.225239,0.17786878,1.4367135e-11,0.14999999,-1.0299704,61
1.581496e-07,1.0527705,298.66486,12.582824,17.436134,0.8181818,-0.69740057,57.934208,,8.698417,4.817176,1240,,-0.98100203,59.40570378303528,17.436134,-0.90925395,17.197128,19.225239,5.7960783e-33,6.717473e-05,0.14999999,0.6354394,62
1.5316883e-07,0.97514355,310.63654,12.46926,17.436134,0.01010101,-1.0296724,57.645573,,5.9284315,4.9307394,1260,,-0.9816249,61.294089794158936,17.436134,-0.9252532,5.428347,19.225239,0.0012531361,5.629586,0.14999999,0.21341422,63
1.484197e-07,1.0252159,319.34656,12.41021,17.436134,0.3131313,-0.96912706,57.777756,,7.4023404,4.98979,1280,,-0.9821688,63.63181924819946,17.436134,-0.85541254,8.689976,19.225239,5.620058,2.2571783,0.14999999,0.4799118,64
1.4388809e-07,0.8035081,329.7389,12.327094,17.436134,-0.61616164,-0.99703944,57.055725,,5.678419,5.0729055,1300,,-0.98247874,66.94235467910767,17.436134,-0.836256,7.007712,19.225239,1.8337961e-11,7.1240305e-05,0.14999999,-0.7523678,65
1.3956085e-07,0.9975805,329.75806,12.4036665,17.436134,-0.8181818,-0.62984914,56.957703,,4.8647804,4.996333,1320,,-0.9803171,69.59737539291382,17.436134,-0.8515224,17.380915,19.225239,4.5347753,4.75342e-08,0.14999999,-0.8422949,66
1.3542595e-07,1.1765207,329.83215,12.477131,17.436134,0.5555556,-0.5409594,56.635086,,7.2441387,4.9228687,1340,,-0.97409755,72.08836698532104,17.436134,-0.8665603,17.325745,19.225239,6.3365974e-19,0.061514817,0.14999999,0.45310432,67
1.3147212e-07,1.1542892,339.99677,12.400047,17.436134,-1.0,-0.9463602,56.331192,,6.7249546,4.9999523,1360,,-0.9716451,73.73324990272522,17.436134,-0.88045764,7.235436,19.225239,2.8683884e-20,1.41881385e-11,0.14999999,-0.96620744,68
1.2768895e-07,0.8289854,340.17426,12.469938,17.436134,-0.3939394,-0.5603131,56.10434,,5.6224875,4.9300613,1380,,-0.9639247,76.05444812774658,17.436134,-0.8950564,17.222525,19.225239,0.0032177395,0.029443555,0.14999999,-0.26359653,69
1.2406676e-07,1.0852226,340.60706,12.534184,17.436134,-0.17171717,-0.6521175,55.918346,,5.2319913,4.865815,1400,,-0.9621227,78.33001375198364,17.436134,-0.9090186,16.967192,19.225239,4.23212,1.2959775,0.14999999,-0.17997167,70
1.2059652e-07,0.9460037,341.391,12.591677,17.436134,1.0,-0.61570215,55.547955,,16.658035,4.808323,1420,,-0.9563778,80.42745280265808,17.436134,-0.9048585,16.616148,19.225239,1.79813e-13,9.5967344e-08,0.14999999,1.0698029,71
1.1726989e-07,1.0041898,358.7909,12.416792,17.436134,-0.7979798,-1.5858864,55.05635,,4.8590946,4.9832077,1440,,-0.96668935,82.10846018791199,17.436134,-0.91884476,,19.225239,2.7861494e-33,1.14796435e-07,0.14999999,-0.9104639,72
1.1407902e-07,1.1621001,358.9248,12.483221,17.436134,-1.0,-0.52906173,54.84797,,6.5599213,4.9167786,1460,,-0.9608991,84.35598087310791,17.436134,-0.9326381,17.266039,19.225239,3.7776198,1.494815e-11,0.14999999,-0.97026044,73
1.1101664e-07,0.892361,359.0924,12.5473995,17.436134,0.17171717,-0.53876245,54.705795,,7.12585,4.8526,1480,,-0.9534042,86.73173761367798,17.436134,-0.94624376,17.232443,19.225239,1.1825585e-12,6.090531,0.14999999,0.43640256,74
1.0807592e-07,1.227679,369.1217,12.478377,17.436134,0.43434343,-1.0222946,54.45394,,7.391879,4.9216223,1500,,-0.9560358,88.81973171234131,17.436134,-0.8805742,7.3706975,19.225239,7.391879,0.52671504,0.14999999,0.5326624,75
1.0525054e-07,1.0671091,380.00037,12.399996,17.436134,-0.23232323,-0.9850716,54.34031,,5.1775646,5.000004,1520,,-0.9539353,91.04335236549377,17.436134,-0.88682115,6.521397,19.225239,1.6026615e-05,0.56348866,0.14999999,-0.1492531,76
1.02534514e-07,1.1513573,381.21338,12.449176,17.436134,-1.0,-0.6480074,53.435402,,6.348849,4.950824,1540,,-0.9493748,93.19531488418579,17.436134,-0.89250624,16.186848,19.225239,5.261945e-07,1.4360122e-11,0.14999999,-1.0982422,77
9.9922275e-08,1.0062515,381.41614,12.510049,17.436134,-0.07070707,-0.93034166,53.4169,,5.6238394,4.8899508,1560,,-0.9475363,95.41032242774963,17.436134,-0.90540963,17.197287,19.225239,4.3558432e-10,3.4694924,0.14999999,0.0045618117,78
9.74086e-08,1.0891252,389.25165,12.472764,17.436134,0.6969697,-0.7690993,53.11317,,8.350251,4.9272356,1580,,-0.9454268,97.36619257926941,17.436134,-0.87462884,9.564551,19.225239,0.00013547958,0.0022548996,0.14999999,0.5689348,79
9.49886e-08,0.68620235,400.49408,12.393824,17.436134,-0.47474748,-0.99645305,52.854595,,5.824476,5.006176,1600,,-0.94534874,98.71054339408875,17.436134,-0.88717914,6.157597,19.225239,2.2131505e-10,0.0043030055,0.14999999,-0.5774967,80
9.265769e-08,0.887545,400.51953,12.455315,17.436134,-0.6969697,-0.7556012,53.038284,,5.283061,4.944685,1620,,-0.94697696,100.05409836769104,17.436134,-0.8995478,17.37457,19.225239,4.123026,5.032726e-06,0.14999999,-0.6455339,81
9.041153e-08,1.1430817,400.5365,12.515408,17.436134,-1.0,-0.6765773,52.19721,,6.2455897,4.884592,1640,,-0.94521946,101.65630078315735,17.436134,-0.91181785,17.38288,19.225239,0.32065824,1.4640138e-11,0.14999999,-1.0693476,82
8.8246054e-08,0.79996645,400.73804,12.571831,17.436134,-0.61616164,-0.78733873,51.705204,,5.4102063,4.828169,1660,,-0.9418964,103.26125073432922,17.436134,-0.9239392,17.19847,19.225239,0.060905874,7.7768884e-05,0.14999999,-0.49211556,83
8.6157456e-08,0.91515857,400.74426,12.629234,17.436134,-0.33333334,-0.7124246,51.91656,,5.177406,4.7707653,1680,,-0.9416711,105.01392936706543,17.436134,-0.9359145,17.393839,19.225239,3.0967212,0.106627196,0.14999999,-0.24640632,84
8.4142165e-08,1.2072756,401.1687,12.680368,17.436134,0.41414142,-0.6127505,51.73496,,7.4628015,4.719631,1700,,-0.9389546,106.35080814361572,17.436134,-0.9464804,16.975632,19.225239,0.00030198187,0.753434,0.14999999,0.79457545,85
8.219674e-08,1.07108,415.21228,12.571951,17.436134,-0.13131313,-1.1919551,51.6478,,5.312171,4.8280487,1720,,-0.9398733,107.71624398231506,17.436134,-0.94935155,3.356429,19.225239,4.6663466e-08,2.115636,0.14999999,-0.21319835,86
8.031802e-08,0.9959555,416.01648,12.6182,17.436134,1.0,-0.59357774,51.331615,,16.52064,4.7817993,1740,,-0.93529326,109.2427990436554,17.436134,-0.9366097,16.595663,19.225239,3.004673e-14,9.906336e-08,0.14999999,0.8143089,87
7.850298e-08,0.9730062,430.34912,12.509668,17.436134,-0.8181818,-1.1845976,51.16029,,4.7222304,4.8903313,1760,,-0.93877566,110.9796462059021,17.436134,-0.94803834,3.067367,19.225239,1.6563406e-25,5.235069e-08,0.14999999,-0.84016705,88
7.674878e-08,0.8143746,430.40747,12.563961,17.436134,0.11111111,-0.5194102,50.998577,,6.918709,4.8360386,1780,,-0.93451786,112.7184054851532,17.436134,-0.9593379,17.341722,19.225239,8.258961e-09,6.918709,0.14999999,0.06747627,89
7.505273e-08,1.1385618,438.74426,12.5250635,17.436134,-1.0,-0.8641397,50.979614,,6.3575163,4.874936,1800,,-0.9359558,113.99664068222046,17.436134,-0.8956465,9.063199,19.225239,6.349702e-11,1.4405303e-11,0.14999999,-0.98236674,90
7.3412274e-08,1.047588,438.9276,12.57662,17.436134,-0.25252524,-0.5530663,50.7603,,5.0297933,4.8233795,1820,,-0.9304805,115.26699566841125,17.436134,-0.9066964,17.216766,19.225239,3.3437456e-05,0.4230626,0.14999999,-0.34071988,91
7.182504e-08,1.0865042,439.15015,12.626628,17.436134,0.7979798,-0.6420765,50.630577,,9.036787,4.7733717,1840,,-0.92700994,117.37092280387878,17.436134,-0.9129872,17.177334,19.225239,1.5482449e-12,0.00012745213,0.14999999,0.65139496,92
7.028872e-08,0.7720662,451.30872,12.547217,17.436134,-0.47474748,-1.0944556,50.636246,,5.600847,4.8527822,1860,,-0.92822796,119.19779253005981,17.436134,-0.9237967,5.241409,19.225239,4.5791027e-12,0.0044634924,0.14999999,-0.5657975,93
6.880116e-08,1.2628068,451.34387,12.598469,17.436134,0.57575756,-0.7064987,50.43769,,7.806118,4.801531,1880,,-0.9283822,120.48597049713135,17.436134,-0.934444,17.364906,19.225239,1.428826e-12,0.04329839,0.14999999,0.54739726,94
6.736033e-08,0.98001236,462.36743,12.532974,17.436134,-0.7979798,-1.0026242,50.10628,,4.7842875,4.8670254,1900,,-0.9267275,122.67359137535095,17.436134,-0.9445656,6.3765006,19.225239,2.4636891e-17,1.17787366e-07,0.14999999,-0.5990896,95
6.5964315e-08,0.8366671,462.37378,12.583606,17.436134,-0.57575756,-0.69542724,50.246845,,5.3998394,4.816394,1920,,-0.9246583,125.09887266159058,17.436134,-0.9550369,17.393524,19.225239,5.2672653,0.00027941653,0.14999999,-0.5674022,96
6.461123e-08,0.8869966,462.3922,12.633069,17.436134,-0.3939394,-0.66546136,49.547707,,5.158772,4.7669306,1940,,-0.92377275,126.98190188407898,17.436134,-0.96539676,17.38154,19.225239,2.651143,0.031589206,0.14999999,-0.5455003,97
6.329935e-08,0.9111275,462.41284,12.681501,17.436134,-0.61616164,-0.65090454,49.676174,,5.034741,4.718498,1960,,-0.9222398,128.95768642425537,17.436134,-0.9753277,17.379509,19.225239,4.5636826,8.18698e-05,0.14999999,-0.6868353,98
6.2027055e-08,1.1051934,462.41895,12.729101,17.436134,-1.0,-0.57305133,49.462708,,6.5246725,4.6708984,1980,,-0.91972244,130.87911891937256,17.436134,-0.9854792,17.393883,19.225239,0.5335787,1.5759269e-11,0.14999999,-0.8168824,99
6.079271e-08,0.87891084,462.46875,12.775312,17.436134,0.27272728,-0.51769453,49.39622,,7.640192,4.624687,2000,,-0.91485846,132.82174062728882,17.436134,-0.99552953,17.350203,19.225239,1.554252e-11,3.6787758,0.14999999,0.28159752,100
5.9594853e-08,0.91699886,471.48596,12.731821,17.436134,-0.01010101,-1.0159639,49.256393,,6.3680563,4.6681786,2020,,-0.9172079,135.13628315925598,17.436134,-0.9693526,8.38268,19.225239,1.108824,5.383278,0.14999999,-0.17481422,101
5.8432047e-08,0.99244124,472.22107,12.770381,17.436134,-0.7171717,-0.6523687,49.219177,,4.736306,4.6296186,2040,,-0.91555786,137.11101913452148,17.436134,-0.927277,16.664907,19.225239,0.0074008927,2.509283e-06,0.14999999,-0.78288114,102
5.7302962e-08,1.0544295,472.26807,12.814873,17.436134,-0.21212122,-0.5223188,49.017788,,5.0772934,4.585127,2060,,-0.9119262,138.94613027572632,17.436134,-0.9370332,17.352978,19.225239,0.0032187463,0.79054546,0.14999999,-0.18650277,103
5.6206275e-08,1.0231446,472.96594,12.85225,17.436134,-0.8181818,-0.61764485,48.63329,,4.4811826,4.5477495,2080,,-0.9087232,141.1242756843567,17.436134,-0.9390492,16.702217,19.225239,0.0006952412,5.18822e-08,0.14999999,-0.9256905,104
5.5140777e-08,1.2525243,473.09558,12.894328,17.436134,0.57575756,-0.509596,48.26076,,7.96367,4.5056715,2100,,-0.9048108,143.30413699150085,17.436134,-0.94861865,17.270317,19.225239,7.752888e-22,0.0439165,0.14999999,0.4878671,105
