Iteration,DenMISEMeanLog,IWLastEpisode,TimeElapsed,IWMin,LQGmu1_higher,ReturnMax,Regret/t,ReturnAbsMax,Regret,ReturnLastEpisode,DenMISELogFirst,IWMean,IWMax,ReturnMean,LQGmu1_actor,IWFirstEpisode,Bound,LQGsigma_higher,ReturnStepMax,Delta,DenMISELogLast,TimestepsSoFar,ReturnMin
3125,-0.57295346,4.563782,8522.387031793594,,-0.27272728,17.434914,1.6322613,17.434914,5100.8164,16.889528,-0.5586818,0.9830284,4.5858226,15.767738,-0.39499617,4.5357676,22.613367,0.14999999,19.2239,6.225173e-11,-0.57835984,62500,
3126,-0.5728548,3.1298428,8528.381924390793,,-0.33333334,17.434914,1.631773,17.434914,5100.922,17.290878,-0.5575513,0.9790727,3.9764628,15.768227,-0.3138754,3.815724,22.606197,0.14999999,19.2239,6.221191e-11,-0.24729694,62520,
3127,-0.5728042,3.909875,8533.265674829483,,-0.33333334,17.434914,1.6313267,17.434914,5101.1562,17.164625,-0.5566513,0.9794493,3.9726813,15.768673,-0.34368607,3.8122911,22.607658,0.14999999,19.2239,6.217212e-11,-0.39373755,62540,
3128,-0.5727351,3.7123132,8537.464406013489,,-0.35353535,17.434914,1.6308794,17.434914,5101.3906,17.168474,-0.55575264,0.9800722,3.8063242,15.76912,-0.13274227,3.4688034,22.608223,0.14999999,19.2239,6.2132376e-11,-0.3356294,62560,
3129,-0.57282996,4.024142,8541.853340864182,,-0.27272728,17.434914,1.6307964,17.434914,5102.7617,16.0261,-0.5549639,0.98371756,4.5696955,15.769203,-0.35395205,4.5189357,22.60423,0.14999999,19.2239,6.209267e-11,-0.84959257,62580,
3130,-0.5727531,3.611165,8546.939311265945,,-0.33333334,17.434914,1.6303339,17.434914,5102.9453,17.22038,-0.5538403,0.97998154,3.9614058,15.769666,-0.34622973,3.8015895,22.601992,0.14999999,19.2239,6.2053e-11,-0.31529623,62600,
3131,-0.5726815,3.6894543,8552.258388280869,,-0.35353535,17.434914,1.62988,17.434914,5103.1523,17.189226,-0.5529459,0.9805522,3.7958906,15.77012,-0.34143963,3.4590812,22.60297,0.14999999,19.2239,6.2013374e-11,-0.3284831,62620,
3132,-0.57261235,3.6380308,8556.768718004227,,-0.37373737,17.434914,1.6294031,17.434914,5103.289,17.262388,-0.55216104,0.9818697,3.6458616,15.7705965,-0.54919386,3.0911942,22.604525,0.14999999,19.2239,6.197378e-11,-0.33644196,62640,
3133,-0.5724525,1.8703123,8561.050225496292,,-0.41414142,17.434914,1.6288958,17.434914,5103.332,17.359392,-0.5514938,0.985498,3.3874173,15.771104,-0.2549246,2.3400035,22.595726,0.14999999,19.2239,6.193422e-11,-0.053238764,62660,
3134,-0.5724385,3.582692,8565.435815811157,,-0.35353535,17.434914,1.6284895,17.434914,5103.6836,17.044428,-0.55106634,0.98085046,3.7868214,15.77151,-0.05991915,3.4525855,22.594612,0.14999999,19.2239,6.1894705e-11,-0.5140237,62680,
3135,-0.57260954,1.1367925e-10,8569.367210388184,,1.0,17.434914,1.6287651,17.434914,5106.1797,14.907766,-0.5502843,0.96445614,77.004364,15.7712345,1.0147314,6.9471508e-15,22.590124,0.14999999,19.2239,6.185522e-11,-1.089259,62700,
3136,-0.5734098,1.6535035e-13,8573.786169052124,,-0.21212122,17.434914,1.6337938,17.434914,5123.578,,-0.5506032,0.9941386,5.4064517,15.766206,-0.40629488,4.53761,22.589117,0.14999999,19.2239,6.1815775e-11,-3.039277,62720,
3137,-0.5733002,3.3203633,8577.918009519577,,-0.41414142,17.434914,1.6333141,17.434914,5123.703,17.276102,-0.54947615,0.9854299,3.382266,15.7666855,-0.29439232,2.3352869,22.586164,0.14999999,19.2239,6.177637e-11,-0.22326085,62740,
3138,-0.5732577,3.7650175,8580.67330288887,,-0.35353535,17.434914,1.6328707,17.434914,5123.949,17.15861,-0.54905075,0.9810442,3.779472,15.767129,-0.21968615,3.4456334,22.586962,0.14999999,19.2239,6.173701e-11,-0.4253021,62760,
3139,-0.57327133,4.7173495,8584.83149766922,,-0.25252524,17.434914,1.6324959,17.434914,5124.4023,16.942286,-0.5482719,0.9877984,4.7938786,15.767504,-0.053284198,4.5839057,22.591106,0.14999999,19.2239,6.169768e-11,-0.5970303,62780,
3140,-0.5734467,5.2692637,8589.048419713974,,-0.1919192,17.434914,1.6329985,17.434914,5127.617,14.188975,-0.5471312,0.999273,5.7462626,15.767001,-0.18651976,4.3731313,22.585365,0.14999999,19.2239,6.165839e-11,-1.1108128,62800,
3141,-0.5734819,5.190107,8593.695432186127,,-0.21212122,17.434914,1.6326523,17.434914,5128.16,16.85404,-0.5460579,0.9954915,5.3822546,15.767347,0.052643567,4.517032,22.58635,0.14999999,19.2239,6.161913e-11,-0.6831381,62820,
3142,-0.57376975,2.3472074e-10,8599.356670618057,,-1.0,17.434914,1.6347799,17.434914,5136.4766,9.079421,-0.54493916,1.0005436,4.40356,15.76522,-0.9388977,1.19239485e-05,22.577732,0.14999999,19.2239,6.1579915e-11,-1.4727147,62840,
3143,-0.5736461,2.9465892,8604.06008553505,,-1.0,17.434914,1.6343079,17.434914,5136.629,17.254354,-0.54525733,1.000463,4.398796,15.765692,-0.7147003,1.19277465e-05,22.57299,0.14999999,19.2239,6.154074e-11,-0.18543328,62860,
3144,-0.57348037,4.533287e-05,8608.122537374496,,-0.01010101,17.434914,1.6337967,17.434914,5136.6562,17.37049,-0.54557544,1.0292854,10.654019,15.766203,-0.047762483,1.4285176,22.572868,0.14999999,19.2239,6.1501595e-11,-0.052787885,62880,
3145,-0.57364714,6.4561462,8612.395948886871,,-0.15151516,17.434914,1.6345053,17.434914,5140.5195,13.537981,-0.54543924,1.0091746,6.552039,15.765494,0.19837913,3.8669755,22.57285,0.14999999,19.2239,6.146249e-11,-1.1260648,62900,
3146,-0.5740496,12.604313,8618.589696407318,,0.3131313,17.434914,1.6367359,17.434914,5149.172,8.746346,-0.5445283,1.0430565,20.478416,15.763264,0.20458299,0.005203388,22.578712,0.14999999,19.2239,6.142342e-11,-1.848481,62920,
3147,-0.57444406,15.10816,8622.720179080963,,0.13131313,17.434914,1.6389723,17.434914,5157.8438,8.723585,-0.5448445,1.0297322,15.397189,15.761027,0.1966655,0.2167818,22.572922,0.14999999,19.2239,6.138439e-11,-1.8563529,62940,
3148,-0.5748361,2.7206257e-08,8627.384460449219,,-0.75757575,17.434914,1.6411991,17.434914,5166.496,8.752509,-0.5450933,0.99235654,2.89267,15.7588005,-0.53076065,0.011720398,22.56748,0.14999999,19.2239,6.13454e-11,-1.8370333,62960,
3149,-0.57467824,2.7720375,8632.03634929657,,-0.4949495,17.434914,1.640687,17.434914,5166.5234,17.370317,-0.54540724,0.9972632,2.9996996,15.759313,-0.61197233,1.0735013,22.56434,0.14999999,19.2239,6.1306446e-11,-0.069899835,62980,
3150,-0.5745057,2.7349453,8637.721566677094,,-0.61616164,17.434914,1.6401682,17.434914,5166.5312,17.392517,-0.5453839,1.0122751,2.7349885,15.759831,-0.6503246,0.19534837,22.563515,0.14999999,19.2239,6.1267526e-11,-0.028319843,63000,
3151,-0.57432854,2.7241,8643.554867744446,,-0.6363636,17.434914,1.6396503,17.434914,5166.539,17.392174,-0.5456393,1.0124474,2.7316203,15.760349,-0.60987383,0.13804458,22.56429,0.14999999,19.2239,6.122865e-11,-0.028287973,63020,
3152,-0.57415104,2.7315595,8647.887199878693,,-0.61616164,17.434914,1.6391363,17.434914,5166.5547,17.38588,-0.54591274,1.0126771,2.732009,15.760863,-0.88941026,0.1954517,22.565004,0.14999999,19.2239,6.11898e-11,-0.027569782,63040,
3153,-0.57401276,2.1007593,8652.552664756775,,-0.75757575,17.434914,1.63865,17.434914,5166.664,17.292395,-0.54616797,0.99249244,2.8892257,15.76135,-0.6958687,0.011732997,22.561794,0.14999999,19.2239,6.115099e-11,-0.15034714,63060,
3154,-0.57384664,2.548654,8657.160456418991,,-0.75757575,17.434914,1.6381369,17.434914,5166.6836,17.380922,-0.5464814,0.9926483,2.8874962,15.761863,-1.0204108,0.011736673,22.561092,0.14999999,19.2239,6.111222e-11,-0.042000882,63080,
3155,-0.57377154,3.664219,8662.815696239471,,-1.0,17.434914,1.6376829,17.434914,5166.8906,17.195316,-0.54679465,1.0002339,4.409376,15.762317,-1.2563434,1.1946097e-05,22.565643,0.14999999,19.2239,6.107349e-11,-0.32969147,63100,
3156,-0.5742072,4.3333073,8668.686566114426,,-1.0,17.434914,1.637229,17.434914,5167.0938,17.191044,-0.5471116,1.0005927,4.4046183,15.762771,-1.2598524,1.194988e-05,22.568407,0.14999999,19.2239,6.103481e-11,-1.9484148,63120,
3157,-0.5746549,4.3315268,8673.84811091423,,-1.0,17.434914,1.636775,17.434914,5167.297,17.19431,-0.54742837,1.000951,4.3998723,15.763225,-1.0657834,1.1953664e-05,22.57117,0.14999999,19.2239,6.099614e-11,-1.9882561,63140,
3158,-0.574625,3.9052022,8678.657455682755,,-1.0,17.434914,1.636322,17.434914,5167.504,17.199581,-0.54774505,1.0011743,4.3951416,15.763678,-1.0981948,1.1957451e-05,22.571632,0.14999999,19.2239,6.0957524e-11,-0.48029378,63160,
3159,-0.5746422,4.030462,8683.740196943283,,-1.0,17.434914,1.6358681,17.434914,5167.707,17.193684,-0.54806167,1.0014375,4.3904223,15.764132,-1.0590949,1.1961237e-05,22.572773,0.14999999,19.2239,6.091893e-11,-0.62997115,63180,
3160,-0.57460296,3.8667998,8689.659815788269,,-1.0,17.434914,1.6354141,17.434914,5167.91,17.197,-0.54837817,1.0016494,4.3857164,15.7645855,-1.2134991,1.1965025e-05,22.573046,0.14999999,19.2239,6.0880384e-11,-0.45185047,63200,
3161,-0.57489085,4.2683754,8693.924935817719,,-1.0,17.434914,1.6349602,17.434914,5168.1094,17.198067,-0.54869455,1.0019888,4.3810244,15.765039,-1.0324229,1.1968814e-05,22.575514,0.14999999,19.2239,6.084187e-11,-1.485982,63220,
3162,-0.5748218,3.7173681,8698.637471675873,,-1.0,17.434914,1.6345081,17.434914,5168.3125,17.19828,-0.5490109,1.0021539,4.376345,15.7654915,-1.0279138,1.1972604e-05,22.574997,0.14999999,19.2239,6.080339e-11,-0.35819536,63240,
3163,-0.5747483,3.6870222,8704.493237495422,,-1.0,17.434914,1.6340532,17.434914,5168.5117,17.202116,-0.5493271,1.0023097,4.3716774,15.765946,-0.6501821,1.1976384e-05,22.574333,0.14999999,19.2239,6.076495e-11,-0.34395272,63260,
3164,-0.5745751,8.366531e-18,8709.545649290085,,0.6969697,17.434914,1.6335373,17.434914,5168.5117,17.399643,-0.54964316,1.0095959,33.522034,15.766462,0.5589609,1.5992788e-08,22.560038,0.14999999,19.2239,6.072654e-11,-0.02881731,63280,
3165,-0.57512736,9.566087e-23,8714.221424818039,,-1.0,17.434914,1.6365423,17.434914,5179.6562,6.26002,-0.5499592,1.001358,4.368406,15.763457,-1.2196152,1.1983959e-05,22.554705,0.14999999,19.2239,6.068818e-11,-2.3285682,63300,
3166,-0.57543284,4.259202,8718.587490320206,,-1.0,17.434914,1.6360893,17.434914,5179.8594,17.194658,-0.5502751,1.0016968,4.363761,15.76391,-1.1359603,1.1987742e-05,22.557186,0.14999999,19.2239,6.0649846e-11,-1.542697,63320,
3167,-0.5755181,4.113672,8723.400706291199,,-1.0,17.434914,1.6356363,17.434914,5180.0586,17.197863,-0.5505909,1.0019898,4.359132,15.764363,-0.7636242,1.1991527e-05,22.558893,0.14999999,19.2239,6.061155e-11,-0.84691715,63340,
3168,-0.57536167,1.1030163,8728.812237262726,,-0.5555556,17.434914,1.6351328,17.434914,5180.1016,17.35999,-0.5509066,1.0068521,2.8220937,15.764867,-0.49644616,0.49963033,22.550032,0.14999999,19.2239,6.0573296e-11,-0.08192371,63360,
3169,-0.5752112,2.8569784,8733.86902976036,,-0.53535354,17.434914,1.6346264,17.434914,5180.129,17.370316,-0.5510645,1.0040462,2.8720403,15.765373,-0.4737497,0.65782297,22.550842,0.14999999,19.2239,6.053507e-11,-0.10522281,63380,
3170,-0.57506996,2.9191508,8737.985121965408,,-0.5151515,17.434914,1.634121,17.434914,5180.164,17.366997,-0.55117244,1.0008955,2.9328935,15.765879,-0.76190925,0.8504917,22.551933,0.14999999,19.2239,6.0496885e-11,-0.13120253,63400,
3171,-0.5749139,2.7594783e-07,8744.504155635834,,0.09090909,17.434914,1.6336184,17.434914,5180.203,17.356329,-0.5512196,1.0315115,14.107143,15.766381,0.15662464,0.40930733,22.54498,0.14999999,19.2239,6.0458735e-11,-0.08097031,63420,
3172,-0.5752768,1.8913963e-12,8748.661358356476,,-1.0,17.434914,1.635788,17.434914,5188.7188,8.881305,-0.55140585,1.0013329,4.360013,15.764212,-0.9933489,1.2001308e-05,22.54461,0.14999999,19.2239,6.042062e-11,-1.756574,63440,
3173,-0.57517654,3.437523,8753.611869335175,,-1.0,17.434914,1.635335,17.434914,5188.918,17.206327,-0.55172104,1.0014133,4.3554,15.764665,-0.9743338,1.2005086e-05,22.542679,0.14999999,19.2239,6.0382546e-11,-0.25755268,63460,
3174,-0.57506526,0.09740621,8759.593158006668,,-0.57575756,17.434914,1.6348791,17.434914,5189.1055,17.213882,-0.5520361,1.0092487,2.7802105,15.7651205,-0.54582167,0.37313867,22.54087,0.14999999,19.2239,6.03445e-11,-0.22324345,63480,
3175,-0.5748997,2.8147445,8764.716257095337,,-0.5555556,17.434914,1.634367,17.434914,5189.117,17.3844,-0.5522336,1.0070262,2.818297,15.765633,-0.68952227,0.50029373,22.541813,0.14999999,19.2239,6.030649e-11,-0.05879551,63500,
3176,-0.5747296,2.458675,8769.473768234253,,-0.61616164,17.434914,1.633853,17.434914,5189.117,17.402355,-0.55239093,1.0121228,2.7355683,15.766147,-0.64362806,0.19672199,22.540466,0.14999999,19.2239,6.026852e-11,-0.041036196,63520,
3177,-0.5745535,2.6882017,8772.604758501053,,-0.61616164,17.434914,1.6333389,17.434914,5189.117,17.394539,-0.55264384,1.0123165,2.7340748,15.766661,-0.9912272,0.19677173,22.541096,0.14999999,19.2239,6.023059e-11,-0.027455525,63540,
3178,-0.57444876,3.4220376,8775.881174564362,,-1.0,17.434914,1.6328869,17.434914,5189.3164,17.203026,-0.5528966,1.0022737,4.356285,15.767113,-1.191637,1.2019211e-05,22.554438,0.14999999,19.2239,6.0192684e-11,-0.2537649,63560,
3179,-0.57466877,4.212655,8779.043023347855,,-1.0,17.434914,1.6324406,17.434914,5189.5273,17.192448,-0.5532112,1.0025973,4.3516903,15.767559,-0.89833444,1.2022994e-05,22.556683,0.14999999,19.2239,6.0154826e-11,-1.2760174,63580,
3180,-0.57453454,2.455077,8783.481427192688,,-1.0,17.434914,1.6319618,17.434914,5189.6406,17.285362,-0.5535257,1.0023681,4.347109,15.768038,-0.970572,1.2026779e-05,22.549513,0.14999999,19.2239,6.0116995e-11,-0.14966302,63600,
3181,-0.5744212,3.239493,8788.582132577896,,-1.0,17.434914,1.6315022,17.434914,5189.8086,17.232738,-0.5538401,1.002387,4.342539,15.768497,-0.9178446,1.2030552e-05,22.546577,0.14999999,19.2239,6.0079205e-11,-0.21647991,63620,
3182,-0.57429063,2.6885045,8792.80531835556,,-1.0,17.434914,1.631031,17.434914,5189.9375,17.270641,-0.55415446,1.0022337,4.337981,15.768969,-1.0767689,1.2034339e-05,22.540714,0.14999999,19.2239,6.004145e-11,-0.16079271,63640,
3183,-0.5742715,3.9059496,8797.221729278564,,-1.0,17.434914,1.63058,17.434914,5190.1367,17.198656,-0.55446863,1.002464,4.3334374,15.76942,-1.3052318,1.20381155e-05,22.541391,0.14999999,19.2239,6.0003724e-11,-0.5152853,63660,
3184,-0.574891,4.291047,8802.523783922195,,-1.0,17.434914,1.6301346,17.434914,5190.3477,17.19296,-0.55478275,1.0028158,4.328906,15.769865,-1.1969419,1.20419045e-05,22.544159,0.14999999,19.2239,5.9966046e-11,-2.5487154,63680,
3185,-0.5751234,4.194659,8807.593849420547,,-1.0,17.434914,1.6296844,17.434914,5190.547,17.20014,-0.5550968,1.0031371,4.3243856,15.770315,-1.1201061,1.2045683e-05,22.546415,0.14999999,19.2239,5.9928396e-11,-1.317544,63700,
3186,-0.5751738,4.039654,8813.606363773346,,-1.0,17.434914,1.62924,17.434914,5190.758,17.190437,-0.5554107,1.00341,4.3198786,15.77076,-1.1101528,1.2049464e-05,22.547838,0.14999999,19.2239,5.989078e-11,-0.7385437,63720,
3187,-0.5752055,4.007431,8817.952635526657,,-1.0,17.434914,1.6287918,17.434914,5190.957,17.196335,-0.5557245,1.0036727,4.315382,15.771208,-1.0406084,1.2053245e-05,22.549095,0.14999999,19.2239,5.98532e-11,-0.6796056,63740,
3188,-0.57514083,3.7197611,8822.061465740204,,-1.0,17.434914,1.6283436,17.434914,5191.16,17.199677,-0.55603826,1.0038457,4.3109007,15.771656,-0.83329266,1.2057028e-05,22.548824,0.14999999,19.2239,5.981566e-11,-0.3721233,63760,
3189,-0.57499623,1.6133637,8827.551070928574,,-1.0,17.434914,1.6278572,17.434914,5191.2344,17.323914,-0.55635184,1.0033586,4.306428,15.772142,-1.0432837,1.2060811e-05,22.537266,0.14999999,19.2239,5.977815e-11,-0.117725134,63780,
3190,-0.574934,3.7276306,8832.035338640213,,-1.0,17.434914,1.6274071,17.434914,5191.4297,17.204865,-0.5566654,1.0035361,4.30197,15.772593,-0.8674027,1.20645955e-05,22.537086,0.14999999,19.2239,5.974068e-11,-0.3792242,63800,
3191,-0.5747939,1.2494279e-17,8837.448855161667,,0.47474748,17.434914,1.6269274,17.434914,5191.5234,17.306713,-0.5569788,1.0191604,25.135347,15.773072,0.41648763,5.5766923e-05,22.535202,0.14999999,19.2239,5.970324e-11,-0.1309469,63820,
3192,-0.5752816,9.85393e-19,8843.621062994003,,-1.0,17.434914,1.6295118,17.434914,5201.3984,7.5253425,-0.55729216,1.0031886,4.2988696,15.770488,-0.7770986,1.2072157e-05,22.528015,0.14999999,19.2239,5.966584e-11,-2.148072,63840,
3193,-0.5751288,4.2694268e-10,8849.341604232788,,0.23232323,17.434914,1.629014,17.434914,5201.4414,17.357103,-0.5576054,1.0396367,18.42129,15.770986,0.0032470077,0.033156086,22.52689,0.14999999,19.2239,5.962847e-11,-0.09039225,63860,
3194,-0.5753476,9.630568,8854.287252664566,,-0.030303031,17.434914,1.6306496,17.434914,5208.293,10.546077,-0.5579081,1.0303155,10.002654,15.76935,-0.1559144,1.7606231,22.543066,0.14999999,19.2239,5.9591145e-11,-1.311774,63880,
3195,-0.57540286,5.8079424,8859.332224369049,,-0.15151516,17.434914,1.6304178,17.434914,5209.1875,16.506649,-0.55767006,1.0075079,6.6088123,15.769582,-0.056572445,3.914562,22.53411,0.14999999,19.2239,5.955384e-11,-0.78147495,63900,
3196,-0.5755654,7.0679092,8864.18981218338,,-0.13131313,17.434914,1.6308279,17.434914,5212.125,14.46089,-0.5567586,1.0129955,7.0689163,15.769172,-0.21053818,3.5820189,22.533356,0.14999999,19.2239,5.951658e-11,-1.1015204,63920,
3197,-0.5755777,4.9798274,8869.398713350296,,-0.21212122,17.434914,1.6305428,17.434914,5212.8438,16.681376,-0.55595124,0.99381834,5.415343,15.769457,-0.015678972,4.561943,22.529362,0.14999999,19.2239,5.947935e-11,-0.6272694,63940,
3198,-0.5757875,0.0009983871,8874.535301923752,,-0.65656567,17.434914,1.6318464,17.434914,5218.6445,11.600011,-0.55483806,1.0102066,2.7545388,15.768153,-0.40052155,0.096657336,22.523144,0.14999999,19.2239,5.944216e-11,-1.239911,63960,
3199,-0.5756795,1.0569656,8878.910284042358,,-0.17171717,17.434914,1.6313658,17.434914,5218.7383,17.308228,-0.55512047,1.0039424,6.149579,15.768634,0.039011344,4.186565,22.524994,0.14999999,19.2239,5.9405e-11,-0.24058616,63980,
3200,-0.57594377,10.474864,8883.24886751175,,-0.01010101,17.434914,1.6334496,17.434914,5227.039,9.102662,-0.5541252,1.0347363,10.600441,15.76655,0.061972354,1.4407835,22.519865,0.14999999,19.2239,5.936788e-11,-1.4243976,64000,
3201,-0.5762202,0.00023313574,8887.537431955338,,-0.6363636,17.434914,1.635541,17.434914,5235.367,9.0725,-0.5539875,1.0108427,2.7461262,15.764459,-0.37169015,0.13920183,22.512821,0.14999999,19.2239,5.93308e-11,-1.4951133,64020,
3202,-0.57612705,3.4094796,8891.815021514893,,-0.41414142,17.434914,1.6350775,17.434914,5235.5156,17.250965,-0.5542564,0.9828192,3.4108458,15.764922,-0.60491526,2.3464768,22.516829,0.14999999,19.2239,5.9293744e-11,-0.28842497,64040,
3203,-0.5759633,2.7442276,8895.977937698364,,-0.61616164,17.434914,1.6345749,17.434914,5235.543,17.37226,-0.55383605,1.0109849,2.7471857,15.765425,-0.950711,0.1970065,22.510933,0.14999999,19.2239,5.9256725e-11,-0.034128923,64060,
3204,-0.5758387,3.0384088,8902.812550544739,,-1.0,17.434914,1.6341133,17.434914,5235.699,17.241129,-0.5540867,1.0030189,4.3092256,15.765886,-0.865875,1.2033524e-05,22.522636,0.14999999,19.2239,5.921973e-11,-0.18713924,64080,
3205,-0.5756994,2.0359411,8907.596872806549,,-1.0,17.434914,1.6336288,17.434914,5235.7812,17.318693,-0.5543988,1.0026673,4.3047814,15.766371,-0.810509,1.2037278e-05,22.513447,0.14999999,19.2239,5.918279e-11,-0.13254373,64100,
3206,-0.57555324,2.7875423,8912.474081039429,,-0.75757575,17.434914,1.6331339,17.434914,5235.828,17.353952,-0.55471075,0.9911196,2.8945222,15.766866,-0.7299353,0.011833661,22.516195,0.14999999,19.2239,5.9145876e-11,-0.10924405,64120,
3207,-0.57539666,2.7889152,8918.745993852615,,-0.75757575,17.434914,1.6326332,17.434914,5235.8516,17.373175,-0.5550189,0.9913483,2.8928132,15.767366,-1.1066055,0.011837307,22.516796,0.14999999,19.2239,5.9108995e-11,-0.064448826,64140,
3208,-0.5754249,3.9870203,8924.19972038269,,-1.0,17.434914,1.6321878,17.434914,5236.0586,17.19726,-0.555327,1.0028275,4.3030043,15.767812,-0.8134754,1.2048464e-05,22.51268,0.14999999,19.2239,5.907215e-11,-0.6574124,64160,
3209,-0.575279,2.768076,8928.977322101593,,-0.75757575,17.434914,1.6316938,17.434914,5236.1055,17.351435,-0.5556387,0.99133277,2.8911977,15.768306,-0.96505755,0.011844647,22.51297,0.14999999,19.2239,5.9035346e-11,-0.10941028,64180,
3210,-0.5751655,3.1688113,8934.398102998734,,-1.0,17.434914,1.6312399,17.434914,5236.2812,17.226858,-0.5559465,1.0029138,4.2999067,15.76876,-1.3147256,1.2055923e-05,22.51085,0.14999999,19.2239,5.8998556e-11,-0.20230787,64200,
3211,-0.57581806,4.262758,8939.168398857117,,-1.0,17.434914,1.6307936,17.434914,5236.4766,17.20007,-0.556258,1.0032593,4.2954926,15.769206,-0.86709285,1.2059683e-05,22.51359,0.14999999,19.2239,5.896182e-11,-2.6728954,64220,
3212,-0.5756784,2.3213108,8943.77883720398,,-0.75757575,17.434914,1.6303148,17.434914,5236.5703,17.305899,-0.5565694,0.9911297,2.8896852,15.769685,-0.5448806,0.011855677,22.505669,0.14999999,19.2239,5.8925115e-11,-0.13048376,64240,
3213,-0.5755222,0.007894726,8948.2571413517,,-0.030303031,17.434914,1.6298141,17.434914,5236.5938,17.380388,-0.55687696,1.0337911,9.943802,15.770185,-0.12775029,1.7588086,22.50177,0.14999999,19.2239,5.8888436e-11,-0.064484246,64260,
3214,-0.57560116,5.379811,8952.330552816391,,-0.21212122,17.434914,1.6297455,17.434914,5238.0,15.992857,-0.5566409,0.99395937,5.408415,15.770254,-0.34689486,4.56509,22.504875,0.14999999,19.2239,5.88518e-11,-0.8626596,64280,
3215,-0.5755281,3.358235,8957.17856502533,,-0.41414142,17.434914,1.6292934,17.434914,5238.1797,17.22145,-0.55553263,0.98261917,3.4170823,15.770706,-0.3765043,2.3494735,22.508856,0.14999999,19.2239,5.8815196e-11,-0.33372518,64300,
3216,-0.57544196,3.414508,8961.493949651718,,-0.41414142,17.434914,1.628829,17.434914,5238.3125,17.263418,-0.55511314,0.98294264,3.4145157,15.771171,-0.35814914,2.348488,22.510406,0.14999999,19.2239,5.877862e-11,-0.2813309,64320,
3217,-0.5753656,3.532187,8965.762003183365,,-0.3939394,17.434914,1.6283493,17.434914,5238.3984,17.316174,-0.554694,0.9810894,3.533432,15.77165,-0.3547772,2.7217927,22.5122,0.14999999,19.2239,5.874209e-11,-0.31220117,64340,
3218,-0.57529145,3.5306063,8971.477387428284,,-0.3939394,17.434914,1.6278868,17.434914,5238.539,17.259056,-0.5541591,0.9814262,3.530652,15.772113,-0.6434927,2.7203376,22.513815,0.14999999,19.2239,5.870558e-11,-0.31736982,64360,
3219,-0.5751286,1.2425934,8978.511648893356,,-0.45454547,17.434914,1.6273813,17.434914,5238.539,17.397242,-0.5536248,0.9889243,3.1940465,15.772618,-0.2161643,1.6520069,22.501606,0.14999999,19.2239,5.866911e-11,-0.03237622,64380,
3220,-0.57514304,4.5600376,8983.751303434372,,-0.27272728,17.434914,1.6270132,17.434914,5238.9844,16.958004,-0.55342233,0.9833363,4.5600624,15.772986,-0.026446149,4.5119743,22.50392,0.14999999,19.2239,5.8632675e-11,-0.61024654,64400,
3221,-0.5753423,6.2904606e-09,8990.072488307953,,-1.0,17.434914,1.6282978,17.434914,5244.746,11.637908,-0.55233264,1.0025551,4.3030987,15.771702,-0.9274303,1.2012439e-05,22.498701,0.14999999,19.2239,5.859628e-11,-1.1999686,64420,
3222,-0.57521373,1.6504071,8994.574674606323,,-0.75757575,17.434914,1.6278353,17.434914,5244.883,17.26237,-0.552643,0.99080133,2.8944325,15.772164,-0.84720063,0.011809214,22.496857,0.14999999,19.2239,5.8559914e-11,-0.16396418,64440,
3223,-0.57507676,1.7919785,8998.683510065079,,-1.0,17.434914,1.6273527,17.434914,5244.957,17.327524,-0.55294967,1.0026537,4.3000135,15.772647,-1.071677,1.2019853e-05,22.497137,0.14999999,19.2239,5.8523575e-11,-0.123975575,64460,
3224,-0.5750483,3.8565235,9003.177185297012,,-1.0,17.434914,1.6269102,17.434914,5245.1562,17.197796,-0.5532599,1.0028722,4.2956157,15.773089,-0.81704485,1.2023579e-05,22.497705,0.14999999,19.2239,5.848728e-11,-0.48575327,64480,
3225,-0.5749036,2.7475674,9006.971154212952,,-0.75757575,17.434914,1.6264277,17.434914,5245.2305,17.329521,-0.55357003,0.99126107,2.8929195,15.773572,-0.8376365,0.011820166,22.501097,0.14999999,19.2239,5.8451015e-11,-0.111125045,64500,
3226,-0.5747652,2.7671158,9012.074229717255,,-0.7777778,17.434914,1.625946,17.434914,5245.301,17.328844,-0.5538764,0.98638475,2.9226453,15.774054,-0.8106267,0.0073571885,22.500992,0.14999999,19.2239,5.841478e-11,-0.11924772,64520,
3227,-0.5746245,2.8901117,9018.129519224167,,-0.7777778,17.434914,1.6254625,17.434914,5245.367,17.330008,-0.554184,0.9866451,2.920905,15.774537,-0.9258356,0.0073594516,22.501963,0.14999999,19.2239,5.837858e-11,-0.10709253,64540,
3228,-0.57450044,1.918848,9024.045883655548,,-0.7777778,17.434914,1.625,17.434914,5245.5,17.269072,-0.5544916,0.9866044,2.9191682,15.775,-0.8262181,0.007361715,22.497692,0.14999999,19.2239,5.834242e-11,-0.16067955,64560,
3229,-0.5743616,2.826094,9028.706823587418,,-0.7777778,17.434914,1.6245174,17.434914,5245.5664,17.33518,-0.5547991,0.9868449,2.917434,15.775482,-0.7233949,0.0073639797,22.498346,0.14999999,19.2239,5.830629e-11,-0.11285767,64580,
3230,-0.5742062,2.6414924,9033.349699735641,,-0.7777778,17.434914,1.6240187,17.434914,5245.582,17.386406,-0.5551064,0.9870286,2.9157033,15.775981,-0.80255324,0.0073662414,22.498056,0.14999999,19.2239,5.827019e-11,-0.05888478,64600,
