Iteration,ReturnMax,ReturnStepMax,DenMISEMeanLog,Regret,LQGmu1_higher,TimeElapsed,IWMin,ReturnLastEpisode,ReturnMean,IWMean,TimestepsSoFar,Regret/t,IWMax,DenMISELogLast,ReturnMin,ReturnAbsMax,Bound,Delta,LQGsigma_higher,LQGmu1_actor,IWLastEpisode,DenMISELogFirst,IWFirstEpisode
2081,17.432528,19.220543,-0.59854335,3871.1914,-0.45454547,4407.394410610199,,17.3706,15.539743,1.0012903,41620,1.8602562,3.2185836,-0.20145355,,17.432528,23.937832,1.403807e-10,0.14999999,-0.44481906,3.21567,-0.7173164,0.8116387
2082,17.432528,19.220543,-0.5983472,3871.254,-0.45454547,4410.976625204086,,17.338661,15.540608,1.001708,41640,1.8593912,3.2151575,-0.19104183,,17.432528,23.9382,1.4024587e-10,0.14999999,-0.4783014,3.2127297,-0.71740687,0.81171215
2083,17.432528,19.220543,-0.5981411,3871.3008,-0.45454547,4414.960661172867,,17.352617,15.541478,1.0020784,41660,1.8585215,3.211742,-0.17046958,,17.432528,23.93779,1.4011124e-10,0.14999999,-0.5212245,3.114629,-0.7174973,0.8117856
2084,17.432528,19.220543,-0.59792614,3871.3438,-0.4949495,4418.787745952606,,17.35377,15.542348,1.0021387,41680,1.8576517,3.1337392,-0.15215786,,17.432528,23.93713,1.3997682e-10,0.14999999,-0.21087363,3.049561,-0.7175876,0.46284384
2085,17.432528,19.220543,-0.59791243,3872.0098,0.25252524,4422.766984939575,,16.736898,15.542921,0.9629036,41700,1.8570786,16.816402,-0.57116073,,17.432528,23.923763,1.3984257e-10,0.14999999,0.48547903,0.039850302,-0.71784526,0.12013881
2086,17.432528,19.220543,-0.59859043,3882.4492,-0.37373737,4425.6226670742035,,6.9587784,15.538806,1.0024455,41720,1.8611937,3.4938264,-1.972777,,17.432528,23.92123,1.3970854e-10,0.14999999,-0.23359422,1.4345471e-06,-0.71826714,2.0106547
2087,17.432528,19.220543,-0.5985473,3882.957,-0.27272728,4428.143180131912,,16.896645,15.539455,1.001525,41740,1.8605442,4.3233004,-0.5103447,,17.432528,23.924522,1.3957467e-10,0.14999999,-0.22565316,4.282321,-0.717783,4.147957
2088,17.432528,19.220543,-0.5985134,3883.3828,-0.25252524,4431.119959831238,,16.971312,15.540142,1.0009515,41760,1.8598576,4.5769596,-0.5293286,,17.432528,23.925154,1.3944103e-10,0.14999999,-0.4398536,4.4435925,-0.71627647,4.5340757
2089,17.432528,19.220543,-0.5983181,3883.4375,-1.0,4434.854328155518,,17.343613,15.541005,1.0075638,41780,1.8589945,4.9121885,-0.19035144,,17.432528,23.915922,1.3930754e-10,0.14999999,-1.1516849,0.003015466,-0.71458614,9.0132215e-07
2090,17.432528,19.220543,-0.5985217,3883.6406,-1.0,4438.848002672195,,17.200237,15.541799,1.0081398,41800,1.858201,4.903011,-1.0310832,,17.432528,23.919292,1.3917427e-10,0.14999999,-0.97803926,4.472596,-0.7150647,9.0175376e-07
2091,17.432528,19.220543,-0.59834605,3883.8145,-0.41414142,4442.580290079117,,17.2241,15.5426035,1.0024439,41820,1.8573961,3.316972,-0.23909287,,17.432528,23.914679,1.3904118e-10,0.14999999,-0.26626283,0.002882877,-0.7155431,1.3216871
2092,17.432528,19.220543,-0.5982646,3884.1406,-0.2929293,4446.486359357834,,17.075792,15.543337,1.0031204,41840,1.8566628,4.0862107,-0.42978555,,17.432528,23.917797,1.3890829e-10,0.14999999,-0.51508355,4.023551,-0.7153893,3.7120037
2093,17.432528,19.220543,-0.59805095,3884.1465,-1.0,4449.123873233795,,17.393171,15.54422,1.0081563,41860,1.8557796,4.898559,-0.15365073,,17.432528,23.913372,1.3877559e-10,0.14999999,-0.9938579,0.016679259,-0.7140944,9.008787e-07
2094,17.432528,19.220543,-0.5978922,3884.3418,-0.4949495,4452.291090011597,,17.202356,15.545012,1.0015662,41880,1.8549871,3.130978,-0.2736343,,17.432528,23.910551,1.3864306e-10,0.14999999,-0.3922821,0.013849447,-0.7145721,0.46145022
2095,17.432528,19.220543,-0.5977157,3884.4316,-0.41414142,4456.362538099289,,17.311462,15.545856,1.0031111,41900,1.8541431,3.3095965,-0.2292414,,17.432528,23.910713,1.3851074e-10,0.14999999,-0.15467858,3.309524,-0.7148292,1.3207439
2096,17.432528,19.220543,-0.59778136,3885.5469,-0.25252524,4459.662709474564,,16.283752,15.546207,1.0014606,41920,1.8537922,4.5677648,-0.73787487,,17.432528,23.908304,1.3837861e-10,0.14999999,-0.062623054,4.49651,-0.71467614,4.526825
2097,17.432528,19.220543,-0.5980012,3888.3008,-1.0,4463.188454389572,,14.649132,15.545779,1.0081804,41940,1.8542204,4.8964596,-1.0596852,,17.432528,23.907703,1.3824666e-10,0.14999999,-1.1160572,2.5406514e-08,-0.7129957,8.998895e-07
2098,17.432528,19.220543,-0.59808636,3888.5,-1.0,4466.454417228699,,17.198908,15.546568,1.0086818,41960,1.8534317,4.8873835,-0.7842001,,17.432528,23.909843,1.381149e-10,0.14999999,-0.8778118,4.3191757,-0.7134725,9.0031875e-07
2099,17.432528,19.220543,-0.5978599,3888.5977,-0.13131313,4469.756963729858,,17.300634,15.547403,0.9875573,41980,1.8525963,6.9429464,-0.13109079,,17.432528,23.905996,1.3798333e-10,0.14999999,-0.03020271,1.2695167e-05,-0.713949,5.3198795
2100,17.432528,19.220543,-0.59814113,3892.832,0.01010101,4473.190315961838,,13.169758,15.54627,0.9616309,42000,1.8537292,11.057444,-1.1751069,,17.432528,23.911182,1.3785195e-10,0.14999999,-0.32123786,8.307767,-0.71189404,2.8102286
2101,17.432528,19.220543,-0.5980284,3893.0078,-0.27272728,4476.170761585236,,17.220167,15.547069,1.0029542,42020,1.852931,4.295347,-0.32167903,,17.432528,23.89865,1.3772077e-10,0.14999999,-0.15374956,3.481856,-0.7110328,4.1200514
2102,17.432528,19.220543,-0.59809273,3893.9824,-0.21212122,4479.223110675812,,16.427908,15.547487,0.9994762,42040,1.8525124,5.175213,-0.73562783,,17.432528,23.899952,1.3758976e-10,0.14999999,-0.52260303,5.1453457,-0.7095496,5.1115437
2103,17.432528,19.220543,-0.59788144,3894.0352,-1.0,4482.312319993973,,17.347197,15.548343,1.0081675,42060,1.8516569,4.8876443,-0.15265183,,17.432528,23.895191,1.3745893e-10,0.14999999,-1.0416242,0.019569434,-0.7075964,8.9504437e-07
2104,17.432528,19.220543,-0.597792,3894.2324,0.5151515,4485.389030456543,,17.202137,15.549128,1.1316619,42080,1.850872,20.03227,-0.4174392,,17.432528,23.895235,1.3732829e-10,0.14999999,0.59184784,1.6460813e-23,-0.7080718,0.00020388696
2105,17.432528,19.220543,-0.5984383,3905.7168,-1.0,4489.77741932869,,5.91544,15.544553,1.0084622,42100,1.8554468,4.8809485,-2.0857897,,17.432528,23.89396,1.3719784e-10,0.14999999,-1.1839116,7.5033215e-24,-0.7085469,8.958949e-07
2106,17.432528,19.220543,-0.5987621,3905.9219,-1.0,4492.902692079544,,17.192469,15.545336,1.0090727,42120,1.8546638,4.8719707,-1.2884687,,17.432528,23.898027,1.3706758e-10,0.14999999,-0.92717224,4.5495014,-0.7090218,8.963205e-07
2107,17.432528,19.220543,-0.59855133,3906.0703,-0.5151515,4497.631663799286,,17.253736,15.546146,1.0006888,42140,1.8538532,3.1139321,-0.16323783,,17.432528,23.890442,1.369375e-10,0.14999999,-0.70393693,0.07200283,-0.70949656,0.33735055
2108,17.432528,19.220543,-0.59833074,3906.0938,-1.0,4501.560287475586,,17.374805,15.547014,1.0089755,42160,1.8529854,4.8653426,-0.13376257,,17.432528,23.890192,1.3680762e-10,0.14999999,-1.0442884,0.43348062,-0.709811,8.970286e-07
2109,17.432528,19.220543,-0.59824425,3906.3008,-1.0,4505.049269914627,,17.195055,15.547793,1.0092754,42180,1.8522062,4.856442,-0.42422304,,17.432528,23.88896,1.366779e-10,0.14999999,-1.2008848,3.8915849,-0.71028525,8.9745384e-07
2110,17.432528,19.220543,-0.5986382,3906.504,-1.0,4508.3473489284515,,17.198812,15.548576,1.0098991,42200,1.8514233,4.847581,-1.4385668,,17.432528,23.893324,1.3654838e-10,0.14999999,-0.88977396,4.572119,-0.7107593,8.978793e-07
2111,17.432528,19.220543,-0.59841424,3906.6055,-1.0,4511.373003482819,,17.29664,15.549404,1.0094575,42220,1.8505955,4.8387613,-0.13519171,,17.432528,23.879494,1.3641906e-10,0.14999999,-0.93565387,2.324205,-0.7112331,8.9830496e-07
2112,17.432528,19.220543,-0.5982066,3906.75,-0.7979798,4515.814124107361,,17.257397,15.550214,0.9997513,42240,1.8497858,3.0134494,-0.16904533,,17.432528,23.87792,1.362899e-10,0.14999999,-0.73069584,2.066845,-0.7117067,0.00067320245
2113,17.432528,19.220543,-0.59798604,3906.75,-0.5959596,4519.787843465805,,17.395227,15.551088,0.9985364,42260,1.8489113,3.0678227,-0.13145483,,17.432528,23.878696,1.3616092e-10,0.14999999,-0.6354621,2.0263119,-0.7121797,0.08224568
2114,17.432528,19.220543,-0.59776956,3906.789,-0.61616164,4524.237757921219,,17.360607,15.551944,0.99844253,42280,1.8480558,3.0589578,-0.13837333,,17.432528,23.878849,1.3603213e-10,0.14999999,-0.57798755,3.0291343,-0.71261394,0.055217214
2115,17.432528,19.220543,-0.5975553,3906.7969,-0.5959596,4527.266398668289,,17.397987,15.5528145,0.99930835,42300,1.8471851,3.0618856,-0.14286786,,17.432528,23.879189,1.3590352e-10,0.14999999,-0.810143,3.0461292,-0.7130608,0.08231818
2116,17.432528,19.220543,-0.5973312,3906.8594,-0.7979798,4529.383965969086,,17.332436,15.553658,1.0007511,42320,1.8463421,3.0092034,-0.1226882,,17.432528,23.88548,1.357751e-10,0.14999999,-0.7695989,2.9969106,-0.71349454,0.000674407
2117,17.432528,19.220543,-0.597108,3906.9102,-0.7979798,4532.674968719482,,17.355692,15.554506,1.0011235,42340,1.8454933,3.00635,-0.1251102,,17.432528,23.885462,1.3564687e-10,0.14999999,-0.7257754,2.9606009,-0.7139667,0.00067472574
2118,17.432528,19.220543,-0.5968865,3906.9219,-0.7777778,4536.134253978729,,17.385227,15.555371,1.0004122,42360,1.8446283,3.0091097,-0.12872823,,17.432528,23.883896,1.355188e-10,0.14999999,-0.9721272,2.848565,-0.7144387,0.0011842884
2119,17.432528,19.220543,-0.5967096,3907.0898,-0.7979798,4539.784593343735,,17.227219,15.556162,1.0011531,42380,1.8438377,3.0006957,-0.22198854,,17.432528,23.873104,1.3539093e-10,0.14999999,-0.77985835,1.6925381,-0.71491015,0.0006753625
2120,17.432528,19.220543,-0.59648484,3907.1602,-0.7979798,4543.513170719147,,17.334137,15.557,1.001536,42400,1.8429995,2.9978666,-0.12126192,,17.432528,23.873291,1.3526323e-10,0.14999999,-0.7006474,2.9806633,-0.7153816,0.00067568105
2121,17.432528,19.220543,-0.5962638,3907.1602,-0.7777778,4547.107037782669,,17.398386,15.557868,1.0007102,42420,1.8421316,3.0006776,-0.12883073,,17.432528,23.86985,1.3513572e-10,0.14999999,-0.84956867,2.6506636,-0.71585286,0.0011859641
2122,17.432528,19.220543,-0.5960386,3907.2383,-0.7979798,4549.947342634201,,17.325533,15.558701,1.0019861,42440,1.841299,2.99226,-0.11854184,,17.432528,23.868431,1.3500838e-10,0.14999999,-0.6004851,2.8223805,-0.7163237,0.00067631796
2123,17.432528,19.220543,-0.5958218,3907.2617,-0.61616164,4553.395249843597,,17.372923,15.559556,0.99929124,42460,1.8404436,3.0479698,-0.13812505,,17.432528,23.869875,1.3488122e-10,0.14999999,-0.7345673,3.0369244,-0.7167945,0.05544853
2124,17.432528,19.220543,-0.5955999,3907.293,-0.67676765,4556.367522954941,,17.370161,15.560407,0.9991086,42480,1.8395929,3.0260582,-0.12302072,,17.432528,23.866821,1.3475425e-10,0.14999999,-0.85602075,2.7925699,-0.7172393,0.015036149
2125,17.432528,19.220543,-0.59537584,3907.3633,-0.7979798,4560.4796533584595,,17.331034,15.561241,1.0026243,42500,1.8387585,2.9871278,-0.11858684,,17.432528,23.868504,1.3462745e-10,0.14999999,-0.6712839,2.7784886,-0.7177029,0.00067725126
2126,17.432528,19.220543,-0.5951549,3907.3672,-0.7777778,4563.833471775055,,17.392044,15.562103,1.0016941,42520,1.8378963,2.9893432,-0.12802379,,17.432528,23.862011,1.3450083e-10,0.14999999,-0.83491707,2.3494565,-0.7181731,0.001188719
2127,17.432528,19.220543,-0.5949282,3907.4492,-0.7979798,4567.732702732086,,17.321003,15.56293,1.0029513,42540,1.8370695,2.981584,-0.114192076,,17.432528,23.861624,1.3437439e-10,0.14999999,-0.77001613,2.8923068,-0.7186428,0.0006778881
2128,17.432528,19.220543,-0.59470165,3907.496,-0.7979798,4571.545644283295,,17.353394,15.56377,1.0033127,42560,1.8362293,2.9788108,-0.11568148,,17.432528,23.861599,1.3424811e-10,0.14999999,-0.9976227,2.93435,-0.7191125,0.00067820656
2129,17.432528,19.220543,-0.59455067,3907.6914,-1.0,4575.299770116806,,17.201756,15.56454,1.0088413,42580,1.8354597,4.8682036,-0.27608484,,17.432528,23.85344,1.3412203e-10,0.14999999,-1.2596495,3.5048256,-0.719582,9.0583586e-07
2130,17.432528,19.220543,-0.5952377,3907.9023,-1.0,4577.336699485779,,17.189678,15.565304,1.0095232,42600,1.8346958,4.8593793,-2.0663772,,17.432528,23.858877,1.3399615e-10,0.14999999,-1.0176343,4.6944623,-0.7200516,9.0626185e-07
2131,17.432528,19.220543,-0.59510845,3908.1016,-1.0,4581.053975343704,,17.201052,15.566071,1.0097238,42620,1.8339291,4.850596,-0.3288338,,17.432528,23.856071,1.3387041e-10,0.14999999,-0.8946666,3.6696815,-0.720521,9.0668715e-07
2132,17.432528,19.220543,-0.594885,3908.207,-0.17171717,4585.009569644928,,17.296093,15.566883,0.9919232,42640,1.8331165,6.031249,-0.12793365,,17.432528,23.844051,1.3374486e-10,0.14999999,-0.22478738,2.7304446e-05,-0.7209901,5.457519
2133,17.432528,19.220543,-0.5948611,3908.7227,-1.0,4589.069623947144,,16.880676,15.567499,1.0093119,42660,1.8325005,4.8441215,-0.5350919,,17.432528,23.842995,1.3361948e-10,0.14999999,-1.2885475,7.2011044e-06,-0.7189025,9.05221e-07
2134,17.432528,19.220543,-0.5957133,3908.9375,-1.0,4592.47053194046,,17.184902,15.568257,1.0100048,42680,1.8317423,4.8354096,-2.4222636,,17.432528,23.848658,1.3349429e-10,0.14999999,-0.84472793,4.712554,-0.7193712,9.056449e-07
2135,17.432528,19.220543,-0.59548247,3909.0156,-0.25252524,4596.623829126358,,17.325893,15.569079,0.9997651,42700,1.8309202,4.5943117,-0.112156756,,17.432528,23.840956,1.3336926e-10,0.14999999,-0.1417058,0.0012271211,-0.7198397,4.55026
2136,17.432528,19.220543,-0.595571,3910.082,-0.21212122,4600.368390083313,,16.333185,15.569436,0.9976488,42720,1.8305635,5.220003,-0.78402597,,17.432528,23.842669,1.3324442e-10,0.14999999,0.05483526,5.2175207,-0.718179,5.155844
2137,17.432528,19.220543,-0.5959802,3918.4062,-0.7979798,4603.287301301956,,9.077276,15.566399,1.0025738,42740,1.833601,2.9790168,-1.4669337,,17.432528,23.838284,1.3311974e-10,0.14999999,-0.90290236,1.1035671e-06,-0.7162362,0.00067625864
2138,17.432528,19.220543,-0.59576213,3918.5195,-1.0,4606.312951087952,,17.286888,15.567203,1.0097457,42760,1.832797,4.8334618,-0.13232566,,17.432528,23.837524,1.3299525e-10,0.14999999,-0.9574219,2.4620569,-0.7167037,9.0323243e-07
2139,17.432528,19.220543,-0.59556824,3918.6758,0.030303031,4610.0003254413605,,17.239433,15.567986,0.9556651,42780,1.8320141,11.794654,-0.18985943,,17.432528,23.83728,1.3287092e-10,0.14999999,0.069629304,1.2352748e-09,-0.7171713,2.399145
2140,17.432528,19.220543,-0.5960155,3927.0195,-0.7979798,4613.1488037109375,,9.060512,15.564944,1.0028199,42800,1.8350554,2.9774132,-1.5069357,,17.432528,23.835419,1.3274679e-10,0.14999999,-0.67564845,6.524298e-07,-0.71651775,0.0006764493
2141,17.432528,19.220543,-0.5957958,3927.0234,-0.65656567,4616.864177465439,,17.392519,15.565799,0.9982102,42820,1.8342009,3.0331774,-0.12855966,,17.432528,23.829857,1.326228e-10,0.14999999,-0.4882939,3.00011,-0.71698457,0.023652967
2142,17.432528,19.220543,-0.5955989,3927.1016,-0.61616164,4619.774205207825,,17.326748,15.56662,0.99796206,42840,1.8333797,3.0486856,-0.17163126,,17.432528,23.821383,1.32499e-10,0.14999999,-0.6571489,2.1956446,-0.7174405,0.055484366
2143,17.432528,19.220543,-0.59538233,3927.0977,-0.6363636,4623.120321273804,,17.404406,15.567476,0.9983419,42860,1.8325233,3.0362272,-0.12928477,,17.432528,23.821554,1.3237536e-10,0.14999999,-0.58414936,2.9977608,-0.7178813,0.036581162
2144,17.432528,19.220543,-0.59517086,3927.1055,-0.61616164,4626.996941566467,,17.388899,15.568327,0.99870235,42880,1.8316727,3.042923,-0.14012975,,17.432528,23.82169,1.322519e-10,0.14999999,-0.8623431,2.9907918,-0.7183308,0.05553378
2145,17.432528,19.220543,-0.5949476,3927.1953,-1.0,4630.72749376297,,17.310137,15.5691395,1.0092549,42900,1.8308601,4.838286,-0.11450213,,17.432528,23.822653,1.3212864e-10,0.14999999,-1.2816261,1.9573375,-0.7187712,9.0510184e-07
2146,17.432528,19.220543,-0.59575266,3927.3984,-1.0,4633.033495187759,,17.198189,15.569898,1.0099392,42920,1.830102,4.829649,-2.3315625,,17.432528,23.828262,1.3200552e-10,0.14999999,-0.924109,4.698423,-0.71923727,9.05524e-07
2147,17.432528,19.220543,-0.59553975,3927.5312,0.65656567,4636.712198495865,,17.267918,15.570689,1.0493357,42940,1.8293104,24.581888,-0.14781052,,17.432528,23.82165,1.3188257e-10,0.14999999,0.67666525,2.3752257e-24,-0.7197032,1.8775889e-06
2148,17.432528,19.220543,-0.5962735,3939.996,-1.0,4640.648444414139,,4.935852,15.565737,1.0096984,42960,1.8342628,4.8232946,-2.2172656,,17.432528,23.818192,1.3175981e-10,0.14999999,-1.1841966,1.806506e-26,-0.7201688,9.0636814e-07
2149,17.432528,19.220543,-0.5965871,3940.1992,-1.0,4644.384438037872,,17.196354,15.566495,1.0102899,42980,1.8335047,4.8147283,-1.2792166,,17.432528,23.822239,1.316372e-10,0.14999999,-1.0122881,4.4971046,-0.7206343,9.067901e-07
2150,17.432528,19.220543,-0.59644777,3940.4023,-1.0,4647.669474124908,,17.196646,15.567255,1.0104654,43000,1.8327446,4.806202,-0.30693546,,17.432528,23.819143,1.3151479e-10,0.14999999,-1.2790393,3.6029804,-0.7210995,9.0721215e-07
2151,17.432528,19.220543,-0.5972315,3940.6055,-1.0,4651.039258718491,,17.193666,15.568011,1.011136,43020,1.8319883,4.797712,-2.2922208,,17.432528,23.82458,1.3139254e-10,0.14999999,-0.84755814,4.6651273,-0.7215645,9.0763365e-07
2152,17.432528,19.220543,-0.59700024,3940.6914,1.0,4655.6927762031555,,17.318192,15.568824,0.9052556,43040,1.8311758,62.443287,-0.11000972,,17.432528,23.809221,1.3127045e-10,0.14999999,0.5704322,3.3823704e-33,-0.72202927,5.1435527e-13
2153,17.432528,19.220543,-0.5977334,3951.9492,0.45454547,4660.064761400223,,6.1420636,15.564445,1.1200403,43060,1.8355551,19.13795,-2.0727305,,17.432528,23.817427,1.3114852e-10,0.14999999,0.41185004,15.68137,-0.7224939,0.0011806877
2154,17.432528,19.220543,-0.598301,3961.7852,-1.0,4663.342281103134,,7.5603175,15.56073,1.0104613,43080,1.8392696,4.7937098,-1.9370795,,17.432528,23.807262,1.3102679e-10,0.14999999,-0.9889544,1.0679989e-18,-0.7229577,9.088991e-07
2155,17.432528,19.220543,-0.5981326,3961.9844,-0.09090909,4667.517854213715,,17.202522,15.561492,0.9817008,43100,1.8385077,8.074545,-0.24501817,,17.432528,23.806988,1.3090522e-10,0.14999999,-0.24597612,5.595601e-08,-0.7234218,4.9030905
2156,17.432528,19.220543,-0.59808975,3962.4023,-0.27272728,4670.521109580994,,16.98029,15.56215,0.99984986,43120,1.8378496,4.3478146,-0.48680523,,17.432528,23.808987,1.3078381e-10,0.14999999,-0.26542854,4.259211,-0.7216131,4.163874
2157,17.432528,19.220543,-0.59801733,3962.7695,-0.2929293,4673.826386928558,,17.036201,15.562833,1.0005714,43140,1.8371668,4.11936,-0.44107574,,17.432528,23.808468,1.3066258e-10,0.14999999,-0.4649362,4.0651507,-0.7201474,3.7297077
2158,17.432528,19.220543,-0.5978268,3962.8555,-0.5151515,4676.979050397873,,17.312258,15.563644,0.99806553,43160,1.8363552,3.1379564,-0.18693012,,17.432528,23.805222,1.3054151e-10,0.14999999,-0.35103282,3.0315576,-0.7188833,0.34053206
2159,17.432528,19.220543,-0.5976854,3962.9922,-0.35353535,4680.135345697403,,17.260933,15.56443,1.0004041,43180,1.8355694,3.631594,-0.2903563,,17.432528,23.8085,1.304206e-10,0.14999999,-0.3349881,3.555155,-0.71918875,2.412316
2160,17.432528,19.220543,-0.59755296,3963.2148,-0.35353535,4683.534092903137,,17.179193,15.565178,1.0008395,43200,1.8348217,3.6271749,-0.31176376,,17.432528,23.808685,1.3029988e-10,0.14999999,-0.40920416,3.6049242,-0.7185351,2.4107397
2161,17.432528,19.220543,-0.59738004,3963.4102,-0.3939394,4687.776456832886,,17.203232,15.565936,1.0002433,43220,1.8340635,3.4207077,-0.2241947,,17.432528,23.80743,1.3017931e-10,0.14999999,-0.53314424,3.3108275,-0.7178825,1.6466312
2162,17.432528,19.220543,-0.5971758,3963.4414,-0.4949495,4691.159878015518,,17.372604,15.5667715,0.9989328,43240,1.8332281,3.1570349,-0.15568762,,17.432528,23.804375,1.300589e-10,0.14999999,-0.49224544,3.0085266,-0.7175835,0.46284193
2163,17.432528,19.220543,-0.59697855,3963.5195,-0.4949495,4695.5278952121735,,17.319542,15.567582,0.9993335,43260,1.8324175,3.1538897,-0.1694117,,17.432528,23.80484,1.2993868e-10,0.14999999,-0.44056457,3.1500888,-0.71783185,0.4629569
2164,17.432528,19.220543,-0.59679425,3963.5977,-0.47474748,4700.730791807175,,17.32096,15.568392,0.9998691,43280,1.8316078,3.1837401,-0.19691297,,17.432528,23.804922,1.2981861e-10,0.14999999,-0.38012397,3.1554415,-0.71808004,0.61888516
2165,17.432528,19.220543,-0.59663385,3963.7266,-0.43434343,4704.361156463623,,17.272188,15.56918,1.0006572,43300,1.8308201,3.2718394,-0.24939995,,17.432528,23.804642,1.2969872e-10,0.14999999,-0.45420128,3.1971302,-0.7182561,1.047075
2166,17.432528,19.220543,-0.59644437,3963.7695,-0.43434343,4707.55966091156,,17.356108,15.570004,1.0010214,43320,1.8299952,3.2684116,-0.18607394,,17.432528,23.804424,1.2957899e-10,0.14999999,-0.11898661,3.1755867,-0.71823436,1.0470523
2167,17.432528,19.220543,-0.59656656,3965.1523,-1.0,4710.924931049347,,16.020523,15.570211,1.0102311,43340,1.8297882,4.8119326,-0.86228496,,17.432528,23.798763,1.2945942e-10,0.14999999,-1.1685991,2.034019e-07,-0.71821266,9.04597e-07
2168,17.432528,19.220543,-0.5968153,3965.3516,-1.0,4713.9859409332275,,17.197208,15.570963,1.0107912,43360,1.8290367,4.803487,-1.1454055,,17.432528,23.80235,1.2934002e-10,0.14999999,-0.98331726,4.445558,-0.718674,9.050138e-07
2169,17.432528,19.220543,-0.5966442,3965.539,-1.0,4718.150097131729,,17.21152,15.571719,1.0108446,43380,1.8282804,4.795079,-0.23611332,,17.432528,23.79727,1.2922079e-10,0.14999999,-1.3568988,3.3471527,-0.71913517,9.0543165e-07
2170,17.432528,19.220543,-0.59793437,3965.7422,-1.0,4721.759959220886,,17.20078,15.572469,1.0115379,43400,1.8275309,4.7867064,-3.4066563,,17.432528,23.803194,1.2910172e-10,0.14999999,-1.105588,4.731504,-0.7195961,9.058488e-07
2171,17.432528,19.220543,-0.5979772,3965.9375,-1.0,4725.113465309143,,17.199173,15.57322,1.0119798,43420,1.8267794,4.7783737,-0.7016785,,17.432528,23.804806,1.2898281e-10,0.14999999,-0.94331723,4.1875196,-0.72005683,9.0626617e-07
2172,17.432528,19.220543,-0.5977734,3966.0898,-1.0,4729.466360330582,,17.25175,15.573992,1.0118418,43440,1.8260078,4.770076,-0.16718729,,17.432528,23.796532,1.2886407e-10,0.14999999,-1.0191445,2.9269772,-0.72051734,9.066837e-07
2173,17.432528,19.220543,-0.5976417,3966.2852,-1.0,4732.843920946121,,17.202486,15.574742,1.0120355,43460,1.8252573,4.7618127,-0.3225914,,17.432528,23.793917,1.2874549e-10,0.14999999,-0.9235271,3.6423466,-0.72097766,9.071014e-07
2174,17.432528,19.220543,-0.597428,3966.4102,-0.35353535,4737.223915100098,,17.271345,15.575523,1.0014303,43480,1.8244762,3.6201997,-0.14462498,,17.432528,23.784824,1.2862707e-10,0.14999999,-0.36261663,0.0022496383,-0.72143775,2.4177475
2175,17.432528,19.220543,-0.5972769,3966.5156,-0.3939394,4741.356093168259,,17.297693,15.576315,1.0012069,43500,1.8236847,3.4102287,-0.27012706,,17.432528,23.784988,1.2850884e-10,0.14999999,-0.39698067,3.4092965,-0.7207861,1.6514193
2176,17.432528,19.220543,-0.59710824,3966.6719,-0.3939394,4745.769258022308,,17.24689,15.57708,1.001597,43520,1.8229198,3.4064553,-0.2309334,,17.432528,23.784939,1.2839074e-10,0.14999999,-0.5209137,3.3498292,-0.72048676,1.650925
2177,17.432528,19.220543,-0.5969054,3966.6992,-1.0,4749.3831379413605,,17.371824,15.577906,1.0117636,43540,1.822094,4.7601485,-0.15695824,,17.432528,23.783773,1.2827281e-10,0.14999999,-1.1905746,0.018960705,-0.72018784,9.063854e-07
2178,17.432528,19.220543,-0.5972344,3966.9102,-1.0,4753.113616466522,,17.191776,15.578645,1.0123355,43560,1.8213549,4.7519436,-1.3245971,,17.432528,23.787674,1.2815506e-10,0.14999999,-0.9419762,4.4624434,-0.72064704,9.068013e-07
2179,17.432528,19.220543,-0.59702986,3967.0508,-0.47474748,4755.1935358047485,,17.253021,15.579415,1.0001699,43580,1.8205843,3.1797597,-0.1634117,,17.432528,23.779974,1.2803746e-10,0.14999999,-0.41358578,0.024487866,-0.7211061,0.6207608
2180,17.432528,19.220543,-0.5968545,3967.1055,-0.43434343,4758.892835378647,,17.348639,15.580227,1.0013082,43600,1.8197727,3.265593,-0.21476687,,17.432528,23.780722,1.2792002e-10,0.14999999,-0.34972695,3.2653704,-0.7212801,1.0502461
2181,17.432528,19.220543,-0.5967107,3967.3086,-0.3939394,4762.70760679245,,17.196413,15.580967,1.0023487,43620,1.8190327,3.3999054,-0.2841095,,17.432528,23.780235,1.2780274e-10,0.14999999,-0.48661485,3.3833025,-0.72125703,1.6521971
2182,17.432528,19.220543,-0.5965132,3967.379,-1.0,4766.4007687568665,,17.33137,15.58177,1.0121083,43640,1.8182297,4.750308,-0.16760688,,17.432528,23.778303,1.2768561e-10,0.14999999,-0.843603,0.008993997,-0.7209582,9.070833e-07
2183,17.432528,19.220543,-0.596287,3967.4492,-0.45454547,4769.719790935516,,17.326723,15.58257,1.0014789,43660,1.8174295,3.2111835,-0.11455288,,17.432528,23.778297,1.2756866e-10,0.14999999,-0.40330064,0.1032141,-0.72141635,0.81497324
2184,17.432528,19.220543,-0.5961149,3967.6172,-0.43434343,4774.743918895721,,17.231256,15.583324,1.0022659,43680,1.8166752,3.2570841,-0.22127764,,17.432528,23.778408,1.2745187e-10,0.14999999,-0.41446683,3.2480166,-0.7215011,1.0504783
2185,17.432528,19.220543,-0.59593743,3967.7031,-0.43434343,4779.205333948135,,17.318035,15.584118,1.0026615,43700,1.8158817,3.2537231,-0.21037738,,17.432528,23.778847,1.2733523e-10,0.14999999,-0.42869467,3.253656,-0.721478,1.050454
