DenMISELogFirst,Bound,IWMean,TimeElapsed,IWFirstEpisode,DenMISELogLast,LQGmu1_higher,ReturnMax,ReturnAbsMax,Delta,TimestepsSoFar,Regret,ReturnMin,IWMax,ReturnMean,IWLastEpisode,LQGsigma_higher,Regret/t,ReturnStepMax,IWMin,DenMISEMeanLog,LQGmu1_actor,ReturnLastEpisode,Iteration
-0.84448135,77.65964,1.1696309,23.492175817489624,0.4190948,-0.90857977,-0.33333334,17.408798,17.408798,6.325984e-07,620,150.55664,,5.388292,12.543333,3.6837387e-06,0.14999999,4.8566666,19.196815,,-0.8087452,-0.65525866,7.0796776,31
-0.86280143,75.28787,0.77276075,24.549179077148438,6.126087,-0.7105437,0.05050505,17.408798,17.408798,5.936788e-07,640,150.58704,,6.126087,12.694155,8.437684e-05,0.14999999,4.705845,19.196815,,-0.8020357,0.08224591,17.369633,32
-0.71841025,75.37462,1.2212352,25.538962364196777,2.3770909e-07,-0.7852416,-0.85858583,17.408798,17.408798,5.582434e-07,660,158.944,,5.1814866,12.583515,1.6716017e-08,0.14999999,4.8164845,19.196815,,-0.80935717,-0.9027356,9.043066,33
-0.7482632,73.21366,0.8546448,26.671987771987915,0.0024244755,-0.5788582,-0.57575756,17.408798,17.408798,5.258885e-07,680,159.05127,,5.0244246,12.722021,0.44094235,0.14999999,4.6779785,19.196815,,-0.79774,-0.3109541,17.292692,34
-0.7771794,73.23479,0.68016404,27.927892446517944,2.4759992e-09,-0.61980736,1.0,17.408798,17.408798,4.9626703e-07,700,159.23456,,10.70158,12.850441,1.2817443e-16,0.14999999,4.5495586,19.196815,,-0.7975722,0.85907584,17.21673,35
-0.8053503,72.60271,1.4935303,29.139464616775513,0.0019218858,-1.0350608,0.61616164,17.408798,17.408798,4.6907957e-07,720,174.2492,,7.770533,12.559743,2.0177207,0.14999999,4.8402567,19.196815,,-0.814696,0.26147088,2.3853161,36
-0.8326959,71.255264,1.1983117,30.85340690612793,0.97482294,-1.0144346,-0.27272728,17.408798,17.408798,4.4406656e-07,740,183.16705,,5.206234,12.449539,0.012921168,0.14999999,4.9504604,19.196815,,-0.80966794,-0.40880653,8.482195,37
-0.83335865,70.81671,1.0724156,31.98630690574646,7.0657824e-10,-0.62526983,-1.0,17.408798,17.408798,4.2100217e-07,760,183.28558,,7.3808594,12.576695,0.0021050172,0.14999999,4.823304,19.196815,,-0.8008809,-0.8205689,17.28152,38
-0.8593342,69.18298,0.75271225,32.746400594711304,2.1933987,-0.6050045,0.23232323,17.408798,17.408798,3.996891e-07,780,183.36609,,7.583926,12.698305,9.7421765e-11,0.14999999,4.7016945,19.196815,,-0.79534656,0.08254704,17.31943,39
-0.82993555,68.97752,1.1333427,33.504799604415894,2.5743116e-06,-0.8659905,-0.7979798,17.408798,17.408798,3.799544e-07,800,191.72351,,4.9390073,12.606913,2.080833e-07,0.14999999,4.793087,19.196815,,-0.80403346,-0.7716975,9.042614,40
-0.85462815,68.61951,0.98965156,34.28327512741089,0.07073174,-0.5635602,-0.43434343,17.408798,17.408798,3.6164613e-07,820,191.7735,,5.2612514,12.722597,0.37257358,0.14999999,4.6774025,19.196815,,-0.7958462,-0.26784024,17.34995,41
-0.877002,68.52044,1.0784295,35.05565023422241,6.111053,-0.6025043,-0.030303031,17.408798,17.408798,3.4462983e-07,840,192.10345,,6.111053,12.826108,1.3865528,0.14999999,4.5738916,19.196815,,-0.7921888,0.114919215,17.070114,42
-0.76469016,66.89937,0.96067595,35.84217691421509,0.07764837,-0.85267246,0.45454547,17.408798,17.408798,3.2878697e-07,860,200.51898,,7.5853367,12.736768,0.48075834,0.14999999,4.663232,19.196815,,-0.7926748,0.2840469,8.984413,43
-0.78587556,66.102104,0.9877228,36.61700177192688,7.0075484e-06,-0.91828024,0.7979798,17.408798,17.408798,3.140119e-07,880,209.54895,,7.934525,12.637524,0.018816367,0.14999999,4.762476,19.196815,,-0.79730517,0.6218773,8.370066,44
-0.80834824,65.75891,0.92914194,37.40378713607788,0.00014486181,-0.92608714,-0.67676765,17.408798,17.408798,3.0021093e-07,900,221.36536,,5.402178,12.48077,3.5548805e-16,0.14999999,4.9192295,19.196815,,-0.8013982,-0.95671004,5.583598,45
-0.83032393,65.93302,1.2235892,38.1824164390564,5.343262e-08,-0.71745735,-0.8989899,17.408798,17.408798,2.8730017e-07,920,221.52313,,5.0876255,12.584279,5.061197,0.14999999,4.8157206,19.196815,,-0.8016144,-1.1738758,17.242168,46
-0.8518301,65.50687,1.1583176,38.97014904022217,1.6057186,-1.7572393,-0.23232323,17.408798,17.408798,2.7520463e-07,940,221.72089,,5.103434,12.682534,4.287171e-08,0.14999999,4.7174654,19.196815,,-0.81812716,-0.36190367,17.20234,47
-0.83928996,64.834465,1.1209772,39.75490379333496,7.1078204e-10,-0.62493014,-1.0,17.408798,17.408798,2.6385726e-07,960,221.88318,,8.04165,12.777432,0.00058433006,0.14999999,4.622567,19.196815,,-0.8115708,-1.1482172,17.237593,48
-0.85990924,64.48962,1.0217861,40.531338930130005,5.112561,-1.4346148,0.11111111,17.408798,17.408798,2.531974e-07,980,222.08008,,6.971678,12.867753,5.5243815e-15,0.14999999,4.5322466,19.196815,,-0.8227119,0.15379725,17.203148,49
-0.7808659,63.495216,1.0261779,41.316943883895874,0.14192341,-0.8778939,-0.3939394,17.408798,17.408798,2.4317083e-07,1000,230.59082,,5.282567,12.788183,0.008140241,0.14999999,4.6118164,19.196815,,-0.8241847,-0.3713913,8.889296,50
-0.7978341,62.569294,1.1555884,42.09785008430481,6.819181e-10,-0.59205705,-1.0,17.408798,17.408798,2.3372819e-07,1020,230.70886,,7.318199,12.876296,0.00073853036,0.14999999,4.5237036,19.196815,,-0.8196727,-0.866341,17.281895,51
-0.81725216,62.497982,0.58134484,42.95645308494568,2.5772309e-09,-0.50415933,1.0,17.408798,17.408798,2.248251e-07,1040,230.79926,,10.947647,12.961553,1.0645538e-33,0.14999999,4.438447,19.196815,,-0.8114383,0.97943765,17.309635,52
-0.8363004,61.72007,0.87917644,43.8822078704834,0.64331234,-1.2166687,0.33333334,17.408798,17.408798,2.1642118e-07,1060,247.82861,,7.351915,12.723988,0.0008402297,0.14999999,4.676012,19.196815,,-0.8275937,0.056542665,0.3705766,53
-0.8429276,61.430126,1.0753517,44.48315930366516,4.3455276,-0.86348677,-0.11111111,17.408798,17.408798,2.0847979e-07,1080,256.15314,,5.6785393,12.656423,3.3772125,0.14999999,4.743577,19.196815,,-0.83098054,-0.25504157,9.075545,54
-0.7838781,61.58365,1.1595652,45.587106227874756,0.3944506,-0.6083932,-0.33333334,17.408798,17.408798,2.0096763e-07,1100,256.5412,,4.9717827,12.735615,4.264655,0.14999999,4.664385,19.196815,,-0.82601404,-0.3590242,17.011961,55
-0.79475033,60.99265,1.1720928,46.61801218986511,0.0006227777,-0.5709261,0.65656567,17.408798,17.408798,1.9385428e-07,1120,256.70258,,8.176073,12.816025,5.230213e-10,0.14999999,4.583975,19.196815,,-0.8191805,0.8745518,17.238573,56
-0.8124388,60.62844,0.77186143,47.417330741882324,0.002585169,-1.1214094,-0.57575756,17.408798,17.408798,1.8711206e-07,1140,271.96155,,4.951523,12.628744,4.0924302e-20,0.14999999,4.7712555,19.196815,,-0.8224569,-0.2417157,2.141043,57
-0.82978517,60.18681,1.2341955,48.513599157333374,0.97198963,-0.5841078,-0.27272728,17.408798,17.408798,1.8071556e-07,1160,272.4309,,4.7202063,12.702914,4.6688733,0.14999999,4.6970854,19.196815,,-0.8224674,-0.09679291,16.93061,58
-0.83026004,59.91288,1.102748,50.292399168014526,5.690695,-0.67780197,0.07070707,17.408798,17.408798,1.7464151e-07,1180,274.14148,,6.5410323,12.753533,2.8081093,0.14999999,4.6464663,19.196815,,-0.81657076,-0.22544746,15.689446,59
-0.75498724,59.563103,1.1015795,53.08228373527527,6.533173e-10,-0.53962785,-1.0,17.408798,17.408798,1.6886865e-07,1200,274.59955,,7.5285916,12.82334,7.4001828e-06,0.14999999,4.576659,19.196815,,-0.81083024,-0.92690766,16.94194,60
-0.77151656,59.046726,1.0107098,55.4940984249115,2.4282333e-06,-0.5981943,-0.7979798,17.408798,17.408798,1.6337734e-07,1220,274.73315,,5.0908,12.896178,3.3434026,0.14999999,4.5038214,19.196815,,-0.8062694,-0.55741125,17.266397,61
-0.787777,58.999687,1.2470167,57.55530500411987,1.8631672,-0.7125989,-0.21212122,17.408798,17.408798,1.581496e-07,1240,274.7444,,4.7567854,12.968637,0.38340282,0.14999999,4.431362,19.196815,,-0.8049375,-0.33299327,17.388706,62
-0.77416897,58.567818,1.045109,58.55321264266968,0.06526365,-0.5252726,-0.43434343,17.408798,17.408798,1.5316883e-07,1260,274.92487,,4.9480476,13.036113,3.5793836,0.14999999,4.363887,19.196815,,-0.79700637,-0.43575063,17.219597,63
-0.78888196,57.325317,0.90416074,59.369309425354004,0.034824785,-0.56171316,0.4949495,17.408798,17.408798,1.484197e-07,1280,275.03333,,7.976068,13.102604,2.037293e-08,0.14999999,4.2973957,19.196815,,-0.79291964,0.43563128,17.291534,64
-0.8038421,57.09153,1.2159297,60.18200969696045,0.29174075,-1.010574,-0.35353535,17.408798,17.408798,1.4388809e-07,1300,285.05652,,4.446687,13.014515,7.1322115e-06,0.14999999,4.3854847,19.196815,,-0.79817855,-0.5060324,7.376821,65
-0.81463134,57.23092,0.8179935,60.99627637863159,0.0008653065,-0.619864,-0.61616164,17.408798,17.408798,1.3956085e-07,1320,285.12134,,5.271887,13.07998,3.775468,0.14999999,4.3200197,19.196815,,-0.7925806,-0.6680806,17.33522,66
-0.8296561,56.802406,0.95828134,61.81101608276367,1.7297853e-06,-0.65618086,0.83838385,17.408798,17.408798,1.3542595e-07,1340,285.15637,,9.3154955,13.143933,6.4194557e-22,0.14999999,4.2560663,19.196815,,-0.7934245,0.9408233,17.36489,67
-0.84447116,56.48464,1.0267665,62.625110149383545,1.2477392e-06,-1.2582372,-0.8181818,17.408798,17.408798,1.3147212e-07,1360,301.51074,,4.955647,12.966018,1.2886927e-29,0.14999999,4.433982,19.196815,,-0.8014071,-0.6018006,1.0456829,68
-0.85906994,56.416412,0.86621785,63.4436469078064,2.1928194,-0.6481703,0.23232323,17.408798,17.408798,1.2768895e-07,1380,301.51892,,7.567046,13.03016,9.80659e-07,0.14999999,4.3698397,19.196815,,-0.7990902,0.07709645,17.391804,69
-0.8421732,56.420387,0.9866887,64.25940346717834,0.012042756,-0.8891713,-0.5151515,17.408798,17.408798,1.2406676e-07,1400,309.8684,,4.910203,12.973309,0.00266577,0.14999999,4.426691,19.196815,,-0.80261046,-0.8102851,9.050536,70
-0.85618585,56.074474,1.0508595,65.08438396453857,5.696044,-0.588653,-0.05050505,17.408798,17.408798,1.2059652e-07,1420,309.9364,,5.696044,13.0346985,1.286119e-05,0.14999999,4.365301,19.196815,,-0.79999036,-0.1393241,17.332039,71
-0.79300183,55.719627,1.0203947,67.10541558265686,6.786302e-10,-0.61537397,-1.0,17.408798,17.408798,1.1726989e-07,1440,311.2638,,7.848143,13.076891,3.4912094e-07,0.14999999,4.3231087,19.196815,,-0.7970008,-0.98029417,16.07253,72
-0.8067952,55.148796,0.79512596,69.80439877510071,2.5504237e-09,-0.6767908,1.0,17.408798,17.408798,1.1407902e-07,1460,311.44745,,11.353768,13.133595,7.443173e-38,0.14999999,4.266404,19.196815,,-0.7954473,0.88089395,17.216328,73
-0.82040083,55.032875,0.9404931,71.333078622818,4.084527e-05,-1.1659437,-0.7171717,17.408798,17.408798,1.1101664e-07,1480,326.8078,,5.075,12.983678,1.9246542e-24,0.14999999,4.4163218,19.196815,,-0.8037362,-0.698396,2.0396776,74
-0.83382326,54.89464,1.1737529,73.62002921104431,1.9509648,-0.6015188,-0.21212122,17.408798,17.408798,1.0807592e-07,1500,326.83386,,4.7974243,13.042215,0.02534844,0.14999999,4.3577843,19.196815,,-0.8020166,-0.24528308,17.373978,75
-0.82138824,54.033257,1.0706407,75.66641902923584,5.719686e-07,-0.5113049,-0.83838385,17.408798,17.408798,1.0525054e-07,1520,327.32703,,4.6972456,13.093066,0.0017863277,0.14999999,4.3069334,19.196815,,-0.79617125,-0.86701244,16.906816,76
-0.8344603,53.880264,1.1626374,77.14747762680054,0.30081147,-0.52759814,-0.35353535,17.408798,17.408798,1.02534514e-07,1540,327.42383,,4.4613385,13.147741,0.0128642395,0.14999999,4.2522583,19.196815,,-0.79200864,-0.28513563,17.30313,77
-0.8434647,53.828453,1.0359336,78.5654685497284,0.00065386714,-0.47219118,0.65656567,17.408798,17.408798,9.9922275e-08,1560,327.69006,,8.687956,13.198845,1.1786338e-08,0.14999999,4.2011547,19.196815,,-0.7860669,0.76551425,17.13379,78
-0.85619533,53.506596,0.9880433,79.98563051223755,5.840215,-1.1245375,0.07070707,17.408798,17.408798,9.74086e-08,1580,341.32092,,6.779122,13.079482,0.00017952133,0.14999999,4.3205175,19.196815,,-0.7903418,-0.1886905,3.7692165,79
-0.7974523,53.865852,1.2023926,82.22893142700195,2.2854767,-0.56005365,-0.1919192,17.408798,17.408798,9.49886e-08,1600,342.0315,,4.6791883,13.124606,4.6552863,0.14999999,4.2753935,19.196815,,-0.78791517,-0.44657254,16.689445,80
-0.7817068,53.649483,0.9274549,84.54609632492065,0.0042214384,-0.55465823,-0.5555556,17.408798,17.408798,9.265769e-08,1620,342.0647,,5.0631366,13.176979,3.5569367,0.14999999,4.2230206,19.196815,,-0.7827725,-0.45483,17.36675,81
-0.7939248,53.42987,1.0036025,86.81913256645203,6.79257e-10,-0.5299356,-1.0,17.408798,17.408798,9.041153e-08,1640,342.11414,,7.9196,13.227876,0.00611777,0.14999999,4.172124,19.196815,,-0.78070915,-1.2161989,17.350512,82
-0.8060461,53.131363,1.1922983,88.89179587364197,0.20816654,-2.0807834,-0.37373737,17.408798,17.408798,8.8246054e-08,1660,342.3181,,4.3382955,13.275684,3.011507e-06,0.14999999,4.1243153,19.196815,,-0.79660845,-0.39405686,17.19592,83
-0.8155174,53.044582,0.7476768,90.70670676231384,0.1735588,-0.4620755,0.41414142,17.408798,17.408798,8.6157456e-08,1680,342.41272,,8.554838,13.323658,2.0970983e-06,0.14999999,4.0763416,19.196815,,-0.7905435,0.5290974,17.305418,84
-0.8252879,52.603107,1.0368814,91.9874095916748,7.008991e-10,-1.1035225,-1.0,17.408798,17.408798,8.4142165e-08,1700,353.25696,,7.7219334,13.244036,2.1813286e-22,0.14999999,4.155964,19.196815,,-0.79739183,-1.1733413,6.5558596,85
-0.8369839,52.151848,1.1955707,93.37070035934448,0.2147074,-1.629481,-0.37373737,17.408798,17.408798,8.219674e-08,1720,353.46716,,4.282761,13.289917,9.161671e-06,0.14999999,4.1100826,19.196815,,-0.8069136,-0.45780748,17.18974,86
-0.8460512,51.850765,0.89030176,94.7917902469635,0.00050218625,-0.5009495,-0.6363636,17.408798,17.408798,8.031802e-08,1740,353.5658,,5.025571,13.336024,2.1611392,0.14999999,4.0639753,19.196815,,-0.80134284,-0.6592199,17.30136,87
-0.85747415,51.664772,1.0547018,96.04282355308533,7.238242e-10,-0.59986305,-1.0,17.408798,17.408798,7.850298e-08,1760,353.57593,,7.327706,13.3820915,0.36690733,0.14999999,4.017908,19.196815,,-0.8004094,-1.1498574,17.389824,88
-0.8687737,51.20814,0.8012304,97.9959785938263,2.7134983e-09,-1.3985467,1.0,17.408798,17.408798,7.674878e-08,1780,353.77893,,11.846941,13.424955,,0.14999999,3.9750443,19.196815,,-0.80677557,1.0213957,17.197102,89
-0.879947,51.219955,1.0598917,100.11768078804016,0.031233843,-1.4605742,-0.47474748,17.408798,17.408798,7.505273e-08,1800,371.17896,,4.507462,13.275789,2.8571824e-21,0.14999999,4.1242104,19.196815,,-0.8166024,-0.30123025,,90
-0.89064986,51.281673,1.0605646,102.16946959495544,4.034181,-0.45129338,-0.13131313,17.408798,17.408798,7.3412274e-08,1820,371.43335,,5.3166504,13.3183155,2.198727,0.14999999,4.081684,19.196815,,-0.81206477,-0.13971604,17.145582,91
-0.8582018,50.911167,0.7481284,104.35317921638489,2.1909165,-0.6041954,0.23232323,17.408798,17.408798,7.182504e-08,1840,372.52747,,8.084678,13.350787,0.22459143,0.14999999,4.0492125,19.196815,,-0.8092965,0.317701,16.305725,92
-0.8454776,50.87261,1.060718,106.36879420280457,2.9277084e-05,-1.0896024,0.75757575,17.408798,17.408798,7.028872e-08,1860,381.74194,,9.278972,13.295247,0.107314676,0.14999999,4.1047525,19.196815,,-0.8151744,0.80153185,8.185684,93
-0.85617256,50.885475,1.0702,108.19158339500427,7.2288325e-10,-1.1765376,-1.0,17.408798,17.408798,6.880116e-08,1880,395.8866,,7.2256403,13.18844,4.1051817e-31,0.14999999,4.2115593,19.196815,,-0.8186757,-0.8623847,3.2553387,94
-0.86675465,50.85268,1.2213128,110.00008988380432,1.0085961,-0.56884027,-0.27272728,17.408798,17.408798,6.736033e-08,1900,395.9845,,4.34122,13.231742,0.0020713515,0.14999999,4.1682577,19.196815,,-0.8155463,-0.16230172,17.302135,95
-0.8666651,50.685814,0.9438049,111.60785436630249,1.108354e-05,-0.57327586,-0.75757575,17.408798,17.408798,6.5964315e-08,1920,396.81226,,4.9487863,13.266538,0.0017945279,0.14999999,4.133462,19.196815,,-0.81088835,-0.70802325,16.572239,96
-0.87702775,50.41465,0.91477036,113.80015182495117,0.02448939,-0.611878,0.5151515,17.408798,17.408798,6.461123e-08,1940,396.85266,,8.730143,13.308735,1.7830474e-14,0.14999999,4.0912647,19.196815,,-0.8095329,0.58133316,17.359556,97
-0.88703185,50.051544,0.9813316,115.6396701335907,5.874481,-1.1231266,-0.05050505,17.408798,17.408798,6.329935e-08,1960,408.22485,,5.874481,13.23444,0.0011474217,0.14999999,4.16556,19.196815,,-0.81383497,-0.18089929,6.0277514,98
-0.83896846,50.116074,1.2249455,116.98939967155457,1.258362,-0.5442146,-0.25252524,17.408798,17.408798,6.2027055e-08,1980,408.94202,,4.3087115,13.269272,4.089366,0.14999999,4.130728,19.196815,,-0.8114339,-0.5689173,16.682892,99
-0.8363882,50.41111,0.9429967,119.43696308135986,0.00027468769,-0.61730385,-0.65656567,17.408798,17.408798,6.079271e-08,2000,408.9624,,5.0876026,13.310376,4.156897,0.14999999,4.0896235,19.196815,,-0.8073999,-0.80775636,17.379704,100
-0.8463357,49.866615,1.0202475,122.00535678863525,2.6168793e-06,-0.5800069,-0.7979798,17.408798,17.408798,5.9594853e-08,2020,409.01953,,4.740129,13.350301,4.740129,0.14999999,4.049699,19.196815,,-0.80581576,-0.8469999,17.342789,101
-0.856188,49.369495,1.0486906,124.65472292900085,7.228943e-10,-0.5401542,-1.0,17.408798,17.408798,5.8432047e-08,2040,409.1051,,7.235974,13.389165,2.7132165,0.14999999,4.0108347,19.196815,,-0.80313545,-1.1158316,17.31434,102
-0.86594415,49.103333,0.9957529,125.97546625137329,0.019666867,-1.16347,-0.4949495,17.408798,17.408798,5.7302962e-08,2060,409.30554,,4.6404624,13.426159,0.0016206999,0.14999999,3.9738407,19.196815,,-0.8063488,-0.62470907,17.199625,103
-0.87541515,48.83636,1.0158541,127.25358557701111,5.538391e-06,-0.5764309,-0.7777778,17.414396,17.414396,5.6206275e-08,2080,409.29114,,4.6108475,13.464508,2.8121378,0.14999999,3.9354916,19.203348,,-0.8042705,-0.76802903,17.414396,104
-0.88498455,48.640533,0.73540694,128.5711236000061,0.67540634,-0.5185551,0.33333334,17.414396,17.414396,5.5140777e-08,2100,409.3269,,8.528021,13.501649,8.777748e-12,0.14999999,3.8983507,19.203348,,-0.80150485,0.6187039,17.364296,105
