Regret,ReturnLastEpisode,LQGsigma_higher,Bound,ReturnAbsMax,IWMin,Regret/t,LQGmu1_higher,TimeElapsed,LQGmu1_actor,IWMean,DenMISEMeanLog,IWFirstEpisode,IWLastEpisode,ReturnMax,ReturnMin,IWMax,TimestepsSoFar,ReturnMean,ReturnStepMax,Iteration,Delta,DenMISELogLast,DenMISELogFirst
147.1948,9.040672,0.14999999,81.83091,17.39266,,5.661338,-0.7979798,22.905086278915405,-1.023705,1.083729,-0.8715854,0.0001462279,1.691644e-07,17.39266,,5.345931,520,11.738662,19.180443,26,8.993004e-07,-0.70911914,-0.72490627
147.40152,17.193274,0.14999999,80.90174,17.39266,,5.4593153,0.7373737,23.813044786453247,0.58349115,0.5420317,-0.8701435,6.829455e-07,7.3489146e-30,17.39266,,6.199119,540,11.940684,19.180443,27,8.3391916e-07,-0.8587894,-0.76264095
158.79666,6.0048656,0.14999999,79.838715,17.39266,,5.6713095,-0.3131313,24.37582755088806,-0.41298428,0.877336,-0.8875671,2.3530922,1.1241954e-07,17.39266,,5.171876,560,11.72869,19.180443,28,7.754171e-07,-0.8859417,-0.7990086
158.89883,17.297823,0.14999999,79.08272,17.39266,,5.479271,-0.5151515,25.218181133270264,-0.45457765,1.1442024,-0.88568604,0.14585418,4.1393843,17.39266,,5.1624026,580,11.920729,19.180443,29,7.2286224e-07,-0.6743242,-0.75340605
158.92078,17.378063,0.14999999,78.145096,17.39266,,5.2973585,0.33333334,26.115134477615356,0.30906063,1.1775823,-0.87191695,0.074471526,4.748758e-06,17.39266,,7.081309,600,12.102641,19.180443,30,6.754746e-07,-0.55983204,-0.7822907
168.08575,8.23499,0.14999999,75.26632,17.39266,,5.422122,-1.0,27.06519317626953,-1.1258003,0.952853,-0.8663794,1.3322577e-07,1.7308589e-16,17.39266,,8.559814,620,11.977878,19.180443,31,6.325984e-07,-0.8099561,-0.8126012
168.28769,17.198097,0.14999999,73.08752,17.39266,,5.2589903,1.0,27.91791605949402,1.1597149,1.1875,-0.8836209,8.1515576e-12,,17.39266,,12.876549,640,12.141009,19.180443,32,5.936788e-07,-1.3085278,-0.8443499
185.68771,,0.14999999,72.883484,17.39266,,5.6268997,-0.47474748,28.370155811309814,-0.42085126,1.1533309,-0.913583,0.32914132,2.916298e-25,17.39266,,5.0823097,660,11.7731,19.180443,33,5.582434e-07,-1.8934512,-0.8751216
185.75433,17.333363,0.14999999,72.46506,17.39266,,5.4633627,-0.17171717,28.973077058792114,0.124002516,0.7925301,-0.90022784,5.972765,1.1711329,17.39266,,5.972765,680,11.936637,19.180443,34,5.258885e-07,-0.5590746,-0.89505
194.1897,8.964654,0.14999999,72.5709,17.39266,,5.548277,0.13131313,29.49277949333191,0.022093944,1.2269776,-0.90739125,1.5709683,6.6589975,17.39266,,6.6589975,700,11.851723,19.180443,35,4.9626703e-07,-0.9189751,-0.7621997
202.445,9.144637,0.14999999,72.00312,17.39266,,5.623473,0.57575756,30.662554025650024,0.6350582,1.024376,-0.8989683,0.00016485859,0.006296908,17.39266,,7.7791266,720,11.776526,19.180443,36,4.6907957e-07,-0.7661986,-0.74646395
214.41226,5.432756,0.14999999,70.78949,17.39266,,5.7949257,-0.7979798,31.769417762756348,-0.7737082,0.9008955,-0.90104437,0.00015356416,1.02800126e-19,17.39266,,5.6514273,740,11.605074,19.180443,37,4.4406656e-07,-0.935831,-0.7738583
214.44489,17.367422,0.14999999,69.32097,17.39266,,5.6432858,-1.0,32.75107717514038,-0.87287915,0.9915211,-0.8976813,1.3162631e-07,1.6203699,17.39266,,7.996537,760,11.756714,19.180443,38,4.2100217e-07,-0.64242786,-0.80052245
214.54056,17.304287,0.14999999,68.95222,17.39266,,5.5010405,-0.61616164,33.901235580444336,-0.7819484,1.0035338,-0.8915465,0.020243965,1.1146196,17.39266,,4.918742,780,11.898959,19.180443,39,3.996891e-07,-0.59486234,-0.8264979
214.5907,17.349907,0.14999999,67.43439,17.39266,,5.364767,0.33333334,35.004443883895874,0.22300813,1.1368723,-0.8843547,0.079791985,4.7082577e-12,17.39266,,6.757745,800,12.035233,19.180443,40,3.799544e-07,-0.58130115,-0.8512968
223.3388,8.6518545,0.14999999,67.55668,17.39266,,5.4472885,-0.01010101,36.14486861228943,0.0710327,1.053028,-0.8804009,5.1172576,1.7884927,17.39266,,6.4312344,820,11.952711,19.180443,41,3.6164613e-07,-0.8107442,-0.87399656
231.68011,9.058714,0.14999999,67.100365,17.39266,,5.5161934,0.7979798,37.1352596282959,0.868362,0.53056616,-0.877386,6.546327e-08,4.527774e-05,17.39266,,4.345973,840,11.883806,19.180443,42,3.4462983e-07,-0.7625028,-0.78047895
246.84085,2.239266,0.14999999,67.03777,17.39266,,5.740484,-0.8181818,37.64041352272034,-1.0388125,1.0687419,-0.89255434,8.452407e-05,2.6984597e-27,17.39266,,5.051656,860,11.659515,19.180443,43,3.2878697e-07,-1.0542701,-0.80400944
247.04736,17.1934,0.14999999,66.73304,17.39266,,5.6147127,-0.35353535,38.643226146698,-0.33560905,0.90152174,-0.89230037,1.6189431,0.00019478885,17.39266,,5.1972404,880,11.785287,19.180443,44,3.140119e-07,-0.9138894,-0.826997
247.30774,17.139675,0.14999999,65.42775,17.39266,,5.4957275,-1.0,39.73012137413025,-1.0569772,1.0518116,-0.89051515,1.3332377e-07,0.00029004418,17.39266,,7.5884624,900,11.904272,19.180443,45,3.0021093e-07,-0.6855719,-0.81333643
247.50848,17.19923,0.14999999,63.56311,17.39266,,5.38062,0.17171717,40.83367037773132,0.1522272,1.2441975,-0.89048004,1.0576969,1.7503519e-14,17.39266,,6.3491488,920,12.01938,19.180443,46,2.8730017e-07,-0.89410144,-0.83531535
256.01483,8.89367,0.14999999,63.38337,17.39266,,5.4471235,-0.41414142,41.902031898498535,-0.5617353,1.0104903,-0.8835591,0.7787274,0.004563079,17.39266,,5.2572603,940,11.952876,19.180443,47,2.7520463e-07,-0.7603589,-0.8340885
256.03497,17.379808,0.14999999,63.133804,17.39266,,5.3340626,-0.65656567,42.79904222488403,-0.331786,0.94310856,-0.8783013,0.007956273,4.0003653,17.39266,,4.987953,960,12.065937,19.180443,48,2.6385726e-07,-0.6080442,-0.838709
256.20447,17.230545,0.14999999,62.851532,17.39266,,5.2286625,-0.1919192,43.46040344238281,-0.30601355,0.7723996,-0.87551796,5.399954,3.3539588,17.39266,,5.768881,980,12.171337,19.180443,49,2.531974e-07,-0.6666872,-0.85916257
256.44324,17.161234,0.14999999,62.919014,17.39266,,5.1288643,0.5555556,44.74402856826782,0.50850314,0.9713942,-0.87560976,0.00031095484,3.4556035e-07,17.39266,,7.859365,1000,12.271135,19.180443,50,2.4317083e-07,-0.6393095,-0.77482224
267.09283,6.7504134,0.14999999,62.542107,17.39266,,5.237115,1.0,46.054251194000244,0.8734926,1.2265713,-0.87845176,7.756078e-12,0.03195462,17.39266,,15.042174,1020,12.162885,19.180443,51,2.3372819e-07,-0.94658434,-0.79461867
282.33496,2.1579,0.14999999,62.43972,17.39266,,5.4295187,-1.0,46.83088827133179,-1.0173993,1.0527987,-0.8809942,1.3341712e-07,1.0816976e-33,17.39266,,7.4920044,1040,11.970481,19.180443,52,2.248251e-07,-1.1144904,-0.8140367
282.53845,17.196507,0.14999999,61.340538,17.39266,,5.3309145,-0.3939394,47.601365089416504,-0.42611903,1.0721179,-0.8787263,1.0134507,0.0010195277,17.39266,,5.018388,1060,12.069085,19.180443,53,2.1642118e-07,-0.77123266,-0.83308494
282.6256,17.312824,0.14999999,60.26408,17.39266,,5.2338076,0.01010101,48.387717485427856,-0.055182,1.0553777,-0.87206423,4.451056,0.06789557,17.39266,,6.380398,1080,12.166192,19.180443,54,2.0847979e-07,-0.5606552,-0.83283585
285.81995,14.20571,0.14999999,59.95479,17.39266,,5.196726,0.3939394,50.08407711982727,0.33496967,1.0579032,-0.87000346,0.020607678,0.06554063,17.39266,,7.1569686,1100,12.203274,19.180443,55,2.0096763e-07,-0.7791798,-0.77197933
295.13684,8.083069,0.14999999,59.974304,17.39266,,5.270301,-1.0,52.9919273853302,-1.0527276,1.059859,-0.8695321,1.3019944e-07,4.000427e-17,17.39266,,7.0522375,1120,12.129699,19.180443,56,1.9385428e-07,-0.86747736,-0.7896232
295.34088,17.196033,0.14999999,59.603294,17.39266,,5.1814184,-0.53535354,55.56020641326904,-0.49029386,1.0060854,-0.86890596,0.1059781,0.016329324,17.39266,,5.0158997,1140,12.218581,19.180443,57,1.8711206e-07,-0.85538006,-0.8073228
295.36768,17.373167,0.14999999,59.060173,17.39266,,5.0925465,-0.25252524,57.248170137405396,-0.37221268,0.87263674,-0.8637747,3.843779,1.3198711,17.39266,,5.556385,1160,12.307453,19.180443,58,1.8071556e-07,-0.5556622,-0.82285696
295.45923,17.308456,0.14999999,58.99079,17.39266,,5.007784,0.75757575,59.24404335021973,0.7580423,0.6983754,-0.86102724,3.2057218e-07,2.234428e-12,17.39266,,6.9805603,1180,12.392216,19.180443,59,1.7464151e-07,-0.55971754,-0.7757829
308.98633,3.8728638,0.14999999,58.75997,17.39266,,5.1497717,-0.8181818,61.844544410705566,-0.89896125,0.9262567,-0.86992836,8.356435e-05,8.204307e-24,17.39266,,5.09309,1200,12.250228,19.180443,60,1.6886865e-07,-1.0751622,-0.79259
309.10278,17.28359,0.14999999,58.158417,17.39266,,5.067258,-0.43434343,64.0496551990509,-0.19548479,1.1268466,-0.866912,0.5725467,0.03971979,17.39266,,4.7153277,1220,12.332742,19.180443,61,1.6337734e-07,-0.59301883,-0.8091179
309.7859,16.716791,0.14999999,57.99337,17.39266,,4.9965477,0.21212122,65.31639361381531,0.37272084,1.168242,-0.86312985,0.6038345,0.13782142,17.39266,,6.7953258,1240,12.403452,19.180443,62,1.581496e-07,-0.7320817,-0.8160362
319.34607,7.839827,0.14999999,57.84961,17.39266,,5.068986,-1.0,66.52356624603271,-1.1226037,1.0826937,-0.862066,1.3453023e-07,4.388281e-18,17.39266,,6.9117155,1260,12.331014,19.180443,63,1.5316883e-07,-0.9289515,-0.8223444
319.54626,17.199821,0.14999999,57.27595,17.39266,,4.9929104,-0.09090909,68.15681505203247,-0.27792457,0.8880652,-0.8665619,6.1018605,4.705632e-10,17.39266,,6.116451,1280,12.407089,19.180443,64,1.484197e-07,-1.1979225,-0.83809274
319.79248,17.153854,0.14999999,57.058304,17.39266,,4.9198837,-0.3131313,70.11774015426636,0.051271945,1.0523818,-0.865098,2.268803,4.9135475,17.39266,,4.9275208,1300,12.480116,19.180443,65,1.4388809e-07,-0.6413595,-0.7625307
328.107,9.085462,0.14999999,56.310566,17.39266,,4.9713173,0.53535354,72.38953590393066,0.4485778,1.0265068,-0.864051,0.0005426022,0.033317886,17.39266,,7.7519197,1320,12.428682,19.180443,66,1.3956085e-07,-0.8276024,-0.74348885
338.2343,7.2725964,0.14999999,56.344063,17.39266,,5.048274,-1.0,74.77661371231079,-0.7586147,1.0986362,-0.8654311,1.2621192e-07,3.8491344e-20,17.39266,,6.6238527,1340,12.351726,19.180443,67,1.3542595e-07,-0.94857603,-0.7585185
338.27356,17.36079,0.14999999,56.522125,17.39266,,4.9746113,-0.6969697,77.05759024620056,-0.52121997,0.84622,-0.86166054,0.0026910282,4.799023,17.39266,,5.2855377,1360,12.425388,19.180443,68,1.3147212e-07,-0.67467785,-0.7733336
338.2751,17.398483,0.14999999,56.37578,17.398483,,4.9025373,1.0,79.02121043205261,0.8996887,1.076776,-0.85996443,7.704091e-12,2.202189e-22,17.398483,,15.543185,1380,12.497462,19.186508,69,1.2768895e-07,-0.57907504,-0.7878928
353.94012,1.7349845,0.14999999,55.52089,17.398483,,5.056287,-0.5151515,80.29569339752197,-0.69749564,1.0365708,-0.8650435,0.15315996,4.2919582e-19,17.398483,,4.810624,1400,12.343713,19.186508,70,1.2406676e-07,-1.2132896,-0.80228156
353.9475,17.392624,0.14999999,55.22251,17.398483,,4.985175,0.07070707,81.81816673278809,0.1684435,1.1225715,-0.8614927,2.9177241,1.0079193e-05,17.398483,,6.5829234,1420,12.4148245,19.186508,71,1.2059652e-07,-0.6309035,-0.81428057
362.5011,8.846325,0.14999999,55.182175,17.398483,,5.0347385,0.33333334,83.6098108291626,0.57198805,1.1724461,-0.8603945,0.07489748,3.4821692,17.398483,,7.046319,1440,12.365261,19.186508,72,1.1726989e-07,-0.8736666,-0.7879941
373.77527,6.1258807,0.14999999,55.07804,17.398483,,5.1202097,-0.7979798,85.40436553955078,-0.55981076,0.930644,-0.8610914,0.00015774948,5.871788e-18,17.398483,,5.0844994,1460,12.27979,19.186508,73,1.1407902e-07,-1.0523782,-0.8007477
373.7719,17.40336,0.14999999,54.51927,17.40336,,5.050972,-0.57575756,87.20594453811646,-0.6910714,0.9972769,-0.85851103,0.04790707,4.747954,17.40336,,4.802153,1480,12.349028,19.191587,74,1.1101664e-07,-0.5851834,-0.8143512
373.77942,17.39254,0.14999999,54.24068,17.40336,,4.9837255,0.6969697,89.0040352344513,0.63568187,0.87934786,-0.85506743,3.2143655e-06,1.2127709e-18,17.40336,,8.295086,1500,12.416274,19.191587,75,1.0807592e-07,-0.5828213,-0.82712704
385.7539,5.425541,0.14999999,53.78313,17.40336,,5.0757084,-0.23232323,90.7984471321106,-0.25802517,0.85910976,-0.8595481,4.4075527,4.0746988e-07,17.40336,,5.6264925,1520,12.324291,19.191587,76,1.0525054e-07,-1.0514753,-0.8403722
386.08124,17.072527,0.14999999,53.22192,17.40336,,5.014043,-0.6969697,92.59073662757874,-0.562132,0.92220205,-0.8588988,0.0027556666,0.070883304,17.40336,,4.894581,1540,12.385957,19.191587,77,1.02534514e-07,-0.6567055,-0.7970695
386.1012,17.380096,0.14999999,53.49138,17.40336,,4.950016,-0.41414142,94.38539671897888,-0.4395395,1.0981245,-0.8558559,0.7601453,2.781538,17.40336,,4.601314,1560,12.449984,19.191587,78,9.9922275e-08,-0.5315164,-0.8099371
386.17798,17.323217,0.14999999,52.79223,17.40336,,4.8883286,-1.0,96.18873596191406,-0.68398464,0.9845064,-0.8502551,1.3327596e-07,0.0040501505,17.40336,,6.994067,1580,12.511671,19.191587,79,9.74086e-08,-0.4931734,-0.8129779
386.22595,17.352116,0.14999999,53.01391,17.40336,,4.8278236,-0.5555556,97.98573207855225,-0.32845378,1.082025,-0.8472065,0.07296914,3.2456841,17.40336,,4.4737396,1600,12.572176,19.191587,80,9.49886e-08,-0.56567866,-0.82555664
386.45422,17.171726,0.14999999,52.57161,17.40336,,4.771039,-0.07070707,99.7841796875,-0.25895393,0.8904694,-0.8429473,5.9405804,1.0737257,17.40336,,6.353881,1620,12.628961,19.191587,81,9.265769e-08,-0.5692501,-0.8370675
386.83508,17.019062,0.14999999,53.19107,17.40336,,4.7175016,-0.33333334,101.59406399726868,-0.29397786,1.0960699,-0.8420163,1.9029021,4.4697375,17.40336,,4.7256055,1640,12.682498,19.191587,82,9.041153e-08,-0.64208823,-0.77856183
387.073,17.162058,0.14999999,52.52737,17.40336,,4.6635303,0.45454547,103.38703203201294,0.6289778,1.1306518,-0.83767366,0.004873127,1.8236464e-05,17.40336,,7.678859,1660,12.736469,19.191587,83,8.8246054e-08,-0.5605613,-0.7677422
398.97034,5.5027337,0.14999999,52.615627,17.40336,,4.749647,0.85858583,105.18677091598511,1.0493523,0.8624973,-0.83958733,5.231273e-09,2.4724467,17.40336,,9.875321,1680,12.6503525,19.191587,84,8.6157456e-08,-1.0985793,-0.7796597
416.37036,,0.14999999,52.114426,17.40336,,4.8984747,-0.33333334,106.99526476860046,-0.28011227,1.1046877,-0.85071594,1.927671,4.7655964e-18,17.40336,,4.6315775,1700,12.501525,19.191587,85,8.4142165e-08,-1.6215944,-0.7914942
416.6964,17.074022,0.14999999,51.690315,17.40336,,4.8453064,0.1919192,109.19333624839783,0.29614872,1.0690072,-0.8463073,0.7710345,0.032921273,17.40336,,6.9246535,1720,12.554693,19.191587,86,8.219674e-08,-0.5595984,-0.78076506
425.79016,8.306138,0.14999999,51.516903,17.40336,,4.8941402,-0.7979798,112.1568808555603,-1.0129426,0.90110105,-0.8468131,0.00015503656,1.8949686e-11,17.40336,,5.0232944,1740,12.505859,19.191587,87,8.031802e-08,-0.9351913,-0.7834003
425.9972,17.19294,0.14999999,51.126366,17.40336,,4.8408775,-0.23232323,115.10407638549805,-0.35849223,0.969708,-0.8476592,4.2113137,7.864835e-06,17.40336,,5.161735,1760,12.559122,19.191587,88,7.850298e-08,-0.8101904,-0.7948272
426.06677,17.330486,0.14999999,51.074146,17.40336,,4.7872667,-1.0,118.07090020179749,-1.1363257,0.96706766,-0.8440382,1.2632077e-07,0.0004599201,17.40336,,7.161932,1780,12.612733,19.191587,89,7.674878e-08,-0.48252088,-0.75938076
426.27588,17.19091,0.14999999,51.01106,17.40336,,4.7363987,-0.43434343,121.0411913394928,-0.526634,1.1448292,-0.85023606,0.55088747,0.00017933978,17.40336,,4.297283,1800,12.663601,19.191587,90,7.505273e-08,-1.3462386,-0.77055407
426.28015,17.395805,0.14999999,50.750454,17.40336,,4.6843967,0.61616164,123.92664551734924,0.7338771,1.0363979,-0.8447772,4.7813428e-05,1.0727796e-12,17.40336,,8.354684,1820,12.715603,19.191587,91,7.3412274e-08,-0.4828704,-0.7755016
439.47888,4.201109,0.14999999,50.485653,17.40336,,4.776945,1.0,126.17943096160889,0.87246853,1.0898799,-0.8479427,7.692829e-12,1.729881,17.40336,,16.16342,1840,12.6230545,19.191587,92,7.182504e-08,-1.14368,-0.7864301
454.7047,2.174179,0.14999999,50.300804,17.40336,,4.8892984,-0.5959596,129.06486582756042,-0.8594713,0.98679477,-0.85155576,0.030705621,1.3845879e-20,17.40336,,4.5118446,1860,12.510701,19.191587,93,7.028872e-08,-1.2128779,-0.79724103
454.78455,17.320187,0.14999999,50.745377,17.40336,,4.838134,-1.0,132.0224792957306,-0.96041423,1.0153172,-0.8494114,1.3256192e-07,3.2069976,17.40336,,7.062062,1880,12.561866,19.191587,94,6.880116e-08,-0.6260051,-0.8076062
454.9441,17.240562,0.14999999,49.852814,17.40336,,4.788885,-0.8181818,134.26250648498535,-0.7956146,0.9220532,-0.8474595,8.5731095e-05,3.2714734,17.40336,,4.783638,1900,12.6111145,19.191587,95,6.736033e-08,-0.656616,-0.8181883
455.0116,17.332344,0.14999999,49.732548,17.40336,,4.739705,0.2929293,136.09979963302612,0.09800388,1.0656368,-0.8454618,0.1666207,1.7187701e-11,17.40336,,7.4146395,1920,12.660295,19.191587,96,6.5964315e-08,-0.5667241,-0.82865876
463.3944,9.017205,0.14999999,49.872005,17.40336,,4.7772627,0.030303031,137.93904733657837,0.090394035,0.9702711,-0.8461458,3.9794261,6.241877,17.40336,,6.843321,1940,12.622737,19.191587,97,6.461123e-08,-0.954953,-0.83728737
471.76416,9.030258,0.14999999,49.41587,17.40336,,4.81392,-0.37373737,140.04632019996643,-0.35821438,1.1065397,-0.84720814,1.263561,0.054606423,17.40336,,4.4591026,1960,12.58608,19.191587,98,6.329935e-08,-0.9012817,-0.80733806
471.94202,17.22207,0.14999999,49.275135,17.40336,,4.767091,-1.0,142.8858561515808,-1.1563408,1.0046848,-0.84264845,1.3217463e-07,0.0004586969,17.40336,,6.841751,1980,12.632909,19.191587,99,6.2027055e-08,-0.48778316,-0.8046794
472.14514,17.196991,0.14999999,48.713413,17.40336,,4.721451,-0.17171717,145.87606978416443,-0.21335378,0.85930026,-0.848833,5.511791,4.968188e-09,17.40336,,5.511791,2000,12.678549,19.191587,100,6.079271e-08,-1.4456912,-0.8147297
472.75708,16.7879,0.14999999,48.64395,17.40336,,4.680764,-0.3939394,148.84669160842896,-0.33928806,1.1211966,-0.848197,0.9524703,2.433254,17.40336,,4.2583737,2020,12.719235,19.191587,101,5.9594853e-08,-0.6357407,-0.7710275
472.91663,17.240479,0.14999999,48.58877,17.40336,,4.6364374,-1.0,151.8572814464569,-1.1314121,1.0204941,-0.8434288,1.2786028e-07,0.00026037928,17.40336,,6.6893,2040,12.763562,19.191587,102,5.8432047e-08,-0.46934432,-0.7714936
473.12207,17.194637,0.14999999,48.432102,17.40336,,4.593418,0.7979798,154.87217235565186,0.8163583,0.9257944,-0.84722346,6.551373e-08,1.0836624e-35,17.40336,,8.963186,2060,12.8065815,19.191587,103,5.7302962e-08,-1.235091,-0.78124976
487.48523,3.0369396,0.14999999,48.202103,17.40336,,4.687358,-0.67676765,157.49503993988037,-0.52478343,0.8787636,-0.8515679,0.004599293,2.697593e-21,17.40336,,4.913919,2080,12.712642,19.191587,104,5.6206275e-08,-1.2026722,-0.7909117
487.47913,17.406092,0.14999999,48.2159,17.406092,,4.642658,-0.3939394,160.48032474517822,-0.5793785,1.1392273,-0.84937197,0.98089784,2.9724274,17.406092,,4.2258997,2100,12.757341,19.193949,105,5.5140777e-08,-0.49164546,-0.8004369
