Iteration,DenMISEMeanLog,ActionIn1,Bound,BoundBonus,Delta,NumTrajectories,TimestepsSoFar,IWMax,ReturnMax,InvPendulum_std0_higher,Regret,AvgEpLen,DenMISELogFirst,InvPendulum_std2_higher,IWLastEpisode,GridSize,InvPendulum_mu3_higher,InvPendulum_mu1_higher,InvPendulum_mu2_higher,ReturnMin,IWMean,MinEpLen,BoundMISE,IWMin,Regret/t,NumTrainableParams,ReturnLastEpisode,IWFirstEpisode,ReturnMean,TimeElapsed,ReturnAbsMax,InvPendulum_std3_higher,InvPendulum_mu0_higher,DenMISELogLast,InvPendulum_std1_higher
80,4.2881722,-0.16578215,5768568400000.0,5768568400000.0,2.3167952e-07,80,5255,0.0024495095,-88.530754,0.03,11836.212,65.6875,1.9643694,0.03,,81,-0.2,,-0.2,-499.0767,3.072567e-05,13,-0.0035576366,,147.95265,,-109.91413,,-142.95265,36.629186153411865,499.0767,0.03,0.2,3.7077537,0.03
81,4.2885327,0.11364925,5773256600000.0,5773256600000.0,2.2599437e-07,81,5268,4.0104424e-06,-88.530754,0.03,11947.381,65.03703703703704,1.9519469,0.03,2.0011857e-32,81,0.2,,-0.2,-499.0767,6.157408e-08,13,-6.8815366e-06,,147.49854,,-106.16908,,-142.49854,37.123271226882935,499.0767,0.03,0.2,5.3111506,0.03
82,4.2680316,0.20444725,5777884000000.0,5777884000000.0,2.2051593e-07,82,5283,1.8277502e-05,-88.530754,0.03,12060.005,64.42682926829268,1.9396768,0.03,1.552045e-11,81,,,,-499.0767,2.3288442e-07,13,-2.7874195e-05,,147.07323,,-107.624695,,-142.07323,37.555819272994995,499.0767,0.03,0.2,3.6012995,0.03
83,4.2612586,0.15445887,5782451500000.0,5782451500000.0,2.1523427e-07,83,5305,3.0733354e-06,-88.530754,0.03,12184.586,63.91566265060241,1.9275554,0.03,3.316333e-16,81,-0.2,,0.2,-499.0767,3.8979618e-08,13,-4.5798547e-06,,146.80225,,-119.58084,,-141.80225,38.046743631362915,499.0767,0.03,0.2,4.699807,0.03
84,4.257398,0.58446485,5786961000000.0,5786961000000.0,2.1014014e-07,84,5320,2.908735e-06,-88.530754,0.03,12294.646,63.333333333333336,1.9155792,0.03,,81,0.2,,0.2,-499.0767,7.5172906e-08,13,-1.012309e-05,,146.36484,,-105.06006,,-141.36484,38.533313274383545,499.0767,0.03,0.2,4.931013,0.03
85,4.245752,-0.24108371,5791413000000.0,5791413000000.0,2.052248e-07,85,5337,8.6332483e-07,-88.530754,0.03,12411.097,62.78823529411765,1.9037447,0.03,,81,,0.2,-0.2,-499.0767,2.443237e-08,13,-3.1148518e-06,,146.01291,,-111.45108,,-141.01291,39.010878801345825,499.0767,0.03,-0.2,4.261598,0.03
86,4.2354674,-0.19410494,5795810400000.0,5795810400000.0,2.0047987e-07,86,5353,0.00020536655,-88.530754,0.03,12526.775,62.24418604651163,1.8920487,0.03,9.3593725e-14,81,-0.2,0.2,,-499.0767,2.407734e-06,13,-0.0003547678,,145.66017,,-110.67894,,-140.66017,39.51272463798523,499.0767,0.03,-0.2,4.3554683,0.03
87,4.2371244,0.35683763,5800153000000.0,5800153000000.0,1.9589761e-07,87,5372,0.0003236485,-88.530754,0.03,12643.047,61.747126436781606,1.8804879,0.03,2.9958994e-37,81,0.2,0.2,,-499.0767,3.7333905e-06,13,-0.00042468216,,145.32237,,-111.270966,,-140.32237,40.00575828552246,499.0767,0.03,-0.2,5.3738165,0.03
88,4.203473,0.21232949,5804443300000.0,5804443300000.0,1.9147068e-07,88,5388,8.7114386e-05,-88.530754,0.03,12760.576,61.22727272727273,1.8690592,0.03,4.972303e-20,81,,0.2,0.2,-499.0767,1.1191947e-06,13,-0.00012287266,,145.00655,,-112.528755,,-140.00655,40.53017020225525,499.0767,0.03,-0.2,2.2701297,0.03
89,4.144752,-0.297242,5808681600000.0,5808681600000.0,1.8719217e-07,89,5405,1.562572e-07,-88.530754,0.03,12877.594,60.73033707865169,1.8577596,0.03,,81,-0.2,0.2,-0.2,-499.0767,2.6048432e-09,13,-2.867352e-07,,144.69206,,-112.01894,,-139.69206,41.031989336013794,499.0767,0.03,,-0.02835929,0.03
90,4.1107373,0.13876694,5812869700000.0,5812869700000.0,1.8305543e-07,90,5420,0.00052489695,-88.530754,0.03,12993.463,60.22222222222222,1.8465863,0.03,1.2990481e-36,81,0.2,0.2,-0.2,-499.0767,7.250002e-06,13,-0.0008017277,,144.37181,,-110.86919,,-139.37181,41.525187492370605,499.0767,0.03,,2.0778449,0.03
91,4.0903506,0.27060288,5817008400000.0,5817008400000.0,1.7905434e-07,91,5432,0.002736092,-88.530754,0.03,13103.002,59.69230769230769,1.8355365,0.03,4.9712522e-23,81,,0.2,,-499.0767,3.0428639e-05,12,-0.0033437728,,143.98903,,-104.53818,,-138.98903,42.04053735733032,499.0767,0.03,,3.250038,0.03
92,4.078038,0.20427553,5821099400000.0,5821099400000.0,1.7518303e-07,92,5463,4.4650546e-06,-88.530754,0.03,13234.506,59.380434782608695,1.8246075,0.03,1.3266431e-19,81,-0.2,0.2,0.2,-499.0767,7.0948424e-08,12,-7.904643e-06,,143.85332,,-126.504036,,-138.85332,42.61786222457886,499.0767,0.03,,3.9521346,0.03
93,4.084898,0.6885691,5825143000000.0,5825143000000.0,1.7143589e-07,93,5478,0.00741241,-88.530754,0.03,13349.531,58.903225806451616,1.8137965,0.03,,81,0.2,0.2,0.2,-499.0767,7.983469e-05,12,-0.010817987,,143.54335,,-110.024994,,-138.54335,43.14290189743042,499.0767,0.03,,5.7105646,0.03
94,4.071404,0.07792343,5829141000000.0,5829141000000.0,1.6780771e-07,94,5510,0.0011127249,-88.530754,0.03,13478.302,58.61702127659574,1.8031012,0.03,,81,,0.2,-0.2,-499.0767,1.1946978e-05,12,-0.0013104306,,143.38618,,-123.77085,,-138.38618,43.701369524002075,499.0767,0.03,0.2,3.8110697,0.03
95,4.030344,0.34446353,5833094000000.0,5833094000000.0,1.642935e-07,95,5546,3.42713e-05,-88.530754,0.03,13598.966,58.37894736842105,1.7925191,0.03,3.184042e-19,81,-0.2,0.2,,-499.0767,3.7909282e-07,12,-4.031397e-05,,143.147,,-115.664444,,-138.147,44.28370785713196,499.0767,0.03,0.2,1.165396,0.03
96,3.9537868,0.48645097,5837002000000.0,5837002000000.0,1.6088858e-07,96,5559,1.077168e-07,-88.530754,0.03,13708.956,57.90625,1.7820479,0.03,7.308801e-36,81,0.2,0.2,,-499.0767,2.118554e-09,12,-2.6227153e-07,,142.80162,,-104.990364,,-137.80162,44.78523635864258,499.0767,0.03,0.2,-2.3243358,0.03
97,3.932013,0.6142193,5840868000000.0,5840868000000.0,1.5758837e-07,97,5588,0.0023446442,-88.530754,0.03,13840.492,57.608247422680414,1.771685,0.03,1.6008818e-22,81,,0.2,0.2,-499.0767,4.6970115e-05,12,-0.005526512,,142.68549,,-126.53569,,-137.68549,45.321481227874756,499.0767,0.03,0.2,2.8365388,0.03
98,3.9364338,-0.5297092,3384.1357,3453.9946,1.5438867e-07,98,5616,97.96586,-88.530754,0.03,13960.166,57.30612244897959,1.7614285,0.03,,81,-0.2,-0.2,,-499.0767,1.0002723,12,-69.858765,,142.45067,,-114.67471,,-137.45067,45.90847206115723,499.0767,0.03,-0.2,5.3600674,0.03
99,3.9460595,-0.19004422,3378.4844,3456.2297,1.5128549e-07,99,5692,99.00001,-88.530754,0.03,14070.623,57.494949494949495,1.7512761,0.03,1.2329533e-06,81,-0.2,-0.2,,-499.0767,1.0000027,12,-77.74533,,142.1275,,-105.45608,,-137.1275,46.537941694259644,499.0767,0.03,,5.1907063,0.03
100,3.900855,-0.10016708,3377.932,3458.441,1.482749e-07,100,5766,100.00001,-80.88866,0.03,14156.512,57.66,1.7412258,0.03,0.06012474,81,-0.2,-0.2,0.2,-499.0767,1.0006013,12,-80.509094,,141.56512,,-80.88866,,-136.56512,47.151933670043945,499.0767,0.03,,-0.27254775,0.03
101,3.9012964,0.30422673,3378.226,3460.629,1.453533e-07,101,5786,100.996376,-80.88866,0.03,14264.724,57.28712871287129,1.7312754,0.03,,81,0.2,0.2,-0.2,-499.0767,0.9999714,12,-82.40281,,141.2349,,-103.212265,,-136.2349,47.71279048919678,499.0767,0.03,,4.246731,0.03
102,3.8935385,-0.034579158,3380.2134,3462.794,1.425172e-07,102,5808,102.0,-80.88866,0.03,14380.406,56.94117647058823,1.7214231,0.03,,81,-0.2,,0.2,-499.0767,1.0000316,12,-82.580536,,140.98438,,-110.68255,,-135.98438,48.23199105262756,499.0767,0.03,,3.4119418,0.03
103,3.8845937,-0.20308287,3382.2388,3464.9363,1.3976332e-07,103,5822,102.80024,-80.88866,0.03,14494.739,56.52427184466019,1.7116671,0.03,4.941725e-13,81,-0.2,,0.2,-499.0767,0.9980606,12,-82.697464,,140.72562,,-109.33259,,-135.72562,48.746525287628174,499.0767,0.03,-0.2,3.2741919,0.03
104,3.8976924,0.13507247,3384.298,3467.0566,1.3708848e-07,104,5864,104.000015,-80.88866,0.03,14598.891,56.38461538461539,1.7020051,0.03,,81,-0.2,0.2,,-499.0767,1.0000005,12,-82.75848,,140.37395,,-99.15104,,-135.37395,49.319355487823486,499.0767,0.03,0.2,5.5498357,0.03
105,3.9048743,0.021043196,3386.3418,3469.1555,1.344897e-07,105,5890,104.999985,-80.88866,0.03,14710.588,56.095238095238095,1.6924356,0.03,3.8710558e-22,81,-0.2,,0.2,-499.0767,1.0000025,12,-82.81366,,140.10083,,-106.69883,,-135.10083,49.88973140716553,499.0767,0.03,0.2,4.953873,0.03
106,3.8753402,-0.39755598,3388.3982,3471.2332,1.3196414e-07,106,5912,106.000015,-80.88866,0.03,14833.59,55.77358490566038,1.6829569,0.03,,81,,,-0.2,-499.0767,1.0000001,12,-82.835,,139.93953,,-118.00109,,-134.93953,50.40405011177063,499.0767,0.03,,1.0763985,0.03
107,3.802115,-0.17294605,3390.2537,3473.2903,1.2950903e-07,107,5942,106.999985,-80.88866,0.03,14960.727,55.532710280373834,1.6735672,0.03,2.5593732e-07,81,-0.2,,,-499.0767,1.0003971,12,-83.03665,,139.81987,,-122.136284,,-134.81987,50.95766282081604,499.0767,0.03,,-3.6576352,0.03
108,3.819153,-0.26095945,3391.6357,3475.327,1.2712182e-07,108,5992,108.00001,-80.88866,0.03,15086.268,55.48148148148148,1.6642648,0.03,1.1324553e-18,81,-0.2,,-0.2,-499.0767,1.0000308,12,-83.69112,,139.68767,,-120.540764,,-134.68767,51.50235724449158,499.0767,0.03,0.2,5.944083,0.03
109,3.8132756,-0.36240494,3393.189,3477.3435,1.2480002e-07,109,6007,108.98744,-80.88866,0.03,15197.355,55.11009174311926,1.6550481,0.03,,81,,,-0.2,-499.0767,1.0003643,12,-84.154564,,139.42528,,-106.089165,,-134.42528,52.02791380882263,499.0767,0.03,-0.2,3.4807065,0.03
110,3.8228483,0.153062,3394.5056,3479.3406,1.2254124e-07,110,6023,109.99004,-80.88866,0.03,15309.134,54.75454545454546,1.6459156,0.03,,81,0.2,,-0.2,-499.0767,0.9999096,12,-84.83496,,139.17395,,-106.777916,,-134.17395,52.59385871887207,499.0767,0.03,0.2,5.1681566,0.03
111,3.8144448,0.001286082,3395.3855,3481.3188,1.2034323e-07,111,6051,110.99996,-80.88866,0.03,15436.242,54.513513513513516,1.6368659,0.03,1.8127413e-09,81,,,-0.2,-499.0767,1.0000452,12,-85.93341,,139.06525,,-122.10827,,-134.06525,53.1945219039917,499.0767,0.03,0.2,3.1924052,0.03
112,3.8154309,0.44917816,3397.0154,3483.2778,1.1820383e-07,112,6067,111.99661,-80.88866,0.03,15547.418,54.169642857142854,1.6278971,0.03,,81,,0.2,0.2,-499.0767,0.9999706,12,-86.26253,,138.81624,,-106.1757,,-133.81624,53.73311686515808,499.0767,0.03,,4.2272067,0.03
113,3.8267765,-0.08029337,3398.6414,3485.2183,1.1612101e-07,113,6088,113.00001,-80.88866,0.03,15668.919,53.876106194690266,1.6190082,0.03,9.63946e-23,81,-0.2,0.2,,-499.0767,1.0000001,12,-86.576935,,138.663,,-116.50138,,-133.663,54.35298228263855,499.0767,0.03,,5.3999357,0.03
114,3.8117874,0.20036979,3400.5012,3487.1409,1.1409273e-07,114,6108,113.999565,-80.88866,0.03,15778.303,53.578947368421055,1.6101975,0.03,1.6367435e-18,81,,,0.2,-499.0767,0.99999624,12,-86.6396,,138.40616,,-104.38406,,-133.40616,54.946569204330444,499.0767,0.03,,2.420481,0.03
115,3.7999458,0.10614556,3402.318,3489.0452,1.1211712e-07,115,6125,115.00001,-80.88866,0.03,15889.356,53.26086956521739,1.6014639,0.03,3.918198e-21,81,-0.2,0.2,0.2,-499.0767,1.0000001,12,-86.72699,,138.16832,,-106.05357,,-133.16832,55.48257064819336,499.0767,0.03,,2.7525036,0.03
116,3.8070848,0.022385769,3403.9746,3490.9324,1.1019242e-07,116,6141,115.9985,-80.88866,0.03,16000.18,52.939655172413794,1.5928059,0.03,,81,,0.2,-0.2,-499.0767,1.0043263,12,-86.95769,,137.93259,,-105.823074,,-132.93259,56.00642466545105,499.0767,0.03,,4.9305987,0.03
117,3.7962122,-0.34171718,3405.5598,3492.8025,1.0831683e-07,117,6158,116.99997,-80.88866,0.03,16116.552,52.63247863247863,1.5842221,0.03,7.0862222e-12,81,,0.2,-0.2,-499.0767,1.000002,12,-87.2427,,137.7483,,-111.37192,,-132.7483,56.55641579627991,499.0767,0.03,-0.2,2.8332117,0.03
118,3.777129,-0.1721607,3407.263,3494.6553,1.0648873e-07,118,6173,115.54279,-80.88866,0.03,16226.719,52.313559322033896,1.5757114,0.03,1.0910308e-13,81,-0.2,0.2,-0.2,-499.0767,0.9791762,12,-87.39242,,137.51457,,-105.166916,,-132.51457,57.10118007659912,499.0767,0.03,,1.8469867,0.03
119,3.7877612,-0.2279327,3408.7822,3496.492,1.0470651e-07,119,6192,118.99998,-80.88866,0.03,16344.225,52.03361344537815,1.5672725,0.03,1.00769113e-19,81,-0.2,0.2,,-499.0767,1.0000033,12,-87.709595,,137.34642,,-112.506035,,-132.34642,57.67145800590515,499.0767,0.03,-0.2,5.355518,0.03
120,3.8002791,0.56475866,3410.4607,3498.3118,1.0296869e-07,120,6206,119.99921,-80.88866,0.03,16456.744,51.71666666666667,1.5589043,0.03,,81,0.2,,0.2,-499.0767,0.9999935,12,-87.851105,,137.13954,,-107.51967,,-132.13954,58.250993967056274,499.0767,0.03,0.2,5.5925317,0.03
121,3.789827,0.1314184,3411.817,3500.1157,1.0127375e-07,121,6240,120.9999,-80.88866,0.03,16591.455,51.570247933884296,1.5506054,0.03,,81,,0.2,0.2,-499.0767,1.0000004,12,-88.298836,,137.11946,,-129.71075,,-132.11946,58.82603573799133,499.0767,0.03,-0.2,2.8383667,0.03
122,3.7696893,-0.44833326,3413.5042,3501.9036,9.962032e-08,122,6258,121.99998,-80.88866,0.03,16702.525,51.295081967213115,1.542375,0.03,6.1370285e-26,81,-0.2,,,-499.0767,1.0001751,12,-88.39931,,136.90594,,-106.07017,,-131.90594,59.41865420341492,499.0767,0.03,-0.2,1.6356802,0.03
123,3.763457,-0.39832327,3415.2595,3503.6765,9.800708e-08,123,6383,122.99994,-80.88866,0.03,16807.99,51.89430894308943,1.5342116,0.03,2.7301353e-14,81,-0.2,,-0.2,-499.0767,1.0171063,12,-88.4169,,136.65033,,-100.46517,,-131.65033,60.174010276794434,499.0767,0.03,,3.305746,0.03
124,3.7648005,0.2386044,3416.7332,3505.434,9.6432686e-08,124,6403,123.998695,-80.88866,0.03,16924.488,51.63709677419355,1.5261145,0.03,,81,0.2,0.2,,-499.0767,0.99999315,12,-88.70099,,136.48782,,-111.49939,,-131.48782,60.75978684425354,499.0767,0.03,-0.2,4.2159147,0.03
125,3.771265,-0.07550682,3418.063,3507.1765,9.489594e-08,125,6446,124.99983,-80.88866,0.03,17068.766,51.568,1.5180823,0.03,1.4921962e-31,81,0.2,,-0.2,-499.0767,1.0000168,12,-89.11346,,136.55013,,-139.27454,,-131.55013,61.35156750679016,499.0767,0.03,,4.8757334,0.03
126,3.777077,0.5759804,3418.5063,3508.904,9.339563e-08,126,6462,125.999985,-80.88866,0.03,17185.566,51.285714285714285,1.5101141,0.03,,81,,0.2,0.2,-499.0767,1.0000468,12,-90.39764,,136.39339,,-111.80245,,-131.39339,61.93061709403992,499.0767,0.03,0.2,4.8063445,0.03
127,3.7648208,-0.5523434,3419.505,3510.618,9.193063e-08,127,6480,126.99936,-80.88866,0.03,17304.918,51.023622047244096,1.502209,0.03,,81,-0.2,-0.2,-0.2,-499.0767,1.0000403,12,-91.11313,,136.2592,,-114.35009,,-131.2592,62.53436493873596,499.0767,0.03,,2.5234642,0.03
128,3.7770517,0.15556517,3421.1423,3512.317,9.049982e-08,128,6503,126.893906,-80.88866,0.03,17412.791,50.8046875,1.4943657,0.03,,81,,0.2,-0.2,-499.0767,0.99137986,12,-91.174545,,136.03743,,-102.87401,,-131.03743,63.146543741226196,499.0767,0.03,0.2,5.6332607,0.03
129,3.783365,0.38731638,3422.393,3514.0015,8.910215e-08,129,6520,128.99377,-80.88866,0.03,17528.266,50.542635658914726,1.4865836,0.03,,81,,,0.2,-499.0767,0.99995756,12,-91.608505,,135.87802,,-110.47412,,-130.87802,63.79845666885376,499.0767,0.03,0.2,4.898714,0.03
130,3.7909894,0.13659947,3423.582,3515.673,8.773663e-08,130,6544,129.9999,-80.88866,0.03,17646.555,50.33846153846154,1.4788616,0.03,,81,,,0.2,-499.0767,0.99999976,12,-92.09101,,135.74272,,-113.28827,,-130.74272,64.35478472709656,499.0767,0.03,-0.2,5.0776024,0.03
131,3.7740269,-0.14876741,3424.1833,3517.3303,8.640225e-08,131,6570,131.00002,-80.88866,0.03,17770.777,50.152671755725194,1.4711987,0.03,,81,-0.2,,,-499.0767,1.0011921,12,-93.147,,135.65479,,-119.22555,,-130.65479,65.00869917869568,499.0767,0.03,0.2,1.8718947,0.03
132,3.7602298,0.4663216,3425.0068,3518.9746,8.509808e-08,132,6596,131.99397,-80.88866,0.03,17889.582,49.96969696969697,1.4635941,0.03,5.1847316e-29,81,,0.2,,-499.0767,0.99995434,12,-93.96785,,135.52713,,-113.80242,,-130.52713,65.62985634803772,499.0767,0.03,0.2,2.2547057,0.03
133,3.768566,0.25278232,3426.3464,3520.6057,8.382322e-08,133,6617,132.99985,-80.88866,0.03,18011.893,49.75187969924812,1.4560469,0.03,6.663817e-11,81,,,,-499.0767,0.999999,12,-94.25937,,135.42776,,-117.31094,,-130.42776,66.20055913925171,499.0767,0.03,0.2,5.172,0.03
134,3.7806964,0.4791512,3426.3804,3522.2239,8.2576804e-08,134,6640,133.99997,-80.88866,0.03,18136.04,49.55223880597015,1.4485562,0.03,3.5598256e-28,81,0.2,,0.2,-499.0767,1.0000005,12,-95.84341,,135.34358,,-119.147736,,-130.34358,66.82420563697815,499.0767,0.03,,5.697142,0.03
135,3.7792807,0.20277289,3426.9487,3523.829,8.135797e-08,135,6652,134.99834,-80.88866,0.03,18245.445,49.27407407407407,1.4411212,0.03,1.1153789e-33,81,,-0.2,0.2,-499.0767,0.99998814,12,-96.880394,,135.15144,,-104.405174,,-130.15144,67.4080913066864,499.0767,0.03,0.2,3.8927646,0.03
136,3.778304,0.6304753,3427.8486,3525.4216,8.0165925e-08,136,6691,136.0,-80.88866,0.03,18384.742,49.1985294117647,1.4337411,0.03,,81,0.2,0.2,0.2,-499.0767,1.0000811,12,-97.57308,,135.18193,,-134.29634,,-130.18193,68.10051798820496,499.0767,0.03,,3.9496593,0.03
137,3.7544124,0.20596112,3428.7454,3527.002,7.8999896e-08,137,6712,136.99948,-80.88866,0.03,18506.318,48.99270072992701,1.4264151,0.03,1.4392206e-22,81,0.2,,,-499.0767,0.99999934,12,-98.25671,,135.08261,,-116.5772,,-130.08261,68.76992607116699,499.0767,0.03,,0.80821216,0.03
138,3.7570004,-0.18581021,3430.217,3528.5703,7.785911e-08,138,6820,138.0,-80.88866,0.03,18716.469,49.42028985507246,1.4191424,0.03,8.61644e-21,81,0.2,-0.2,-0.2,-499.0767,1.0991745,12,-98.35337,,135.62659,,-205.15138,,-130.62659,69.52185273170471,499.0767,0.03,,4.414766,0.03
139,3.7683258,0.19020309,3431.4453,3530.1265,7.6742865e-08,139,6835,137.65083,-80.88866,0.03,18832.176,49.172661870503596,1.4119221,0.03,,81,0.2,,0.2,-499.0767,0.99029726,12,-98.68111,,135.48328,,-110.707184,,-130.48328,70.15341258049011,499.0767,0.03,-0.2,5.5400195,0.03
140,3.777729,-0.40533483,3432.0078,3531.6707,7.5650455e-08,140,6873,139.9983,-80.88866,0.03,18963.166,49.09285714285714,1.4047536,0.03,,81,,-0.2,-0.2,-499.0767,1.0011488,12,-99.66277,,135.45119,,-125.98891,,-130.45119,70.78032612800598,499.0767,0.03,,5.3928614,0.03
141,3.7842598,0.06345691,3433.4854,3533.2036,7.458121e-08,141,6902,140.99881,-80.88866,0.03,19095.371,48.95035460992908,1.3976362,0.03,,81,,0.2,,-499.0767,1.0000069,12,-99.718254,,135.42816,,-127.20423,,-130.42816,71.42057871818542,499.0767,0.03,,5.000692,0.03
142,3.775058,0.6348166,3434.9834,3534.7249,7.3534466e-08,142,6928,141.82822,-80.88866,0.03,19214.664,48.7887323943662,1.390569,0.03,3.4956935e-26,81,0.2,0.2,,-499.0767,0.99879026,12,-99.7415,,135.31453,,-114.29257,,-130.31453,72.03170895576477,499.0767,0.03,0.2,2.7808747,0.03
143,3.7638562,-0.104052514,3436.1304,3536.2344,7.250961e-08,143,6983,143.00003,-80.88866,0.03,19368.137,48.83216783216783,1.3835514,0.03,,81,-0.2,-0.2,,-499.0767,1.0001241,12,-100.10392,,135.44151,,-148.4749,,-130.44151,72.7252504825592,499.0767,0.03,0.2,2.477157,0.03
144,3.7024171,0.0034632646,3436.9023,3537.733,7.150603e-08,144,7024,144.0,-80.88866,0.03,19502.47,48.77777777777778,1.3765827,0.03,,81,,,,-499.0767,1.0000147,12,-100.83066,,135.43382,,-129.33374,,-130.43382,73.34406042098999,499.0767,0.03,,-4.7800536,0.03
145,3.7072637,-0.61835307,3438.1787,3539.221,7.052314e-08,145,7255,144.99585,-80.88866,0.03,19834.357,50.03448275862069,1.3696623,0.03,1.4413464e-30,81,-0.2,,-0.2,-499.0767,1.0002578,12,-101.042305,,136.78867,,-326.88614,,-131.78867,74.22425603866577,499.0767,0.03,-0.2,4.7085443,0.03
146,3.710629,-0.21128327,3439.2637,3540.6975,6.956038e-08,146,7266,145.99982,-80.88866,0.03,19944.262,49.76712328767123,1.3627894,0.03,3.6436282e-38,81,0.2,,-0.2,-499.0767,1.0000018,11,-101.43393,,136.60454,,-104.90439,,-131.60454,74.88777184486389,499.0767,0.03,-0.2,4.5017066,0.03
147,3.7213974,-0.22756317,3439.8796,3542.1636,6.861719e-08,147,7281,146.99652,-80.88866,0.03,20059.727,49.53061224489796,1.3559635,0.03,,81,,-0.2,-0.2,-499.0767,0.99997735,11,-102.28386,,136.46072,,-110.464935,,-131.46072,75.51169061660767,499.0767,0.03,0.2,5.5970416,0.03
148,3.7086997,0.31832123,3440.789,3543.6191,6.769307e-08,148,7305,147.99304,-80.88866,0.03,20183.537,49.358108108108105,1.3491838,0.03,3.6904646e-29,81,0.2,,,-499.0767,0.99996114,11,-102.830055,,136.37524,,-118.81003,,-131.37524,76.14799356460571,499.0767,0.03,0.2,2.1456475,0.03
149,3.6998537,-0.21907651,3439.6306,3545.0645,6.6787486e-08,149,7325,149.0,-80.88866,0.03,20305.348,49.16107382550336,1.3424497,0.03,,81,,-0.2,0.2,-499.0767,1.0000025,11,-105.433914,,136.2775,,-116.80985,,-131.2775,76.80036330223083,499.0767,0.03,-0.2,2.6940475,0.03
150,3.6694148,0.45634496,3439.6562,3546.4995,6.5899954e-08,150,7381,149.97612,-80.88866,0.03,20450.797,49.20666666666666,1.3357607,0.03,,81,0.2,0.2,,-499.0767,0.99985,11,-106.84335,,136.33864,,-140.45064,,-131.33864,77.46241164207458,499.0767,0.03,,-0.56237453,0.03
151,3.670606,-0.010674835,3437.9324,3547.9243,6.503e-08,151,7399,150.9981,-80.88866,0.03,20568.805,49.0,1.3291162,0.03,,81,,-0.2,0.2,-499.0767,0.99999857,11,-109.992,,136.21725,,-113.00782,,-131.21725,78.07368350028992,499.0767,0.03,,4.152826,0.03
152,3.6486769,0.207349,3439.332,3549.339,6.417716e-08,152,7427,152.0,-80.88866,0.03,20696.936,48.86184210526316,1.3225155,0.03,8.3827505e-09,81,0.2,-0.2,0.2,-499.0767,1.0000088,11,-110.00703,,136.16405,,-123.12943,,-131.16405,78.70009517669678,499.0767,0.03,,0.64096797,0.03
153,3.6518874,0.0055102706,3434.3696,3550.7444,6.334098e-08,153,7459,152.9992,-80.88866,0.03,20831.605,48.751633986928105,1.3159581,0.03,,81,,0.2,,-499.0767,0.99999803,11,-116.374756,,136.15428,,-129.67142,,-131.15428,79.34100294113159,499.0767,0.03,-0.2,4.443483,0.03
154,3.6397269,0.2661396,3415.29,3552.1396,6.2521046e-08,154,7480,153.9986,-80.88866,0.03,20946.93,48.57142857142857,1.3094434,0.03,,81,0.2,-0.2,,-499.0767,1.0000116,11,-136.84972,,136.01903,,-110.32508,,-131.01903,79.96939873695374,499.0767,0.03,0.2,2.0827239,0.03
155,3.6436822,0.012292713,3412.6223,3553.5254,6.1716925e-08,155,7503,154.94893,-80.88866,0.03,21070.186,48.406451612903226,1.3029709,0.03,7.498543e-09,81,0.2,-0.2,,-499.0767,0.9996706,11,-140.90298,,135.93668,,-118.255264,,-130.93668,80.57966589927673,499.0767,0.03,,4.556452,0.03
156,3.6566358,-0.010944039,3389.6265,3558.8394,6.0928215e-08,156,8003,155.99995,-80.88866,0.03,21574.816,51.30128205128205,1.29654,0.03,2.8780256e-18,81,0.2,,,-499.62952,1.0000027,11,-169.21283,,138.30011,,-499.62952,,-133.30011,81.87774324417114,499.62952,0.03,-0.2,5.9682584,0.03
157,3.646344,-0.23329806,3366.9634,3560.208,6.015453e-08,157,8054,156.99963,-80.88866,0.03,21720.633,51.29936305732484,1.2901502,0.03,1.5384853e-06,81,,,,-499.62952,0.99999774,11,-193.24464,,138.34798,,-140.81567,,-133.34798,82.49683094024658,499.62952,0.03,-0.2,2.3444076,0.03
158,3.6350584,-0.021524686,3339.7888,3561.5674,5.9395493e-08,158,8554,157.99945,-40.52571,0.03,21766.158,54.139240506329116,1.283801,0.03,,81,,-0.2,,-499.62952,0.9999977,11,-221.77861,,137.7605,,-40.52571,,-132.7605,83.82874250411987,499.62952,0.03,0.2,2.166897,0.03
159,3.6444077,-0.23786877,3283.605,3562.918,5.8650723e-08,159,8608,158.99571,-40.52571,0.03,21917.93,54.138364779874216,1.2774918,0.03,6.725113e-09,81,,-0.2,,-499.62952,1.0001367,11,-279.3131,,137.84862,,-146.77219,,-132.84862,84.52651166915894,499.62952,0.03,,5.425348,0.03
160,3.653111,-0.6534115,3278.8528,3564.259,5.791988e-08,160,8699,159.99231,-40.52571,0.03,22110.89,54.36875,1.2712222,0.03,1.6790264e-17,81,,-0.2,-0.2,-499.62952,0.9999531,11,-285.40634,,138.19307,,-187.95845,,-133.19307,85.26258277893066,499.62952,0.03,-0.2,5.340477,0.03
161,3.6555865,-0.4455663,3203.202,3565.5913,5.7202616e-08,161,8758,160.99997,-40.52571,0.03,22237.887,54.39751552795031,1.2649916,0.03,1.571744e-09,81,,-0.2,,-499.62952,1.0000238,11,-362.3895,,138.12352,,-121.996124,,-133.12352,85.96242880821228,499.62952,0.03,-0.2,4.3554173,0.03
