ReturnMin,InvPendulum_std0_higher,ReturnMax,InvPendulum_std3_higher,GridSize,InvPendulum_mu2_higher,ReturnAbsMax,ReturnLastEpisode,InvPendulum_mu3_higher,Bound,Delta,NumTrajectories,IWFirstEpisode,MinEpLen,TimeElapsed,AvgEpLen,Regret,BoundMISE,Iteration,IWMax,BoundBonus,ActionIn1,InvPendulum_mu0_higher,ReturnMean,InvPendulum_std2_higher,InvPendulum_std1_higher,InvPendulum_mu1_higher,TimestepsSoFar,DenMISEMeanLog,IWMean,IWLastEpisode,NumTrainableParams,DenMISELogFirst,DenMISELogLast,IWMin,Regret/t
-152.55556,0.03,-101.00568,0.03,16,0.2,152.55556,-109.6464,-0.2,inf,5.9108123e-05,11,,16,1.840414047241211,35.45454545454545,1361.0044,-2.2301833e-26,11,2.2104903e-27,inf,-0.04642473,-0.2,-118.72767,0.03,0.03,0.2,390,5.747161,2.0095408e-28,,,7.050484,6.9267297,,123.72767
-152.55556,0.03,-101.00568,0.03,16,0.2,152.55556,-103.59257,0.2,inf,4.966725e-05,12,,12,1.952125072479248,33.5,1469.5969,-8.162401e-37,12,8.933154e-38,inf,0.4651003,-0.2,-117.46641,0.03,0.03,0.2,402,5.761416,,,,6.963473,6.8753505,,122.46641
-152.55556,0.03,-101.00568,0.03,16,-0.2,152.55556,-119.09766,-0.2,inf,4.232002e-05,13,,12,2.0920538902282715,32.92307692307692,1593.6946,-2.1870296e-37,13,2.561853e-38,inf,0.09738074,0.2,-117.59189,0.03,0.03,0.2,428,5.7805176,,,,6.88343,6.9702516,,122.59189
-152.55556,0.03,-101.00568,0.03,16,-0.2,152.55556,-116.53517,0.2,inf,3.649022e-05,14,,12,2.225694179534912,32.214285714285715,1715.2297,-8.821043e-25,14,1.0128522e-25,inf,0.50258416,0.2,-117.51641,0.03,0.03,0.2,451,5.729686,7.235113e-27,6.3436724e-30,,6.8093224,6.0322657,,122.51641
-152.55556,0.03,-101.00568,0.03,16,0.2,152.55556,-108.8593,-0.2,inf,3.178704e-05,15,,12,2.3426966667175293,31.0,1829.089,-1.1638328e-34,15,1.4983535e-35,inf,0.45638156,0.2,-116.93926,0.03,0.03,0.2,465,5.484368,1.1096366e-36,,,6.7403293,3.015821,,121.93926
-152.55556,0.03,-101.00568,0.03,16,0.2,152.55556,-110.220055,0.2,inf,2.7937827e-05,16,,12,2.484907865524292,30.25,1944.3091,-2.8797606e-24,16,3.881593e-25,inf,0.80589116,0.2,-116.51932,0.03,0.03,0.2,484,5.4925737,2.4259957e-26,,,6.675791,6.583744,,121.51932
-152.55556,0.03,-101.00568,0.03,16,0.2,152.55556,-110.17159,-0.2,788.64014,2.4747693e-05,17,,12,2.6335196495056152,29.764705882352942,2059.4807,-79.61752,17,17.0,868.2576,-0.3748017,-0.2,-116.14593,0.03,0.03,-0.2,506,5.526841,1.0,,,6.615166,7.04511,,121.14593
-152.55556,0.03,-101.00568,0.03,16,0.2,152.55556,-106.544106,-0.2,791.7333,2.2074333e-05,18,,12,2.780477285385132,29.333333333333332,2171.025,-81.1908,18,18.0,872.9241,-0.03385599,0.2,-115.612495,0.03,0.03,-0.2,528,5.507625,1.0,3.9499542e-28,,6.5580077,5.459503,,120.612495
-152.55556,0.03,-101.00568,0.03,16,0.2,152.55556,-124.04323,-0.2,795.65857,1.9811867e-05,19,,12,2.95680832862854,30.05263157894737,2300.068,-81.65664,19,19.0,877.3152,0.0684088,-0.2,-116.05621,0.03,0.03,0.2,571,5.5531464,1.0,,,6.5039406,6.652592,,121.05621
-152.55556,0.03,-101.00568,0.03,16,-0.2,152.55556,-117.81327,-0.2,796.32764,1.788021e-05,20,,12,3.1059188842773438,29.95,2422.8813,-85.13325,20,20.0,881.4609,-0.45593745,0.2,-116.144066,0.03,0.03,-0.2,599,5.594175,1.0,,,6.452647,6.655132,,121.144066
-152.55556,0.03,-101.00568,0.03,16,-0.2,152.55556,-108.20665,0.2,799.57806,1.6217875e-05,21,,12,3.2307915687561035,29.238095238095237,2536.088,-85.80812,21,21.000002,885.38617,0.4015643,0.2,-115.76609,0.03,0.03,0.2,614,5.5641356,1.0000001,,,6.403857,5.246002,,120.76609
-152.55556,0.03,-101.00568,0.03,16,-0.2,152.55556,-114.1959,0.2,802.6842,1.4777031e-05,22,,12,3.374018907546997,28.818181818181817,2655.284,-86.42856,22,22.000002,889.1128,-0.0486428,-0.2,-115.694725,0.03,0.03,0.2,634,5.609373,1.0000001,1.0652398e-34,,6.357337,6.8431487,,120.694725
-152.55556,0.03,-101.00568,0.03,16,0.2,152.55556,-119.4571,0.2,805.8165,1.3520007e-05,23,,12,3.5319344997406006,28.608695652173914,2779.7412,-86.84254,23,23.0,892.65906,0.94755316,0.2,-115.858315,0.03,0.03,0.2,658,5.6622953,1.0,,,6.3128853,7.111358,,120.858315
-152.55556,0.03,-101.00568,0.03,16,0.2,152.55556,-111.689156,-0.2,809.1606,1.2416813e-05,24,,12,3.6768412590026855,28.083333333333332,2896.4302,-86.88074,24,24.0,896.0413,0.44720155,0.2,-115.68459,0.03,0.03,0.2,674,5.4789395,1.0,,,6.2703257,1.5474916,,120.68459
-152.55556,0.03,-101.00568,0.03,16,-0.2,152.55556,-105.27107,-0.2,811.79395,1.1443334e-05,25,,12,3.8302578926086426,27.68,3006.7012,-87.47957,25,25.000002,899.2735,-0.35604843,-0.2,-115.26804,0.03,0.03,0.2,692,5.4977636,1.0000001,,,6.2295036,6.236114,,120.26804
-152.55556,0.03,-101.00568,0.03,16,-0.2,152.55556,-104.91117,-0.2,813.8602,1.0580005e-05,26,,12,3.96812105178833,27.26923076923077,3116.6123,-88.50784,26,26.000004,902.36804,-0.7320734,-0.2,-114.869705,0.03,0.03,-0.2,709,5.538505,1.0000001,,,6.190283,6.844417,,119.869705
-152.55556,0.03,-101.00568,0.03,16,-0.2,152.55556,-112.337585,-0.2,813.4772,9.810813e-06,27,,12,4.150989532470703,28.25925925925926,3233.95,-91.85861,27,27.000002,905.33575,0.030643657,0.2,-114.775925,0.03,0.03,0.2,763,5.501252,1.0000001,,,6.1525426,4.820778,,119.775925
-152.55556,0.03,-101.00568,0.03,16,0.2,152.55556,-108.17459,0.2,814.6179,9.122555e-06,28,,12,4.290256500244141,27.892857142857142,3347.1245,-93.56841,28,27.999996,908.18634,0.360613,0.2,-114.54016,0.03,0.03,-0.2,781,5.4407554,0.9999999,,,6.116175,4.096119,,119.54016
-152.55556,0.03,-101.00568,0.03,16,0.2,152.55556,-124.34259,0.2,817.0499,8.504261e-06,29,,12,4.459100246429443,27.896551724137932,3476.4673,-93.87849,29,28.999998,910.9284,0.45405683,-0.2,-114.87818,0.03,0.03,0.2,809,5.4843235,0.99999994,,,6.081084,6.9936285,,119.87818
-152.55556,0.03,-101.00568,0.03,16,-0.2,152.55556,-119.49527,0.2,817.4664,7.94676e-06,30,,12,4.632410764694214,27.966666666666665,3600.9624,-96.10338,30,30.000002,913.56976,0.00826475,0.2,-115.03208,0.03,0.03,-0.2,839,5.4864106,1.0000001,,,6.047182,5.8369555,,120.03208
-152.55556,0.03,-101.00568,0.03,16,-0.2,152.55556,-116.432884,0.2,817.0779,7.4423347e-06,31,,12,4.7686920166015625,27.677419354838708,3722.3953,-99.03934,31,30.999998,916.1172,-0.3299787,-0.2,-115.07726,0.03,0.03,-0.2,858,5.5112877,0.99999994,4.4891354e-36,,6.0143924,6.54813,,120.07726
-497.48532,0.03,-101.00568,0.03,16,0.2,497.48532,-497.48532,0.2,2883.3545,6.984457e-06,32,,12,5.586343765258789,42.4375,4224.881,-112.135086,32,32.0,2995.4895,0.13332216,-0.2,-127.02752,0.03,0.03,-0.2,1358,5.515731,1.0,6.961908e-28,,5.9826436,5.9445477,,132.02753
-497.48532,0.03,-101.00568,0.03,81,,497.48532,-130.75133,,inf,1.3615693e-06,33,,12,5.765990972518921,42.333333333333336,4360.632,-4.0527644e-11,33,1.1829629e-11,inf,-0.39689282,-0.2,-127.14036,0.03,0.03,-0.2,1397,5.4758644,3.5946376e-13,6.6621936e-25,,5.951872,4.491671,,132.14035
-497.48532,0.03,-101.00568,0.03,81,-0.2,497.48532,-454.28372,,inf,1.2826548e-06,34,,12,10.382977724075317,55.794117647058826,4819.916,-3.10699e-10,34,9.6680774e-11,inf,-0.42144758,,-136.76224,0.03,0.03,-0.2,1897,5.4595985,2.8703307e-12,4.6524806e-20,,5.922019,5.9079905,,141.76224
-497.48532,0.03,-101.00568,0.03,81,,497.48532,-117.01779,-0.2,inf,1.2104073e-06,35,,12,10.836953163146973,55.02857142857143,4941.9336,-5.108533e-09,35,1.6775609e-09,inf,-0.54844624,,-136.1981,0.03,0.03,-0.2,1926,5.452568,4.7945564e-11,6.230533e-19,,5.8930316,6.19908,,141.1981
-497.48532,0.03,-98.93473,0.03,81,,497.48532,-98.93473,0.2,inf,1.1440965e-06,36,,12,11.349566459655762,55.083333333333336,5045.868,-2.6451506e-12,36,1.9088603e-13,inf,0.01964733,,-135.16301,0.03,0.03,-0.2,1983,5.3206406,5.3622022e-15,5.714422e-36,,5.8648605,1.6891834,,140.16301
-497.48532,0.03,-98.93473,0.03,81,0.2,497.48532,-173.64917,,inf,1.0830892e-06,37,,12,11.860305309295654,55.62162162162162,5224.5176,-5.7604053e-11,37,1.087276e-11,inf,-0.02390446,,-136.20317,0.03,0.03,-0.2,2058,5.281405,3.4764872e-13,1.087276e-11,,5.8374615,4.8552876,,141.20317
-497.48532,0.03,-98.93473,0.03,81,,497.48532,-130.1276,,inf,1.0268345e-06,38,,12,12.304713249206543,55.10526315789474,5359.6455,-1.1635418e-14,38,3.0444823e-15,inf,0.01456821,0.2,-136.0433,0.03,0.03,-0.2,2094,5.2795796,9.346191e-17,1.3635802e-19,,5.8107934,6.1987605,,141.0433
-497.48532,0.03,-98.93473,0.03,81,-0.2,497.48532,-152.01799,,inf,9.748514e-07,39,,12,12.803330421447754,55.15384615384615,5516.663,-1.3303869e-10,39,4.610506e-11,inf,-0.48590007,-0.2,-136.4529,0.03,0.03,,2151,5.2194004,1.1832637e-12,,,5.7848177,3.9196541,,141.4529
-497.48532,0.03,-98.93473,0.03,81,,497.48532,-105.50895,-0.2,inf,9.267181e-07,40,,12,13.217509508132935,54.1,5627.172,-2.548268e-11,40,8.915501e-12,inf,-0.4005779,-0.2,-135.67929,0.03,0.03,,2164,5.177489,2.2945204e-13,3.5062333e-17,,5.7595,4.530334,,140.67929
-497.48532,0.03,-98.93473,0.03,81,,497.48532,-100.73599,0.2,inf,8.820637e-07,41,,12,13.815378427505493,55.19512195121951,5732.908,-5.236706e-12,41,4.2957716e-13,inf,0.00025337934,-0.2,-134.82703,0.03,0.03,,2263,5.1605597,1.0535986e-14,2.1950169e-38,,5.7348075,5.471111,,139.82703
-497.48532,0.03,-98.93473,0.03,81,0.2,497.48532,-150.14818,,inf,8.405606e-07,42,,12,14.29280686378479,55.11904761904762,5888.056,-1.9298221e-14,42,2.9270011e-15,inf,-0.0013056956,-0.2,-135.19182,0.03,0.03,,2315,5.096663,9.271503e-17,3.3481103e-24,,5.71071,3.464885,,140.19182
-497.48532,0.03,-98.93473,0.03,81,-0.2,497.48532,-106.65816,-0.2,inf,8.019195e-07,43,,12,14.750810623168945,54.27906976744186,5999.7144,-6.0623964e-11,43,1.38194005e-11,inf,-0.3295381,,-134.52824,0.03,0.03,,2334,5.092249,5.5451656e-13,,,5.6871796,5.895149,,139.52824
-497.48532,0.03,-98.93473,0.03,81,-0.2,497.48532,-110.58019,0.2,inf,7.658827e-07,44,,12,15.21927285194397,53.5,6115.295,-4.377014e-09,44,1.5795638e-09,inf,-0.020289674,,-133.98398,0.03,0.03,,2354,5.0706625,3.590049e-11,1.9432386e-38,,5.66419,5.1309857,,138.98398
-497.48532,0.03,-98.93473,0.03,81,,497.48532,-116.97099,,inf,7.3222174e-07,45,,12,15.704529523849487,52.75555555555555,6237.2656,-1.1189585e-10,45,3.311967e-11,inf,0.047063764,,-133.6059,0.03,0.03,,2374,5.0773764,7.3610676e-13,5.486047e-18,,5.641717,6.3615894,,138.6059
-497.48532,0.03,-98.93473,0.03,81,0.2,497.48532,-117.26802,-0.2,inf,7.0073213e-07,46,,12,16.165519952774048,52.19565217391305,6359.5337,-6.407803e-12,46,2.6953116e-12,inf,0.02228868,,-133.25073,0.03,0.03,,2401,5.0319467,5.9966314e-14,1.5231589e-14,,5.619738,3.9766717,,138.25073
-497.48532,0.03,-98.93473,0.03,81,0.2,497.48532,-106.09571,0.2,inf,6.7123085e-07,47,,12,16.590389728546143,51.361702127659576,6470.6294,-4.169919e-11,47,8.79568e-12,inf,0.43591094,,-132.67296,0.03,0.03,,2414,4.955796,3.3605817e-13,,,5.598232,2.4421275,,137.67296
-497.48532,0.03,-98.93473,0.03,81,-0.2,497.48532,-124.55701,,inf,6.435543e-07,48,,12,17.08720898628235,50.895833333333336,6600.1865,-1.8334974e-11,48,7.1522016e-12,inf,0.03242083,0.2,-132.50389,0.03,0.03,,2443,4.941959,1.5046909e-13,,,5.5771785,5.281153,,137.50389
-497.48532,0.03,-98.93473,0.03,81,,497.48532,-120.03242,-0.2,inf,6.175547e-07,49,,12,17.653488159179688,50.6530612244898,6725.2188,-1.5532393e-08,49,6.039078e-09,inf,-0.03944002,0.2,-132.24936,0.03,0.03,,2482,4.8948936,1.2954714e-10,6.039078e-09,,5.556559,3.6254785,,137.24936
-497.48532,0.03,-98.93473,0.03,81,,497.48532,-120.247154,0.2,inf,5.930996e-07,50,,12,18.179814100265503,50.26,6850.466,-1.2900632e-11,50,5.2385145e-12,inf,0.559826,0.2,-132.00932,0.03,0.03,,2513,4.8396077,1.05844986e-13,2.3303138e-33,,5.5363564,3.1205173,,137.00932
-497.48532,0.03,-98.93473,0.03,81,0.2,497.48532,-127.14946,,inf,5.700688e-07,51,,12,18.649966955184937,49.84313725490196,6982.615,-2.4238977e-10,51,9.298426e-11,inf,0.29923657,0.2,-131.91402,0.03,0.03,,2542,4.7804303,1.9951645e-12,5.121071e-19,,5.516554,2.811696,,136.91402
-497.48532,0.03,-98.93473,0.03,81,,497.48532,-113.96999,,inf,5.483539e-07,52,,12,19.157479763031006,49.28846153846154,7101.5854,-2.0093745e-13,52,5.793007e-14,inf,0.06881432,-0.2,-131.56895,0.03,0.03,0.2,2563,4.729437,1.4178492e-15,,,5.4971356,3.1191201,,136.56895
-497.48532,0.03,-98.93473,0.03,81,-0.2,497.48532,-111.34815,,inf,5.2785657e-07,53,,12,19.675289154052734,48.716981132075475,7217.9336,-1.6158191e-08,53,7.915736e-09,inf,0.114282325,,-131.18742,0.03,0.03,0.2,2582,4.7181463,1.4937117e-10,3.6827504e-18,,5.4780874,5.1215467,,136.18742
-497.48532,0.03,-98.93473,0.03,81,,497.48532,-117.13925,-0.2,inf,5.084873e-07,54,,12,20.21569299697876,48.22222222222222,7340.0728,-3.7539927e-10,54,1.784296e-10,inf,0.04353507,,-130.92728,0.03,0.03,0.2,2604,4.6871915,3.4578273e-12,1.3352132e-19,,5.4593954,4.0372686,,135.92728
-497.48532,0.03,-98.93473,0.03,81,,497.48532,-115.15575,0.2,inf,4.9016495e-07,55,,12,20.740488290786743,47.69090909090909,7460.2285,-2.5342372e-11,55,1.1806953e-11,inf,0.3880511,,-130.64052,0.03,0.03,0.2,2623,4.660087,2.1608189e-13,6.2496254e-26,,5.441046,4.187281,,135.64052
-497.48532,0.03,-98.93473,0.03,81,0.2,497.48532,-114.62046,,inf,4.7281532e-07,56,,12,21.277568340301514,47.160714285714285,7579.849,-2.0952474e-13,56,9.524911e-14,inf,0.45082808,,-130.35445,0.03,0.03,0.2,2641,4.60683,1.8173789e-15,6.0348266e-21,,5.423028,2.6686943,,135.35445
-497.48532,0.03,-98.93473,0.03,81,,497.48532,-106.57116,,inf,4.563709e-07,57,,12,21.791603088378906,46.59649122807018,7691.42,-3.0425965e-10,57,1.255196e-10,inf,0.3558218,0.2,-129.9372,0.03,0.03,0.2,2656,4.6051126,2.5991611e-12,1.1142573e-16,,5.4053283,5.5001187,,134.9372
-497.48532,0.03,-98.93473,0.03,81,-0.2,497.48532,-104.43534,,5627838000000.0,4.4076967e-07,58,,12,22.320987701416016,46.0,7800.8555,-0.0738071,58,0.038105544,5627838000000.0,-0.51535785,-0.2,-129.49751,0.03,0.03,-0.2,2668,4.602744,0.0006570089,,,5.3879366,5.459073,,134.49751
-497.48532,0.03,-98.93473,0.03,81,,497.48532,-471.8895,-0.2,5634408000000.0,4.259549e-07,59,,12,23.53261113166809,53.69491525423729,8277.745,-0.15180086,59,0.09042336,5634408000000.0,-0.70238507,-0.2,-135.30077,0.03,0.03,-0.2,3168,4.5906744,0.0015342276,1.3604628e-19,,5.370842,4.881488,,140.30077
-497.48532,0.03,-98.93473,0.03,81,,497.48532,-106.4017,0.2,5640859000000.0,4.1187477e-07,60,,12,24.11200189590454,53.833333333333336,8389.146,-0.0073460545,60,0.0008859639,5640859000000.0,-0.14056805,-0.2,-134.8191,0.03,0.03,-0.2,3230,4.573941,1.4766737e-05,,,5.354035,4.5767345,,139.8191
-497.48532,0.03,-98.93473,0.03,81,0.2,497.48532,-496.5617,,5647198000000.0,3.984813e-07,61,,12,25.384073972702026,61.14754098360656,8890.709,-1.1277258e-06,61,3.0741722e-07,5647198000000.0,-0.21531591,-0.2,-140.74933,0.03,0.03,-0.2,3730,4.561974,9.270627e-09,9.679112e-22,,5.337506,4.835686,,145.74933
-497.48532,0.03,-98.93473,0.03,81,-0.2,497.48532,-131.2317,-0.2,5653426300000.0,3.8573074e-07,62,,12,25.952832460403442,60.806451612903224,9026.939,-0.035345785,62,0.014525283,5653426300000.0,-0.5762915,,-140.5958,0.03,0.03,-0.2,3770,4.5479345,0.00032333034,,,5.321245,4.683419,,145.5958
-497.48532,0.03,-98.93473,0.03,81,-0.2,497.48532,-131.70065,0.2,5659548000000.0,3.735825e-07,63,,12,26.521848440170288,60.507936507936506,9163.641,-1.1756046e-05,63,5.9391805e-06,5659548000000.0,-0.15303963,,-140.45462,0.03,0.03,-0.2,3812,4.519193,9.5936485e-08,,,5.305245,3.7289317,,145.45462
-497.48532,0.03,-98.93473,0.03,81,,497.48532,-135.31758,,5665567300000.0,3.6199927e-07,64,,12,27.071250438690186,60.265625,9303.959,-0.0022937872,64,0.00096498866,5665567300000.0,-0.09649827,,-140.37436,0.03,0.03,-0.2,3857,4.5142064,1.5088435e-05,1.5386664e-22,,5.2894964,5.1921816,,145.37436
-497.48532,0.03,-98.93473,0.03,81,0.2,497.48532,-238.03612,-0.2,5671486500000.0,3.5094652e-07,65,,12,27.761199235916138,61.707692307692305,9546.994,-0.0018101388,65,0.0009639268,5671486500000.0,-0.2340834,,-141.87683,0.03,0.03,-0.2,4011,4.4708776,1.6685863e-05,2.3410211e-20,,5.273992,2.6901038,,146.87683
-497.48532,0.03,-98.93473,0.03,81,0.2,497.48532,-112.286545,0.2,5677309000000.0,3.4039232e-07,66,,12,28.291422605514526,61.15151515151515,9664.281,-0.0061822664,66,0.0023488954,5677309000000.0,0.14970943,,-141.4285,0.03,0.03,-0.2,4036,4.462304,3.560628e-05,,,5.2587247,4.897411,,146.4285
-497.48532,0.03,-98.93473,0.03,81,-0.2,497.48532,-154.2011,,5683038700000.0,3.3030722e-07,67,,12,28.90573287010193,61.1044776119403,9823.482,-1.3357446e-06,67,4.0651003e-07,5683038700000.0,-0.20569563,0.2,-141.61914,0.03,0.03,-0.2,4094,4.3945594,1.197794e-08,,,5.243687,0.9158378,,146.61914
-497.48532,0.03,-98.93473,0.03,81,,497.48532,-114.717995,-0.2,5688677400000.0,3.206637e-07,68,,12,29.43254852294922,60.61764705882353,9943.2,-9.2181665e-07,68,2.6830904e-07,5688677400000.0,-0.15490256,0.2,-141.22353,0.03,0.03,-0.2,4122,4.3990254,7.4544895e-09,3.062886e-16,,5.228872,5.6908565,,146.22353
-497.48532,0.03,-98.93473,0.03,81,,497.48532,-120.26878,0.2,5694229000000.0,3.1143645e-07,69,,12,30.068278551101685,60.65217391304348,10068.469,-1.07332835e-05,69,5.778337e-06,5694229000000.0,0.20493045,0.2,-140.91983,0.03,0.03,-0.2,4185,4.398063,8.5881354e-08,1.3303051e-37,,5.214273,5.3253655,,145.91983
-497.48532,0.03,-98.93473,0.03,81,0.2,497.48532,-133.6345,,5699695300000.0,3.0260182e-07,70,,12,30.5745952129364,60.285714285714285,10207.104,-0.0036624372,70,0.0019288918,5699695300000.0,0.20403595,0.2,-140.81577,0.03,0.03,-0.2,4220,4.3931065,3.0991898e-05,5.419407e-24,,5.1998844,5.0439043,,145.81577
-497.48532,0.03,-98.93473,0.03,81,-0.2,497.48532,-109.939865,-0.2,5705078700000.0,2.9413786e-07,71,,12,31.097163677215576,59.859154929577464,10322.043,-0.00083826465,71,0.0005629312,5705078700000.0,-0.6176412,-0.2,-140.38089,0.03,0.03,,4250,4.373996,7.945152e-06,,,5.1856995,4.029145,,145.38089
-497.48532,0.03,-98.93473,0.03,81,-0.2,497.48532,-108.820404,0.2,5710382000000.0,2.8602412e-07,72,,12,31.65604066848755,59.25,10435.863,-0.0035747567,72,0.001701711,5710382000000.0,-0.10489528,-0.2,-139.94255,0.03,0.03,,4266,4.375208,2.3851628e-05,,,5.1717134,5.4542804,,144.94255
-497.48532,0.03,-98.93473,0.03,81,,497.48532,-111.83691,,5715606400000.0,2.7824152e-07,73,,12,32.214659690856934,58.67123287671233,10552.7,-0.0001707876,73,2.7441654e-05,5715606400000.0,-0.16039738,-0.2,-139.55754,0.03,0.03,,4283,4.3625507,3.7605744e-07,1.2130781e-15,,5.15792,4.444335,,144.55754
-498.1272,0.03,-98.93473,0.03,81,0.2,498.1272,-498.1272,-0.2,5728138000000.0,2.707723e-07,74,,12,33.44250774383545,64.63513513513513,11055.827,-8.2103525e-06,74,3.4205584e-06,5728138000000.0,-0.2042623,-0.2,-144.40308,0.03,0.03,,4783,4.353831,7.9437456e-08,9.96708e-19,,5.1443143,4.7104807,,149.40308
-498.1272,0.03,-98.93473,0.03,81,0.2,498.1272,-121.0344,0.2,5733220400000.0,2.6359982e-07,75,,12,33.95568132400513,64.21333333333334,11181.861,-0.00091593084,75,0.0005250667,5733220400000.0,0.14723216,-0.2,-144.09149,0.03,0.03,,4816,4.3520036,7.005348e-06,,,5.1308913,5.210094,,149.09149
-498.1272,0.03,-98.93473,0.03,81,-0.2,498.1272,-126.0655,,5738231000000.0,2.5670863e-07,76,,12,34.43905591964722,63.73684210526316,11312.928,-8.260448e-07,76,2.700132e-07,5738231000000.0,-0.25284132,,-143.85431,0.03,0.03,,4844,4.266767,7.410811e-09,,,5.117646,-1.1326001,,148.85431
-498.1272,0.03,-98.93473,0.03,81,,498.1272,-116.91992,-0.2,5743171300000.0,2.5008418e-07,77,,12,34.941991090774536,63.1948051948052,11434.848,-0.00018631075,77,8.416925e-05,5743171300000.0,-0.16969782,,-143.50452,0.03,0.03,,4866,4.250256,1.7429505e-06,3.5687294e-14,,5.104574,3.988919,,148.50452
-498.1272,0.03,-98.93473,0.03,81,,498.1272,-110.0477,0.2,5748044000000.0,2.4371286e-07,78,,12,35.47883129119873,62.62820512820513,11549.8955,-5.8771943e-06,78,2.965392e-06,5748044000000.0,0.23698077,,-143.07558,0.03,0.03,,4885,4.2460337,3.8131727e-08,3.0760406e-35,,5.0916705,4.914432,,148.07558
-498.1272,0.03,-98.93473,0.03,81,0.2,498.1272,-118.842384,,5752851300000.0,2.3758197e-07,79,,12,36.04552936553955,62.12658227848101,11673.738,-2.5941383e-06,79,1.2298178e-06,5752851300000.0,0.19899811,,-142.76884,0.03,0.03,,4908,4.2394576,2.3173007e-08,6.795643e-17,,5.078932,4.7202096,,147.76884
-498.1272,0.03,-98.93473,0.03,81,-0.2,498.1272,-109.8936,-0.2,5757593500000.0,2.3167952e-07,80,,12,36.62249302864075,61.6875,11788.631,-0.14635122,80,0.09692244,5757593500000.0,-0.2526245,0.2,-142.35788,0.03,0.03,,4935,4.2340026,0.0012175154,,,5.066353,4.796796,,147.35788
