IWFirstEpisode,BoundMISE,InvPendulum_mu0_higher,BoundBonus,DenMISELogLast,ReturnLastEpisode,IWLastEpisode,InvPendulum_mu3_higher,Regret/t,InvPendulum_mu1_higher,ActionIn1,IWMax,Regret,MinEpLen,GridSize,NumTrainableParams,IWMean,InvPendulum_std3_higher,InvPendulum_std1_higher,DenMISELogFirst,InvPendulum_mu2_higher,Bound,ReturnMax,ReturnMean,Iteration,Delta,TimestepsSoFar,InvPendulum_std0_higher,ReturnAbsMax,NumTrajectories,IWMin,TimeElapsed,DenMISEMeanLog,ReturnMin,AvgEpLen,InvPendulum_std2_higher
,,-0.2,inf,8.240945,-107.52613,,,121.4234,-0.2,-0.4247141,,4249.8193,11,81,,,0.01,0.01,10.339119,,inf,-99.79039,-116.4234,35,1.2104073e-06,957,0.01,138.77785,35,,9.640872240066528,10.021453,-138.77785,27.34285714285714,0.01
,,-0.2,inf,9.152358,-499.8509,,0.2,132.07416,-0.2,-0.20235626,,4754.67,11,81,,,0.01,0.01,10.310948,,inf,-99.79039,-127.074165,36,1.1440965e-06,1457,0.01,499.8509,36,,10.776931762695312,9.969923,-499.8509,40.47222222222222,0.01
,,-0.2,inf,9.940646,-492.82635,,,141.95935,-0.2,-0.1971194,,5252.496,11,81,,,0.01,0.01,10.283549,0.2,inf,-99.79039,-136.95935,37,1.0830892e-06,1957,0.01,499.8509,37,,11.915963411331177,9.942474,-499.8509,52.891891891891895,0.01
,,,inf,10.806627,-141.34586,,-0.2,142.07478,-0.2,-0.59301466,,5398.842,11,81,,,0.01,0.01,10.256882,-0.2,inf,-99.79039,-137.07478,38,1.0268345e-06,2001,0.01,499.8509,38,,12.428824424743652,9.939247,-499.8509,52.6578947368421,0.01
,,,inf,10.016103,-112.13422,,,141.4353,-0.2,-0.4127368,,5515.9766,11,81,,,0.01,0.01,10.230906,-0.2,inf,-99.79039,-136.4353,39,9.748514e-07,2022,0.01,499.8509,39,,12.880481481552124,9.91591,-499.8509,51.84615384615385,0.01
,,,inf,9.044167,-128.4574,,0.2,141.23584,-0.2,-0.2237782,,5649.4336,11,81,,,0.01,0.01,10.205588,-0.2,inf,-99.79039,-136.23584,40,9.267181e-07,2057,0.01,499.8509,40,,13.355074167251587,9.869432,-499.8509,51.425,0.01
,,,inf,10.088927,-130.05832,,-0.2,141.08517,-0.2,-0.40446323,,5784.492,11,81,,,0.01,0.01,10.180896,,inf,-99.79039,-136.08517,41,8.820637e-07,2093,0.01,499.8509,41,,13.841606616973877,9.850695,-499.8509,51.048780487804876,0.01
,,,inf,10.103971,-107.03572,,,140.39352,-0.2,-0.20673512,,5896.528,11,81,,,0.01,0.01,10.156797,,inf,-99.79039,-135.39352,42,8.405606e-07,2156,0.01,499.8509,42,,14.411746740341187,9.833201,-499.8509,51.333333333333336,0.01
,,,inf,9.36025,-449.19138,,0.2,147.69115,-0.2,0.03139189,,6350.719,11,81,,,0.01,0.01,10.133267,,inf,-99.79039,-142.69115,43,8.019195e-07,2534,0.01,499.8509,43,,15.418502807617188,9.799218,-499.8509,58.93023255813954,0.01
,,,inf,6.910464,-301.73328,,-0.2,151.30574,-0.2,-0.16994368,,6657.4526,11,81,,,0.01,0.01,10.110278,0.2,inf,-99.79039,-146.30574,44,7.658827e-07,2737,0.01,499.8509,44,,16.14363121986389,9.711099,-499.8509,62.20454545454545,0.01
,,,inf,9.3034935,-105.70852,,,150.40358,-0.2,-0.059748672,,6768.161,11,81,,,0.01,0.01,10.087805,0.2,inf,-99.79039,-145.40358,45,7.3222174e-07,2754,0.01,499.8509,45,,16.599799633026123,9.680067,-499.8509,61.2,0.01
,,,inf,3.614821,-120.37853,,0.2,149.85956,-0.2,0.20730726,,6893.5396,11,81,,,0.01,0.01,10.065826,0.2,inf,-99.79039,-144.85956,46,7.0073213e-07,2789,0.01,499.8509,46,,17.147908687591553,9.526712,-499.8509,60.630434782608695,0.01
,,0.2,inf,10.701589,-134.24324,,,149.63368,-0.2,-0.20070279,,7032.7827,11,81,,,0.01,0.01,10.04432,-0.2,inf,-99.79039,-144.63368,47,6.7123085e-07,2825,0.01,499.8509,47,,17.664059162139893,9.530662,-499.8509,60.1063829787234,0.01
,,0.2,inf,8.441074,-130.94887,,-0.2,149.34857,-0.2,-0.20207606,,7168.7314,11,81,,,0.01,0.01,10.023267,,inf,-99.79039,-144.34857,48,6.435543e-07,2859,0.01,499.8509,48,,18.165596961975098,9.487347,-499.8509,59.5625,0.01
,,0.2,inf,9.742239,-120.33477,,,148.8585,-0.2,0.008606036,,7294.0664,11,81,,,0.01,0.01,10.002647,,inf,-99.79039,-143.8585,49,6.175547e-07,2952,0.01,499.8509,49,,18.732168197631836,9.47235,-499.8509,60.244897959183675,0.01
,,0.2,inf,9.157192,-156.67073,,0.2,149.11475,-0.2,0.2095963,,7455.7373,11,81,,,0.01,0.01,9.982445,,inf,-99.79039,-144.11475,50,5.930996e-07,3013,0.01,499.8509,50,,19.270509243011475,9.446249,-499.8509,60.26,0.01
,,0.2,inf,9.8989105,-135.7207,,,148.95015,-0.2,0.16226597,,7596.458,11,81,,,0.01,0.01,9.962642,0.2,inf,-99.79039,-143.95015,51,5.700688e-07,3050,0.01,499.8509,51,,19.787651300430298,9.43571,-499.8509,59.80392156862745,0.01
,,-0.2,inf,8.348499,-116.37518,,-0.2,148.41986,,-0.60444105,,7717.833,11,81,,,0.01,0.01,9.943224,-0.2,inf,-99.79039,-143.41986,52,5.483539e-07,3070,0.01,499.8509,52,,20.24862003326416,9.395758,-499.8509,59.03846153846154,0.01
,,-0.2,inf,8.617218,-107.14993,,,147.73552,,-0.3601583,,7829.983,11,81,,,0.01,0.01,9.924175,-0.2,inf,-99.79039,-142.73552,53,5.2785657e-07,3086,0.01,499.8509,53,,20.73558497428894,9.362378,-499.8509,58.22641509433962,0.01
,,-0.2,inf,7.9944506,-119.589676,,0.2,147.3069,,-0.2047947,,7954.5723,11,81,,,0.01,0.01,9.905483,-0.2,inf,-99.79039,-142.3069,54,5.084873e-07,3111,0.01,499.8509,54,,21.23466968536377,9.318702,-499.8509,57.611111111111114,0.01
,,-0.2,inf,9.782338,-121.46371,,-0.2,146.92793,,-0.39519778,,8081.036,11,81,,,0.01,0.01,9.887135,,inf,-99.79039,-141.92793,55,4.9016495e-07,3139,0.01,499.8509,55,,21.715092420578003,9.309115,-499.8509,57.07272727272727,0.01
,,-0.2,inf,9.768254,-100.17932,,,146.18242,,-0.20294349,,8186.216,11,81,,,0.01,0.01,9.869116,,inf,-99.79039,-141.18242,56,4.7281532e-07,3238,0.01,499.8509,56,,22.28880000114441,9.299617,-499.8509,57.82142857142857,0.01
,,-0.2,inf,10.12564,-494.30713,,0.2,152.3776,,0.028406903,,8685.522,11,81,,,0.01,0.01,9.851417,,inf,-99.79039,-147.3776,57,4.563709e-07,3738,0.01,499.8509,57,,23.46605634689331,9.29672,-499.8509,65.57894736842105,0.01
,,-0.2,inf,5.2136965,-157.10573,,-0.2,152.54532,,-0.23059227,,8847.629,11,81,,,0.01,0.01,9.834024,0.2,inf,-99.79039,-147.54532,58,4.4076967e-07,3804,0.01,499.8509,58,,23.989408016204834,9.20923,-499.8509,65.58620689655173,0.01
,,-0.2,inf,8.531182,-106.15585,,,151.8438,,0.008805186,,8958.784,11,81,,,0.01,0.01,9.81693,0.2,inf,-99.79039,-146.8438,59,4.259549e-07,3819,0.01,499.8509,59,,24.45855689048767,9.180934,-499.8509,64.72881355932203,0.01
,,-0.2,inf,8.626187,-123.372574,,0.2,151.4526,,0.18335524,,9087.156,11,81,,,0.01,0.01,9.800123,0.2,inf,-99.79039,-146.4526,60,4.1187477e-07,3846,0.01,499.8509,60,,24.94576621055603,9.155162,-499.8509,64.1,0.01
,,,inf,9.139897,-123.118256,,-0.2,151.07008,,-0.40772605,,9215.275,11,81,,,0.01,0.01,9.783593,-0.2,inf,-99.79039,-146.07008,61,3.984813e-07,3876,0.01,499.8509,61,,25.456626415252686,9.138653,-499.8509,63.540983606557376,0.01
,,,inf,7.588669,-107.8504,,,150.45363,,-0.19773193,,9328.125,11,81,,,0.01,0.01,9.767333,-0.2,inf,-99.79039,-145.45363,62,3.8573074e-07,3898,0.01,499.8509,62,,25.95400094985962,9.097654,-499.8509,62.87096774193548,0.01
,,,inf,7.803086,-111.24276,,0.2,149.91061,,0.010361195,,9444.369,11,81,,,0.01,0.01,9.751332,-0.2,inf,-99.79039,-144.91061,63,3.735825e-07,3920,0.01,499.8509,63,,26.445692777633667,9.061359,-499.8509,62.22222222222222,0.01
,,,inf,9.56178,-112.74169,,-0.2,149.40797,,-0.19881348,,9562.11,11,81,,,0.01,0.01,9.735584,,inf,-99.79039,-144.40797,64,3.6199927e-07,3937,0.01,499.8509,64,,26.96007251739502,9.053677,-499.8509,61.515625,0.01
,,,inf,10.292833,-108.00785,,,148.84798,,-0.013448659,,9675.118,11,81,,,0.01,0.01,9.72008,,inf,-99.79039,-143.84798,65,3.5094652e-07,4009,0.01,499.8509,65,,27.559966564178467,9.057474,-499.8509,61.676923076923075,0.01
,,,inf,9.940838,-301.4567,,0.2,151.23598,,0.16159031,,9981.574,11,81,,,0.01,0.01,9.704813,,inf,-99.79039,-146.23598,66,3.4039232e-07,4217,0.01,499.8509,66,,28.354241132736206,9.055823,-499.8509,63.89393939393939,0.01
,,,inf,6.869649,-134.37784,,-0.2,151.05899,,-0.019018158,,10120.952,11,81,,,0.01,0.01,9.6897745,0.2,inf,-99.79039,-146.05899,67,3.3030722e-07,4254,0.01,499.8509,67,,28.873960971832275,9.00838,-499.8509,63.492537313432834,0.01
,,,inf,9.412345,-114.46214,,,150.59433,,0.20611624,,10240.414,11,81,,,0.01,0.01,9.67496,0.2,inf,-99.79039,-145.59433,68,3.206637e-07,4274,0.01,499.8509,68,,29.37420153617859,8.999723,-499.8509,62.85294117647059,0.01
,,,inf,9.884539,-119.90579,,0.2,150.22203,,0.39971936,,10365.32,11,81,,,0.01,0.01,9.660361,0.2,inf,-99.79039,-145.22203,69,3.1143645e-07,4297,0.01,499.8509,69,,29.881295204162598,8.99816,-499.8509,62.27536231884058,0.01
,,0.2,inf,10.343612,-126.28784,,-0.2,149.95154,,-0.17320424,,10496.607,11,81,,,0.01,0.01,9.645972,-0.2,inf,-99.79039,-144.95154,70,3.0260182e-07,4327,0.01,499.8509,70,,30.377416133880615,9.003197,-499.8509,61.81428571428572,0.01
,,0.2,inf,8.530805,-111.930244,,,149.48645,,0.019968025,,10613.538,11,81,,,0.01,0.01,9.631787,-0.2,inf,-99.79039,-144.48645,71,2.9413786e-07,4359,0.01,499.8509,71,,30.87225604057312,8.982558,-499.8509,61.394366197183096,0.01
,,0.2,inf,9.737666,-102.23893,,0.2,148.89969,,0.19363227,,10720.777,11,81,,,0.01,0.01,9.617802,-0.2,inf,-99.79039,-143.89969,72,2.8602412e-07,4370,0.01,499.8509,72,,31.364983797073364,8.979255,-499.8509,60.69444444444444,0.01
,,0.2,inf,9.831557,-107.71687,,-0.2,148.40402,,0.0071412176,,10833.494,11,81,,,0.01,0.01,9.604008,,inf,-99.79039,-143.40402,73,2.7824152e-07,4384,0.01,499.8509,73,,31.872154712677002,8.977325,-499.8509,60.054794520547944,0.01
,,0.2,inf,10.263201,-113.614395,,,148.00146,,0.18855558,,10952.108,11,81,,,0.01,0.01,9.590403,,inf,-99.79039,-143.00146,74,2.707723e-07,4405,0.01,499.8509,74,,32.37400197982788,8.98128,-499.8509,59.527027027027025,0.01
,,0.2,inf,5.7049165,-119.94746,,0.2,147.69408,,0.37921542,,11077.056,11,81,,,0.01,0.01,9.57698,,inf,-99.79039,-142.69408,75,2.6359982e-07,4428,0.01,499.8509,75,,32.89722442626953,8.924352,-499.8509,59.04,0.01
,,0.2,inf,8.110141,-186.28688,,-0.2,148.26767,,0.14364332,,11268.343,11,81,,,0.01,0.01,9.563734,0.2,inf,-99.79039,-143.26767,76,2.5670863e-07,4517,0.01,499.8509,76,,33.51427435874939,8.900567,-499.8509,59.43421052631579,0.01
,,0.2,inf,5.7372675,-108.506386,,,147.81622,,0.41000524,,11381.85,11,81,,,0.01,0.01,9.550662,0.2,inf,-99.79039,-142.81622,77,2.5008418e-07,4535,0.01,499.8509,77,,34.04038190841675,8.846583,-499.8509,58.896103896103895,0.01
,,0.2,inf,9.535952,-111.12402,,0.2,147.40991,,0.6032089,,11497.974,11,81,,,0.01,0.01,9.537759,0.2,inf,-99.79039,-142.40991,78,2.4371286e-07,4551,0.01,499.8509,78,,34.50953507423401,8.842683,-499.8509,58.34615384615385,0.01
,,-0.2,inf,9.117241,-112.94271,,,147.03691,0.2,-0.21284585,,11615.916,11,81,,,0.01,0.01,9.52502,-0.2,inf,-99.79039,-142.03691,79,2.3758197e-07,4568,0.01,499.8509,79,,35.01623177528381,8.833581,-499.8509,57.822784810126585,0.01
,,-0.2,inf,8.551688,-107.10434,,-0.2,146.60025,0.2,-0.15832376,,11728.0205,11,81,,,0.01,0.01,9.512441,,inf,-99.79039,-141.60025,80,2.3167952e-07,4586,0.01,499.8509,80,,35.527249813079834,8.817636,-499.8509,57.325,0.01
,,-0.2,inf,6.4381914,-104.74983,,,146.14531,0.2,0.019867064,,11837.7705,11,81,,,0.01,0.01,9.500018,,inf,-99.79039,-141.14531,81,2.2599437e-07,4605,0.01,499.8509,81,,36.035420656204224,8.7759905,-499.8509,56.851851851851855,0.01
,,-0.2,inf,8.297827,-117.64497,,0.2,145.85873,0.2,0.21008614,,11960.416,11,81,,,0.01,0.01,9.487748,,inf,-99.79039,-140.85873,82,2.2051593e-07,4638,0.01,499.8509,82,,36.54562973976135,8.7580385,-499.8509,56.5609756097561,0.01
,,-0.2,inf,7.966669,-123.368126,,,145.648,0.2,0.20381719,,12088.783,11,81,,,0.01,0.01,9.475627,0.2,inf,-99.79039,-140.648,83,2.1523427e-07,4666,0.01,499.8509,83,,37.06693124771118,8.736529,-499.8509,56.21686746987952,0.01
,,,inf,9.926798,-107.65089,,-0.2,145.25517,0.2,-0.2022362,,12201.435,11,81,,,0.01,0.01,9.463651,-0.2,inf,-99.79039,-140.25517,84,2.1014014e-07,4680,0.01,499.8509,84,,37.574464082717896,8.738866,-499.8509,55.714285714285715,0.01
,,,inf,9.101261,-120.753746,,,145.02574,0.2,0.046447918,,12327.188,11,81,,,0.01,0.01,9.451817,-0.2,inf,-99.79039,-140.02574,85,2.052248e-07,4708,0.01,499.8509,85,,38.11868715286255,8.731434,-499.8509,55.38823529411765,0.01
,,,inf,2.5998762,-107.531136,,0.2,144.6479,0.2,0.19478178,,12439.72,11,81,,,0.01,0.01,9.44012,-0.2,inf,-99.79039,-139.6479,86,2.0047987e-07,4721,0.01,499.8509,86,,38.623534202575684,8.648577,-499.8509,54.895348837209305,0.01
,,,inf,9.932181,-130.78166,,-0.2,144.54599,0.2,-0.017046273,,12575.501,11,81,,,0.01,0.01,9.428559,,inf,-99.79039,-139.54599,87,1.9589761e-07,4762,0.01,499.8509,87,,39.16241121292114,8.651902,-499.8509,54.735632183908045,0.01
,,,inf,8.812359,-118.53233,,,144.30719,0.2,0.19824226,,12699.033,11,81,,,0.01,0.01,9.41713,,inf,-99.79039,-139.30719,88,1.9147068e-07,4784,0.01,499.8509,88,,39.651999950408936,8.6424265,-499.8509,54.36363636363637,0.01
,,,inf,9.534412,-110.05048,,0.2,143.97847,0.2,0.4251896,,12814.084,11,81,,,0.01,0.01,9.405831,,inf,-99.79039,-138.97847,89,1.8719217e-07,4803,0.01,499.8509,89,,40.15782713890076,8.641276,-499.8509,53.96629213483146,0.01
,,,inf,5.7490897,-115.538635,,-0.2,143.71802,0.2,0.18267517,,12934.622,11,81,,,0.01,0.01,9.394658,0.2,inf,-99.79039,-138.71802,90,1.8305543e-07,4822,0.01,499.8509,90,,40.69745945930481,8.598092,-499.8509,53.577777777777776,0.01
,,,inf,7.0410986,-108.34476,,,143.38425,0.2,0.37517303,,13047.967,11,81,,,0.01,0.01,9.383608,0.2,inf,-99.79039,-138.38425,91,1.7905434e-07,4840,0.01,499.8509,91,,41.23141169548035,8.570054,-499.8509,53.18681318681319,0.01
,,,inf,7.821845,-104.22112,,0.2,143.01292,0.2,0.61792237,,13157.188,11,81,,,0.01,0.01,9.372679,0.2,inf,-99.79039,-138.01292,92,1.7518303e-07,4852,0.01,499.8509,92,,41.750842332839966,8.551111,-499.8509,52.73913043478261,0.01
,,0.2,inf,6.9255533,-127.207466,,,142.89674,0.2,0.1958845,,13289.396,11,81,,,0.01,0.01,9.361868,-0.2,inf,-99.79039,-137.89674,93,1.7143589e-07,4888,0.01,499.8509,93,,42.2847113609314,8.522938,-499.8509,52.55913978494624,0.01
,,0.2,inf,9.26069,-107.12537,,-0.2,142.56938,0.2,0.19108368,,13401.521,11,81,,,0.01,0.01,9.351172,,inf,-99.79039,-137.56938,94,1.6780771e-07,4900,0.01,499.8509,94,,42.80914235115051,8.520204,-499.8509,52.12765957446808,0.01
