IWMin,Iteration,MountainCar_std0_higher,GridSize,DenMISELogFirst,DenMISELogLast,IWMean,ActionIn1,Bound,NumTrainableParams,AvgEpLen,ReturnAbsMax,MountainCar_std1_higher,MountainCar_mu0_higher,IWMax,ReturnMax,MinEpLen,IWLastEpisode,ReturnStepMax,ReturnMin,DenMISEMeanLog,IWFirstEpisode,NumTrajectories,ReturnLastEpisode,Regret,TimestepsSoFar,TimeElapsed,ReturnMean,Regret/t,MountainCar_mu1_higher,Delta
,2546,0.14999999,400,-5.369592,-3.0002964,0.9736768,-5.765229,27.189726,,908.0534171249018,13.278829,0.14999999,-0.57894737,120.314674,12.822414,185,,132.42879,-13.278829,-3.3994086,,2546,-0.74854356,15239.9,2311904,9874.573335409164,-0.9858211,5.9858212,-4.736842,4.6892645e-10
,2547,0.14999999,400,-5.3699846,-3.3322384,1.0267054,4.0815926,27.188643,,908.0891244601492,13.278829,0.14999999,-0.57894737,120.49426,12.822414,185,,132.42879,-13.278829,-3.3993979,,2547,-1.5644889,15246.465,2312903,9882.328875541687,-0.98604834,5.986048,4.736842,4.685583e-10
,2548,0.14999999,400,-5.3703775,-3.238335,1.1349839,-1.4952134,27.188364,,908.1248037676609,13.278829,0.14999999,0.15789473,115.23824,12.822414,185,,132.42879,-13.278829,-3.3993309,1.2922689e-18,2548,-1.2771486,15252.742,2313902,9889.308657169342,-0.98616254,5.9861627,-1.5789474,4.681906e-10
,2549,0.14999999,400,-5.37077,-2.9182036,0.99890697,7.4091144,27.187857,,908.1604550804237,13.278829,0.14999999,-0.68421054,106.11391,12.822414,185,,132.42879,-13.278829,-3.3990965,,2549,-0.0008752658,15257.743,2314901,9897.453660726547,-0.98577607,5.985776,7.894737,4.678233e-10
,2550,0.14999999,400,-5.371162,-2.7069204,0.8859172,-2.5084248,27.186121,,907.978431372549,13.278829,0.14999999,-1.0,190.53775,12.822414,185,,132.42879,-13.278829,-3.3988304,9.842451e-23,2550,0.5588958,15262.185,2315345,9904.600371360779,-0.9851703,5.9851704,-1.5789474,4.674564e-10
,2551,0.14999999,400,-5.371554,-3.0793362,1.0231216,-4.2175694,27.185486,,908.0141121128969,13.278829,0.14999999,-0.57894737,120.5499,12.822414,185,,132.42879,-13.278829,-3.3987591,,2551,-1.8819999,15269.066,2316344,9912.991528272629,-0.9855218,5.985522,-3.6842105,4.6709003e-10
,2552,0.14999999,400,-5.371946,-3.057275,1.0185204,6.453168,27.179874,,908.0497648902822,13.278829,0.14999999,0.8947368,172.01302,12.822414,185,,132.42879,-13.278829,-3.398622,,2552,-0.8889428,15274.955,2317343,9919.374132156372,-0.98548394,5.985484,5.7894735,4.66724e-10
,2553,0.14999999,400,-5.372338,-4.446401,1.0361514,-2.0837884,27.174948,,908.0853897375637,13.278829,0.14999999,-0.57894737,119.09909,12.822414,185,,132.42879,-13.278829,-3.3990345,3.058411e-18,2553,-3.5377939,15283.493,2318342,9927.77831697464,-0.9864837,5.9864836,-1.5789474,4.663585e-10
,2554,0.14999999,400,-5.3727293,-2.9319873,0.97705126,-8.701563,27.173746,,908.1209866875489,13.278829,0.14999999,-0.57894737,120.128136,12.822414,185,,132.42879,-13.278829,-3.398844,,2554,-0.7588628,15289.252,2319341,9934.526219844818,-0.9863946,5.9863944,-7.894737,4.6599336e-10
,2555,0.14999999,400,-5.373121,-3.0050285,1.1427526,5.513647,27.172455,,908.1565557729941,13.278829,0.14999999,-1.0,181.54677,12.822414,185,,132.42879,-13.278829,-3.3987055,,2555,-1.5130118,15295.765,2320340,9941.075473308563,-0.98660064,5.986601,6.8421054,4.6562862e-10
,2556,0.14999999,400,-5.3735123,-4.373864,1.0387245,10.87646,27.170809,,908.0598591549295,13.278829,0.14999999,1.0,259.85962,12.822414,185,,132.42879,-13.278829,-3.3990412,,2556,-2.2745242,15303.039,2321001,9947.004095315933,-0.98710465,5.9871044,10.0,4.6526435e-10
,2557,0.14999999,400,-5.3739033,-3.6625986,0.92752105,8.178949,27.157925,,908.0954243253813,13.278829,0.14999999,-0.7894737,110.438225,12.822414,185,1.164392e-37,132.42879,-13.278829,-3.3991418,,2557,-6.7843933,15314.824,2322000,9954.239483356476,-0.98937184,5.989372,8.947369,4.6490056e-10
,2558,0.14999999,400,-5.3742943,-3.5452342,1.0555739,-7.3432274,27.138937,,908.001954652072,13.278829,0.14999999,-0.57894737,120.82423,12.822414,185,,132.42879,-13.278829,-3.3992324,,2558,-1.6500045,15321.474,2322669,9961.152751922607,-0.98963004,5.98963,-6.8421054,4.6453708e-10
,2559,0.14999999,400,-5.3746853,-3.8976812,1.0049359,0.78216606,27.137455,,908.0375146541618,13.278829,0.14999999,-0.57894737,119.30008,12.822414,185,,132.42879,-13.278829,-3.3994117,1.0862329e-27,2559,-1.0785247,15327.553,2323668,9969.45570397377,-0.9896648,5.989665,1.5789474,4.641741e-10
,2560,0.14999999,400,-5.375076,-2.8485212,0.8598277,6.0753975,27.13398,,908.073046875,13.278829,0.14999999,1.0,218.02281,12.822414,185,,132.42879,-13.278829,-3.3992019,,2560,-1.3527164,15333.905,2324667,9977.0669028759,-0.98980665,5.9898067,4.736842,4.6381154e-10
,2561,0.14999999,400,-5.3754663,-4.6773124,0.9167163,10.280844,27.13271,,908.1085513471301,13.278829,0.14999999,0.05263158,97.560524,12.822414,185,,132.42879,-13.278829,-3.3997638,,2561,-7.648658,15346.554,2325666,9984.362559080124,-0.9924068,5.992407,10.0,4.6344942e-10
,2562,0.14999999,400,-5.375857,-3.1522632,1.0596476,6.8351107,27.111204,,907.8848555815769,13.278829,0.14999999,0.2631579,115.94176,12.822414,185,,132.42879,-13.278829,-3.3997045,,2562,3.1360915,15348.418,2326001,9991.193326473236,-0.99079525,5.990795,6.8421054,4.630877e-10
,2563,0.14999999,400,-5.376247,-2.8796017,1.0562619,-6.23644,27.106047,,907.9180647678502,13.278829,0.14999999,-0.57894737,121.14712,12.822414,185,,132.42879,-13.278829,-3.3994849,,2563,-0.012617381,15353.43,2326994,9997.977496862411,-0.99041367,5.9904137,-5.7894735,4.6272638e-10
,2564,0.14999999,400,-5.376637,-2.7828252,0.9907933,1.2853495,27.088627,,907.9535881435257,13.278829,0.14999999,1.0,257.42694,12.822414,185,,132.42879,-13.278829,-3.399229,8.7489093e-17,2564,-0.45767745,15358.888,2327993,10006.123728752136,-0.9902058,5.990206,0.5263158,4.6236553e-10
,2565,0.14999999,400,-5.377027,-4.1123466,0.9024468,9.722975,27.088076,,907.9890838206628,13.278829,0.14999999,0.36842105,113.26969,12.822414,185,,132.42879,-13.278829,-3.3995233,,2565,-4.7857804,15368.674,2328992,10013.460060358047,-0.9916856,5.991686,8.947369,4.6200507e-10
,2566,0.14999999,400,-5.377417,-3.4950047,1.0470171,-1.45274,27.065384,,908.0245518316445,13.278829,0.14999999,-1.0,191.78543,12.822414,185,,132.42879,-13.278829,-3.3996031,0.0001709468,2566,-1.4856492,15375.159,2329991,10021.332918405533,-0.9918781,5.991878,-0.5263158,4.6164503e-10
,2567,0.14999999,400,-5.3778067,-3.819143,0.92033654,7.8494806,27.062243,,908.059992208804,13.278829,0.14999999,-0.2631579,107.35251,12.822414,185,,132.42879,-13.278829,-3.3997588,,2567,-2.1455162,15382.305,2330990,10029.286320447922,-0.9923275,5.9923277,7.894737,4.6128545e-10
,2568,0.14999999,400,-5.378196,-2.7099805,1.049473,-0.20762795,27.055832,,908.0280373831775,13.278829,0.14999999,-0.36842105,116.23736,12.822414,185,,132.42879,-13.278829,-3.3995264,0.03448176,2568,0.008867604,15387.296,2331816,10036.271231651306,-0.99193764,5.9919376,0.5263158,4.6092627e-10
,2569,0.14999999,400,-5.378572,-3.616371,0.9420344,-11.1296835,27.056248,,908.0634488127677,13.278829,0.14999999,-1.0,196.64062,12.822414,185,,132.42879,-13.278829,-3.3995976,,2569,-0.6706364,15392.967,2332815,10043.097212076187,-0.9918125,5.9918127,-10.0,4.6056747e-10
,2570,0.14999999,400,-5.378961,-4.240378,1.1243016,-10.721901,27.058475,,908.0988326848249,13.278829,0.14999999,-0.57894737,121.43514,12.822414,185,0.08871235,132.42879,-13.278829,-3.399958,,2570,-2.5148056,15400.481,2333814,10051.43233203888,-0.99240524,5.9924054,-10.0,4.6020915e-10
,2571,0.14999999,400,-5.37935,-3.7336273,0.99820536,3.886538,27.045359,,908.1341890315052,13.278829,0.14999999,-1.0,209.4949,12.822414,185,,132.42879,-13.278829,-3.4000466,,2571,-0.5766204,15406.059,2334813,10058.852843761444,-0.9922435,5.992244,4.736842,4.598512e-10
,2572,0.14999999,400,-5.379739,-3.3030376,1.0334774,7.002721,27.034443,,907.9646189735614,13.278829,0.14999999,-1.0,176.75027,12.822414,185,,132.42879,-13.278829,-3.400019,,2572,-1.1414982,15412.199,2335285,10065.631813764572,-0.9923015,5.9923015,7.894737,4.594937e-10
,2573,0.14999999,400,-5.380128,-3.7872581,1.0667721,2.429239,27.034176,,907.790516906335,13.278829,0.14999999,-0.36842105,116.41219,12.822414,185,,132.42879,-13.278829,-3.400166,,2573,-1.2732955,15418.473,2335745,10072.899184703827,-0.99241066,5.9924107,2.631579,4.5913656e-10
,2574,0.14999999,400,-5.380516,-3.061735,0.9428698,-4.5295305,27.015526,,907.8259518259518,13.278829,0.14999999,-1.0,207.99677,12.822414,185,,132.42879,-13.278829,-3.4000154,,2574,-0.25168628,15423.725,2336744,10080.91446852684,-0.992123,5.992123,-3.6842105,4.5877996e-10
,2575,0.14999999,400,-5.3809047,-3.377693,1.122604,8.798615,27.003965,,907.861359223301,13.278829,0.14999999,-0.2631579,101.451584,12.822414,185,,132.42879,-13.278829,-3.400038,,2575,-1.8342667,15430.559,2337743,10089.731942653656,-0.99244994,5.9924498,8.947369,4.5842372e-10
,2576,0.14999999,400,-5.381293,-3.0947437,1.1719563,1.6692052,27.001299,,907.7725155279503,13.278829,0.14999999,-1.0,219.69946,12.822414,185,,132.42879,-13.278829,-3.3998785,,2576,0.103621915,15435.455,2338422,10096.626429319382,-0.9920245,5.9920244,2.631579,4.5806783e-10
,2577,0.14999999,400,-5.381681,-3.5368955,0.9402673,9.324483,26.995804,,907.720605355064,13.278829,0.14999999,-0.68421054,96.513885,12.822414,185,,132.42879,-13.278829,-3.399877,,2577,-2.2778578,15442.732,2339196,10103.81615281105,-0.99252343,5.992523,10.0,4.5771237e-10
,2578,0.14999999,400,-5.382069,-3.33851,1.0611713,9.697243,26.985666,,907.6027928626843,13.278829,0.14999999,-0.2631579,94.85126,12.822414,185,0.03526389,132.42879,-13.278829,-3.3998816,,2578,-1.2504858,15448.983,2339800,10111.700462579727,-0.9926235,5.9926233,10.0,4.5735737e-10
,2579,0.14999999,400,-5.382457,-2.640666,0.8972974,7.6593237,26.979223,,907.4513377278015,13.278829,0.14999999,0.8947368,158.92021,12.822414,185,,132.42879,-13.278829,-3.3995686,,2579,0.38265812,15453.601,2340317,10119.697653532028,-0.9920903,5.99209,6.8421054,4.570028e-10
,2580,0.14999999,400,-5.3828444,-3.679434,1.0747347,-3.401649,26.969046,,907.4868217054263,13.278829,0.14999999,-1.0,207.62369,12.822414,185,,132.42879,-13.278829,-3.3997245,,2580,-4.268066,15462.869,2341316,10126.877477169037,-0.99336004,5.99336,-2.631579,4.5664855e-10
,2581,0.14999999,400,-5.383232,-3.0473146,0.95367837,-7.883599,26.969307,,907.5222781867493,13.278829,0.14999999,0.57894737,122.60071,12.822414,185,,132.42879,-13.278829,-3.3995693,,2581,-1.4709266,15469.34,2342315,10133.400839328766,-0.99354506,5.993545,-8.947369,4.562948e-10
,2582,0.14999999,400,-5.3836193,-3.554291,0.8497969,4.590865,26.960787,,907.557707203718,13.278829,0.14999999,-0.2631579,115.170784,12.822414,185,,132.42879,-13.278829,-3.3996532,,2582,-3.3605847,15477.7,2343314,10140.066067695618,-0.99446183,5.994462,4.736842,4.5594145e-10
,2583,0.14999999,400,-5.3840065,-2.7744894,1.0674567,7.790552,26.954351,,907.5729771583431,13.278829,0.14999999,0.2631579,115.18253,12.822414,185,,132.42879,-13.278829,-3.3994734,,2583,-0.029134156,15482.7295,2344261,10147.210602760315,-0.99408805,5.994088,7.894737,4.5558843e-10
,2584,0.14999999,400,-5.3843937,-4.626457,0.9290815,-5.6589837,26.927855,,907.4667182662539,13.278829,0.14999999,0.8947368,162.72653,12.822414,185,,132.42879,-13.278829,-3.3999295,,2584,0.055979107,15487.674,2344894,10155.356435775757,-0.9936817,5.993682,-6.8421054,4.5523588e-10
,2585,0.14999999,400,-5.384781,-3.9544683,0.9550514,-7.431717,26.923082,,907.5021276595745,13.278829,0.14999999,0.57894737,124.230034,12.822414,185,2.9655426e-13,132.42879,-13.278829,-3.4001791,,2585,-5.4754534,15498.148,2345893,10162.797417879105,-0.99541545,5.9954157,-7.894737,4.5488374e-10
,2586,0.14999999,400,-5.3851676,-3.2663643,1.0066379,0.55817807,26.919859,,907.5375096674401,13.278829,0.14999999,-1.0,201.52452,12.822414,185,,132.42879,-13.278829,-3.4001505,3.5366593e-32,2586,-1.2691237,15504.418,2346892,10170.077753305435,-0.99552125,5.995521,1.5789474,4.54532e-10
,2587,0.14999999,400,-5.385554,-3.0441287,1.0075337,-6.625016,26.915436,,907.572864321608,13.278829,0.14999999,-1.0,212.7405,12.822414,185,,132.42879,-13.278829,-3.4000204,,2587,-2.0206146,15511.438,2347891,10176.985009670258,-0.99591756,5.9959173,-5.7894735,4.5418067e-10
,2588,0.14999999,400,-5.3859406,-2.9151325,0.960549,-0.4609438,26.909605,,907.6081916537867,13.278829,0.14999999,-1.0,211.78593,12.822414,185,,132.42879,-13.278829,-3.3998396,1.2200117e-07,2588,-1.2367657,15517.676,2348890,10184.528409004211,-0.99601066,5.996011,0.5263158,4.5382978e-10
,2589,0.14999999,400,-5.386327,-3.12203,1.0813618,9.109756,26.908241,,907.6434916956354,13.278829,0.14999999,-1.0,136.8441,12.822414,185,,132.42879,-13.278829,-3.3997567,,2589,-1.5333751,15524.209,2349889,10191.187027692795,-0.9962182,5.996218,10.0,4.5347925e-10
,2590,0.14999999,400,-5.386713,-3.185659,0.8730613,-10.033828,26.903538,,907.3899613899614,13.278829,0.14999999,-0.2631579,114.42021,12.822414,185,,132.42879,-13.278829,-3.3996508,,2590,5.735622,15523.473,2350140,10196.785652160645,-0.99361897,5.993619,-10.0,4.5312912e-10
,2591,0.14999999,400,-5.3870993,-2.7999666,1.0844189,-0.12089076,26.901255,,907.4253184098803,13.278829,0.14999999,-0.05263158,114.00902,12.822414,185,,132.42879,-13.278829,-3.3994725,34.015114,2591,-0.017113551,15528.49,2351139,10204.119371175766,-0.9932421,5.9932423,-0.5263158,4.5277945e-10
,2592,0.14999999,400,-5.374442,-5.200465,0.9783171,5.4771914,26.900711,,907.4606481481482,13.278829,0.14999999,-0.36842105,114.60236,12.822414,185,,132.42879,-13.278829,-3.4001408,,2592,-0.007753605,15533.498,2352138,10212.270683526993,-0.9928619,5.9928617,5.7894735,4.5243015e-10
,2593,0.14999999,400,-5.374828,-2.8357472,0.9341675,2.4125144,26.900835,,907.4627844195912,13.278829,0.14999999,-0.05263158,114.036644,12.822414,185,,132.42879,-13.278829,-3.3999372,,2593,-0.33089098,15538.829,2353051,10220.212017297745,-0.9926066,5.9926066,2.631579,4.5208123e-10
,2594,0.14999999,400,-5.3752136,-3.0879087,0.92083263,8.487658,26.897797,,907.4980724749422,13.278829,0.14999999,0.7894737,141.26611,12.822414,185,,132.42879,-13.278829,-3.3998473,,2594,-0.02801721,15543.857,2354050,10227.52864575386,-0.99223477,5.9922347,7.894737,4.5173276e-10
,2595,0.14999999,400,-5.375599,-2.865318,0.87608004,1.3615332,26.897226,,907.5333333333333,13.278829,0.14999999,-0.2631579,115.757805,12.822414,185,,132.42879,-13.278829,-3.3996782,1.4440074e-26,2595,-2.0267727,15550.884,2355049,10233.94589972496,-0.99263346,5.9926333,1.5789474,4.5138465e-10
,2596,0.14999999,400,-5.375984,-3.595862,0.9847948,-7.696099,26.896751,,907.5685670261942,13.278829,0.14999999,-0.2631579,115.74936,12.822414,185,,132.42879,-13.278829,-3.399806,,2596,-0.0015206585,15555.885,2356048,10241.112636327744,-0.99225163,5.9922514,-7.894737,4.5103693e-10
,2597,0.14999999,400,-5.3763695,-5.604846,0.9632392,-1.4784725,26.885288,,907.6037735849056,13.278829,0.14999999,-0.7894737,124.05269,12.822414,185,,132.42879,-13.278829,-3.400667,0.08055489,2597,-0.063815005,15560.949,2357047,10249.473529100418,-0.9918942,5.9918942,-0.5263158,4.5068968e-10
,2598,0.14999999,400,-5.3767233,-3.4045722,1.035053,-8.995071,26.883104,,907.6389530408006,13.278829,0.14999999,-1.0,213.64352,12.822414,185,,132.42879,-13.278829,-3.4006891,,2598,-2.0581937,15568.008,2358046,10256.733072757721,-0.99230456,5.992305,-7.894737,4.503428e-10
,2599,0.14999999,400,-5.377108,-4.0883265,1.0243715,-7.142515,26.882425,,907.6741054251635,13.278829,0.14999999,-0.2631579,115.91484,12.822414,185,1.3334228e-17,132.42879,-13.278829,-3.4009492,,2599,-1.4683503,15574.476,2359045,10264.263096570969,-0.9924877,5.992488,-6.8421054,4.4999632e-10
,2600,0.14999999,400,-5.377493,-2.8291817,0.86718345,-1.8036733,26.879265,,907.7092307692308,13.278829,0.14999999,-0.15789473,113.33366,12.822414,185,,132.42879,-13.278829,-3.400726,3.6112734e-17,2600,-0.1399995,15579.615,2360044,10271.658985853195,-0.9921599,5.99216,-1.5789474,4.4965023e-10
,2601,0.14999999,400,-5.377877,-3.267183,1.0667394,0.24439555,26.875673,,907.7443291041907,13.278829,0.14999999,0.68421054,131.58694,12.822414,185,5.225525e-18,132.42879,-13.278829,-3.4007308,4.6649026e-07,2601,-0.013073511,15584.629,2361043,10280.251853466034,-0.99178344,5.9917836,-0.5263158,4.493045e-10
,2602,0.14999999,400,-5.3782616,-3.2961981,1.1048142,4.1393514,26.868883,,907.7794004611837,13.278829,0.14999999,0.36842105,119.66414,12.822414,185,,132.42879,-13.278829,-3.4006722,,2602,-3.201543,15592.83,2362042,10287.87389922142,-0.9926327,5.992633,3.6842105,4.4895926e-10
,2603,0.14999999,400,-5.378646,-2.8412714,1.0012121,-3.6779861,26.862432,,907.8144448713024,13.278829,0.14999999,-0.15789473,115.06484,12.822414,185,,132.42879,-13.278829,-3.4004235,,2603,-0.812178,15598.643,2363041,10294.0888941288,-0.9925634,5.9925632,-3.6842105,4.4861437e-10
,2604,0.14999999,400,-5.37903,-2.995974,0.9861286,-6.1491175,26.842924,,907.8494623655914,13.278829,0.14999999,0.47368422,119.38595,12.822414,185,,132.42879,-13.278829,-3.4002736,,2604,-0.026131613,15603.669,2364040,10300.97885298729,-0.99219227,5.9921923,-6.8421054,4.4826987e-10
,2605,0.14999999,400,-5.379414,-3.2998998,1.1150526,-8.896143,26.84259,,907.884452975048,13.278829,0.14999999,0.36842105,116.78626,12.822414,185,,132.42879,-13.278829,-3.4002464,,2605,-0.9992805,15609.668,2365039,10308.663625001907,-0.992195,5.992195,-8.947369,4.4792578e-10
,2606,0.14999999,400,-5.379798,-3.882644,0.81971097,6.2412205,26.837122,,907.9194167306216,13.278829,0.14999999,-0.57894737,114.03903,12.822414,185,,132.42879,-13.278829,-3.4003937,,2606,-0.2192742,15614.887,2366038,10316.156863451004,-0.9918984,5.9918985,6.8421054,4.4758208e-10
,2607,0.14999999,400,-5.3801813,-2.776843,1.0393094,10.704774,26.837503,,907.7993862677407,13.278829,0.14999999,0.57894737,128.8178,12.822414,185,,132.42879,-13.278829,-3.400228,,2607,-0.45970082,15620.347,2366633,10323.176209688187,-0.99169415,5.991694,10.0,4.4723877e-10
,2608,0.14999999,400,-5.380565,-3.566138,1.0232614,-0.97869503,26.82935,,907.8343558282209,13.278829,0.14999999,0.57894737,124.81466,12.822414,185,,132.42879,-13.278829,-3.4002838,1.5749797e-23,2608,-0.9939989,15626.341,2367632,10330.776068210602,-0.9916951,5.991695,-1.5789474,4.468959e-10
,2609,0.14999999,400,-5.3809485,-2.850622,1.0546881,2.7572834,26.827572,,907.8692985818321,13.278829,0.14999999,-0.7894737,124.575516,12.822414,185,,132.42879,-13.278829,-3.4000695,,2609,-1.1125675,15632.453,2368631,10338.652427434921,-0.9917414,5.991741,3.6842105,4.465534e-10
,2610,0.14999999,400,-5.3813314,-3.1119194,0.9175508,-6.856081,26.826967,,907.8180076628353,13.278829,0.14999999,1.0,247.72815,12.822414,185,,132.42879,-13.278829,-3.3999457,,2610,-1.9472876,15639.4,2369405,10345.604598999023,-0.9921075,5.9921074,-7.894737,4.4621126e-10
,2611,0.14999999,400,-5.381715,-3.3967373,1.0239959,5.0398297,26.82175,,907.8529299119111,13.278829,0.14999999,-0.7894737,121.661705,12.822414,185,,132.42879,-13.278829,-3.3999867,,2611,-4.9814587,15649.382,2370404,10353.142366409302,-0.9936354,5.993635,5.7894735,4.4586956e-10
,2612,0.14999999,400,-5.3820977,-2.8017478,0.9861457,5.865335,26.816004,,907.8583460949465,13.278829,0.14999999,-0.05263158,112.01798,12.822414,185,0.0046065976,132.42879,-13.278829,-3.399755,,2612,-1.09251,15655.475,2371326,10360.872889518738,-0.99367326,5.9936733,5.7894735,4.455282e-10
,2613,0.14999999,400,-5.38248,-3.011114,1.0358163,9.1967,26.812372,,907.6919249904324,13.278829,0.14999999,0.15789473,101.47543,12.822414,185,,132.42879,-13.278829,-3.399617,,2613,0.8231011,15659.651,2371799,10368.252700328827,-0.9929779,5.992978,8.947369,4.4518725e-10
,2614,0.14999999,400,-5.382863,-3.2187824,1.0344294,-7.670266,26.812666,,907.6411629686304,13.278829,0.14999999,0.15789473,115.203735,12.822414,185,,132.42879,-13.278829,-3.39954,,2614,0.016832566,15664.635,2372574,10375.839854001999,-0.9925916,5.992592,-7.894737,4.4484666e-10
,2615,0.14999999,400,-5.3832455,-2.7733006,1.0117061,-9.468068,26.807995,,907.6760994263863,13.278829,0.14999999,0.47368422,121.80932,12.822414,185,,132.42879,-13.278829,-3.3992932,,2615,-0.11171817,15669.746,2373573,10383.284003734589,-0.9922548,5.9922547,-10.0,4.4450654e-10
,2616,0.14999999,400,-5.383628,-3.4052198,0.9825619,3.0650206,26.808407,,907.7110091743119,13.278829,0.14999999,0.47368422,121.86311,12.822414,185,,132.42879,-13.278829,-3.3992968,,2616,-1.6735814,15676.42,2374572,10392.517694473267,-0.99251527,5.992515,2.631579,4.4416676e-10
,2617,0.14999999,400,-5.38401,-3.229336,0.9307474,-5.218388,26.807945,,907.7458922430263,13.278829,0.14999999,0.47368422,117.7504,12.822414,185,,132.42879,-13.278829,-3.3992443,,2617,-1.1650873,15682.585,2375571,10400.962677955627,-0.9925812,5.9925814,-5.7894735,4.438274e-10
,2618,0.14999999,400,-5.3843923,-3.2522914,1.0306782,1.5837398,26.807238,,907.7807486631016,13.278829,0.14999999,0.47368422,121.8558,12.822414,185,,132.42879,-13.278829,-3.39922,1.9896547e-31,2618,-1.7624521,15689.348,2376570,10408.478188753128,-0.9928753,5.992875,1.5789474,4.4348838e-10
,2619,0.14999999,400,-5.3847737,-4.471584,1.0653721,-5.7393837,26.802172,,907.815578465063,13.278829,0.14999999,-1.0,210.84953,12.822414,185,,132.42879,-13.278829,-3.3996248,,2619,-0.24715012,15694.595,2377569,10417.299685716629,-0.9925906,5.9925904,-4.736842,4.431498e-10
