IWMean,DenMISELogFirst,Regret/t,AvgEpLen,ReturnAbsMax,IWLastEpisode,ActionIn1,DenMISELogLast,ReturnMean,MountainCar_mu1_higher,TimeElapsed,ReturnMax,DenMISEMeanLog,MountainCar_mu0_higher,NumTrajectories,NumTrainableParams,IWMin,TimestepsSoFar,Iteration,IWFirstEpisode,IWMax,ReturnMin,MountainCar_std1_higher,ReturnLastEpisode,Bound,MountainCar_std0_higher,MinEpLen,Delta,GridSize,Regret,ReturnStepMax
3.0544737e-11,-1.6553872,6.3268857,971.6818181818181,2.6794512,,-7.4169936,-1.3494874,-1.3268858,-6.8421054,31.870786428451538,,-2.2401433,-0.2631579,22,,,21377,22,,6.718468e-10,-2.6794512,0.14999999,-0.09213212,6.952327e+16,0.14999999,491,6.2802383e-06,400,139.19148,88.1059
3.3543506e-15,-1.699839,6.2908125,972.8695652173913,2.6794512,,6.8248143,-2.3720255,-1.2908123,6.8421054,33.29861402511597,,-2.2883964,-0.2631579,23,,,22376,23,,4.084582e-14,-2.6794512,0.14999999,-0.49719277,6.9780798e+16,0.14999999,491,5.7460034e-06,400,144.68867,88.1059
2.0597857e-09,-1.7423985,6.219985,954.5833333333334,2.6794512,1.1038549e-37,8.766213,-1.9017528,-1.2199851,8.947369,34.60584855079651,0.40903595,-2.3130724,-0.2631579,24,,,22910,24,,4.9434817e-08,-2.6794512,0.14999999,0.40903595,7.002648e+16,0.14999999,491,5.277145e-06,400,149.27965,98.76779
2.5734602e-14,-1.7832205,6.150076,933.92,2.6794512,,-2.7436192,-5.731651,-1.1500757,-2.631579,35.922330141067505,0.5277536,-2.4890049,-0.2631579,25,,,23348,25,,6.377819e-13,-2.6794512,0.14999999,0.5277536,7.0260928e+16,0.14999999,438,4.8634165e-06,400,153.75189,98.76779
3.1824256e-13,-1.8224412,6.1094365,936.4230769230769,2.6794512,,2.1561716,-1.5554731,-1.1094366,2.631579,37.39181661605835,0.5277536,-2.4908118,-0.2631579,26,,,24347,26,,4.8675174e-12,-2.6794512,0.14999999,-0.0934594,7.0485816e+16,0.14999999,438,4.4965022e-06,400,158.84535,98.76779
1.9704367e-15,-1.8601816,6.0745215,938.7407407407408,2.6794512,,-4.9341702,-2.3653648,-1.0745217,-4.736842,38.82837748527527,0.5277536,-2.5225084,-0.2631579,27,,,25346,27,,2.1756948e-14,-2.6794512,0.14999999,-0.16673413,7.0701475e+16,0.14999999,438,4.1695957e-06,400,164.01208,98.76779
8.786713e-08,-1.8965492,6.0368056,940.8928571428571,2.6794512,,4.5672503,-2.3678432,-1.0368057,4.736842,40.40302848815918,0.5277536,-2.5520535,-0.2631579,28,,,26345,28,,2.460275e-06,-2.6794512,0.14999999,-0.01847459,7.0908738e+16,0.14999999,438,3.8770854e-06,400,169.03056,98.76779
3.1163191e-15,-1.9316405,6.00139,942.8965517241379,2.6794512,,1.6460689,-2.6051683,-1.0013901,0.5263158,41.84602618217468,0.5277536,-2.5877664,1.0,29,,,27344,29,8.922619e-14,8.922619e-14,-2.6794512,0.14999999,-0.009752179,385894720000000.0,0.14999999,438,3.6143113e-06,400,174.04031,98.76779
2.2068662e-12,-1.9655421,6.219656,944.7666666666667,7.549371,,-7.7565165,-2.512873,-1.2196561,-8.947369,43.494765758514404,0.5277536,-2.6180413,1.0,30,,,28343,30,,6.558627e-11,-7.549371,0.14999999,-7.549371,770895500000000.0,0.14999999,438,3.377373e-06,400,186.58969,98.76779
1.9072875e-11,-1.9983319,6.443318,946.516129032258,8.153168,,-5.5127835,-3.2977078,-1.4433178,-6.8421054,45.04804277420044,0.5277536,-2.671698,1.0,31,,,29342,31,,5.1415205e-10,-8.153168,0.14999999,-8.153168,834715600000000.0,0.14999999,438,3.162992e-06,400,199.74286,98.76779
2.7039388e-08,-2.0300806,6.583048,948.15625,8.153168,,7.819598,-2.7742622,-1.5830481,6.8421054,46.476951360702515,0.5277536,-2.7056599,1.0,32,,,30341,32,,8.6523295e-07,-8.153168,0.14999999,-5.9146914,836805660000000.0,0.14999999,438,2.9683938e-06,400,210.65753,98.76779
7.381266e-05,-2.0608523,6.727545,949.6969696969697,8.153168,,10.09668,-1.6782366,-1.7275447,8.947369,48.00875210762024,0.5277536,-2.7043648,1.0,33,,,31340,33,,0.0024358178,-8.153168,0.14999999,-6.351432,838826400000000.0,0.14999999,438,2.7912172e-06,400,222.00897,98.76779
6.1061585e-12,-2.0907052,7.0178823,951.1470588235294,11.599029,,-1.346678,-3.432109,-2.0178823,-2.631579,49.527132749557495,0.5277536,-2.754742,1.0,34,,,32339,34,,2.0627611e-10,-11.599029,0.14999999,-11.599029,1196126400000000.0,0.14999999,438,2.6294422e-06,400,238.608,111.4327
6.58608e-12,-2.1196928,7.1670284,952.5142857142857,11.599029,,3.7963834,-2.611291,-2.1670284,2.631579,51.03858041763306,0.5277536,-2.7788026,1.0,35,,,33338,35,,2.3049497e-10,-11.599029,0.14999999,-7.2379885,1198821900000000.0,0.14999999,438,2.481335e-06,400,250.846,111.4327
9.087741e-12,-2.1478636,7.284769,953.8055555555555,11.599029,,-3.7651134,-1.950378,-2.2847688,-4.736842,52.54515218734741,0.5277536,-2.7831793,1.0,36,,,34337,36,,3.2588682e-10,-11.599029,0.14999999,-6.4056897,1201433300000000.0,0.14999999,438,2.3453977e-06,400,262.25168,111.4327
4.3381753e-11,-2.1752627,7.353031,955.027027027027,11.599029,,5.761525,-1.7178804,-2.3530312,4.736842,54.095179080963135,0.5277536,-2.781046,1.0,37,,,35336,37,,1.3818123e-09,-11.599029,0.14999999,-4.8104663,1203970200000000.0,0.14999999,438,2.2203328e-06,400,272.06213,111.4327
4.7928377e-09,-2.201931,7.441607,956.1842105263158,11.599029,,0.5040513,-1.7451133,-2.441607,-0.5263158,55.679004192352295,0.5277536,-2.7797508,0.8947368,38,,,36335,38,1.7074711e-07,1.7074711e-07,-11.599029,0.14999999,-5.718922,4415971000000.0,0.14999999,438,2.1050107e-06,400,282.78107,111.4327
1.2270146e-13,-2.2279065,7.4405346,957.2820512820513,11.599029,4.140497e-35,-0.40931755,-3.4167206,-2.4405348,0.5263158,57.307116746902466,0.5277536,-2.8213928,-1.0,39,,,37334,39,6.38708e-14,4.7214862e-12,-11.599029,0.14999999,-2.3997943,3599295300000.0,0.14999999,438,1.9984454e-06,400,290.18085,111.4327
1.094425e-06,-2.2532241,7.4228587,958.325,11.599029,1.0657308e-09,-1.6830002,-1.8428987,-2.4228587,-0.5263158,58.77294921875,0.5277536,-2.8216157,-1.0,40,,,38333,40,1.175804e-09,4.377476e-05,-11.599029,0.14999999,-1.733493,272627120000.0,0.14999999,438,1.8997721e-06,400,296.91437,111.4327
6.0173215e-07,-2.277917,7.415729,959.3170731707318,11.599029,,-10.328914,-2.0440006,-2.415729,-8.947369,60.23564147949219,0.5277536,-2.8267393,-1.0,41,,,39332,41,,2.4671017e-05,-11.599029,0.14999999,-2.1305294,12805324.0,0.14999999,438,1.8082306e-06,400,304.0449,111.4327
0.004949784,-2.3020144,7.4227147,960.2619047619048,11.599029,,-7.7666717,-3.5267546,-2.4227147,-6.8421054,61.94817566871643,0.5277536,-2.8669302,-1.0,42,,,40331,42,,0.2078905,-11.599029,0.14999999,-2.7091305,12828638.0,0.14999999,438,1.7231492e-06,400,311.75403,111.4327
1.6934909e-08,-2.3255448,7.415951,961.1627906976744,11.599029,5.5375513e-36,-5.571097,-2.3777583,-2.4159505,-4.736842,63.44983696937561,0.5277536,-2.8784227,-1.0,43,,,41330,43,,7.125994e-07,-11.599029,0.14999999,-2.1318538,12851365.0,0.14999999,438,1.6439349e-06,400,318.88586,111.4327
4.8643494e-07,-2.3485343,7.412999,962.0227272727273,11.599029,2.0768615e-30,-3.9827085,-3.8906314,-2.4129992,-2.631579,64.95401692390442,0.5277536,-2.9238946,-1.0,44,,,42329,44,,2.1397196e-05,-11.599029,0.14999999,-2.286088,12873529.0,0.14999999,438,1.5700596e-06,400,326.17197,111.4327
5.29044e-06,-2.3710072,7.4109707,962.8444444444444,11.599029,,1.5796585,-3.3101377,-2.410971,2.631579,66.36898708343506,0.5277536,-2.954451,-1.0,45,,,43328,45,,0.0002379172,-11.599029,0.14999999,-2.3217316,12895157.0,0.14999999,438,1.5010545e-06,400,333.49368,111.4327
1.5840878e-07,-2.392986,7.3963366,963.2391304347826,11.599029,,4.0731626,-2.387399,-2.3963368,4.736842,67.81241011619568,0.5277536,-2.9636247,-1.0,46,,,44309,46,,6.9493294e-06,-11.599029,0.14999999,-1.7378052,12916277.0,0.14999999,438,1.4365008e-06,400,340.2315,111.4327
6.550933e-08,-2.4144924,7.3687797,959.5744680851063,11.599029,,5.7458506,-3.4985821,-2.3687797,6.8421054,69.1727659702301,0.5277536,-2.9960554,-1.0,47,,,45100,47,,3.0788888e-06,-11.599029,0.14999999,-1.1011473,12936908.0,0.14999999,438,1.3760232e-06,400,346.33264,111.4327
0.044663712,-2.4355457,7.365879,960.3958333333334,11.599029,,8.171738,-2.155726,-2.365879,8.947369,70.7143349647522,0.5277536,-2.9991634,-1.0,48,,,46099,48,,2.1399343,-11.599029,0.14999999,-2.2295449,12957073.0,0.14999999,438,1.3192863e-06,400,353.5622,111.4327
8.8054156e-07,-2.456165,7.314331,948.7551020408164,11.599029,,-10.04361,-2.6062827,-2.3143313,-10.0,71.91809391975403,0.5277536,-3.0104523,-0.2631579,49,,,46489,49,,3.8667502e-05,-11.599029,0.14999999,0.15995733,9175986.0,0.14999999,390,1.2659872e-06,400,358.40222,111.4327
6.0756776e-07,-2.4763677,7.2698517,949.76,11.599029,4.1892353e-37,-8.559524,-2.492568,-2.2698514,-7.894737,73.46452212333679,0.5277536,-3.0198932,-0.2631579,50,,,47488,50,,2.995454e-05,-11.599029,0.14999999,-0.09034018,9189628.0,0.14999999,390,1.2158541e-06,400,363.49255,111.4327
0.0007830627,-2.4961703,7.2351713,950.7254901960785,11.599029,,-6.208971,-3.7678883,-2.2351716,-5.7894735,74.91565942764282,0.5277536,-3.053974,-0.2631579,51,,,48487,51,,0.039821774,-11.599029,0.14999999,-0.5011787,9202980.0,0.14999999,390,1.168641e-06,400,368.99374,111.4327
0.00020546395,-2.5155885,7.1949296,951.6538461538462,11.599029,,-4.2564807,-2.6926632,-2.1949296,-3.6842105,76.50133919715881,0.5277536,-3.0660553,-0.2631579,52,,,49486,52,,0.009826536,-11.599029,0.14999999,-0.14259154,9216052.0,0.14999999,390,1.1241256e-06,400,374.13635,111.4327
0.006248566,-2.5346367,7.1631184,952.5471698113207,11.599029,,-2.146749,-3.1769,-2.1631181,-1.5789474,77.98360276222229,0.5277536,-3.0868318,-0.2631579,53,,,50485,53,1.3895956e-17,0.33116633,-11.599029,0.14999999,-0.50892437,9228858.0,0.14999999,390,1.082106e-06,400,379.64526,111.4327
6.1684186e-05,-2.5533288,7.1319065,953.4074074074074,11.599029,,1.0509627,-3.1320052,-2.1319065,1.5789474,79.45953559875488,0.5277536,-3.1058989,-0.2631579,54,,,51484,54,2.4484295e-30,0.0020819865,-11.599029,0.14999999,-0.47768375,9241408.0,0.14999999,390,1.0423989e-06,400,385.12296,111.4327
0.00011831986,-2.571678,7.099251,954.2363636363636,11.599029,,3.2992659,-2.8522234,-2.0992506,3.6842105,81.02064538002014,0.5277536,-3.119301,-0.2631579,55,,,52483,55,,0.0053464817,-11.599029,0.14999999,-0.33583182,9253711.0,0.14999999,390,1.0048382e-06,400,390.45877,111.4327
4.1222215e-08,-2.5896964,7.0647364,955.0357142857143,11.599029,,7.861481,-2.4499722,-2.0647366,7.894737,82.61900115013123,0.5277536,-3.1250434,-0.2631579,56,,,53482,56,,2.1149172e-06,-11.599029,0.14999999,-0.16646802,9265777.0,0.14999999,390,9.692714e-07,400,395.62524,111.4327
0.00035105835,-2.607396,7.0219812,947.5263157894736,11.599029,8.759148e-35,9.774434,-2.815068,-2.0219812,10.0,83.93231678009033,0.5277536,-3.136994,-0.2631579,57,,,54009,57,,0.018416017,-11.599029,0.14999999,0.37230977,9277613.0,0.14999999,390,9.355603e-07,400,400.25293,111.4327
0.5816217,-2.6247878,6.9606404,937.7931034482758,11.599029,,5.5108423,-3.8529603,-1.9606404,5.7894735,85.20067024230957,1.5357919,-3.1664243,-0.2631579,58,,,54392,58,,33.73406,-11.599029,0.14999999,1.5357919,9289228.0,0.14999999,383,9.035778e-07,400,403.71716,111.4327
2.3606333e-06,-2.6418822,6.9136877,929.8135593220339,11.599029,,1.4176707,-2.515008,-1.9136878,0.5263158,86.4474127292633,1.5357919,-3.1644173,0.2631579,59,,,54859,59,0.0001382579,0.0001382579,-11.599029,0.14999999,0.8095658,7235965.0,0.14999999,383,8.7320757e-07,400,407.9076,111.4327
0.0009793716,-2.6586869,6.91551,930.9666666666667,11.599029,,-8.37084,-4.3134723,-1.9155103,-8.947369,88.09271693229675,1.5357919,-3.2000957,0.36842105,60,,,55858,60,,0.058758408,-11.599029,0.14999999,-2.023026,379196.3,0.14999999,383,8.443433e-07,400,414.9306,111.4327
4.384592e-06,-2.6752162,6.8968244,932.0819672131148,11.599029,2.836535e-38,-6.6300035,-2.6477783,-1.8968242,-6.8421054,89.58643746376038,1.5357919,-3.2072835,0.36842105,61,,,56857,61,,0.00023750392,-11.599029,0.14999999,-0.7756628,379644.22,0.14999999,383,8.168867e-07,400,420.70627,111.4327
0.021364197,-2.6914768,6.868634,933.1612903225806,11.599029,,-4.6410723,-2.66003,-1.8686342,-4.736842,91.18943786621094,1.5357919,-3.214455,0.36842105,62,,,57856,62,,1.3197011,-11.599029,0.14999999,-0.14905246,380084.38,0.14999999,383,7.90748e-07,400,425.85532,111.4327
0.0011760875,-2.707477,6.8422832,934.2063492063492,11.599029,,-2.4331605,-3.0412037,-1.8422835,-2.631579,92.67012405395508,1.5357919,-3.2271156,0.36842105,63,,,58855,63,,0.0740532,-11.599029,0.14999999,-0.20853324,380516.97,0.14999999,383,7.658441e-07,400,431.06384,111.4327
0.00015959132,-2.7232254,6.8155317,935.21875,11.599029,,3.067168,-2.744603,-1.8155315,2.631579,94.15886306762695,1.5357919,-3.2350605,0.36842105,64,,,59854,64,,0.009730072,-11.599029,0.14999999,-0.13016279,380942.25,0.14999999,383,7.4209845e-07,400,436.19403,111.4327
0.043270633,-2.7387297,6.7944613,936.2,11.599029,,4.90445,-2.3273127,-1.7944613,4.736842,95.668616771698,1.5357919,-3.2363582,0.36842105,65,,,60853,65,,2.8102152,-11.599029,0.14999999,-0.44596472,381360.47,0.14999999,383,7.194404e-07,400,441.63998,111.4327
0.0065949187,-2.753997,6.7691627,937.1515151515151,11.599029,,6.997774,-2.8498275,-1.7691625,6.8421054,97.19176030158997,1.5357919,-3.244896,0.36842105,66,,,61852,66,,0.43249765,-11.599029,0.14999999,-0.1247473,381771.9,0.14999999,383,6.978043e-07,400,446.7647,111.4327
2.5307356e-06,-2.769035,6.719471,929.2537313432836,11.599029,,9.168009,-3.5328753,-1.719471,8.947369,98.41499280929565,1.5601732,-3.2639096,0.36842105,67,,,62260,67,,0.00015981842,-11.599029,0.14999999,1.5601732,382176.7,0.14999999,383,6.771298e-07,400,450.20456,111.4327
0.0010155493,-2.7838502,6.6924005,923.7794117647059,11.599029,,0.18266794,-2.5331244,-1.6924006,0.5263158,99.8326461315155,1.5601732,-3.2677598,-0.36842105,68,,,62817,68,2.9802182e-05,0.06902504,-11.599029,0.14999999,0.12132229,377458.75,0.14999999,383,6.5736054e-07,400,455.08325,111.4327
0.04575022,-2.7984486,6.671568,924.8695652173913,11.599029,1.6882858e-12,-0.13690624,-2.3288019,-1.6715677,-0.5263158,101.34865117073059,1.5601732,-3.2685242,0.2631579,69,,,63816,69,2.9021792,2.9021792,-11.599029,0.14999999,-0.25494078,80528.336,0.14999999,383,6.3844476e-07,400,460.33817,111.4327
6.379717e-05,-2.7716372,6.6582794,925.9285714285714,11.599029,,-4.8845353,-3.3085372,-1.6582795,-5.7894735,102.88792848587036,1.5601732,-3.282638,1.0,70,,,64815,70,,0.0044483026,-11.599029,0.14999999,-0.7413893,36125.734,0.14999999,383,6.2033376e-07,400,466.07956,111.4327
0.0010001252,-2.7858217,6.6745634,926.9577464788732,11.599029,,-2.705167,-2.850795,-1.6745633,-3.6842105,104.42175817489624,1.5601732,-3.2905395,1.0,71,,,65814,71,,0.07100889,-11.599029,0.14999999,-2.814433,36161.574,0.14999999,383,6.029826e-07,400,473.89398,111.4327
0.00079711317,-2.799808,6.7251062,927.9583333333334,11.599029,,2.6392877,-2.5432158,-1.7251061,1.5789474,105.94606494903564,1.5601732,-3.2939382,1.0,72,,,66813,72,,0.057389375,-11.599029,0.14999999,-5.313646,36196.87,0.14999999,383,5.863494e-07,400,484.20764,111.4327
0.0008385082,-2.8136013,6.760441,928.931506849315,11.599029,,4.743805,-2.43965,-1.7604406,3.6842105,107.37817716598511,1.5601732,-3.295829,1.0,73,,,67812,73,,0.06121107,-11.599029,0.14999999,-4.3045135,36231.65,0.14999999,383,5.703951e-07,400,493.51215,111.4327
0.0035724055,-2.827207,6.7931314,929.8783783783783,11.599029,,10.9409275,-2.6920378,-1.7931312,10.0,108.91927409172058,1.5601732,-3.30108,1.0,74,,,68811,74,,0.264358,-11.599029,0.14999999,-4.1795483,36265.914,0.14999999,383,5.550832e-07,400,502.6917,111.4327
0.008770159,-2.84063,6.862454,930.8,11.599029,,-9.342437,-2.710452,-1.8624538,-10.0,110.46171832084656,1.5601732,-3.3064017,1.0,75,,,69810,75,,0.65776193,-11.599029,0.14999999,-6.992335,36299.688,0.14999999,383,5.4037963e-07,400,514.684,111.4327
0.029554445,-2.8538752,6.8690767,931.6973684210526,11.599029,,-0.611452,-3.4997494,-1.8690767,-1.5789474,111.95283508300781,1.5601732,-3.3219018,1.0,76,,,70809,76,2.9638493e-26,2.2461379,-11.599029,0.14999999,-2.3658016,36332.965,0.14999999,383,5.262527e-07,400,522.0498,111.4327
0.17781505,-2.8669474,6.8884716,932.5714285714286,11.599029,,6.4337845,-2.6896985,-1.8884717,5.7894735,113.47295451164246,1.5601732,-3.3262155,1.0,77,,,71808,77,,13.691759,-11.599029,0.14999999,-3.3624773,36365.51,0.14999999,383,5.126726e-07,400,530.41235,111.4327
0.2973921,-2.8798506,6.909153,933.4230769230769,11.599029,,-6.739402,-3.6016035,-1.9091529,-7.894737,115.08883810043335,1.5601732,-3.340386,1.0,78,,,72807,78,,23.196585,-11.599029,0.14999999,-3.5016117,36397.715,0.14999999,383,4.9961136e-07,400,538.91394,111.4327
5.0981,-2.8925898,6.977216,934.253164556962,11.599029,,8.553036,-3.4261274,-1.9772159,7.894737,116.78633904457092,1.5601732,-3.3507533,1.0,79,,,73806,79,,402.7499,-11.599029,0.14999999,-7.2861295,36416.5,0.14999999,383,4.8704305e-07,400,551.2001,111.4327
0.0015330728,-2.9051685,6.987242,935.0625,11.599029,,-1.2829158,-3.4070168,-1.9872421,-0.5263158,118.38250136375427,1.5601732,-3.3412786,-0.47368422,80,,,74805,80,0.08148381,0.08148381,-11.599029,0.14999999,-2.7793078,34162.32,0.14999999,383,4.7494302e-07,400,558.9794,111.4327
4.906314,-2.916573,6.9715567,935.8518518518518,11.599029,,8.190499,-3.4353259,-1.9715565,8.947369,119.87904524803162,1.5601732,-3.3546896,-0.57894737,81,,,75804,81,,392.37463,-11.599029,0.14999999,-0.71669596,701.4792,0.14999999,383,4.6328847e-07,400,564.69604,111.4327
1.3836827,-2.928843,6.9585543,932.2682926829268,11.599029,1.4682959e-10,9.342364,-2.6628625,-1.9585545,10.0,121.35445427894592,1.5601732,-3.336108,-0.57894737,82,,,76446,82,,109.73048,-11.599029,0.14999999,-0.9054073,701.50775,0.14999999,383,4.5205766e-07,400,570.60144,111.4327
0.36566478,-2.9409645,6.8607683,924.2048192771084,11.599029,,5.9466414,-2.6678867,-1.8607686,5.7894735,122.56936144828796,6.1576753,-3.3292625,0.05263158,83,,,76709,83,,30.294607,-11.599029,0.14999999,6.1576753,700.3754,0.14999999,263,4.4123027e-07,400,569.4438,111.4327
0.24823907,-2.9529407,6.838769,925.0952380952381,11.599029,6.6938397e-38,7.897762,-2.5552146,-1.8387691,7.894737,124.1232259273529,6.1576753,-3.3281693,0.05263158,84,,,77708,84,,20.845537,-11.599029,0.14999999,-0.012807193,700.74585,0.14999999,263,4.307873e-07,400,574.4566,111.4327
0.04051712,-2.964775,6.807206,919.7647058823529,11.599029,0.088080265,7.257265,-2.3591185,-1.8072062,7.894737,125.4468560218811,6.1576753,-3.3258553,-0.57894737,85,,,78180,85,,3.2623348,-11.599029,0.14999999,0.84408313,701.2308,0.14999999,263,4.2071085e-07,400,578.61255,111.4327
0.018770374,-2.9764712,6.7918954,920.6860465116279,11.599029,4.0572013e-06,6.3835206,-3.0348122,-1.7918955,6.8421054,126.9874529838562,6.1576753,-3.333568,-0.57894737,86,,,79179,86,,1.368249,-11.599029,0.14999999,-0.49049357,701.77765,0.14999999,263,4.1098372e-07,400,584.103,111.4327
