ReturnAbsMax,AvgEpLen,MinEpLen,TimeElapsed,IWMean,NumTrajectories,ReturnMin,ReturnLastEpisode,IWFirstEpisode,ReturnStepMax,MountainCar_std0_higher,Bound,DenMISEMeanLog,DenMISELogFirst,NumTrainableParams,GridSize,Regret,IWMin,IWLastEpisode,TimestepsSoFar,Delta,IWMax,ReturnMax,MountainCar_mu1_higher,Regret/t,ActionIn1,ReturnMean,DenMISELogLast,Iteration,MountainCar_mu0_higher,MountainCar_std1_higher
12.77841,903.3932842686293,186,7118.533027410507,1.0541695,2174,-12.544488,-1.575842,,126.05372,0.14999999,28.172512,-3.4186,-5.525571,,400,13074.267,,,1963977,6.431354e-10,132.77762,12.77841,5.7894735,6.013922,6.859852,-1.0139222,-3.1083636,2174,0.68421054,0.14999999
12.77841,903.4372413793103,186,7125.65007019043,1.0030365,2175,-12.544488,-6.1120324,0.44832045,126.05372,0.14999999,28.169825,-3.4185417,-5.526031,,400,13085.379,,,1964976,6.4254413e-10,118.53525,12.77841,-0.5263158,6.016266,-0.9786098,-1.0162661,-3.3233278,2175,-0.47368422,0.14999999
12.77841,903.4811580882352,186,7132.212281227112,1.0591481,2176,-12.544488,-0.6015681,,126.05372,0.14999999,28.165255,-3.418287,-5.5262847,,400,13090.98,,,1965975,6.4195366e-10,107.19271,12.77841,7.894737,6.0160756,7.8119144,-1.0160756,-2.8503294,2176,-0.05263158,0.14999999
12.77841,903.4046853468076,186,7139.338404417038,1.0411713,2177,-12.544488,-0.08248968,,126.05372,0.14999999,28.165737,-3.4181738,-5.526744,,400,13096.0625,,,1966712,6.41364e-10,207.14268,12.77841,-3.6842105,6.015647,-5.0717573,-1.0156468,-3.211938,2177,-1.0,0.14999999
12.77841,903.4485766758494,186,7145.896155357361,0.772494,2178,-12.544488,-3.1887949,1.674239e-21,126.05372,0.14999999,28.153366,-3.4196148,-5.527203,,400,13104.252,,,1967711,6.4077527e-10,120.244354,12.77841,-1.5789474,6.0166445,-1.0152485,-1.0166445,-6.569189,2178,0.47368422,0.14999999
12.77841,903.4924277191373,186,7154.262479543686,1.030079,2179,-12.544488,-1.4986123,,126.05372,0.14999999,28.148407,-3.4195364,-5.5276623,,400,13110.75,,,1968710,6.4018724e-10,196.60265,12.77841,3.6842105,6.0168657,2.8918796,-1.0168656,-3.0074522,2179,-1.0,0.14999999
12.77841,903.5362385321101,186,7161.603225708008,1.0038055,2180,-12.544488,-1.3849195,,126.05372,0.14999999,28.146719,-3.4192924,-5.528121,,400,13117.135,,,1969709,6.3960004e-10,97.10245,12.77841,10.0,6.0170345,10.159197,-1.0170345,-2.8848836,2180,-0.15789473,0.14999999
12.77841,903.300320953691,186,7168.624918460846,1.0041648,2181,-12.544488,1.8926908,,126.05372,0.14999999,28.142828,-3.419034,-5.5285797,,400,13120.242,,,1970098,6.390136e-10,213.70119,12.77841,-4.736842,6.0157003,-5.374694,-1.0157003,-2.8448658,2181,-1.0,0.14999999
12.77841,903.3441796516956,186,7175.168466806412,1.1423967,2182,-12.544488,-1.5491831,,126.05372,0.14999999,28.141197,-3.4194107,-5.529038,,400,13126.791,,,1971097,6.384281e-10,119.45183,12.77841,-10.0,6.0159445,-10.647088,-1.0159447,-4.214197,2182,-0.47368422,0.14999999
12.77841,903.3879981676591,186,7182.1507070064545,1.0542082,2183,-12.544488,-1.1981709,,126.05372,0.14999999,28.124743,-3.419255,-5.529496,,400,13132.99,,,1972096,6.378433e-10,205.2226,12.77841,-5.7894735,6.0160284,-7.1080675,-1.0160283,-3.1988106,2183,-1.0,0.14999999
12.77841,903.4317765567765,186,7189.94232749939,1.0704068,2184,-12.544488,-2.2800539,,126.05372,0.14999999,28.111177,-3.4196975,-5.5299544,,400,13140.27,,,1973095,6.3725936e-10,122.16752,12.77841,4.736842,6.0166073,3.7905214,-1.0166072,-4.408945,2184,-0.68421054,0.14999999
12.77841,903.241647597254,186,7196.339396953583,1.0500655,2185,-12.544488,-1.0800827,,126.05372,0.14999999,28.110023,-3.4194486,-5.530412,,400,13146.35,,,1973583,6.366762e-10,145.68437,12.77841,7.894737,6.0166364,8.303799,-1.0166363,-2.9263682,2185,0.7894737,0.14999999
12.77841,903.2854528819762,186,7203.492409229279,1.0323441,2186,-12.544488,-2.644647,,126.05372,0.14999999,28.110512,-3.4202375,-5.5308695,,400,13153.994,,2.0104644e-27,1974582,6.3609373e-10,176.29533,12.77841,7.894737,6.0173807,6.9083443,-1.0173808,-5.171109,2186,-1.0,0.14999999
12.77841,903.1911294010059,186,7209.413423538208,0.90611964,2187,-12.544488,-2.0242918,,126.05372,0.14999999,28.096384,-3.4201515,-5.531327,,400,13161.02,,,1975279,6.355123e-10,119.762436,12.77841,-2.631579,6.0178413,-2.0824172,-1.0178413,-3.2351203,2187,0.47368422,0.14999999
12.77841,903.2349177330896,186,7216.656378030777,0.88491184,2188,-12.544488,-1.4499439,,126.05372,0.14999999,28.096687,-3.4200063,-5.531784,,400,13167.469,,,1976278,6.3493155e-10,121.463,12.77841,-8.947369,6.0180387,-9.636215,-1.0180389,-2.9920816,2188,-0.68421054,0.14999999
12.77841,903.2786660575605,186,7224.0148594379425,1.050254,2189,-12.544488,-1.0529535,,126.05372,0.14999999,28.083828,-3.4197817,-5.532241,,400,13173.521,,,1977277,6.3435157e-10,126.65851,12.77841,3.6842105,6.018055,4.284484,-1.0180548,-2.7957172,2189,0.57894737,0.14999999
12.77841,903.3223744292237,186,7230.475726604462,0.895022,2190,-12.544488,-0.97569346,,126.05372,0.14999999,28.078047,-3.4195905,-5.5326977,,400,13179.498,,3.5038018e-12,1978276,6.3377237e-10,138.53061,12.77841,2.631579,6.0180354,3.4291027,-1.0180354,-3.0316331,2190,0.7894737,0.14999999
12.77841,903.3660429027841,186,7237.8092839717865,0.9919241,2191,-12.544488,-2.0982828,,126.05372,0.14999999,28.072203,-3.4195006,-5.5331545,,400,13186.596,,,1979275,6.33194e-10,111.4647,12.77841,6.8421054,6.0185285,6.926561,-1.0185283,-3.0970552,2191,-0.15789473,0.14999999
12.77841,903.172901459854,186,7245.0255880355835,0.89886385,2192,-12.544488,0.7494558,,126.05372,0.14999999,28.06841,-3.4193127,-5.5336103,,400,13190.847,,,1979755,6.3261635e-10,122.42878,12.77841,-4.736842,6.017722,-4.021973,-1.0177219,-2.9828882,2192,0.47368422,0.14999999
12.77841,903.2165982672138,186,7252.535324335098,1.1997781,2193,-12.544488,-0.8995938,,126.05372,0.14999999,28.064714,-3.4194818,-5.5340667,,400,13196.746,,,1980754,6.320396e-10,292.3241,12.77841,-7.894737,6.0176682,-6.429803,-1.0176681,-3.6716533,2193,1.0,0.14999999
12.77841,903.260255241568,186,7260.170973777771,1.091075,2194,-12.544488,-8.75114,,126.05372,0.14999999,28.062262,-3.4206903,-5.5345225,,400,13210.497,,,1981753,6.314635e-10,247.42593,12.77841,-4.736842,6.0211926,-3.649745,-1.0211928,-6.223215,2194,1.0,0.14999999
12.77841,903.3038724373577,186,7265.99632024765,0.95616645,2195,-12.544488,-6.8421392,,126.05372,0.14999999,28.04748,-3.4209385,-5.5349784,,400,13222.34,,,1982752,6.3088834e-10,113.07197,12.77841,5.7894735,6.0238447,6.09733,-1.0238448,-4.0153637,2195,0.15789473,0.14999999
12.77841,903.3474499089253,186,7272.521070718765,0.84033537,2196,-12.544488,-0.100327924,,126.05372,0.14999999,28.04364,-3.4209661,-5.535434,,400,13227.439,,2.7753684e-13,1983751,6.303138e-10,105.68665,12.77841,4.736842,6.023424,4.612614,-1.0234241,-3.4244568,2196,-0.05263158,0.14999999
12.77841,903.3909877105143,186,7279.12735581398,0.9260311,2197,-12.544488,-0.0046353005,,126.05372,0.14999999,28.043137,-3.4208992,-5.535889,,400,13232.444,,,1984750,6.297402e-10,120.53966,12.77841,-5.7894735,6.0229607,-6.556025,-1.0229605,-3.1013021,2197,-0.68421054,0.14999999
12.77841,903.4344858962693,186,7286.23703455925,1.0470454,2198,-12.544488,-1.6600776,,126.05372,0.14999999,28.039572,-3.420942,-5.536344,,400,13239.1045,,2.1358085e-17,1985749,6.291673e-10,122.78318,12.77841,-5.7894735,6.0232506,-5.115554,-1.0232505,-3.4246306,2198,0.47368422,0.14999999
12.77841,903.4779445202365,186,7292.325552225113,1.1064738,2199,-12.544488,-1.546539,,126.05372,0.14999999,28.036911,-3.4206867,-5.536799,,400,13245.65,,0.0016876174,1986748,6.2859523e-10,115.3461,12.77841,-5.7894735,6.0234885,-6.092869,-1.0234884,-2.88663,2199,-0.05263158,0.14999999
12.77841,903.5213636363636,186,7299.115023612976,1.0067233,2200,-12.544488,-0.1410419,,126.05372,0.14999999,28.033876,-3.4203863,-5.5372534,,400,13250.792,,,1987747,6.2802386e-10,114.92595,12.77841,-3.6842105,6.0230875,-3.6482832,-1.0230873,-2.845298,2200,0.05263158,0.14999999
12.77841,903.5647432985007,186,7305.622623682022,1.0866847,2201,-12.544488,-0.026202353,,126.05372,0.14999999,28.03169,-3.4201162,-5.537708,,400,13255.818,,8.508614e-11,1988746,6.274533e-10,114.95231,12.77841,-2.631579,6.0226345,-2.574162,-1.0226343,-2.813787,2201,-0.05263158,0.14999999
12.77841,903.6080835603997,186,7311.795031547546,0.9819133,2202,-12.544488,-0.027500324,0.39284825,126.05372,0.14999999,28.029057,-3.4200368,-5.538162,,400,13260.846,,,1989745,6.2688355e-10,114.21367,12.77841,0.5263158,6.0221825,-0.00079128146,-1.0221825,-3.3082771,2202,-0.05263158,0.14999999
12.77841,903.651384475715,186,7318.501796007156,1.0913609,2203,-12.544488,-0.0939406,2.443594e-24,126.05372,0.14999999,28.026741,-3.4208505,-5.538438,,400,13265.939,,2.0679114e-16,1990744,6.2631456e-10,114.96497,12.77841,1.5789474,6.021761,1.3820058,-1.021761,-5.1803517,2203,-0.05263158,0.14999999
12.77841,903.6946460980037,186,7325.790184497833,0.9353386,2204,-12.544488,-0.14816324,,126.05372,0.14999999,28.023851,-3.4205346,-5.538892,,400,13271.088,,,1991743,6.257464e-10,115.15596,12.77841,-7.894737,6.0213647,-7.6948724,-1.0213647,-2.7937999,2204,0.05263158,0.14999999
12.77841,903.7378684807256,186,7332.656071424484,1.1060584,2205,-12.544488,-0.25527576,,126.05372,0.14999999,28.024263,-3.420349,-5.5393453,,400,13276.343,,,1992742,6.251789e-10,118.78704,12.77841,2.631579,6.021017,3.1748621,-1.0210172,-2.9296913,2205,0.36842105,0.14999999
12.77841,903.7810516772439,186,7340.93918132782,1.2200733,2206,-12.544488,-1.6083454,,126.05372,0.14999999,28.021925,-3.4201877,-5.5397987,,400,13282.951,,,1993741,6.2461225e-10,245.6337,12.77841,-2.631579,6.021283,-1.5808073,-1.0212834,-3.150313,2206,1.0,0.14999999
12.77841,903.8241957408246,186,7348.110109806061,1.0325909,2207,-12.544488,-3.0426161,5.62972e-19,126.05372,0.14999999,28.021248,-3.4203312,-5.5402517,,400,13290.994,,2.967096e-11,1994740,6.240463e-10,113.26013,12.77841,-1.5789474,6.022199,-1.527665,-1.0221992,-3.9116604,2207,0.05263158,0.14999999
12.77841,903.8673007246376,186,7354.797069787979,1.1342858,2208,-12.544488,-0.005484125,,126.05372,0.14999999,28.01563,-3.4201152,-5.5407047,,400,13295.999,,,1995739,6.234812e-10,203.90314,12.77841,-6.8421054,6.021739,-7.744262,-1.0217388,-2.9585342,2208,-1.0,0.14999999
12.77841,903.9103666817565,186,7361.562220811844,1.031858,2209,-12.544488,-2.2038925,,126.05372,0.14999999,28.01439,-3.4204662,-5.5411577,,400,13303.203,,,1996738,6.2291683e-10,103.1774,12.77841,8.947369,6.022274,8.847277,-1.0222739,-4.293346,2209,0.15789473,0.14999999
12.77841,903.647963800905,186,7367.258421897888,0.8913266,2210,-12.544488,3.605582,4.05422e-28,126.05372,0.14999999,27.995703,-3.4208894,-5.5416102,,400,13304.598,,,1997062,6.223533e-10,126.56361,12.77841,1.5789474,6.0201797,1.9590064,-1.02018,-4.3712482,2210,0.57894737,0.14999999
12.77841,903.6910900045228,186,7373.177381277084,0.9779294,2211,-12.544488,-0.6701345,,126.05372,0.14999999,27.987871,-3.4206903,-5.5420628,,400,13310.268,,,1998061,6.217904e-10,115.32158,12.77841,-10.0,6.0200214,-9.932432,-1.0200216,-2.8535762,2211,-0.15789473,0.14999999
12.77841,903.7341772151899,186,7381.049236536026,1.2088631,2212,-12.544488,-0.007323984,,126.05372,0.14999999,27.966877,-3.4205103,-5.542515,,400,13315.275,,,1999060,6.2122835e-10,103.25634,12.77841,8.947369,6.0195637,8.315566,-1.0195637,-2.9840126,2212,-0.57894737,0.14999999
12.77841,903.5395390872119,186,7387.932139158249,0.8753307,2213,-12.544488,0.004863698,,126.05372,0.14999999,27.95661,-3.4200828,-5.542967,,400,13320.2705,,8.0935523e-16,1999533,6.20667e-10,112.57492,12.77841,7.894737,6.019101,8.186754,-1.0191009,-2.662854,2213,0.2631579,0.14999999
12.77841,903.5826558265583,186,7394.28423166275,1.049951,2214,-12.544488,-0.52869457,,126.05372,0.14999999,27.955938,-3.4199202,-5.5434184,,400,13325.799,,,2000532,6.2010647e-10,122.98839,12.77841,-6.8421054,6.0188794,-6.2619133,-1.0188793,-2.9189632,2214,0.47368422,0.14999999
12.77841,903.6257336343115,186,7402.3180458545685,1.1077946,2215,-12.544488,-0.7536122,4.7731057e-05,126.05372,0.14999999,27.954908,-3.419727,-5.5438704,,400,13331.553,,,2001531,6.195467e-10,124.00425,12.77841,0.5263158,6.0187597,-0.5000901,-1.0187597,-3.0236824,2215,-0.68421054,0.14999999
12.77841,903.6687725631768,186,7408.625490188599,0.86568594,2216,-12.544488,-1.1782274,,126.05372,0.14999999,27.955492,-3.4202526,-5.5443215,,400,13337.73,,,2002530,6.1898764e-10,215.90115,12.77841,-8.947369,6.0188317,-7.598366,-1.0188316,-4.6690845,2216,1.0,0.14999999
12.77841,903.7117726657646,186,7415.348936796188,0.93025607,2217,-12.544488,-6.2677674,,126.05372,0.14999999,27.953176,-3.4209158,-5.5447726,,400,13348.998,,,2003529,6.1842936e-10,125.62982,12.77841,2.631579,6.021199,1.6599381,-1.0211991,-4.7285748,2217,-0.7894737,0.14999999
12.77841,903.7547339945897,186,7422.706038713455,1.0310816,2218,-12.544488,-1.4788074,,126.05372,0.14999999,27.925304,-3.4208481,-5.5452237,,400,13355.478,,,2004528,6.1787186e-10,206.19005,12.77841,-8.947369,6.0214057,-9.585683,-1.0214056,-3.184542,2218,-1.0,0.14999999
12.77841,903.7976566020731,186,7430.466411113739,1.0678852,2219,-12.544488,-1.4881685,0.00095701125,126.05372,0.14999999,27.919388,-3.4210691,-5.5456743,,400,13361.966,,,2005527,6.173151e-10,122.3298,12.77841,0.5263158,6.021616,1.0832446,-1.0216159,-3.9073558,2219,0.47368422,0.14999999
12.77841,903.8405405405406,186,7438.732176542282,0.7991234,2220,-12.544488,-0.43505847,,126.05372,0.14999999,27.893198,-3.4211237,-5.5461245,,400,13367.4,,,2006526,6.167591e-10,118.91342,12.77841,5.7894735,6.021352,5.0912833,-1.0213517,-3.5895898,2220,-0.68421054,0.14999999
12.77841,903.6204412426835,186,7445.6557767391205,0.786397,2221,-12.544488,0.18652867,,126.05372,0.14999999,27.89185,-3.4209442,-5.546575,,400,13372.214,,,2006941,6.1620387e-10,172.203,12.77841,8.947369,6.0208077,8.106156,-1.0208077,-2.809028,2221,-1.0,0.14999999
12.77841,903.4203420342034,186,7451.855699300766,1.1892613,2222,-12.544488,-0.83997566,,126.05372,0.14999999,27.885841,-3.4208646,-5.547025,,400,13378.055,,,2007400,6.156493e-10,346.0502,12.77841,10.0,6.020726,10.881416,-1.0207264,-3.0093293,2222,1.0,0.14999999
12.77841,903.4633378317588,186,7458.47913813591,1.0650256,2223,-12.544488,-5.901854,1.247989e-25,126.05372,0.14999999,27.883934,-3.4208958,-5.547475,,400,13388.956,,,2008399,6.1509553e-10,139.27766,12.77841,-1.5789474,6.022922,-0.6784086,-1.0229222,-3.625573,2223,0.7894737,0.14999999
12.77841,903.5062949640288,186,7465.053250312805,1.0981883,2224,-12.544488,-3.294306,,126.05372,0.14999999,27.877798,-3.420693,-5.5479245,,400,13397.25,,,2009398,6.1454253e-10,124.57771,12.77841,-8.947369,6.0239434,-8.598912,-1.0239434,-3.008641,2224,0.57894737,0.14999999
12.77841,903.5492134831461,186,7471.306889772415,0.92022413,2225,-12.544488,-0.40211585,,126.05372,0.14999999,27.87656,-3.4203727,-5.548374,,400,13402.652,,,2010397,6.139902e-10,103.665375,12.77841,10.0,6.023664,9.171575,-1.023664,-2.7842095,2225,-0.7894737,0.14999999
12.77841,903.2969451931716,186,7477.911729812622,1.0243101,2226,-12.544488,1.7042882,,126.05372,0.14999999,27.874039,-3.4201343,-5.548824,,400,13405.948,,,2010739,6.134387e-10,276.13904,12.77841,7.894737,6.0224385,8.703962,-1.0224385,-2.7965136,2226,1.0,0.14999999
12.77841,903.3399191737764,186,7485.115558624268,1.0640262,2227,-12.544488,-3.3684328,,126.05372,0.14999999,27.868425,-3.419984,-5.5492725,,400,13414.316,,,2011738,6.128879e-10,122.260994,12.77841,-10.0,6.023492,-9.303369,-1.0234919,-3.069985,2227,0.47368422,0.14999999
12.77841,903.382854578097,186,7492.137439250946,0.9656197,2228,-12.544488,-0.87619317,,126.05372,0.14999999,27.855335,-3.4200017,-5.5497217,,400,13420.193,,,2012737,6.1233785e-10,123.29801,12.77841,-4.736842,6.023426,-5.5161924,-1.0234259,-3.5012507,2228,-0.7894737,0.14999999
12.77841,903.4257514580529,186,7500.277544975281,1.2097148,2229,-12.544488,-1.6136341,,126.05372,0.14999999,27.84194,-3.4199328,-5.5501704,,400,13426.807,,,2013736,6.1178856e-10,115.56709,12.77841,6.8421054,6.02369,6.0096984,-1.0236905,-3.2174878,2229,-0.57894737,0.14999999
12.77841,903.3946188340807,186,7507.452010393143,0.9417255,2230,-12.544488,-2.0058348,,126.05372,0.14999999,27.838842,-3.4201703,-5.550619,,400,13433.8125,,,2014570,6.1124e-10,100.73377,12.77841,10.0,6.024131,9.351984,-1.024131,-4.1334977,2230,-0.36842105,0.14999999
12.77841,903.1846705513223,186,7514.0076467990875,0.95343554,2231,-12.544488,0.35553426,,126.05372,0.14999999,27.838911,-3.419856,-5.5510674,,400,13438.457,,,2015005,6.1069216e-10,114.84087,12.77841,-5.7894735,6.023513,-5.4974017,-1.0235126,-2.646052,2231,0.15789473,0.14999999
12.77841,903.2275985663082,186,7520.983781337738,1.1145072,2232,-12.544488,-0.10979332,,126.05372,0.14999999,27.827932,-3.4196715,-5.5515156,,400,13443.566,,,2016004,6.1014505e-10,113.078,12.77841,5.7894735,6.023103,5.892541,-1.0231032,-2.949022,2232,-0.15789473,0.14999999
12.77841,903.2704881325571,186,7528.494004249573,1.0737038,2233,-12.544488,-0.006241452,,126.05372,0.14999999,27.825666,-3.4195466,-5.5519633,,400,13448.572,,,2017003,6.095987e-10,128.09555,12.77841,-3.6842105,6.022648,-2.9786599,-1.0226479,-3.2315114,2233,0.57894737,0.14999999
12.77841,903.313339301701,186,7535.6345937252045,0.91709524,2234,-12.544488,-2.6181083,,126.05372,0.14999999,27.822054,-3.4194562,-5.552411,,400,13456.191,,,2018002,6.090531e-10,124.588165,12.77841,-6.8421054,6.023362,-7.5918713,-1.023362,-3.2695103,2234,-0.7894737,0.14999999
12.77841,903.3561521252797,186,7542.948072195053,0.95787704,2235,-12.544488,-1.416134,,126.05372,0.14999999,27.820492,-3.4193254,-5.5528584,,400,13462.607,,,2019001,6.085082e-10,136.57135,12.77841,-2.631579,6.0235376,-1.7503309,-1.0235378,-3.0289443,2235,0.7894737,0.14999999
12.77841,903.3989266547406,186,7549.740881443024,0.9074335,2236,-12.544488,-3.7061503,,126.05372,0.14999999,27.809359,-3.419223,-5.553306,,400,13471.3125,,,2020000,6.07964e-10,117.195175,12.77841,-8.947369,6.0247374,-9.023169,-1.0247375,-3.1264346,2236,-0.36842105,0.14999999
12.77841,903.4416629414394,186,7557.079193115234,0.942825,2237,-12.544488,-0.16573128,,126.05372,0.14999999,27.809362,-3.4192889,-5.553753,,400,13476.479,,1.1123657e-34,2020999,6.074206e-10,118.08574,12.77841,-6.8421054,6.0243535,-7.3646393,-1.0243535,-3.4603913,2237,-0.47368422,0.14999999
12.77841,903.4843610366398,186,7563.761928796768,0.9956022,2238,-12.544488,-0.62215614,0.157101,126.05372,0.14999999,27.803066,-3.419031,-5.5542,,400,13482.102,,,2021998,6.068779e-10,115.23434,12.77841,0.5263158,6.0241737,0.7020333,-1.0241739,-2.7707126,2238,0.15789473,0.14999999
12.77841,903.5270209915141,186,7571.085601806641,1.0193865,2239,-12.544488,-0.30560368,,126.05372,0.14999999,27.79921,-3.4189374,-5.5545764,,400,13487.406,,,2022997,6.0633587e-10,124.84716,12.77841,3.6842105,6.023853,2.749215,-1.023853,-3.1856906,2239,-0.7894737,0.14999999
12.77841,903.4727678571429,186,7577.152878284454,0.93993944,2240,-12.544488,-1.4818532,,126.05372,0.14999999,27.775286,-3.4187584,-5.555023,,400,13493.889,,1.1473186e-09,2023779,6.057947e-10,117.49587,12.77841,2.631579,6.0240574,2.316227,-1.0240574,-3.0175438,2240,-0.36842105,0.14999999
12.77841,903.5153949129852,186,7583.567856788635,1.022708,2241,-12.544488,-0.4491964,,126.05372,0.14999999,27.77537,-3.4186556,-5.5554695,,400,13499.338,,,2024778,6.052541e-10,122.99067,12.77841,5.7894735,6.023801,6.403849,-1.0238007,-3.113664,2241,0.47368422,0.14999999
12.77841,903.5579839429081,186,7590.635909795761,1.0144639,2242,-12.544488,-1.5211211,,126.05372,0.14999999,27.771288,-3.4184022,-5.5559154,,400,13505.859,,,2025777,6.0471445e-10,124.66429,12.77841,-3.6842105,6.0240226,-4.390433,-1.0240227,-2.8512523,2242,-0.7894737,0.14999999
12.77841,903.6005349977709,186,7598.030761241913,0.9961312,2243,-12.544488,-1.2921724,,126.05372,0.14999999,27.77111,-3.4182212,-5.556361,,400,13512.15,,,2026776,6.041753e-10,108.20114,12.77841,7.894737,6.0241423,7.2957816,-1.0241421,-3.0069487,2243,-0.47368422,0.14999999
12.77841,903.4630124777184,186,7604.475255727768,0.9486466,2244,-12.544488,-0.25853053,,126.05372,0.14999999,27.77011,-3.418078,-5.556807,,400,13517.409,,2.79047e-09,2027371,6.03637e-10,111.94403,12.77841,6.8421054,6.023801,7.0886884,-1.023801,-3.078445,2244,0.05263158,0.14999999
12.77841,903.3162583518931,186,7610.176407337189,0.97594786,2245,-12.544488,0.26131296,,126.05372,0.14999999,27.758463,-3.4189928,-5.557253,,400,13522.148,,,2027945,6.030993e-10,117.74955,12.77841,3.6842105,6.0232286,3.2885928,-1.0232286,-5.4036174,2245,-0.36842105,0.14999999
12.77841,903.2644701691896,186,7617.529336690903,1.0494107,2246,-12.544488,-0.5066987,3.4212905e-24,126.05372,0.14999999,27.757069,-3.4187832,-5.5576982,,400,13527.654,,,2028732,6.025624e-10,124.179695,12.77841,-1.5789474,6.022999,-2.2527008,-1.0229986,-2.9060066,2246,-0.7894737,0.14999999
12.77841,903.3070761014686,186,7623.350188970566,1.0401758,2247,-12.544488,-0.8991786,,126.05372,0.14999999,27.747156,-3.4185047,-5.558143,,400,13533.554,,,2029731,6.020262e-10,125.43588,12.77841,-7.894737,6.0229435,-8.498377,-1.0229435,-2.8231483,2247,-0.7894737,0.14999999
12.77841,903.3496441281138,186,7630.24108672142,0.9811417,2248,-12.544488,-0.99629605,,126.05372,0.14999999,27.741522,-3.4183052,-5.558588,,400,13539.551,,,2030730,6.0149075e-10,116.907394,12.77841,-4.736842,6.0229316,-5.4919395,-1.0229316,-2.9896302,2248,-0.36842105,0.14999999
12.77841,903.3921742996888,186,7638.293272733688,0.81232136,2249,-12.544488,-0.41640788,0.5712889,126.05372,0.14999999,27.729034,-3.4191,-5.559033,,400,13544.967,,,2031729,6.0095595e-10,118.147804,12.77841,-0.5263158,6.022662,-0.7046701,-1.0226619,-5.1682696,2249,0.36842105,0.14999999
12.77841,903.4346666666667,186,7644.772846221924,1.1198887,2250,-12.544488,-6.883575e-05,,126.05372,0.14999999,27.723627,-3.419239,-5.559223,,400,13549.967,,,2032728,6.004219e-10,125.482605,12.77841,-10.0,6.0222073,-10.45501,-1.0222075,-3.5298305,2250,-0.7894737,0.14999999
12.77841,903.4771212794313,186,7652.034441709518,1.1962149,2251,-12.544488,-0.86904895,,126.05372,0.14999999,27.720343,-3.4192746,-5.5596676,,400,13555.836,,,2033727,5.9988847e-10,203.5773,12.77841,5.7894735,6.0221395,4.8288193,-1.0221394,-3.5995588,2251,-1.0,0.14999999
12.77841,903.253108348135,186,7659.339463710785,1.0950874,2252,-12.544488,-0.36656883,,126.05372,0.14999999,27.715193,-3.4190497,-5.560112,,400,13561.203,,,2034126,5.9935584e-10,128.83223,12.77841,-4.736842,6.0218487,-3.8017113,-1.0218484,-3.06908,2252,0.68421054,0.14999999
12.77841,903.2956058588549,186,7666.836873054504,1.18385,2253,-12.544488,-2.0068543,,126.05372,0.14999999,27.710638,-3.419187,-5.560556,,400,13568.209,,,2035125,5.9882393e-10,130.7287,12.77841,-6.8421054,6.0222855,-6.233244,-1.0222856,-3.7999277,2253,0.68421054,0.14999999
12.77841,903.338065661047,186,7673.9990565776825,1.1716498,2254,-12.544488,-1.3282809,,126.05372,0.14999999,27.708302,-3.4188588,-5.5609994,,400,13574.537,,1.5225603e-18,2036124,5.982927e-10,118.126564,12.77841,-7.894737,6.0224214,-8.417376,-1.0224212,-2.8392503,2254,-0.36842105,0.14999999
12.77841,903.380487804878,186,7681.3976266384125,0.9791621,2255,-12.544488,-0.4042727,,126.05372,0.14999999,27.70364,-3.418608,-5.5614433,,400,13579.941,,,2037123,5.977622e-10,103.305885,12.77841,8.947369,6.022147,8.609619,-1.0221472,-3.003368,2255,-0.2631579,0.14999999
12.77841,903.2872340425532,186,7688.29146027565,0.86527115,2256,-12.544488,-0.1905771,,126.05372,0.14999999,27.700872,-3.4182818,-5.5618863,,400,13585.133,,,2037816,5.972323e-10,140.30132,12.77841,4.736842,6.0217786,5.2824807,-1.0217785,-2.643338,2256,0.7894737,0.14999999
12.77841,903.3296411165263,186,7694.852358579636,1.1104981,2257,-12.544488,-2.1546507,,126.05372,0.14999999,27.68695,-3.4185212,-5.56233,,400,13592.287,,,2038815,5.9670324e-10,123.017654,12.77841,6.8421054,6.0222807,7.4559875,-1.0222805,-3.8072731,2257,0.47368422,0.14999999
12.77841,903.3720106288752,186,7701.308940887451,1.1063582,2258,-12.544488,-1.1970123,1.1999388e-29,126.05372,0.14999999,27.680683,-3.4183662,-5.5627728,,400,13598.484,,,2039814,5.9617483e-10,125.9807,12.77841,1.5789474,6.022358,0.78243953,-1.022358,-3.157264,2258,-0.7894737,0.14999999
12.77841,903.4143426294821,186,7708.756507158279,1.1395255,2259,-12.544488,-1.4060869,0.00012727492,126.05372,0.14999999,27.679111,-3.418069,-5.5632153,,400,13604.891,,,2040813,5.9564714e-10,125.94881,12.77841,-0.5263158,6.0225277,-1.6476457,-1.0225277,-2.832882,2259,-0.7894737,0.14999999
12.77841,903.4566371681416,186,7716.506106138229,1.021792,2260,-12.544488,-1.9227333,,126.05372,0.14999999,27.679308,-3.4179926,-5.5636578,,400,13611.8125,,,2041812,5.951202e-10,222.1896,12.77841,-3.6842105,6.0229263,-2.9045715,-1.0229261,-3.360176,2260,1.0,0.14999999
12.77841,903.4988942945599,186,7722.842693567276,0.9969531,2261,-12.544488,-3.1369426,,126.05372,0.14999999,27.657606,-3.417907,-5.5641003,,400,13619.95,,,2042811,5.945938e-10,121.64529,12.77841,7.894737,6.023861,8.303639,-1.023861,-3.2164547,2261,0.47368422,0.14999999
