ReturnMin,Delta,MinEpLen,MountainCar_mu1_higher,MountainCar_std1_higher,DenMISELogLast,ReturnAbsMax,DenMISEMeanLog,Regret/t,MountainCar_std0_higher,ReturnStepMax,TimestepsSoFar,DenMISELogFirst,ActionIn1,NumTrainableParams,IWMean,IWLastEpisode,Bound,TimeElapsed,IWMax,Regret,GridSize,ReturnMax,Iteration,NumTrajectories,ReturnMean,AvgEpLen,IWMin,ReturnLastEpisode,MountainCar_mu0_higher,IWFirstEpisode
-3.2882116,8.854623e-10,999,-10.0,1.5,-61.49449,3.2882116,-31.026623,6.8865747,0.14999999,32.750347,508491,-31.114775,-12.912353,,2.2575674e+25,4.784335e+25,inf,1784.4230406284332,1.7843696e+26,3505.2666,529,,509,509,-1.8865749,999.0,,-2.5353596,-1.0,0.00012298473
-3.2882116,8.819933e-10,999,-10.0,1.5,-61.496117,3.2882116,-31.086998,6.887287,0.14999999,32.750347,509490,-31.116737,-13.298442,,2.2821703e+25,1.2617697e+26,inf,1788.0171747207642,1.787858e+26,3512.5164,529,,510,510,-1.8872871,999.0,,-2.2498288,-1.0,0.00012322635
-3.2882116,8.785447e-10,999,-10.0,1.5,-61.498413,3.2882116,-31.14715,6.887226,0.14999999,32.750347,510489,-31.118696,-11.270372,,2.3039718e+25,1.1207353e+26,inf,1791.7699701786041,1.7913534e+26,3519.3726,529,,511,511,-1.8872262,999.0,,-1.8562033,-1.0,0.00012346795
-3.2882116,8.7511615e-10,999,-10.0,1.5,0.3091713,3.2882116,-31.08635,6.8889785,0.14999999,32.750347,511488,-31.120651,-11.965253,,2.303835e+25,0.10020222,inf,1797.070431470871,1.794842e+26,3527.157,529,,512,512,-1.8889784,999.0,,-2.784316,-1.0,0.00012370957
-3.2882116,8.717077e-10,999,-10.0,1.5,-20.192932,3.2882116,-31.065754,6.8887157,0.14999999,32.750347,512487,-31.122602,-11.238279,,2.303705e+25,325852500.0,inf,1801.10564827919,1.7983371e+26,3533.9111,529,,513,513,-1.8887156,999.0,,-1.7542025,-1.0,0.00012395119
-3.2882116,8.6831914e-10,999,-10.0,1.5,0.7778296,3.2882116,-31.004435,6.888712,0.14999999,32.750347,513486,-31.12455,-11.410328,,2.3035685e+25,0.32066962,inf,1804.371532201767,1.8018256e+26,3540.7979,529,,514,514,-1.888712,999.0,,-1.8868463,-1.0,0.00012419281
-3.2882116,8.6495033e-10,999,-10.0,1.5,-1.3551162,3.2882116,-30.947496,6.888812,0.14999999,32.750347,514485,-31.126493,-10.705312,,2.303439e+25,2.6163573,inf,1807.4049909114838,1.8053137e+26,3547.7383,529,,515,515,-1.8888122,999.0,,-1.9402939,-1.0,0.00012443443
-3.2882116,8.61601e-10,999,-10.0,1.5,0.5278568,3.2882116,-30.887127,6.8873854,0.14999999,32.750347,515484,-31.128433,-9.942785,,2.3033036e+25,0.10484743,inf,1811.2737970352173,1.8088086e+26,3553.8906,529,,516,516,-1.8873851,999.0,,-1.1524822,-1.0,0.00012467604
-3.2882116,8.582711e-10,999,-10.0,1.5,-27.17381,3.2882116,-30.880571,6.887875,0.14999999,32.750347,516483,-31.13037,-11.899373,,2.3031742e+25,285938250000.0,inf,1815.717482328415,1.8122965e+26,3561.0312,529,,517,517,-1.887875,999.0,,-2.1406746,-1.0,0.00012491764
-3.2882116,8.549606e-10,999,-10.0,1.5,-17.617935,3.2882116,-30.855581,6.887592,0.14999999,32.750347,517482,-31.132301,-12.02851,,2.3030389e+25,25233092.0,inf,1820.753170967102,1.8157842e+26,3567.7727,529,,518,518,-1.887592,999.0,,-1.7412314,-1.0,0.00012515923
-3.2882116,8.516692e-10,999,-10.0,1.5,-12.50329,3.2882116,-30.820843,6.8893013,0.14999999,32.750347,518481,-31.13423,-11.389508,,2.3029102e+25,34102.344,inf,1825.601472377777,1.8192786e+26,3575.5474,529,,519,519,-1.8893015,999.0,,-2.7748349,-1.0,0.00012540081
-3.2882116,8.483967e-10,999,-10.0,1.5,-5.8854294,3.2882116,-30.773516,6.888265,0.14999999,32.750347,519480,-31.136154,-11.1037655,,2.3027749e+25,117.775215,inf,1829.5066843032837,1.8227658e+26,3581.898,529,,520,520,-1.888265,999.0,,-1.3503652,-1.0,0.00012564239
-3.2882116,8.4514296e-10,999,-10.0,1.5,1.5912938,3.2882116,-30.712017,6.888083,0.14999999,32.750347,520479,-31.138077,-12.296042,,2.3026464e+25,0.14199995,inf,1833.4126880168915,1.8262598e+26,3588.6912,529,,521,521,-1.888083,999.0,,-1.7933725,-1.0,0.00012588418
-3.2882116,8.4190804e-10,999,-10.0,1.5,-38.99975,3.2882116,-30.728497,6.8876667,0.14999999,32.750347,521478,-31.139994,-6.269107,,2.3025178e+25,3.7545483e+16,inf,1837.1483850479126,1.8297464e+26,3595.362,529,,522,522,-1.8876668,999.0,,-1.6707907,-1.0,0.00012612571
-3.2882116,8.386916e-10,999,-10.0,1.5,-61.521626,3.2882116,-30.78799,6.888115,0.14999999,32.750347,522477,-31.141907,-11.192649,,2.3027705e+25,1.9921406e+24,inf,1841.5168056488037,1.8332396e+26,3602.484,529,,523,523,-1.8881147,999.0,,-2.1220365,-1.0,0.00012636723
-3.2882116,8.3549345e-10,999,-10.0,1.5,1.3632729,3.2882116,-30.727255,6.8890815,0.14999999,32.750347,523476,-31.143818,-11.74519,,2.3026354e+25,0.10260513,inf,1846.4381549358368,1.8367255e+26,3609.8787,529,,524,524,-1.8890814,999.0,,-2.3945467,-1.0,0.00012660897
-3.2882116,8.3231366e-10,999,-10.0,1.5,-15.205719,3.2882116,-30.69829,6.8883405,0.14999999,32.750347,524475,-31.145725,-9.466859,,2.302507e+25,1699650.1,inf,1851.2565937042236,1.8402182e+26,3616.3787,529,,525,525,-1.8883404,999.0,,-1.5000764,-1.0,0.00012685069
-3.2882116,8.29152e-10,999,-10.0,1.5,-53.74972,3.2882116,-30.74273,6.888609,0.14999999,32.750347,525474,-31.147627,-11.496125,,2.3023946e+25,8.465551e+22,inf,1855.5233373641968,1.8437104e+26,3623.4082,529,,526,526,-1.8886089,999.0,,-2.0296764,-1.0,0.00012709213
-3.2882116,8.2600826e-10,999,-10.0,1.5,-5.813791,3.2882116,-30.69604,6.888059,0.14999999,32.750347,526473,-31.149527,-11.778804,,2.3022664e+25,184.51187,inf,1860.2832729816437,1.8471952e+26,3630.0073,529,,527,527,-1.8880593,999.0,,-1.5988097,-1.0,0.00012733381
-3.2882116,8.228824e-10,999,-10.0,1.5,-13.28414,3.2882116,-30.663658,6.887719,0.14999999,32.750347,527472,-31.151423,-11.543398,,2.3021375e+25,339439.22,inf,1864.5968687534332,1.8506864e+26,3636.7156,529,,528,528,-1.887719,999.0,,-1.7084626,-1.0,0.00012757545
-3.2882116,8.1977425e-10,999,-10.0,1.5,-5.262356,3.2882116,-30.61625,6.8875723,0.14999999,32.750347,528471,-31.153315,-12.496005,,2.302009e+25,125.11337,inf,1868.1104021072388,1.8541772e+26,3643.5256,529,,529,529,-1.887572,999.0,,-1.8100381,-1.0,0.00012781707
-3.2882116,7.5016005e-10,999,-10.0,1.5,-60.845135,3.2882116,-30.67388,6.886478,0.14999999,32.750347,529470,-31.155203,-9.556679,,2.3107895e+25,4.7218906e+25,inf,1872.256615638733,1.8576676e+26,3649.8333,576,,530,530,-1.8864778,999.0,,-1.3075461,-1.0,0.00012805864
-3.2882116,7.4733725e-10,999,-10.0,1.5,-32.70107,3.2882116,-30.678299,6.8852606,0.14999999,32.750347,530469,-31.157087,-10.995884,,2.3106516e+25,29405286000000.0,inf,2256.2560489177704,1.8611573e+26,3656.0732,576,,531,531,-1.8852606,999.0,,-1.2401193,-1.0,0.00012830019
-3.2882116,7.4453027e-10,999,-10.0,1.5,-3.9762235,3.2882116,-30.6287,6.8832912,0.14999999,32.750347,531468,-31.15897,-10.382582,,2.3105146e+25,1.8256139,inf,2260.4134895801544,1.8646467e+26,3661.911,576,,532,532,-1.8832911,999.0,,-0.83755195,-1.0,0.00012854196
-3.2882116,7.417393e-10,999,-10.0,1.5,-4.087624,3.2882116,-30.579496,6.882724,0.14999999,32.750347,532467,-31.160847,-11.688213,,2.3103832e+25,30.834286,inf,2264.945498943329,1.8681353e+26,3668.492,576,,533,533,-1.882724,999.0,,-1.5810053,-1.0,0.00012878343
-3.2882116,7.3896383e-10,999,-10.0,1.5,-11.039094,3.2882116,-30.543503,6.882292,0.14999999,32.750347,533466,-31.162722,-10.689452,,2.3102453e+25,34400.277,inf,2268.4977288246155,1.8716233e+26,3675.1438,576,,534,534,-1.8822918,999.0,,-1.6518621,-1.0,0.00012902512
-3.2882116,7.36204e-10,999,-10.0,1.5,-3.0815055,3.2882116,-30.492758,6.883131,0.14999999,32.750347,534465,-31.164593,-6.8664355,,2.3101074e+25,9.32399,inf,2273.0665905475616,1.8751178e+26,3682.475,576,,535,535,-1.8831309,999.0,,-2.3312788,-1.0,0.00012926676
-3.2882116,7.3345946e-10,999,-10.0,1.5,-61.546177,3.2882116,-30.55128,6.882146,0.14999999,32.750347,535464,-31.16646,-12.320505,,2.3110655e+25,5.8436904e+24,inf,2276.4946761131287,1.8786046e+26,3688.83,576,,536,536,-1.8821456,999.0,,-1.3550158,-1.0,0.00012950836
-3.2882116,7.307303e-10,999,-10.0,1.5,-32.85795,3.2882116,-30.556171,6.882517,0.14999999,32.750347,536463,-31.168324,-11.234514,,2.310927e+25,83264180000000.0,inf,2280.8420634269714,1.8820979e+26,3695.9116,576,,537,537,-1.8825171,999.0,,-2.0816205,-1.0,0.00012974993
-3.2882116,7.280163e-10,999,-10.0,1.5,-3.352423,3.2882116,-30.506193,6.881341,0.14999999,32.750347,537462,-31.170185,-9.063625,,2.3107946e+25,7.412955,inf,2285.427764892578,1.8855832e+26,3702.1614,576,,538,538,-1.881341,999.0,,-1.2498047,-1.0,0.00012999169
-3.2882116,7.253175e-10,999,-10.0,1.5,-61.551758,3.2882116,-30.564373,6.882208,0.14999999,32.750347,538461,-31.17204,-12.909399,,2.3276028e+25,9.131033e+25,inf,2290.0410661697388,1.889075e+26,3709.51,576,,539,539,-1.8822078,999.0,,-2.3485181,-1.0,0.00013023317
-3.2882116,7.226336e-10,999,-10.0,1.5,-61.541733,3.2882116,-30.622316,6.883251,0.14999999,32.750347,539460,-31.173895,-9.832003,,2.3463523e+25,1.0196823e+26,inf,2294.50324678421,1.8925588e+26,3716.9556,576,,540,540,-1.8832511,999.0,,-2.4456189,-1.0,0.00013047483
-3.2882116,7.1996453e-10,999,-10.0,1.5,-16.462576,3.2882116,-30.59673,6.88157,0.14999999,32.750347,540459,-31.175745,-12.057961,,2.3462183e+25,959387.9,inf,2298.0447511672974,1.8960491e+26,3722.9292,576,,541,541,-1.8815697,999.0,,-0.97361773,-1.0,0.00013071645
-3.2882116,7.173104e-10,999,-10.0,1.5,-12.357227,3.2882116,-30.56366,6.883532,0.14999999,32.750347,541458,-31.177591,-11.03515,,2.3460841e+25,14250.3,inf,2301.2372014522552,1.8995385e+26,3730.8745,576,,542,542,-1.883532,999.0,,-2.9451113,-1.0,0.00013095801
-3.2882116,7.1467077e-10,999,-10.0,1.5,1.1620396,3.2882116,-30.50583,6.8828673,0.14999999,32.750347,542457,-31.179436,-10.831263,,2.345949e+25,0.16429314,inf,2305.749653339386,1.9030272e+26,3737.397,576,,543,543,-1.8828672,999.0,,-1.5225629,-1.0,0.00013119978
-3.2882116,7.120457e-10,999,-10.0,1.5,-0.729574,3.2882116,-30.451672,6.881177,0.14999999,32.750347,543456,-31.181276,-12.022851,,2.3458206e+25,0.1605836,inf,2309.516130924225,1.9065149e+26,3743.3604,576,,544,544,-1.8811771,999.0,,-0.9634129,-1.0,0.00013144148
-3.2882116,7.094351e-10,999,-10.0,1.5,-22.977571,3.2882116,-30.43854,6.8809276,0.14999999,32.750347,544455,-31.183111,-11.696925,,2.3456854e+25,5107058700.0,inf,2313.237290620804,1.910009e+26,3750.1055,576,,545,545,-1.8809274,999.0,,-1.7451615,-1.0,0.00013168289
-3.2882116,7.068388e-10,999,-10.0,1.5,-9.877557,3.2882116,-30.401457,6.8807898,0.14999999,32.750347,545454,-31.184946,-11.801325,,2.3455556e+25,11972.943,inf,2317.1757674217224,1.913495e+26,3756.9111,576,,546,546,-1.8807896,999.0,,-1.805646,-1.0,0.00013192472
-3.2882116,7.042568e-10,999,-10.0,1.5,-9.55467,3.2882116,-30.36392,6.8813014,0.14999999,32.750347,546453,-31.186775,-8.769386,,2.3454189e+25,7533.381,inf,2321.474236726761,1.9169873e+26,3764.0718,576,,547,547,-1.8813013,999.0,,-2.1606395,-1.0,0.00013216626
-3.2882116,7.016889e-10,999,-10.0,1.5,-61.568317,3.2882116,-30.421432,6.8808155,0.14999999,32.750347,547452,-31.1886,-9.943475,,2.3664489e+25,1.15957995e+26,inf,2324.889563560486,1.9204713e+26,3770.6868,576,,548,548,-1.8808153,999.0,,-1.614915,-1.0,0.00013240773
-3.2882116,6.991349e-10,999,-10.0,1.5,-18.0972,3.2882116,-30.39956,6.880163,0.14999999,32.750347,548451,-31.190424,-13.029875,,2.3663177e+25,31563060.0,inf,2328.1189575195312,1.9239616e+26,3777.2097,576,,549,549,-1.8801634,999.0,,-1.5229225,-1.0,0.00013264938
-3.2882116,6.9659495e-10,999,-10.0,1.5,-61.571957,3.2882116,-30.456804,6.881247,0.14999999,32.750347,549450,-31.192244,-10.514015,,2.3814788e+25,8.411099e+25,inf,2331.4660365581512,1.9274509e+26,3784.6858,576,,550,550,-1.8812469,999.0,,-2.4761837,-1.0,0.00013289097
-3.2882116,6.940688e-10,999,-10.0,1.5,-8.082069,3.2882116,-30.416763,6.882199,0.14999999,32.750347,550449,-31.194061,-11.689656,,2.3813467e+25,1134.1946,inf,2335.0368475914,1.9309393e+26,3792.0916,576,,551,551,-1.8821988,999.0,,-2.4058094,-1.0,0.00013313275
-3.2882116,6.9155626e-10,999,-10.0,1.5,-12.457134,3.2882116,-30.384802,6.8815856,0.14999999,32.750347,551448,-31.195873,-11.00075,,2.38122e+25,121612.64,inf,2338.4384202957153,1.9344265e+26,3798.6353,576,,552,552,-1.8815856,999.0,,-1.5436909,-1.0,0.0001333742
-3.2882116,6.890574e-10,999,-10.0,1.5,1.9541161,3.2882116,-30.326893,6.881572,0.14999999,32.750347,552447,-31.197683,-10.252346,,2.3810868e+25,0.10019767,inf,2342.5661766529083,1.9379127e+26,3805.509,576,,553,553,-1.8815715,999.0,,-1.8737696,-1.0,0.00013361583
-3.2882116,6.865721e-10,999,-10.0,1.5,-13.525137,3.2882116,-30.297136,6.8820257,0.14999999,32.750347,553446,-31.199492,-11.114901,,2.380959e+25,389700.8,inf,2347.0561470985413,1.941405e+26,3812.6423,576,,554,554,-1.8820258,999.0,,-2.133239,-1.0,0.00013385765
-3.2882116,6.841002e-10,999,-10.0,1.5,-11.586558,3.2882116,-30.263985,6.8796463,0.14999999,32.750347,554445,-31.201294,-10.863088,,2.380824e+25,326.94113,inf,2351.4983274936676,1.9448963e+26,3818.2039,576,,555,555,-1.8796465,999.0,,-0.5615905,-1.0,0.00013409914
-3.2882116,6.8164163e-10,999,-10.0,1.5,0.19727385,3.2882116,-30.209753,6.8783817,0.14999999,32.750347,555444,-31.203094,-12.835764,,2.3806946e+25,0.13625225,inf,2355.446930885315,1.948379e+26,3824.3801,576,,556,556,-1.8783815,999.0,,-1.1761689,-1.0,0.00013434081
-3.2882116,6.791962e-10,999,-10.0,1.5,-61.584606,3.2882116,-30.266645,6.8782268,0.14999999,32.750347,556443,-31.204891,-12.296898,,2.4115631e+25,1.7265765e+26,inf,2358.804795026779,1.951868e+26,3831.1724,576,,557,557,-1.8782269,999.0,,-1.7923093,-1.0,0.0001345824
-3.2882116,6.7676403e-10,999,-10.0,1.5,-46.69735,3.2882116,-30.296658,6.8772874,0.14999999,32.750347,557442,-31.206686,-10.793155,,2.411439e+25,4.305176e+19,inf,2362.3176443576813,1.9553558e+26,3837.5264,576,,558,558,-1.8772874,999.0,,-1.3539777,-1.0,0.00013482416
-3.2882116,6.7434486e-10,999,-10.0,1.5,-1.4703826,3.2882116,-30.24564,6.8781877,0.14999999,32.750347,558441,-31.208475,-11.26853,,2.411308e+25,1.7627227,inf,2365.787645339966,1.9588422e+26,3844.907,576,,559,559,-1.8781878,999.0,,-2.3806899,-1.0,0.0001350656
-3.2882116,6.719386e-10,999,-10.0,1.5,0.17715217,3.2882116,-30.191874,6.878101,0.14999999,32.750347,559440,-31.210262,-11.099598,,2.4111755e+25,0.5795959,inf,2369.2066929340363,1.962335e+26,3851.7363,576,,560,560,-1.8781008,999.0,,-1.8294187,-1.0,0.0001353072
-3.2882116,6.695453e-10,999,-10.0,1.5,1.8439701,3.2882116,-30.135326,6.8783727,0.14999999,32.750347,560439,-31.212048,-9.806353,,2.4110492e+25,0.10513229,inf,2372.9214112758636,1.965819e+26,3858.767,576,,561,561,-1.8783727,999.0,,-2.0305445,-1.0,0.00013554898
-3.2882116,6.6716477e-10,999,-10.0,1.5,-26.617264,3.2882116,-30.129616,6.8780284,0.14999999,32.750347,561438,-31.213827,-11.451955,,2.4109224e+25,177521410000.0,inf,2376.7883520126343,1.9693091e+26,3865.452,576,,562,562,-1.8780283,999.0,,-1.6849049,-1.0,0.00013579041
-3.2882116,6.647968e-10,999,-10.0,1.5,-0.4737357,3.2882116,-30.077497,6.878995,0.14999999,32.750347,562437,-31.215607,-9.235119,,2.4107946e+25,0.6037598,inf,2381.2286784648895,1.972798e+26,3872.874,576,,563,563,-1.8789947,999.0,,-2.422067,-1.0,0.00013603228
-3.2882116,6.6244144e-10,999,-10.0,1.5,-61.597095,3.2882116,-30.133924,6.87994,0.14999999,32.750347,563436,-31.21738,-11.503885,,2.428374e+25,9.987589e+25,inf,2385.9469995498657,1.9762853e+26,3880.2861,576,,564,564,-1.8799399,999.0,,-2.4121926,-1.0,0.00013627378
-3.2882116,6.600986e-10,999,-10.0,1.5,-0.8871865,3.2882116,-30.082716,6.88125,0.14999999,32.750347,564435,-31.219152,-11.241485,,2.4282508e+25,0.51938355,inf,2390.0354375839233,1.9797714e+26,3887.9062,576,,565,565,-1.8812498,999.0,,-2.6199358,-1.0,0.00013651546
-3.2882116,6.577682e-10,999,-10.0,1.5,0.7394054,3.2882116,-30.0288,6.8812623,0.14999999,32.750347,565434,-31.22092,-10.8128,,2.4281202e+25,0.33316845,inf,2393.4325482845306,1.9832635e+26,3894.7944,576,,566,566,-1.8812623,999.0,,-1.8882976,-1.0,0.00013675705
-3.2882116,6.5544997e-10,999,-10.0,1.5,-0.6482284,3.2882116,-29.977541,6.8819785,0.14999999,32.750347,566433,-31.222685,-11.413374,,2.427995e+25,0.9108832,inf,2398.0398416519165,1.9867468e+26,3902.0818,576,,567,567,-1.8819785,999.0,,-2.28749,-1.0,0.00013699854
-3.2882116,6.531441e-10,999,-10.0,1.5,-0.707038,3.2882116,-29.926544,6.882365,0.14999999,32.750347,567432,-31.224447,-11.129595,,2.4278694e+25,1.2315264,inf,2403.0131542682648,1.9902362e+26,3909.1833,576,,568,568,-1.8823651,999.0,,-2.101511,-1.0,0.0001372402
-3.2882116,6.508503e-10,999,-10.0,1.5,-0.12672877,3.2882116,-29.874718,6.8815746,0.14999999,32.750347,568431,-31.226206,-9.106765,,2.427742e+25,0.50565845,inf,2407.3306527137756,1.993724e+26,3915.616,576,,569,569,-1.8815746,999.0,,-1.4326181,-1.0,0.00013748177
-3.2882116,6.4856864e-10,999,-10.0,1.5,-61.60756,3.2882116,-29.930927,6.8811574,0.14999999,32.750347,569430,-31.227962,-9.35194,,2.4564653e+25,1.6445095e+26,inf,2410.68204665184,1.9972103e+26,3922.2598,576,,570,570,-1.8811575,999.0,,-1.6438522,-1.0,0.00013772349
-3.2882116,6.4629896e-10,999,-10.0,1.5,-60.804123,3.2882116,-29.985538,6.8813653,0.14999999,32.750347,570429,-31.229715,-12.309386,,2.4725442e+25,9.251081e+25,inf,2414.229217529297,2.0006951e+26,3929.2595,576,,571,571,-1.8813652,999.0,,-1.9997436,-1.0,0.00013796511
-3.2882116,6.4404115e-10,999,-10.0,1.5,-40.603157,3.2882116,-30.00465,6.8810167,0.14999999,32.750347,571428,-31.231464,-13.778141,,2.4723982e+25,1.770955e+17,inf,2417.680752515793,2.004186e+26,3935.9414,576,,572,572,-1.8810166,999.0,,-1.6819322,-1.0,0.00013820663
-3.2882116,6.417951e-10,999,-10.0,1.5,-61.612926,3.2882116,-30.060347,6.88112,0.14999999,32.750347,572427,-31.233212,-14.325199,,2.4852023e+25,7.416712e+25,inf,2421.950909614563,2.0076754e+26,3942.8818,576,,573,573,-1.8811201,999.0,,-1.9403416,-1.0,0.0001384483
-3.2882116,6.395608e-10,999,-10.0,1.5,-61.61467,3.2882116,-30.115856,6.879563,0.14999999,32.750347,573426,-31.234955,-13.289153,,2.4855793e+25,2.9759677e+24,inf,2427.075677394867,2.0111631e+26,3948.8691,576,,574,574,-1.8795627,999.0,,-0.9871855,-1.0,0.00013868987
-3.2882116,6.373383e-10,999,-10.0,1.5,-61.616413,3.2882116,-30.171192,6.8792458,0.14999999,32.750347,574425,-31.236696,-11.660238,,2.5035411e+25,1.040619e+26,inf,2430.8406715393066,2.0146492e+26,3955.5664,576,,575,575,-1.8792459,999.0,,-1.6974307,-1.0,0.0001389316
-3.2882116,6.3512723e-10,999,-10.0,1.5,-21.342451,3.2882116,-30.156406,6.877688,0.14999999,32.750347,575424,-31.238434,-8.377397,,2.5033982e+25,118538890.0,inf,2435.4160101413727,2.0181336e+26,3961.5483,576,,576,576,-1.877688,999.0,,-0.9818507,-1.0,0.00013917321
-3.2882116,5.833854e-10,999,-10.0,1.5,-61.619884,3.2882116,-30.211472,6.8779325,0.14999999,32.750347,576423,-31.240168,-6.310045,,2.517222e+25,8.055865e+25,inf,2440.7414934635162,2.021624e+26,3968.5671,625,,577,577,-1.8779327,999.0,,-2.0187829,-1.0,0.00013941471
-3.2882116,5.813685e-10,999,-10.0,1.5,-61.621616,3.2882116,-30.266356,6.8774924,0.14999999,32.750347,577422,-31.2419,-10.37444,,2.5176197e+25,3.1029568e+24,inf,2864.11146736145,2.0251051e+26,3975.1907,625,,578,578,-1.8774925,999.0,,-1.6234577,-1.0,0.00013965637
-3.2882116,5.79362e-10,999,-10.0,1.5,-12.400231,3.2882116,-30.236038,6.8783875,0.14999999,32.750347,578421,-31.24363,-12.133107,,2.5174797e+25,83705.83,inf,2868.35786986351,2.0285921e+26,3982.5864,625,,579,579,-1.8783876,999.0,,-2.3957648,-1.0,0.00013989818
-3.2882116,5.77366e-10,999,-10.0,1.5,-31.351038,3.2882116,-30.238514,6.878006,0.14999999,32.750347,579420,-31.245354,-11.188889,,2.5173382e+25,17645923000000.0,inf,2872.904991388321,2.0320852e+26,3989.2434,625,,580,580,-1.8780059,999.0,,-1.6570222,-1.0,0.00014013961
-3.2882116,5.753802e-10,999,-10.0,1.5,0.7361208,3.2882116,-30.185738,6.877793,0.14999999,32.750347,580419,-31.247076,-12.112607,,2.5172028e+25,0.32221812,inf,2876.5409064292908,2.0355687e+26,3995.9976,625,,581,581,-1.877793,999.0,,-1.7543013,-1.0,0.00014038119
-3.2882116,5.734046e-10,999,-10.0,1.5,-22.152477,3.2882116,-30.172472,6.8782597,0.14999999,32.750347,581418,-31.248796,-9.148456,,2.5170658e+25,2059620200.0,inf,2880.746310710907,2.0390583e+26,4003.147,625,,582,582,-1.8782597,999.0,,-2.1493642,-1.0,0.00014062291
-3.2882116,5.7143923e-10,999,-10.0,1.5,-61.63023,3.2882116,-30.226965,6.8785114,0.14999999,32.750347,582417,-31.250513,-12.207316,,2.547863e+25,1.8035308e+26,inf,2884.6482384204865,2.042546e+26,4010.172,625,,583,583,-1.8785113,999.0,,-2.0250452,-1.0,0.00014086452
-3.2882116,5.694839e-10,999,-10.0,1.5,-28.085037,3.2882116,-30.223833,6.8788295,0.14999999,32.750347,583416,-31.252228,-10.813469,,2.5477234e+25,788014400000.0,inf,2888.980792760849,2.0460319e+26,4017.2363,625,,584,584,-1.8788294,999.0,,-2.064321,-1.0,0.00014110625
-3.2882116,5.6753857e-10,999,-10.0,1.5,0.6923503,3.2882116,-30.17152,6.879063,0.14999999,32.750347,584415,-31.253939,-10.12272,,2.5475887e+25,0.33286858,inf,2892.3184254169464,2.049516e+26,4024.252,625,,585,585,-1.8790631,999.0,,-2.0154507,-1.0,0.00014134789
-3.2882116,5.656033e-10,999,-10.0,1.5,-16.275223,3.2882116,-30.14834,6.8792114,0.14999999,32.750347,585414,-31.255646,-9.055564,,2.5474472e+25,6779643.0,inf,2895.4601633548737,2.0530057e+26,4031.2178,625,,586,586,-1.8792112,999.0,,-1.9657948,-1.0,0.00014158938
-3.2882116,5.636778e-10,999,-10.0,1.5,-61.637066,3.2882116,-30.202513,6.8798957,0.14999999,32.750347,586413,-31.25735,-12.706378,,2.5665651e+25,1.1302883e+26,inf,2897.906373977661,2.0564858e+26,4038.4988,625,,587,587,-1.8798957,999.0,,-2.2809992,-1.0,0.00014183103
-3.2882116,5.6176214e-10,999,-10.0,1.5,-49.896973,3.2882116,-30.23654,6.8809204,0.14999999,32.750347,587412,-31.259052,-11.13029,,2.5664344e+25,8.841439e+20,inf,2900.796304702759,2.0599719e+26,4045.9812,625,,588,588,-1.8809204,999.0,,-2.4825156,-1.0,0.00014207253
-3.2882116,5.5985633e-10,999,-10.0,1.5,-2.549672,3.2882116,-30.190067,6.8797007,0.14999999,32.750347,588411,-31.260752,-11.139657,,2.5662956e+25,2.2749655,inf,2903.538325548172,2.0634639e+26,4052.1436,625,,589,589,-1.8797004,999.0,,-1.1623707,-1.0,0.00014231418
-3.2882116,5.579601e-10,999,-10.0,1.5,1.4237194,3.2882116,-30.13701,6.8795934,0.14999999,32.750347,589410,-31.26245,-9.103833,,2.5661616e+25,0.16868491,inf,2906.0434107780457,2.066946e+26,4058.96,625,,590,590,-1.8795934,999.0,,-1.8164717,-1.0,0.00014255597
-3.2882116,5.560735e-10,999,-10.0,1.5,-61.64386,3.2882116,-30.190844,6.8803816,0.14999999,32.750347,590409,-31.264143,-13.469738,,2.584172e+25,1.0724647e+26,inf,2909.284581422806,2.0704341e+26,4066.3054,625,,591,591,-1.8803815,999.0,,-2.3453524,-1.0,0.00014279762
-3.2882116,5.5419647e-10,999,-10.0,1.5,-61.64555,3.2882116,-30.244503,6.880083,0.14999999,32.750347,591408,-31.265833,-11.187004,,2.59899e+25,8.852836e+25,inf,2912.768213748932,2.07392e+26,4073.0093,625,,592,592,-1.8800832,999.0,,-1.7038054,-1.0,0.00014303914
-3.3746362,5.523289e-10,999,-10.0,1.5,-3.8478763,3.3746362,-30.200516,6.8826036,0.14999999,33.976494,592407,-31.26752,-12.171476,,2.5988516e+25,0.42124957,inf,2915.8564116954803,2.077404e+26,4081.3838,625,,593,593,-1.8826034,999.0,,-3.3746362,-1.0,0.0001432808
-3.3746362,5.504708e-10,999,-10.0,1.5,-20.620783,3.3746362,-30.184921,6.8835464,0.14999999,33.976494,593406,-31.269205,-8.819619,,2.5987187e+25,250331570.0,inf,2919.247493982315,2.0808938e+26,4088.8267,625,,594,594,-1.8835464,999.0,,-2.442733,-1.0,0.00014352232
-3.3746362,5.48622e-10,999,-10.0,1.5,-61.650604,3.3746362,-30.238335,6.8828306,0.14999999,33.976494,594405,-31.270887,-12.910546,,2.6169005e+25,1.0898109e+26,inf,2923.005748987198,2.0843815e+26,4095.2842,625,,595,595,-1.8828304,999.0,,-1.4575454,-1.0,0.00014376396
