ReturnStepMax,Regret/t,ReturnMean,AvgEpLen,Iteration,MountainCar_mu0_higher,GridSize,ReturnMax,IWLastEpisode,IWMin,DenMISELogLast,ReturnAbsMax,NumTrajectories,MountainCar_mu1_higher,DenMISEMeanLog,IWFirstEpisode,MountainCar_std0_higher,Delta,NumTrainableParams,MountainCar_std1_higher,TimeElapsed,Bound,IWMax,TimestepsSoFar,IWMean,DenMISELogFirst,ReturnLastEpisode,ActionIn1,ReturnMin,MinEpLen,Regret
25.029785,6.71585,-1.7158501,999.0,11,-1.0,16,,96.06699,,-4.979979,2.4871304,11,-10.0,-28.341059,1.4324644e-18,0.14999999,5.9108123e-05,,1.5,5.183014631271362,inf,6.032453e+23,10989,7.432682e+22,-8.021164,-1.8712639,-12.469429,-2.4871304,999,73.87435
25.029785,6.723518,-1.723518,999.0,12,-1.0,16,,3.5337723e+20,,-48.181976,2.4871304,12,-10.0,-30.010727,1.5626914e-18,0.14999999,4.966725e-05,,1.5,5.835041761398315,inf,6.580845e+23,11988,7.4254774e+22,-8.108175,-1.8078654,-10.266595,-2.4871304,999,80.68222
25.029785,6.670657,-1.670657,999.0,13,-1.0,16,,8.593064,,-4.378682,2.4871304,13,-10.0,-28.052706,1.692911e-18,0.14999999,4.232002e-05,,1.5,6.3761186599731445,inf,7.1292566e+23,12987,7.4167864e+22,-8.188218,-1.0363252,-7.923089,-2.4871304,999,86.718544
25.029785,6.7220592,-1.7220595,999.0,14,-1.0,16,,5.8609896e+23,,-57.9011,2.4871304,14,-10.0,-30.196398,1.8231352e-18,0.14999999,3.649022e-05,,1.5,6.880493879318237,inf,7.677662e+23,13986,1.1595842e+23,-8.262326,-2.39029,-9.011117,-2.4871304,999,94.10883
25.029785,6.7434287,-1.7434288,999.0,15,-1.0,16,,3.9600164e+24,,-57.970093,2.4871304,15,-10.0,-32.062984,1.9533587e-18,0.14999999,3.178704e-05,,1.5,7.303531646728516,inf,3.9600164e+24,14985,3.7989635e+23,-8.331319,-2.0425985,-11.962726,-2.4871304,999,101.15143
25.029785,6.768215,-1.7682154,999.0,16,-1.0,16,,2160414.5,,-15.275011,2.4871304,16,-10.0,-31.031134,2.0835875e-18,0.14999999,2.7937827e-05,,1.5,7.817814350128174,inf,4.2240113e+24,15984,3.79841e+23,-8.395858,-2.1400142,-10.228084,-2.4871304,999,108.29144
27.878124,6.82718,-1.8271797,999.0,17,-1.0,25,,2529571300.0,,-23.861582,2.7706063,17,-10.0,-30.624706,2.2138085e-18,0.14999999,1.6181184e-05,,1.5,8.359816551208496,inf,4.4880225e+24,16983,3.797938e+23,-8.456482,-2.7706063,-7.655085,-2.7706063,999,116.06206
27.878124,6.8345356,-1.8345358,999.0,18,-1.0,25,,1.01996134e+24,,-58.152412,2.7706063,18,-10.0,-32.1676,2.3440348e-18,0.14999999,1.4433218e-05,,1.5,9.330566883087158,inf,4.7520107e+24,17982,4.3641512e+23,-8.51364,-1.9595917,-12.317422,-2.7706063,999,123.021645
27.878124,6.8275394,-1.8275396,999.0,19,-1.0,25,,9.142702e+16,,-39.8796,2.7706063,19,-10.0,-32.588627,2.4742552e-18,0.14999999,1.2953912e-05,,1.5,9.852668523788452,inf,5.0160225e+24,18981,4.3637845e+23,-8.567708,-1.7016088,-11.77849,-2.7706063,999,129.72325
27.878124,6.8294706,-1.8294709,999.0,20,-1.0,25,,59390.695,,-11.472038,2.7706063,20,-10.0,-31.546387,2.604477e-18,0.14999999,1.1690906e-05,,1.5,10.312401294708252,inf,5.280019e+24,19980,4.363444e+23,-8.619,-1.8661638,-11.407313,-2.7706063,999,136.58942
27.878124,6.830665,-1.830665,999.0,21,-1.0,25,,4.199924,,-1.8186543,2.7706063,21,-10.0,-30.143057,2.7347108e-18,0.14999999,1.0603995e-05,,1.5,10.776018381118774,inf,5.544019e+24,20979,4.3631403e+23,-8.667791,-1.8545508,-10.75386,-2.7706063,999,143.44397
27.878124,6.8115053,-1.8115051,999.0,22,-1.0,25,,0.12808375,,1.2031043,2.7706063,22,-10.0,-28.729376,2.8649247e-18,0.14999999,9.661905e-06,,1.5,11.305930137634277,inf,5.8080214e+24,21978,4.362865e+23,-8.714311,-1.4091434,-7.9591384,-2.7706063,999,149.85312
27.878124,6.800609,-1.8006092,999.0,23,-1.0,25,,1.8648652e+24,,-58.397537,2.7706063,23,-10.0,-30.02946,2.9951515e-18,0.14999999,8.840006e-06,,1.5,11.829523086547852,inf,6.0720277e+24,22977,5.173432e+23,-8.758763,-1.5609034,-11.114698,-2.7706063,999,156.41402
27.878124,6.795657,-1.795657,999.0,24,-1.0,25,,0.21649657,,1.0755141,2.7706063,24,-10.0,-28.744574,3.1253783e-18,0.14999999,8.118685e-06,,1.5,12.315086364746094,inf,6.336035e+24,23976,5.1732078e+23,-8.801322,-1.6817555,-11.610872,-2.7706063,999,163.09576
27.878124,6.786701,-1.7867013,999.0,25,-1.0,25,,5771.6934,,-9.312535,2.7706063,25,-10.0,-27.977545,3.2555995e-18,0.14999999,7.4821796e-06,,1.5,12.860361099243164,inf,6.6000306e+24,24975,5.1729956e+23,-8.842144,-1.5717671,-9.612738,-2.7706063,999,169.66754
27.878124,6.789998,-1.7899983,999.0,26,-1.0,36,,2.363985e+17,,-40.777493,2.7706063,26,-10.0,-28.479305,3.3858173e-18,0.14999999,4.861083e-06,,1.5,13.369717836380005,inf,6.8640196e+24,25974,5.1727924e+23,-8.881365,-1.8724173,-9.815911,-2.7706063,999,176.53995
27.878124,6.793034,-1.7930341,999.0,27,-1.0,36,,2286427300000.0,,-29.114689,2.7706063,27,-10.0,-28.511583,3.516049e-18,0.14999999,4.507671e-06,,1.5,14.548452138900757,inf,7.1280364e+24,26973,5.1726266e+23,-8.919106,-1.8719676,-9.976098,-2.7706063,999,183.41193
27.878124,6.7804174,-1.7804176,999.0,28,-1.0,36,,2792195.0,,-15.809783,2.7706063,28,-10.0,-28.066061,3.646279e-18,0.14999999,4.191444e-06,,1.5,15.107946157455444,inf,7.392022e+24,27972,5.1724533e+23,-8.955473,-1.4397678,-12.13826,-2.7706063,999,189.85168
27.878124,6.792824,-1.7928236,999.0,29,-1.0,36,,3661529300.0,,-22.782974,2.7706063,29,-10.0,-27.891436,3.7764894e-18,0.14999999,3.9073634e-06,,1.5,15.738900661468506,inf,7.6560237e+24,28971,5.1722995e+23,-8.990564,-2.1401927,-8.899799,-2.7706063,999,196.99188
27.878124,6.7693005,-1.7693003,999.0,30,-1.0,36,,1.8398653e+24,,-58.66324,2.7706063,30,-10.0,-28.9242,3.906727e-18,0.14999999,3.6512142e-06,,1.5,16.395741939544678,inf,7.9200214e+24,29970,5.785446e+23,-9.024466,-1.0871286,-12.714871,-2.7706063,999,203.07901
27.878124,6.762893,-1.7628931,999.0,31,-1.0,36,,8.7943653e+24,,-58.696026,2.7706063,31,-10.0,-29.89226,4.036941e-18,0.14999999,3.419451e-06,,1.5,17.06781768798828,inf,8.7943653e+24,30969,8.622213e+23,-9.057256,-1.5706747,-10.634379,-2.7706063,999,209.64969
27.878124,6.755518,-1.7555182,999.0,32,-1.0,36,,0.42638874,,0.21457477,2.7706063,32,-10.0,-28.959633,4.1671692e-18,0.14999999,3.2090745e-06,,1.5,17.68819546699524,inf,9.078029e+24,31968,8.6220846e+23,-9.0890045,-1.526898,-12.828345,-2.7706063,999,216.17657
27.878124,6.750819,-1.7508193,999.0,33,-1.0,36,,8.859385e+24,,-58.75855,2.7706063,33,-10.0,-29.870342,4.297383e-18,0.14999999,3.017532e-06,,1.5,18.309303522109985,inf,9.361731e+24,32967,1.1306621e+24,-9.119776,-1.6004549,-10.669193,-2.7706063,999,222.77704
27.878124,6.7665725,-1.7665724,999.0,34,-1.0,36,,8.6563835,,-2.8585994,2.7706063,34,-10.0,-29.08404,4.4276108e-18,0.14999999,2.8426405e-06,,1.5,18.892125368118286,inf,9.6453915e+24,33966,1.1306511e+24,-9.14963,-2.2864194,-10.092903,-2.7706063,999,230.06346
27.878124,6.757514,-1.7575141,999.0,35,-1.0,36,,34211.24,,-11.394481,2.7706063,35,-10.0,-28.586313,4.5578363e-18,0.14999999,2.6825242e-06,,1.5,19.5666024684906,inf,9.929083e+24,34965,1.1306414e+24,-9.178617,-1.4495343,-10.088163,-2.7706063,999,236.513
27.878124,6.7392597,-1.7392596,999.0,36,-1.0,36,,1010.6599,,-8.9229555,2.7706063,36,-10.0,-28.04737,4.688063e-18,0.14999999,2.5355653e-06,,1.5,20.21084213256836,inf,1.0212778e+25,35964,1.1306322e+24,-9.206787,-1.1003503,-11.508071,-2.7706063,999,242.61334
27.878124,6.751013,-1.751013,999.0,37,-1.0,49,,4.3168764,,-2.0508223,2.7706063,37,-10.0,-27.351624,4.8182783e-18,0.14999999,1.7762662e-06,,1.5,20.861690759658813,inf,1.0496487e+25,36963,1.130622e+24,-9.234186,-2.174138,-11.050903,-2.7706063,999,249.78748
27.878124,6.772997,-1.772997,999.0,38,-1.0,49,,0.19065626,,0.24297693,2.7706063,38,-10.0,-26.631948,4.9485224e-18,0.14999999,1.6840087e-06,,1.5,23.363940238952637,inf,1.0780138e+25,37962,1.1306128e+24,-9.260855,-2.586408,-11.641406,-2.7706063,999,257.3739
27.878124,6.768363,-1.7683628,999.0,39,-1.0,49,,12122.6875,,-10.036051,2.7706063,39,-10.0,-26.21258,5.0787405e-18,0.14999999,1.5987564e-06,,1.5,24.073100566864014,inf,1.1063854e+25,38961,1.13060736e+24,-9.28683,-1.5922629,-9.184494,-2.7706063,999,263.96616
27.878124,6.770685,-1.770685,999.0,40,-1.0,49,,1.3656618e+25,,-58.950916,2.7706063,40,-10.0,-27.03689,5.2089664e-18,0.14999999,1.5198176e-06,,1.5,24.7710599899292,inf,1.3656618e+25,39960,1.4720124e+24,-9.312148,-1.8612512,-11.390316,-2.7706063,999,270.8274
27.878124,6.7745485,-1.7745486,999.0,41,-1.0,49,,2.0506413,,-1.1047058,2.7706063,41,-10.0,-26.41058,5.3391903e-18,0.14999999,1.4465845e-06,,1.5,25.54105806350708,inf,1.3998033e+25,40959,1.4720048e+24,-9.336841,-1.9290899,-10.9191265,-2.7706063,999,277.7565
29.91405,6.8031073,-1.8031075,999.0,42,-1.0,49,,4.0179024,,-4.157785,2.974019,42,-10.0,-25.88664,5.4694137e-18,0.14999999,1.3785193e-06,,1.5,26.34390664100647,inf,1.4339446e+25,41958,1.4719977e+24,-9.360938,-2.974019,-10.379954,-2.974019,999,285.73053
29.91405,6.805128,-1.8051279,999.0,43,-1.0,49,,509.83322,,-6.6663876,2.974019,43,-10.0,-25.44527,5.5996298e-18,0.14999999,1.3151479e-06,,1.5,27.11669397354126,inf,1.468084e+25,42957,1.4719921e+24,-9.384469,-1.8899878,-12.30003,-2.974019,999,292.62048
29.91405,6.8131332,-1.8131332,999.0,44,-1.0,49,,8515435400000.0,,-30.635069,2.974019,44,-10.0,-25.568573,5.7298636e-18,0.14999999,1.2560477e-06,,1.5,27.867568969726562,inf,1.5022224e+25,43956,1.4719823e+24,-9.407458,-2.1573632,-10.462063,-2.974019,999,299.77786
29.91405,6.8243957,-1.8243958,999.0,45,-1.0,49,,2044.3636,,-8.462085,2.974019,45,-10.0,-25.193544,5.860085e-18,0.14999999,1.2008437e-06,,1.5,28.5800724029541,inf,1.536363e+25,44955,1.4719784e+24,-9.429931,-2.3199534,-12.668781,-2.974019,999,307.0978
29.91405,6.8234544,-1.8234545,999.0,46,-1.0,49,,1.6125902e+25,,-59.056805,2.974019,46,-10.0,-25.934591,5.990317e-18,0.14999999,1.1492007e-06,,1.5,29.299469709396362,inf,1.6125902e+25,45954,1.8225351e+24,-9.45191,-1.781094,-9.08851,-2.974019,999,313.8789
29.91405,6.8292284,-1.8292283,999.0,47,-1.0,49,,1.2558721e+25,,-59.11219,2.974019,47,-10.0,-26.645632,6.1205244e-18,0.14999999,1.1008185e-06,,1.5,30.046793699264526,inf,1.6464231e+25,46953,2.0894775e+24,-9.473416,-2.0948222,-8.441276,-2.974019,999,320.97372
29.91405,6.8200283,-1.8200283,999.0,48,-1.0,49,,5.0880605e+24,,-59.133244,2.974019,48,-10.0,-27.327826,6.250748e-18,0.14999999,1.055429e-06,,1.5,30.81321954727173,inf,1.6802092e+25,47952,2.1952138e+24,-9.49447,-1.3876276,-11.964897,-2.974019,999,327.36136
29.91405,6.823437,-1.8234371,999.0,49,-1.0,49,,14994090.0,,-17.09553,2.974019,49,-10.0,-27.124577,6.3809908e-18,0.14999999,1.0127897e-06,,1.5,31.54685688018799,inf,1.7139498e+25,48951,2.1949494e+24,-9.515089,-1.9870604,-10.792477,-2.974019,999,334.34842
29.91405,6.8154144,-1.8154145,999.0,50,-1.0,64,,0.110471815,,1.3728077,2.974019,50,-10.0,-26.55998,6.5112146e-18,0.14999999,7.48218e-07,,1.5,32.2648138999939,inf,1.7476345e+25,49950,2.1946857e+24,-9.535292,-1.4223076,-8.548956,-2.974019,999,340.77072
29.91405,6.789993,-1.7899927,999.0,51,-1.0,64,,4.2450065e+22,,-59.193867,2.974019,51,-10.0,-27.205,6.641435e-18,0.14999999,7.1916367e-07,,1.5,36.02632737159729,inf,1.7812743e+25,50949,2.1952548e+24,-9.555095,-0.5188964,-9.790867,-2.974019,999,346.2896
29.91405,6.782598,-1.782598,999.0,52,-1.0,64,,4186841300.0,,-23.283354,2.974019,52,-10.0,-27.134907,6.771651e-18,0.14999999,6.9176957e-07,,1.5,36.79883599281311,inf,1.8148623e+25,51948,2.1949948e+24,-9.5745125,-1.4054698,-10.622278,-2.974019,999,352.6951
29.91405,6.7879705,-1.7879708,999.0,53,-1.0,64,,7.15263,,-2.4416661,2.974019,53,-10.0,-26.674114,6.901865e-18,0.14999999,6.6591133e-07,,1.5,37.612651348114014,inf,1.8483995e+25,52947,2.1947331e+24,-9.59356,-2.0673552,-10.608686,-2.974019,999,359.76245
29.91405,6.7945194,-1.7945193,999.0,54,-1.0,64,,12.99212,,-3.0951757,2.974019,54,-10.0,-26.242395,7.032088e-18,0.14999999,6.414763e-07,,1.5,38.42812967300415,inf,1.8818959e+25,53946,2.1944732e+24,-9.612252,-2.1415966,-13.780932,-2.974019,999,366.90405
29.91405,6.788166,-1.7881662,999.0,55,-1.0,64,,3.9654433e+24,,-59.269375,2.974019,55,-10.0,-26.847633,7.162309e-18,0.14999999,6.18362e-07,,1.5,39.15823030471802,inf,1.9153343e+25,54945,2.2663108e+24,-9.630602,-1.445092,-10.058189,-2.974019,999,373.34912
29.91405,6.808013,-1.8080131,999.0,56,-1.0,64,,53425340000000.0,,-34.29005,2.974019,56,-10.0,-26.985441,7.292548e-18,0.14999999,5.964747e-07,,1.5,39.897199630737305,inf,1.9487274e+25,55944,2.2660527e+24,-9.648621,-2.8995914,-10.638092,-2.974019,999,381.24872
29.91405,6.8086796,-1.8086798,999.0,57,-1.0,64,,1.6533897,,-0.87799203,2.974019,57,-10.0,-26.532145,7.422776e-18,0.14999999,5.757294e-07,,1.5,40.667266845703125,inf,1.9820676e+25,56943,2.2657898e+24,-9.66632,-1.8460181,-11.842258,-2.974019,999,388.09476
29.91405,6.8091063,-1.8091062,999.0,58,-1.0,64,,1822804.6,,-14.949532,2.974019,58,-10.0,-26.337011,7.552997e-18,0.14999999,5.560479e-07,,1.5,41.443840980529785,inf,2.015363e+25,57942,2.265535e+24,-9.683712,-1.8334098,-6.9188237,-2.974019,999,394.92816
34.23079,6.8370166,-1.8370167,999.0,59,-1.0,64,,5.343249e+21,,-59.33958,3.455834,59,-10.0,-26.900791,7.683215e-18,0.14999999,5.373585e-07,,1.5,42.231767654418945,inf,2.0486002e+25,58941,2.2653647e+24,-9.700806,-3.455834,-9.110198,-3.455834,999,403.38397
34.23079,6.834454,-1.8344542,999.0,60,-1.0,64,,1.8204579e+25,,-59.356384,3.455834,60,-10.0,-27.446264,7.813442e-18,0.14999999,5.1959586e-07,,1.5,42.9281439781189,inf,2.0817978e+25,59940,2.5685174e+24,-9.717613,-1.68326,-13.093061,-3.455834,999,410.06726
34.23079,6.8357525,-1.8357527,999.0,61,-1.0,64,,1.6340467e+25,,-59.372917,3.455834,61,-10.0,-27.974329,7.943665e-18,0.14999999,5.026995e-07,,1.5,43.61985421180725,inf,2.1149443e+25,60939,2.8361367e+24,-9.734142,-1.9136662,-12.277803,-3.455834,999,416.98093
34.23079,6.838813,-1.8388131,999.0,62,-1.0,64,,21289067000000.0,,-31.432158,3.455834,62,-10.0,-28.03489,8.0739015e-18,0.14999999,4.8661417e-07,,1.5,44.295130491256714,inf,2.1480452e+25,61938,2.8358745e+24,-9.750403,-2.0254924,-12.660502,-3.455834,999,424.0064
34.23079,6.853118,-1.8531181,999.0,63,-1.0,64,,3.5138055e+17,,-42.768738,3.455834,63,-10.0,-28.273397,8.204113e-18,0.14999999,4.7128867e-07,,1.5,45.01009941101074,inf,2.1810978e+25,62937,2.835624e+24,-9.766403,-2.7400286,-10.729249,-3.455834,999,431.74643
34.23079,6.852791,-1.8527906,999.0,64,-1.0,64,,0.44984183,,0.43507108,3.455834,64,-10.0,-27.829319,8.334326e-18,0.14999999,4.56676e-07,,1.5,45.70563101768494,inf,2.2140935e+25,63936,2.835364e+24,-9.782152,-1.8321661,-14.623752,-3.455834,999,438.5786
34.23079,6.854887,-1.854887,999.0,65,-1.0,81,,2.5485506e+24,,-59.436428,3.455834,65,-10.0,-28.319933,8.464572e-18,0.14999999,3.5094652e-07,,1.5,46.441572189331055,inf,2.247048e+25,64935,2.874314e+24,-9.797656,-1.9890593,-8.412205,-3.455834,999,445.56766
34.23079,6.850703,-1.8507029,999.0,66,-1.0,81,,9.369627e+24,,-59.4517,3.455834,66,-10.0,-28.79608,8.594787e-18,0.14999999,3.4039232e-07,,1.5,51.827396392822266,inf,2.279954e+25,65934,3.0160288e+24,-9.812923,-1.5787345,-8.841852,-3.455834,999,452.1464
34.23079,6.8506656,-1.8506656,999.0,67,-1.0,81,,1.6948672e+25,,-59.466736,3.455834,67,-10.0,-29.2584,8.7250085e-18,0.14999999,3.3030722e-07,,1.5,52.6054151058197,inf,2.312812e+25,66933,3.268739e+24,-9.827961,-1.8481916,-9.439437,-3.455834,999,458.9946
34.23079,6.85665,-1.85665,999.0,68,-1.0,81,,1.4101418e+25,,-59.14817,3.455834,68,-10.0,-29.70259,8.855243e-18,0.14999999,3.206637e-07,,1.5,53.39320373535156,inf,2.3456248e+25,67932,3.4758528e+24,-9.842776,-2.2576017,-11.085146,-3.455834,999,466.2522
34.23079,6.8492975,-1.8492978,999.0,69,-1.0,81,,0.51764095,,-0.48137993,3.455834,69,-10.0,-29.283749,8.985467e-18,0.14999999,3.1143645e-07,,1.5,54.12518000602722,inf,2.3783858e+25,68931,3.4747253e+24,-9.857375,-1.3493524,-12.433024,-3.455834,999,472.60156
34.23079,6.846576,-1.8465761,999.0,70,-1.0,81,,2.4461764e+20,,-47.877815,3.455834,70,-10.0,-29.553896,9.115694e-18,0.14999999,3.0260182e-07,,1.5,54.877885580062866,inf,2.4110985e+25,69930,3.4736095e+24,-9.871764,-1.6587883,-10.372452,-3.455834,999,479.2603
34.23079,6.852635,-1.8526349,999.0,71,-1.0,81,,24151.691,,-10.897504,3.455834,71,-10.0,-29.29552,9.245904e-18,0.14999999,2.9413786e-07,,1.5,55.617536544799805,inf,2.443767e+25,70929,3.4725004e+24,-9.885948,-2.2767556,-14.091441,-3.455834,999,486.53708
34.23079,6.8691936,-1.8691936,999.0,72,-1.0,81,,5.931887e+23,,-59.538708,3.455834,72,-10.0,-29.719835,9.376113e-18,0.14999999,2.8602412e-07,,1.5,56.34583806991577,inf,2.4763868e+25,71928,3.4796344e+24,-9.899935,-3.044843,-10.937777,-3.455834,999,494.58194
34.23079,6.862681,-1.8626809,999.0,73,-1.0,81,,0.13223621,,1.0160389,3.455834,73,-10.0,-29.303135,9.5063426e-18,0.14999999,2.7824152e-07,,1.5,56.98776817321777,inf,2.5089539e+25,72927,3.4785383e+24,-9.913728,-1.3937728,-11.741573,-3.455834,999,500.9757
34.23079,6.8634267,-1.8634268,999.0,74,-1.0,81,,10299.229,,-9.709437,3.455834,74,-10.0,-29.04258,9.63658e-18,0.14999999,2.707723e-07,,1.5,57.687339544296265,inf,2.541484e+25,73926,3.4774493e+24,-9.927334,-1.9178946,-8.622074,-3.455834,999,507.8936
34.23079,6.8599906,-1.8599906,999.0,75,-1.0,81,,1.3670587e+25,,-59.57953,3.455834,75,-10.0,-29.453848,9.766813e-18,0.14999999,2.6359982e-07,,1.5,58.39671444892883,inf,2.5739644e+25,74925,3.6586376e+24,-9.940757,-1.6057116,-12.1943245,-3.455834,999,514.49927
34.23079,6.863239,-1.8632387,999.0,76,-1.0,81,,120539750000.0,,-26.251574,3.455834,76,-10.0,-29.41589,9.897031e-18,0.14999999,2.5670863e-07,,1.5,59.09504246711731,inf,2.6063926e+25,75924,3.6575677e+24,-9.954002,-2.1068316,-12.027045,-3.455834,999,521.60614
34.23079,6.862053,-1.8620527,999.0,77,-1.0,81,,4743715300.0,,-22.894144,3.455834,77,-10.0,-29.335258,1.0027264e-17,0.14999999,2.5008418e-07,,1.5,59.80049920082092,inf,2.6387763e+25,76923,3.6564946e+24,-9.967074,-1.7719071,-10.038136,-3.455834,999,528.37805
34.23079,6.8730874,-1.8730875,999.0,78,-1.0,81,,11016828000000.0,,-32.09423,3.455834,78,-10.0,-29.37459,1.0157467e-17,0.14999999,2.4371286e-07,,1.5,60.50643754005432,inf,2.671114e+25,77922,3.6554365e+24,-9.979978,-2.7227833,-11.960632,-3.455834,999,536.1008
34.23079,6.8746796,-1.8746798,999.0,79,-1.0,81,,15153166.0,,-17.0983,3.455834,79,-10.0,-29.223055,1.02877115e-17,0.14999999,2.3758197e-07,,1.5,61.177712202072144,inf,2.7034045e+25,78921,3.6543798e+24,-9.992717,-1.998853,-11.783838,-3.455834,999,543.09973
34.23079,6.8729205,-1.8729206,999.0,80,-1.0,81,,695633.06,,-14.0434475,3.455834,80,-10.0,-29.037073,1.0417918e-17,0.14999999,2.3167952e-07,,1.5,61.83572196960449,inf,2.735647e+25,79920,3.653336e+24,-10.005295,-1.7339567,-10.417744,-3.455834,999,549.8336
34.23079,6.863574,-1.863574,999.0,81,-1.0,81,,1.0381701,,-1.8747885,3.455834,81,-10.0,-28.70541,1.0548122e-17,0.14999999,2.2599437e-07,,1.5,62.48162317276001,inf,2.7678413e+25,80919,3.652292e+24,-10.017717,-1.1158572,-11.698699,-3.455834,999,555.94946
34.23079,6.857154,-1.8571538,999.0,82,-1.0,100,,3723400.5,,-16.464333,3.455834,82,-10.0,-28.559704,1.0678365e-17,0.14999999,1.7903274e-07,,1.5,63.201167821884155,inf,2.799987e+25,81918,3.6512618e+24,-10.029988,-1.3371038,-10.458253,-3.455834,999,562.2866
34.23079,6.8600636,-1.8600634,999.0,83,-1.0,100,,332.11963,,-6.327042,3.455834,83,-10.0,-28.295334,1.0808609e-17,0.14999999,1.7474466e-07,,1.5,69.34128284454346,inf,2.8337273e+25,82917,3.6502308e+24,-10.0421095,-2.0986624,-8.390717,-3.455834,999,569.38525
34.23079,6.8620143,-1.8620142,999.0,84,-1.0,100,,1.1917969e+25,,-59.69286,3.455834,84,-10.0,-28.672523,1.0938812e-17,0.14999999,1.7060884e-07,,1.5,70.0292010307312,inf,2.8678632e+25,83916,3.791095e+24,-10.054086,-2.0239282,-9.637862,-3.455834,999,576.4092
34.23079,6.8577323,-1.8577324,999.0,85,-1.0,100,,34402730000000.0,,-32.22252,3.455834,85,-10.0,-28.717756,1.1069022e-17,0.14999999,1.6661815e-07,,1.5,70.69008660316467,inf,2.9020007e+25,84915,3.790078e+24,-10.06592,-1.4980651,-11.577518,-3.455834,999,582.9072
34.23079,6.8555,-1.8555003,999.0,86,-1.0,100,,1042.3391,,-7.499415,3.455834,86,-10.0,-28.474417,1.1199244e-17,0.14999999,1.6276583e-07,,1.5,71.45122981071472,inf,2.9361415e+25,85914,3.7890708e+24,-10.077616,-1.6657741,-13.362051,-3.455834,999,589.573
