MinEpLen,IWMin,IWMean,MountainCar_mu0_higher,ReturnLastEpisode,ReturnStepMax,Bound,Regret/t,Iteration,TimestepsSoFar,NumTrajectories,Regret,IWFirstEpisode,GridSize,DenMISELogLast,TimeElapsed,ActionIn1,AvgEpLen,Delta,DenMISELogFirst,MountainCar_std0_higher,IWLastEpisode,MountainCar_std1_higher,ReturnMax,IWMax,ReturnMin,DenMISEMeanLog,ReturnMean,ReturnAbsMax,MountainCar_mu1_higher,NumTrainableParams
999,,8.857027e+23,-1.0,-1.6151892,25.834408,inf,6.9189687,19,18981,19,131.4604,2.1154786e-11,25,1.3294928,10.845214128494263,-11.443892,999.0,1.2953912e-05,-8.137179,0.14999999,0.15800709,1.5,,4.931028e+24,-2.5696642,-25.351538,-1.9189686,2.5696642,-10.0,
999,,8.8132815e+23,-1.0,-2.3376737,25.834408,inf,6.939904,20,19980,20,138.79808,2.2268177e-11,25,-0.5616586,11.347495555877686,-10.675747,999.0,1.1690906e-05,-8.188473,0.14999999,0.77202094,1.5,,5.190551e+24,-2.5696642,-24.127392,-1.939904,2.5696642,-10.0,
999,,8.771142e+23,-1.0,-0.84238446,25.834408,inf,6.887641,21,20979,21,144.64047,2.3381581e-11,25,-1.0835418,11.877548217773438,-9.926014,999.0,1.0603995e-05,-8.237263,0.14999999,0.10883781,1.5,,5.450078e+24,-2.5696642,-23.0439,-1.8876412,2.5696642,-10.0,
999,,8.730522e+23,-1.0,-2.026917,25.834408,inf,6.893972,22,21978,22,151.66739,2.4494995e-11,25,-26.075445,12.386180639266968,-9.367619,999.0,9.661905e-06,-8.283783,0.14999999,107452050000.0,1.5,,5.709606e+24,-2.5696642,-23.194227,-1.8939719,2.5696642,-10.0,
999,,8.691347e+23,-1.0,-1.2288883,25.834408,inf,6.865055,23,22977,23,157.89627,2.5608427e-11,25,-43.62138,12.86288833618164,-10.299695,999.0,8.840006e-06,-8.328235,0.14999999,1.3934265e+18,1.5,,5.969139e+24,-2.5696642,-24.093771,-1.8650552,2.5696642,-10.0,
999,,8.653527e+23,-1.0,-2.1750388,25.834408,inf,6.877971,24,23976,24,165.0713,2.672181e-11,25,-12.290469,13.378472805023193,-9.077817,999.0,8.118685e-06,-8.370794,0.14999999,110097.68,1.5,,6.2286734e+24,-2.5696642,-23.612387,-1.8779712,2.5696642,-10.0,
999,,1.1318528e+24,-1.0,-2.075338,25.834408,inf,6.8858657,25,24975,25,172.14664,2.7835248e-11,25,-58.48092,13.90583324432373,-10.110823,999.0,7.4821796e-06,-8.411616,0.14999999,6.75384e+24,1.5,,6.75384e+24,-2.5696642,-25.016687,-1.8858658,2.5696642,-10.0,
999,,1.1283206e+24,-1.0,-1.7345244,25.834408,inf,6.880045,26,25974,26,178.88116,2.8948604e-11,36,-14.004498,14.434057474136353,-12.964651,999.0,4.861083e-06,-8.450837,0.14999999,698523.56,1.5,,7.0239806e+24,-2.5696642,-24.603512,-1.8800449,2.5696642,-10.0,
999,,1.3701119e+24,-1.0,-2.2298503,25.834408,inf,6.8930006,27,26973,27,186.11102,3.0062022e-11,36,-58.55788,15.578856945037842,-11.130139,999.0,4.507671e-06,-8.488577,0.14999999,6.620481e+24,1.5,,7.2941504e+24,-2.5696642,-25.870659,-1.8930007,2.5696642,-10.0,
999,,1.366806e+24,-1.0,-1.4458579,25.834408,inf,6.8770313,28,27972,28,192.55688,3.1175423e-11,36,-0.19645643,16.106058597564697,-8.398048,999.0,4.191444e-06,-8.524945,0.14999999,0.53675437,1.5,,7.564288e+24,-2.5696642,-24.963945,-1.8770313,2.5696642,-10.0,
999,,1.5228908e+24,-1.0,-1.7817719,25.834408,inf,6.8737464,29,28971,29,199.33865,3.2288835e-11,36,-58.629337,16.679984092712402,-9.926611,999.0,3.9073634e-06,-8.560037,0.14999999,4.6191789e+24,1.5,,7.8344423e+24,-2.5696642,-26.13432,-1.8737465,2.5696642,-10.0,
999,,1.5197934e+24,-1.0,-1.8667463,25.834408,inf,6.873513,30,29970,30,206.2054,3.3402232e-11,36,-23.566837,17.31992220878601,-10.806455,999.0,3.6512142e-06,-8.593938,0.14999999,9415238000.0,1.5,,8.1045926e+24,-2.5696642,-26.058756,-1.8735133,2.5696642,-10.0,
999,,1.5167946e+24,-1.0,-1.9800817,25.834408,inf,6.8769507,31,30969,31,213.18549,3.4515685e-11,36,0.7151784,17.853991746902466,-10.953077,999.0,3.419451e-06,-8.626728,0.14999999,0.3318175,1.5,,8.3747567e+24,-2.5696642,-25.204441,-1.8769509,2.5696642,-10.0,
999,,1.5138862e+24,-1.0,-1.269474,25.834408,inf,6.8579674,32,31968,32,219.45496,3.5629062e-11,36,0.5225192,18.391719579696655,-10.15752,999.0,3.2090745e-06,-8.658476,0.14999999,0.17229539,1.5,,8.644919e+24,-2.5696642,-24.40923,-1.8579673,2.5696642,-10.0,
999,,1.5110611e+24,-1.0,-1.6551287,25.834408,inf,6.8518205,33,32967,33,226.11008,3.6742456e-11,36,-11.467767,18.91641068458557,-12.66958,999.0,3.017532e-06,-8.689248,0.14999999,53218.133,1.5,,8.915052e+24,-2.5696642,-24.025278,-1.8518206,2.5696642,-10.0,
999,,1.6116175e+24,-1.0,-1.2343081,25.834408,inf,6.833658,34,33966,34,232.34439,3.78559e-11,36,-58.788403,19.461307525634766,-9.761481,999.0,2.8426405e-06,-8.719101,0.14999999,3.5119822e+24,1.5,,9.185213e+24,-2.5696642,-25.055445,-1.8336585,2.5696642,-10.0,
999,,1.6089593e+24,-1.0,-1.781392,25.834408,inf,6.8321652,35,34965,35,239.12578,3.896932e-11,36,-30.586678,20.111652374267578,-10.90095,999.0,2.6825242e-06,-8.748089,0.14999999,9635385000000.0,1.5,,9.45537e+24,-2.5696642,-25.2216,-1.8321651,2.5696642,-10.0,
999,,1.6063782e+24,-1.0,-2.0822773,25.834408,inf,6.8391128,36,35964,36,246.20805,4.0082757e-11,36,1.1989917,20.656916618347168,-11.537681,999.0,2.5355653e-06,-8.776259,0.14999999,0.1908919,1.5,,9.725529e+24,-2.5696642,-24.495358,-1.8391126,2.5696642,-10.0,
999,,1.6038663e+24,-1.0,-2.428155,25.834408,inf,6.855033,37,36963,37,253.63622,4.1196088e-11,49,-1.6979092,21.23864459991455,-13.25039,999.0,1.7762662e-06,-8.8036585,0.14999999,1.9399695,1.5,,9.995665e+24,-2.5696642,-23.886448,-1.8550328,2.5696642,-10.0,
999,,1.7576483e+24,-1.0,-2.3618922,25.834408,inf,6.868371,38,37962,38,260.9981,4.230951e-11,49,-58.899628,23.074138164520264,-12.040315,999.0,1.6840087e-06,-8.830327,0.14999999,5.936372e+24,1.5,,1.0265821e+25,-2.5696642,-24.814695,-1.8683712,2.5696642,-10.0,
999,,1.7552789e+24,-1.0,-2.3338733,25.834408,inf,6.880307,39,38961,39,268.33197,4.342295e-11,49,-16.280916,23.68324899673462,-11.004662,999.0,1.5987564e-06,-8.856302,0.14999999,4311088.5,1.5,,1.0536002e+25,-2.5696642,-24.603056,-1.8803071,2.5696642,-10.0,
999,,1.7529679e+24,-1.0,-2.3588862,25.834408,inf,6.8922715,40,39960,40,275.69086,4.4536288e-11,49,0.9319661,24.314783811569214,-10.394383,999.0,1.5198176e-06,-8.881619,0.14999999,0.16561377,1.5,,1.0806118e+25,-2.5696642,-23.97149,-1.8922716,2.5696642,-10.0,
999,,1.7507223e+24,-1.0,-1.7871512,25.834408,inf,6.8897076,41,40959,41,282.47803,4.564978e-11,49,-5.5387564,25.025742530822754,-10.326665,999.0,1.4465845e-06,-8.906313,0.14999999,164.42862,1.5,,1.107627e+25,-2.5696642,-23.528383,-1.8897076,2.5696642,-10.0,
999,,1.748536e+24,-1.0,-1.1748614,25.834408,inf,6.8726873,42,41958,42,288.6529,4.6763184e-11,49,-3.548467,25.61710262298584,-9.223459,999.0,1.3785193e-06,-8.93041,0.14999999,6.778059,1.5,,1.1346422e+25,-2.5696642,-23.058826,-1.8726876,2.5696642,-10.0,
999,,2.0964141e+24,-1.0,-1.7664733,25.834408,inf,6.8702173,43,42957,43,295.41934,4.7876612e-11,49,-59.021587,26.299203395843506,-9.822995,999.0,1.3151479e-06,-8.95394,0.14999999,1.5050157e+25,1.5,,1.5050157e+25,-2.5696642,-23.901037,-1.8702174,2.5696642,-10.0,
999,,2.0943233e+24,-1.0,-1.7655303,25.834408,inf,6.867838,44,43956,44,302.18488,4.898992e-11,49,-27.127094,26.993315935134888,-11.1308365,999.0,1.2560477e-06,-8.97693,0.14999999,311575250000.0,1.5,,1.539954e+25,-2.5696642,-23.980482,-1.867838,2.5696642,-10.0,
999,,2.0922918e+24,-1.0,-1.9326544,25.834408,inf,6.869279,45,44955,45,309.11755,5.0103397e-11,49,1.6613779,27.700034141540527,-12.472736,999.0,1.2008437e-06,-8.999403,0.14999999,0.13247676,1.5,,1.5748922e+25,-2.5696642,-23.416515,-1.8692787,2.5696642,-10.0,
999,,2.0903052e+24,-1.0,-2.5182586,25.834408,inf,6.8833866,46,45954,46,316.6358,5.121678e-11,49,-34.82283,28.420770168304443,-10.594964,999.0,1.1492007e-06,-9.021381,0.14999999,263504980000000.0,1.5,,1.6098244e+25,-2.5696642,-23.67007,-1.8833869,2.5696642,-10.0,
999,,2.088371e+24,-1.0,-1.379389,25.834408,inf,6.8726635,47,46953,47,323.0152,5.2330244e-11,49,0.051521745,29.13610601425171,-11.330621,999.0,1.1008185e-06,-9.042888,0.14999999,0.36058527,1.5,,1.6447533e+25,-2.5696642,-23.170706,-1.8726635,2.5696642,-10.0,
999,,2.0864834e+24,-1.0,-2.2723112,25.834408,inf,6.8809896,48,47952,48,330.28748,5.3443645e-11,49,0.65007955,29.84339165687561,-9.495524,999.0,1.055429e-06,-9.063941,0.14999999,0.2578711,1.5,,1.6796837e+25,-2.5696642,-22.679564,-1.8809894,2.5696642,-10.0,
999,,2.0846395e+24,-1.0,-1.6430694,25.834408,inf,6.876134,49,48951,49,336.93057,5.455701e-11,49,-43.282383,30.5376455783844,-9.777114,999.0,1.0127897e-06,-9.08456,0.14999999,2.4490778e+18,1.5,,1.7146103e+25,-2.5696642,-23.104939,-1.8761339,2.5696642,-10.0,
999,,2.0828403e+24,-1.0,-1.1828569,25.834408,inf,6.8622684,50,49950,50,343.1134,5.5670416e-11,64,-20.954954,31.223146677017212,-13.156581,999.0,7.48218e-07,-9.104763,0.14999999,208966060.0,1.5,,1.7495356e+25,-2.5696642,-23.06665,-1.8622683,2.5696642,-10.0,
999,,2.1773293e+24,-1.0,-2.6559846,26.49855,inf,6.8778315,51,50949,51,350.7694,5.6783793e-11,64,-59.193867,34.63506579399109,-12.772734,999.0,7.1916367e-07,-9.124566,0.14999999,4.908545e+24,1.5,,1.7844572e+25,-2.6559846,-23.77955,-1.8778316,2.6559846,-10.0,
999,,2.3803795e+24,-1.0,-1.4649407,26.49855,inf,6.869891,52,51948,52,357.23434,5.7897236e-11,64,-59.213287,35.4179949760437,-10.935632,999.0,6.9176957e-07,-9.143984,0.14999999,1.0647638e+25,1.5,,1.8193748e+25,-2.6559846,-24.465696,-1.8698913,2.6559846,-10.0,
999,,2.3786999e+24,-1.0,-1.554618,26.49855,inf,6.8639426,53,52947,53,363.78897,5.901067e-11,64,1.6811283,36.227195739746094,-14.919636,999.0,6.6591133e-07,-9.163033,0.14999999,0.10496794,1.5,,1.8542894e+25,-2.6559846,-23.977272,-1.8639427,2.6559846,-10.0,
999,,2.3909211e+24,-1.0,-2.508536,26.49855,inf,6.87588,54,53946,54,371.2975,6.012408e-11,64,-59.251026,37.03786516189575,-13.524447,999.0,6.414763e-07,-9.181725,0.14999999,7.4849184e+23,1.5,,1.8891965e+25,-2.6559846,-24.635218,-1.8758796,2.6559846,-10.0,
999,,2.5583051e+24,-1.0,-2.0715513,26.49855,inf,6.8794374,55,54945,55,378.36905,6.123746e-11,64,-59.269375,37.88921284675598,-8.3819,999.0,6.18362e-07,-9.200073,0.14999999,9.294265e+24,1.5,,1.9241075e+25,-2.6559846,-25.269825,-1.8794372,2.6559846,-10.0,
999,,2.7118873e+24,-1.0,-1.8602008,26.49855,inf,6.8790936,56,55944,56,385.22925,6.235088e-11,64,-59.287395,38.67522192001343,-9.752971,999.0,5.964747e-07,-9.218092,0.14999999,8.688128e+24,1.5,,1.959013e+25,-2.6559846,-25.882324,-1.8790938,2.6559846,-10.0,
999,,2.7103496e+24,-1.0,-2.0249221,26.49855,inf,6.8816524,57,56943,57,392.25418,6.346433e-11,64,-34.71869,39.502004623413086,-10.091196,999.0,5.757294e-07,-9.235792,0.14999999,569680700000000.0,1.5,,1.9939208e+25,-2.6559846,-26.04253,-1.8816524,2.6559846,-10.0,
999,,2.7088565e+24,-1.0,-2.1059895,26.49855,inf,6.88552,58,57942,58,399.36017,6.4577704e-11,64,-19.461845,40.262122631073,-11.465925,999.0,5.560479e-07,-9.253183,0.14999999,145210850.0,1.5,,2.0288232e+25,-2.6559846,-25.93407,-1.8855201,2.6559846,-10.0,
999,,2.707387e+24,-1.0,-1.6009817,26.49855,inf,6.8806973,59,58941,59,405.96115,6.569119e-11,64,-5.326715,41.022947549819946,-12.010906,999.0,5.373585e-07,-9.270278,0.14999999,109.798416,1.5,,2.0637147e+25,-2.6559846,-25.589622,-1.8806975,2.6559846,-10.0,
999,,2.705953e+24,-1.0,-2.4118104,26.49855,inf,6.8895493,60,59940,60,413.37296,6.68045e-11,64,-14.425253,41.86178946495056,-10.807625,999.0,5.1959586e-07,-9.287085,0.14999999,586406.7,1.5,,2.098614e+25,-2.6559846,-25.408215,-1.8895493,2.6559846,-10.0,
999,,2.7045472e+24,-1.0,-1.6002084,26.49855,inf,6.884806,61,60939,61,419.97318,6.791802e-11,64,1.523967,42.500736951828,-12.584228,999.0,5.026995e-07,-9.303615,0.14999999,0.13043845,1.5,,2.133509e+25,-2.6559846,-24.971216,-1.884806,2.6559846,-10.0,
999,,2.7032023e+24,-1.0,-2.0302446,26.49855,inf,6.8871517,62,61938,62,427.00342,6.9031274e-11,64,-50.118313,43.187437534332275,-8.508582,999.0,4.8661417e-07,-9.319875,0.14999999,2.296867e+21,1.5,,2.1683968e+25,-2.6559846,-25.381178,-1.8871518,2.6559846,-10.0,
999,,2.8780622e+24,-1.0,-1.71261,26.49855,inf,6.8843813,63,62937,63,433.716,7.014484e-11,64,-59.405178,43.823758602142334,-12.047432,999.0,4.7128867e-07,-9.3358755,0.14999999,1.1100889e+25,1.5,,2.2032835e+25,-2.6559846,-25.925467,-1.8843813,2.6559846,-10.0,
999,,2.8767377e+24,-1.0,-1.6472703,26.49855,inf,6.8806763,64,63936,64,440.36328,7.125816e-11,64,-25.986973,44.5022656917572,-12.28331,999.0,4.56676e-07,-9.351624,0.14999999,92410634000.0,1.5,,2.2381681e+25,-2.6559846,-25.930767,-1.8806765,2.6559846,-10.0,
999,,2.8754398e+24,-1.0,-1.3137475,26.49855,inf,6.8719544,65,64935,65,446.67703,7.237148e-11,81,-46.790234,45.18995547294617,-12.135612,999.0,3.5094652e-07,-9.367127,0.14999999,4.2540615e+19,1.5,,2.2730498e+25,-2.6559846,-26.255888,-1.8719544,2.6559846,-10.0,
999,,2.874177e+24,-1.0,-2.8870535,29.141403,inf,6.887335,66,65934,66,454.5641,7.348495e-11,81,-15.439818,49.965864181518555,-10.408689,999.0,3.4039232e-07,-9.382395,0.14999999,385776.06,1.5,,2.3079293e+25,-2.8870535,-26.096085,-1.8873348,2.8870535,-10.0,
999,,2.872932e+24,-1.0,-1.9430072,29.141403,inf,6.8881655,67,66933,67,461.50708,7.459847e-11,81,-6.4749756,50.75836944580078,-10.116409,999.0,3.3030722e-07,-9.397433,0.14999999,416.6671,1.5,,2.342808e+25,-2.8870535,-25.807186,-1.8881656,2.8870535,-10.0,
999,,2.871705e+24,-1.0,-1.3256265,29.141403,inf,6.879893,68,67932,68,467.8327,7.571169e-11,81,-9.749801,51.57568311691284,-8.914988,999.0,3.206637e-07,-9.412248,0.14999999,5238.2896,1.5,,2.3776783e+25,-2.8870535,-25.574883,-1.879893,2.8870535,-10.0,
999,,3.1154628e+24,-1.0,-2.0623546,29.141403,inf,6.8825374,69,68931,69,474.89508,7.6825095e-11,81,-59.496147,52.40678572654724,-7.451024,999.0,3.1143645e-07,-9.4268465,0.14999999,1.6901799e+25,1.5,,2.4125521e+25,-2.8870535,-26.07022,-1.8825374,2.8870535,-10.0,
999,,3.1568305e+24,-1.0,-1.9064343,29.141403,inf,6.882879,70,69930,70,481.8015,7.793853e-11,81,-59.510536,53.19511270523071,-11.910731,999.0,3.0260182e-07,-9.441236,0.14999999,2.9778982e+24,1.5,,2.4474149e+25,-2.8870535,-26.551765,-1.8828788,2.8870535,-10.0,
999,,3.155685e+24,-1.0,-2.2699716,29.141403,inf,6.888331,71,70929,71,489.07147,7.905211e-11,81,-12.038254,54.06442141532898,-11.906409,999.0,2.9413786e-07,-9.4554205,0.14999999,72552.74,1.5,,2.4822887e+25,-2.8870535,-26.351267,-1.8883308,2.8870535,-10.0,
999,,3.1545512e+24,-1.0,-2.0924456,29.141403,inf,6.8911657,72,71928,72,496.16394,8.0165395e-11,81,-13.583562,54.84408903121948,-12.040258,999.0,2.8602412e-07,-9.469406,0.14999999,426011.3,1.5,,2.5171505e+25,-2.8870535,-26.177746,-1.8911659,2.8870535,-10.0,
999,,3.153443e+24,-1.0,-2.4125574,29.141403,inf,6.8983083,73,72927,73,503.57648,8.127886e-11,81,-15.507821,55.520981788635254,-11.374581,999.0,2.7824152e-07,-9.4832,0.14999999,1699823.5,1.5,,2.5520054e+25,-2.8870535,-26.035286,-1.8983082,2.8870535,-10.0,
999,,3.1523572e+24,-1.0,-2.1837127,29.141403,inf,6.902165,74,73926,74,510.7602,8.239222e-11,81,-0.072903946,56.236531019210815,-11.924782,999.0,2.707723e-07,-9.496805,0.14999999,0.6338707,1.5,,2.5868593e+25,-2.8870535,-25.688047,-1.9021648,2.8870535,-10.0,
999,,3.1512815e+24,-1.0,-2.4668844,29.141403,inf,6.9096947,75,74925,75,518.22705,8.350554e-11,81,-11.020953,56.88532066345215,-10.737549,999.0,2.6359982e-07,-9.510228,0.14999999,18138.168,1.5,,2.6217193e+25,-2.8870535,-25.495989,-1.9096944,2.8870535,-10.0,
999,,3.150239e+24,-1.0,-2.1414645,29.141403,inf,6.912744,76,75924,76,525.3685,8.461906e-11,81,-0.923982,57.493996381759644,-14.048175,999.0,2.5670863e-07,-9.523474,0.14999999,1.4703212,1.5,,2.6565726e+25,-2.8870535,-25.176086,-1.912744,2.8870535,-10.0,
999,,3.1718127e+24,-1.0,-1.275887,29.141403,inf,6.9044733,77,76923,77,531.6444,8.573238e-11,81,-59.605846,58.19213128089905,-9.544501,999.0,2.5008418e-07,-9.536546,0.14999999,1.741119e+24,1.5,,2.6914169e+25,-2.8870535,-25.62655,-1.9044732,2.8870535,-10.0,
999,,3.1708057e+24,-1.0,-1.9616698,29.141403,inf,6.9052067,78,77922,78,538.6061,8.684594e-11,81,-47.00613,58.89582967758179,-9.246506,999.0,2.4371286e-07,-9.549449,0.14999999,1.1062518e+20,1.5,,2.7262607e+25,-2.8870535,-25.90405,-1.9052066,2.8870535,-10.0,
999,,3.2858156e+24,-1.0,-1.5961261,29.141403,inf,6.901294,79,78921,79,545.2023,8.7959195e-11,81,-58.648987,59.59329676628113,-12.668831,999.0,2.3758197e-07,-9.562188,0.14999999,9.164668e+24,1.5,,2.761113e+25,-2.8870535,-26.321863,-1.9012942,2.8870535,-10.0,
999,,3.4396468e+24,-1.0,-1.3039794,29.141403,inf,6.8938274,80,79920,80,551.5062,8.907279e-11,81,-59.64407,60.24058127403259,-12.503333,999.0,2.3167952e-07,-9.574767,0.14999999,1.2458184e+25,1.5,,2.7959522e+25,-2.8870535,-26.741684,-1.8938277,2.8870535,-10.0,
999,,3.4377727e+24,-1.0,-2.4045334,29.141403,inf,6.9001327,81,80919,81,558.91077,9.018603e-11,81,-38.263912,60.93114972114563,-12.303098,999.0,2.2599437e-07,-9.58719,0.14999999,1.0481395e+16,1.5,,2.8307885e+25,-2.8870535,-26.887297,-1.9001325,2.8870535,-10.0,
999,,3.435938e+24,-1.0,-2.3777354,29.141403,inf,6.905957,82,81918,82,566.28845,9.12996e-11,100,-27.614979,61.63814949989319,-11.530447,999.0,1.7903274e-07,-9.59946,0.14999999,292683900000.0,1.5,,2.8656214e+25,-2.8870535,-26.899456,-1.9059571,2.8870535,-10.0,
999,,3.434123e+24,-1.0,-2.4972758,29.141403,inf,6.9130816,83,82917,83,573.78577,9.241282e-11,100,-1.4429815,68.0221529006958,-10.520912,999.0,1.7474466e-07,-9.611581,0.14999999,1.3234389,1.5,,2.9004514e+25,-2.8870535,-26.595957,-1.9130815,2.8870535,-10.0,
999,,3.4323502e+24,-1.0,-2.3490505,29.141403,inf,6.9182715,84,83916,84,581.1348,9.352641e-11,100,-7.13877,68.79977655410767,-11.117906,999.0,1.7060884e-07,-9.623557,0.14999999,516.19434,1.5,,2.9352904e+25,-2.8870535,-26.367447,-1.9182715,2.8870535,-10.0,
999,,3.430595e+24,-1.0,-1.975868,29.141403,inf,6.918949,85,84915,85,588.1107,9.46397e-11,100,1.766868,69.49574756622314,-13.373806,999.0,1.6661815e-07,-9.635391,0.14999999,0.11723809,1.5,,2.9701172e+25,-2.8870535,-26.039505,-1.9189492,2.8870535,-10.0,
999,,3.5783173e+24,-1.0,-1.5573561,29.141403,inf,6.9147444,86,85914,86,594.668,9.575309e-11,100,-59.71639,70.21636128425598,-11.734943,999.0,1.6276583e-07,-9.647088,0.14999999,1.2852423e+25,1.5,,3.004933e+25,-2.8870535,-26.434076,-1.9147445,2.8870535,-10.0,
