AvgEpLen,AvgRet,ReturnMean,MountainCar_std1_higher,NatGradInftyNorm,Iteration,TimestepsSoFar,StepSize,VarJ,J,ActionIn1,NumTrajectories,BatchSize,MountainCar_mu0_higher,ReturnMax,NatGrad2Norm,MinEpLen,MountainCar_std0_higher,MountainCar_mu1_higher
998.9024,-4.825703791169182,-0.49523736525009737,1.5,0.046394628,25,2497256,0.0001,0.0009757313989569136,-0.4825285541328521,-2.892909,2500,100,-0.44153908,-0.00010294598060912095,0.046665918,869,0.14999999,-0.8971503
998.9061538461539,-4.981664263487849,-0.49532003757706583,1.5,0.045298565,26,2597156,0.0001,0.0008546428944054476,-0.49738684575127806,-1.0111549,2600,100,-0.44153443,-0.00010294598060912095,0.0640175,869,0.14999999,-0.8971498
998.8025925925926,-4.14717724234821,-0.4959979716401397,1.5,0.07768293,27,2696767,0.0001,0.0009153603331711401,-0.5136242572800612,-1.7566737,2700,100,-0.4415299,-0.00010294598060912095,0.09335638,710,0.14999999,-0.89715433
998.8096428571429,-5.213178953320852,-0.4969090343857813,1.5,0.05860244,28,2796667,0.0001,0.0010600326492942707,-0.5215077285181065,-1.5452669,2800,100,-0.4415247,-0.00010294598060912095,0.060793683,710,0.14999999,-0.8971466
998.7944827586207,-3.8415582406320237,-0.4964614219402489,1.5,0.036646627,29,2896504,0.0001,0.0007216474238220878,-0.4839282734653393,-1.7609115,2900,100,-0.44151884,-0.00010294598060912095,0.036682405,710,0.14999999,-0.897145
998.8013333333333,-5.045072050560591,-0.496716215183686,1.5,0.1576764,30,2996404,0.0001,0.0007968982496934867,-0.5041052192433634,-0.27263808,3000,100,-0.44151518,-0.00010294598060912095,0.16410287,710,0.14999999,-0.89714515
998.7870967741935,-4.240273870213767,-0.4975134980236611,1.5,0.045839313,31,3096240,0.0001,0.0007051954721396917,-0.5214319832229155,-1.5074178,3100,100,-0.44151062,-0.00010294598060912095,0.052712537,710,0.14999999,-0.89716095
998.79375,-4.7216920857300195,-0.4967333830235905,1.5,0.09430261,32,3196140,0.0001,0.0007152331927388435,-0.47254981802139967,-2.3819003,3200,100,-0.44150603,-0.00010294598060912095,0.100075215,710,0.14999999,-0.8971583
998.8,-5.167973697797756,-0.497354463729445,1.5,0.048909392,33,3296040,0.0001,0.0008157677843947109,-0.5172290463167888,-1.6078392,3300,100,-0.4415027,-0.00010294598060912095,0.06619915,710,0.14999999,-0.89716774
998.8058823529411,-4.5678131338802475,-0.49610876406160004,1.5,0.08997053,34,3395940,0.0001,0.0007899338337656181,-0.45500067502271707,0.60890305,3400,100,-0.4414978,-0.00010294598060912095,0.095661506,710,0.14999999,-0.8971633
998.8114285714286,-5.176348972096514,-0.49676057207871593,1.5,0.056297235,35,3495840,0.0001,0.000982151736205699,-0.5189220446606538,-3.6074572,3500,100,-0.44149455,-7.320535390996652e-05,0.063156955,710,0.14999999,-0.8971543
998.8166666666667,-5.090221153946386,-0.49708736976036333,1.5,0.052762005,36,3595740,0.0001,0.0009583959318592276,-0.5085252886180243,-0.66684854,3600,100,-0.44148892,-7.320535390996652e-05,0.058222402,710,0.14999999,-0.8971514
998.8216216216216,-4.304917979094813,-0.49526053362612193,1.5,0.04831651,37,3695640,0.0001,0.0008049976156248743,-0.4294944327934306,-1.1268662,3700,100,-0.44148365,-7.320535390996652e-05,0.05546412,710,0.14999999,-0.89714897
998.8263157894737,-4.925863754790736,-0.495186175544842,1.5,0.12502149,38,3795540,0.0001,0.00084500729097322,-0.49243492653748455,-3.488134,3800,100,-0.44148093,-7.320535390996652e-05,0.13221535,710,0.14999999,-0.8971538
998.7989743589743,-4.30767976337867,-0.4960753001356961,1.5,0.10410293,39,3895316,0.0001,0.0008264267183080841,-0.529862034588154,-2.525485,3900,100,-0.44147664,-7.320535390996652e-05,0.11636356,710,0.14999999,-0.8971663
998.804,-5.304966994161431,-0.49693976347359897,1.5,0.056385163,40,3995216,0.0001,0.0008583303503537698,-0.5306538336518096,-2.808879,4000,100,-0.44147146,-7.320535390996652e-05,0.07848971,710,0.14999999,-0.8971559
998.7724390243902,-4.213783163930656,-0.4975282815573374,1.5,0.06932102,41,4094967,0.0001,0.0008386493003369902,-0.5210690049068747,-0.6717454,4100,100,-0.441466,-7.320535390996652e-05,0.08549851,710,0.14999999,-0.8971502
998.7778571428571,-4.513932458403666,-0.4964379295279668,1.5,0.1268361,42,4194867,0.0001,0.0006439324583231462,-0.45173349632377124,-0.9581405,4200,100,-0.441461,-7.320535390996652e-05,0.1295417,710,0.14999999,-0.89715713
998.783023255814,-4.4962521543725,-0.4953240494543198,1.5,0.058084484,43,4294767,0.0001,0.0008806363451503969,-0.4485410863611441,-0.9258634,4300,100,-0.44145837,-7.320535390996652e-05,0.06750497,710,0.14999999,-0.89714444
998.7879545454546,-5.1867255350658175,-0.4958668298087049,1.5,0.23847029,44,4394667,0.0001,0.0012084693564205153,-0.5192063850472669,-0.7614256,4400,100,-0.44145495,-7.320535390996652e-05,0.24684076,710,0.14999999,-0.8971502
998.7926666666667,-4.837765077263296,-0.4955702944053748,1.5,0.052472364,45,4494567,0.0001,0.0007835764167109625,-0.4825227366588539,-3.4304273,4500,100,-0.44144857,-7.320535390996652e-05,0.06487831,710,0.14999999,-0.8971264
998.7971739130435,-4.526585015500371,-0.49465080883894763,1.5,0.15852113,46,4594467,0.0001,0.000825489400540289,-0.45327395834972256,-0.08084002,4600,100,-0.44144475,-7.320535390996652e-05,0.16203627,710,0.14999999,-0.89712113
998.8014893617021,-4.979692528087814,-0.4947245031859607,1.5,0.0425177,47,4694367,0.0001,0.0007858653713140214,-0.4981144431485625,-4.206736,4700,100,-0.4414414,-7.320535390996652e-05,0.044363122,710,0.14999999,-0.8971053
998.7914583333334,-4.128860116481493,-0.495080148756327,1.5,0.13515943,48,4794199,0.0001,0.0007465648187063039,-0.5117954905635431,-4.6034837,4800,100,-0.44143713,-7.320535390996652e-05,0.1425435,710,0.14999999,-0.897104
998.7679591836735,-3.556916803311597,-0.494255148967258,1.5,0.10739756,49,4893963,0.0001,0.0006226166275641651,-0.45465515909194226,-3.2572637,4900,100,-0.4414326,-7.320535390996652e-05,0.11048906,710,0.14999999,-0.8970905
998.7726,-5.1276066287550295,-0.4946139967909368,1.5,0.06859296,50,4993863,0.0001,0.0007151815816497564,-0.5121975401512028,-0.6182044,5000,100,-0.44143,-7.320535390996652e-05,0.08119941,710,0.14999999,-0.8971012
