Iteration,J,TimestepsSoFar,AvgEpLen,BatchSize,ReturnMean,StepSize,NumTrajectories,MountainCar_std1_higher,NatGradInftyNorm,ActionIn1,MountainCar_std0_higher,ReturnMax,MountainCar_mu1_higher,NatGrad2Norm,VarJ,MinEpLen,AvgRet,MountainCar_mu0_higher
17,-0.18431403718558237,1693353,996.09,100,-0.6283204727215298,1.0,1700,1.5,0.02637107,0.8790351,0.14999999,-3.469376370084831e-05,0.31681138,0.0322056,0.00026067810769657076,467,-0.894884134494182,-0.20586234
18,-0.14377041491421808,1793191,996.2172222222222,100,-0.601401025065568,1.0,1800,1.5,0.02311113,0.6774111,0.14999999,-3.469376370084831e-05,0.29832444,0.023634497,0.0002823548029420762,467,-0.4696560414830839,-0.17949128
19,-0.12569179580621018,1892749,996.1836842105263,100,-0.5763636972098123,1.0,1900,1.5,0.04127759,-2.1875823,0.14999999,-1.0613280618305233e-05,0.30327067,0.046681393,0.00024227697140649402,467,0.7018924214885467,-0.15638015
20,-0.08777653773906835,1992524,996.262,100,-0.5519343392362751,1.0,2000,1.5,0.02526861,-0.22673918,0.14999999,-1.0613280618305233e-05,0.26199308,0.028248137,0.0001447862589543922,467,0.10518648928182081,-0.13457847
21,-0.0983237166700797,2092424,996.3923809523809,100,-0.5303338333997897,1.0,2100,1.5,0.011330481,-0.9476933,0.14999999,-1.0613280618305233e-05,0.2872617,0.011394431,0.00014567987784067606,467,-1.0203132226095881,-0.12195094
22,-0.08162798810369264,2192097,996.4077272727272,100,-0.509938113159058,1.0,2200,1.5,0.020974547,-1.4042598,0.14999999,-1.0613280618305233e-05,0.2884672,0.023372028,9.888269620531784e-05,467,0.16300515175362362,-0.11062046
23,-0.10645598134212744,2291858,996.46,100,-0.49239541177571317,1.0,2300,1.5,0.013556023,-0.47973892,0.14999999,-1.0613280618305233e-05,0.30944175,0.016952462,0.0001445487614119612,467,-0.10178748309903574,-0.1003093
24,-0.06410112374234096,2391641,996.5170833333333,100,-0.4745498164409893,1.0,2400,1.5,0.020471686,1.743234,0.14999999,-1.0613280618305233e-05,0.29926234,0.021009743,5.498498793484144e-05,467,0.3281671272872815,-0.08675327
25,-0.06914341861396892,2491498,996.5992,100,-0.4583335605279085,1.0,2500,1.5,0.0059715514,-0.065270156,0.14999999,-1.0613280618305233e-05,0.31973404,0.006567377,5.82696546375787e-05,467,1.2809672169854422,-0.08202893
26,-0.07143407789306988,2591398,996.6915384615385,100,-0.44345281119579927,1.0,2600,1.5,0.024898019,-1.8176992,0.14999999,-1.0613280618305233e-05,0.31700072,0.025900606,6.459198175774668e-05,467,-0.7521657171002759,-0.07605738
27,-0.08201243388602966,2691298,996.7770370370371,100,-0.43006613055469667,1.0,2700,1.5,0.010413634,2.113949,0.14999999,-1.0613280618305233e-05,0.2921027,0.011286321,0.0001099303693701648,467,-0.8445986875697357,-0.06892085
28,-0.05435689720189427,2791111,996.8253571428571,100,-0.41664794364923946,1.0,2800,1.5,0.018640561,-1.8447242,0.14999999,-1.0613280618305233e-05,0.287751,0.018676346,4.9688212397695314e-05,467,0.4196608905932785,-0.05850722
29,-0.05947229088302798,2891011,996.9003448275862,100,-0.404331541829715,1.0,2900,1.5,0.018767143,0.5279068,0.14999999,-1.0613280618305233e-05,0.26911044,0.020106936,5.0797915691464584e-05,467,-0.6078971014853641,-0.057351626
30,-0.057406165330418216,2990843,996.9476666666667,100,-0.3927673626130717,1.0,3000,1.5,0.0038563379,2.0086846,0.14999999,-3.092493737579247e-06,0.2878776,0.0043154694,4.09785640792298e-05,467,0.41347772523648807,-0.050134756
31,-0.056465149246927186,3090601,996.9680645161291,100,-0.38191890411738966,1.0,3100,1.5,0.0064367126,0.040871732,0.14999999,-3.092493737579247e-06,0.2859406,0.0067641777,0.00010500226380809353,467,0.4191611009450466,-0.046278417
32,-0.05422483194492111,3190216,996.9425,100,-0.3716784643619999,1.0,3200,1.5,0.021852896,-0.15184759,0.14999999,0.06204366584152661,0.27950388,0.022121022,6.467348801970479e-05,467,0.43003991063751684,-0.044199277
33,-0.07948281337016164,3290116,997.0048484848485,100,-0.36282405069558066,1.0,3300,1.5,0.026227731,1.340549,0.14999999,0.06204366584152661,0.3013568,0.026290698,0.00011852596357917189,467,-0.8331633265406218,-0.040765543
34,-0.07506054679788964,3389750,996.9852941176471,100,-0.35436041822800146,1.0,3400,1.5,0.0059595956,-1.0566636,0.14999999,0.06204366584152661,0.32758453,0.0061065806,8.514913889414938e-05,467,0.21511469510706602,-0.03894704
35,-0.05860338990641004,3489510,997.0028571428571,100,-0.34591021741881317,1.0,3500,1.5,0.0032065723,2.3425963,0.14999999,0.06204366584152661,0.33354414,0.0039010197,4.8061545849924884e-05,467,0.3919518660419854,-0.040278785
36,-0.07570431853458003,3589410,997.0583333333333,100,-0.3384044980053623,1.0,3600,1.5,0.011802341,2.353408,0.14999999,0.06204366584152661,0.33675072,0.01348178,8.555221976558553e-05,467,-0.7823975047366005,-0.038057107
37,-0.054870678254443785,3688925,997.0067567567568,100,-0.33074142179587795,1.0,3700,1.5,0.015019524,1.2334007,0.14999999,0.14724396348197577,0.32494837,0.015167553,5.005259100155139e-05,467,0.38239052370396615,-0.031540733
38,-0.0662494773060559,3788825,997.0592105263158,100,-0.32378110746719846,1.0,3800,1.5,0.023792936,1.8179748,0.14999999,0.14724396348197577,0.30992883,0.024212768,8.832167938037174e-05,467,-0.6666872116776027,-0.029426834
39,-0.05240892124779159,3888599,997.0766666666667,100,-0.31682284628208546,1.0,3900,1.5,0.018950038,0.5916523,0.14999999,0.14724396348197577,0.33372176,0.018952973,4.950728402858284e-05,467,0.4350131945888894,-0.033916194
40,-0.06843575454109897,3988499,997.12475,100,-0.3106131689885608,1.0,4000,1.5,0.013828876,0.35242927,0.14999999,0.14724396348197577,0.3147717,0.01423067,9.524752871057789e-05,467,-0.7143356182207539,-0.03358259
41,-0.05481705270785032,4088218,997.1263414634146,100,-0.3043742393231776,1.0,4100,1.5,0.0054885643,-0.69019824,0.14999999,0.14724396348197577,0.30094284,0.0057603917,6.233784206466765e-05,467,0.42510032374097795,-0.030224888
42,-0.06779108890061503,4188118,997.1709523809524,100,-0.2987413071702595,1.0,4200,1.5,0.017156128,1.0011683,0.14999999,0.14724396348197577,0.29545426,0.017621553,6.978204553326542e-05,467,-0.6962930527767796,-0.031973537
43,-0.06652929820927621,4288018,997.213488372093,100,-0.293341027892097,1.0,4300,1.5,0.020252472,0.4152174,0.14999999,0.14724396348197577,0.27829814,0.020546874,7.759059644814351e-05,467,-0.676509798590866,-0.027950305
44,-0.05954470522935305,4387918,997.2540909090909,100,-0.2880274751043075,1.0,4400,1.5,0.0025970803,2.8058035,0.14999999,0.14724396348197577,0.2985506,0.003277896,6.342343657778994e-05,467,-0.6222214304927828,-0.024484552
45,-0.05792881618644705,4487818,997.2928888888889,100,-0.2829141715727994,1.0,4500,1.5,0.005326769,1.009949,0.14999999,0.14724396348197577,0.2959535,0.005506235,6.361593439731205e-05,467,-0.6000486789652346,-0.026484497
46,-0.054009709979800376,4587535,997.2902173913044,100,-0.2779379876251255,1.0,4600,1.5,0.02227116,0.205833,0.14999999,0.14724396348197577,0.29734784,0.02230445,5.910589446065171e-05,467,0.4410258724458339,-0.021157729
47,-0.06477161143780227,4687435,997.3265957446808,100,-0.2734025328126293,1.0,4700,1.5,0.0072827083,-2.007011,0.14999999,0.14724396348197577,0.319619,0.0075518503,7.818873990570408e-05,467,-0.6686323904871737,-0.019939609
48,-0.0745370755096248,4787335,997.3614583333333,100,-0.26925950245215,1.0,4800,1.5,0.005598141,-0.091002524,0.14999999,0.14724396348197577,0.3269017,0.0065109567,0.00010583213038811911,467,-0.7767690369104925,-0.021937758
49,-0.06115640913945218,4886784,997.3028571428572,100,-0.2650125005478093,1.0,4900,1.5,0.0022653744,1.5848235,0.14999999,0.37883260661041745,0.32130358,0.002269417,9.296433393334285e-05,467,0.30643721885949976,-0.02526242
50,-0.05000711277088159,4986684,997.3368,100,-0.2607123927922707,1.0,5000,1.5,0.0043871603,-0.7825263,0.14999999,0.37883260661041745,0.32356894,0.0054478208,5.027387734341466e-05,467,-0.5121371694687755,-0.025127022
