NumTrajectories,MinEpLen,ReturnMax,AvgEpLen,MountainCar_mu0_higher,MountainCar_std0_higher,StepSize,MountainCar_mu1_higher,AvgRet,NatGradInftyNorm,TimestepsSoFar,ReturnMean,ActionIn1,BatchSize,MountainCar_std1_higher,NatGrad2Norm,J,VarJ,Iteration
3300,694,0.03657126790589106,998.7015151515152,-0.016381625,0.14999999,1.0,0.6029361,-0.737155924764913,0.008760387,3295715,-0.11612837899481976,1.4964054,100,1.5,0.008794954,-0.07181825427206935,9.69201460623751e-05,33
3400,562,0.3241978853326766,998.4785294117647,-0.01560263,0.14999999,1.0,0.5941757,2.381908311044205,0.04127753,3394827,-0.11430933033081628,-0.33056918,100,1.5,0.04129096,-0.054280724418701826,6.701912417537703e-05,34
3500,562,0.3241978853326766,998.4797142857143,-0.014549609,0.14999999,1.0,0.6354532,0.4220796756007947,0.033094045,3494679,-0.11262226492457808,-0.1331194,100,1.5,0.033094138,-0.05526204111247881,5.9341442671341064e-05,35
3600,562,0.3241978853326766,998.2741666666667,-0.01447061,0.14999999,1.0,0.6685473,2.3995146455697625,0.01349068,3593787,-0.11102258271985561,0.6940639,100,1.5,0.014030352,-0.05503370555456985,5.4796978074761334e-05,36
3700,562,0.3241978853326766,998.2937837837837,-0.018324485,0.14999999,1.0,0.68203795,-0.6345290623660452,0.020462658,3693687,-0.10957839702944475,1.9771167,100,1.5,0.02051877,-0.05758771217465339,5.140271789968383e-05,37
3800,562,0.3241978853326766,998.3123684210526,-0.019840917,0.14999999,1.0,0.6615753,-0.6169604818661268,0.01255367,3793587,-0.10820854594531831,1.6467037,100,1.5,0.01332616,-0.057524055832640475,4.5765231956546276e-05,38
3900,562,0.3241978853326766,998.3171794871795,-0.015369685,0.14999999,1.0,0.6490216,0.3531622404079164,0.0072520133,3893437,-0.10701046888510259,1.9450362,100,1.5,0.009677257,-0.06148354059690472,9.279382765497524e-05,39
4000,562,0.3241978853326766,998.33425,-0.008962065,0.14999999,1.0,0.65627366,-0.5978840790031184,0.0070745437,3993337,-0.10575156589136446,0.7855357,100,1.5,0.007087251,-0.05665434913557804,5.054722547696386e-05,40
4100,562,0.3241978853326766,998.3504878048781,-0.008537851,0.14999999,1.0,0.6633482,-0.7170236860078276,0.021013519,4093237,-0.10477368132708584,0.39021993,100,1.5,0.021072837,-0.06565829875594029,9.62073922920193e-05,41
4200,562,0.3241978853326766,998.2995238095239,-0.0069578337,0.14999999,1.0,0.6843617,0.4548616807090631,0.0054192143,4192858,-0.10346738389948294,-0.2570603,100,1.5,0.005425269,-0.04990918936776504,4.652179546826396e-05,42
4300,562,0.3241978853326766,998.3158139534884,-0.007214072,0.14999999,1.0,0.6789425,-0.6911014406401526,0.0417993,4292758,-0.10246378032021901,-2.1525471,100,1.5,0.04193934,-0.06031242999113318,7.540102544895609e-05,43
4400,562,0.3241978853326766,998.2095454545455,-0.010638546,0.14999999,1.0,0.6371432,1.2295569124281256,0.027939593,4392122,-0.10172484069967752,0.51347494,100,1.5,0.02802211,-0.06995043701639336,0.00010834916613582317,44
4500,562,0.3241978853326766,998.2271111111111,-0.012787446,0.14999999,1.0,0.6092036,-0.7300545230816392,0.01988954,4492022,-0.1010137173895835,-1.43641,100,1.5,0.019944098,-0.06972429174544655,9.594761109314804e-05,45
4600,562,0.3241978853326766,998.2086956521739,-0.014261651,0.14999999,1.0,0.6290931,0.49128521916519496,0.020526815,4591760,-0.09982826923513072,0.8821909,100,1.5,0.020527143,-0.04648310228475567,7.039571044944654e-05,46
4700,562,0.3241978853326766,998.1357446808511,-0.01414574,0.14999999,1.0,0.6085663,0.30466293099469,0.021375127,4691238,-0.09903028633410392,-1.5272417,100,1.5,0.021387808,-0.062323072886870896,7.469276368806898e-05,47
4800,562,0.3241978853326766,998.15375,-0.013409326,0.14999999,1.0,0.6299414,-0.5770209876033252,0.0014197769,4791138,-0.09810590763810718,1.798981,100,1.5,0.0015058798,-0.05466010892626068,7.683591759250341e-05,48
4900,562,0.3258840795715629,998.0273469387755,-0.011989549,0.14999999,1.0,0.6294395,3.1464566997674206,0.00841554,4890334,-0.09767334206774116,-1.3409033,100,1.5,0.008447455,-0.07691019469017192,0.00017087984932716868,49
5000,562,0.3258840795715629,998.0468,-0.011255941,0.14999999,1.0,0.637855,-0.675896724620231,0.0063043716,4990234,-0.09696846043149474,-2.9065208,100,1.5,0.0076441835,-0.06242926025542059,7.639537070138383e-05,50
