ReturnMax,BatchSize,MountainCar_std1_higher,StepSize,MinEpLen,J,NumTrajectories,VarJ,ActionIn1,MountainCar_std0_higher,AvgRet,Iteration,MountainCar_mu1_higher,MountainCar_mu0_higher,NatGrad2Norm,ReturnMean,AvgEpLen,TimestepsSoFar,NatGradInftyNorm
0.18088215617372283,100,1.5,0.01,409,-1.2833005640323538,1900,0.0016299420640487577,1.185303,0.14999999,-4.912085985542456,19,0.606028,-0.78047425,0.24596266,-1.3191673037621627,989.061052631579,1879216,0.23943558
0.18088215617372283,100,1.5,0.01,409,-1.3401345133426361,2000,0.0019322955286596153,-0.6738094,0.14999999,-5.626397945435363,20,0.60363364,-0.7799114,0.09005611,-1.3202156642411864,988.966,1977932,0.08911821
0.18088215617372283,100,1.5,0.01,409,-1.2512413235165862,2100,0.0017750849930371416,0.47313106,0.14999999,-8.646446285322268,21,0.6037633,-0.7790202,0.08746472,-1.316931171825729,989.0709523809523,2077049,0.072100796
0.18088215617372283,100,1.5,0.01,409,-1.2987461008619567,2200,0.0020297172229483957,-0.35306236,0.14999999,-13.064947423753281,22,0.6044843,-0.77852505,0.3351362,-1.3161045776910123,989.5222727272727,2176949,0.32601312
0.18088215617372283,100,1.5,0.01,409,-1.276630635587841,2300,0.0021204844859848845,3.3494625,0.14999999,-4.975802252272711,23,0.60774446,-0.7777484,0.14760488,-1.3143883193387005,988.9908695652174,2274679,0.12955944
0.18088215617372283,100,1.5,0.01,409,-1.2617968791564433,2400,0.0019354022893567939,-0.33731034,0.14999999,-6.663196332083962,24,0.6064489,-0.7770412,0.13182425,-1.3121970093311064,988.7691666666667,2373046,0.11773817
0.18088215617372283,100,1.5,0.01,409,-1.2753755753070548,2500,0.0015739588629988099,1.3194962,0.14999999,-10.752630212083226,25,0.6052715,-0.7764483,0.37548813,-1.3107241519701442,988.9404,2472351,0.37117895
0.18088215617372283,100,1.5,0.01,409,-1.2904294139696955,2600,0.0020940753972688835,-1.727241,0.14999999,-7.081854363088715,26,0.6089833,-0.77588105,0.29426903,-1.3099435851239734,988.8765384615384,2571079,0.2839537
0.18088215617372283,100,1.5,0.01,409,-1.2439603677944142,2700,0.0019307420415049248,-0.76621085,0.14999999,-10.516136037804374,27,0.6061437,-0.77510875,0.06917842,-1.3074997622599154,989.0596296296296,2670461,0.054371286
0.18088215617372283,100,1.5,0.01,409,-1.2786810161514248,2800,0.0021184509198475263,-0.47796997,0.14999999,-9.891364101962616,28,0.60657144,-0.77456504,0.19178277,-1.3064705213274694,989.1696428571429,2769675,0.17564772
0.18088215617372283,100,1.5,0.01,409,-1.2841098865211618,2900,0.001751236973932547,-0.6048975,0.14999999,-6.982493880206813,29,0.60481495,-0.77379507,0.09243527,-1.305699464954838,989.0848275862069,2868346,0.065947
0.18088215617372283,100,1.5,0.01,409,-1.2380794416661731,3000,0.0017424242281642887,-1.2154495,0.14999999,-9.544843279579862,30,0.6041672,-0.7731356,0.44262972,-1.3034454641785493,989.3763333333334,2968129,0.44014922
0.18088215617372283,100,1.5,0.01,409,-1.2612364088520538,3100,0.001666318160468537,0.75099456,0.14999999,-8.76419894749197,31,0.6085687,-0.77266765,0.05728363,-1.3020838817486622,989.5596774193548,3067635,0.057283264
0.18088215617372283,100,1.5,0.01,409,-1.2507126159939002,3200,0.0017648005758997512,0.26150447,0.14999999,-8.682014212866278,32,0.60857075,-0.7720948,0.07673902,-1.300478529693826,989.625625,3166802,0.05438621
0.18088215617372283,100,1.5,0.01,409,-1.2026836471163416,3300,0.0019967585527356797,-0.56252164,0.14999999,-5.159232657727116,33,0.60802937,-0.77155095,0.45231414,-1.2975150484035993,989.4051515151515,3265037,0.4503588
0.18088215617372283,100,1.5,0.01,409,-1.2298106993191287,3400,0.0015975662467337282,0.73592347,0.14999999,-9.518224039819524,34,0.60352576,-0.77113086,0.1341594,-1.295523744018762,989.5844117647059,3364587,0.12761545
0.18088215617372283,100,1.5,0.01,409,-1.227838558371676,3500,0.001657278257179294,-2.659267,0.14999999,-8.407966911211792,35,0.6022496,-0.77071697,0.14184453,-1.2935898815717022,989.6342857142857,3463720,0.13447315
0.18088215617372283,100,1.5,0.01,409,-1.2766009538672436,3600,0.0017850761594591456,-0.16913652,0.14999999,-7.912540394319997,36,0.60359436,-0.77026564,0.21645594,-1.293117966913245,989.6044444444444,3562576,0.20534538
0.18088215617372283,100,1.5,0.01,409,-1.275742619870722,3700,0.002493465934304405,-2.62121,0.14999999,-7.883303900575607,37,0.6015409,-0.7695811,0.14567573,-1.2926483629391228,989.5591891891892,3661369,0.11377133
0.18088215617372283,100,1.5,0.01,409,-1.1964082528284063,3800,0.0018669196613646881,2.5025358,0.14999999,-8.141441766083164,38,0.60267866,-0.7686713,0.14823864,-1.290115728462525,989.6936842105263,3760836,0.14290662
0.18088215617372283,100,1.5,0.01,409,-1.166571948135519,3900,0.0017555555854708788,0.6166727,0.14999999,-9.769790744940218,39,0.60410774,-0.7682773,0.066257395,-1.2869479392233711,989.8041025641025,3860236,0.060895745
0.18088215617372283,100,1.5,0.01,409,-1.1456747933752436,4000,0.0012509388956207193,0.46981746,0.14999999,-5.582893426749762,40,0.6047167,-0.76801616,0.0042075086,-1.2834161105771678,989.77025,3959081,0.0032960118
0.18088215617372283,100,1.5,0.01,409,-1.2639190165282832,4100,0.001677472802105803,-0.6747437,0.14999999,-4.827143538342981,41,0.60468376,-0.76799,0.0673625,-1.2829405716979267,989.609512195122,4057399,0.063173644
0.18088215617372283,100,1.5,0.01,409,-1.3010633006101846,4200,0.0014688652321234916,-0.22129047,0.14999999,-11.127462188698505,42,0.6044499,-0.76735824,0.12732415,-1.2833720652434568,989.7383333333333,4156901,0.10223768
0.18088215617372283,100,1.5,0.01,409,-1.2648841789888556,4300,0.0016859834001337502,-1.6926274,0.14999999,-8.786690508415486,43,0.6054723,-0.76659936,0.07843662,-1.2829421144003263,989.8630232558139,4256411,0.065581
0.18088215617372283,100,1.5,0.01,407,-1.225730082416339,4400,0.001792434033485564,-1.8839122,0.14999999,-7.528767648020265,44,0.6059026,-0.7659435,0.13390139,-1.2816418409461448,989.7622727272727,4354954,0.12243705
0.18088215617372283,100,1.5,0.01,407,-1.3048765948876593,4500,0.0017199163961157684,2.867689,0.14999999,-9.295563210287511,45,0.6046782,-0.7654014,0.08875843,-1.2821581688115118,989.8486666666666,4454319,0.08870951
0.18088215617372283,100,1.5,0.01,407,-1.2386930095579833,4600,0.0021012369560693416,0.39485395,0.14999999,-9.533025861405385,46,0.60464877,-0.7645143,0.07221372,-1.281213274045131,989.8815217391304,4553455,0.07001602
0.18088215617372283,100,1.5,0.01,407,-1.2133636455659893,4700,0.0017555969176820349,-0.5354701,0.14999999,-7.315648653947738,47,0.60482556,-0.76381415,0.18179981,-1.2797696649285535,989.8434042553191,4652264,0.17474437
0.18088215617372283,100,1.5,0.01,407,-1.202488992746829,4800,0.0014012416436155752,-0.30681905,0.14999999,-8.093739001759984,48,0.6030781,-0.7633126,0.048470594,-1.2781596509247675,989.7902083333333,4750993,0.035657447
0.18088215617372283,100,1.5,0.01,407,-1.2517969344556024,4900,0.0015719293044206594,0.4671873,0.14999999,-8.64502198201557,49,0.6034064,-0.762956,0.06403046,-1.2776216363029476,989.8163265306123,4850100,0.06312457
0.18088215617372283,100,1.5,0.01,407,-1.2632861653146854,5000,0.0012724904358035582,-3.0127258,0.14999999,-7.8291208480627885,50,0.6035138,-0.76232475,0.16343388,-1.2773349268831826,989.799,4948995,0.15201035
