NatGrad2Norm,NumTrajectories,MinEpLen,TimestepsSoFar,Iteration,AvgEpLen,BatchSize,NatGradInftyNorm,AvgRet,MountainCar_std1_higher,VarJ,ReturnMax,MountainCar_std0_higher,J,ReturnMean,ActionIn1,StepSize,MountainCar_mu1_higher,MountainCar_mu0_higher
0.057286914,1800,999,1798200,18,999.0,100,0.055321857,-6.331176134152272,1.5,0.0019776144262836524,-1.7029586367329033e-05,0.14999999,-0.5985557170619141,-0.6385367313838937,1.1153014,0.0001,0.9162869,0.40012842
0.09805782,1900,999,1898100,19,999.0,100,0.07582015,-6.861299327724819,1.5,0.0026628216729209235,-1.7029586367329033e-05,0.14999999,-0.6514434611441167,-0.6392160329502212,1.5924389,0.0001,0.9162854,0.40012288
0.14411993,2000,999,1998000,20,999.0,100,0.11638783,-7.409365233109579,1.5,0.002659624071968569,-1.7029586367329033e-05,0.14999999,-0.6912456701756294,-0.6418175148114916,0.9295212,0.0001,0.9162792,0.4001153
0.061217066,2100,999,2097900,21,999.0,100,0.056727163,-6.459273598134856,1.5,0.0018102348059700804,-1.7029586367329033e-05,0.14999999,-0.6152686544423672,-0.6405532833653429,2.6735947,0.0001,0.9162676,0.40010682
0.23270793,2200,999,2197800,22,999.0,100,0.2264694,-6.599679887130297,1.5,0.001985803424911831,-1.7029586367329033e-05,0.14999999,-0.6100670637322697,-0.6391675461092939,0.31979492,0.0001,0.9162699,0.40010116
0.0886141,2300,999,2297700,23,999.0,100,0.08691188,-7.300513379986742,1.5,0.0029739956859529833,-1.7029586367329033e-05,0.14999999,-0.6855443929801249,-0.6411839307558519,0.53538346,0.0001,0.91624725,0.4000958
0.101121716,2400,999,2397600,24,999.0,100,0.074239835,-6.930097458819856,1.5,0.0023334258282245593,-1.7029586367329033e-05,0.14999999,-0.6430450953965106,-0.641261479282546,2.9485965,0.0001,0.916249,0.4000871
0.06620852,2500,999,2497500,25,999.0,100,0.052754138,-5.993970024530756,1.5,0.0014815079580720392,-1.7029586367329033e-05,0.14999999,-0.5705630091606493,-0.6384335404776701,3.370991,0.0001,0.9162415,0.40008023
0.1013371,2600,999,2597400,26,999.0,100,0.07873965,-6.889771573969357,1.5,0.0031839299618837097,-1.7029586367329033e-05,0.14999999,-0.6357268387812939,-0.6383294365662712,1.5190527,0.0001,0.91624683,0.40007624
0.08757462,2700,999,2697300,27,999.0,100,0.07409978,-7.050557403249833,1.5,0.002351447581921379,-1.7029586367329033e-05,0.14999999,-0.6673951898038935,-0.6394059459454423,1.0636826,0.0001,0.91624045,0.40006837
0.085189305,2800,999,2797200,28,999.0,100,0.07341848,-7.082337629251287,1.5,0.0025346937461249793,-1.7029586367329033e-05,0.14999999,-0.6644330798640523,-0.6402997721568212,0.246744,0.0001,0.9162451,0.40006095
0.097228505,2900,999,2897100,29,999.0,100,0.0828356,-7.09164356873485,1.5,0.0030882075750150485,-1.7029586367329033e-05,0.14999999,-0.6642387308564932,-0.6411252534912927,0.5126679,0.0001,0.9162408,0.40005362
0.15853459,3000,999,2997000,30,999.0,100,0.1498693,-6.270455975402234,1.5,0.0019662478151091195,-1.7029586367329033e-05,0.14999999,-0.5827922105976483,-0.6391808187281711,2.4710112,0.0001,0.91623574,0.40004534
0.26447383,3100,999,3096900,31,999.0,100,0.25251916,-7.586298816726177,1.5,0.0021486577399194846,-1.7029586367329033e-05,0.14999999,-0.6976814757237687,-0.641067936695771,-1.6031164,0.0001,0.9162208,0.40004018
0.09970761,3200,999,3196800,32,999.0,100,0.09309376,-7.332599235408087,1.5,0.0032496410516559453,-1.7029586367329033e-05,0.14999999,-0.6862106788258526,-0.6424786473873363,-0.6288242,0.0001,0.9161955,0.4000323
0.10762318,3300,999,3296700,33,999.0,100,0.076684415,-6.764340117359935,1.5,0.002671606885324669,-1.7029586367329033e-05,0.14999999,-0.6434480772592179,-0.6425080240501205,2.2260659,0.0001,0.91619194,0.400023
0.07743922,3400,999,3396600,34,999.0,100,0.056782484,-6.483960264432338,1.5,0.0021031599375705818,-1.7029586367329033e-05,0.14999999,-0.6062645223857185,-0.6414420387070499,0.4070726,0.0001,0.9161995,0.40001535
0.32258636,3500,999,3496500,35,999.0,100,0.3187743,-5.83794066007554,1.5,0.001997101100283512,-1.7029586367329033e-05,0.14999999,-0.568639134361897,-0.6393619557257597,0.56219137,0.0001,0.91620475,0.40000966
0.08171954,3600,999,3596400,36,999.0,100,0.066452615,-6.613333187865496,1.5,0.0023762223873936266,-1.7029586367329033e-05,0.14999999,-0.6267377843199198,-0.6390112842978197,1.3562286,0.0001,0.91623664,0.4000047
0.24204923,3700,999,3696300,37,999.0,100,0.22895072,-7.581756780083411,1.5,0.0023138916631065625,-1.7029586367329033e-05,0.14999999,-0.6953273221602572,-0.6405333393751829,2.629643,0.0001,0.9162414,0.39999807
0.14747004,3800,999,3796200,38,999.0,100,0.13902171,-6.374618727542815,1.5,0.0017690286208475654,-1.7029586367329033e-05,0.14999999,-0.5893784663594743,-0.6391871585063484,2.321178,0.0001,0.9162185,0.3999902
0.044991076,3900,999,3896100,39,999.0,100,0.04496431,-6.01359432187696,1.5,0.0018015002809786077,-1.7029586367329033e-05,0.14999999,-0.5654558178847339,-0.6372966113109224,2.6275742,0.0001,0.91620463,0.39998528
0.06333604,4000,999,3996000,40,999.0,100,0.058231093,-6.565718883499313,1.5,0.0020732678416239443,-1.7029586367329033e-05,0.14999999,-0.6146695441229595,-0.6367309346312233,1.4544096,0.0001,0.9162048,0.39998078
0.060797755,4100,999,4095900,41,999.0,100,0.060127575,-6.397695248958088,1.5,0.0024658765973163783,-1.7029586367329033e-05,0.14999999,-0.5983959849949316,-0.6357959358596065,1.0515919,0.0001,0.9162073,0.39997497
0.045886744,4200,999,4195800,42,999.0,100,0.041775893,-5.891133105012575,1.5,0.00190603876220979,-1.7029586367329033e-05,0.14999999,-0.5507546672457212,-0.6337711437497521,0.38171118,0.0001,0.9162064,0.39996895
0.40438735,4300,999,4295700,43,999.0,100,0.3972431,-7.286217473866453,1.5,0.0025888388488720395,-1.7029586367329033e-05,0.14999999,-0.6687284168819384,-0.6345841035900355,-1.5081062,0.0001,0.9162045,0.39996478
0.2535493,4400,999,4395600,44,999.0,100,0.2434796,-6.743511013822179,1.5,0.00292481461352416,-1.7029586367329033e-05,0.14999999,-0.6120445130471698,-0.6340718401686066,1.2030923,0.0001,0.9161648,0.3999572
0.1506191,4500,999,4495500,45,999.0,100,0.124857046,-7.195354841046922,1.5,0.0026571946537199014,-1.7029586367329033e-05,0.14999999,-0.6809186246601869,-0.6351128798239751,-0.7167355,0.0001,0.9161405,0.39995015
0.053001642,4600,999,4595400,46,999.0,100,0.03771544,-5.912416868784532,1.5,0.00175605091859942,-1.7029586367329033e-05,0.14999999,-0.5498960984753759,-0.6332603410990055,1.583454,0.0001,0.91615295,0.3999417
0.078563645,4700,999,4695300,47,999.0,100,0.07562578,-7.274462911604442,1.5,0.0023306176652970836,-1.7029586367329033e-05,0.14999999,-0.6735084134238919,-0.6341166830633649,-0.8055751,0.0001,0.91614926,0.39993793
0.06674557,4800,999,4795200,48,999.0,100,0.0664706,-6.994229825862018,1.5,0.001964820107979893,-1.7029586367329033e-05,0.14999999,-0.6645875003208086,-0.6347514917562282,2.4985306,0.0001,0.9161514,0.39993036
0.13277058,4900,999,4895100,49,999.0,100,0.1126311,-6.286219572506378,1.5,0.003161799928187763,-1.7029586367329033e-05,0.14999999,-0.5865873731174517,-0.6337685505595186,-0.6422787,0.0001,0.9161508,0.3999237
0.06277396,5000,999,4995000,50,999.0,100,0.04761223,-5.867598066628354,1.5,0.0017755603796729565,-1.7029586367329033e-05,0.14999999,-0.5477587680534765,-0.6320483549093977,-2.2170413,0.0001,0.9161621,0.39991668
