,Iteration,TimestepsSoFar,URet,ReturnMin,DenMISELogLast,ReturnStepMax,DenMISEMeanLog,ReturnLastEpisode,IWMin,SqrtESSClassic,DenMISELogFirst,IWMean,LQGmu1,target_sum_log_mean,ReturnMax,IWFirstEpisode,IWMax,LQGmu01,Bound,IWNorm1,TimeElapsed,IWNorm2,LQGsigma,IWLastEpisode,MISE,ReturnAbsMax,ReturnMean
16,17,340,18.15383359679555,,16.863653,0.9999561,16.956196,16.409657,,2.8159752,18.301575,1.1114197000000001,-0.139,15.942422,16.564255,0.060341254000000004,3.6565437000000007,-0.014,35.687523,18.894135000000002,26.40208077430725,6.709624000000001,0.11,3.6565437000000007,18.040789999999998,16.564255,15.938220000000001
17,18,360,18.064359725214945,,17.122118,0.9999561,16.969273,16.319765,,2.52798,18.24796,0.86162287,-0.153,14.441347,16.564255,0.002017363,3.7663596,-0.015,33.706284000000004,15.509212,27.80219912528992,6.135021,0.11,2.885929,14.049183,16.564255,15.959416000000001
18,19,380,18.17251875871796,,15.921771,0.9999561,16.905499,16.425817000000002,,2.0087802,18.194004,1.3358799,-0.153,14.529929999999998,16.564255,0.001665235,11.388964,-0.015,46.590843,25.381718,29.31747007369995,12.635388,0.11,11.388964,21.853064,16.564255,15.983964000000002
19,20,400,18.468880821561942,,15.411876999999999,0.99998266,16.840483,16.705084,,2.38449,18.1428,1.2765933999999999,-0.155,14.465387,16.705084,0.0011517478,8.216026,-0.016,41.978415999999996,25.531868,30.699004650115967,10.707476,0.11,4.836941,20.961237,16.705084,16.020020000000002
20,21,420,18.300124101216763,,15.312645000000002,0.99998266,16.776358,16.547878,,2.590268,18.094067000000003,1.3111753000000002,-0.157,14.355544,16.705084,0.0007042622000000001,6.793952,-0.016,40.911148,27.534683,32.121618270874016,10.630053,0.11,5.502288,21.563633,16.705084,16.045156
21,22,440,18.00327246824483,,13.574004,0.99998266,16.640972,16.275105,,2.6267006,18.047579000000002,1.1372918,-0.159,13.989451999999998,16.705084,0.00033862612000000003,6.1177325,-0.016,37.782715,25.02042,33.47149753570557,9.525417,0.11,0.8056903,18.703552,16.705084,16.055609
22,23,460,18.122446145272427,,7.278722999999999,0.99998266,16.237267000000003,16.38265,,2.6187851,18.003142999999998,1.0223126,-0.163,13.150670999999999,16.705084,8.9522364e-05,5.9403543,-0.016,35.957527,23.513191,34.783714294433594,8.978663000000001,0.11,1.8578237000000002,16.820694,16.705084,16.069828
23,24,480,18.383872779048005,,16.05422,0.99998266,16.228634,16.626343,,2.634976,17.960587,1.100003,-0.166,12.935527,16.705084,3.4876157e-05,6.039981,-0.017,37.167484,26.400071999999998,36.537498474121094,10.019094,0.11,6.039981,18.148239999999998,16.705084,16.093016
24,25,500,18.133594453138294,,17.2118,0.99998266,16.26969,16.392273,,2.6688092,17.919767,1.1023945,-0.17,12.552058,16.705084,7.985611e-06,5.8168974,-0.017,36.95742,27.559862,38.284333229064934,10.326652000000001,0.11,4.7423910000000005,18.179287,16.705084,16.104986
25,26,520,18.254706051909587,,15.349892,0.99998266,16.236076,16.499992000000002,,2.943159,17.880547,1.1470858999999998,-0.169,12.853825,16.705084,1.168674e-05,4.7703147,-0.017,35.939147999999996,29.824234000000004,39.93813133239746,10.133409,0.11,4.6610904,18.911442,16.705084,16.120178
26,27,540,18.361220430206746,,19.594599,0.99998266,16.364056,16.604485,,2.8775678,17.842806,1.0358611,-0.175,12.225432000000001,16.705084,1.1637532e-06,4.856205999999999,-0.018,34.51525,27.968252000000003,41.32539296150208,9.719407,0.11,2.0834954,17.099417000000003,16.705084,16.138115
27,28,560,18.413408982150894,,14.722184,0.99998266,16.305232999999998,16.656172,,2.7005577,17.806438,1.0307266,-0.182,11.18724,16.705084,5.808514e-08,6.768207,-0.018,35.615425,28.860344,42.19163155555725,10.686809,0.11,6.768207,17.058056,16.705084,16.156617999999998
28,29,580,18.31310132506412,,17.266802,0.99998266,16.337792999999998,16.555933,,2.5349615,17.771347,1.038989,-0.189,10.175767,16.705084,2.3084619e-09,7.959647,-0.019,36.974014000000004,30.130679999999998,43.78575491905213,11.88605,0.11,7.959647,17.204384,16.705084,16.170386999999998
29,30,600,18.463077303079288,,10.417097,0.99998266,16.139833,16.705192999999998,,2.685043,17.737446,0.91754645,-0.191,9.805458999999999,16.705192999999998,8.67685e-10,6.629308,-0.019,33.86701,27.526394,44.59335947036743,10.251750999999999,0.11,1.7552271000000002,15.202288000000001,16.705192999999998,16.188213
30,31,620,18.423705859051108,,9.457552,0.99999404,15.920439000000002,16.662897,,3.2790779999999997,17.704657,1.0707822,-0.183,11.2578335,16.705192999999998,3.9973564e-08,4.7707515,-0.019,33.02353,33.19425,45.35577082633972,10.123043,0.11,3.1994933999999997,17.740091,16.705192999999998,16.203526999999998
31,32,640,18.385938290874623,,13.51423,0.99999404,15.846399,16.630291,,4.033476,17.672907000000002,1.1536620000000002,-0.17,13.202601999999999,16.705192999999998,1.0464064e-05,2.8225415000000003,-0.017,31.50484,36.917183,46.386277437210076,9.152698,0.11,2.3410115,19.079929999999997,16.705192999999998,16.216864
32,33,660,18.10853908854711,,16.526505,0.99999404,15.87095,16.366322,,3.4788945,17.642135999999997,1.0446959,-0.185,11.270153,16.705192999999998,1.9561016e-08,4.3179383,-0.019,31.714298,34.474964,47.32054591178894,9.909747,0.11,1.3418716999999998,17.308695,16.705192999999998,16.221392
33,34,680,18.34185337876129,,18.108852,0.99999404,15.937278,16.587086,,3.586086,17.612284,0.98489136,-0.185,11.372644000000001,16.705192999999998,1.4959496999999998e-08,3.9989207,-0.019,30.293353999999997,33.486305,48.16739392280578,9.337842,0.11,1.1115853999999998,16.318348,16.705192999999998,16.23215
34,35,700,18.357685661509,,17.567425,0.99999404,15.982816,16.603327,,3.5982510000000003,17.583296,0.958917,-0.188,11.109164,16.705192999999998,3.8007943e-09,3.9159238,-0.019,29.822584000000003,33.562096000000004,49.960421800613396,9.327335,0.11,3.5386599999999997,15.894824,16.705192999999998,16.242752
35,36,720,18.519717665182423,,12.945125,0.99999404,15.89675,16.76003,,2.9515312000000002,17.555124,0.8855184000000001,-0.198,9.514205,16.76003,2.8997621999999997e-11,7.713379,-0.02,31.760365000000004,31.878662,51.489197492599494,10.80072,0.11,7.713379,14.725107999999999,16.76003,16.25712
36,37,740,18.695149643372265,,11.085071000000001,0.99999404,15.762870000000001,16.922579000000002,,2.5756075000000003,17.527725,1.1586187,-0.199,9.490063000000001,16.922579000000002,2.0100437e-11,13.497992499999999,-0.02,39.08274,42.868893,52.659058570861816,16.644185999999998,0.11,13.497992499999999,19.371763,16.922579000000002,16.275106
37,38,760,18.56048781332789,,14.8960905,0.99999404,15.742323999999998,16.797337,,2.8533473,17.501057,1.1752907,-0.2,9.509606,16.922579000000002,1.2394178e-11,11.228489,-0.02,37.448296,44.66105,54.15697979927063,15.65216,0.11,6.2639629999999995,19.655952,16.922579000000002,16.28885
38,39,780,18.35297789378511,,16.488634,0.99999404,15.764373,16.600487,,3.0244546000000003,17.475082,1.1286341,-0.201,9.509542,16.922579000000002,6.7361815e-12,10.042572,-0.02,35.649963,44.016729999999995,55.319870471954346,14.55361,0.11,3.096593,18.864214,16.922579000000002,16.29684
39,40,800,18.26714179403568,,19.178562,0.99999404,15.851698,16.512107999999998,,3.1412666000000002,17.449764000000002,1.0908296,-0.203,9.530624000000001,16.922579000000002,3.2186994e-12,9.427288,-0.021,34.381477000000004,43.633186,56.80735683441162,13.890316,0.11,2.8049652999999997,18.219925,16.922579000000002,16.302221
40,41,820,17.902364331731288,,10.651950999999999,0.99999404,15.726059,16.165112,,3.1067617000000003,17.425072,0.99470407,-0.204,9.246711999999999,16.922579000000002,1.4649795e-12,9.026708,-0.021,32.956764,40.782866999999996,57.86077523231506,13.1271305,0.11,0.11671683,16.615717,16.922579000000002,16.298878
41,42,840,18.47627187626008,,13.220582,0.99999404,15.665455,16.7184,,3.1919568,17.400973999999998,1.0129745,-0.206,9.080297,16.922579000000002,5.954403599999999e-13,8.860579,-0.021,32.831963,42.54493,59.58050155639648,13.328793,0.11,4.427596599999999,16.927067,16.922579000000002,16.308867000000003
42,43,860,18.32694695930445,,15.22882,0.99999404,15.654801999999998,16.577,,3.2556162,17.377443,1.0336379999999998,-0.208,8.933469,16.922579000000002,2.1808186999999997e-13,8.838432000000001,-0.021,32.857628000000005,44.446434,60.79925155639648,13.652234,0.11,4.592982,17.263735,16.922579000000002,16.315104
43,44,880,18.429418665316774,,14.690362,0.99999404,15.632857000000001,16.668207000000002,,3.3078494,17.354454,1.0639383999999998,-0.21,8.761334,16.922579000000002,7.5154625e-14,8.855644,-0.021,33.119071999999996,46.81329,62.4045991897583,14.152182999999999,0.11,5.1405315,17.771418,16.922579000000002,16.323128
44,45,900,18.534080162896387,,15.072579999999999,0.99999404,15.621016500000001,16.771791,,3.3410692,17.331982,1.0527191999999999,-0.212,8.543032,16.922579000000002,2.2055607999999998e-14,9.019805999999999,-0.022,32.790653000000006,47.372368,64.5374448299408,14.178804000000001,0.11,3.376246,17.595596,16.922579000000002,16.333097
45,46,920,18.654779792302968,,15.571598000000002,0.99999404,15.620331,16.885426000000002,,3.3682562999999996,17.310003,1.1033068000000001,-0.214,8.378798,16.922579000000002,7.0312675e-15,8.9887295,-0.022,33.54209,50.752109999999995,66.25209283828735,15.067769,0.11,6.377472,18.469683,16.922579000000002,16.345104
46,47,940,18.364289939834265,,5.121778,0.99999404,15.398333,16.610548,,3.4150455,17.288496,1.1406801000000002,-0.216,7.979934,16.922579000000002,2.1343854e-15,8.962391,-0.022,33.950527,53.611959999999996,68.53672742843628,15.698754000000001,0.11,5.8836412000000005,19.084625,16.922579000000002,16.350752
47,48,960,18.257003632429477,,14.748298000000002,0.99999404,15.386868,16.50695,,3.461441,17.267443,1.1642264,-0.219,7.7524185,16.922579000000002,5.664e-16,9.021078999999999,-0.022,34.125763,55.882866,70.61383366584778,16.144394000000002,0.11,5.374699,19.459114000000003,16.922579000000002,16.354006
48,49,980,18.420486473802928,,16.01326,0.99999404,15.402144,16.66678,,3.473996,17.246824,1.1452799999999999,-0.221,7.454026,16.922579000000002,1.1044858999999998e-16,9.295446,-0.023,33.75931,56.118719999999996,72.25658822059631,16.15394,0.11,3.4715137,19.145668,16.922579000000002,16.36039
49,50,1000,18.535408962387077,,17.956757,0.99999404,15.455339000000002,16.772703,,3.4696262000000004,17.226622,1.1527867,-0.225,7.117878999999999,16.922579000000002,1.6069861e-17,9.678492,-0.023,33.91655,57.639336,74.36784791946411,16.612548999999998,0.11,5.211926,19.2845,16.922579000000002,16.368637
50,51,1020,18.50665455570084,,8.093719,0.99999404,15.313182000000001,16.741419,,3.4443576,17.206818,1.1720780000000002,-0.228,6.513058999999999,16.922579000000002,1.7768445e-18,10.072113,-0.023,34.356320000000004,59.775978,76.7108039855957,17.354753,0.11,6.3881426,19.616928,16.922579000000002,16.375946
51,52,1040,18.511040040006613,,11.127239,0.99999404,15.235151,16.747045999999997,,3.3324037000000004,17.1874,1.1164684999999999,-0.234,5.634312,16.922579000000002,6.5200315e-20,11.0223,-0.024,33.93392,58.056366000000004,78.62304520606996,17.421768,0.11,3.5660877,18.69935,16.922579000000002,16.383083
52,53,1060,18.376494426869574,,13.115298999999998,0.99999404,15.196558999999999,16.621346,,2.9832745,17.168352,1.0028335,-0.243,3.8972538,16.922579000000002,1.2743007e-22,13.125681,-0.025,33.82463,53.150172999999995,80.9074275493622,17.816051,0.11,4.6281357000000005,16.807175,16.922579000000002,16.387577
53,54,1080,18.69724183862274,,18.073467,0.99999404,15.249119,16.924688,,2.807272,17.14966,1.0671271,-0.249,3.1504054,16.924688,4.294584e-24,13.076192,-0.025,36.018223,57.624863,83.39913034439088,20.526997,0.11,13.076192,17.931601999999998,16.924688,16.397524
54,55,1100,18.592576147120237,,12.97504,0.99999404,15.207992,16.824406,,2.626721,17.131311,0.88243437,-0.256,1.8083216,16.924688,3.2375172000000003e-26,12.212133,-0.026,34.17305,48.53389,85.32098507881166,18.476988000000002,0.11,1.6260139999999998,14.84322,16.924688,16.405287
55,56,1120,18.6106372301018,,13.51786,0.99999404,15.174973000000001,16.844578,,2.2656622000000004,17.113293,0.6352928000000001,-0.27,-1.2442806999999998,16.924688,1.1482652e-30,10.700258,-0.028,33.119811999999996,35.576397,86.4530029296875,15.702428,0.11,3.7085972000000003,10.7095585,16.924688,16.41313
56,57,1140,18.68514225145377,,12.218366,0.99999404,15.116239000000002,16.912899,,1.858413,17.095592,1.0859758,-0.272,-1.1834714,16.924688,5.6455139999999996e-31,30.436157,-0.028,45.65586,61.900619999999996,88.2411937713623,33.308323,0.11,30.436157,18.334663,16.924688,16.421898000000002
57,58,1160,18.808839448181878,,12.264389999999999,0.99999404,15.066425,17.033659,,2.222302,17.078201,1.1444142,-0.273,-1.2302014,17.033659,2.0515134e-31,21.654316,-0.028,42.356148,66.37602,90.78409552574158,29.868140000000004,0.11,16.809757,19.361532,17.033659,16.432447
58,59,1180,18.54293689633904,,13.897939000000001,0.99999404,15.047335,16.778713,,2.4711351,17.061106,1.1207790000000002,-0.275,-1.3970035,17.033659,4.7780497999999997e-32,17.645512,-0.028,39.61638,66.12595999999999,92.04990100860596,26.759346,0.11,9.944115,18.93723,17.033659,16.438314000000002
59,60,1200,18.65458840371855,,13.819578,0.99999404,15.027535999999998,16.880589,,2.6414967000000003,17.0443,1.1979817,-0.277,-1.5303227,17.033659,1.2097127e-32,15.037907,-0.028,39.583220000000004,71.87891,93.47913885116577,27.211432000000002,0.11,14.390837,20.237757000000002,17.033659,16.445686
60,61,1220,18.650140534509863,,16.618248,0.99999404,15.055508999999999,16.883606,,2.6572456,17.02777,1.0564108,-0.279,-1.7336762,17.033659,2.447688e-33,13.411151,-0.029,37.077927,64.441055,95.26931023597716,24.251072,0.11,0.6749054,17.847118,17.033659,16.452866
61,62,1240,18.48509447016131,,12.76322,0.99999404,15.018438,16.721045999999998,,2.7033103,17.011509,0.96842927,-0.282,-2.0617962,17.033659,3.7953778e-34,12.350031,-0.029,35.259803999999995,60.042614,97.69940853118895,22.210773,0.11,2.0863805,16.356693,17.033659,16.457191
62,63,1260,18.518334886139602,,18.179292999999998,0.9999982,15.067317000000001,16.753033,,2.8113490000000003,16.995507999999997,0.98426044,-0.285,-2.4417975,17.033659,3.4555843e-35,11.757495,-0.029,34.787116999999995,62.008407999999996,100.23083090782166,22.056461,0.11,7.626606,16.610441,17.033659,16.461887
63,64,1280,18.721581031409322,,13.944773000000001,0.9999982,15.048782000000001,16.949335,,2.8970912,16.979761,1.0310940999999998,-0.289,-2.9416065,17.033659,2.5635759999999995e-36,11.257685,-0.03,35.053604,65.99002,103.16032695770264,22.778026999999998,0.11,9.786893,17.414888,17.033659,16.469503
64,65,1300,18.75086614480713,,15.513253,0.9999982,15.0556345,16.978003,,2.9783142000000002,16.964256,1.0743586999999999,-0.292,-3.4948184,17.033659,1.4325762999999998e-37,10.825191499999999,-0.03,35.31958,69.83331,105.44022488594057,23.447262,0.11,9.704444,18.161896,17.033659,16.477325
65,66,1320,18.698755486372587,,13.248667000000001,0.9999982,15.028595999999999,16.926138,,2.937411,16.94899,0.9910868,-0.298,-4.401307,17.033659,,10.603601,-0.031,34.155525,65.41173,107.92477989196777,22.268496,0.11,1.566185,16.75892,17.033659,16.484126999999997
66,67,1340,18.783227089046573,,9.269913,0.9999982,14.941844,17.008620999999998,,2.959331,16.93395,1.0262003,-0.304,-5.6498375,17.033659,,10.350139,-0.031,34.63935,68.75542,110.0758969783783,23.233432999999998,0.11,10.099604,17.371605,17.033659,16.491954999999997
67,68,1360,18.659505358295238,,9.229333,0.9999982,14.857517999999999,16.896520000000002,,2.7202610000000003,16.919135999999998,0.8355386999999999,-0.324,-10.078224,17.033659,,10.293242999999999,-0.034,32.9368,56.81663,112.61120676994324,20.886463,0.11,2.228672,14.151478,17.033659,16.497904000000002
68,69,1380,18.685094939635608,,18.243834,0.9999982,14.903687,16.911781,,3.1338425,16.904537,0.9661379999999999,-0.313,-7.080853,17.033659,,8.760222,-0.032,32.661156,66.66351999999999,114.60716390609741,21.272135000000002,0.11,8.145173,16.354983999999998,17.033659,16.503902
69,70,1400,18.6662304223345,,9.970837,0.9999982,14.832201999999999,16.894785,,2.9611921000000003,16.890148,1.0398459999999998,-0.321,-8.610489,17.033659,,15.671689,-0.033,34.854725,72.789215,117.28887128829956,24.58105,0.11,15.671689,17.597832,17.033659,16.509487
70,71,1420,18.692621804601668,,11.498333,0.9999982,14.785117999999999,16.9203,,2.923204,16.875963,1.0854608000000001,-0.328,-10.025765,17.033659,,15.202318,-0.034,35.850983,77.06772,119.24944138526917,26.364126000000002,0.11,13.968430499999998,18.36983,17.033659,16.51527
71,72,1440,18.902688546856023,,11.782261,0.9999982,14.743829000000002,17.125355,,2.9040956,16.861977,1.1798583,-0.333,-10.8766575,17.125355,,17.199333,-0.035,37.706790000000005,84.9498,121.63201069831848,29.251721999999997,0.11,17.199333,20.015892,17.125355,16.523746
72,73,1460,18.832492419090432,,11.722864999999999,0.9999982,14.703988,17.055546,,2.8543773,16.848185,1.3544456,-0.335,-10.943353,17.125355,,23.257072,-0.035,41.00425,98.87453000000001,123.33676958084106,34.639614,0.11,23.257072,23.005207000000002,17.125355,16.531029
73,74,1480,18.60905599760182,,15.390149,0.9999982,14.716813,16.83748,,3.0258949,16.83458,1.2786908000000001,-0.337,-11.08912,17.125355,,20.178673,-0.035,38.68354,94.62312,126.17094135284424,31.27112,0.11,6.332218599999999,21.704739,17.125355,16.535172
74,75,1500,18.824555666456963,,15.935148000000002,0.9999982,14.735801,17.048026999999998,,3.170584,16.821156,1.2610946,-0.34,-11.343947,17.125355,,18.548346,-0.035,37.618866,94.58209000000001,129.36519360542295,29.831127000000002,0.11,8.5801735,21.414888,17.125355,16.54201
75,76,1520,18.720012792430857,,13.376059,0.9999982,14.720491,16.94485,,3.2527752,16.80791,1.2134622,-0.344,-11.770786,17.125355,,17.78557,-0.036,36.39949,92.22313,131.92702054977414,28.352137,0.11,5.512944999999999,20.604958,17.125355,16.54731
76,77,1540,18.668482124128214,,17.44282,0.9999982,14.757882,16.89779,,3.2880383,16.794838000000002,1.164665,-0.348,-12.308028,17.125355,,17.658745,-0.036,35.398777,89.6792,133.91011548042295,27.274378000000002,0.11,4.882731400000001,19.773634,17.125355,16.551863
77,78,1560,18.751333040346704,,15.28016,0.9999982,14.766038,16.976736,,3.271408,16.781935,1.1028777,-0.352,-13.026519,17.125355,,17.885158999999998,-0.037,34.432392,86.02445999999999,136.57495903968808,26.29585,0.11,3.9842839999999997,18.72782,17.125355,16.55731
78,79,1580,18.69598640450762,,20.072012,0.9999982,14.833929000000001,16.92163,,3.2088554,16.769196,1.0233055,-0.358,-13.772556,17.125355,,18.098192,-0.037,33.388443,80.84114,139.4797286987305,25.19314,0.11,2.8465675999999998,17.377728,17.125355,16.561922
79,80,1600,18.700857198567807,,11.081484,0.9999982,14.786814999999999,16.927649,,3.1630892999999998,16.756617000000002,0.96825933,-0.363,-14.731195000000001,17.125355,,18.298977,-0.038,32.68531,77.46075,142.32902240753177,24.488954999999997,0.11,4.9995709999999995,16.442938,17.125355,16.566492
80,81,1620,18.753964912391936,,11.545296,0.9999982,14.745954999999999,16.979110000000002,,3.0702927000000004,16.744194,0.87538034,-0.369,-15.644375,17.125355,,18.029078,-0.039,31.601540000000004,70.90581,144.15010285377502,23.094151999999998,0.11,1.9328832999999999,14.868259,17.125355,16.571587
81,82,1640,18.80064594969093,,18.116095,0.9999982,14.785160999999999,17.023417000000002,,3.0330193,16.731924,0.8247245000000001,-0.374,-16.5493,17.125355,,17.723042,-0.039,30.951868,67.62741,146.60325050354004,22.297060000000002,0.11,5.234291000000001,14.012951000000001,17.125355,16.577097
82,83,1660,18.722184848735253,,15.220135,0.9999982,14.787957999999998,16.94826,,2.9868567,16.719803,0.82349604,-0.381,-17.584265,17.125355,,17.362867,-0.04,31.190572999999997,68.350174,148.84276294708255,22.883646,0.11,9.400139999999999,13.989861,17.125355,16.581568
83,84,1680,18.749067590288398,,9.796266000000001,0.9999982,14.726091,16.974255,,2.9347427,16.707826999999998,0.77677417,-0.388,-18.878109,17.125355,,17.021828,-0.041,30.70369,65.24903,150.8370540142059,22.233304999999998,0.11,6.0579505,13.197532999999998,17.125355,16.586243
84,85,1700,18.678195999768587,,15.096109,0.9999982,14.72751,16.906416,,2.8398387,16.695992,0.69109774,-0.395,-20.134953,17.125355,,16.349370999999998,-0.042,29.832508,58.74331,153.82647275924685,20.685438,0.11,2.527057,11.741319,17.125355,16.59001
85,86,1720,18.8638016895084,,12.181984,0.9999982,14.694072,17.086233,,2.7634943,16.684296,0.6329058000000001,-0.404,-21.745525,17.125355,,15.690921,-0.043,29.352001,54.429897,155.9786672592163,19.696041,0.11,5.350907299999999,10.7610235,17.125355,16.595779999999998
86,87,1740,18.84477847897789,,15.097485,0.9999982,14.69428,17.069815,,2.6483687999999996,16.672735,0.53875244,-0.411,-23.086681,17.125355,,14.506789999999999,-0.044,28.561703,46.871464,158.54018211364746,17.698238,0.11,1.1318902,9.16257,17.125355,16.601229
87,88,1760,18.93094914200439,,16.086546,0.9999982,14.704707999999998,17.150257,,2.5425402999999998,16.661306,0.5373316,-0.422,-25.05507,17.150257,,13.383120000000002,-0.045,29.392554999999998,47.28518,161.36151647567752,18.597611999999998,0.11,10.117554,9.156583,17.150257,16.607468
88,89,1780,18.904712865614304,,13.463156,0.9999982,14.68539,17.125605,,2.3811812000000003,16.650007000000002,0.67653346,-0.427,-25.784225,17.150257,,19.17537,-0.046,33.154896,60.211475,163.40374946594238,25.28639,0.11,19.17537,11.54765,17.150257,16.613289
89,90,1800,18.807806067759724,,16.122217000000003,0.9999982,14.697419,17.029728,,2.472142,16.638834,0.66742426,-0.435,-27.181177,17.150257,,17.697773,-0.047,32.203216999999995,60.068183999999995,165.85610723495486,24.298029999999997,0.11,8.445893,11.390991,17.150257,16.617916
90,91,1820,18.815442548842785,,-4.008408,0.9999982,14.487901,17.04058,,2.4267921,16.627785,0.6915849000000001,-0.45,-30.213417,17.150257,,16.837336999999998,-0.048,33.004272,62.934222999999996,168.8831923007965,25.933092000000002,0.11,14.454017000000002,11.803127,17.150257,16.62256
91,92,1840,18.943118383241863,,13.959291,0.9999982,14.47846,17.162003,,2.1714962000000004,16.616856,0.9980113000000002,-0.451,-30.128162,17.162003,,35.610733,-0.049,40.779109999999996,91.81704,171.37276124954226,42.28285,0.11,35.610733,17.069185,17.162003,16.628424
92,93,1860,18.809838370582444,,17.390057000000002,0.9999982,14.508854999999999,17.031906,,2.4610493,16.606045,0.9821315999999999,-0.454,-30.172773,17.162003,,28.479052000000003,-0.049,37.706078000000005,91.33824,173.78265237808228,37.113537,0.11,12.358207,16.785728,17.162003,16.632763
