,TimestepsSoFar,ReturnStepMax,ReturnLastEpisode,DenMISELogFirst,MISE,SqrtESSClassic,ReturnMean,IWMax,TimeElapsed,Bound,URet,DenMISELogLast,IWFirstEpisode,Iteration,LQGmu1,DenMISEMeanLog,IWMin,ReturnMin,IWNorm1,LQGsigma,IWMean,IWNorm2,IWLastEpisode,target_sum_log_mean,ReturnMax,LQGmu01,ReturnAbsMax
15,320,0.9980244,8.66968,16.207483,8.487318,1.4893178,13.623251999999999,7.8140655,8.764657735824585,9.543058,9.519804001518374,9.546856,,16,0.293,12.739705,,,15.629365,0.11,0.9768353000000001,10.494311,6.9516177,-325.5604,15.644507999999998,0.03,15.644507999999998
16,340,0.9980244,8.694442,16.146857999999998,9.8383465,1.6726775,13.333322,9.135950999999999,9.311954498291016,10.778356,9.552324692233443,12.683572,,17,0.304,12.727055,,,19.258705,0.11,1.132865,11.513699,5.0773,-318.26653999999996,15.644507999999998,0.031,15.644507999999998
17,360,0.9980244,8.677226,16.0897,0.64795554,1.0022708,13.07465,1.3308973,9.771036624908447,2.2167253,9.530731984221038,15.930944,,18,0.233,12.904075,,,1.3339212,0.11,0.07410673,1.330899,2.9426563000000003e-05,-224.01262999999997,15.644507999999998,0.024,15.644507999999998
18,380,0.9980244,8.771479,16.035632999999997,8.775139999999999,1.2257545,12.848167,15.000494,10.015434026718141,10.057886,9.634194184308967,13.798804,,19,0.242,12.9037075,,,19.020943,0.11,1.0011021999999998,15.517742000000002,15.000494,-220.82287999999997,15.644507999999998,0.025,15.644507999999998
19,400,0.9980244,8.775163000000001,15.98434,7.9030304000000005,1.5456564,12.644517,8.6012535,10.395784378051758,8.920289,9.637649793899119,13.102267,,20,0.236,12.903623,,,18.021793,0.11,0.90108967,11.659637,8.6012535,-202.87537,15.644507999999998,0.024,15.644507999999998
20,420,0.9980244,8.804214,15.93555,8.7061205,1.3353553999999999,12.461644999999999,15.069319,10.855374097824097,9.883583999999999,9.668310171335863,6.549046499999999,,21,0.224,12.591042,,,20.786798,0.11,0.98984754,15.566491000000001,15.069319,-182.92067,15.644507999999998,0.023,15.644507999999998
21,440,0.9980244,8.815006,15.889029500000001,3.1236563,1.3266236999999999,12.29589,5.3809510000000005,11.720733165740967,4.30887,9.681150693420467,14.090821,,22,0.201,12.65105,,,7.7989826,0.11,0.35449922,5.8788204,5.3809510000000005,-156.39816000000002,15.644507999999998,0.02,15.644507999999998
22,460,0.9980244,8.858885,15.844578,13.893588000000001,1.0563693,12.146453999999999,34.123146000000006,12.277424097061155,15.382019,9.729289039510508,13.493916,,23,0.194,12.659234,,,36.08181,0.11,1.5687743,34.156437,34.123146000000006,-143.98837,15.644507999999998,0.02,15.644507999999998
23,480,0.9980244,8.871901,15.802017999999999,15.106209,1.3635238,12.010014,26.578453000000003,12.82601547241211,16.259348000000003,9.743436898989373,12.855535,,24,0.188,12.667993,,,40.888107,0.11,1.7036711,29.987084999999997,26.578453000000003,-133.50095,15.644507999999998,0.019,15.644507999999998
24,500,0.9980244,8.869800999999999,15.761196,1.5717023e-16,5.0,11.884405000000001,2.801916e-16,13.273609161376953,0.31446645,9.743118607389887,14.647716500000001,,25,0.11,12.756778,,,2.5000004e-09,0.11,1.771706e-17,5.000001e-10,1.6253280000000001e-16,-112.05698000000001,15.644507999999998,0.011,15.644507999999998
25,520,0.9980244,8.976403999999999,15.721976000000002,11.978829,1.0,11.772559,34.696472,13.643695592880249,13.551162,9.861570926598477,2.3429908999999998,,26,0.112,12.318536,,,34.696472,0.11,1.3344797,34.696472,34.696472,-107.021576,15.644507999999998,0.011,15.644507999999998
26,540,0.9980244,8.996852,15.684235999999999,9.912955,1.2598216999999998,11.669756,22.499594000000002,14.41642141342163,11.161014999999999,9.8805425463835,13.155985000000001,,27,0.121,12.344609,,,29.800406,0.11,1.1037188,23.654463,7.3008122,-101.06943000000001,15.644507999999998,0.012,15.644507999999998
27,560,0.9980244,8.989929,15.647867999999999,9.537377000000001,1.715511,11.574048,11.19168,15.280474662780762,10.453917,9.874199427590977,8.986163000000001,,28,0.112,12.21979,,,29.708484999999996,0.11,1.0610173,17.317572,10.525007,-98.56196,15.644507999999998,0.011,15.644507999999998
28,580,0.9980244,8.968815,15.612777,10.892094,1.9792213,11.484212,10.055731,15.594939470291138,11.686513,9.850783548576816,11.641189,,29,0.117,12.197215,,,35.169253999999995,0.11,1.2127329,17.769238,10.055731,-93.75908000000001,15.644507999999998,0.012,15.644507999999998
29,600,0.9980244,9.006074,15.578875,9.752384,1.2286378999999998,11.401607499999999,26.177073999999998,16.27576518058777,11.032119999999999,9.891066222584415,14.855756,,30,0.128,12.288291000000001,,,32.611022999999996,0.11,1.0870341000000001,26.54242,0.19303769,-89.348015,15.644507999999998,0.013,15.644507999999998
30,620,0.9980244,8.995451,15.546085,9.7077265,2.3958902,11.323989,7.301808,17.42851710319519,10.363989,9.87868884464352,16.125338,,31,0.118,12.407171,,,33.48537,0.11,1.0801733,13.976170999999999,6.0567317,-86.4304,15.644507999999998,0.012,15.644507999999998
31,640,0.9980244,9.002817,15.514337,8.811933,2.1684492000000004,11.251452,9.30144,18.08230829238892,9.537027,9.888879771522557,13.608166,,32,0.107,12.444883,,,31.334637,0.11,0.9792074000000001,14.450251999999999,8.586214,-85.41798,15.644507999999998,0.011,15.644507999999998
32,660,0.9980244,9.022163,15.483564999999999,14.302191,1.3876367,11.183898,36.857197,18.85780644416809,15.435291000000001,9.909329552078836,13.027745,,33,0.102,12.459711,,,52.348915000000005,0.11,1.5863308,37.725229999999996,36.857197,-83.93928000000001,15.644507999999998,0.01,15.644507999999998
33,680,0.9980244,9.010609,15.453711499999999,9.714146000000001,1.4971888,11.119977,23.526014,19.32474970817566,10.764336,9.896580418129822,17.904076,,34,0.098,12.625933999999999,,,36.632393,0.11,1.0774233,24.467451,5.0316186,-82.07511,15.644507999999998,0.01,15.644507999999998
34,700,0.9980244,9.021765,15.424725,8.232425,1.4948127,11.060029,17.334063,20.276952743530273,9.284284,9.909631898494656,11.241421,,35,0.091,12.583738,,,31.940790000000003,0.11,0.912594,21.367754,17.334063,-82.53808000000001,15.644507999999998,0.009,15.644507999999998
35,720,0.9980244,9.016191000000001,15.396552999999999,9.923195,2.067097,11.003255000000001,12.636562,21.192153692245483,10.683843,9.902256042964034,14.969493,,36,0.096,12.643948,,,39.6153,0.11,1.100425,19.164703,7.379148,-77.540115,15.644507999999998,0.01,15.644507999999998
36,740,0.9980244,9.024382000000001,15.369155,0.10994115,1.1127161,10.949772,0.40688014,22.13459587097168,1.522999,9.914236670346163,10.375969,,37,0.15,12.582535,,,0.45402384,0.11,0.012270913999999999,0.40803206,7.9838514e-08,-75.731346,15.644507999999998,0.015,15.644507999999998
37,760,0.9980244,8.946295,15.342486,10.197414,1.0432769,10.89705,41.474213,22.787059545516968,11.704523,9.825498544227221,15.7564,,38,0.145,12.640412,,,43.309597,0.11,1.1397263000000002,41.513042,41.474213,-71.512596,15.644507999999998,0.015,15.644507999999998
38,780,0.9980244,8.949554,15.316510999999998,10.826799000000001,1.5620604,10.847114,22.843353,23.601970195770264,11.833375,9.829270261193935,12.846708,,39,0.14,12.640523,,,47.17601,0.11,1.2096413000000001,30.201143,22.843353,-67.98108,15.644507999999998,0.014,15.644507999999998
39,800,0.9980244,8.949757,15.291193,10.663607,3.107095,10.79968,5.9312234,24.276159048080444,11.169652000000001,9.829567812019802,15.521714000000001,,40,0.111,12.712522,,,47.384743,0.11,1.1846186,15.250497,0.0073009264,-64.969505,15.644507999999998,0.011,15.644507999999998
40,820,0.9980244,9.004405,15.2665,9.683203,3.183621,10.755892999999999,5.5487223,25.012609243392944,10.177085,9.888891257954526,16.211731,,41,0.113,12.801039,,,44.122215000000004,0.11,1.0761516000000002,13.859129999999999,4.4871035,-62.495274,15.644507999999998,0.011,15.644507999999998
41,840,0.9980244,8.981691,15.242403,4.421168,1.7827796999999999,10.71365,8.91383,26.00649809837341,5.3031235,9.865045056972342,15.796910999999998,,42,0.09,12.873204,,,20.585532999999998,0.11,0.49013174,11.546874,0.0004196839599999999,-68.69355,15.644507999999998,0.009,15.644507999999998
42,860,0.9980244,9.033327,15.218872,8.714599,1.4209111,10.674572999999999,28.169987,26.796269178390503,9.821164999999999,9.92190937846681,-1.0809262,,43,0.088,12.53632,,,41.50155,0.11,0.9651523000000001,29.207703000000002,28.169987,-68.12701,15.644507999999998,0.009,15.644507999999998
43,880,0.9980244,9.036641,15.195882999999998,10.064048,1.5834017,10.637347,24.829021,27.80351495742798,11.057056,9.925560079885695,10.197896,,44,0.085,12.478867,,,49.02211,0.11,1.1141388,30.959996999999998,18.107342000000003,-68.26464,15.644507999999998,0.008,15.644507999999998
44,900,0.9980244,9.048326,15.17341,9.988789,1.833905,10.6020355,17.999117000000002,28.67451477050781,10.846157,9.93747794510125,9.228361999999999,,45,0.082,12.405257,,,49.73365,0.11,1.1051921999999998,27.118990000000004,15.501182,-67.85709,15.644507999999998,0.008,15.644507999999998
45,920,0.9980244,9.057795,15.151431,16.049785999999997,1.6546781000000004,10.568465,45.03117,29.45892453193665,17.000021,9.948722059508967,8.386931,,46,0.081,12.317216,,,81.58785999999999,0.11,1.7736491,49.307392,45.03117,-67.04424,15.644507999999998,0.008,15.644507999999998
46,940,0.9980244,9.048166,15.129925,16.232107,1.8435907,10.5361185,39.119358,30.758985757827762,17.084970000000002,9.938283625592453,13.235217,,47,0.079,12.345394,,,84.303604,0.11,1.7936936999999997,45.727940000000004,18.330013,-66.44711,15.644507999999998,0.008,15.644507999999998
47,960,0.9980244,9.036736,15.108870999999999,14.6782,1.6609156000000003,10.50488,43.222626,32.260045766830444,15.624866,9.924857957288566,12.907442999999999,,48,0.076,12.366925,,,77.84194000000001,0.11,1.6217071,46.866886,2.4756234,-66.70808000000001,15.644507999999998,0.008,15.644507999999998
48,980,0.9980244,9.047439,15.088251999999999,14.281101999999999,1.3194933,10.475138000000001,57.5381,33.92350578308105,15.47272,9.936889952747633,12.896645,,49,0.07,12.38411,,,77.28308,0.11,1.5772058,58.570269999999994,7.0462837,-69.85754399999999,15.644507999999998,0.007,15.644507999999998
49,1000,0.9980244,9.056002000000001,15.068048999999998,12.800394,1.6391095000000002,10.446753999999999,30.506977000000003,34.628504276275635,13.759654000000001,9.945936997979231,7.567767599999999,,50,0.067,12.2911215,,,70.67882,0.11,1.4135764,43.120255,29.879494,-70.58414,15.644507999999998,0.007,15.644507999999998
50,1020,0.9980244,9.066822,15.048245999999999,10.180848,3.3488366999999997,10.419697,6.465028299999999,35.0780291557312,10.650364,9.959668613013145,14.264423999999998,,51,0.108,12.3328285,,,57.662890000000004,0.11,1.1306448999999998,17.218782,3.865889e-08,-50.406096999999995,15.644507999999998,0.011,15.644507999999998
51,1040,0.9980244,9.013639,15.028829,9.599428999999999,3.5332475,10.392658,5.488797,35.486841678619385,10.044439,9.899624649455218,17.093729,,52,0.111,12.426060000000001,,,55.461456000000005,0.11,1.0665665000000002,15.697021,3.4303169999999996,-48.931999999999995,15.644507999999998,0.011,15.644507999999998
52,1060,0.9980244,8.995792,15.009781,10.203012,3.5723894,10.366302000000001,6.1919365,36.154116868972785,10.643147,9.881642125147394,13.386439000000001,,53,0.106,12.444804,,,60.03083,0.11,1.1326572,16.804111,3.6814742,-48.114838,15.644507999999998,0.011,15.644507999999998
53,1080,0.9980244,8.993385,14.991088000000001,8.645852,1.7059911,10.340877,23.761349,36.71235084533691,9.567505,9.87702193838882,15.355205999999999,2.7870365e-37,54,0.061,12.500456,,,51.52472,0.11,0.95416147,30.202219,2.3726943e-13,-71.311775,15.644507999999998,0.006,15.644507999999998
54,1100,0.9980244,9.064938,14.972739,10.553930000000001,2.0820336,10.317677999999999,19.542720000000003,37.465242624282844,11.309121000000001,9.95650753792122,14.442287,,55,0.064,12.532789999999999,,,64.06546,0.11,1.1648265,30.770618,10.116145,-66.67840600000001,15.644507999999998,0.006,15.644507999999998
55,1120,0.9980244,9.065216,14.954720499999999,11.948167,2.704952,10.295313,12.415937,37.97203230857849,12.529446,9.956093311315351,14.827826500000002,,56,0.07,12.574531,,,73.86614,0.11,1.3190382999999999,27.307745,9.613178999999999,-60.459454,15.644507999999998,0.007,15.644507999999998
56,1140,0.9980244,9.118447999999999,14.937021,9.561392,2.258609,10.274666999999999,18.808538000000002,38.612200498580926,10.257543,10.013700050035117,15.9151,4.1861182000000003e-38,57,0.063,12.637042,,,60.029068,0.11,1.0531416,26.577892,18.808538000000002,-64.94924,15.644507999999998,0.006,15.644507999999998
57,1160,0.9980244,9.067442,14.919629,10.022210000000001,2.4220507000000002,10.253852,15.400791,39.10264778137207,10.671384,9.959411164381642,12.940354,8.899752499999999e-38,58,0.062,12.641724,,,64.04471,0.11,1.1042191000000001,26.442348,15.108026500000001,-64.18785,15.644507999999998,0.006,15.644507999999998
58,1180,0.9980244,9.111636,14.9025345,5.2250986,2.0140634,10.234492999999999,8.427083,40.338273763656616,6.0057754999999995,10.005510339998246,15.516395000000001,3.3636991999999997,59,-0.118,12.690817,,,19.870739,0.11,0.3367922,9.865995,,-558.94556,15.644507999999998,-0.012,15.644507999999998
59,1200,0.9980244,15.517701999999998,14.941173999999998,8.554155999999999,2.4971945,10.322546,9.748867,41.43087649345397,9.183796000000001,17.211044775775616,2.2564537999999996,4.950446599999999,60,-0.113,12.50578,,,33.141740000000006,0.11,0.5523623000000001,13.271589,3.7929585,-531.85504,15.644507999999998,-0.011,15.644507999999998
60,1220,0.9988165999999999,15.820155999999999,15.003924,16.335619,3.1412952,10.412671000000001,10.125691,42.63569164276122,16.841776,17.523050220005324,7.7098393,7.398342599999999,61,-0.105,12.419583,,,64.38190999999999,0.11,1.0554411,20.49534,8.169167999999999,-492.21466,15.820155999999999,-0.011,15.820155999999999
61,1240,0.9988165999999999,15.368829999999999,15.1021385,13.755624,3.2942746,10.492609,7.919161999999999,44.168930530548096,14.238275,17.01280410402643,8.641276,2.3580427000000004,62,-0.08,12.358825,,,56.256040000000006,0.11,0.9073555,17.076912,0.14651792,-393.16193,15.820155999999999,-0.008,15.820155999999999
62,1260,0.9988165999999999,14.65161,15.123466,17.314957,3.700279,10.558625,6.285158,45.15920233726502,17.74465,16.23693405772331,16.881445000000003,4.524449,63,-0.087,12.428701,,,71.59668,0.11,1.1364551999999999,19.348995000000002,3.0096846,-410.68699999999995,15.820155999999999,-0.009,15.820155999999999
63,1280,0.9988165999999999,14.531642999999999,15.177073000000002,3.5288246,1.0371113,10.620703,13.770373999999999,46.06989502906799,5.0619154,16.136452522212615,13.772189000000001,0.0047233271999999995,64,-0.151,12.451252,,,14.28999,0.11,0.2232811,13.778647,8.4549165e-12,-635.5597,15.820155999999999,-0.015,15.820155999999999
64,1300,0.99949884,16.563187,15.161642,22.232992000000003,1.1128135000000001,10.712127,78.26469,46.936740398406975,23.728897,18.317052582499173,6.372865,0.0025133174,65,-0.153,12.345594,,,87.68115999999999,0.11,1.348941,78.79231999999999,78.26469,-634.01935,16.563187,-0.015,16.563187
65,1320,0.9995785,16.44824,15.146413,23.263912,1.5153762,10.799037,44.647934,47.34957957267761,24.362427,18.201333423019886,8.697583,0.0014713443,66,-0.155,12.28932,,,93.319664,0.11,1.4139343999999998,61.58185,44.647934,-631.0237,16.563187,-0.016,16.563187
66,1340,0.9995785,16.158217999999998,15.131397,22.380775,1.748248,10.8790245,36.259384000000004,48.11630988121033,23.332964,17.879619161040626,14.705004999999998,0.00056571513,67,-0.158,12.327069999999999,,,91.42183,0.11,1.3645048999999998,52.2934,18.290829000000002,-632.6665,16.563187,-0.016,16.563187
67,1360,0.9995785,16.281292,15.116591,21.61184,1.7924505000000002,10.958469000000001,36.623142,49.1734721660614,22.540546,18.01459601916337,14.268968,9.645663500000001e-05,68,-0.164,12.3576765,,,89.494286,0.11,1.3160924999999999,49.928455,9.238364,-642.29175,16.563187,-0.017,16.563187
68,1380,0.9995785,16.385403,15.101994,23.62195,1.9550965,11.037121,32.952296999999994,49.9139301776886,24.473398,18.12632359123384,13.933760999999999,1.6549158e-05,69,-0.169,12.3822,,,99.21718,0.11,1.4379301000000002,50.74797,26.709159999999997,-650.18884,16.563187,-0.017,16.563187
69,1400,0.9995785,16.490307,15.087604999999998,20.551771,1.9139817,11.115024,31.637884000000003,51.393763780593865,21.421509,18.235750311117986,14.535917000000001,7.2110106e-07,70,-0.178,12.416277000000001,,,87.4562,0.11,1.2493743,45.693333,4.7575936,-668.5658,16.563187,-0.018,16.563187
70,1420,0.9998268,16.466875,15.073421,23.458591000000002,1.9809833,11.190401,37.301014,53.023085832595825,24.298911999999998,18.21483075497752,6.706460000000001,4.735412e-08,71,-0.184,12.337062,,,101.18645,0.11,1.4251612,51.0789,37.301014,-680.8627,16.563187,-0.019,16.563187
71,1440,0.9998268,16.574806,15.059434,25.191813,2.1066804,11.265184,35.546776,53.99047160148621,25.98255,18.328876650588214,14.730054,4.9270152e-09,72,-0.19,12.373459,,,109.93567,0.11,1.5268843,52.184315000000005,35.546776,-687.92334,16.574806,-0.019,16.574806
72,1460,0.9998268,16.419968,15.045641,7.695691999999999e-18,8.544004,11.335797999999999,3.3434002000000005e-17,55.14920973777771,0.19497071,18.167041344130887,11.629694,,73,-0.457,12.367708,,,7.3000006e-09,0.11,4.6861793e-19,8.544004e-10,3.3434002000000005e-17,-1160.385,16.574806,-0.049,16.574806
73,1480,0.99988186,16.893210999999997,15.032035999999998,19.908117,1.0,11.410898,87.206665,56.26550316810608,21.60595,18.664809973598665,2.2297945,,74,-0.451,12.217288,,,87.206665,0.11,1.1784685,87.206665,87.206665,-1139.6589,16.893210999999997,-0.049,16.893210999999997
74,1500,0.99988186,17.030262,15.018612,21.081993,1.4116309999999999,11.485824000000001,49.442093,57.64439082145691,22.294495,18.80703281029805,14.537132999999999,,75,-0.443,12.245357,,,93.24141,0.11,1.2432188,66.05225,43.799316,-1117.5841,17.030262,-0.048,17.030262
75,1520,0.9999027,17.043173,15.005367000000001,21.128982999999998,1.6205829999999999,11.558948,45.675909999999995,58.97167944908142,22.18595,18.81943009277004,9.440044,,76,-0.422,12.208088,,,94.64615,0.11,1.245344,58.402527,16.562866,-1084.9474,17.043173,-0.045,17.043173
76,1540,0.9999027,17.04131,14.992295,26.29246,1.7950921999999998,11.630146,51.59094,59.83205270767212,27.246674,18.81693448877141,16.444597,,77,-0.415,12.263491,,,119.098206,0.11,1.5467298999999999,66.346565,51.59094,-1063.6776,17.043173,-0.044,17.043173
77,1560,0.99998623,16.977953,14.979392,28.268856,2.0350723000000004,11.698707,40.740159999999996,60.611117601394646,29.110547999999998,18.752587417596654,9.025011,,78,-0.41,12.225524,,,129.77036,0.11,1.6637224999999998,63.766953,40.740159999999996,-1044.6713,17.043173,-0.043,17.043173
78,1580,0.99998623,17.033009,14.966652999999999,24.871351,2.0880256,11.76623,36.196022,62.07180690765381,25.691696,18.809862383309053,11.047764,,79,-0.401,12.215800999999999,,,115.63021,0.11,1.4636736000000001,55.377777,5.477602,-1022.9898,17.043173,-0.042,17.043173
79,1600,0.99998623,17.130531,14.954073999999999,23.655054,2.0699026999999997,11.833283999999999,37.309196,63.213135957717896,24.486824,18.910692941862703,14.375373999999999,,80,-0.388,12.246205999999999,,,111.32883000000001,0.11,1.3916104,53.784572999999995,6.4665947,-995.86,17.130531,-0.041,17.130531
80,1620,0.99998623,17.005463,14.941651,22.295067,1.8834093999999997,11.897139,44.942703,64.15132117271422,23.209198,18.778975917006665,17.512634,,81,-0.353,12.3139,,,106.29780600000001,0.11,1.3123186000000002,56.439034,10.956472999999999,-941.10205,17.130531,-0.037,17.130531
81,1640,0.99998623,17.052374,14.929381,18.916006,2.8607354,11.960007000000001,13.675818,65.62254333496094,19.517838,18.828242636571925,14.332169,,82,-0.398,12.340096,,,91.15822,0.11,1.1116856000000002,31.865309000000003,12.171717,-982.0444,17.130531,-0.042,17.130531
82,1660,0.99999857,16.943447,14.91726,21.762832999999997,2.688776,12.020048,19.753614000000002,66.84641981124878,22.403154,18.717957436625554,12.832467,,83,-0.375,12.346617,,,106.24071,0.11,1.2800086000000002,39.512665000000005,11.607402,-945.5319,17.130531,-0.039,17.130531
83,1680,0.99999857,17.041916,14.905284,20.976589999999998,2.6327457,12.079832000000001,21.556015,68.70176744461061,21.630539000000002,18.818227548621003,16.576752,,84,-0.356,12.399186,,,103.61595,0.11,1.2335232,39.356613,12.033102,-910.388,17.130531,-0.037,17.130531
84,1700,0.99999857,17.016209,14.893448999999999,18.395023000000002,3.3796847000000003,12.137908,9.380707000000001,70.4713110923767,18.904444,18.791573708979254,14.695688,,85,-0.396,12.427881,,,91.90728,0.11,1.0812621,27.19404,7.6376696,-943.90845,17.130531,-0.042,17.130531
85,1720,0.99999857,17.13028,14.881753,21.244757,3.1246922,12.195957,14.839016,72.48366284370421,21.79575,18.908661962755968,15.664423000000001,,86,-0.365,12.465969,,,107.37065,0.11,1.2484959,34.361990000000006,7.907819,-899.9906599999999,17.130531,-0.038,17.130531
86,1740,0.99999857,17.055826,14.870192999999999,,9.327378999999999,12.251819,,74.0247049331665,0.1845838,18.83201752760491,12.85193,,87,-1.0,12.472487,,,8.7e-09,0.11,,9.327379e-10,,-1198.393,17.130531,-0.818,17.130531
87,1760,0.99999857,16.550688,14.858764,19.545753,1.0,12.300671000000001,103.92477,74.5054032802582,21.267437,18.26647736308529,15.187435,,88,-1.0,12.492041,,,103.92477,0.11,1.1809633,103.92477,103.92477,-1183.7592,17.130531,-0.806,17.130531
88,1780,0.99999857,16.564976,14.847464000000002,21.565285,1.4083256000000002,12.348583,63.26065,75.81947851181029,22.787788,18.28037944616684,13.90125,,89,-1.0,12.505465,,,115.91098999999998,0.11,1.3023707,82.304115,63.26065,-1169.7281,17.130531,-0.798,17.130531
89,1800,0.99999857,16.493559,14.83629,21.488058,1.6809710999999998,12.394638,51.602352,77.0706012248993,22.512278,18.205866138134986,14.589770999999999,,90,-1.0,12.528704,,,116.90105,0.11,1.2989005,69.543755,28.090196999999996,-1155.6686,17.130531,-0.785,17.130531
90,1820,0.99999857,16.739857,14.825241,22.802347,1.9089869,12.442389,46.37814,78.59903502464293,23.704231,18.464093721660927,13.888844,,91,-1.0,12.54449,,,125.04462,0.11,1.3741166999999999,65.50313,31.059109000000003,-1141.8231,17.130531,-0.771,17.130531
91,1840,0.99999857,16.648298,14.814312,22.824185999999997,1.9938575,12.488105000000001,48.9403,80.22920918464659,23.68768,18.365510523101086,15.860572,,92,-1.0,12.582427000000001,,,126.46413000000001,0.11,1.3746101,63.426865,16.691576,-1127.7758,17.130531,-0.749,17.130531
