,Iteration,LQGmu01,TimestepsSoFar,Bound,ReturnLastEpisode,TimeElapsed,DenMISELogLast,LQGsigma,IWMax,IWFirstEpisode,SqrtESSClassic,LQGmu1,ReturnMax,IWNorm2,MISE,IWMin,DenMISELogFirst,ReturnMean,IWMean,URet,ReturnMin,IWNorm1,DenMISEMeanLog,ReturnStepMax,IWLastEpisode,target_sum_log_mean,ReturnAbsMax
538,539,1.0,10780,8.578998,8.527158,2684.083293914795,13.327253,0.11,1.0018662,,23.173251999999998,1.0,15.807039999999999,23.216337,8.510442,,7.221786,8.539949,0.9981411,9.366519233415822,,537.99805,15.616679999999999,0.99233466,1.0018566,13.528699,15.807039999999999
539,540,1.0,10800,8.5790205,8.557311,2695.2680275440216,17.145720999999998,0.11,1.0018634,,23.194817999999998,1.0,15.807039999999999,23.237864000000002,8.510529,,7.219932000000001,8.539981,0.9981445,9.397353690569414,,538.99805,15.61951,0.99233466,1.0018518,13.5354,15.807039999999999
540,541,1.0,10820,8.578987,8.526405,2705.979500293732,17.293165,0.11,1.0018594,,23.216364000000002,1.0,15.807039999999999,23.259373,8.510558,,7.218082000000001,8.539956,0.99814796,9.365249771675074,,539.99805,15.6226,0.99233466,1.0018575,13.54235,15.807039999999999
541,542,1.0,10840,8.578983000000001,8.543368,2717.526336193085,13.715664000000002,0.11,1.0018556,,23.237892000000002,1.0,15.807039999999999,23.280857,8.510618,,7.216235,8.539963,0.99815136,9.388402536977225,,540.99805,15.619078,0.99233466,1.0018441999999999,13.542673,15.807039999999999
542,543,1.0,10860,8.578967,8.535434,2727.9627492427826,13.762619,0.11,1.0018528,,23.2594,1.0,15.807039999999999,23.302324,8.510665,,7.214392,8.539954,0.99815476,9.371409898417983,,541.99805,15.615654999999999,0.99233466,1.0018404,13.543082,15.807039999999999
543,544,1.0,10880,8.578925,8.522504,2739.736661911011,18.900723,0.11,1.0018489,,23.280886,1.0,15.807039999999999,23.32377,8.510686,,7.2125520000000005,8.539923,0.99815816,9.358637252883398,,542.99805,15.62169,0.99233466,1.0018365,13.552934,15.807039999999999
544,545,1.0,10900,8.57897,8.570032000000001,2751.073264360428,12.357258999999999,0.11,1.0018460999999999,,23.302353,1.0,15.807039999999999,23.345198,8.510794,,7.210716000000001,8.539978,0.99816155,9.412466201707813,,543.99805,15.615697,0.99233466,1.0018337,13.550744,15.807039999999999
545,546,1.0,10920,8.579014,8.568249,2760.7876284122467,20.081926,0.11,1.0018423,,23.323801,1.0,15.807039999999999,23.366608,8.5109005,,7.2088823,8.54003,0.998165,9.412041052440088,,544.9981,15.623873000000001,0.99233466,1.0018384,13.562709,15.807039999999999
546,547,1.0,10940,8.578953,8.511351,2771.543413639069,17.777414,0.11,1.0018394,,23.345226,1.0,15.807039999999999,23.387995,8.510900999999999,,7.2070527,8.539976,0.9981683000000001,9.348112012745869,,545.99805,15.627807,0.99233466,1.0018251,13.570417,15.807039999999999
547,548,1.0,10960,8.579004,8.5732975,2782.7699394226074,14.531076,0.11,1.0018356,,23.366634,1.0,15.807039999999999,23.409365,8.511016,,7.205226,8.540037,0.9981716,9.414141715881225,,546.99805,15.625805999999999,0.99233466,1.0018251,13.572173999999999,15.807039999999999
548,549,1.0,10980,8.57897,8.526375999999999,2793.090151786804,14.217676,0.11,1.0018327,,23.388021,1.0,15.807039999999999,23.430714000000002,8.511044,,7.203403,8.540011999999999,0.99817497,9.363410455835432,,547.99805,15.623235999999999,0.99233466,1.0018184,13.573353,15.807039999999999
549,550,1.0,11000,8.57895,8.5342455,2804.35471367836,16.22254,0.11,1.0018289,,23.40939,1.0,15.807039999999999,23.452045000000002,8.5110855,,7.201583,8.540002000000001,0.99817824,9.3724023260362,,548.99805,15.624322,0.99233466,1.0018213,13.578173000000001,15.807039999999999
550,551,1.0,11020,8.578928,8.533285000000001,2815.440883159637,19.499643,0.11,1.001826,,23.430738,1.0,15.807039999999999,23.473354,8.511125999999999,,7.199766599999999,8.539989,0.9981815999999999,9.370414765288768,,549.99805,15.631352,0.99233466,1.0018117,13.5889225,15.807039999999999
551,552,1.0,11040,8.57886,8.5073,2826.452516317368,14.796253,0.11,1.0018232,,23.452068,1.0,15.807039999999999,23.494646,8.511119,,7.197953,8.539931,0.99818486,9.341961653624145,,550.99805,15.629832999999998,0.99233466,1.0018194,13.591114000000001,15.807039999999999
552,553,1.0,11060,8.578872,8.551729,2837.88769197464,18.884186,0.11,1.0018194,,23.473385,1.0,15.807039999999999,23.515917,8.511192,,7.196142999999999,8.539952,0.9981884,9.391887884024582,,551.9981700000001,15.6357155,0.99233466,1.001806,13.600689000000001,15.807039999999999
553,554,1.0,11080,8.578808,8.508963,2849.740700244904,10.441154,0.11,1.0018155999999998,,23.494677,1.0,15.807039999999999,23.537169,8.511189,,7.194336999999999,8.539896,0.99819165,9.345178319615766,,552.9981700000001,15.626335999999998,0.99233466,1.0018117,13.594989000000002,15.807039999999999
554,555,1.0,11100,8.578777,8.528839,2859.40936088562,19.855404,0.11,1.0018127000000001,,23.515947,1.0,15.807039999999999,23.558401,8.51122,,7.192533,8.539877,0.9981948,9.368109901373415,,553.9981,15.633953,0.99233466,1.0018022,13.606272,15.807039999999999
555,556,1.0,11120,8.5786915,8.497264999999999,2872.0980184078217,7.2730393,0.11,1.0018098,,23.537195,1.0,15.807039999999999,23.579617000000002,8.511194999999999,,7.190733,8.539800999999999,0.9981979,9.328193112377829,,554.99805,15.618913000000001,0.99233466,1.0018055000000001,13.594885000000001,15.807039999999999
556,557,1.0,11140,8.578635,8.513512,2883.390266895294,16.852753,0.11,1.001806,,23.558429999999998,1.0,15.807039999999999,23.600811,8.5112,,7.188936,8.539752,0.99820113,9.351265916013515,,555.99805,15.621125,0.99233466,1.0017945,13.600736999999999,15.807039999999999
557,558,1.0,11160,8.578582,8.516264,2894.0025403499603,20.149510999999997,0.11,1.0018032,,23.579645000000003,1.0,15.807039999999999,23.621988,8.511208,,7.1871424,8.539710000000001,0.99820447,9.354461616319963,,556.9981,15.629237,0.99233466,1.0017984,13.612476000000001,15.807039999999999
558,559,1.0,11180,8.578566,8.535652,2904.7823650836945,15.855067000000002,0.11,1.0018003,,23.600839999999998,1.0,15.807039999999999,23.643145,8.511251,,7.185352000000001,8.539703,0.99820757,9.375829493182618,,557.99805,15.629636999999999,0.99233466,1.0017859,13.616491,15.807039999999999
559,560,1.0,11200,8.57841,8.457888,2915.3834285736084,11.821091000000001,0.11,1.0017965,,23.622019,1.0,15.807039999999999,23.664284,8.511156,,7.1835647,8.5395565,0.9982110000000001,9.291127256604927,,558.9981700000001,15.622834,0.99233466,1.0017868,13.613288,15.807039999999999
560,561,1.0,11220,8.578392,8.535414,2925.845398902893,16.451666,0.11,1.0017935,,23.643176999999998,1.0,15.807039999999999,23.685402,8.511199000000001,,7.1817803,8.53955,0.9982141999999999,9.377071599873473,,559.9981700000001,15.624308,0.99233466,1.0017886999999999,13.618351,15.807039999999999
561,562,1.0,11240,8.578307,8.496039999999999,2938.255396604538,13.286829999999998,0.11,1.0017905999999999,,23.66431,1.0,15.807039999999999,23.706505,8.511173,,7.179999400000001,8.539473,0.9982173000000001,9.333971344607619,,560.9981,15.620145,0.99233466,1.0017849,13.617764000000001,15.807039999999999
562,563,1.0,11260,8.578312,8.54829,2950.4557065963745,15.266603,0.11,1.0017868,,23.685432000000002,1.0,15.807039999999999,23.727587,8.511238,,7.178221700000001,8.539488,0.99822056,9.387906245848153,,561.9981700000001,15.619512,0.99233466,1.001783,13.620695999999999,15.807039999999999
563,564,1.0,11280,8.57822,8.49287,2960.2338573932648,19.483042,0.11,1.001784,,23.706528,1.0,15.807039999999999,23.748652,8.511207,,7.1764470000000005,8.539405,0.9982235,9.325662211444495,,562.99805,15.626361,0.99233466,1.0017810999999999,13.631094000000001,15.807039999999999
564,565,1.0,11300,8.578186,8.524889,2972.296158075333,20.216515,0.11,1.0017810999999999,,23.727617000000002,1.0,15.807039999999999,23.769693,8.511231,,7.1746755,8.539378999999998,0.9982268,9.364141091600096,,563.9981700000001,15.634482,0.99233466,1.0017697,13.642752999999999,15.807039999999999
565,566,1.0,11320,8.578144,8.521707000000001,2984.260357618332,14.466135000000001,0.11,1.0017773,,23.748677999999998,1.0,15.807039999999999,23.79072,8.51125,,7.172907400000001,8.539348,0.99823,9.356882119499595,,564.9981700000001,15.632416000000001,0.99233466,1.0017725,13.644210000000001,15.807039999999999
566,567,1.0,11340,8.578151,8.549261,2995.724898338318,16.894726000000002,0.11,1.0017744,,23.769724,1.0,15.807039999999999,23.811728,8.511315,,7.171142,8.539366000000001,0.9982331,9.388970035278984,,565.9981700000001,15.634638,0.99233466,1.0017678,13.649946,15.807039999999999
567,568,1.0,11360,8.5781975,8.570739999999999,3006.074220895767,14.498928,0.11,1.0017716,,23.790748999999998,1.0,15.807039999999999,23.832716,8.511421,,7.1693797,8.539421,0.99823624,9.41337221005902,,566.9981700000001,15.632635,0.99233466,1.0017639,13.6514435,15.807039999999999
568,569,1.0,11380,8.57815,8.517989,3018.607537746429,18.807116,0.11,1.0017687,,23.811756,1.0,15.807039999999999,23.853687,8.511432000000001,,7.1676210000000005,8.539384,0.99823934,9.353914131370884,,567.9981700000001,15.638212,0.99233466,1.0017639,13.660507,15.807039999999999
569,570,1.0,11400,8.578171000000001,8.556187,3029.769207715988,16.903627,0.11,1.0017658,,23.832747,1.0,15.807039999999999,23.874641,8.511512,,7.165864999999999,8.5394125,0.9982426,9.395971624047824,,568.9983,15.640429500000002,0.99233466,1.0017601,13.6662,15.807039999999999
570,571,1.0,11420,8.578147,8.53099,3043.949236631393,17.10856,0.11,1.001762,,23.853714,1.0,15.807039999999999,23.895573000000002,8.511546000000001,,7.164111999999999,8.539397,0.9982455,9.369922424980864,,569.9981700000001,15.642995999999998,0.99233466,1.0017506,13.672232000000001,15.807039999999999
571,572,1.0,11440,8.578202000000001,8.577106,3055.359483480453,13.823526999999999,0.11,1.0017592,,23.874668,1.0,15.807039999999999,23.916489000000002,8.511661,,7.162362599999999,8.539464,0.99824864,9.417404196648699,,570.9982,15.639812,0.99233466,1.0017458000000001,13.6725,15.807039999999999
572,573,1.0,11460,8.578147999999999,8.513626,3066.086819648743,13.567157,0.11,1.0017563,,23.895601,1.0,15.807039999999999,23.937386,8.511664,,7.160615400000001,8.539419,0.99825174,9.347708606187318,,571.9982,15.63619,0.99233466,1.0017534,13.672319,15.807039999999999
573,574,1.0,11480,8.578064999999999,8.497631,3078.464043855667,18.568193,0.11,1.0017534,,23.916512,1.0,15.807039999999999,23.958267000000003,8.51164,,7.158872,8.539347,0.99825466,9.334060470088557,,572.9981700000001,15.641295000000001,0.99233466,1.001741,13.680851,15.807039999999999
574,575,1.0,11500,8.57801,8.513208,3090.331731796265,16.909998,0.11,1.0017506,,23.937412,1.0,15.807039999999999,23.979128,8.511642,,7.157131,8.5393,0.9982578999999999,9.350335721565184,,573.9983,15.643498000000001,0.99233466,1.0017486999999998,13.686470000000002,15.807039999999999
575,576,1.0,11520,8.577958,8.515307,3102.161334991455,20.178082999999997,0.11,1.0017468,,23.958289999999998,1.0,15.807039999999999,23.999968,8.511648,,7.1553936,8.539259,0.99826074,9.353864526187618,,574.9981700000001,15.651369,0.99233466,1.0017315,13.697742000000002,15.807039999999999
576,577,1.0,11540,8.578012,8.575961,3112.9268820285797,18.331192,0.11,1.0017449,,23.979153,1.0,15.807039999999999,24.020794,8.511761,,7.153658999999999,8.539323,0.99826396,9.419558706907882,,575.9983,15.65601,0.99233466,1.0017296,13.705776,15.807039999999999
577,578,1.0,11560,8.578052,8.567905,3124.815184354782,18.350668,0.11,1.001741,,23.999994,1.0,15.807039999999999,24.0416,8.511857000000001,,7.151927499999999,8.5393715,0.9982668,9.411113041256607,,576.9982,15.660670000000001,0.99233466,1.0017257,13.713816,15.807039999999999
578,579,1.0,11580,8.578052,8.544235,3136.320168495178,13.731347,0.11,1.0017382,,24.020813,1.0,15.807039999999999,24.06239,8.511913999999999,,7.150199000000001,8.539381,0.99826974,9.387032533634779,,577.9981700000001,15.657334,0.99233466,1.0017353,13.713849,15.807039999999999
579,580,1.0,11600,8.578023,8.529143,3147.7447543144226,18.457125,0.11,1.0017353,,24.041624,1.0,15.807039999999999,24.083157999999997,8.511942999999999,,7.148473299999999,8.539363,0.99827284,9.368655691526335,,578.9982,15.66216,0.99233466,1.0017200000000002,13.722029999999998,15.807039999999999
580,581,1.0,11620,8.578035,8.552988000000001,3159.0495386123657,19.580065,0.11,1.0017325000000001,,24.062412,1.0,15.807039999999999,24.10391,8.5120125,,7.1467505000000005,8.539386,0.99827576,9.394943020770066,,579.9982,15.6689,0.99233466,1.0017257,13.732116,15.807039999999999
581,582,1.0,11640,8.578008,8.528397,3171.916069507599,17.170462,0.11,1.0017296,,24.083183,1.0,15.807039999999999,24.124645,8.512042,,7.1450309999999995,8.539367,0.99827874,9.365185278037107,,580.9982,15.671475,0.99233466,1.0017200000000002,13.738026999999999,15.807039999999999
582,583,1.0,11660,8.578,8.5408,3183.451543092728,10.87519,0.11,1.0017266,,24.103931,1.0,15.807039999999999,24.145364999999998,8.512091,,7.1433144,8.53937,0.9982816999999999,9.384900083504693,,581.9982,15.663245000000002,0.99233466,1.0017141999999999,13.733120000000001,15.807039999999999
583,584,1.0,11680,8.578002,8.5458,3194.9611287117004,15.549463000000001,0.11,1.0017238000000002,,24.124666,1.0,15.807039999999999,24.166063,8.51215,,7.1416,8.539381,0.99828464,9.384902091782747,,582.9982,15.663048999999999,0.99233466,1.0017171,13.736232999999999,15.807039999999999
584,585,1.0,11700,8.577908500000001,8.490589,3207.34313416481,16.814335,0.11,1.0017200000000002,,24.14539,1.0,15.807039999999999,24.18674,8.512113000000001,,7.139889200000001,8.539297999999999,0.9982877,9.323800858846115,,583.9983,15.665014000000001,0.99233466,1.0017141999999999,13.741497,15.807039999999999
585,586,1.0,11720,8.577912,8.5478,3219.2641863822937,17.865297,0.11,1.001718,,24.16609,1.0,15.807039999999999,24.207403,8.512172999999999,,7.1381817,8.539311999999999,0.9982905999999999,9.386449143506061,,584.9983,15.668764999999999,0.99233466,1.0017085,13.748536999999999,15.807039999999999
586,587,1.0,11740,8.577822,8.491622999999999,3231.6018958091736,14.201473000000002,0.11,1.0017141999999999,,24.186768,1.0,15.807039999999999,24.22805,8.512138,,7.1364765,8.53923,0.9982934000000001,9.324919411863359,,585.9982,15.6662655,0.99233466,1.0017114,13.749310999999999,15.807039999999999
587,588,1.0,11760,8.577812,8.540066,3243.160257339477,13.676547,0.11,1.0017122999999999,,24.207435999999998,1.0,15.807039999999999,24.248676,8.512185,,7.134774,8.539232,0.99829644,9.380755836774467,,586.9983,15.662878,0.99233466,1.001698,13.749189999999999,15.807039999999999
588,589,1.0,11780,8.577760000000001,8.513321000000001,3255.6747217178345,9.580625,0.11,1.0017085,,24.22808,1.0,15.807039999999999,24.269289,8.512188,,7.133075,8.539188000000001,0.9982993,9.353398184926057,,587.9983,15.65255,0.99233466,1.0017047,13.742116000000001,15.807039999999999
589,590,1.0,11800,8.577696000000001,8.507518,3266.6601645946503,16.362535,0.11,1.0017066,,24.24871,1.0,15.807039999999999,24.28988,8.51218,,7.1313787,8.539133999999999,0.99830216,9.341006923487749,,588.9983,15.653749,0.99233466,1.0016931999999998,13.74656,15.807039999999999
590,591,1.0,11820,8.577597,8.48674,3279.0412817001343,14.495707999999999,0.11,1.0017028000000001,,24.269320999999998,1.0,15.807039999999999,24.310457,8.512136,,7.1296854000000005,8.539046,0.9983051,9.321407127582935,,589.9983,15.651785,0.99233466,1.0017028000000001,13.747829999999999,15.807039999999999
591,592,1.0,11840,8.577575999999999,8.532618,3292.155858755112,16.861326000000002,0.11,1.0017009,,24.28991,1.0,15.807039999999999,24.331018,8.512172,,7.127994500000001,8.539035,0.9983078000000001,9.369126414810454,,590.9982,15.653827,0.99233466,1.0016971,13.753093,15.807039999999999
592,593,1.0,11860,8.577537,8.522938,3303.2873396873474,18.007883,0.11,1.0016971,,24.310492,1.0,15.807039999999999,24.351558999999998,8.512188,,7.126307000000001,8.539008,0.99831086,9.362176818233737,,591.99835,15.657791,0.99233466,1.0016875,13.760271,15.807039999999999
593,594,1.0,11880,8.577489,8.514919,3315.1678988933563,17.653933,0.11,1.0016952,,24.331047,1.0,15.807039999999999,24.372082000000002,8.512195,,7.1246220000000005,8.538967,0.9983136,9.349782267655195,,592.9983,15.661148999999998,0.99233466,1.0016799,13.766829000000001,15.807039999999999
594,595,1.0,11900,8.577461,8.528444,3326.775077819824,17.825083,0.11,1.0016913,,24.351587,1.0,15.807039999999999,24.39259,8.512222,,7.12294,8.538949,0.99831647,9.366196318321453,,593.9983,15.664784,0.99233466,1.0016799,13.773651000000001,15.807039999999999
595,596,1.0,11920,8.577442999999999,8.534614999999999,3338.883526325226,16.6421,0.11,1.0016894,,24.372111999999998,1.0,15.807039999999999,24.413078,8.5122595,,7.1212606,8.538943,0.99831927,9.372327369490076,,594.9983,15.66642,0.99233466,1.0016818,13.778468,15.807039999999999
596,597,1.0,11940,8.577371000000001,8.501599,3349.540716171265,14.201978,0.11,1.0016866,,24.39262,1.0,15.807039999999999,24.43355,8.512241,,7.119584,8.538879,0.99832207,9.337770453190727,,595.9983,15.663966,0.99233466,1.0016809000000002,13.779179999999998,15.807039999999999
597,598,1.0,11960,8.577386,8.554494,3361.201373577118,17.184359,0.11,1.0016836999999998,,24.413118,1.0,15.807039999999999,24.454,8.512312,,7.1179104,8.538905999999999,0.9983251,9.393373451249651,,596.9984,15.666506,0.99233466,1.0016704,13.784877,15.807039999999999
598,599,1.0,11980,8.577278,8.479519,3372.6049585342407,15.557382999999998,0.11,1.0016809000000002,,24.433586,1.0,15.807039999999999,24.474442,8.512259,,7.116239500000001,8.538807,0.9983278,9.3113375916218,,597.99835,15.666321,0.99233466,1.0016732,13.78784,15.807039999999999
599,600,1.0,12000,8.577258,8.533066,3385.529836654663,15.500588,0.11,1.001678,,24.45404,1.0,15.807039999999999,24.49486,8.512293,,7.1145716,8.538797,0.9983305,9.37171098107108,,598.9983,15.666041,0.99233466,1.0016732,13.790695999999999,15.807039999999999
600,601,1.0,12020,8.577202,8.5108795,3396.016648769379,16.902353,0.11,1.0016761,,24.474483,1.0,15.807039999999999,24.515263,8.512291000000001,,7.1129065,8.538751,0.99833345,9.347779351366027,,599.9984,15.668095999999998,0.99233466,1.0016627,13.795876000000002,15.807039999999999
601,602,1.0,12040,8.577278999999999,8.591553,3409.3095438480377,16.545008,0.11,1.0016723,,24.494905,1.0,15.807039999999999,24.53565,8.512422,,7.1112437,8.538837,0.99833626,9.43478546279724,,600.9984,15.669549,0.99233466,1.001657,13.800445999999999,15.807039999999999
602,603,1.0,12060,8.577270500000001,8.540201,3422.327700853348,19.507282,0.11,1.0016704,,24.515303,1.0,15.807039999999999,24.55602,8.512467,,7.109584299999999,8.538839999999999,0.9983388000000001,9.380507126381206,,601.9983,15.675911,0.99233466,1.0016646,13.809911999999999,15.807039999999999
603,604,1.0,12080,8.577249,8.531206,3433.718498468399,14.368741,0.11,1.0016665,,24.535694,1.0,15.807039999999999,24.576372,8.5125,,7.1079273,8.538828,0.9983415999999999,9.370247972735234,,602.99835,15.673744000000001,0.99233466,1.0016512,13.810842000000001,15.807039999999999
604,605,1.0,12100,8.577152,8.487164,3446.0219860076904,14.273769,0.11,1.0016646,,24.556063,1.0,15.807039999999999,24.596708,8.512457000000001,,7.1062727,8.538742,0.9983443000000001,9.321639214488316,,603.9983,15.671426,0.99233466,1.001654,13.811608999999999,15.807039999999999
605,606,1.0,12120,8.577147,8.541573,3458.1614429950714,20.014814,0.11,1.0016618,,24.576414,1.0,15.807039999999999,24.61703,8.512505,,7.104621400000001,8.538747,0.99834704,9.381300214233722,,604.9983,15.678592000000002,0.99233466,1.0016474,13.821847,15.807039999999999
606,607,1.0,12140,8.577153,8.548645,3469.784250736237,21.608532,0.11,1.0016589,,24.596752,1.0,15.807039999999999,24.637332999999998,8.512564999999999,,7.102972500000001,8.538763000000001,0.99834985,9.388067155599057,,605.99835,15.688359,0.99233466,1.0016531,13.834678,15.807039999999999
607,608,1.0,12160,8.577174000000001,8.558011,3482.6505496501923,8.512041,0.11,1.001657,,24.617067000000002,1.0,15.807039999999999,24.657618,8.512639,,7.1013265,8.538795,0.99835235,9.402011541538554,,606.9982,15.676552,0.99233466,1.0016474,13.825926,15.807039999999999
608,609,1.0,12180,8.577209,8.565992999999999,3495.7405519485474,18.695278,0.11,1.0016531,,24.637375,1.0,15.807039999999999,24.677889,8.512728,,7.099683,8.538839,0.9983553,9.408261599305126,,607.9984,15.681507,0.99233466,1.0016378000000001,13.833925,15.807039999999999
609,610,1.0,12200,8.577228999999999,8.556583,3508.1766295433044,12.663138,0.11,1.0016512,,24.65766,1.0,15.807039999999999,24.698141,8.512799000000001,,7.0980425,8.538869,0.99835795,9.398246190461382,,608.99835,15.676557999999998,0.99233466,1.0016464,13.832007999999998,15.807039999999999
610,611,1.0,12220,8.577187,8.520105000000001,3519.4644215106964,12.424565,0.11,1.0016474,,24.677927,1.0,15.807039999999999,24.718376,8.512811,,7.0964046000000005,8.538838,0.9983605,9.360692275315657,,609.9983,15.671231,0.99233466,1.0016369,13.829707,15.807039999999999
611,612,1.0,12240,8.577154,8.52472,3531.5735993385315,19.35512,0.11,1.0016454,,24.698183,1.0,15.807039999999999,24.738595999999998,8.512831,,7.094769,8.5388155,0.9983633,9.363371375423153,,610.99835,15.677245999999998,0.99233466,1.0016397,13.838739000000002,15.807039999999999
612,613,1.0,12260,8.577086,8.503404,3543.226983547211,16.42645,0.11,1.0016435,,24.718418,1.0,15.807039999999999,24.758802,8.512815,,7.093136299999999,8.538757,0.9983661,9.340090256225883,,611.9984,15.678467000000001,0.99233466,1.0016397,13.842963000000001,15.807039999999999
613,614,1.0,12280,8.577094,8.549953,3555.740293264389,15.758856,0.11,1.0016397,,24.738636,1.0,15.807039999999999,24.778988000000002,8.512876,,7.0915065,8.538775999999999,0.9983687,9.392789611919506,,612.99835,15.678595000000001,0.99233466,1.0016359000000001,13.846086499999998,15.807039999999999
614,615,1.0,12300,8.577119999999999,8.560574,3567.341719388962,19.25516,0.11,1.0016378000000001,,24.758839000000002,1.0,15.807039999999999,24.79916,8.512953999999999,,7.089878999999999,8.538812,0.9983714,9.401453629006662,,613.9984,15.684407,0.99233466,1.0016321,13.854884,15.807039999999999
615,616,1.0,12320,8.577163,8.571259,3579.78897023201,16.584194,0.11,1.001635,,24.779026,1.0,15.807039999999999,24.819313,8.513049,,7.0882545,8.538864,0.99837404,9.413534107788564,,614.9984,15.685867000000002,0.99233466,1.0016245000000001,13.859318,15.807039999999999
616,617,1.0,12340,8.57719,8.562656,3592.612507820129,16.097994,0.11,1.0016321,,24.799194,1.0,15.807039999999999,24.83945,8.513129,,7.086632300000001,8.538902,0.9983766,9.407806143104931,,615.99835,15.686531,0.99233466,1.0016167999999999,13.862948000000001,15.807039999999999
617,618,1.0,12360,8.577182,8.539508,3604.489629983902,18.78298,0.11,1.0016302,,24.819351,1.0,15.807039999999999,24.859571,8.513172,,7.085013000000001,8.538903,0.9983793,9.377864416362662,,616.9984,15.691539,0.99233466,1.0016264000000001,13.870911999999999,15.807039999999999
618,619,1.0,12380,8.577169999999999,8.538617,3618.5000851154327,19.44033,0.11,1.0016264000000001,,24.839487,1.0,15.807039999999999,24.879676999999997,8.513213,,7.0833960000000005,8.538903,0.9983818999999999,9.374634497566555,,617.9984,15.697592000000002,0.99233466,1.0016187,13.879910999999998,15.807039999999999
619,620,1.0,12400,8.577088999999999,8.494788,3630.7658562660217,17.270567,0.11,1.0016245000000001,,24.859607999999998,1.0,15.807039999999999,24.899765,8.513183999999999,,7.0817820000000005,8.538832000000001,0.99838454,9.327613565044187,,618.9984,15.700128,0.99233466,1.0016167999999999,13.885383,15.807039999999999
620,621,1.0,12420,8.577036999999999,8.512909,3644.487312316895,18.923733,0.11,1.0016226000000001,,24.879713,1.0,15.807039999999999,24.919838000000002,8.513183,,7.08017,8.538789999999999,0.99838716,9.347773144903623,,619.9984,15.7053175,0.99233466,1.0016187,13.893498999999998,15.807039999999999
621,622,1.0,12440,8.577003,8.523975,3657.324445009232,16.560316,0.11,1.0016187,,24.8998,1.0,15.807039999999999,24.939896,8.5132,,7.0785613,8.538766,0.9983896999999999,9.363080220528351,,620.9984,15.706686999999999,0.99233466,1.0016054,13.897789000000001,15.807039999999999
622,623,1.0,12460,8.576989999999999,8.537222,3670.25283741951,19.960707,0.11,1.0016167999999999,,24.919872,1.0,15.807039999999999,24.959936,8.513239,,7.076955,8.538763000000001,0.99839234,9.376971058622022,,621.9984,15.713514000000002,0.99233466,1.0016035,13.907523999999999,15.807039999999999
623,624,1.0,12480,8.576955,8.523283000000001,3682.501540184021,13.837997,0.11,1.0016148999999999,,24.93993,1.0,15.807039999999999,24.979958,8.513255000000001,,7.0753508,8.538738,0.9983949000000001,9.362150331345068,,622.9984,15.7105055,0.99233466,1.0016025,13.907414000000001,15.807039999999999
624,625,1.0,12500,8.576862,8.487307000000001,3695.429518938065,17.291233,0.11,1.0016110999999999,,24.959969,1.0,15.807039999999999,24.999968,8.513214,,7.0737495,8.538656,0.99839747,9.323911806361409,,623.9984,15.713030999999999,0.99233466,1.0016091999999999,13.912831,15.807039999999999
625,626,1.0,12520,8.57686,8.543467999999999,3708.057801246643,18.018755,0.11,1.0016091999999999,,24.979992000000003,1.0,15.807039999999999,25.01996,8.513263,,7.072151,8.538664,0.99840003,9.382220648355746,,624.9984,15.716713,0.99233466,1.001592,13.919393,15.807039999999999
626,627,1.0,12540,8.576794999999999,8.503986,3720.5988545417786,19.273335,0.11,1.0016073,,25.000002,1.0,15.807039999999999,25.039934,8.5132475,,7.070554700000001,8.5386095,0.9984026,9.338010472730266,,625.9984,15.722382999999999,0.99233466,1.0015901,13.927934,15.807039999999999
627,628,1.0,12560,8.576711999999999,8.493752,3732.096879959105,14.6343355,0.11,1.0016035,,25.019995,1.0,15.807039999999999,25.059895,8.513216,,7.068961,8.538537,0.9984050999999999,9.327087665814288,,626.9984,15.720647,0.99233466,1.0015949,13.929063000000001,15.807039999999999
628,629,1.0,12580,8.576706,8.5407715,3745.321323394776,15.359627,0.11,1.0016015999999999,,25.039967,1.0,15.807039999999999,25.079842000000003,8.513261,,7.0673699999999995,8.538541,0.99840766,9.379045182807364,,627.9984,15.720070000000002,0.99233466,1.0015959,13.931339000000001,15.807039999999999
629,630,1.0,12600,8.576642999999999,8.506131,3756.4262816905975,14.485586999999999,0.11,1.0015996999999999,,25.059929,1.0,15.807039999999999,25.099768,8.513247999999999,,7.065781599999999,8.538489,0.99841017,9.344494326818731,,628.9984,15.718107999999999,0.99233466,1.0015863,13.932220000000001,15.807039999999999
630,631,1.0,12620,8.576653,8.550206,3768.312550783157,13.746172,0.11,1.0015959,,25.079872,1.0,15.807039999999999,25.119682,8.513309,,7.064195599999999,8.538508,0.9984127,9.38762460559992,,629.9984,15.714981,0.99233466,1.0015844,13.931929,15.807039999999999
631,632,1.0,12640,8.576732000000002,8.594748,3780.8363678455353,12.5061865,0.11,1.001594,,25.099806,1.0,15.807039999999999,25.139578,8.513437,,7.062612,8.538597,0.9984154000000001,9.438448486320778,,630.99854,15.709902,0.99233466,1.0015795,13.929675,15.807039999999999
632,633,1.0,12660,8.57675,8.557929,3793.945703268051,20.023355,0.11,1.001592,,25.119715,1.0,15.807039999999999,25.159457999999997,8.513506,,7.061031,8.538628,0.99841774,9.39986643107089,,631.9984,15.716714999999999,0.99233466,1.0015786,13.939305,15.807039999999999
