,ReturnMin,TimestepsSoFar,IWNorm1,TimeElapsed,ReturnMax,ReturnStepMax,URet,DenMISELogFirst,IWFirstEpisode,IWMax,IWMin,LQGmu01,ReturnLastEpisode,IWMean,LQGsigma,target_sum_log_mean,ReturnAbsMax,MISE,IWLastEpisode,SqrtESSClassic,Iteration,ReturnMean,Bound,DenMISELogLast,DenMISEMeanLog,LQGmu1,IWNorm2
41,,840,40.975609999999996,26.06171751022339,15.644507999999998,0.99262077,9.333537650710463,13.3643465,,1.024391,,0.995,8.4973755,0.9756097,0.11,-13.768407,15.644507999999998,8.327355,1.0243901,6.324555999999999,42,8.707966,13.274582999999998,17.122648,14.577067000000001,1.0,6.4788120000000005
42,,860,41.976196,26.81954288482666,15.644507999999998,0.99262077,9.401563533616564,13.3408165,,1.02381,,0.995,8.560396,0.9761905999999999,0.11,-13.372057999999999,15.644507999999998,8.332906,1.0238093000000001,6.403124299999999,43,8.704535,13.219429000000002,3.2510955000000004,14.313104999999998,1.0,6.5555806
43,,880,42.976738,27.645172119140625,15.644507999999998,0.99262077,9.384054868593424,13.317827,,1.0232565,,0.995,8.5429325,0.97674406,0.11,-12.7752905,15.644507999999998,8.337788,1.0232556000000002,6.4807405,44,8.700861,13.165789000000002,12.862646,14.279599,1.0,6.631455
44,,900,43.977272,28.18155026435852,15.644507999999998,0.99262077,9.374814844568274,13.295354000000001,,1.0227287,,0.995,8.537974,0.9772726999999999,0.11,-12.227346,15.644507999999998,8.342338,1.0227277,6.5574392999999995,45,8.697241,13.113868,11.859652,14.225306,1.0,6.7064705
45,,920,44.977776,28.84535765647888,15.644507999999998,0.99262077,9.436309482662956,13.2733755,,1.0222235999999998,,0.995,8.590516000000001,0.9777777,0.11,-11.708305000000001,15.644507999999998,8.347854,1.0222226,6.6332493,46,8.6949215,13.06485,11.626614,14.168319,1.0,6.780655
46,,940,45.97826,29.523830890655518,15.644507999999998,0.99262077,9.39048233941642,13.251869000000001,,1.0217402,,0.995,8.548866,0.9782609,0.11,-11.120049,15.644507999999998,8.352223,1.0217392,6.708203999999999,47,8.691813,13.016515,15.9182625,14.205078,1.0,6.8540344
47,,960,46.97872,30.3412823677063,15.644507999999998,0.99262077,9.333862912526774,13.230816,,1.0212774,,0.995,8.499830000000001,0.97872335,0.11,-10.5903845,15.644507999999998,8.355364999999999,1.0212765,6.7823305,48,8.687814,12.9686775,14.282820000000001,14.206245000000001,1.0,6.926634299999999
48,,980,47.97917,31.13231897354126,15.644507999999998,0.99262077,9.36713083874749,13.2101965,,1.0208344,,0.995,8.528855,0.97916675,0.11,-10.06363,15.644507999999998,8.358979,1.0208335,6.8556547000000005,49,8.684569999999999,12.922951,15.199959,14.226091,1.0,6.9984813
49,,1000,48.97959,31.75257515907288,15.644507999999998,0.99262077,9.379809226594322,13.189994,,1.0204091,,0.995,8.541707,0.97959185,0.11,-9.648567,15.644507999999998,8.362707,1.020408,6.928203599999999,50,8.681713,12.878886999999999,10.669338,14.154539999999999,1.0,7.069595
50,,1020,49.98,32.29047250747681,15.644507999999998,0.99262077,9.383412381175358,13.170191,,1.0200014000000002,,0.995,8.540914,0.98,0.11,-9.115909,15.644507999999998,8.366272,1.0199995000000002,6.9999994999999995,51,8.678951,12.836132000000001,17.497206,14.219682999999998,1.0,7.1400003
51,,1040,50.980391999999995,33.061586380004876,15.644507999999998,0.99262077,9.384827436190339,13.150773000000001,,1.0196085,,0.995,8.544851,0.98039216,0.11,-8.557310000000001,15.644507999999998,8.369775,1.0196085,7.0710679999999995,52,8.676373,12.79471,19.911776,14.32876,1.0,7.2097163
52,,1060,51.980774,34.02924585342407,15.644507999999998,0.99262077,9.366079990328231,13.131723999999998,,1.0192313,,0.995,8.524704,0.98076934,0.11,-8.11287,15.644507999999998,8.372753,1.0192302,7.141429,53,8.6735115,12.754091,14.978944,14.340659,1.0,7.278764
53,,1080,52.98113299999999,34.667142391204834,15.644507999999998,0.99262077,9.329923537566,13.113032,,1.0188688,,0.995,8.496108999999999,0.9811321,0.11,-7.662876600000001,15.644507999999998,8.37508,1.0188679,7.211103,54,8.670226,12.714086,16.16808,14.374144,1.0,7.347161
54,,1100,53.981472,35.40979528427124,15.644507999999998,0.99262077,9.336618877302008,13.094683999999999,,1.01852,,0.995,8.501425999999999,0.9814813,0.11,-7.2378993000000005,15.644507999999998,8.377419,1.018519,7.2801089999999995,55,8.667157000000001,12.675297,15.692533,14.397772,1.0,7.4149265
55,,1120,54.98181999999999,36.06733155250549,15.644507999999998,0.99262077,9.324225003115602,13.076665,,1.018183,,0.995,8.489903,0.9818181999999999,0.11,-6.81763,15.644507999999998,8.379466,1.018182,7.3484693,56,8.663992,12.637362,16.27921,14.431039000000002,1.0,7.482078
56,,1140,55.982147,36.76732611656189,15.644507999999998,0.99262077,9.421009687921641,13.058966,,1.0178578,,0.995,8.578444500000002,0.9821429,0.11,-6.391584,15.644507999999998,8.38302,1.0178578,7.416198,57,8.662491000000001,12.602031,17.449251,14.483670000000002,1.0,7.5486320000000005
57,,1160,56.982452,37.73391151428223,15.644507999999998,0.99262077,9.388208931962184,13.041574,,1.0175452,,0.995,8.5468445,0.9824560999999999,0.11,-6.017251,15.644507999999998,8.385892,1.0175433,7.4833145000000005,58,8.660498,12.567062,15.302344,14.497478,1.0,7.6146006999999996
58,,1180,57.982758,38.349846363067634,15.644507999999998,0.99262077,9.397404396967199,13.024479,,1.0172425999999999,,0.995,8.557134,0.9827585999999999,0.11,-5.6094193,15.644507999999998,8.388845,1.0172425999999999,7.5498343,59,8.658745,12.533176,18.02768,14.557015,1.0,7.680003999999999
59,,1200,58.983059999999995,38.75749516487122,15.644507999999998,0.99262077,9.37703084448774,13.007672,,1.0169496999999998,,0.995,8.539889,0.983051,0.11,-5.235773,15.644507999999998,8.391406,1.0169476,7.615773,60,8.656764,12.499855,16.79254,14.593986,1.0,7.744855
60,,1220,59.98333,39.42095184326172,15.644507999999998,0.99262077,9.390521301309187,12.991142,,1.0166684000000001,,0.995,8.550642,0.9833333000000001,0.11,-4.9733863,15.644507999999998,8.394059,1.0166664,7.681146000000001,61,8.655025,12.467542,10.753288000000001,14.530745499999998,1.0,7.809164
61,,1240,60.98360400000001,40.41379737854004,15.644507999999998,0.99262077,9.392933666387963,12.974882000000001,,1.0163950000000002,,0.995,8.550971,0.9836065,0.11,-4.7070723,15.644507999999998,8.39663,1.0163931000000002,7.745967,62,8.653346,12.436026,11.521833,14.481945000000001,1.0,7.872949
62,,1260,61.983880000000006,41.07589864730835,15.644507999999998,0.99262077,9.325830949569248,12.958881,,1.0161295,,0.995,8.490867,0.9838710999999999,0.11,-4.3378468,15.644507999999998,8.398152,1.0161295,7.8102503,63,8.650766,12.404301,18.538162,14.54607,1.0,7.936222
63,,1280,62.984145999999996,41.751636028289795,15.644507999999998,0.99262077,9.312396454947985,12.943133,,1.0158737,,0.995,8.4779415,0.9841273000000001,0.11,-4.0330580000000005,15.644507999999998,8.39942,1.0158726999999999,7.8740087,64,8.648066499999999,12.373128999999999,15.152859,14.555299,1.0,7.998994000000001
64,,1300,63.984390000000005,42.537306547164924,15.644507999999998,0.99262077,9.401882881150154,12.927629,,1.0156257,,0.995,8.563143,0.98437524,0.11,-3.8363318,15.644507999999998,8.401978,1.0156257,7.937253999999999,65,8.64676,12.344023,8.738650999999999,14.465568,1.0,8.0612755
65,,1320,64.98461999999999,43.62350845336914,15.644507999999998,0.99262077,9.422033055016806,12.912362,,1.0153855,,0.995,8.5793915,0.98461545,0.11,-3.5919754999999998,15.644507999999998,8.404707,1.0153846,8.0,66,8.645739,12.315833999999999,12.275932000000001,14.432154999999998,1.0,8.123077
66,,1340,65.98485,44.57048320770264,15.644507999999998,0.99262077,9.347591350839783,12.897324000000001,,1.015153,,0.995,8.5112095,0.9848485,0.11,-3.2749042999999998,15.644507999999998,8.406319,1.0151511,8.062259,67,8.643730999999999,12.287243,17.636744,14.479754999999999,1.0,8.184412
67,,1360,66.98507,45.23962354660034,15.644507999999998,0.99262077,9.31401508154816,12.882508999999999,,1.0149266,,0.995,8.482249000000001,0.9850745000000001,0.11,-2.9788162999999996,15.644507999999998,8.407452000000001,1.0149266,8.124038,68,8.641356,12.258863,16.844257,14.514304999999998,1.0,8.245292999999998
68,,1380,67.98528,45.86244249343872,15.644507999999998,0.99262077,9.382459837362012,12.86791,,1.0147069,,0.995,8.543502,0.985294,0.11,-2.6884465,15.644507999999998,8.409453,1.0147059,8.185352,69,8.639938,12.232016,17.0421,14.550723000000001,1.0,8.305725
69,,1400,68.985504,46.49759149551392,15.644507999999998,0.99262077,9.322872533715078,12.853521,,1.0144940999999998,,0.995,8.489258,0.9855072,0.11,-2.4127765,15.644507999999998,8.410609,1.0144931000000001,8.246211,70,8.637786,12.20496,16.594065,14.579703,1.0,8.365722
70,,1420,69.98572,47.19987440109253,15.644507999999998,0.99262077,9.386227418682306,12.839336,,1.0142870000000002,,0.995,8.54802,0.9857143,0.11,-2.2376854,15.644507999999998,8.412574000000001,1.014286,8.306624000000001,71,8.636522,12.179329,10.004474,14.515061,1.0,8.425289999999999
71,,1440,70.98591,47.86732029914856,15.644507999999998,0.99262077,9.388498491383864,12.825351,,1.0140858,,0.995,8.549341,0.9859154,0.11,-1.955911,15.644507999999998,8.414499000000001,1.0140848,8.366599,72,8.635311,12.154253,18.03611,14.563765,1.0,8.48444
72,,1460,71.98611,48.6248664855957,15.644507999999998,0.99262077,9.380860199001544,12.811557,,1.0138896000000002,,0.995,8.542653999999999,0.98611104,0.11,-1.7226216,15.644507999999998,8.41628,1.0138886,8.426148,73,8.634041999999999,12.129603,15.060414000000002,14.570376000000001,1.0,8.54318
73,,1480,72.9863,49.329313039779656,15.644507999999998,0.99262077,9.321391145417808,12.797952,,1.0137,,0.995,8.484997,0.9863013,0.11,-1.4843688,15.644507999999998,8.41722,1.0136981,8.48528,74,8.632028,12.104667,15.894479,14.58808,1.0,8.601519
74,,1500,73.986496,49.92992210388184,15.644507999999998,0.99262077,9.336416197452387,12.784529,,1.0135144,,0.995,8.500132,0.9864866,0.11,-1.2222203999999999,15.644507999999998,8.418341999999999,1.0135144,8.544005,75,8.630268,12.080442999999999,18.163334,14.635568,1.0,8.659463
75,,1520,74.986664,50.46236944198608,15.644507999999998,0.99262077,9.36334710512686,12.771283,,1.0133345999999999,,0.995,8.524883,0.9866666,0.11,-1.0398571,15.644507999999998,8.419762,1.0133326999999999,8.602325,76,8.628882,12.057035,12.624141999999999,14.608923999999998,1.0,8.717023
76,,1540,75.98685,50.95757079124451,15.644507999999998,0.99262077,9.361543894868095,12.758211,,1.0131588,,0.995,8.521085000000001,0.98684216,0.11,-0.76461315,15.644507999999998,8.421095,1.0131588,8.6602545,77,8.627481,12.034039,20.14084,14.680594000000001,1.0,8.774205
77,,1560,76.98701,51.46352171897888,15.644507999999998,0.99262077,9.366875711909666,12.745308,,1.0129888,,0.995,8.527047999999999,0.9870129000000001,0.11,-0.5946264,15.644507999999998,8.42247,1.0129858,8.717798,78,8.626194,12.011566,12.481434,14.652231,1.0,8.831014999999999
78,,1580,77.987175,52.50963544845581,15.644507999999998,0.99262077,9.358767467812973,12.732569,,1.0128226,,0.995,8.521949000000001,0.98717946,0.11,-0.42229685,15.644507999999998,8.423745,1.0128207,8.774964,79,8.624875,11.989460000000001,13.006652,14.631236,1.0,8.887464
79,,1600,78.98733,53.46644234657288,15.644507999999998,0.99262077,9.35267204570478,12.71999,,1.0126604,,0.995,8.5172205,0.9873415999999999,0.11,-0.20984039,15.644507999999998,8.424928999999999,1.0126584,8.831760000000001,80,8.623529,11.967711999999999,16.561647,14.655207,1.0,8.943553999999999
80,,1620,79.98749000000001,54.317604064941406,15.644507999999998,0.99262077,9.388533853821064,12.707567,,1.012502,,0.995,8.547608,0.98749983,0.11,0.04263719999999999,15.644507999999998,8.426461999999999,1.0125,8.888194,81,8.622592,11.946752,20.228405,14.723856,1.0,8.999296000000001
81,,1640,80.98764,55.234113454818726,15.644507999999998,0.99262077,9.346866026959963,12.695297,,1.0123475,,0.995,8.509411,0.98765415,0.11,0.25698182,15.644507999999998,8.427485,1.0123475,8.944271,82,8.621211,11.925704,17.60667,14.758860999999998,1.0,9.054694
82,,1660,81.98779,55.92623496055603,15.644507999999998,0.99262077,9.362334918804127,12.683176,,1.0121969000000002,,0.995,8.52554,0.9878046999999999,0.11,0.43965092,15.644507999999998,8.428681,1.0121959999999999,8.999998,83,8.620058,11.905239,15.406413,14.766511999999999,1.0,9.109755999999999
83,,1680,82.98795,56.3792188167572,15.644507999999998,0.99262077,9.373217707193456,12.6712,,1.0120502,,0.995,8.532536,0.9879518,0.11,0.6606307,15.644507999999998,8.429934,1.0120482,9.055387,84,8.619017,11.885227,18.989893,14.816645999999999,1.0,9.164485
84,,1700,83.98810999999999,56.868746042251594,15.644507999999998,0.99262077,9.33873266962569,12.659366,,1.0119064,,0.995,8.503725,0.98809546,0.11,0.8583639999999999,15.644507999999998,8.430814,1.0119054,9.1104355,85,8.61766,11.865229,17.456152,14.847557,1.0,9.218891000000001
85,,1720,84.988235,57.21252489089966,15.644507999999998,0.99262077,9.328050442484995,12.647669,,1.0117664000000002,,0.995,8.493508,0.9882353000000001,0.11,1.0555605,15.644507999999998,8.43155,1.0117645,9.165152,86,8.616217,11.845461,17.805595,14.881813000000001,1.0,9.272977000000001
86,,1740,85.98836999999999,57.52207946777344,15.644507999999998,0.99262077,9.342062479059637,12.636108,,1.0116295,,0.995,8.506594,0.9883721,0.11,1.2190328000000001,15.644507999999998,8.432424000000001,1.0116276,9.219544,87,8.614957,11.826194000000001,15.266108,14.886095999999998,1.0,9.326749000000001
87,,1760,86.98852,57.90053677558899,15.644507999999998,0.99262077,9.383614053191893,12.62468,,1.0114963,,0.995,8.544209,0.9885059000000002,0.11,1.4371976,15.644507999999998,8.433707,1.0114925,9.273621,88,8.614153,11.807688,20.406132,14.948691,1.0,9.380211
88,,1780,87.98863,59.16548538208008,15.644507999999998,0.99262077,9.338393543343157,12.613380000000001,,1.0113652,,0.995,8.502321,0.9886363000000001,0.11,1.621534,15.644507999999998,8.434488,1.0113652,9.327378,89,8.612897,11.789023,17.831846,14.980957,1.0,9.4333725
89,,1800,88.98878,60.342751264572144,15.644507999999998,0.99262077,9.364693088189052,12.602207,,1.0112379,,0.995,8.526437,0.98876417,0.11,1.8033371999999999,15.644507999999998,8.43552,1.011236,9.380833,90,8.611936,11.77094,17.972668,15.014073000000002,1.0,9.486235
90,,1820,89.98888000000001,61.122517585754395,15.644507999999998,0.99262077,9.389451909921776,12.591157,,1.0111125,,0.995,8.547937,0.98888874,0.11,1.9724698,15.644507999999998,8.43677,1.0111125,9.433978999999999,91,8.611233,11.753401,17.183342,15.0377865,1.0,9.538803999999999
91,,1840,90.98901,61.9142689704895,15.644507999999998,0.99262077,9.382782840434556,12.580228,,1.010991,,0.995,8.543307,0.9890110000000001,0.11,2.1546824,15.644507999999998,8.43794,1.0109891,9.486834,92,8.610495,11.736092,18.725057999999997,15.077745000000002,1.0,9.591084
92,,1860,91.989136,62.80284357070923,15.644507999999998,0.99262077,9.400747725317618,12.569417,,1.0108714,,0.995,8.558261,0.9891305,0.11,2.3453736000000003,15.644507999999998,8.439248,1.0108694999999999,9.539392,93,8.609933,11.719228,19.878172,15.129245000000001,1.0,9.643081
