,TimestepsSoFar,IWNorm2,IWMax,LQGmu1,ReturnMean,IWMin,ReturnAbsMax,ReturnMax,IWNorm1,IWLastEpisode,DenMISEMeanLog,LQGmu01,Bound,URet,ReturnMin,MISE,Iteration,DenMISELogFirst,SqrtESSClassic,DenMISELogLast,IWFirstEpisode,ReturnLastEpisode,ReturnStepMax,LQGsigma,target_sum_log_mean,IWMean,TimeElapsed
13,280,6.062764,3.329416,0.306,9.173923,,15.644507999999998,15.644507999999998,16.912922000000002,0.33455005,13.260851,0.032,21.70884,9.493565688372632,,10.492683999999999,14,14.462959,2.7896388,16.300082999999997,,8.64283,0.99262077,0.11,-20.548315,1.2080659,22.317241191864014
14,300,7.0946419999999994,4.140199,0.302,9.142675,,15.644507999999998,15.644507999999998,19.749352,4.140199,13.176945000000002,0.031,22.68224,9.563791952510341,,11.442155,15,14.393967000000002,2.7836995,11.843741,,8.705209,0.99262077,0.11,-18.055578,1.3166233999999999,23.35878205299377
15,320,6.977285,4.425278700000001,0.295,9.113458,,15.644507999999998,15.644507999999998,18.677486,0.87592494,13.182207,0.03,21.835451000000003,9.526060155604313,,10.146919,16,14.329428,2.676899,13.01125,,8.675192,0.99262077,0.11,-15.788321,1.1673428999999997,24.69668865203857
16,340,0.44431907,0.40999976,0.252,9.08868,,15.644507999999998,15.644507999999998,0.7446297,0.057452965999999994,13.214201999999998,0.026,19.051233,9.549876284749722,,0.38113695,17,14.268804000000001,1.6758895,13.612684,,8.692255000000001,0.99262077,0.11,-16.134601999999997,0.043801747,25.844055891036987
17,360,16.422268,16.370995999999998,0.26,9.069536,,15.644507999999998,15.644507999999998,18.767124,16.370995999999998,13.204323,0.027,36.490536,9.60459554064924,,9.110923,18,14.211645,1.1427851999999998,13.964588000000001,,8.744074000000001,0.99262077,0.11,-13.35104,1.042618,26.98160743713379
18,380,10.876722000000001,8.60145,0.256,9.051913,,15.644507999999998,15.644507999999998,16.675423000000002,6.606656599999999,13.220839999999999,0.026,28.07627,9.593257147563444,,7.667673,19,14.157577499999999,1.5331293,13.713925,,8.734709,0.99262077,0.11,-12.228842,0.87765384,28.420210361480713
19,400,11.043341999999999,6.5489573,0.262,9.037001,,15.644507999999998,15.644507999999998,22.281944,5.7881274000000005,13.226771,0.027,25.241314000000003,9.614126454940758,,9.733902,20,14.106284,2.0176814,13.565867,,8.753662,0.99262077,0.11,-10.232709,1.1140972,29.95099639892578
20,420,10.20181,5.8326035,0.256,9.024131,,15.644507999999998,15.644507999999998,21.62009,5.8326035,12.944688000000001,0.026,23.770475,9.626939844773075,,9.006217,21,14.057494,2.1192408,7.2916293,,8.766724,0.99262077,0.11,-9.9251795,1.0295280999999998,31.39383888244629
21,440,10.30768,6.388200299999999,0.248,9.012457000000001,,15.644507999999998,15.644507999999998,22.024276999999998,5.847800299999999,13.026386,0.025,23.410229,9.628653359631253,,8.766517,22,14.010974,2.136686,14.791110999999999,,8.7673025,0.99262077,0.11,-9.599728,1.0011035,33.00717878341675
22,460,11.885458,8.368595,0.245,9.002606,,15.644507999999998,15.644507999999998,25.920482999999997,8.368595,13.088098,0.025,24.227283,9.648838762401407,,9.880163,23,13.966522,2.180857,14.517295,,8.785885,0.99262077,0.11,-8.912462,1.1269776000000002,34.01146769523621
23,480,13.041644,8.283862,0.243,8.993758999999999,,15.644507999999998,15.644507999999998,29.862109999999998,8.283862,13.117813,0.025,24.581863000000002,9.653603161833352,,10.917048,24,13.923963,2.2897502999999997,13.766297,,8.790279,0.99262077,0.11,-8.234066,1.2442546,35.53316354751587
24,500,12.812529,7.788643400000001,0.239,8.985138000000001,,15.644507999999998,15.644507999999998,30.738121000000003,5.373356299999999,13.219575,0.024,23.832886,9.642711970422779,,10.790727,25,13.883141,2.3990674,15.522534,,8.77823,0.99262077,0.11,-7.795259,1.2295249,36.359734058380134
25,520,8.195894000000001,4.7526236,0.281,8.976327000000001,,15.644507999999998,15.644507999999998,25.174114000000003,0.40489359999999996,13.13135,0.029,18.618404,9.619569757598082,,8.431692,26,13.84392,3.0715517999999995,10.789911,,8.756056,0.99262077,0.11,-4.775119,0.96823514,37.869464635849
26,540,9.280567999999999,4.0589013,0.293,8.966814999999999,,15.644507999999998,15.644507999999998,31.303608,3.6280744,13.148048000000001,0.03,19.360794,9.574732836435416,,10.084553,27,13.80618,3.3730269999999996,13.641073,,8.719517999999999,0.99262077,0.11,-4.640941000000001,1.1593928,39.27643465995789
27,560,8.808035,3.3015944999999998,0.297,8.9579115,,15.644507999999998,15.644507999999998,32.315647,2.465297,13.042296,0.031,18.564455,9.575024578382417,,10.036242,28,13.769812,3.6688828,10.064233,,8.717525,0.99262077,0.11,-4.376819599999999,1.1541302,40.20819664001465
28,580,0.14274141,0.13196129999999998,0.198,8.947046,,15.644507999999998,15.644507999999998,0.20536852,5.945148000000001e-19,13.089077,0.02,21.809666,9.492536742179672,,0.06223083,29,13.734720000000001,1.4387451,14.273833999999999,,8.642806,0.99262077,0.11,-20.02753,0.0070816725,41.52880859375
29,600,33.162673999999996,33.16251,0.197,8.944256,,15.644507999999998,15.644507999999998,33.310497,33.16251,13.06395,0.02,40.99118,9.734674959400124,,9.841014,30,13.700819000000001,1.0044575,13.311342999999999,,8.86332,0.99262077,0.11,-19.471,1.1103499,42.89036059379577
30,620,25.99155,19.433994000000002,0.196,8.942226,,15.644507999999998,15.644507999999998,36.81262,19.433994000000002,13.077611,0.02,32.627857,9.75289700811132,,10.536245,31,13.668029,1.4163302,13.721706,,8.881359,0.99262077,0.11,-18.73787,1.1875038,43.892605543136604
31,640,22.806181,13.877251999999999,0.195,8.940104,,15.644507999999998,15.644507999999998,39.52652,13.510485000000001,13.054466,0.02,29.013509999999997,9.748016380327142,,10.960239,32,13.636281,1.7331493999999998,12.388059,,8.874307,0.99262077,0.11,-18.090199,1.2352037,45.670735597610474
32,660,21.286785000000002,11.214822999999999,0.195,8.938278,,15.644507999999998,15.644507999999998,42.55655,11.214822999999999,13.044001,0.02,27.095924,9.752768701759358,,11.445159,33,13.605509,1.9992003,12.658913,,8.879873,0.99262077,0.11,-17.455326,1.2895923999999999,46.757171869277954
33,680,19.474392,9.832583,0.194,8.935597999999999,,15.644507999999998,15.644507999999998,43.066565999999995,6.232329,13.195386,0.02,25.385357,9.716852918288724,,11.236689,34,13.575656,2.211446,18.058392,,8.847114,0.99262077,0.11,-16.811434,1.2666636999999998,48.076005697250366
34,700,18.850306,8.997546,0.193,8.933502,,15.644507999999998,15.644507999999998,45.49811,7.1302204,13.16782,0.02,24.493948,9.734804776401193,,11.530607,35,13.546667999999999,2.4136539,12.089398,,8.862231,0.99262077,0.11,-16.42825,1.2999461,49.10291981697082
35,720,17.790298,8.601582,0.192,8.93073,,15.644507999999998,15.644507999999998,45.153866,3.2948193999999997,13.216971,0.019,23.450397,9.701404858468068,,11.12275,36,13.518497,2.5381174,14.749488000000001,,8.833698,0.99262077,0.11,-16.139633,1.254274,50.84963822364807
36,740,17.07558,8.470310000000001,0.19,8.928103,,15.644507999999998,15.644507999999998,44.829803000000005,2.970697,13.145238,0.019,22.66082,9.704424300618744,,10.742898,37,13.491098000000001,2.625375,10.402534,,8.833565,0.99262077,0.11,-16.146778,1.2116163,51.99050116539002
37,760,17.277832,8.409669000000001,0.188,8.926611999999999,,15.644507999999998,15.644507999999998,47.263645000000004,6.0013275,13.297146,0.019,22.468513,9.743732396037176,,11.030412,38,13.464429999999998,2.7355080000000003,18.787378,,8.871425,0.99262077,0.11,-16.066391,1.2437801000000002,53.1398491859436
38,780,17.771895999999998,8.3714285,0.186,8.925278,,15.644507999999998,15.644507999999998,50.211459999999995,6.9078875,13.318688,0.019,22.494999,9.746787633619993,,11.420532000000001,39,13.438455,2.8253293,13.972951,,8.8745575,0.99262077,0.11,-16.329206,1.2874733,54.44526481628418
39,800,16.931175,7.9240949999999994,0.184,8.923834,,15.644507999999998,15.644507999999998,49.59241,4.434446299999999,13.407425,0.019,21.680637,9.739212512645365,,10.99836,40,13.413136999999999,2.929059,16.661041,,8.867569,0.99262077,0.11,-16.437514999999998,1.2398102,56.032896995544434
40,820,6.4031247e-10,,-0.645,8.922808,,15.644507999999998,15.644507999999998,4.0999999999999995e-09,,13.480996,-0.077,4.886524,9.753287209808436,,,41,13.388444,6.4031234,16.252845999999998,,8.881736,0.99262077,0.11,-2522.8955,,57.646501302719116
41,840,6.480741e-10,1.7707838999999997e-38,-0.645,9.105665,,16.60284,16.60284,4.1999999999999996e-09,1.7707838999999997e-38,12.828209,-0.077,5.1237483,18.371387456913236,,,42,13.3643465,6.48074,-12.94801,,16.60284,0.99996656,0.11,-2465.2043,,58.64961981773377
42,860,24.0392,24.0392,-0.648,9.289655999999999,,17.017273,17.017273,24.0392,24.0392,12.511699,-0.077,43.548072999999995,18.794873341257233,,9.513525999999999,43,13.3408165,1.0,0.20657611,,17.017273,0.99999624,0.11,-2408.2163,0.55905116,59.66151785850525
43,880,23.716010999999998,17.533867,-0.65,9.469345,,17.195957,17.195957,33.502983,15.969114999999999,12.446005,-0.077,37.3676,18.97699098845011,,13.022336,44,13.317827,1.4126736,10.165529,,17.195957,0.99999624,0.11,-2353.5693,0.76143146,61.15810203552246
44,900,23.124933,13.97509,-0.652,9.63906,,17.195957,17.195957,40.008427000000005,13.560789000000002,12.369545,-0.078,35.084656,18.883504357240028,,15.206074,45,13.295354000000001,1.7300991000000001,9.349078,,17.106531,0.99999624,0.11,-2301.299,0.8890761999999999,61.97105407714844
45,920,21.615557,12.110994,-0.654,9.803405999999999,,17.198936,17.198936,42.90148,8.661855000000001,12.301857,-0.078,33.299603000000005,18.980012736423365,,15.968518,46,13.2733755,1.9847503,9.466495,,17.198936,0.99999624,0.11,-2251.3662,0.9326409,63.67281985282898
46,940,20.71695,11.026242,-0.657,9.959947999999999,,17.198936,17.198936,45.7317,7.775996000000001,12.332303999999999,-0.079,32.247284,18.9422795765765,,16.664682,47,13.251869000000001,2.2074535,13.884879000000002,,17.1609,0.99999624,0.11,-2203.5024,0.9730148999999999,64.86664247512817
47,960,20.083578,10.375523,-0.66,10.109123,,17.198936,17.198936,48.272079999999995,6.867052,12.331067,-0.079,31.532455,18.899749247344594,,17.221235,48,13.230816,2.4035597,12.375169,,17.12037,0.99999624,0.11,-2157.6912,1.0056683000000002,66.0930163860321
48,980,19.9361,9.85625,-0.663,10.253098,,17.198936,17.198936,51.606674,7.4410954,12.348801,-0.08,31.327976,18.944329940305206,,18.039782000000002,49,13.2101965,2.5886042000000002,13.262341500000002,,17.163877,0.99999624,0.11,-2113.7073,1.0531973999999997,67.25237894058229
49,1000,20.329222,9.269352,-0.665,10.391433000000001,,17.198936,17.198936,56.088818,8.638639999999999,12.274000000000001,-0.08,31.688198,18.94928714874636,,19.220795000000003,50,13.189994,2.7590244,8.620228,,17.169813,0.99999624,0.11,-2071.5034,1.1217763,68.10546207427979
50,1020,19.791237,8.900826,-0.668,10.523634,,17.198936,17.198936,57.586532999999996,5.0397587,12.346061,-0.08,31.16807,18.91293268609684,,19.34627,51,13.170191,2.9096985,15.892573,,17.133656,0.99999624,0.11,-2030.8373,1.1291476,69.41697025299072
51,1040,19.63428,8.635855000000001,-0.67,10.651748,,17.198936,17.198936,60.055983999999995,5.6968309999999995,12.460367,-0.081,31.038653999999998,18.966453919059123,,19.792856,52,13.150773000000001,3.0587313,18.220078,,17.185623,0.99999624,0.11,-1991.6868,1.1549227,70.30530142784119
52,1060,19.351305,8.488938000000001,-0.673,10.775503,,17.210798,17.210798,61.688263,4.471993,12.481785,-0.081,30.750422999999998,18.991918141960515,,19.95254,53,13.131723999999998,3.187809,13.496716500000002,,17.210798,0.99999624,0.11,-1954.1165,1.1639295,71.42988562583923
53,1080,19.007607,8.459856,-0.676,10.893379,,17.210798,17.210798,62.46370699999999,3.2569802000000005,12.529717999999999,-0.082,30.302486,18.91936002427572,,19.828049,54,13.113032,3.2862480000000005,14.958619,,17.140818,0.99999624,0.11,-1917.9326,1.1567353,72.54493403434753
54,1100,18.703854,8.5282135,-0.679,11.007361999999999,,17.210798,17.210798,62.749725,2.522997,12.571264,-0.083,29.816554999999997,18.94357908606017,,19.556486,55,13.094683999999999,3.3549089999999997,14.706401000000001,,17.162434,0.99999624,0.11,-1883.0878,1.1409041000000002,73.85456562042236
55,1120,18.495552,8.663712,-0.683,11.116335000000001,,17.210798,17.210798,63.017464000000004,2.373638,12.622717999999999,-0.083,29.389301,18.88896905542086,,19.286604,56,13.076665,3.4071686000000003,15.356575,,17.109816,0.99999624,0.11,-1849.4862,1.1253118999999998,74.90933990478516
56,1140,18.669603,8.798364,-0.686,11.222536,,17.210798,17.210798,65.182976,4.2876635,12.683902,-0.084,29.45955,18.951118757872766,,19.600573,57,13.058966,3.491396,16.026812,,17.169815,0.99999624,0.11,-1817.0348,1.143561,76.32668209075928
57,1160,18.688046,8.96462,-0.69,11.325581,,17.210798,17.210798,66.41199499999999,3.2602773,12.710496000000001,-0.085,29.314083,18.980639932677946,,19.627996,58,13.041574,3.5537155,14.124104500000001,,17.199070000000003,0.99999624,0.11,-1785.739,1.1450344,77.67342615127562
58,1180,19.100798,9.078907000000001,-0.693,11.426394,,17.273659,17.273659,69.45351,5.174968,12.775671,-0.085,29.690528999999998,19.056630307072517,,20.189478,59,13.024479,3.6361573,16.4507,,17.273659,0.99999624,0.11,-1755.4393,1.177178,78.8856875896454
59,1200,19.085682000000002,9.243492999999999,-0.697,11.523022000000001,,17.273659,17.273659,70.318665,2.853643,12.827253,-0.086,29.479445000000002,19.00581455400598,,20.102715,60,13.007672,3.6843673999999997,15.734025,,17.22401,0.99999624,0.11,-1726.174,1.1719778,79.95417881011963
60,1220,19.112078,9.453586999999999,-0.701,11.615258,,17.273659,17.273659,71.11681,2.742571,12.7786255,-0.087,29.280514,18.92872292626701,,19.996199,61,12.991142,3.7210405,9.728029,,17.14946,0.99999624,0.11,-1697.9697,1.1658494,81.17896747589111
61,1240,19.088158,9.705086,-0.705,11.7053995,,17.273659,17.273659,71.11165,1.9382788,12.748933000000001,-0.087,28.945927,18.98499336535522,,19.672556,62,12.974882000000001,3.7254329,10.809612,,17.203926,0.99999624,0.11,-1670.6661,1.146962,82.37863564491272
62,1260,19.339792000000003,9.957514,-0.709,11.790828,,17.273659,17.273659,72.814514,3.7283425,12.822117,-0.088,28.99455,18.86451161552414,,19.81866,63,12.958881,3.7650099999999997,17.248848000000002,,17.087378,0.99999624,0.11,-1644.1132,1.1557859,83.55374336242677
63,1280,19.283373,10.233680999999999,-0.713,11.872608,,17.273659,17.273659,71.84959,1.075029,12.857634,-0.089,28.518929999999997,18.80242303343977,,19.246939,64,12.943133,3.7259865,14.975553,,17.024775,0.99999624,0.11,-1618.4437,1.1226498,85.02300119400023
64,1300,19.787645,10.467622,-0.718,11.954879,,17.273659,17.273659,74.592865,4.915024,12.772025,-0.09,28.843487,19.002344142776973,,19.678936,65,12.927629,3.7696686,7.205149700000001,,17.220263,0.99999624,0.11,-1593.6517,1.1475825000000002,86.30512619018555
65,1320,20.18829,10.67745,-0.722,12.032929,,17.273659,17.273659,77.00935,4.659468,12.74376,-0.091,29.061237,18.886239954125482,,20.004528,66,12.912362,3.8145556000000003,10.794636,,17.106176,0.99999624,0.11,-1569.549,1.1668083999999999,87.57728934288025
66,1340,20.22241,10.939554,-0.726,12.109364999999999,,17.273659,17.273659,77.092285,2.2642672000000004,12.806227999999999,-0.092,28.788443,18.935173875351353,,19.726187,67,12.897324000000001,3.8122203000000003,16.798433,,17.154234,0.99999624,0.11,-1546.089,1.1506311000000002,88.78397512435913
67,1360,20.440649,11.247034,-0.731,12.183099,,17.273659,17.273659,78.20344,3.3430529000000004,12.849642,-0.093,28.743679999999998,18.902650002982465,,19.713774,68,12.882508999999999,3.8258784,15.642889000000002,,17.123213,0.99999875,0.11,-1523.3333,1.1500504999999999,90.27339458465576
68,1380,21.790516,11.275446,-0.735,12.254494000000001,,17.273659,17.273659,83.89020500000001,8.404033,12.882814,-0.094,29.80963,18.888160430402127,,20.835949,69,12.86791,3.8498495000000004,15.0233555,,17.109306,0.99999875,0.11,-1501.1970000000001,1.2158,91.39787411689758
69,1400,21.677201999999998,11.413069,-0.74,12.324413999999999,,17.273659,17.273659,83.471176,2.1328187,12.926998,-0.095,29.406603000000004,18.927650360467577,,20.434772,70,12.853521,3.8506434,15.799263,,17.14896,0.99999875,0.11,-1479.7079999999999,1.1924454,92.59173154830931
70,1420,21.66305,11.656711999999999,-0.744,12.391588,,17.273659,17.273659,83.14265400000001,2.210506,12.876095,-0.096,29.066189,18.86997228929917,,20.06479,71,12.839336,3.837994,9.158085,,17.093756,0.99999875,0.11,-1458.9265,1.1710232,93.61143827438354
71,1440,21.643997,11.975010000000001,-0.749,12.457447,,17.273659,17.273659,82.07656999999999,1.6027695,12.942121,-0.097,28.641037,18.913866843008424,,19.530739,72,12.825351,3.7921169000000003,17.495304,,17.133335,0.99999875,0.11,-1438.6182,1.1399523,95.23592472076416
72,1460,21.730492,12.363924,-0.755,12.520246499999999,,17.273659,17.273659,81.52163,2.2442097999999997,12.960909,-0.098,28.337276,18.820083191112786,,19.128307,73,12.811557,3.7514858,14.208901999999998,,17.041912,0.99999875,0.11,-1418.914,1.1167346000000002,96.54520273208618
73,1480,21.969427,12.819906,-0.761,12.581884,,17.273659,17.273659,81.73631,3.2096581000000004,12.985748,-0.099,28.20131,18.858737791288622,,18.915537,74,12.797952,3.720457,14.716757000000001,,17.081438000000002,0.99999875,0.11,-1399.7383,1.1045448,98.10498142242432
74,1500,22.014470000000003,13.318254000000001,-0.767,12.641888,,17.273659,17.273659,79.919464,1.4509646999999999,13.04953,-0.101,27.761953000000002,18.86058439096865,,18.245613,75,12.784529,3.6303153,17.699151999999998,,17.082106,0.99999875,0.11,-1381.0513,1.0655928999999997,99.78551650047302
75,1520,25.009,13.206013,-0.771,12.700508000000001,,17.273659,17.273659,89.09151,13.206013,13.012207,-0.102,29.764782,18.875277976931102,,20.066956,76,12.771283,3.5623777000000003,10.18065,,17.097027,0.99999875,0.11,-1362.8551,1.1722567,101.13635349273682
76,1540,24.365475,12.968408,-0.775,12.758136,,17.273659,17.273659,85.88754,0.82888997,13.107798,-0.103,28.894053999999997,18.91805889934628,,19.093311,77,12.758211,3.524969,20.243725,,17.137888,0.99999875,0.11,-1345.0437,1.1154226,102.4900484085083
77,1560,23.83592,12.832671000000001,-0.78,12.813345,,17.273659,17.273659,82.187965,0.1670774,13.121126,-0.104,28.054676,18.842773588991236,,18.03536,78,12.745308,3.4480717000000003,14.071666,,17.064429999999998,0.99999875,0.11,-1327.7963,1.0536919,103.77837324142456
78,1580,26.339423999999998,13.068126,-0.783,12.867512,,17.273659,17.273659,91.03625,13.068126,13.088887,-0.105,29.715320000000002,18.87039915898279,,19.719782000000002,79,12.732569,3.4562733,10.557407000000001,,17.09251,0.99999875,0.11,-1310.9414,1.1523576000000002,104.68014121055604
79,1600,26.034409,12.733922999999999,-0.787,12.921521,,17.273659,17.273659,92.02478,5.1406345,13.113504,-0.106,29.462490000000003,18.97084450394372,,19.68883,80,12.71999,3.5347366,14.950754000000002,,17.188225,0.99999875,0.11,-1294.4727,1.1503098,105.87069058418274
80,1620,25.917141,12.54113,-0.792,12.973145,,17.273659,17.273659,93.27309,5.1780586,13.182770000000001,-0.107,29.307144,18.881065682344712,,19.707722,81,12.707567,3.5988957999999998,18.616362,,17.103070000000002,0.99999875,0.11,-1278.3735,1.1515195,107.74136161804199
81,1640,25.851713,12.481745,-0.796,13.023971000000001,,17.273659,17.273659,94.119354,4.5913744,13.219616,-0.108,29.133329999999997,18.919564132433976,,19.644236,82,12.695297,3.6407394,16.094124,,17.140743,0.99999875,0.11,-1262.7102,1.147797,109.073303937912
82,1660,25.501528,12.521339,-0.801,13.072455999999999,,17.273659,17.273659,91.54643,1.1658283,13.244292000000002,-0.11,28.498255,18.826364393032502,,18.87462,83,12.683176,3.5898411,15.160079999999999,,17.048384,0.99999875,0.11,-1247.4636,1.102969,110.05011343955994
83,1680,26.902271000000002,12.417146,-0.806,13.120785999999999,,17.273659,17.273659,97.58676,10.098756,13.287120999999999,-0.111,29.405502000000002,18.9102088688378,,19.881657,84,12.6712,3.6274542999999997,16.776749,,17.132092,0.99999875,0.11,-1232.528,1.1617472,110.98892593383788
84,1700,27.21541,12.423411999999999,-0.811,13.167882999999998,,17.273659,17.273659,99.96985,6.3540263,13.316191,-0.112,29.532047,18.902278654551406,,20.127016,85,12.659366,3.673281,15.638010000000001,,17.124000000000002,0.99999875,0.11,-1217.9764,1.1761158999999999,112.41385650634766
85,1720,27.136242,12.602083,-0.817,13.214748,,17.273659,17.273659,99.245544,3.2792053,13.355395000000001,-0.114,29.196531,18.97893885283908,,19.750422,86,12.647669,3.6573062000000007,16.553413,,17.198338,0.99999875,0.11,-1203.786,1.1540179,114.34077525138856
86,1740,26.952988,12.891917999999999,-0.823,13.260051999999998,,17.273659,17.273659,95.938965,1.1228322,13.37584,-0.116,28.57692,18.93625757409785,,18.871233,87,12.636108,3.5594928,15.020817000000001,,17.156133999999998,0.99999875,0.11,-1189.9808,1.1027467,116.008465051651
87,1760,26.990208000000003,13.343801999999998,-0.831,13.303616,,17.273659,17.273659,93.35039,2.2540894000000002,13.445886999999999,-0.119,28.138655,18.873451689288714,,18.150059,88,12.62468,3.458676,19.476088,,17.093672,0.99999875,0.11,-1176.4785,1.0607997999999998,117.59114646911621
88,1780,27.438128000000003,13.986719,-0.841,13.346128,,17.273659,17.273659,92.01619000000001,4.5950365,13.478249,-0.122,27.986507,18.86710828609029,,17.684910000000002,89,12.613380000000001,3.3535885999999997,16.303164000000002,,17.087278,0.99999875,0.11,-1163.3849,1.0338898,119.39322948455809
89,1800,28.85768,14.988068,-0.855,13.387145,,17.273659,17.273659,91.907104,8.271184,13.5054035,-0.127,28.303721999999997,18.814937120996152,,17.456297,90,12.602207,3.1848403999999997,15.9268265,,17.037544,0.99999875,0.11,-1150.765,1.02119,120.961172580719
90,1820,17.13638,6.1641097,-0.643,13.428919,,17.273659,17.273659,84.91049,0.08305077,13.526791000000001,-0.076,22.964878,18.97018895551441,,15.992643,91,12.591157,4.954984,15.472153,,17.188593,0.99999875,0.11,-1129.7819,0.93308234,122.3689591884613
91,1840,15.904198000000001,4.097662000000001,-0.664,13.469489000000001,,17.273659,17.273659,90.39927,3.5499566,13.567554999999999,-0.08,22.921276000000002,18.942462305072837,,16.84327,92,12.580228,5.683987999999999,17.35577,,17.161407,0.99999875,0.11,-1118.715,0.98260075,124.01417517662048
92,1860,16.709265,5.763632,-0.641,13.509154999999998,,17.273659,17.273659,85.71359,1.1884788,13.629854000000002,-0.076,22.53268,18.938826816292764,,15.797922,93,12.569417,5.1297045,19.387922,,17.158464000000002,0.99999875,0.11,-1104.9584,0.92165154,125.59479904174805
93,1880,14.916859,3.070957,-0.676,13.546434,,17.273659,17.273659,92.12309,2.0748184,13.654354000000001,-0.082,22.390915,18.789760708905828,,16.796906,94,12.558722,6.1757703,16.021542,,17.013458,0.99999875,0.11,-1095.1722,0.9800329,127.04274034500122
94,1900,0.5360366,0.4847495,-0.43,13.583383,,17.273659,17.273659,0.90371674,0.002130514,13.6524725,-0.046,20.654278,18.83389674121473,,0.16265194,95,12.54814,1.6859236000000002,13.50276,,17.056585000000002,0.99999875,0.11,-1030.8995,0.009512808000000001,128.54909825325012
