,LQGsigma,MISE,ReturnMin,TimeElapsed,DenMISELogLast,DenMISEMeanLog,DenMISELogFirst,ReturnStepMax,ReturnLastEpisode,IWNorm2,IWLastEpisode,IWMean,TimestepsSoFar,ReturnMean,IWMax,ReturnAbsMax,IWNorm1,LQGmu1,ReturnMax,Bound,LQGmu01,Iteration,SqrtESSClassic,URet,target_sum_log_mean,IWMin,IWFirstEpisode
66,0.11,20.743347,,108.84838032722472,16.017570000000003,11.637046,12.923519,0.99999905,16.937683,23.301026999999998,5.0368614,1.2318763000000001,1340,15.758780999999999,11.694196,17.17849,82.535706,-0.995,17.17849,30.442821999999996,-0.295,67,3.5421487999999997,18.686729933912368,-346.12277,,
67,0.11,20.207995999999998,,111.0596797466278,15.252941,11.692916,12.908704,0.99999905,16.768747,22.373684,4.924951999999999,1.2003576,1360,15.773635,11.01591,17.17849,81.62431,-0.995,17.17849,29.625439,-0.294,68,3.6482286,18.501483120025703,-340.39943999999997,,
68,0.11,19.600561,,113.39663338661194,15.598398999999999,11.751794,12.894105,0.99999905,16.926826000000002,21.26933,4.2803135,1.1639411,1380,15.790347,10.1678915,17.17849,80.31193499999999,-0.995,17.17849,28.699455,-0.292,69,3.7759507000000005,18.67457023855404,-334.96292,,
69,0.11,19.31723,,115.4382677078247,15.001882,11.800033,12.879717,0.99999905,16.970978,20.435858,4.980122,1.1465793,1400,15.807215,9.287764,17.17849,80.26055,-0.995,17.17849,28.065170000000002,-0.292,70,3.9274373,18.725919597472338,-329.78726,,
70,0.11,18.48574,,117.29198956489564,9.241831,11.765597,12.865532,0.99999905,16.801817,19.224846,2.1509266,1.0973389999999998,1420,15.821223000000002,8.427412,17.17849,77.91107,-0.995,17.17849,26.963451,-0.291,71,4.052624,18.548655184077173,-324.93903,,
71,0.11,18.415615,,119.46879291534424,16.520407000000002,11.8326025,12.851545,0.99999905,16.813260999999997,18.65105,4.6166124,1.0933408000000002,1440,15.835002,7.650423,17.17849,78.720535,-0.995,17.17849,26.555725,-0.291,72,4.2207026,18.558543266652386,-320.16855,,
72,0.11,17.657778,,121.61442089080809,14.891145999999999,11.875435000000001,12.837752,0.99999905,16.684517,17.672106,1.2130076,1.0485497,1460,15.846638,6.953139299999999,17.17849,76.54413000000001,-0.995,17.17849,25.589935,-0.292,73,4.331353,18.424573454368282,-315.61456,,
73,0.11,17.738703,,123.91926312446594,14.454848000000002,11.91066,12.824147,0.99999905,16.76954,17.332415,4.275230400000001,1.0536523000000002,1480,15.859110000000001,6.3447013,17.17849,77.97027,-0.995,17.17849,25.376095,-0.292,74,4.4985230000000005,18.51010572015795,-311.19818,,
74,0.11,18.050068,,125.87938261032104,16.521967,11.972597,12.810724,0.99999905,16.834795,17.378494,5.2189093,1.0721866000000002,1500,15.872119,5.8963665999999995,17.17849,80.41399399999999,-0.995,17.17849,25.475051999999998,-0.292,75,4.627212999999999,18.581549033109432,-306.82605,,
75,0.11,18.608591,,127.98259925842285,10.793277,11.957775999999999,12.797479,0.99999905,16.916992,18.121813,6.8813762999999994,1.1048951999999999,1520,15.885867000000001,6.8813762999999994,17.17849,83.97204,-0.995,17.17849,26.023092000000002,-0.291,76,4.6337547,18.67200860996257,-302.40485,,
76,0.11,18.38745,,130.03461003303528,18.983871,12.050116000000001,12.784407,0.99999905,16.798025,17.812819,3.1778478999999997,1.091852,1540,15.897713000000001,6.784544,17.17849,84.0726,-0.995,17.17849,25.66681,-0.29,77,4.719780999999999,18.538895603207227,-298.0631,,
77,0.11,19.035482000000002,,132.61102533340454,10.637872,12.032939,12.771503,0.99999905,16.829017999999998,18.978048,7.3547687999999996,1.1302929,1560,15.909653,7.3547687999999996,17.17849,88.16284,-0.995,17.17849,26.431209999999997,-0.289,78,4.645517,18.57430096342771,-293.72104,,
78,0.11,18.366606,,135.31417393684387,12.967957,12.046145,12.758764,0.99999905,16.745720000000002,18.786106,0.9441931,1.090566,1580,15.920238000000001,7.674592999999999,17.17849,86.15472,-0.995,17.17849,25.858173,-0.287,79,4.5860867999999995,18.47607113068623,-289.52057,,
79,0.11,19.401970000000002,,137.3694086074829,14.575123999999999,12.078629,12.746185,0.99999905,16.903364,21.151175,9.070225,1.1514645000000001,1600,15.932526000000001,9.070225,17.17849,92.11716,-0.994,17.17849,27.290733000000003,-0.284,80,4.3551793,18.64926139587168,-285.14737,,
80,0.11,18.758411,,139.83790469169614,20.260891,12.181182000000002,12.733763,0.99999905,16.717554,21.709139999999998,0.8157840000000001,1.1131653000000001,1620,15.942217000000001,9.875154,17.17849,90.16638,-0.994,17.17849,27.030457000000002,-0.282,81,4.1533833,18.448852749369888,-280.86185,,
81,0.11,20.49086,,142.27098536491394,15.362392999999999,12.221017999999999,12.721492999999999,0.99999905,17.005432,26.289179999999998,12.638334,1.214276,1640,15.955182,12.638334,17.17849,99.57063000000001,-0.993,17.17849,29.561977000000002,-0.278,82,3.7875137000000003,18.76437576629523,-276.4686,,
82,0.11,21.05679,,144.4589376449585,13.468098999999999,12.238122,12.709372,0.99999905,16.814196,28.4507,7.4881009999999995,1.2477391000000002,1660,15.965532000000001,13.916494,17.17849,103.56235,-0.993,17.17849,30.495358000000003,-0.274,83,3.6400629999999996,18.557527054771,-272.27396,,
83,0.11,20.139454,,146.93940591812134,17.881998,12.307687,12.697395,0.99999905,16.867645,28.094706,2.7607145,1.1931827,1680,15.976272,14.043404,17.17849,100.22735,-0.992,17.17849,29.77005,-0.271,84,3.5674818,18.613074413161865,-268.30492999999996,,
84,0.11,18.6737,,149.42423939704898,17.262964,12.367719000000001,12.68556,0.99999905,16.789106,26.660028000000004,1.0534521000000001,1.1063107,1700,15.985833999999999,13.436563,17.17849,94.03641,-0.992,17.17849,28.414162,-0.269,85,3.5272434,18.525465595684132,-264.589,,
85,0.11,18.316666,,151.66610527038574,15.991145000000001,12.410625999999999,12.673864,0.99999905,16.944855,25.580593,6.228674400000001,1.0848567,1720,15.996985,12.459161,17.17849,93.29768,-0.992,17.17849,27.736748,-0.268,86,3.6472056000000004,18.697688439792486,-261.0759,,
86,0.11,19.46204,,154.63287377357486,12.7504015,12.415101,12.662303999999999,0.99999905,16.988913,28.101988000000002,14.227316,1.1515578000000002,1740,16.008389,14.227316,17.17849,100.18553,-0.991,17.17849,29.099155,-0.265,87,3.5650692000000004,18.746619859173546,-257.5315,,
87,0.11,18.534182,,157.10859942436218,19.071253,12.491975,12.650875,0.99999905,16.866954999999997,26.549744,3.717769,1.096683,1760,16.018145,13.401370000000002,17.17849,96.5081,-0.991,17.17849,27.985915999999996,-0.264,88,3.634992,18.617438989587452,-254.13316,,
88,0.11,20.157170999999998,,159.67582654953003,15.140630999999999,12.522408500000001,12.639576,0.99999905,16.831059,30.999434,17.687901999999998,1.1932948,1780,16.027276999999998,17.687901999999998,17.17849,106.20323,-0.99,17.17849,30.185556,-0.261,89,3.4259733999999997,18.578686734872512,-250.63461,,
89,0.11,18.430367999999998,,161.8191862106323,18.265337,12.5878105,12.628403,0.99999905,16.762959,29.065683,0.6181054,1.0910212,1800,16.035452,16.587383,17.17849,98.19191,-0.99,17.17849,28.600341999999998,-0.259,90,3.3782763,18.50133226726401,-247.34517999999997,,
90,0.11,19.587038,,164.3522665500641,14.542685999999998,12.609826,12.617352499999999,0.99999905,17.013178,31.605220000000003,15.837017000000001,1.1581283000000002,1820,16.046196,15.837017000000001,17.17849,105.38967,-0.99,17.17849,29.890324,-0.256,91,3.3345652,18.770150239993626,-244.08815,,
91,0.11,18.784451999999998,,166.9090073108673,16.958624,12.658272,12.606423,0.99999905,16.937986,29.591824,5.7987519999999995,1.1105341999999998,1840,16.055889999999998,14.424760999999998,17.17849,102.16914,-0.989,17.17849,28.735458,-0.255,92,3.452614,18.68812065025811,-241.0327,,
92,0.11,17.470428,,168.43068289756775,19.217487,12.729531,12.595613,0.99999905,16.921734,27.114234999999997,1.8654615,1.0328547,1860,16.0652,12.95932,17.17849,96.05549,-0.989,17.17849,27.168606,-0.254,93,3.542622,18.671833045912688,-238.12215,,
93,0.11,16.18124,,171.03341197967532,17.182867,12.776892,12.584916999999999,0.99999905,16.665266,24.915654999999997,0.46596035,0.95674735,1880,16.071583,11.663572,17.17849,89.93425,-0.989,17.17849,25.6996,-0.254,94,3.6095479,18.39433301788315,-235.3575,,
