,LQGmu1,Iteration,MISE,ReturnMin,DenMISELogLast,DenMISELogFirst,ReturnMean,URet,IWMax,SqrtESSClassic,IWLastEpisode,IWFirstEpisode,DenMISEMeanLog,ReturnLastEpisode,IWMean,ReturnAbsMax,ReturnMax,LQGsigma,target_sum_log_mean,TimestepsSoFar,IWNorm1,IWNorm2,LQGmu01,IWMin,TimeElapsed,ReturnStepMax,Bound
10,0.434,11,10.711371,,15.151967,17.437416,10.511585,9.451362550290279,3.8331287000000005,2.0662230999999998,3.7459593,,14.175097000000001,8.602085,1.2472945,15.96144,15.96144,0.11,-154.93556,220,13.720239999999999,6.6402507,0.046,,43.957632064819336,0.99792725,26.161243
11,0.373,12,6.847234200000001,,17.241947,17.350405,10.351082,9.429726995743117,3.7644386,1.8165835,1.1365056,,14.442319,8.585543,0.7964255,15.96144,15.96144,0.11,-122.71606399999999,240,9.557106,5.261033,0.039,,45.93876528739929,0.99792725,24.420267000000003
12,0.353,13,12.595967,,9.287484,17.270363,10.220048,9.49819031935809,15.081251000000002,1.2431787,15.081251000000002,,14.026897,8.647644,1.4582632,15.96144,15.96144,0.11,-107.14428999999998,260,18.957420000000003,15.249151000000001,0.037,,47.63172197341919,0.99792725,38.2744
13,0.313,14,9.082576,,15.105748,17.196254999999997,10.108512,9.511367816020133,9.634306,1.3563566999999999,9.634306,,14.110451999999999,8.658541,1.049469,15.96144,15.96144,0.11,-89.99786999999999,280,14.692566000000001,10.832376,0.032,,49.23236608505249,0.99792725,32.618332
14,0.33,15,13.828289000000002,,15.9627075,17.127261999999998,10.013065,9.527606527237207,8.57888,1.7801652,8.57888,,14.225148,8.676815,1.596774,15.96144,15.96144,0.11,-85.80045,300,23.951610000000002,13.454711999999999,0.034,,51.48056674003601,0.99792725,31.760828000000004
15,0.35,16,10.580793,,15.204118,17.062723000000002,9.928017,9.50390154658056,4.6102195,2.3429651000000002,4.5083485,,14.306826000000001,8.652277,1.2238321,15.96144,15.96144,0.11,-83.355,320,19.581314000000003,8.357492,0.037,,53.92357110977173,0.99792725,24.205786
16,-0.116,17,14.132407999999998,,16.827005,17.002098,9.853659,9.514935230953547,7.6440673,1.6094037,,5.027091,14.463107999999998,8.663922,0.90214515,15.96144,15.96144,0.11,-1254.0072,340,15.336468,9.529285,-0.012,,55.81485557556152,0.99792725,33.96763
17,-0.104,18,12.65595,,-12.100712,17.204,10.18455,17.528362560292795,5.98271,1.7017381999999999,9.819991999999998e-22,4.831759,12.976469,15.809702,0.80809677,15.96144,15.96144,0.11,-1121.1421,360,14.545742,8.547578999999999,-0.01,,58.13789415359497,0.9991102,31.414932
18,-0.591,19,,,16.568472,17.387714000000003,10.487764,17.656797028219554,,4.3588986,,,13.151832999999998,15.945626,,15.96144,15.96144,0.11,-2304.6936,380,1.9e-09,4.358899e-10,-0.068,,59.57187032699585,0.9992004999999999,7.3236113
19,-0.517,20,20.966976000000003,,-2.6636262000000004,17.33642,10.812185000000001,18.75348639086584,24.701603,1.0,24.701603,,12.312332000000001,16.976206,1.2350801000000002,16.976206,16.976206,0.11,-2153.231,400,24.701603,24.701603,-0.057,,62.42219853401184,0.9998113999999999,54.919388
20,-0.535,21,18.364841000000002,,14.873481,17.28763,11.11518,18.95631627955389,11.830772999999999,1.4126306,10.760953,,12.426125,17.175064000000003,1.0757965,17.175064000000003,17.175064000000003,0.11,-2059.7964,420,22.591726,15.992664000000001,-0.06,,66.84238386154175,0.9999886999999998,42.681267
21,-0.491,22,23.304285,,11.425055,17.24111,11.388711,18.91229733384885,19.753971,1.4142489999999999,19.753971,,12.37533,17.132862,1.3627408,17.175064000000003,17.175064000000003,0.11,-1939.6758,440,29.980296999999997,21.198742000000003,-0.054,,71.84097123146056,0.9999886999999998,47.592888
22,-0.457,23,29.795415999999996,,5.446487,17.19666,11.638842,18.920334535443,21.34082,1.5610725,21.34082,,12.077385000000001,17.141726000000002,1.7401348,17.175064000000003,17.175064000000003,0.11,-1829.944,460,40.0231,25.638208,-0.049,,75.10309600830078,0.9999886999999998,51.7996
23,-0.544,24,13.689983999999999,,15.668311,17.154099,11.868558,18.93051051818605,7.4413157000000005,1.9226569,2.5840673,,12.241524,17.152027,0.8002425999999999,17.175064000000003,17.175064000000003,0.11,-1804.7964,480,19.205822,9.989208999999999,-0.061,,78.37456655502321,0.99999267,31.555953999999996
24,0.12,25,,,16.932592,17.113277,12.076638,18.849020847818533,,4.9999995,,,12.419014,17.070547,,17.175064000000003,17.175064000000003,0.11,-184.06027,500,2.5e-09,5.0000004e-10,0.012,,80.91680550575256,0.99999267,6.870025999999999
25,0.12,26,3.9887723999999996e-25,,-12.468437,17.074057,11.971169999999999,10.222309786775144,1.1110228000000002e-24,5.0990195,1.1110228000000002e-24,,11.424091,9.334469,4.2731645999999994e-26,17.175064000000003,17.175064000000003,0.11,-179.582,520,2.6e-09,5.0990195e-10,0.012,,83.3337347507477,0.99999267,6.736614
26,0.114,27,2.7923326,,17.876095,17.036316,11.860545,9.868057182141873,8.391635,1.0,8.391635,,11.626711,8.984302,0.3108013,17.175064000000003,17.175064000000003,0.11,-177.99513000000002,540,8.391635,8.391635,0.011,,85.88570070266724,0.99999267,37.14246
27,0.177,28,1.9006416e-09,,13.821609,16.999948999999997,11.758386999999999,9.884838416257788,5.9232432e-09,1.4429358,1.9559958999999998e-13,,11.679698,9.000119999999999,2.1155137e-10,17.175064000000003,17.175064000000003,0.11,-139.42023999999998,560,8.723439e-09,6.0456182e-09,0.018,,89.73239088058472,0.99999267,23.805721
28,0.178,29,8.330085,,13.03277,16.964857000000002,11.659519,9.763245530573881,27.169718,1.0,27.169718,,11.692474,8.891239,0.93688685,17.175064000000003,17.175064000000003,0.11,-133.83147,580,27.169718,27.169718,0.018,,92.95966291427612,0.99999267,42.680214
29,0.139,30,0.26784179999999996,,8.294219,16.930956,11.56724,9.76669592260964,0.83882385,1.0655726,0.03515511,,11.568464,8.891109,0.029825687000000004,17.175064000000003,17.175064000000003,0.11,-141.4827,600,0.8947706,0.83970875,0.014,,97.71320819854736,0.99999267,32.50415
30,0.152,31,4.0057015,,4.650317,16.898165,11.482583,9.823612415626183,10.876907000000001,1.2482479,10.876907000000001,,11.314515,8.942886999999999,0.44848183,17.175064000000003,17.175064000000003,0.11,-131.06697,620,13.902937,11.137961,0.015,,101.67576384544373,0.99999267,31.524378000000002
31,0.266,32,0.10630257,,11.7232685,16.866417000000002,11.402869,9.80982367600718,0.2809609,1.3595965,3.7281137e-23,,11.308892,8.931745,0.0122583285,17.175064000000003,17.175064000000003,0.11,-138.40306,640,0.3922665,0.28851685,0.027,,105.23518204689026,0.99999267,25.371244
32,0.022,33,2.0671262000000002e-17,,11.556757000000001,16.835646,11.322018,9.592598638960894,4.273746e-17,5.744562,,3.452549e-30,11.286934,8.734777000000001,1.295075e-18,17.175064000000003,17.175064000000003,0.11,-317.242,660,3.3e-09,5.744563e-10,0.002,,109.96481728553772,0.99999267,5.9795904
33,0.025,34,17.18382,,-10.819415,16.805792,11.262315,10.212837543259988,62.87595400000001,1.0,62.87595400000001,2.1140695e-31,10.607772,9.292104,1.8492928,17.175064000000003,17.175064000000003,0.11,-301.27136,680,62.87595400000001,62.87595400000001,0.002,,114.281179189682,0.99999267,51.53395
34,0.028,35,19.283442,,15.714244,16.776804000000002,11.202630000000001,10.075931124866417,48.422973999999996,1.3439277,24.524244,5.1435492999999996e-33,10.755427000000001,9.173338000000001,2.0842063000000004,17.175064000000003,17.175064000000003,0.11,-283.66782,700,72.94722,54.27911999999999,0.003,,119.37164235115051,0.99999267,44.84295
35,0.034,36,13.526917000000001,,12.275928,16.748634,11.14906,10.175670330726296,40.937816999999995,1.2473582,1.8826528000000002,3.3825589999999995e-36,10.8091545,9.274164,1.4592931,17.175064000000003,17.175064000000003,0.11,-260.4312,720,52.53455400000001,42.116653,0.003,,123.41046524047852,0.99999267,41.065220000000004
36,-0.207,37,5.1312e-06,,12.781397,16.721235,11.101004,10.286868780149199,8.770561e-06,1.2840799999999999,,5.664894599999999e-13,10.864161,9.370916000000001,3.1722075e-07,17.175064000000003,17.175064000000003,0.11,-1141.9268,740,1.1740867000000001e-05,9.143408e-06,-0.021,,128.03397917747498,0.99999267,26.750774
37,-0.154,38,10.12151,,-12.751539,16.694567000000003,11.23818,18.063074410386548,21.087778,1.1148118999999999,21.087778,0.006139782,10.216728,16.313742,0.6219389,17.175064000000003,17.175064000000003,0.11,-913.5675699999999,760,23.633678,21.199701,-0.016,,131.11843276023865,0.99999267,40.934
38,-0.162,39,23.13043,,12.869497,16.668753,11.370263000000001,18.12828834230853,40.222538,1.2919301,40.222538,0.00041463986000000005,10.272435,16.389423,1.4134543,17.175064000000003,17.175064000000003,0.11,-921.8842,780,55.12471800000001,42.6685,-0.016,,136.37233853340152,0.99999267,49.718655
39,-0.179,40,11.098372999999999,,17.383820999999998,16.643446,11.491672,17.965749485061647,12.601854,1.667018,8.069218,7.558076e-07,10.451456,16.226582,0.6799389,17.175064000000003,17.175064000000003,0.11,-957.6996,800,27.197556,16.315094000000002,-0.018,,141.40278816223145,0.99999267,31.704107
40,-0.161,41,20.168844,,8.088496000000001,16.618752999999998,11.599774,17.647232972002797,16.100932999999998,1.9603362000000002,8.605405000000001,0.0006884165299999999,10.384584,15.923925,1.2421142,17.175064000000003,17.175064000000003,0.11,-871.35016,820,50.92668,25.978544,-0.016,,146.0165958404541,0.99999267,37.691414
41,-0.139,42,20.032053,,11.7617855,16.594670999999998,11.715982,18.222762842940604,20.965359,2.0647352,1.6341054,0.3432318,10.419521000000001,16.480488,1.2477037,17.175064000000003,17.175064000000003,0.11,-769.59033,840,52.403553,25.380278,-0.014,,152.62965488433838,0.99999267,36.668633
42,-0.175,43,14.293474,,14.902551,16.579279999999997,11.820058,17.92165109132332,12.591271,2.138057,4.8892317,3.7929570000000002e-06,10.526414,16.191223,0.8744431,17.175064000000003,17.175064000000003,0.11,-877.6419699999999,860,37.601055,17.586554,-0.018,,158.37300801277158,0.99999267,30.359522
43,-0.091,44,6.8758287,,13.593959,16.556292000000003,11.9246435,18.170844229296122,13.298410999999998,1.3834708999999998,2.2063788e-05,3.2811760000000003,10.591877,16.421873,0.43501198,17.175064000000003,17.175064000000003,0.11,-567.1365,880,19.140528,13.835151000000002,-0.009,,163.77833628654483,0.99999267,31.704777000000004
44,-0.159,45,20.532934,,5.216012999999999,16.605742000000003,12.010653999999999,17.47178537742644,9.931585,2.640392,0.00047065305999999994,0.001287943,10.459178999999999,15.795085999999998,1.2615633999999998,17.175064000000003,17.175064000000003,0.11,-786.8489400000001,900,56.770355,21.500729,-0.016,,169.11020326614383,0.99999267,33.542415999999996
45,0.173,46,10.200811,,14.5220995,16.58379,12.108203,18.249988338606396,27.711921999999998,1.4411283000000001,,,10.551221,16.49793,1.1471821000000002,17.175064000000003,17.175064000000003,0.11,-145.35586999999998,920,52.77038,36.617405,0.017,,174.38189506530762,0.99999267,34.036392
46,-0.055,47,0.048303537,,-13.060488000000001,16.562284,12.043507,9.942138050616936,0.12826467,1.103866,,0.00014354053,10.047258,9.067397999999999,0.0030294599,17.175064000000003,17.175064000000003,0.11,-429.46268,940,0.14238463,0.12898725,-0.005,,180.3307454586029,0.99999267,31.166328000000004
47,-0.041,48,9.179167,,-12.971583,16.541233,12.059564,14.21793830200515,34.3793,1.0000982,34.3793,1.810953e-07,9.547147,12.814283999999999,0.71630573,17.175064000000003,17.175064000000003,0.11,-381.0133,960,34.382675,34.3793,-0.004,,184.7867681980133,0.99999267,43.525917
48,-0.031,49,6.794035000000001,,12.999266,16.520615,12.070893,13.945320625934654,14.802280999999999,1.4020861,11.353838,4.5674535999999996e-10,9.608425,12.61471,0.5338005,17.175064000000003,17.175064000000003,0.11,-345.65106000000003,980,26.156223,18.655217999999998,-0.003,,189.05600452423096,0.99999267,31.293333
49,-0.049,50,9.294713,,16.056763,16.500412,12.08053,13.871531411409668,24.536549,1.4072527,4.454299400000001,9.252522e-06,9.727041,12.552733,0.7346448,17.175064000000003,17.175064000000003,0.11,-385.85684,1000,36.732240000000004,26.102093,-0.005,,194.16740155220032,0.99999267,33.704066999999995
50,-0.106,51,13.917166,,6.314125,16.480610000000002,12.119567,15.619365322691126,10.411359,2.2874084,0.00020504658,10.411359,9.653033,14.071384,0.88548297,17.175064000000003,17.175064000000003,0.11,-551.94556,1020,45.15963,19.742706,-0.011,,198.90923070907596,0.99999267,28.934216999999997
51,-0.038,52,14.658579000000001,,10.085999000000001,16.646960999999997,12.184161999999999,17.163066642044804,25.18301,1.7657613999999997,2.6869621999999998e-05,2.3092732999999998e-08,9.658052,15.47858,1.1534402,17.175064000000003,17.175064000000003,0.11,-341.9452,1040,59.97889300000001,33.967724,-0.004,,204.28829264640808,0.99999267,34.112015
52,-0.067,53,5.663343,,4.725479,16.627913,12.192027000000001,13.932459897211704,18.838095000000003,1.1178639,0.050505142999999995,0.013711868,9.564860000000001,12.600958,0.39841878,17.175064000000003,17.175064000000003,0.11,-414.07428,1060,21.116196,18.889774,-0.007,,209.1484181880951,0.99999267,36.391709999999996
53,-0.004,54,0.009909879,,18.174485999999998,16.609478,12.245292,16.705435963073448,0.031641155,1.386898,3.4389228e-07,7.6703843e-19,9.712373,15.068335000000001,0.0008366221000000001,17.175064000000003,17.175064000000003,0.11,-255.31062000000003,1080,0.045177605,0.032574568,-0.0,,214.7532331943512,0.99999267,24.777504
54,-0.017,55,3.0188005,,9.400735000000001,16.59113,12.222385000000001,12.114986265385909,10.829828,1.2977726,10.829828,2.386377e-14,9.688706,10.98547,0.26487356,17.175064000000003,17.175064000000003,0.11,-275.94086,1100,14.568047,11.225423,-0.002,,220.07624459266663,0.99999267,29.487326
55,-0.168,56,18.46852,,11.646268,16.57311,12.193427,11.695937325616846,10.489994,2.7155871,,5.2627285e-05,9.710365,10.600651,1.1292566000000002,17.175064000000003,17.175064000000003,0.11,-690.6558,1120,63.238372999999996,23.287182,-0.017,,224.0012049674988,0.99999267,31.117764
56,-0.157,57,19.968454,,7.7502759999999995,16.555412,12.263175,17.912169589372528,9.447052000000001,3.019127,8.303212,0.002687357,9.677028,16.169128,1.2272077,17.175064000000003,17.175064000000003,0.11,-645.8009599999999,1140,69.950836,23.169228,-0.016,,228.73261404037478,0.99999267,31.345959000000004
57,-0.18,58,13.807435,,13.185901999999999,16.538069,12.338267,18.36973506795311,9.438263000000001,2.7754682999999996,7.876689,5.46544e-07,9.740289,16.618479999999998,0.8414562,17.175064000000003,17.175064000000003,0.11,-698.1266,1160,48.80446,17.584225,-0.018,,232.8158094882965,0.99999267,26.183771
58,-0.17,59,18.614973000000003,,13.906688,16.520973,12.404969,18.010691887817266,7.5307837,3.2228048,7.5307837,3.693009e-05,9.807642999999999,16.273692999999998,1.1381685,17.175064000000003,17.175064000000003,0.11,-657.8055,1180,67.15194,20.836489999999998,-0.017,,235.4491000175476,0.99999267,29.273429999999998
59,-0.208,60,6.752228,,14.615398,16.504168,12.473981,18.304500266112086,15.466642000000002,1.5360101000000002,15.466642000000002,5.0961617e-13,9.889248,16.545593,0.4093841,17.175064000000003,17.175064000000003,0.11,-747.3437,1200,24.563046,15.991461,-0.021,,240.36351013183597,0.99999267,29.115446000000002
60,-0.275,61,0.04207202,,15.951629999999998,16.487638,12.540728,18.29240746074127,0.13805337,1.1166213,4.435363299999999e-06,1.1934644e-31,9.978581,16.545547,0.0025347928,17.175064000000003,17.175064000000003,0.11,-880.8251300000001,1220,0.15462238,0.13847344,-0.028,,245.06016182899475,0.99999267,30.804632
61,-0.27,62,3.6076303,,9.495472999999999,16.471376,12.606810000000001,18.399326696800586,13.207398000000001,1.0178119,13.207398000000001,2.7998017999999994e-30,9.954831,16.637888,0.21684855,17.175064000000003,17.175064000000003,0.11,-858.0736,1240,13.444610999999998,13.209328,-0.028,,250.41914343833923,0.99999267,37.356629999999996
62,-0.269,63,11.25191,,16.77609,16.455378,12.672232000000001,18.492378533639965,30.161625,1.3074477,30.161625,8.741911999999999e-30,10.050485,16.728317,0.673701,17.175064000000003,17.175064000000003,0.11,-841.1327,1260,42.44316,32.46261,-0.028,,256.4049773216248,0.99999267,37.524570000000004
63,-0.294,64,11.648280999999999,,13.134056,16.439629,12.738555,18.68766293238848,25.548672,1.450896,25.548672,9.943930999999999e-38,10.09207,16.916957999999997,0.6919596,17.175064000000003,17.175064000000003,0.11,-872.27576,1280,44.285416,30.522803999999997,-0.03,,260.22987532615656,0.99999267,35.323395
64,-0.319,65,12.695653,,14.583812,16.424124,12.803706,18.74629578902538,31.045396999999998,1.4522648,31.045396999999998,,10.15513,16.97339,0.74959517,17.175064000000003,17.175064000000003,0.11,-898.74603,1300,48.723686,33.55014,-0.033,,266.33354043960566,0.99999267,36.348454
65,-0.288,66,16.226152,,11.726383,16.408857,12.866684,18.73432266781639,16.074146,2.091175,13.969816,7.160985999999999e-36,10.1736765,16.960264000000002,0.9610110999999999,17.175064000000003,17.175064000000003,0.11,-835.96246,1320,63.426735,30.330665999999997,-0.03,,271.5613486766815,0.99999267,32.652386
66,-0.324,67,12.617415,,9.070741,16.39382,12.928559,18.786817606493877,17.176613,1.9444993000000002,17.176613,,10.155374,17.01236,0.74367666,17.175064000000003,17.175064000000003,0.11,-878.33734,1340,49.826336,25.62425,-0.034,,276.4998652935028,0.99999267,30.282696
67,-0.228,68,10.291375,,8.14649,16.379004000000002,12.987203,18.680991806694106,25.750770000000003,1.5503467,0.45599908,4.2333094e-18,10.121236,16.916273,0.6176531,17.175064000000003,17.175064000000003,0.11,-701.21,1360,42.000409999999995,27.090977000000002,-0.023,,281.0121564865113,0.99999267,32.447792
68,-0.178,69,17.243060999999997,,16.883644,16.364404999999998,13.041821,18.519663794831203,8.935636,3.4090123,0.7783048,1.1524569e-06,10.212867,16.755842,1.050338,17.175064000000003,17.175064000000003,0.11,-582.11255,1380,72.47333,21.259332999999998,-0.018,,286.42675614356995,0.99999267,27.319329999999997
69,-0.166,70,18.329905,,10.925509,16.350016,13.091403,18.26637292775616,7.00765,3.5837797999999994,0.5789919,0.00018776624,10.223233,16.512554,1.1203518,17.175064000000003,17.175064000000003,0.11,-544.07623,1400,78.42463000000001,21.883217000000002,-0.017,,293.0978527069092,0.99999267,27.914793
70,0.077,71,4.5216890000000003e-05,,12.553336999999999,16.335835,13.137818,18.131303565935774,0.00035655532999999997,1.000435,,,10.257197,16.386902,5.0239932999999995e-06,17.175064000000003,17.175064000000003,0.11,-146.24783,1420,0.00035671055,0.00035655545,0.008,,297.4517827033997,0.99999267,34.33524
71,0.108,72,5.615051,,-13.487006,16.321848000000003,13.088655000000001,10.498689853384015,39.662403000000005,1.1229613,4.9510300000000006e-12,,9.913625,9.598103,0.6240153,17.175064000000003,17.175064000000003,0.11,-145.475,1440,44.9291,40.009483,0.011,,302.66510105133057,0.99999267,36.20393
72,0.105,73,15.573654999999999,,9.815892,16.308054000000002,13.032932,9.906467003005767,103.97592,1.1902964,103.97592,,9.905660000000001,9.020863,1.7271478999999998,17.175064000000003,17.175064000000003,0.11,-142.65506000000002,1460,126.0818,105.92471,0.01,,308.5689134597778,0.99999267,44.43212
73,0.098,74,11.798964,,13.906491,16.294449,12.97852,9.892414508862318,78.94266999999999,1.2080742,12.991556,,9.961924,9.006468,1.3083993,17.175064000000003,17.175064000000003,0.11,-139.58147,1480,96.82155,80.14536,0.01,,315.2334659099579,0.99999267,40.232754
74,0.12,75,5.0127505999999995,,14.956819,16.281026999999998,12.925676,9.90117100656772,24.906574,1.5478326,1.2337757,,10.027968,9.015194000000001,0.55763406,17.175064000000003,17.175064000000003,0.11,-142.23641999999998,1500,41.822556,27.020077,0.012,,321.3424797058105,0.99999267,27.205156
75,0.122,76,6.459809,,13.268648,16.26778,12.873702999999999,9.85806835140367,23.219773999999997,1.7648546999999999,23.219773999999997,,10.064159,8.975717999999999,0.7193316,17.175064000000003,17.175064000000003,0.11,-140.98209,1520,54.669205000000005,30.976604,0.012,,326.53938508033747,0.99999267,25.92324
76,0.143,77,10.540037,,16.152859,16.25471,12.82302,9.85326862511172,45.755882,1.5390893,6.019406299999999,,10.138755999999999,8.971132,1.1788584999999998,17.175064000000003,17.175064000000003,0.11,-148.09578,1540,90.77211,58.97780600000001,0.014,,332.66931462287897,0.99999267,32.858513
77,0.152,78,8.756012,,13.208044000000001,16.241806,12.773225,9.81733049840247,34.07352,1.7255894,25.806038,,10.177688999999999,8.938934,0.9801445,17.175064000000003,17.175064000000003,0.11,-151.13918,1560,76.45127,44.30444,0.015,,338.34570384025574,0.99999267,28.662327
78,0.148,79,10.442649000000001,,18.467980999999998,16.229067,12.7246685,9.817535463827436,24.610134,2.0543928,24.351341,,10.280816999999999,8.937291,1.1684783,17.175064000000003,17.175064000000003,0.11,-146.90909,1580,92.309784,44.93288,0.015,,344.16344285011286,0.99999267,27.162979999999997
79,0.145,80,10.517228999999999,,9.787971,16.216488000000002,12.677271000000001,9.81207590380065,19.378473,2.3558161,17.642886999999998,,10.275142,8.932806,1.1766212,17.175064000000003,17.175064000000003,0.11,-142.94003,1600,94.1297,39.956303000000005,0.015,,350.3152461051941,0.99999267,25.098217
80,0.149,81,9.8479185,,9.551931,16.204065,12.63112,9.818924589874674,16.132519,2.5250082000000003,13.338420999999999,,10.267126,8.939051,1.1020375,17.175064000000003,17.175064000000003,0.11,-143.31937,1620,89.265045,35.35238,0.015,,357.8666789531708,0.99999267,23.451885
81,0.176,82,5.6381825999999995,,17.429087,16.191795000000003,12.586025,9.812578947801383,26.869781,1.4329946000000002,0.24635965,,10.354747999999999,8.9334135,0.6340884,17.175064000000003,17.175064000000003,0.11,-158.52113,1640,51.995247,36.28433,0.018,,363.6924488544464,0.99999267,29.609054999999998
82,0.308,83,8.904889,,14.709074,16.179674,12.541383999999999,9.752580739614254,28.611079999999998,2.1812877999999998,6.305997e-19,,10.4018955,8.880833,1.0271962,17.175064000000003,17.175064000000003,0.11,-270.13083,1660,85.25728000000001,39.085754,0.032,,370.5584352016449,0.99999267,24.652527
83,0.354,84,9.120783,,8.420742,16.167698,12.495489,9.537935540659216,15.837485000000001,2.7895265,3.3910155,,10.377574000000001,8.686202999999999,1.0551817,17.175064000000003,17.175064000000003,0.11,-303.18756,1680,88.63526999999999,31.774307,0.037,,377.2456600666046,0.99999267,21.434746
84,0.326,85,11.145417,,14.14262,16.155863,12.449921,9.472025613359962,19.456042999999998,2.608796,4.648035500000001,,10.421822,8.622164,1.2866617,17.175064000000003,17.175064000000003,0.11,-278.1397,1700,109.36625,41.92212,0.034,,384.21359825134283,0.99999267,24.31246
85,0.875,86,5.522662,,12.114493,16.144167000000003,12.405427,9.472425541885576,14.813154999999998,2.1584847000000003,0.022754802999999997,,10.443655999999999,8.623389,0.6465206,17.175064000000003,17.175064000000003,0.11,-503.26572000000004,1720,55.600773,25.75917,0.135,,389.6919775009155,0.99999267,21.436664999999998
86,0.901,87,6.243144999999999,,11.763842,16.132607,12.360674000000001,9.34926767822758,14.181920999999999,2.3836336,14.181920999999999,,10.454364,8.512008,0.7313925,17.175064000000003,17.175064000000003,0.11,-505.74344,1740,63.631145,26.69502,0.147,,395.3165476322174,0.99999267,20.65397
87,0.905,88,6.356063400000001,,16.284729000000002,16.121178,12.31738,9.39363211351865,12.334988000000001,2.6045312999999997,8.4170265,,10.517142,8.550786,0.7444004,17.175064000000003,17.175064000000003,0.11,-501.2073,1760,65.50723,25.151257,0.149,,403.03218388557434,0.99999267,19.544666
88,0.903,89,6.607520599999999,,14.076806,16.109879,12.274946,9.37887001881161,10.94128,2.8098261000000004,9.1151085,,10.553903,8.540664,0.77377844,17.175064000000003,17.175064000000003,0.11,-494.77475,1780,68.86628,24.509089000000003,0.148,,408.0670440196991,0.99999267,18.832521
89,0.902,90,6.9156027,,16.075986999999998,16.098705,12.2332535,9.36192175015692,9.852708999999999,2.9941763999999997,9.440747,,10.612414,8.522677,0.8100236,17.175064000000003,17.175064000000003,0.11,-488.53577,1800,72.90212,24.347970999999998,0.147,,417.7795913219452,0.99999267,18.387917
90,0.894,91,6.8902453999999995,,-3.1934310000000004,16.087654,12.192727,9.388338640616036,8.978046,3.164026,5.7955017,,10.458296,8.545430999999999,0.8069606,17.175064000000003,17.175064000000003,0.11,-480.60007,1820,73.43341,23.20885,0.143,,424.3323800563812,0.99999267,17.746707999999998
