,TimestepsSoFar,ReturnStepMax,LQGsigma,Bound,ReturnAbsMax,IWNorm1,ReturnMin,DenMISELogLast,ReturnMax,TimeElapsed,LQGmu1,DenMISEMeanLog,URet,IWMax,LQGmu01,ReturnLastEpisode,IWMean,IWFirstEpisode,IWNorm2,ReturnMean,SqrtESSClassic,IWLastEpisode,IWMin,DenMISELogFirst,target_sum_log_mean,Iteration,MISE
10,220,0.99998873,0.11,41.471626,17.052303,8.953201,,15.359432,17.052303,6.303230047225952,-0.263,14.450906,18.73064902548611,4.274252,-0.027,16.957403,0.8139274000000001,1.966743e-25,4.861045,16.828505,1.8418265999999999,1.6007272,,14.704122,8.16222,11,13.6965275
11,240,0.99998873,0.11,41.05893,17.052303,7.033375299999999,,13.759023000000001,17.052303,6.610809326171875,-0.24,14.374585,18.41972814639807,3.9364275999999996,-0.024,16.657362,0.5861145999999999,1.5144382999999998e-19,4.294077400000001,16.814242999999998,1.6379247,1.40513,,14.61711,8.382104,12,9.826167
12,260,0.99998873,0.11,40.366524,17.052303,0.3464712,,12.268195,17.052303,7.019012689590454,-0.194,14.179606,18.71924214535697,0.26672959999999996,-0.02,16.9483,0.02665163,1.2832507e-09,0.27036506,16.824554,1.2814938999999999,0.015829971,,14.537067,5.3120456,13,0.44678274
13,280,0.99998873,0.11,70.62751,17.052303,17.182579999999998,,14.397986999999999,17.052303,7.5211021900177,-0.191,14.128279000000001,18.202785927843298,16.935604,-0.019,16.456186,1.2273272,6.3448415e-09,16.936735000000002,16.798244,1.0145155000000001,16.935604,,14.462959,5.7583704000000004,14,20.202543
14,300,0.99998873,0.11,57.576133999999996,17.052303,19.56564,,11.030884,17.052303,7.874473810195923,-0.185,13.911420000000001,18.3201064050015,10.487914,-0.019,16.568203,1.304376,6.800329e-08,13.784574,16.782907,1.4193866000000002,8.944631,,14.393967000000002,5.631521,15,21.534573
15,320,0.99998873,0.11,38.828568,17.052303,10.140075999999999,,11.260152,17.052303,8.198970317840576,-0.206,13.748128,18.359583315237813,4.653322,-0.021,16.612484,0.63375473,6.2853055999999995e-12,5.6116795999999995,16.772254999999998,1.8069592,4.653322,,14.329428,7.942137,16,10.517517999999999
16,340,0.99998873,0.11,39.196762,17.052303,14.885791000000001,,13.436754999999998,17.052303,8.866873025894163,-0.199,13.706902,18.262609416910685,4.38497,-0.02,16.515167,0.87563473,1.7238927e-10,7.187077,16.757132000000002,2.0711884,3.4756413,,14.268804000000001,7.8631988,17,14.497459
17,360,0.99998873,0.11,41.239940000000004,17.052303,20.36332,,16.514528,17.052303,9.321398019790651,-0.192,13.853195999999999,18.264147796848725,4.203622,-0.019,16.509233,1.1312956,4.890389e-09,8.970051,16.74336,2.2701453999999996,3.8850126000000005,,14.211645,7.853392599999999,18,18.705301000000002
18,380,0.99998873,0.11,41.030685,17.052303,21.045336,,14.474326000000001,17.052303,10.112835645675661,-0.171,13.888507999999998,18.394766976706368,6.286027400000001,-0.017,16.638733,1.1076492,1.9918225e-05,9.346033,16.737854000000002,2.2517934,3.207614,,14.157577499999999,6.096218,19,18.312387
19,400,0.99998873,0.11,39.941315,17.052303,24.294682,,13.680873000000002,17.052303,10.624993801116943,-0.177,13.879567000000002,18.314694371908427,4.8076735,-0.018,16.55846,1.2147341,2.4959842999999997e-06,9.424632,16.728886,2.5777857,3.948956,,14.106285,7.220447500000001,20,20.096024
20,420,0.99998873,0.11,36.834232,17.052303,22.723549,,8.573211,17.052303,11.479395627975464,-0.177,13.633562,18.455668043925847,4.0410995000000005,-0.018,16.696657000000002,1.0820738,2.1851297000000002e-06,8.405789,16.72735,2.7033212000000004,1.0255142,,14.057495000000001,7.335872,21,17.910507
21,440,0.99998873,0.11,34.59895,17.052303,23.572779999999998,,15.561124,17.052303,12.05982780456543,-0.192,13.722656,18.25574511493776,2.89356,-0.019,16.509970000000003,1.07149,6.846488000000001e-09,7.7631307000000005,16.717468,3.0365045,2.89356,,14.010975,8.978169,22,17.751648
22,460,0.99998873,0.11,34.64767,17.052303,20.346529999999998,,16.23285,17.052303,12.621969223022461,-0.249,13.833353,18.58248840170962,5.035353,-0.025,16.818424,0.88463175,1.5361337e-21,7.870674,16.721857,2.5851066,3.7786855999999998,,13.966523,9.85726,23,14.858581
23,480,0.99998873,0.11,45.323890000000006,17.052303,30.906934999999997,,14.100462,17.052303,12.920908451080322,-0.352,13.838351000000001,18.57193709481744,9.822612,-0.037,16.80537,1.2877889999999999,,14.1381,16.725336,2.1860743,0.07074968,,13.923964000000002,-0.43034664,24,21.922620000000002
24,500,0.99998873,0.11,43.801590000000004,17.052303,24.056686,,16.405260000000002,17.052303,13.18918752670288,-0.379,13.947609,18.703167184019765,10.838807000000001,-0.04,16.931278,0.96226746,,12.8916025,16.733574,1.8660742,0.9292534,,13.8831415,-3.8047737999999995,25,16.387401999999998
25,520,0.99998873,0.11,42.46074,17.052303,10.903647,,11.959261,17.052303,13.815829992294312,-0.417,13.866268,18.773285089882304,7.195655,-0.044,16.998041,0.41937107,,7.527187,16.743745999999998,1.4485687,0.09882247400000001,,13.843922000000001,-9.469807000000001,26,7.1452527
26,540,0.99998873,0.11,59.428825,17.052303,32.263058,,12.927553999999999,17.052303,14.671514511108398,-0.423,13.809360999999999,18.80215793217093,23.978907,-0.045,17.02572,1.194928,,24.646857999999998,16.754189999999998,1.309013,23.978907,,13.806181,-9.524517999999999,27,20.348307000000002
27,560,0.99998873,0.11,53.37899,17.182411,36.581565999999995,,8.919645,17.182411,15.319817543029785,-0.431,13.632607,18.963445701982373,15.971339000000002,-0.046,17.182411,1.3064844999999998,,22.03586,16.769484,1.6600925,14.56611,,13.769814000000002,-10.166674,28,22.328173
28,580,0.99998873,0.11,48.249947,17.182411,30.08189,,12.216513,17.182411,16.10663676261902,-0.443,13.586976000000002,18.699476945856468,12.916445,-0.048,16.927467,1.0373065000000001,,17.81527,16.774931,1.6885453000000001,1.290879,,13.734722,-11.255267,29,17.722351
29,600,0.99998873,0.11,46.6465,17.182411,31.528545,,14.420008,17.182411,16.637370586395267,-0.473,13.611588500000002,18.90210095788812,11.697771000000001,-0.051,17.123995,1.0509515,,17.537945,16.786568,1.7977332,7.3000326,,13.700820000000002,-15.236618,30,17.97304
30,620,0.99998873,0.11,55.45417,17.199832999999998,47.24698,,13.636657999999999,17.199832999999998,17.452221632003784,-0.479,13.610074,18.98163864370813,23.335922,-0.052,17.199832999999998,1.5240961000000002,,26.842175,16.7999,1.760177,23.335922,,13.668031,-15.296157000000001,31,26.139221
31,640,0.99998873,0.11,49.876945,17.199832999999998,44.32148,,12.909773,17.199832999999998,18.65717101097107,-0.489,13.596620999999999,18.861394559273037,18.521036,-0.053,17.083376,1.3850462,,22.449832999999998,16.808757999999997,1.9742453999999998,7.3210315999999995,,13.636282000000001,-15.964801000000001,32,23.740631
32,660,0.99998873,0.11,48.34884,17.199832999999998,46.155632000000004,,12.858428,17.199832999999998,19.32525587081909,-0.503,13.580585000000001,18.920507972686263,17.025642,-0.055,17.140052999999998,1.3986555,,21.798443,16.818796,2.117382,9.32664,,13.60551,-17.166635999999997,33,23.97936
33,680,0.99998873,0.11,46.283229999999996,17.199832999999998,43.066895,,18.276304,17.199832999999998,20.24790644645691,-0.522,13.725724,18.946578854257464,16.961983,-0.058,17.165178,1.2666733000000001,,20.494576000000002,16.828982999999997,2.10138,4.6423163,,13.575657000000001,-19.191542000000002,34,21.728178
34,700,0.99998873,0.11,44.493675,17.199832999999998,34.074042999999996,,12.437645,17.199832999999998,21.352826356887817,-0.557,13.692791,18.924019683064227,16.704906,-0.063,17.14397,0.9735440999999999,,18.346724,16.837982,1.8572277,2.74198,,13.54667,-23.797247,35,16.7106
35,720,0.99999267,0.11,42.18101,17.199832999999998,9.662899000000001,,14.716237,17.199832999999998,22.255369663238525,-0.633,13.71785,18.922313843169,6.902928999999999,-0.074,17.14419,0.26841387,,7.0354714000000005,16.846489000000002,1.3734543,0.44652703,,13.518498000000001,-35.98288,36,4.611872
36,740,0.99999267,0.11,33.910709999999995,17.199832999999998,36.221579999999996,,10.786371,17.199832999999998,22.74822330474853,-0.356,13.618756,18.91965230797885,6.008538,-0.037,17.1418,0.97896165,,12.123005000000001,16.854470000000003,2.9878384999999996,0.016439967,,13.4911,3.476867,37,16.64087
37,760,0.99999267,0.11,32.176536999999996,17.199832999999998,39.696594,,18.90556,17.199832999999998,23.15028381347656,-0.324,13.756376000000001,18.844517083082074,4.500586,-0.034,17.066035999999997,1.0446472,,11.117872,16.860037,3.5705209000000004,1.2517238000000002,,13.464432,6.047886,38,17.725004000000002
38,780,0.99999267,0.11,32.432846000000005,17.199832999999998,37.337406,,14.9516,17.199832999999998,23.86981177330017,-0.381,13.787466,18.750175703068344,5.270949400000001,-0.04,16.974781,0.9573693999999999,,11.677014999999999,16.86298,3.1975129,4.609235,,13.438456,2.1932936,39,16.295458
39,800,0.99999267,0.11,31.610394,17.199832999999998,38.75939,,16.77369,17.199832999999998,24.64810347557068,-0.385,13.860329,18.80118113914799,4.6516585,-0.041,17.024433,0.9689848,,11.351654,16.867016,3.4144267999999998,4.1157994,,13.413138,2.2074494,40,16.498194
40,820,0.99999267,0.11,8.058489,17.199832999999998,4.0999999999999995e-09,,17.928926,17.199832999999998,24.98258280754089,0.176,13.958182999999998,18.83955332472044,,0.018,17.060995000000002,,,6.4031247e-10,16.871748,6.4031234,,,13.388446,-250.14072000000002,41,
41,840,0.99999267,0.11,7.961975999999999,17.199832999999998,4.1999999999999996e-09,,-12.94801,17.199832999999998,25.40314769744873,0.176,13.294037,9.968681084937074,6.2360005e-27,0.018,9.093588,1.484762e-28,,6.480741e-10,16.686554,6.48074,6.2360005e-27,,13.364348000000001,-245.92995,42,1.3501814e-27
42,860,0.99999267,0.11,60.084072,17.199832999999998,40.986504,,0.20657572,17.199832999999998,26.022221565246586,0.17,12.966695,9.776501016016915,40.986504,0.017,8.901384,0.95317453,,40.986504,16.505503,1.0,40.986504,,13.340817000000001,-234.84589,43,8.484572
43,880,0.99999267,0.11,42.309395,17.199832999999998,20.154781,,9.968024,17.199832999999998,27.10189318656921,0.151,12.891291,9.778480409720851,13.231585500000001,0.015,8.902407,0.45806322,,14.933369,16.332704999999997,1.3496473,6.923195,,13.317828,-210.85161000000002,44,4.077557
44,900,0.99999267,0.11,53.738354,17.199832999999998,48.236835,,8.243635000000001,17.199832999999998,28.3007173538208,0.147,12.775125,9.808484569651977,40.933170000000004,0.015,8.93162,1.0719296999999999,,41.290695,16.168238,1.1682253,40.933170000000004,,13.295354999999999,-201.97456,45,9.569218
45,920,0.99999267,0.11,50.43742,17.199832999999998,73.220276,,8.187971000000001,17.199832999999998,30.007806301116943,0.146,12.671347,9.85061092386281,46.636894,0.015,8.968212,1.5917451,,51.349792,16.011715,1.4259118,46.636894,,13.273376,-196.44582,46,14.250401
46,940,0.99999267,0.11,44.000164,17.199832999999998,72.7484,,13.008158,17.199832999999998,30.383873701095578,0.145,12.682847,9.82981783682526,33.910755,0.015,8.949238000000001,1.5478382,,42.498084999999996,15.861448999999999,1.7118042000000002,21.504292,,13.251870000000002,-190.65756000000002,47,13.856822
47,960,0.99999267,0.11,40.449036,17.199832999999998,64.2293,,12.194502,17.199832999999998,30.886271238327023,0.143,12.678136,9.80213991669232,29.047591999999998,0.014,8.92538,1.3381104,,35.440598,15.716948499999999,1.8123087,6.796634700000001,,13.230817000000002,-185.0182,48,11.977344
48,980,0.99999267,0.11,38.499573,17.199832999999998,63.794014000000004,,12.862021,17.199832999999998,31.20652008056641,0.141,12.684764999999999,9.822964314246986,27.276161,0.014,8.943762,1.3019186000000003,,33.189170000000004,15.57872,1.9221333999999999,10.706576,,13.210197,-179.35623,49,11.654663000000001
49,1000,0.99999267,0.11,37.618114,17.199832999999998,67.04471,,8.2169075,17.199832999999998,31.75675916671753,0.139,12.598066000000001,9.83138291480772,26.658136,0.014,8.952086,1.3408942,,33.27789,15.446185999999999,2.0146923,13.713733,,13.189995000000001,-173.73235,50,12.006513
50,1020,0.99999267,0.11,37.128646999999994,17.199832999999998,69.33724000000001,,14.954588000000001,17.199832999999998,32.800838232040405,0.136,12.647718,9.839774739696503,26.600819,0.014,8.95755,1.3595538,,33.528496000000004,15.318959,2.0680093999999998,13.521364000000002,,13.170192000000002,-167.73593,51,12.17736
51,1040,0.99999267,0.11,37.004246,17.199832999999998,67.86173000000001,,17.354767000000002,17.199832999999998,33.71503233909607,0.132,12.742033000000001,9.84661815386124,26.464483,0.013,8.965128,1.3050333,,33.286552,15.196769,2.0387131999999997,14.672095,,13.150773999999998,-160.77003,52,11.694407
52,1060,0.99999267,0.11,36.945084,17.199832999999998,5.170461,,12.475583,17.199832999999998,34.86847710609436,0.114,12.739858,9.843418092430667,3.4796742999999997,0.011,8.960737,0.09755587,,3.6143887,15.079107999999998,1.4305216,0.7141139,,13.131726,-144.67404,53,0.8746764000000001
53,1080,0.99999267,0.11,45.10074,17.199832999999998,0.79495203,,13.655122,17.199832999999998,36.12714910507202,0.104,12.740226,9.860083665593981,0.6869911,0.01,8.977905999999999,0.014721333999999999,,0.69279504,14.966123999999999,1.1474563,0.6869911,,13.113032999999998,-135.20013,54,0.13214510000000002
54,1100,0.99999267,0.11,51.999256,17.199832999999998,4.9275208,,13.005435,17.199832999999998,37.25347542762756,0.097,12.7273,9.882560375242617,4.8885837,0.01,8.997921,0.08959129,,4.888715,14.857610999999999,1.0079379000000002,4.8885837,,13.094685,-128.73349,55,0.8061205
55,1120,0.99999267,0.11,43.976456,17.199832999999998,67.39390999999999,,14.008494,17.199832999999998,38.387344121932976,0.11,12.734014,9.889897269390316,32.640404,0.011,9.004645,1.2034627,,43.293427,14.753093,1.5566777,27.913491999999998,,13.076666000000001,-133.55796999999998,56,10.829261
56,1140,0.99999267,0.11,36.255524,17.199832999999998,70.800156,,15.841695000000001,17.199832999999998,39.59641885757446,0.123,12.788362,9.908768628529359,28.632753000000005,0.012,9.022035,1.242108,,34.45131,14.65255,2.0550787,0.06958914,,13.058966999999999,-139.07908999999998,57,11.147238
57,1160,0.99999267,0.11,48.482685,17.199832999999998,35.42364,,12.025197,17.199832999999998,40.480103969573975,0.095,12.777024,9.871902219082283,29.118263,0.01,8.987699000000001,0.61075246,,29.502556,14.554879000000001,1.2006974,0.25743330000000003,,13.0415745,-120.38176999999999,58,5.508078599999999
58,1180,0.99999267,0.11,45.558403000000006,17.199832999999998,54.519780000000004,,16.329082,17.199832999999998,41.334187984466546,0.093,12.829108,9.920231819842073,35.755974,0.009,9.032229,0.92406404,,39.322359999999996,14.461275,1.3864828000000002,35.755974,,13.02448,-116.61805,59,8.342289
59,1200,0.99999267,0.11,32.54677,17.199832999999998,53.21801800000001,,13.790420999999998,17.199832999999998,42.011243104934685,0.098,12.841256,9.917416827082326,16.038866,0.01,9.030345,0.88696694,,25.314838,14.370759,2.102246,12.548535000000001,,13.007672999999999,-117.20893999999998,60,8.001833
60,1220,0.99999267,0.11,34.191497999999996,17.199832999999998,65.68125,,8.242956,17.199832999999998,42.52913308143616,0.094,12.762878,9.911006573460636,16.841866,0.009,9.024002000000001,1.0767418,,31.151615000000003,14.283107000000001,2.108438,15.938656,,12.991144,-113.225204,61,9.718639
61,1240,0.99999267,0.11,27.599148,17.199832999999998,47.033348,,9.182391,17.199832999999998,43.48326587677002,0.103,12.704696,9.917698731355502,12.3199625,0.01,9.029272,0.7586024,,18.925043,14.198367999999999,2.4852437999999997,2.5678047999999998,,12.974883,-115.22134399999999,62,6.836798700000001
62,1260,0.99999267,0.11,30.036156,17.199832999999998,56.91712,,16.788925,17.199832999999998,44.8227219581604,0.107,12.765146000000001,9.883207051344051,13.236312,0.011,8.998466,0.9034464,,24.160717,14.115829999999999,2.3557713,12.389455,,12.958883,-115.17419,63,8.132716
63,1280,0.99999267,0.11,31.576729999999998,17.199832999999998,77.84172,,13.911613000000001,17.199832999999998,45.97489857673645,0.112,12.780652,9.86876830321116,15.828003,0.011,8.984911,1.2162768999999998,,31.1366,14.03566,2.5000072,13.55514,,12.943133999999999,-116.40893,64,10.936991
64,1300,0.99999267,0.11,30.498337,17.199832999999998,79.58681999999999,,7.087981699999999,17.199832999999998,47.03023028373718,0.117,12.6949215,9.892241556480943,16.457375,0.012,9.007794,1.2244127,,30.067963,13.958307999999999,2.6468978,1.5047382,,12.92763,-116.928665,65,11.004008
65,1320,0.99999267,0.11,29.681409999999996,17.199832999999998,86.06524,,11.840433,17.199832999999998,48.54476690292358,0.13,12.68406,9.895795040844073,15.783732,0.013,9.010167,1.3040187,,30.004534000000003,13.883335999999998,2.8684077,0.013889543999999998,,12.912363000000001,-123.370605,66,11.692511
66,1340,0.99999267,0.11,35.83108,17.199832999999998,67.47986,,15.007392999999999,17.199832999999998,49.92022919654846,0.159,12.722010000000001,9.8411373875174,24.418419,0.016,8.960355,1.0071621,,35.12113,13.809857999999998,1.9213463,0.15693809,,12.8973255,-143.1427,67,8.975174
67,1360,0.99999267,0.11,35.526959999999995,17.199832999999998,56.28986,,15.087038,17.199832999999998,51.055094242095954,0.169,12.755322,9.766163714899367,19.376995,0.017,8.893310000000001,0.82779205,,30.718758,13.737556,1.8324262999999998,19.376995,,12.88251,-149.75847,68,7.367847
68,1380,0.99999267,0.11,31.127277000000003,17.199832999999998,68.3184,,14.418932,17.199832999999998,52.4243848323822,0.161,12.775779,9.782040886421424,16.422678,0.016,8.907008,0.9901216999999999,,29.534959999999998,13.667547,2.3131366,15.233391000000001,,12.867911,-140.4912,69,8.82012
69,1400,0.99999267,0.11,32.545288,17.199832999999998,32.513546000000005,,14.996872,17.199832999999998,53.92410111427307,0.181,12.806317,9.762059573314417,13.475922,0.018,8.888633,0.46447924,,17.90413,13.599278,1.8159801,13.475922,,12.853522,-154.78021,70,4.131153
70,1420,0.99999267,0.11,29.009285,17.199832999999998,74.01262,,7.5667405,17.199832999999998,54.39305520057678,0.166,12.724663,9.760667792691963,13.264401999999999,0.017,8.888304,1.0424312,,28.301347999999997,13.532926999999999,2.6151624,9.963675,,12.839338,-139.85148999999998,71,9.278387
71,1440,0.99999267,0.11,32.061386,17.199832999999998,0.058920085,,15.790339000000001,17.199832999999998,55.06516218185425,0.211,12.7669325,9.79044076576791,0.031290215,0.021,8.9146,0.0008183344,,0.03660173,13.468782999999998,1.6097622999999999,4.1710453e-05,,12.825352,-176.20604,72,0.00727492
72,1460,0.99999267,0.11,27.761225,17.199832999999998,63.14879200000001,,11.012014,17.199832999999998,56.36988973617554,0.174,12.729299000000001,9.705074711417092,12.687364,0.018,8.837749,0.8650519,,24.557133,13.405345,2.5715049999999997,1.1027204,,12.811558999999999,-142.0159,73,7.695351
73,1480,0.99999267,0.11,31.075871999999997,17.199832999999998,62.843002,,11.907528999999998,17.199832999999998,57.16594886779785,0.181,12.715764,9.730322852018297,23.632444,0.018,8.8576,0.84922975,,28.669102000000002,13.343888,2.1920116000000003,23.632444,,12.797953,-145.47603999999998,74,7.536080999999999
74,1500,0.99999267,0.11,33.702315999999996,17.199832999999998,81.79142,,15.503513,17.199832999999998,58.498631715774536,0.184,12.75015,9.731400308535145,24.78568,0.019,8.859894,1.0905521999999999,,38.099922,13.284101500000002,2.1467607,24.78568,,12.78453,-146.09659,75,9.666337
75,1520,0.99999267,0.11,34.45324,17.199832999999998,90.95397,,9.898522,17.199832999999998,60.319599866867065,0.189,12.712477,9.739156464995546,23.926664000000002,0.019,8.867033000000001,1.1967628000000001,,42.044585999999995,13.225983,2.1632743,12.483924,,12.771284,-147.77245,76,10.600741000000001
76,1540,0.99999267,0.11,35.891113,17.199832999999998,96.19742,,17.198053,17.199832999999998,61.7264084815979,0.195,12.771697,9.7310781739907,34.718666,0.02,8.858367999999999,1.2493172,,46.293133000000005,13.169259,2.0780063,18.505428,,12.758212,-150.50153,77,11.059859
77,1560,0.99999267,0.11,36.421867,17.199832999999998,62.69105,,9.715799,17.199832999999998,62.94439482688904,0.205,12.733901,9.720969605503683,32.355923,0.021,8.849832000000001,0.80373144,,35.612109999999994,13.113882,1.7603858000000001,10.295452000000001,,12.745308999999999,-157.03973,78,7.1103954
78,1580,0.99999267,0.11,37.72676,17.199832999999998,17.968698999999997,,9.66465,17.199832999999998,64.30887913703917,0.223,12.691571000000001,9.695733054132964,11.122593,0.023,8.828461,0.22745188,,12.438087,13.059635,1.4446511999999998,11.122593,,12.732569999999999,-169.44678000000002,79,2.0091436000000003
79,1600,0.99999267,0.11,51.301117,17.199832999999998,65.290146,,12.565693,17.199832999999998,65.86839747428894,0.227,12.680277,9.65992677572796,55.379936,0.023,8.796509,0.8161268,,55.823055000000004,13.006348,1.1695911,55.379936,,12.719991,-170.16092,80,7.183560400000001
80,1620,0.99999267,0.11,43.04833,17.199832999999998,33.300484000000004,,17.154242,17.199832999999998,67.40132403373718,0.239,12.731219,9.678736065536366,24.132637,0.024,8.811966,0.41111708,,25.446663,12.954564,1.3086386,8.023375999999999,,12.707567999999998,-177.71957,81,3.6184184999999998
81,1640,0.99999267,0.11,48.767014,17.199832999999998,79.99964,,13.783627,17.199832999999998,68.45067048072815,0.242,12.736436999999999,9.627048371314439,60.475464,0.025,8.764789,0.97560537,,62.33738,12.903469,1.2833333999999998,60.475464,,12.695298,-178.44656,82,8.559613
82,1660,0.99999267,0.11,35.525833,17.199832999999998,82.64155600000001,,11.98974,17.199832999999998,69.41142106056213,0.236,12.724805,9.630831226917168,26.697851,0.024,8.769639,0.9956814,,42.89649,12.853664,1.9265343000000001,26.697851,,12.683177,-171.11993,83,8.742248
83,1680,0.99999267,0.11,36.146736,17.199832999999998,69.10280999999999,,15.976834,17.199832999999998,71.1331341266632,0.249,12.762202,9.64943293306375,28.858040000000003,0.025,8.784342,0.8226525,,38.743153,12.80522,1.7836136000000002,10.737539,,12.671201,-179.5257,84,7.216984
84,1700,0.99999267,0.11,40.55966,17.199832999999998,94.21860500000001,,13.976151999999999,17.199832999999998,72.57616090774536,0.254,12.773417,9.601762006507082,50.20702,0.026,8.743066,1.1084542,,56.337276,12.757430000000001,1.6724025000000002,50.20702,,12.659367,-181.17932,85,9.706145
85,1720,0.99999267,0.11,41.827038,17.199832999999998,123.369064,,14.037835000000001,17.199832999999998,74.04236102104188,0.258,12.787513,9.584041258581989,57.50716,0.026,8.726455,1.434524,,70.02019,12.710560000000001,1.7619071,57.50716,,12.647671,-181.71806,86,12.540875
86,1740,0.99999267,0.11,40.101734,17.199832999999998,132.19083999999998,,11.819367999999999,17.199832999999998,75.52308988571167,0.264,12.778636,9.588296865589376,48.074146,0.027,8.730634,1.5194348999999998,,68.72604,12.664813,1.923446,39.61311,,12.636109,-183.68646,87,13.275146
87,1760,0.99999267,0.11,37.63977,17.199832999999998,77.39086,,17.717194,17.199832999999998,76.68106770515442,0.282,12.837997,9.613198112444817,36.39776,0.029,8.753099,0.8794415999999999,,44.934902,12.620361,1.7222883999999998,4.94189,,12.624680499999998,-195.39085,88,7.679922
88,1780,0.99999267,0.11,46.896209999999996,17.199832999999998,131.50711,,13.682170000000001,17.199832999999998,77.72584939002991,0.286,12.844996,9.548753769193974,81.83742,0.029,8.693967,1.477608,,86.724976,12.576244,1.5163696000000002,81.83742,,12.613381,-196.01373,89,12.867898
89,1800,0.99999267,0.11,41.363597999999996,17.199832999999998,107.46571000000002,,14.493188,17.199832999999998,79.4732382297516,0.297,12.865202,9.563265953252225,54.714180000000006,0.031,8.707235,1.1940633999999999,,64.498795,12.533256,1.6661662,31.603896999999996,,12.602208000000001,-201.09258,90,10.394599000000001
90,1820,0.99999267,0.11,38.562946000000004,17.199832999999998,18.227674,,14.269499,17.199832999999998,80.6064305305481,0.331,12.880707000000001,9.5698510311029,12.407592999999999,0.034,8.712392999999999,0.20030412,,13.006919,12.491268,1.4013829,1.7481723000000002,,12.591158,-221.5291,91,1.7425297
91,1840,0.99999267,0.11,47.810276,17.199832999999998,15.890464000000001,,15.106766,17.199832999999998,82.08484053611754,0.359,12.896167,9.52476937752468,14.194424,0.038,8.672707,0.17272243,,14.262093,12.449762,1.1141747,14.194424,,12.580229,-236.4336,92,1.498419
92,1860,0.99999267,0.11,48.756615000000004,17.199832999999998,0.00035693625,,16.473717,17.199832999999998,83.54314374923706,1.0,12.92568,9.51146516095574,0.00033666513999999997,0.723,8.659271,3.8379244e-06,,0.00033727055,12.409004,1.0583083999999998,0.00033666513999999997,,12.569417999999999,-568.6797,93,3.3236570000000004e-05
