,target_sum_log_mean,DenMISELogFirst,LQGsigma,URet,DenMISELogLast,IWFirstEpisode,IWMin,MISE,LQGmu1,TimeElapsed,IWNorm1,SqrtESSClassic,Iteration,LQGmu01,IWNorm2,ReturnStepMax,DenMISEMeanLog,IWMean,Bound,ReturnMin,IWMax,IWLastEpisode,ReturnMean,ReturnLastEpisode,ReturnAbsMax,TimestepsSoFar,ReturnMax
12,-326.2606,12.219748,0.11,9.360806005529788,18.946861,,,7.588671700000001,1.0,10.100801944732666,11.555557,2.828427,13,1.0,4.0855064,0.99233466,13.365394,0.8888889999999999,8.150350999999999,,1.4444454,1.4444454,10.650564,8.524119,15.807039999999999,260,15.807039999999999
13,-301.77936,12.14564,0.11,9.301084130393486,16.140055,,,7.676837,1.0,10.223438978195189,12.5999975,3.0,14,1.0,4.199999299999999,0.99233466,13.554975500000001,0.8999997999999999,8.206392,,1.4000003,1.399999,10.494833999999999,8.470346000000001,15.807039999999999,280,15.807039999999999
14,-281.2246,12.076647,0.11,9.356480528754362,6.2320175,,,7.75386,1.0,10.340126514434814,13.636364000000002,3.1622777,15,1.0,4.3121967,0.99233466,13.059571,0.90909094,8.256241000000001,,1.3636377,1.3636363999999999,10.36345,8.524075999999999,15.807039999999999,300,15.807039999999999
15,-262.6121,12.012108999999999,0.11,9.37736215181045,16.287666,,,7.819429400000001,1.0,10.44014310836792,14.666661999999999,3.3166246,16,1.0,4.4221654,0.99233466,13.255203,0.9166664000000001,8.29843,,1.333334,1.3333327,10.24953,8.540718,15.807039999999999,320,15.807039999999999
16,-246.2361,11.951483999999999,0.11,9.376705631716883,15.511573,,,7.87476,1.0,10.541914701461794,15.692312,3.4641017999999995,17,1.0,4.52998,0.99233466,13.382666,0.92307717,8.333369,,1.3076934,1.307692,10.148891,8.538686,15.807039999999999,340,15.807039999999999
17,-231.56815,11.894325,0.11,9.384558070745626,17.535608,,,7.922464999999999,1.0,10.775678873062134,16.714281,3.605551,18,1.0,4.635708,0.99233466,13.608807,0.92857116,8.363082,,1.2857146000000002,1.2857139,10.059657000000001,8.542669,15.807039999999999,360,15.807039999999999
18,-218.63918999999999,11.840259,0.11,9.364743809008043,13.845382999999998,,,7.9629083,1.0,11.123430252075195,17.733337,3.7416574999999996,19,1.0,4.739433999999999,0.99233466,13.617242000000001,0.9333336,8.387497999999999,,1.2666671,1.2666671,9.979099,8.529069999999999,15.807039999999999,380,15.807039999999999
19,-206.90323999999998,11.788965,0.11,9.381070278028718,15.856593,,,7.999105999999999,1.0,11.3439040184021,18.75,3.8729835,20,1.0,4.841229,0.99233466,13.725659,0.9375,8.409298,,1.2500011999999998,1.25,9.907249,8.542089,15.807039999999999,400,15.807039999999999
20,-196.22182,11.740175,0.11,9.348091654525565,17.195507,,,8.029155000000001,1.0,11.461570739746096,19.764713,4.0,21,1.0,4.9411783,0.99233466,13.887723999999999,0.94117683,8.426322,,1.2352946000000002,1.2352946000000002,9.840709,8.509901,15.807039999999999,420,15.807039999999999
21,-186.60596999999999,11.693655,0.11,9.375719891836804,15.126173000000001,,,8.057422,1.0,11.606790781021118,20.777770999999998,4.1231055,22,1.0,5.03935,0.99233466,13.941182999999999,0.9444440999999999,8.442730000000001,,1.2222228000000002,1.2222216000000001,9.781496,8.538034,15.807039999999999,440,15.807039999999999
22,-177.86642,11.649203,0.11,9.382886654201428,14.212715,,,8.0830765,1.0,11.897809743881226,21.789474,4.242641000000001,23,1.0,5.135828,0.99233466,13.950432999999999,0.94736844,8.457529,,1.2105263000000002,1.2105263000000002,9.727727999999999,8.544834,15.807039999999999,460,15.807039999999999
23,-169.6466,11.606644000000001,0.11,9.34760561356085,19.226814,,,8.10455,1.0,12.46956729888916,22.8,4.358899,24,1.0,5.230678599999999,0.99233466,14.167964000000001,0.95,8.469016,,1.2,1.2,9.677096,8.512551,15.807039999999999,480,15.807039999999999
24,-162.31723,11.565822,0.11,9.320376335336157,13.413326000000001,,,8.122910000000001,1.0,12.946302890777588,23.809520000000003,4.472136,25,1.0,5.323971,0.99233466,14.135672,0.95238084,8.478147,,1.1904776000000001,1.1904763999999999,9.629617,8.490112,15.807039999999999,500,15.807039999999999
25,-155.31735,11.526601,0.11,9.380775458959569,19.513018,,,8.141832,1.0,13.569375991821287,24.818182,4.582575299999999,26,1.0,5.4157715,0.99233466,14.340565,0.95454544,8.488508,,1.1818194,1.1818194,9.587678,8.539197,15.807039999999999,520,15.807039999999999
26,-148.96698,11.48886,0.11,9.365661980522473,15.981978,,,8.158478,1.0,14.065239906311035,25.82609,4.6904154,27,1.0,5.506141,0.99233466,14.399589,0.95652187,8.497183,,1.1739137,1.1739125,9.5483055,8.524643,15.807039999999999,540,15.807039999999999
27,-143.10183999999998,11.452492999999999,0.11,9.323470184373562,15.102994,,,8.172169,1.0,14.532729148864744,26.833332000000002,4.795831,28,1.0,5.595136599999999,0.99233466,14.423079999999999,0.9583333,8.503428,,1.1666682,1.166667,9.510405,8.487088,15.807039999999999,560,15.807039999999999
28,-137.85571000000002,11.417401,0.11,9.31608755556689,8.887264,,,8.1846075,1.0,14.806016683578491,27.840002000000002,4.8989797,29,1.0,5.6828165,0.99233466,14.230685000000001,0.9600001,8.508892999999999,,1.1600003,1.1600003,9.474981,8.483118,15.807039999999999,580,15.807039999999999
29,-132.71042,11.3835,0.11,9.373132889874997,16.360264,,,8.197979,1.0,14.931000709533693,28.84615,4.9999995,30,1.0,5.7692304000000005,0.99233466,14.300277,0.9615383,8.515713,,1.153846,1.153846,9.443559,8.532307000000001,15.807039999999999,600,15.807039999999999
30,-128.24747,11.350710000000001,0.11,9.30904521639176,5.5028744000000005,,,8.208288,1.0,15.066279411315918,29.851854,5.0990195,31,1.0,5.854430000000001,0.99233466,14.015194000000001,0.96296304,8.519852,,1.1481491000000001,1.1481481000000002,9.412355999999999,8.476275999999999,15.807039999999999,620,15.807039999999999
31,-123.69286000000001,11.318961,0.11,9.403708882854401,17.366139999999998,,,8.22103,1.0,15.20984172821045,30.857145000000003,5.1961527,32,1.0,5.9384604,0.99233466,14.118703,0.9642858,8.526769999999999,,1.1428573,1.1428573,9.385879,8.565071000000001,15.807039999999999,640,15.807039999999999
32,-119.64663,11.28819,0.11,9.319472940863065,9.703733999999999,,,8.230278,1.0,15.390692234039307,31.862059000000002,5.2915025,33,1.0,6.0213633,0.99233466,13.983787,0.9655169,8.530508,,1.1379318,1.1379306,9.35871,8.48932,15.807039999999999,660,15.807039999999999
33,-115.6051,11.258337,0.11,9.356596991702737,17.640118,,,8.239922,1.0,15.95585036277771,32.86667,5.385164700000001,34,1.0,6.103187,0.99233466,14.09027,0.9666667,8.534929,,1.1333343999999999,1.1333343999999999,9.334027,8.519513,15.807039999999999,680,15.807039999999999
34,-111.89726999999999,11.229349000000001,0.11,9.341300393167133,14.0474205,,,8.248427000000001,1.0,16.315322875976562,33.870964,5.4772253,35,1.0,6.183964,0.99233466,14.088057000000001,0.96774185,8.538477,,1.1290321,1.1290321,9.310300999999999,8.503587,15.807039999999999,700,15.807039999999999
35,-108.41048400000001,11.201179,0.11,9.386840195184648,13.509485,,,8.257714,1.0,16.75201725959778,34.874990000000004,5.5677642999999994,36,1.0,6.263733,0.99233466,14.0710535,0.9687496999999999,8.543047,,1.1250006000000001,1.1249995000000002,9.2890625,8.545694000000001,15.807039999999999,720,15.807039999999999
36,-105.262184,11.1737795,0.11,9.296898599416485,7.962170599999999,,,8.263932,1.0,17.43064546585083,35.878784,5.6568537,37,1.0,6.342533599999999,0.99233466,13.905072,0.9696969000000001,8.544771,,1.1212121000000002,1.1212121000000002,9.266732000000001,8.462833,15.807039999999999,740,15.807039999999999
37,-102.13094,11.147111,0.11,9.397553280039904,13.613625,,,8.27252,1.0,18.038896560668945,36.882346999999996,5.744562999999999,38,1.0,6.420392,0.99233466,13.896574,0.9705881,8.549071000000001,,1.1176486,1.1176465,9.248028,8.555984500000001,15.807039999999999,760,15.807039999999999
38,-99.09723000000001,11.121136,0.11,9.389780464187712,16.07575,,,8.280441,1.0,18.46072888374329,37.885709999999996,5.830952,39,1.0,6.4973454,0.99233466,13.951670000000002,0.9714285,8.552896,,1.1142856,1.1142856,9.230122999999999,8.549733,15.807039999999999,780,15.807039999999999
39,-96.20903,11.095818,0.11,9.40263232620272,16.32522,,,8.288259,1.0,19.150265216827396,38.88888,5.9160794999999995,40,1.0,6.573421000000001,0.99233466,14.010267,0.97222203,8.556792,,1.1111127,1.1111106000000002,9.213416,8.561886,15.807039999999999,800,15.807039999999999
40,-93.52551,11.071125,0.11,9.302032869204423,13.713026999999999,,,8.293154,1.0,19.867752075195312,39.891884000000005,6.0000005,41,1.0,6.648647,0.99233466,14.002319,0.97297275,8.557932000000001,,1.1081094999999999,1.1081083999999999,9.195269999999999,8.469389,15.807039999999999,820,15.807039999999999
41,-91.07533000000001,11.047028,0.11,9.382904138090698,9.281702000000001,,,8.299655,1.0,20.486297369003296,40.894737,6.0827622,42,1.0,6.723053500000001,0.99233466,13.8892565,0.9736841999999999,8.560830000000001,,1.1052641,1.1052629999999999,9.179671,8.540152,15.807039999999999,840,15.807039999999999
42,-88.63197,11.023498,0.11,9.354299643133466,13.891479,,,8.305191,1.0,21.028478860855106,41.89744,6.1644144,43,1.0,6.7966622999999995,0.99233466,13.888678,0.9743591,8.562907000000001,,1.1025648000000001,1.1025637,9.164226,8.515492,15.807039999999999,860,15.807039999999999
43,-86.2877,11.000507,0.11,9.375690697683655,14.420695000000002,,,8.311010000000001,1.0,21.48209547996521,42.9,6.2449985,44,1.0,6.869497999999999,0.99233466,13.900166,0.975,8.565401,,1.1,1.1,9.149992999999998,8.538002,15.807039999999999,880,15.807039999999999
44,-84.06084,10.978035,0.11,9.38984497337242,13.828029,,,8.316861,1.0,22.348556995391846,43.902428,6.324555,45,1.0,6.9415835999999995,0.99233466,13.89799,0.9756094999999999,8.568050999999999,,1.0975627000000001,1.0975605,9.1366825,8.550980000000001,15.807039999999999,900,15.807039999999999
45,-81.791725,10.956056,0.11,9.409329969481332,20.227238,,,8.322838,1.0,23.28520393371582,44.904759999999996,6.403124,46,1.0,7.0129456999999995,0.99233466,14.035035,0.9761904,8.570946000000001,,1.0952393,1.0952373,9.124315,8.56782,15.807039999999999,920,15.807039999999999
46,-79.74746,10.934549,0.11,9.34769104568057,14.200026000000001,,,8.32723,1.0,23.97943115234375,45.906975,6.480741,47,1.0,7.0835996,0.99233466,14.038025,0.9767440999999999,8.572367,,1.0930241000000003,1.0930241000000003,9.111281,8.511736,15.807039999999999,940,15.807039999999999
47,-77.7549,10.913496,0.11,9.339450443722802,15.808418,,,8.331228,1.0,24.5454626083374,46.90909,6.557439,48,1.0,7.1535687,0.99233466,14.074409,0.9772726999999999,8.573497999999999,,1.090909,1.090909,9.098613,8.503142,15.807039999999999,960,15.807039999999999
48,-75.78656,10.892877,0.11,9.41429933385783,18.608522,,,8.3365345,1.0,25.22075843811035,47.911095,6.633249,49,1.0,7.222870299999999,0.99233466,14.166464000000001,0.9777773999999999,8.5760355,,1.0888906,1.0888883999999999,9.087825,8.570041999999999,15.807039999999999,980,15.807039999999999
49,-73.9268,10.872674,0.11,9.356211584451136,17.117937,,,8.340436,1.0,25.89561176300049,48.913044,6.708203999999999,50,1.0,7.291526299999999,0.99233466,14.225036,0.9782609,8.577261,,1.0869566000000002,1.0869566000000002,9.076386,8.515929,15.807039999999999,1000,15.807039999999999
50,-72.10311,10.852872,0.11,9.385754874010336,19.000045999999998,,,8.344761,1.0,26.494818210601807,49.9149,6.78233,51,1.0,7.359551,0.99233466,14.318225,0.9787235999999999,8.578997,,1.0851066999999999,1.0851066999999999,9.065942,8.543688000000001,15.807039999999999,1020,15.807039999999999
51,-70.37629,10.833453,0.11,9.353142193709877,17.611614000000003,,,8.348322999999999,1.0,27.197853326797485,50.916664000000004,6.8556542,52,1.0,7.426959,0.99233466,14.381139000000001,0.9791665999999999,8.580053999999999,,1.0833343999999998,1.0833324,9.055363,8.515779,15.807039999999999,1040,15.807039999999999
52,-68.71455999999999,10.814405,0.11,9.397103616511508,17.616695,,,8.352575,1.0,27.910592317581177,51.918365,6.928203,53,1.0,7.4937705999999995,0.99233466,14.441784,0.9795918,8.58188,,1.0816332,1.0816332,9.045952999999999,8.556675,15.807039999999999,1060,15.807039999999999
53,-67.16985,10.795713000000001,0.11,9.340043875000587,14.622734,,,8.355572,1.0,28.818816661834717,52.920002000000004,7.0000005000000005,54,1.0,7.56,0.99233466,14.444745999999999,0.98,8.582524000000001,,1.0800005,1.0800005,9.035886999999999,8.502367,15.807039999999999,1080,15.807039999999999
54,-65.63265,10.777364,0.11,9.424049457526603,17.300776000000003,,,8.3600025,1.0,29.933552742004395,53.921569999999996,7.0710683,55,1.0,7.625661,0.99233466,14.496301999999998,0.98039216,8.584674,,1.078432,1.078432,9.027626,8.5815735,15.807039999999999,1100,15.807039999999999
55,-64.24354,10.759346,0.11,9.308995940800846,12.083344,,,8.362259,1.0,30.805104732513428,54.923080000000006,7.1414285,56,1.0,7.6907697,0.99233466,14.452853,0.9807693000000001,8.584717,,1.0769233,1.0769233,9.017797999999999,8.47728,15.807039999999999,1120,15.807039999999999
56,-62.784386,10.741646000000001,0.11,9.349899504317376,18.85566,,,8.365088,1.0,31.43107414245605,55.924530000000004,7.211102,57,1.0,7.755337700000001,0.99233466,14.52975,0.9811321,8.585397,,1.075472,1.075472,9.008929,8.512217999999999,15.807039999999999,1140,15.807039999999999
57,-61.48319,10.724255,0.11,9.331260858837402,12.6134615,,,8.367506,1.0,32.23638415336609,56.92592,7.2801094,58,1.0,7.819377,0.99233466,14.496376999999999,0.9814814000000001,8.585727,,1.074075,1.0740739,9.00008,8.495722,15.807039999999999,1160,15.807039999999999
58,-60.280476,10.70716,0.11,9.338051412462363,9.406628,,,8.369947,1.0,32.964324712753296,57.92726,7.348469000000001,59,1.0,7.8829020000000005,0.99233466,14.409788,0.98181796,8.586138,,1.0727288000000001,1.0727278,8.991635,8.501843,15.807039999999999,1180,15.807039999999999
59,-59.01156999999999,10.690352,0.11,9.3692431481624,15.785012,,,8.372806,1.0,33.654969930648804,58.92856999999999,7.4161983,60,1.0,7.945927,0.99233466,14.432398000000001,0.9821428,8.587022,,1.0714303,1.0714294,8.983941,8.52993,15.807039999999999,1200,15.807039999999999
60,-57.72667,10.673822999999999,0.11,9.415595207956292,19.299246,,,8.376307,1.0,34.54533576965332,59.929825,7.4833155,61,1.0,8.008459,0.99233466,14.511883,0.98245615,8.588600999999999,,1.0701764,1.0701742,8.977194,8.572375,15.807039999999999,1220,15.807039999999999
61,-56.470436,10.657563,0.11,9.400091639252539,20.093124,,,8.379457,1.0,35.44383096694946,60.93103000000001,7.549834700000001,62,1.0,8.070511999999999,0.99233466,14.601614000000001,0.9827585999999999,8.589882000000001,,1.0689665000000002,1.0689645,8.970449,8.559016999999999,15.807039999999999,1240,15.807039999999999
62,-55.34685,10.641562,0.11,9.369669113815856,14.249817000000002,,,8.381977000000001,1.0,36.34195375442505,61.932198,7.6157727,63,1.0,8.132096,0.99233466,14.59575,0.98305076,8.590579,,1.0677968,1.0677968,8.963428500000001,8.528138,15.807039999999999,1260,15.807039999999999
63,-54.23935,10.625814,0.11,9.323512561027526,15.468859,,,8.383799,1.0,36.72178602218628,62.933333999999995,7.681145,64,1.0,8.193223,0.99233466,14.609121,0.98333335,8.590626,,1.0666671,1.0666671,8.95605,8.491222,15.807039999999999,1280,15.807039999999999
64,-53.211135999999996,10.61031,0.11,9.363060386034242,12.531057,,,8.386095,1.0,36.96822452545165,63.93441800000001,7.745966,65,1.0,8.253899,0.99233466,14.576889000000001,0.9836064,8.591191,,1.0655751,1.0655731000000002,8.949402000000001,8.523937,15.807039999999999,1300,15.807039999999999
65,-52.103664,10.595042,0.11,9.380978589390264,19.819502,,,8.388569,1.0,37.35040855407715,64.935486,7.810249300000001,66,1.0,8.314136999999999,0.99233466,14.656069,0.9838709999999999,8.591977,,1.0645168,1.0645168,8.943191,8.539446,15.807039999999999,1320,15.807039999999999
66,-51.03003,10.580005,0.11,9.3517682968025,19.76825,,,8.390595,1.0,38.326596260070794,65.93651,7.874007700000001,67,1.0,8.373944999999999,0.99233466,14.732123000000001,0.9841270000000001,8.592357000000002,,1.0634928999999997,1.063492,8.936817999999999,8.516285,15.807039999999999,1340,15.807039999999999
67,-50.041203,10.565189,0.11,9.352665973178784,16.149658,,,8.392542,1.0,39.3087215423584,66.937515,7.937255,68,1.0,8.433333,0.99233466,14.752730999999999,0.98437524,8.592694999999999,,1.0625004999999998,1.0625004999999998,8.930616,8.515055,15.807039999999999,1360,15.807039999999999
68,-49.112829999999995,10.5505905,0.11,9.377371991741194,13.956646,,,8.394816,1.0,40.20825839042664,67.93845999999999,8.0,69,1.0,8.492308,0.99233466,14.740962,0.9846154,8.5934,,1.0615404,1.0615383,8.924961999999999,8.540445,15.807039999999999,1380,15.807039999999999
69,-48.218109999999996,10.536202000000001,0.11,9.303932781030998,13.458801000000001,,,8.395942999999999,1.0,40.936585187911994,68.93939,8.062258,70,1.0,8.5508795,0.99233466,14.722423000000001,0.98484844,8.592993,,1.0606073,1.0606053,8.91845,8.469144,15.807039999999999,1400,15.807039999999999
70,-47.32692,10.5220175,0.11,9.354424395561812,14.998541000000001,,,8.397778500000001,1.0,41.95407915115357,69.94029,8.124038,71,1.0,8.609055499999998,0.99233466,14.726091,0.9850745000000001,8.59333,,1.0597024,1.0597014,8.912823,8.5189495,15.807039999999999,1420,15.807039999999999
71,-46.363262,10.508030999999999,0.11,9.374940890699936,21.9991,,,8.399792999999999,1.0,42.609183311462395,70.94118,8.185352,72,1.0,8.666844000000001,0.99233466,14.826896,0.9852940999999998,8.59388,,1.0588245,1.0588245,8.907573,8.534744,15.807039999999999,1440,15.807039999999999
72,-45.5258,10.494238000000001,0.11,9.39524690753667,14.715124,,,8.402051,1.0,43.475064039230354,71.94203,8.246212,73,1.0,8.724252,0.99233466,14.825157999999998,0.9855073000000001,8.594706,,1.0579726999999999,1.0579717,8.902752,8.555655,15.807039999999999,1460,15.807039999999999
73,-44.71415,10.480632,0.11,9.378147703587292,14.48083,,,8.404003,1.0,44.94417810440064,72.94287,8.306624000000001,74,1.0,8.781289,0.99233466,14.820306,0.9857145,8.595256,,1.0571437,1.0571426000000002,8.89783,8.53858,15.807039999999999,1480,15.807039999999999
74,-43.889590000000005,10.467209,0.11,9.372371388322724,17.073133,,,8.405796,1.0,45.92543983459473,73.943665,8.366599,75,1.0,8.837959,0.99233466,14.85015,0.98591554,8.595678,,1.0563394,1.0563394,8.892942,8.531283,15.807039999999999,1500,15.807039999999999
75,-43.10821,10.453964,0.11,9.306536139643509,15.441104000000001,,,8.406685000000001,1.0,47.26846885681152,74.94444,8.426149,76,1.0,8.894269,0.99233466,14.857737,0.9861110999999999,8.595225,,1.055557,1.055555,8.887378,8.469952000000001,15.807039999999999,1520,15.807039999999999
76,-42.360294,10.440892,0.11,9.375188170248228,14.42792,,,8.408445,1.0,48.89256763458252,75.94521,8.485282000000002,77,1.0,8.950229,0.99233466,14.851970000000001,0.9863014999999999,8.595672,,1.0547953,1.0547942,8.882800999999999,8.535009,15.807039999999999,1540,15.807039999999999
77,-41.54356,10.427988000000001,0.11,9.368687347550829,21.292208,,,8.410085,1.0,50.02443194389343,76.94596,8.544004,78,1.0,9.005842999999999,0.99233466,14.934358999999999,0.9864867,8.5960245,,1.0540551,1.0540551,8.878275,8.529753,15.807039999999999,1560,15.807039999999999
78,-40.862125,10.41525,0.11,9.351140130192297,12.237847,,,8.411482000000001,1.0,50.80793476104736,77.94667,8.602325,79,1.0,9.061116,0.99233466,14.900051000000001,0.98666674,8.596161,,1.0533346000000001,1.0533326,8.873676,8.515007,15.807039999999999,1580,15.807039999999999
79,-40.13967,10.402671,0.11,9.376978448631638,16.88298,,,8.413109,1.0,52.0688591003418,78.94736999999999,8.6602545,80,1.0,9.116056,0.99233466,14.924667000000001,0.98684216,8.596552,,1.0526327,1.0526307,8.869444,8.535046000000001,15.807039999999999,1600,15.807039999999999
80,-39.427690000000005,10.390248,0.11,9.37264921036266,17.480320000000003,,,8.414644000000001,1.0,53.21563410758972,79.94807,8.717799000000001,81,1.0,9.1706705,0.99233466,14.956055,0.98701316,8.596877000000001,,1.0519493,1.0519483,8.865271,8.531391000000001,15.807039999999999,1620,15.807039999999999
81,-38.768055,10.377978,0.11,9.387188783503117,14.612429999999998,,,8.41634,1.0,54.34577345848084,80.948715,8.774964,82,1.0,9.224962,0.99233466,14.951702,0.98717946,8.597385000000001,,1.0512834,1.0512813,8.861388,8.546969,15.807039999999999,1640,15.807039999999999
82,-38.10771,10.365857,0.11,9.290623985386134,15.990986,,,8.416865,1.0,55.48968672752381,81.94935600000001,8.831759,83,1.0,9.278939,0.99233466,14.964067000000002,0.98734164,8.596746000000001,,1.0506339,1.0506328,8.856525999999999,8.457825,15.807039999999999,1660,15.807039999999999
83,-37.461525,10.353881,0.11,9.320380086601348,16.123287,,,8.417738,1.0,56.55445432662964,82.950005,8.888196,84,1.0,9.332603,0.99233466,14.977714,0.9875001,8.596477,,1.0500018999999998,1.0499998,8.852122,8.486614999999999,15.807039999999999,1680,15.807039999999999
84,-36.807854,10.342046,0.11,9.410246160349212,18.05252,,,8.419603,1.0,57.037826776504524,83.95062,8.944272,85,1.0,9.385964,0.99233466,15.013738,0.9876543999999999,8.597221000000001,,1.0493841,1.0493832,8.848791,8.56888,15.807039999999999,1700,15.807039999999999
85,-36.204227,10.33035,0.11,9.320303244227828,15.0560875,,,8.420397999999999,1.0,58.02631616592407,84.95121999999999,8.999999,86,1.0,9.439025,0.99233466,15.014084,0.98780483,8.596916,,1.0487819,1.0487809,8.844558000000001,8.484772999999999,15.807039999999999,1720,15.807039999999999
86,-35.62587,10.318789500000001,0.11,9.312114551528893,14.065902,,,8.421123,1.0,58.821611166000366,85.95181,9.055387,87,1.0,9.491788,0.99233466,15.003043,0.9879519,8.596561,,1.0481939,1.0481929,8.840375,8.480656,15.807039999999999,1740,15.807039999999999
87,-35.020965999999994,10.307361,0.11,9.334559286177189,17.559079999999998,,,8.422054,1.0,59.28124642372131,86.95237,9.110434,88,1.0,9.544263,0.99233466,15.031949,0.9880950999999999,8.596434,,1.0476203000000002,1.0476173,8.836499,8.499325,15.807039999999999,1760,15.807039999999999
88,-34.43577,10.296061,0.11,9.345694131190614,17.015741000000002,,,8.423078,1.0,60.21740174293518,87.95294,9.165151,89,1.0,9.596454,0.99233466,15.054103,0.9882353000000001,8.596415499999999,,1.0470599,1.047058,8.832819,8.508984,15.807039999999999,1780,15.807039999999999
89,-33.851,10.284887,0.11,9.353660763833764,18.14771,,,8.424161999999999,1.0,61.50448060035706,88.95349,9.219543,90,1.0,9.648361999999999,0.99233466,15.088344000000001,0.98837215,8.596477499999999,,1.0465128000000001,1.0465109000000001,8.829302,8.5162525,15.807039999999999,1800,15.807039999999999
90,-33.319675,10.273838,0.11,9.389982877291354,14.454679,,,8.425603,1.0,62.7542896270752,89.954025,9.273619,91,1.0,9.699992,0.99233466,15.08125,0.9885058000000001,8.596913,,1.0459781,1.0459771,8.826227000000001,8.549551,15.807039999999999,1820,15.807039999999999
91,-32.76957,10.262909,0.11,9.361720717295764,17.245533,,,8.426715,1.0,64.31272196769714,90.95456,9.32738,92,1.0,9.751351,0.99233466,15.1046505,0.9886365,8.597038000000001,,1.0454555,1.0454555,8.822936,8.523425999999999,15.807039999999999,1840,15.807039999999999
92,-32.222187,10.252098,0.11,9.369396168352038,18.093023000000002,,,8.427876,1.0,65.89068865776062,91.955055,9.380831,93,1.0,9.802442999999998,0.99233466,15.136659,0.98876405,8.597228999999999,,1.0449450999999998,1.0449431,8.819787,8.530058,15.807039999999999,1860,15.807039999999999
