,Iteration,DenMISEMeanLog,TimeElapsed,LQGsigma,ReturnAbsMax,IWFirstEpisode,DenMISELogFirst,IWNorm1,Bound,TimestepsSoFar,URet,IWMax,LQGmu1,DenMISELogLast,ReturnStepMax,ReturnMean,target_sum_log_mean,MISE,IWMin,LQGmu01,ReturnMax,ReturnLastEpisode,IWMean,IWNorm2,ReturnMin,IWLastEpisode,SqrtESSClassic
16,17,13.140497,8.023449659347534,0.11,15.807039999999999,,10.6782875,15.937505999999999,20.237534,340,9.376705631716883,1.0625004999999998,1.0,15.719211999999999,0.99233466,8.959446,-53.472626,7.993453,,1.0,15.807039999999999,8.538686,0.93750036,4.1150459999999995,,1.0625004999999998,3.8729837
17,18,13.391994,8.228303194046019,0.11,15.807039999999999,,10.62113,16.941177,19.881035,360,9.384558070745626,1.0588245,1.0,17.729765,0.99233466,8.936291,-49.51376,8.025757,,1.0,15.807039999999999,8.542669,0.94117653,4.235294000000001,,1.0588226,4.0000005
18,19,13.422364000000002,8.43558931350708,0.11,15.807039999999999,,10.567062,17.94445,19.55503,380,9.364743809008043,1.0555558999999999,1.0,14.027704,0.99233466,8.914859,-46.166626,8.05372,,1.0,15.807039999999999,8.529069999999999,0.9444448000000001,4.352168,,1.0555558999999999,4.123106
19,20,13.549895999999999,8.641316413879395,0.11,15.807039999999999,,10.515769,18.947364999999998,19.256685,400,9.381070278028718,1.0526327,1.0,16.028444,0.99233466,8.89622,-43.05431,8.079421,,1.0,15.807039999999999,8.542089,0.94736826,4.465936699999999,,1.0526307,4.242641000000001
20,21,13.728735,8.849588871002197,0.11,15.807039999999999,,10.466978999999998,19.949997,18.980097,420,9.348091654525565,1.0500003,1.0,17.358027,0.99233466,8.877824,-40.175205,8.1009445,,1.0,15.807039999999999,8.509901,0.94999987,4.5768433,,1.0499998,4.3588986
21,22,13.796992999999999,9.045150995254515,0.11,15.807039999999999,,10.420459,20.952385,18.725445,440,9.375719891836804,1.0476192,1.0,15.280323000000001,0.99233466,8.862378999999999,-37.652386,8.121761,,1.0,15.807039999999999,8.538034,0.95238113,4.685096,,1.0476192,4.472136
22,23,13.819376,9.360091447830198,0.11,15.807039999999999,,10.376007000000001,21.954546,18.489128,460,9.382886654201428,1.0454555,1.0,14.359319000000001,0.99233466,8.848573,-35.389072,8.140991,,1.0,15.807039999999999,8.544834,0.9545455,4.790875,,1.0454545,4.582575299999999
23,24,14.048617000000002,9.699808597564695,0.11,15.807039999999999,,10.333447,22.956522,18.26736,480,9.34760561356085,1.0434793,1.0,19.366575,0.99233466,8.834572,-33.105816,8.1571455,,1.0,15.807039999999999,8.512551,0.95652175,4.894346700000001,,1.0434793,4.690416
24,25,14.026812,10.221270561218262,0.11,15.807039999999999,,10.292625,23.958336,18.059006,500,9.320376335336157,1.0416676999999999,1.0,13.546857999999999,0.99233466,8.820793,-31.238075,8.17102,,1.0,15.807039999999999,8.490112,0.95833343,4.995658000000001,,1.0416667,4.795832
25,26,14.241135,10.639053583145143,0.11,15.807039999999999,,10.253405,24.960003,17.865541,520,9.380775458959569,1.0400001,1.0,19.640852,0.99233466,8.809963,-29.279684000000003,8.185746,,1.0,15.807039999999999,8.539197,0.9600001,5.094939,,1.0400001,4.8989797
26,27,14.308672,11.070194244384766,0.11,15.807039999999999,,10.215665,25.961544,17.683006,540,9.365661980522473,1.0384619000000002,1.0,16.10458,0.99233466,8.799396,-27.59739,8.198783,,1.0,15.807039999999999,8.524643,0.9615386999999999,5.192309,,1.0384619000000002,5.0
27,28,14.339875,11.458423852920532,0.11,15.807039999999999,,10.1792965,26.96296,17.509504,560,9.323470184373562,1.0370378,1.0,15.220777499999999,0.99233466,8.788241000000001,-26.06687,8.209457,,1.0,15.807039999999999,8.487088,0.9629628,5.287871400000001,,1.0370368,5.0990195
28,29,14.154487,11.83004355430603,0.11,15.807039999999999,,10.144205,27.964289,17.345432000000002,580,9.31608755556689,1.0357144,1.0,9.000592999999999,0.99233466,8.7777195,-24.85644,8.219233000000001,,1.0,15.807039999999999,8.483118,0.9642858,5.38173,,1.0357144,5.196152
29,30,14.230463,12.190271377563475,0.11,15.807039999999999,,10.110304,28.965511,17.191776,600,9.373132889874997,1.0344834,1.0,16.469463,0.99233466,8.76954,-23.47778,8.230025,,1.0,15.807039999999999,8.532307000000001,0.96551704,5.473967,,1.0344824000000001,5.2915025
30,31,13.951215,12.419063329696655,0.11,15.807039999999999,,10.077514,29.966663,17.044117,620,9.30904521639176,1.0333347,1.0,5.608235,0.99233466,8.760079,-22.538462,8.2382345,,1.0,15.807039999999999,8.476275999999999,0.9666665999999999,5.564669599999999,,1.0333332,5.385164700000001
31,32,14.060070999999999,12.826464414596558,0.11,15.807039999999999,,10.045766,30.967740000000003,16.906651999999998,640,9.403708882854401,1.0322591,1.0,17.467922,0.99233466,8.753985,-21.28727,8.248778999999999,,1.0,15.807039999999999,8.565071000000001,0.96774185,5.65391,,1.0322591,5.4772253
32,33,13.930067999999999,13.295757532119751,0.11,15.807039999999999,,10.014994,31.968742,16.77338,660,9.319472940863065,1.0312506,1.0,9.802175,0.99233466,8.745965,-20.344234,8.256294,,1.0,15.807039999999999,8.48932,0.96874976,5.7417555,,1.0312496,5.5677642999999994
33,34,14.041070999999999,13.631107330322266,0.11,15.807039999999999,,9.985141,32.9697,16.647223,680,9.356596991702737,1.030304,1.0,17.735428,0.99233466,8.739305,-19.223368,8.264274,,1.0,15.807039999999999,8.519513,0.96969706,5.8282742999999995,,1.030304,5.656854599999999
34,35,14.043026000000001,13.91840124130249,0.11,15.807039999999999,,9.956153,33.970596,16.526267999999998,700,9.341300393167133,1.0294121999999999,1.0,14.139793,0.99233466,8.732569999999999,-18.269306,8.271312,,1.0,15.807039999999999,8.503587,0.97058845,5.913521299999999,,1.0294121999999999,5.744562999999999
35,36,14.029879000000001,14.466779708862305,0.11,15.807039999999999,,9.927982,34.97143,16.411807999999997,720,9.386840195184648,1.0285720999999999,1.0,13.599097,0.99233466,8.72738,-17.383291,8.279152,,1.0,15.807039999999999,8.545694000000001,0.97142863,5.9975510000000005,,1.0285711,5.830952
36,37,13.867466,14.979506969451904,0.11,15.807039999999999,,9.900583000000001,35.972225,16.299887,740,9.296898599416485,1.0277779,1.0,8.049182,0.99233466,8.72023,-16.695185000000002,8.284253999999999,,1.0,15.807039999999999,8.462833,0.9722223,6.0804160000000005,,1.0277779,5.9160794999999995
37,38,13.862282,15.516038417816162,0.11,15.807039999999999,,9.873916,36.972977,16.195118,760,9.397553280039904,1.0270274,1.0,13.698181,0.99233466,8.715907000000001,-15.894657999999998,8.291598,,1.0,15.807039999999999,8.555984500000001,0.97297305,6.162163,,1.0270274,6.0
38,39,13.920454000000001,16.130462646484375,0.11,15.807039999999999,,9.8479395,37.973686,16.094376,780,9.389780464187712,1.0263165,1.0,16.157989999999998,0.99233466,8.711646,-15.072129,8.29839,,1.0,15.807039999999999,8.549733,0.97368425,6.2428360000000005,,1.0263145,6.0827622
39,40,13.981914999999999,16.532427549362186,0.11,15.807039999999999,,9.822622,38.97436,15.9978695,800,9.40263232620272,1.0256413,1.0,16.405262,0.99233466,8.707902,-14.284560999999998,8.305147,,1.0,15.807039999999999,8.561886,0.97435904,6.3224764,,1.0256413,6.164414
40,41,13.976633999999999,17.008324146270752,0.11,15.807039999999999,,9.797930000000001,39.975,15.902707999999999,820,9.302032869204423,1.0250009,1.0,13.790989000000001,0.99233466,8.702085,-13.59919,8.309252,,1.0,15.807039999999999,8.469389,0.97499996,6.4011226,,1.025,6.244998000000001
41,42,13.866063,17.447173118591312,0.11,15.807039999999999,,9.773831,40.975609999999996,15.81282,840,9.382904138090698,1.024391,1.0,9.357688000000001,0.99233466,8.698229,-13.052024000000001,8.314883,,1.0,15.807039999999999,8.540152,0.9756097,6.4788120000000005,,1.0243901,6.324555999999999
42,43,13.867811999999999,17.86134696006775,0.11,15.807039999999999,,9.750301,41.9762,15.725597,860,9.354299643133466,1.02381,1.0,13.965587,0.99233466,8.693978999999999,-12.423160000000001,8.319662,,1.0,15.807039999999999,8.515492,0.9761907,6.555581599999999,,1.0238091,6.403124
43,44,13.881479,18.267229795455933,0.11,15.807039999999999,,9.727312,42.976738,15.641975,880,9.375690697683655,1.0232565,1.0,14.493016,0.99233466,8.690434,-11.810906,8.324738,,1.0,15.807039999999999,8.538002,0.97674406,6.631455,,1.0232556000000002,6.4807405
44,45,13.881345000000001,18.743849277496334,0.11,15.807039999999999,,9.704839,43.977264,15.561532000000001,900,9.38984497337242,1.0227287,1.0,13.898646,0.99233466,8.687335000000001,-11.239083,8.329879,,1.0,15.807039999999999,8.550980000000001,0.97727257,6.7064699999999995,,1.0227268,6.5574384000000006
45,46,14.020304999999999,19.43802380561829,0.11,15.807039999999999,,9.68286,44.977776,15.484169,920,9.409329969481332,1.0222235999999998,1.0,20.296229999999998,0.99233466,8.684737,-10.553054,8.335167,,1.0,15.807039999999999,8.56782,0.9777777,6.780654400000001,,1.0222216999999998,6.633249799999999
46,47,14.025092,20.055147171020508,0.11,15.807039999999999,,9.661354,45.97826,15.408129999999998,940,9.34769104568057,1.0217402,1.0,14.267467499999999,0.99233466,8.681056,-10.024500999999999,8.339006,,1.0,15.807039999999999,8.511736,0.9782609,6.8540344,,1.0217392,6.708203999999999
47,48,14.063165,20.497962236404422,0.11,15.807039999999999,,9.640301,46.97872,15.33436,960,9.339450443722802,1.0212774,1.0,15.874376000000002,0.99233466,8.67735,-9.484503,8.342497999999999,,1.0,15.807039999999999,8.503142,0.97872335,6.926634299999999,,1.0212765,6.7823305
48,49,14.156811,20.93097472190857,0.11,15.807039999999999,,9.619681,47.979168,15.264319,980,9.41429933385783,1.0208344,1.0,18.673060999999997,0.99233466,8.675158999999999,-8.909436999999999,8.347239,,1.0,15.807039999999999,8.570041999999999,0.9791667,6.9984803,,1.0208324,6.8556550000000005
49,50,14.216879999999998,21.417294979095463,0.11,15.807039999999999,,9.599478999999999,48.979584,15.195329999999998,1000,9.356211584451136,1.0204091,1.0,17.181116,0.99233466,8.671975,-8.387221,8.35068,,1.0,15.807039999999999,8.515929,0.97959167,7.069594400000001,,1.020408,6.9282026
50,51,14.3114805,21.88290500640869,0.11,15.807039999999999,,9.579676,49.979996,15.128987,1020,9.385754874010336,1.0200014000000002,1.0,19.061922,0.99233466,8.66946,-7.848616000000001,8.354541000000001,,1.0,15.807039999999999,8.543688000000001,0.9799999,7.14,,1.0199995000000002,6.9999994999999995
51,52,14.375727,22.288252115249637,0.11,15.807039999999999,,9.560258000000001,50.98039,15.064060999999999,1040,9.353142193709877,1.0196085,1.0,17.672237,0.99233466,8.666505,-7.357457000000001,8.357702,,1.0,15.807039999999999,8.515779,0.9803921,7.209715400000001,,1.0196085,7.0710683
52,53,14.437628,22.83988928794861,0.11,15.807039999999999,,9.541209,51.980774,15.001814000000001,1060,9.397103616511508,1.0192313,1.0,17.676119,0.99233466,8.664433,-6.884765600000001,8.361528999999999,,1.0,15.807039999999999,8.556675,0.98076934,7.278764,,1.0192313,7.141429
53,54,14.441779,23.42679762840271,0.11,15.807039999999999,,9.522517,52.98113299999999,14.940311999999999,1080,9.340043875000587,1.0188688,1.0,14.681004000000001,0.99233466,8.661431,-6.4850535,8.364186,,1.0,15.807039999999999,8.502367,0.9811321,7.347161,,1.0188679,7.211103
54,55,14.494457,24.27441167831421,0.11,15.807039999999999,,9.5041685,53.981472,14.882005,1100,9.424049457526603,1.01852,1.0,17.357935,0.99233466,8.659979,-6.0512122999999995,8.368212,,1.0,15.807039999999999,8.5815735,0.9814813,7.4149265,,1.0185181,7.2801089999999995
55,56,14.452072,24.86894679069519,0.11,15.807039999999999,,9.48615,54.98181999999999,14.823393,1120,9.308995940800846,1.018182,1.0,12.139434,0.99233466,8.656716000000001,-5.7260575,8.370196,,1.0,15.807039999999999,8.47728,0.9818181999999999,7.482078,,1.018182,7.3484693
56,57,14.529976000000001,25.42252802848816,0.11,15.807039999999999,,9.468451,55.98214300000001,14.766995999999999,1140,9.349899504317376,1.0178578,1.0,18.910719,0.99233466,8.6541815,-5.293522,8.372732000000001,,1.0,15.807039999999999,8.512217999999999,0.98214287,7.5486317,,1.0178578,7.416197299999999
57,58,14.497557,26.18009853363037,0.11,15.807039999999999,,9.451058,56.98245,14.711803,1160,9.331260858837402,1.0175452,1.0,12.667529,0.99233466,8.651449000000001,-4.983548000000001,8.374888,,1.0,15.807039999999999,8.495722,0.982456,7.6146006999999996,,1.0175433,7.483314
58,59,14.411874,27.11951041221619,0.11,15.807039999999999,,9.433964,57.982758,14.658159,1180,9.338051412462363,1.0172425999999999,1.0,9.459738,0.99233466,8.648914,-4.7384577000000005,8.377078,,1.0,15.807039999999999,8.501843,0.9827585999999999,7.6800046,,1.0172416,7.549834
59,60,14.435342000000002,27.91348671913147,0.11,15.807039999999999,,9.417157000000001,58.98305500000001,14.606368,1200,9.3692431481624,1.0169496999999998,1.0,15.837198,0.99233466,8.646931,-4.39525,8.379669999999999,,1.0,15.807039999999999,8.52993,0.98305094,7.7448545,,1.0169496999999998,7.615773
60,61,14.51564,28.60261583328247,0.11,15.807039999999999,,9.400627,59.98333,14.556582999999998,1220,9.415595207956292,1.0166684000000001,1.0,19.350538,0.99233466,8.645708,-4.005704,8.38288,,1.0,15.807039999999999,8.572375,0.9833333000000001,7.809164,,1.0166664,7.681146000000001
61,62,14.606144,29.368927717208862,0.11,15.807039999999999,,9.384367,60.98360400000001,14.507807999999999,1240,9.400091639252539,1.0163950000000002,1.0,20.143555,0.99233466,8.644311,-3.6159372000000003,8.385767999999999,,1.0,15.807039999999999,8.559016999999999,0.9836065,7.872948599999999,,1.0163931000000002,7.7459674
62,63,14.601015,29.81832361221313,0.11,15.807039999999999,,9.368366,61.983880000000006,14.459717000000001,1260,9.369669113815856,1.0161295,1.0,14.299414,0.99233466,8.642466,-3.3313123999999994,8.388065,,1.0,15.807039999999999,8.528138,0.9838710999999999,7.936222,,1.0161295,7.8102503
63,64,14.615085999999998,30.435256242752075,0.11,15.807039999999999,,9.352618,62.984142000000006,14.412189499999998,1280,9.323512561027526,1.0158737,1.0,15.517648999999999,0.99233466,8.640102,-3.0365515,8.389702,,1.0,15.807039999999999,8.491222,0.9841271999999999,7.998993400000001,,1.0158737,7.8740087
64,65,14.583518,31.02902030944824,0.11,15.807039999999999,,9.337114,63.98438,14.366299,1300,9.363060386034242,1.0156257,1.0,12.579066000000001,0.99233466,8.638316,-2.796074,8.391799,,1.0,15.807039999999999,8.523937,0.98437506,8.061274000000001,,1.0156246,7.9372544000000005
65,66,14.663329999999998,31.609899282455444,0.11,15.807039999999999,,9.321847,64.984634,14.3217125,1320,9.380978589390264,1.0153855,1.0,19.866754999999998,0.99233466,8.636819000000001,-2.4524665,8.394072999999999,,1.0,15.807039999999999,8.539446,0.9846156999999999,8.123078,,1.0153855,8.000001
66,67,14.739988,32.401896715164185,0.11,15.807039999999999,,9.306808,65.98484,14.277788000000001,1340,9.3517682968025,1.015153,1.0,19.814768,0.99233466,8.635019,-2.119895,8.395922,,1.0,15.807039999999999,8.516285,0.9848484000000001,8.184413000000001,,1.015153,8.062257
67,68,14.761169,33.6124119758606,0.11,15.807039999999999,,9.291994,66.98508000000001,14.234836999999999,1360,9.352665973178784,1.0149266,1.0,16.195467,0.99233466,8.633255,-1.8503332,8.3977,,1.0,15.807039999999999,8.515055,0.98507464,8.245292999999998,,1.0149266,8.124039
68,69,14.749947,34.98064398765564,0.11,15.807039999999999,,9.277395,67.98528,14.1932125,1380,9.377371991741194,1.0147069,1.0,14.001766,0.99233466,8.631910000000001,-1.6203803999999997,8.399799,,1.0,15.807039999999999,8.540445,0.985294,8.305725,,1.0147059,8.185352
69,70,14.731926999999999,36.18925547599793,0.11,15.807039999999999,,9.263005999999999,68.985504,14.151461,1400,9.303932781030998,1.0144940999999998,1.0,13.503252999999999,0.99233466,8.629584,-1.404123,8.4008045,,1.0,15.807039999999999,8.469144,0.9855072,8.365722,,1.014492,8.246211
70,71,14.736094,37.13433718681336,0.11,15.807039999999999,,9.248821000000001,69.98572,14.111325,1420,9.354424395561812,1.0142870000000002,1.0,15.042344,0.99233466,8.628026,-1.1722821,8.4024935,,1.0,15.807039999999999,8.5189495,0.9857143,8.425289999999999,,1.0142851000000002,8.306624000000001
71,72,14.837372,38.33845853805542,0.11,15.807039999999999,,9.234836,70.985916,14.072265,1440,9.374940890699936,1.0140858,1.0,22.042273,0.99233466,8.626731,-0.8496636000000001,8.404356,,1.0,15.807039999999999,8.534744,0.9859155000000001,8.484441,,1.0140848,8.366599
72,73,14.836085999999998,39.488596677780144,0.11,15.807039999999999,,9.221042,71.986115,14.034309,1460,9.39524690753667,1.0138896000000002,1.0,14.757684,0.99233466,8.625757,-0.6356753,8.406457000000001,,1.0,15.807039999999999,8.555655,0.98611116,8.54318,,1.0138896000000002,8.426149
73,74,14.831665,40.23061203956604,0.11,15.807039999999999,,9.207436999999999,72.98631,13.996901000000001,1480,9.378147703587292,1.0137,1.0,14.522795,0.99233466,8.624578999999999,-0.43064755,8.408267,,1.0,15.807039999999999,8.53858,0.98630154,8.601519999999999,,1.0136981,8.485281
74,75,14.861920000000001,41.08809304237366,0.11,15.807039999999999,,9.194014,73.986496,13.960151999999999,1500,9.372371388322724,1.0135144,1.0,17.114520000000002,0.99233466,8.623335,-0.19653320000000002,8.409930000000001,,1.0,15.807039999999999,8.531283,0.9864866,8.659464,,1.0135144,8.544004
75,76,14.869901,42.06769609451294,0.11,15.807039999999999,,9.180767999999999,74.98668,13.923324,1520,9.306536139643509,1.0133345999999999,1.0,15.481926000000001,0.99233466,8.621317,0.009936684,8.410730000000001,,1.0,15.807039999999999,8.469952000000001,0.98666686,8.717024,,1.0133326999999999,8.602325
76,77,14.864510000000001,42.439998149871826,0.11,15.807039999999999,,9.167696000000001,75.986855,13.888085,1540,9.375188170248228,1.0131588,1.0,14.468194,0.99233466,8.620196,0.19787519,8.412366,,1.0,15.807039999999999,8.535009,0.9868423000000001,8.774206,,1.0131578,8.6602545
77,78,14.947257999999998,42.73748588562012,0.11,15.807039999999999,,9.154793,76.987015,13.853464,1560,9.368687347550829,1.0129888,1.0,21.33195,0.99233466,8.619036999999999,0.46899024,8.413889,,1.0,15.807039999999999,8.529753,0.9870129999999999,8.831016,,1.0129868,8.717798
78,79,14.913295000000002,43.05937838554382,0.11,15.807039999999999,,9.142054,77.987175,13.819324499999999,1580,9.351140130192297,1.0128217,1.0,12.277068,0.99233466,8.61772,0.6186206999999999,8.415186,,1.0,15.807039999999999,8.515007,0.98717946,8.887464,,1.0128196,8.774964
79,80,14.938238,43.89389991760254,0.11,15.807039999999999,,9.129475,78.98733,13.786088000000001,1600,9.376978448631638,1.0126594,1.0,16.921694,0.99233466,8.616686,0.8225662,8.416702,,1.0,15.807039999999999,8.535046000000001,0.9873415999999999,8.943555,,1.0126584,8.831759
80,81,14.969937,45.00794458389282,0.11,15.807039999999999,,9.117052000000001,79.98749000000001,13.753429,1620,9.37264921036266,1.012501,1.0,17.518541,0.99233466,8.615633,1.0288433000000001,8.418136,,1.0,15.807039999999999,8.531391000000001,0.98749983,8.999297,,1.0125,8.888193
81,82,14.965886,45.92918586730957,0.11,15.807039999999999,,9.104782,80.98764,13.721570999999999,1640,9.387188783503117,1.0123475,1.0,14.650170000000001,0.99233466,8.614796,1.1951071000000002,8.419727,,1.0,15.807039999999999,8.546969,0.98765415,9.054694999999999,,1.0123446,8.94427
82,83,14.978537,46.8019049167633,0.11,15.807039999999999,,9.092661,81.9878,13.689205,1660,9.290623985386134,1.0121969000000002,1.0,16.028257,0.99233466,8.612905,1.3739654,8.420192,,1.0,15.807039999999999,8.457825,0.98780483,9.109755999999999,,1.0121950000000002,8.999999
83,84,14.992457,47.61707663536072,0.11,15.807039999999999,,9.080685,82.98795,13.657778,1680,9.320380086601348,1.0120492,1.0,16.1601,0.99233466,8.611400999999999,1.5501331,8.420992,,1.0,15.807039999999999,8.486614999999999,0.9879518,9.164485,,1.0120482,9.055387
84,85,15.028746,48.74491620063782,0.11,15.807039999999999,,9.0688505,83.98810999999999,13.627895,1700,9.410246160349212,1.0119064,1.0,18.088888,0.99233466,8.610902000000001,1.7448457,8.422752000000001,,1.0,15.807039999999999,8.56888,0.98809546,9.218892,,1.0119054,9.110435
85,86,15.029342999999999,50.306548833847046,0.11,15.807039999999999,,9.057153999999999,84.988235,13.597551000000001,1720,9.320303244227828,1.0117664000000002,1.0,15.092020000000002,0.99233466,8.609435000000001,1.9001813000000003,8.423483000000001,,1.0,15.807039999999999,8.484772999999999,0.9882353000000001,9.272977000000001,,1.0117645,9.165152
86,87,15.01854,51.664990663528435,0.11,15.807039999999999,,9.045592999999998,85.98836999999999,13.567689999999999,1740,9.312114551528893,1.0116295,1.0,14.101408,0.99233466,8.607954,2.0405580000000003,8.424147999999999,,1.0,15.807039999999999,8.480656,0.9883721,9.326749000000001,,1.0116285,9.219544
87,88,15.047676999999998,52.78792953491211,0.11,15.807039999999999,,9.034164,86.98852,13.53856,1760,9.334559286177189,1.0114954,1.0,17.594172,0.99233466,8.60672,2.2174337000000004,8.42501,,1.0,15.807039999999999,8.499325,0.9885059000000002,9.380212,,1.0114925,9.27362
88,89,15.070051999999999,53.693228244781494,0.11,15.807039999999999,,9.022865,87.98863,13.510044,1780,9.345694131190614,1.0113652,1.0,17.050426,0.99233466,8.605621000000001,2.3842232000000005,8.425966,,1.0,15.807039999999999,8.508984,0.9886363000000001,9.4333725,,1.0113633,9.327378
89,90,15.104501999999998,54.84727215766907,0.11,15.807039999999999,,9.011692,88.98877,13.482088000000001,1800,9.353660763833764,1.0112379,1.0,18.182001,0.99233466,8.6046295,2.5598788,8.42698,,1.0,15.807039999999999,8.5162525,0.9887640999999999,9.486235,,1.0112339,9.380832
90,91,15.0976095,55.6335973739624,0.11,15.807039999999999,,9.000642,89.988884,13.454970999999999,1820,9.389982877291354,1.0111125,1.0,14.488581,0.99233466,8.604024,2.6910849,8.428342,,1.0,15.807039999999999,8.549551,0.98888886,9.538803999999999,,1.0111105,9.43398
91,92,15.1212,56.34166240692139,0.11,15.807039999999999,,8.989713,90.98901,13.428010999999998,1840,9.361720717295764,1.010991,1.0,17.279057,0.99233466,8.6031475,2.849768,8.429386000000001,,1.0,15.807039999999999,8.523425999999999,0.9890110000000001,9.591084,,1.0109891,9.486834
92,93,15.153394,57.25641226768494,0.11,15.807039999999999,,8.978902,91.989136,13.401564000000002,1860,9.369396168352038,1.0108714,1.0,18.126175,0.99233466,8.602362,3.0141463,8.430480000000001,,1.0,15.807039999999999,8.530058,0.9891305,9.643081,,1.0108694999999999,9.539392
