,Iteration,LQGmu1,ReturnMax,IWNorm2,TimeElapsed,IWMean,LQGmu01,TimestepsSoFar,IWMin,ReturnStepMax,Bound,DenMISELogLast,IWLastEpisode,LQGsigma,IWMax,ReturnAbsMax,ReturnMin,DenMISEMeanLog,ReturnMean,URet,MISE,target_sum_log_mean,IWNorm1,IWFirstEpisode,DenMISELogFirst,ReturnLastEpisode,SqrtESSClassic
10,11,-1.0,16.63338,3.480119,5.759169816970825,1.0004635,-1.0,220,,0.98573774,17.08945,17.067495,1.1,0.11,1.1026931,16.63338,,15.874811,16.41726,18.282009273010143,16.560806,-31.262346,11.005098,,16.204285000000002,16.567028,3.1622765
11,12,-1.0,16.63338,3.6197163999999997,6.135292053222656,1.0004363,-1.0,240,,0.98573774,17.069403,18.159385999999998,1.090909,0.11,1.0936757,16.63338,,16.064894,16.433167,18.32191230797963,16.565361,-27.136566,12.005236,,16.117273,16.608158,3.3166232000000004
12,13,-1.0,16.635742,3.7543230000000003,6.4838268756866455,1.0004116,-1.0,260,,0.98573774,17.054071,11.167105000000001,1.0833335,0.11,1.0861608,16.635742,,15.687910999999998,16.44875,18.351194434162462,16.571419,-24.183931,13.005351,,16.037231,16.635742,3.4641001000000005
13,14,-1.0,16.635742,3.8836760000000004,6.870023965835571,1.0001986999999999,-1.0,280,,0.98573774,17.036587,17.342318,1.0745103,0.11,1.0796669,16.635742,,15.8059025,16.461657000000002,18.34266632462461,16.57287,-21.21262,14.002782999999999,,15.963123000000001,16.629433,3.6055486000000005
14,15,-1.0,16.635742,4.0096445,7.191317081451416,1.0001806,-1.0,300,,0.98573774,17.020955999999998,18.245598,1.0714283000000002,0.11,1.0741005,16.635742,,15.968395999999998,16.470287,18.30530799133204,16.574106,-18.577461,15.002707999999998,,15.894131,16.591127,3.7416556000000005
15,16,-1.0,16.635742,4.131022,7.6211981773376465,0.99996054,-1.0,320,,0.98573774,16.998915,16.53046,1.0635487,0.11,1.0691153999999998,16.635742,,16.003398999999998,16.473537,18.231307028362867,16.567217000000003,-16.379368,15.999369,,15.829592000000002,16.522322,3.8729807999999997
16,17,-1.0,16.635742,4.2498569999999996,8.129204988479612,0.99996567,-1.0,340,,0.98573774,16.985672,17.955887,1.0625004999999998,0.11,1.0647544,16.635742,,16.118135000000002,16.479446,18.27855108075976,16.567682,-14.356082,16.999416,,15.768968,16.57394,3.9999974000000003
17,18,-1.0,16.635742,4.365511,8.582829236984253,0.9999698,-1.0,360,,0.98573774,16.971708,18.194876,1.0588245,0.11,1.0609068000000001,16.635742,,16.233416000000002,16.482914,18.256455372919948,16.5662,-12.54452,17.999456,,15.711808999999999,16.5419,4.123104
18,19,-1.0,16.635742,4.4782267,8.908080816268923,0.9999735999999999,-1.0,380,,0.98573774,16.961819000000002,17.907239999999998,1.0555558999999999,0.11,1.0574883999999998,16.635742,,16.321428,16.488718,18.30809704154295,16.567736,-10.938949000000001,18.999498000000003,,15.657742,16.593172,4.242639
19,20,-1.0,16.635742,4.5882072,9.21562886238098,0.99997634,-1.0,400,,0.98573774,16.95308,16.9118,1.0526327,0.11,1.0544311000000002,16.635742,,16.35088,16.494329999999998,18.308523596245056,16.569506,-9.543845,19.999527,,15.606448,16.600954,4.3588977
20,21,-1.0,16.635742,4.6956444,9.643598556518556,0.99997884,-1.0,420,,0.98573774,16.945288,16.915928,1.0499998,0.11,1.0516794,16.635742,,16.377726000000003,16.499716,18.32038752072073,16.571426000000002,-8.281533,20.999556,,15.557657999999998,16.607426,4.472135
21,22,-1.0,16.635742,4.8007064,9.903188228607178,0.9999815000000001,-1.0,440,,0.98573774,16.936134,13.443659,1.0476203000000002,0.11,1.049191,16.635742,,16.244307,16.502813,18.276726603036863,16.571282999999998,-7.291910000000001,21.999594000000002,,15.511138,16.567888,4.5825744
22,23,-1.0,16.635742,4.903535400000001,10.298696279525755,0.99998325,-1.0,460,,0.98573774,16.92451,7.9918356,1.0454545,0.11,1.0469282,16.635742,,15.88546,16.502679999999998,18.196485621731764,16.568047,-6.625466,22.999615,,15.466686,16.499748,4.690415
23,24,-1.0,16.639694,5.004352,10.930074691772461,1.0000011,-1.0,480,,0.98573774,16.920156,17.693048,1.0438694,0.11,1.0448853999999999,16.639694,,15.960735000000001,16.50839,18.351543743441447,16.571447,-5.6104054,24.000027,,15.424126999999999,16.639694,4.7958307
24,25,-1.0,16.639694,5.1031084,11.20261836051941,1.0000007,-1.0,500,,0.98573774,16.9085,18.658825,1.0416657,0.11,1.0430117,16.639694,,16.068626000000002,16.506775,18.17470748577613,16.567133,-4.638003299999999,25.000020000000003,,15.383304999999998,16.468035,4.898978700000001
25,26,-1.0,16.639694,5.2000627999999995,11.422507047653198,1.0000119,-1.0,520,,0.9999771000000001,16.902231,16.882433,1.0402858,0.11,1.0413061,16.639694,,16.099895,16.509521,18.289361097882487,16.56776,-3.8087757000000004,26.000308999999998,,15.344084,16.57818,4.999999
26,27,-1.0,16.639694,5.295195,11.785640239715574,1.0000111999999999,-1.0,540,,0.9999771000000001,16.896034,20.441048000000002,1.0384619000000002,0.11,1.0397323,16.639694,,16.260653,16.51197,18.28527376198901,16.568057999999997,-2.9092362,27.000301,,15.306344000000001,16.575645,5.099019
27,28,-1.0,16.6663,5.388658,12.238404512405396,1.0000103,-1.0,560,,0.9999771000000001,16.894049,16.15387,1.0370368,0.11,1.0382777,16.6663,,16.256815,16.517483,18.383082534288988,16.57169,-2.2271118,28.000286,,15.269976000000002,16.6663,5.1961517
28,29,-1.0,16.6663,5.480904,12.56929874420166,1.0000764000000002,-1.0,580,,0.9999771000000001,16.887318,19.02479,1.0376264000000002,0.11,1.0376264000000002,16.6663,,16.35224,16.517403,18.22030144514985,16.570768,-1.4930125,29.002214000000002,,15.234884,16.5152,5.2915019999999995
29,30,-1.0,16.6663,5.571291,13.14235019683838,1.0000772,-1.0,600,,0.9999771000000001,16.884870000000003,10.929914,1.0344824000000001,0.11,1.0364851000000002,16.6663,,16.17148,16.522081,18.371446889965483,16.573826,-1.0777801,30.002316999999998,,15.200982999999999,16.657751,5.3851643
30,31,-1.0,16.6663,5.6599639999999996,13.79799199104309,1.0000288,-1.0,620,,0.9999771000000001,16.879519000000002,10.560367,1.0319314,0.11,1.0353253,16.6663,,15.99046,16.524364000000002,18.307160878998047,16.573701999999997,-0.7013401999999999,31.000895,,15.168192999999999,16.59285,5.477225
31,32,-1.0,16.6663,5.7475333,14.482507944107056,1.0000283,-1.0,640,,0.9999771000000001,16.873041,15.047613,1.0322582,0.11,1.0342437,16.6663,,15.960979,16.524445,18.23230077785864,16.572197,-0.20819187,32.000904,,15.136445000000002,16.526918,5.5677633
32,33,-1.0,16.6663,5.8342123,15.072948217391968,1.0000993,-1.0,660,,0.9999771000000001,16.868797,17.408947,1.0335673,0.11,1.0335673,16.6663,,16.004847,16.525213,18.26224583911084,16.572691,0.3266634,33.003277000000004,,15.105673000000001,16.549839000000002,5.6568522
33,34,-1.0,16.6663,5.9192457,15.789997577667235,1.0001019,-1.0,680,,0.9999771000000001,16.863665,18.575052,1.030304,0.11,1.0327534999999999,16.6663,,16.08043,16.525927,18.25457950850381,16.57208,0.8642677,34.003464,,15.075820000000002,16.549501,5.7445602
34,35,-1.0,16.6663,6.003076999999999,16.501086711883545,1.000104,-1.0,700,,0.9999771000000001,16.85894,18.764269,1.0294121999999999,0.11,1.0319874,16.6663,,16.1571,16.526773000000002,18.262480185460134,16.571676,1.3765316,35.003640000000004,,15.046832,16.55551,5.8309492999999994
35,36,-1.0,16.6663,6.0857577,17.71295785903931,1.000106,-1.0,720,,0.9999771000000001,16.857048000000002,14.457519,1.0285711,0.11,1.0312653,16.6663,,16.10988,16.53012,18.358266268698607,16.573917,1.740682,36.003815,,15.018661499999999,16.647272,5.9160775999999995
36,37,-1.0,16.6663,6.1673293,18.958539247512817,1.000107,-1.0,740,,0.9999771000000001,16.855513000000002,13.4545555,1.0277768,0.11,1.030581,16.6663,,16.038109,16.533598,18.37626134128336,16.576342,2.0580206000000003,37.00396,,14.991261999999999,16.658777,5.9999970000000005
37,38,-1.0,16.6663,6.2478385,19.58059930801392,1.0001079,-1.0,760,,0.9999771000000001,16.850475,16.66964,1.0270274,0.11,1.0299326,16.6663,,16.05472,16.533457000000002,18.225258049310586,16.575101999999998,2.4432454,38.0041,,14.964594,16.528217,6.0827599999999995
38,39,-1.0,16.6663,6.3273263,20.379490375518802,1.0001087,-1.0,780,,0.9999771000000001,16.845913,17.602,1.0263165,0.11,1.0293199,16.6663,,16.094389000000003,16.533573,18.240875346718745,16.574188,2.832604,39.004242,,14.938619000000001,16.538069,6.1644115
39,40,-1.0,16.6663,6.405829,21.190938234329227,1.0001093,-1.0,800,,0.9999771000000001,16.84093,20.199541,1.0256413,0.11,1.0287389,16.6663,,16.197012,16.533096,18.22358075565079,16.572712,3.267416,40.00437,,14.913301,16.51448,6.244994999999999
40,41,-1.0,16.6663,6.483382,22.238787174224854,1.0001096,-1.0,820,,0.9999771000000001,16.831871,8.725143,1.025,0.11,1.0281837,16.6663,,16.014767000000003,16.528465,18.043902658057853,16.567026000000002,3.4011388,41.004490000000004,,14.888608999999999,16.343235,6.324552
41,42,-1.0,16.6663,6.5600204,23.23669910430908,1.0001096999999999,-1.0,840,,0.9999771000000001,16.82786,14.621518,1.024391,0.11,1.0276583000000001,16.6663,,15.981589999999999,16.528597,18.2335360329244,16.566264999999998,3.6688704,42.00461,,14.864510999999998,16.533981,6.403121499999999
42,43,-1.0,16.6663,6.635778,24.07298469543457,1.00011,-1.0,860,,0.9999771000000001,16.823574,16.715181,1.02381,0.11,1.0271586,16.6663,,15.998645999999999,16.528297,18.223742557457967,16.565110999999998,3.972825,43.00473,,14.840981,16.515728,6.4807367
43,44,-1.0,16.6663,6.710675,24.77828121185303,1.0001094000000001,-1.0,880,,0.9999771000000001,16.817677,16.244642000000002,1.0232556000000002,0.11,1.0266806999999998,16.6663,,16.004232000000002,16.526295,18.135243132150627,16.562237,4.252258,44.004814,,14.817991000000001,16.440170000000002,6.557435000000001
44,45,-1.0,16.6663,6.7847505,25.650279998779297,1.0001093,-1.0,900,,0.9999771000000001,16.816027,16.173368,1.0227268,0.11,1.0262264,16.6663,,16.007988,16.528297,18.328501319411327,16.563507,4.5176754,45.00492,,14.795518,16.616386,6.633246400000001
45,46,-1.0,16.6663,6.8580255999999995,26.510485410690308,1.0001088,-1.0,920,,0.9999771000000001,16.815336,17.285059,1.0222216999999998,0.11,1.0257901,16.6663,,16.035748,16.531113,18.37162577909736,16.565638,4.7957089999999996,46.00501,,14.773539999999999,16.657792999999998,6.7082005
46,47,-1.0,16.682535,6.9305296,27.447254419326786,1.0001087,-1.0,940,,0.9999771000000001,16.815424,6.797244,1.0217392,0.11,1.0253735000000002,16.682535,,15.839179999999999,16.534334,18.40419744035421,16.568214,4.838757,47.005109999999995,,14.752032999999999,16.682535,6.782325999999999
47,48,-1.0,16.682535,7.002281,28.433990001678467,1.0001082000000001,-1.0,960,,0.9999771000000001,16.810669,16.357845,1.0212765,0.11,1.0249745000000001,16.682535,,15.849984,16.532942000000002,18.167963063411303,16.566103,5.079180200000001,48.005196000000005,,14.730979999999999,16.46753,6.855650999999999
48,49,-1.0,16.682535,7.073309,29.19355392456055,1.000108,-1.0,980,,0.9999771000000001,16.809727,17.209522,1.0208403,0.11,1.0245914,16.682535,,15.877727499999999,16.535175,18.357198666008536,16.567722,5.3271627,49.005295000000004,,14.710360999999999,16.642345000000002,6.9281993
49,50,-1.0,16.682535,7.143629,30.31931161880493,1.0001075000000001,-1.0,1000,,0.9999771000000001,16.806670999999998,19.537294,1.020408,0.11,1.0242261000000001,16.682535,,15.950915,16.535235999999998,18.24648721824435,16.567148,5.6117735,50.005375,,14.690157999999998,16.538252,6.999996
50,51,-1.0,16.682535,7.2123610000000005,31.19984722137451,0.9999813,-1.0,1020,,0.9999771000000001,16.800917000000002,9.905858,1.0138236999999999,0.11,1.0237162,16.682535,,15.832384,16.534585999999997,18.209336473052527,16.5638,5.69624,50.999046,,14.670354999999999,16.502079000000002,7.071061599999999
51,52,-1.0,16.682535,7.2813334,32.30268168449402,0.99998224,-1.0,1040,,0.9999771000000001,16.798544,12.385161,1.0196075,0.11,1.0232244000000001,16.682535,,15.766088,16.535103,18.270577377888014,16.563765,5.825247,51.999077,,14.650936999999999,16.561462,7.1414222999999994
52,53,-1.0,16.682535,7.349641,33.008953332901,0.9999806999999998,-1.0,1060,,0.9999771000000001,16.795008,14.55464,1.0190941999999998,0.11,1.0227482,16.682535,,15.743226000000002,16.53443,18.202792510415602,16.562496,5.9903092000000004,52.998978,,14.631888,16.49941,7.2110977
53,54,-1.0,16.682535,7.417336,33.90159821510315,0.9999812,-1.0,1080,,0.9999771000000001,16.794373,20.205185,1.0188679,0.11,1.0222919,16.682535,,15.8258505,16.536488000000002,18.361023775900613,16.564066,6.253894,53.998985,,14.613195999999999,16.6456,7.280105000000001
54,55,-1.0,16.682535,7.4844213,34.88428568840027,0.9999818000000001,-1.0,1100,,0.9999771000000001,16.791021,13.810828,1.018519,0.11,1.0218532,16.682535,,15.789210999999998,16.535795,18.203804450892704,16.562857,6.3916260000000005,54.998999999999995,,14.594848,16.498428,7.348464
55,56,-1.0,16.682535,7.550914,35.683907747268684,0.99998283,-1.0,1120,,0.9999771000000001,16.790981,15.101845999999998,1.018182,0.11,1.0214265999999999,16.682535,,15.776932999999998,16.538279,18.393569435009827,16.564901000000003,6.5474879999999995,55.99904,,14.576829,16.674835,7.416193499999999
56,57,-1.0,16.682535,7.616825,36.51418328285217,0.99998355,-1.0,1140,,0.9999771000000001,16.788965,15.328288,1.0178568000000001,0.11,1.0210174,16.682535,,15.769060000000001,16.538748000000002,18.277752884525327,16.564913,6.7018476,56.99906,,14.559129,16.56503,7.483309700000001
57,58,-1.0,16.682535,7.682169999999999,36.87751054763794,0.9999841,-1.0,1160,,0.9999771000000001,16.788408,15.022793,1.0175443000000002,0.11,1.0206223,16.682535,,15.756189000000001,16.540589999999998,18.356897332217894,16.566329999999997,6.845611999999999,57.999077,,14.541738,16.645617,7.54983
58,59,-1.0,16.682535,7.746966400000001,37.373658657073975,0.99998486,-1.0,1180,,0.9999771000000001,16.787123,16.174454,1.0172405999999998,0.11,1.0202427,16.682535,,15.763276999999999,16.541645000000003,18.319110266461387,16.566967,7.004017999999999,58.999106999999995,,14.524643,16.602762,7.615769
59,60,-1.0,16.682535,7.8108125,38.113919973373406,0.9999326,-1.0,1200,,0.9999771000000001,16.782915,16.375753,1.0137348,0.11,1.0197835,16.682535,,15.773481,16.54062,18.189974056814986,16.564632,7.1604410000000005,59.99595600000001,,14.507836,16.480232,7.6811414000000005
60,61,-1.0,16.682535,7.8742149999999995,39.40415239334106,0.9998915999999999,-1.0,1220,,0.9999771000000001,16.780386,16.384584,1.0137540999999999,0.11,1.0192487,16.682535,,15.783495000000002,16.541014,18.271855278531433,16.56393,7.311886,60.993384999999996,,14.491306,16.564507,7.7459636
61,62,-1.0,16.682535,7.937521,40.487788438797004,0.9999031999999999,-1.0,1240,,0.9999771000000001,16.77796,13.626657999999999,1.016394,0.11,1.0187356,16.682535,,15.748706,16.540585999999998,18.22346654961666,16.563285999999998,7.414007700000001,61.994,,14.475045999999999,16.514572,7.810247
62,63,-1.0,16.682535,8.000325,41.41404032707215,0.9999144,-1.0,1260,,0.9999771000000001,16.774986,20.18466,1.0161295,0.11,1.0182345,16.682535,,15.819113,16.539573999999998,18.18972606565388,16.56205,7.6169777000000005,62.994606000000005,,14.459045000000001,16.476837,7.874006
63,64,-1.0,16.682535,8.062636999999999,42.39346027374268,0.9999249,-1.0,1280,,0.9999771000000001,16.773120000000002,16.120749,1.0158737,0.11,1.0177529,16.682535,,15.823822,16.539614,18.246265114541696,16.561882,7.750102,63.99519300000001,,14.443297,16.542034,7.937253
64,65,-1.0,16.682535,8.124471,43.064888715744026,0.9999346,-1.0,1300,,0.9999771000000001,16.772202,17.659798000000002,1.0156237,0.11,1.0172870999999999,16.682535,,15.852066,16.540543,18.31554943388981,16.562620000000003,7.902806,64.99575,,14.4277935,16.599987,7.999998
65,66,-1.0,16.682535,8.185831,43.47916460037232,0.9999435,-1.0,1320,,0.9999771000000001,16.769838,13.954787,1.0153846,0.11,1.0168313,16.682535,,15.823317000000001,16.540014000000003,18.212994650696512,16.561874,7.994739999999999,65.99627,,14.412526000000002,16.505722,8.062257
66,67,-1.0,16.682535,8.2467375,44.41457200050354,0.9999522,-1.0,1340,,0.9999771000000001,16.769423,11.494797,1.0151511,0.11,1.0163931000000002,16.682535,,15.758709,16.54136,18.344252284740623,16.56304,8.047211,66.996796,,14.397488000000001,16.63016,8.124037
67,68,-1.0,16.682535,8.307196000000001,45.48081088066101,0.9999606,-1.0,1360,,0.9999771000000001,16.768162,10.691375,1.0149256,0.11,1.0159667,16.682535,,15.684188,16.541838000000002,18.28241502834469,16.563326,8.086322000000001,67.99732,,14.382673,16.573868,8.185352
68,69,-1.0,16.682535,8.367215,46.62022590637207,0.9999683000000001,-1.0,1380,,0.9999771000000001,16.766023999999998,20.378426,1.0147059,0.11,1.015552,16.682535,,15.752218,16.541414000000003,18.22203231229023,16.562698,8.264686,68.99781,,14.368073999999998,16.5125,8.246210000000001
69,70,-1.0,16.682535,8.426807,47.82369565963745,0.9999759,-1.0,1400,,0.9999771000000001,16.763765,12.496363,1.014492,0.11,1.015153,16.682535,,15.705703,16.540834,18.211586170413927,16.56192,8.325351,69.99831400000001,,14.353685,16.500895,8.306623
70,71,-1.0,16.682535,8.485975999999999,48.68199062347412,0.9999826999999999,-1.0,1420,,0.9999771000000001,16.760992,14.053871,1.014286,0.11,1.014764,16.682535,,15.682437,16.539717,18.16673409417989,16.560593,8.4062395,70.99877,,14.3395,16.461582,8.3666
71,72,-1.0,16.682535,8.544736,49.49750995635986,0.9999892,-1.0,1440,,0.9999771000000001,16.761215,14.412935999999998,1.0140848,0.11,1.0143886,16.682535,,15.664801999999998,16.541521,18.380692339268684,16.562233,8.489866000000001,71.99922,,14.325515,16.669594,8.426149
72,73,-1.0,16.682535,8.603092,50.37915635108948,0.9999952,-1.0,1460,,0.9999771000000001,16.760664000000002,14.740563,1.0138896000000002,0.11,1.0140190999999998,16.682535,,15.652142000000001,16.542534,18.3292972049996,16.563067999999998,8.575687,72.99965,,14.311720999999999,16.615423,8.48528
73,74,-1.0,16.682535,8.661055000000001,51.82853531837464,1.0000011999999998,-1.0,1480,,0.9999771000000001,16.757407999999998,17.254362,1.0136981,0.11,1.0137484,16.682535,,15.673792,16.540842,18.124055475470385,16.56117,8.693155,74.000084,,14.298116,16.417423,8.5440035
74,75,-1.0,16.682535,8.718631,52.9364128112793,1.0000067,-1.0,1500,,0.9999771000000001,16.756420000000002,18.051966,1.0135144,0.11,1.0138344000000001,16.682535,,15.705498,16.541363,18.28996486056402,16.561512,8.818124000000001,75.0005,,14.284692999999999,16.579815,8.602325
75,76,-1.0,16.682535,8.775813000000001,53.95833873748779,1.0000101000000001,-1.0,1520,,0.9999771000000001,16.754123999999997,15.140238,1.0132477,0.11,1.0138896000000002,16.682535,,15.698058999999999,16.540589999999998,18.18665708393581,16.56052,8.901488,76.00076999999999,,14.271447,16.482689999999998,8.6602545
76,77,-1.0,16.682535,8.832632,55.23923587799072,1.0000142,-1.0,1540,,0.9999771000000001,16.75269,19.075235,1.0131588,0.11,1.0139408,16.682535,,15.741918,16.540627,18.256862562585926,16.560364,9.033788000000001,77.00109,,14.258375,16.543331,8.717796
77,78,-1.0,16.682535,8.889084,56.739712238311775,1.0000178,-1.0,1560,,0.9999771000000001,16.75165,16.74176,1.0129868,0.11,1.0139949000000001,16.682535,,15.754736,16.541029,18.285613081128613,16.560577,9.132778,78.00139,,14.245472,16.572052,8.774963
78,79,-1.0,16.682535,8.945176,57.7569055557251,1.0000209999999998,-1.0,1580,,0.9999771000000001,16.749413,21.283716000000002,1.0127704,0.11,1.0140423,16.682535,,15.824722,16.540226,18.183067650441888,16.559568,9.286752,79.00165600000001,,14.232732999999998,16.477497,8.831760000000001
79,80,-1.0,16.682535,9.000917999999999,58.96025609970093,1.0000235999999998,-1.0,1600,,0.9999771000000001,16.747465,12.752326,1.0126574000000002,0.11,1.0140839,16.682535,,15.786316000000001,16.539682,18.209462053042373,16.558826,9.330233,80.00189,,14.220154,16.496727,8.888192
80,81,-1.0,16.682535,9.056319,60.37198376655578,1.0000268,-1.0,1620,,0.9999771000000001,16.746029,12.396006,1.0125,0.11,1.0141274,16.682535,,15.74446,16.539614,18.24456786056859,16.558573000000003,9.3682375,81.002174,,14.207730999999999,16.534167999999998,8.944271
81,82,-1.0,16.682535,9.111218,61.97703051567078,1.0000117,-1.0,1640,,0.9999771000000001,16.74474,19.862213,1.0110412,0.11,1.0140452,16.682535,,15.794676,16.53996,18.276535944104072,16.558445000000003,9.496348,82.00095,,14.195460999999998,16.568056,8.999999
82,83,-1.0,16.682535,9.16593,63.242202043533325,1.0000122,-1.0,1660,,0.9999771000000001,16.742659,17.44285,1.0121950000000002,0.11,1.0139679,16.682535,,15.814532,16.539246,18.18850984287529,16.557503,9.5922365,83.00101,,14.18334,16.480482000000002,9.055384
83,84,-1.0,16.682535,9.220314,64.48597741127014,1.0000125,-1.0,1680,,0.9999771000000001,16.740560000000002,11.656824,1.0120482,0.11,1.0138866,16.682535,,15.765035000000001,16.538486,18.1810004916411,16.556524,9.616959,84.00105,,14.171364,16.475723000000002,9.110433
84,85,-1.0,16.682535,9.274379,65.95783638954164,1.0000128000000001,-1.0,1700,,0.9999771000000001,16.738003,16.27649,1.0119035,0.11,1.0138103,16.682535,,15.77105,16.537252,18.135613268812577,16.555065,9.695445,85.00108,,14.159529999999998,16.433449,9.165152
85,86,-1.0,16.682535,9.328134,67.45170855522157,1.0000132,-1.0,1720,,0.9999771000000001,16.736867999999998,13.989595999999999,1.0117645,0.11,1.0137358,16.682535,,15.750337,16.537394,18.253176894009922,16.555007999999997,9.745514,86.00114,,14.147832999999999,16.549313,9.219543
86,87,-1.0,16.682535,9.381586,68.62237167358397,1.0000142,-1.0,1740,,0.9999771000000001,16.73682,15.482785,1.0117086,0.11,1.0136691,16.682535,,15.747260999999998,16.538574,18.35840553697618,16.55602,9.811594,87.00123599999999,,14.136272,16.640162,9.273617
87,88,-1.0,16.682535,9.434728999999999,69.74418616294861,1.0000147,-1.0,1760,,0.9999771000000001,16.736425,18.40356,1.0114944,0.11,1.0136043,16.682535,,15.777445000000002,16.539406,18.323184894904557,16.55667,9.909360000000001,88.00129,,14.124844,16.611877,9.327378999999999
88,89,-1.0,16.682535,9.487574,70.85230731964111,1.0000148000000002,-1.0,1780,,0.9999771000000001,16.73558,16.275448,1.0113633,0.11,1.0135376,16.682535,,15.78304,16.539772,18.28181009611379,16.556849,9.981017,89.00131,,14.113544000000001,16.57198,9.38083
89,90,-1.0,16.682535,9.540127,71.64859747886658,1.0000153,-1.0,1800,,0.9999771000000001,16.733095000000002,18.309867999999998,1.011236,0.11,1.0134729,16.682535,,15.811116,16.538492,18.12911792233197,16.55537,10.073686,90.00137,,14.102371,16.424541,9.433981
90,91,-1.0,16.682535,9.592391000000001,72.49490070343019,1.0000153,-1.0,1820,,0.9999771000000001,16.730906,-1.4476719999999998,1.0111077,0.11,1.0134139000000002,16.682535,,15.621459,16.537485,18.14714479332199,16.554170000000003,9.947199000000001,91.00139,,14.091320999999999,16.446823000000002,9.486831
91,92,-1.0,16.682535,9.644371000000001,72.93730211257935,1.0000156,-1.0,1840,,0.9999771000000001,16.730368,17.430485,1.0109891,0.11,1.0133549000000002,16.682535,,15.641121,16.538088000000002,18.30493469665864,16.554605,10.028657,92.001434,,14.080392000000002,16.593027,9.539391499999999
92,93,-1.0,16.682535,9.6960745,73.40488076210022,1.0000156999999998,-1.0,1860,,0.9999771000000001,16.728094,19.878961999999998,1.0108636999999998,0.11,1.0132922,16.682535,,15.686688,16.53696,18.132862839864632,16.553291,10.134692,93.001465,,14.069581,16.433096,9.591661
93,94,-1.0,16.682535,9.747503,74.81452703475951,1.0000159,-1.0,1880,,0.9999771000000001,16.728292,15.102058999999999,1.0107518,0.11,1.013236,16.682535,,15.680469500000001,16.538256,18.379607042255653,16.554432000000002,10.18765,94.00149499999999,,14.058886,16.658794,9.643647999999999
94,95,-1.0,16.682535,9.79866,75.97889852523805,1.0000161,-1.0,1900,,0.9999771000000001,16.72719,20.390625,1.0106285,0.11,1.0131781,16.682535,,15.730048000000002,16.53825,18.241494944927496,16.554256,10.295162,95.00153,,14.048304000000002,16.537712,9.695359
