,LQGmu01,SqrtESSClassic,MISE,URet,ReturnLastEpisode,LQGmu1,Iteration,IWMax,ReturnAbsMax,Bound,target_sum_log_mean,ReturnMean,ReturnStepMax,TimeElapsed,LQGsigma,DenMISELogFirst,DenMISELogLast,ReturnMin,IWNorm2,IWLastEpisode,TimestepsSoFar,DenMISEMeanLog,IWNorm1,ReturnMax,IWFirstEpisode,IWMean,IWMin
52,-0.951,4.9149218,15.992374,18.290180623670572,16.572582,-1.0,53,2.153453,17.187332,26.483284,-58.90813000000001,16.613811,0.9999995999999999,76.02947020530699,0.11,14.631888,13.832037,,10.385272,2.100305,1060,13.215944,51.042797,17.187332,,0.96307164,
53,-0.951,5.0162515999999995,16.013878,18.361406157725607,16.645958,-1.0,54,2.1062262,17.187332,26.292868,-57.440536,16.614404999999998,0.9999995999999999,77.53793001174927,0.11,14.613195999999999,19.502155,,10.380413,2.0580008000000003,1080,13.331498999999999,52.070763,17.187332,,0.9642734000000001,
54,-0.951,5.1154876,16.043232,18.28890317777673,16.575764000000003,-1.0,55,2.0697255,17.187332,26.122818,-56.149708,16.613703,0.9999995999999999,79.15120458602904,0.11,14.594848,13.108342000000002,,10.387315,2.0595891,1100,13.326630999999999,53.13618,17.187332,,0.9661124,
55,-0.951,5.212887,16.065046,18.413953838269112,16.693201000000002,-1.0,56,2.032291,17.187332,25.956303,-54.878387,16.615123999999998,0.9999995999999999,81.235515832901,0.11,14.576829,14.43219,,10.390675,1.9886273999999997,1120,13.345617,54.165409999999994,17.187332,,0.96723944,
56,-0.951,5.308499299999999,16.084026,18.27889053152099,16.566082,-1.0,57,1.9972181,17.187332,25.797129,-53.64745,16.614262,0.9999995999999999,82.8029854297638,0.11,14.559129,14.670532000000001,,10.398963,1.9649177,1140,13.368146,55.202890000000004,17.187332,,0.9684716999999998,
57,-0.951,5.4024267,16.103848,18.360241324211515,16.64848,-1.0,58,1.9636326000000002,17.187332,25.648075,-52.463364,16.614853,0.9999995999999999,84.49191784858705,0.11,14.541738,14.382360999999998,,10.409362,1.9305804,1160,13.384958,56.235817000000004,17.187332,,0.96958303,
58,-0.951,5.4944253,16.08749,18.319195418012885,16.60284,-1.0,59,1.9320723999999998,17.187332,25.47191,-51.299698,16.614649,0.9999995999999999,86.33231902122498,0.11,14.524643,15.614032,,10.401077,1.7816067,1180,13.4221,57.147940000000006,17.187332,,0.96860915,
59,-0.951,5.585207,16.09309,18.258439535788533,16.544231,-1.0,60,1.9038278999999998,17.187332,25.324976,-50.17285,16.613474,0.9999995999999999,88.10594058036804,0.11,14.507836,15.782884,,10.410344,1.8340075,1200,13.46081,58.143930000000005,17.187332,,0.9690655,
60,-0.951,5.6745410000000005,16.11185,18.282019272969663,16.57412,-1.0,61,1.8784543000000002,17.187332,25.198399,-49.08392,16.61283,0.9999995999999999,90.40006971359252,0.11,14.491306,15.781319,,10.430021,1.8531768,1220,13.498237,59.185584999999996,17.187332,,0.9702555,
61,-0.951,5.748067400000001,15.92588,18.223469894999507,16.514574,-1.0,62,1.8545311999999998,17.187332,24.896198000000002,-48.074482,16.611245999999998,0.9999995999999999,92.78491330146791,0.11,14.475045999999999,13.574909,,10.345633,1.0703804,1240,13.498895000000001,59.467392000000004,17.187332,,0.9591514999999999,
62,-0.951,5.835380000000001,15.947744,18.19034403312543,16.477364,-1.0,63,1.8320496,17.187332,24.783844000000002,-46.993034,16.60912,0.9999995999999999,94.9936797618866,0.11,14.459045000000001,19.612589,,10.371789999999999,1.8005476999999999,1260,13.595199,60.523340000000005,17.187332,,0.96068794,
63,-0.951,5.9213853,15.97304,18.3854896719683,16.664482,-1.0,64,1.8105174,17.187332,24.6808,-46.008568,16.609985,0.9999995999999999,97.29157733917236,0.11,14.443297,15.56155,,10.398708000000001,1.7769556,1280,13.625223000000002,61.57476,17.187332,,0.96210563,
64,-0.951,6.006132599999999,15.9956,18.32021395957107,16.606176,-1.0,65,1.7901856,17.187332,24.58049,-45.03073,16.609926,0.9999995999999999,99.51472997665405,0.11,14.4277935,17.111477,,10.426816,1.7574028000000002,1300,13.678194,62.62484,17.187332,,0.9634591,
65,-0.951,6.089652,16.016119,18.221510695822147,16.513635999999998,-1.0,66,1.7721561000000001,17.187332,24.483269,-44.139829999999996,16.608469,0.9999995999999999,101.8820550441742,0.11,14.412526000000002,13.414155,,10.456964,1.7441490000000002,1320,13.673564,63.679269999999995,17.187332,,0.96483743,
66,-0.951,6.172056700000001,16.0329,18.346380562371554,16.632092,-1.0,67,1.7538784,17.187332,24.387003,-43.311091999999995,16.608822,0.9999995999999999,104.58781456947328,0.11,14.397488000000001,10.977436,,10.484123,1.7026608,1340,13.632726000000002,64.7086,17.187332,,0.96580005,
67,-0.951,6.253394,16.04738,18.299635201216443,16.590367999999998,-1.0,68,1.7338203999999997,17.187332,24.292822,-42.51592,16.60855,0.9999995999999999,106.90763306617737,0.11,14.382673,10.1851,,10.511856,1.6842339,1360,13.581454,65.73478,17.187332,,0.9666879,
68,-0.951,6.333575700000001,16.0697,18.29779338825906,16.580929,-1.0,69,1.7180897000000002,17.187332,24.210756,-41.6066,16.608148999999997,0.9999995999999999,108.54762506484984,0.11,14.368073999999998,19.860773000000002,,10.546382000000001,1.7042464,1380,13.671911999999999,66.79630999999999,17.187332,,0.96806246,
69,-0.951,6.4127474,16.085932,18.21204134338199,16.5014,-1.0,70,1.7040758000000003,17.187332,24.126478,-40.836754,16.606623000000003,0.9999995999999999,109.9803431034088,0.11,14.353685,11.996035000000001,,10.579371,1.6738051,1400,13.647452,67.842834,17.187332,,0.9691833000000001,
70,-0.951,6.490939599999999,16.101768,18.286324310415,16.569939,-1.0,71,1.6908258000000003,17.187332,24.045456,-40.06674,16.606106,0.9999995999999999,111.53672170639038,0.11,14.3395,13.565647,,10.612113,1.6528207,1420,13.645807000000001,68.88258,17.187332,,0.97017723,
71,-0.951,6.568164,16.120497,18.383943984187304,16.672323000000002,-1.0,72,1.6789593999999997,17.187332,23.970786999999998,-39.313828,16.607027,0.9999995999999999,113.66824555397034,0.11,14.325515,13.930479,,10.646295,1.6435673,1440,13.649291,69.92660500000001,17.187332,,0.97120285,
72,-0.951,6.6444635,16.124994,18.32937916878629,16.615498000000002,-1.0,73,1.6675196,17.187332,23.88514,-38.57692,16.607143,0.9999995999999999,115.59399628639221,0.11,14.311720999999999,14.299437,,10.672957,1.5760214,1460,13.65775,70.91608000000001,17.187332,,0.97145313,
73,-0.951,6.7199054,16.135103,18.124129765008572,16.417488,-1.0,74,1.6564990000000002,17.187332,23.808128,-37.82587,16.60458,0.9999995999999999,117.65621876716614,0.11,14.298116,16.79327,,10.707032,1.6075304,1480,13.699685999999998,71.95024000000001,17.187332,,0.9723004999999999,
74,-0.951,6.794525599999999,16.145712,18.29044311876812,16.580856,-1.0,75,1.6448123,17.187332,23.734468,-37.083134,16.604264999999998,0.9999995999999999,119.992573261261,0.11,14.284692999999999,17.604864000000003,,10.739802000000001,1.58429,1500,13.751335999999998,72.97185999999999,17.187332,,0.97295815,
75,-0.951,6.868357700000001,16.154478,18.283482687859895,16.56931,-1.0,76,1.6321726,17.187332,23.661657,-36.39692,16.603806,0.9999995999999999,122.35280728340149,0.11,14.271447,14.703342000000001,,10.772208000000001,1.5680889999999998,1520,13.76346,73.98738,17.187332,,0.9735181999999999,
76,-0.951,6.9412026,16.144855,18.256964407467944,16.543417,-1.0,77,1.6199653,17.187332,23.57325,-35.677322,16.60302,0.9999995999999999,124.67976760864258,0.11,14.258375,18.699463,,10.79363,1.4752653,1540,13.827176999999999,74.92076999999999,17.187332,,0.9729969999999999,
77,-0.952,7.0133505000000005,16.164331,18.322079882536407,16.603996,-1.0,78,1.6108897,17.187332,23.516308,-35.008472,16.603031,0.9999995999999999,126.89265441894531,0.11,14.245472,16.291006,,10.834242999999999,1.5921693000000001,1560,13.858376500000002,75.984344,17.187332,,0.9741583,
78,-0.952,7.0848580000000005,16.169970000000003,18.206051947156578,16.49689,-1.0,79,1.6005105,17.187332,23.447744,-34.297546000000004,16.601688,0.9999995999999999,128.82025480270386,0.11,14.232732999999998,20.871489999999998,,10.867436999999999,1.5287055,1580,13.946782999999998,76.99425,17.187332,,0.97461075,
79,-0.952,7.154736,16.207722,18.22061083158049,16.509123000000002,-1.0,80,1.6714648999999997,17.187332,23.414414999999998,-33.719177,16.60053,0.9999995999999999,131.46228051185608,0.11,14.220154,12.266333,,10.924137,1.6714648999999997,1600,13.925421,78.15932,17.187332,,0.9769915000000001,
80,-0.952,7.2243509999999995,16.22022,18.26138191487816,16.549051000000002,-1.0,81,1.6815938000000001,17.187332,23.357471,-33.15898,16.599895,0.9999995999999999,133.71410942077637,0.11,14.207730999999999,11.989180000000001,,10.963098,1.5194584999999998,1620,13.901195999999999,79.20125999999999,17.187332,,0.9777934000000001,
81,-0.952,7.293067999999999,16.242096,18.276915583708966,16.567196,-1.0,82,1.6954811,17.187332,23.312098000000002,-32.52281,16.599497,0.9999995999999999,136.39234662055972,0.11,14.195460999999998,19.435389999999998,,11.009012,1.5548656,1640,13.968379,80.289474,17.187332,,0.9791399,
82,-0.952,7.360639999999999,16.274038,18.253403737743767,16.535632999999997,-1.0,83,1.7166828,17.187332,23.279135,-31.933758,16.598726,0.9999995999999999,138.64908814430237,0.11,14.18334,16.999825,,11.063413,1.5895567,1660,14.004617999999999,81.4338,17.187332,,0.9811300999999999,
83,-0.953,7.4277143,16.28575,18.2746940138059,16.559305,-1.0,84,1.7353091,17.187332,23.227589000000002,-31.426762,16.598257,0.9999995999999999,141.3089778423309,0.11,14.171364,11.278122999999999,,11.103959,1.474375,1680,13.971901,82.477036,17.187332,,0.98186946,
84,-0.953,7.493817,16.312089999999998,18.21165446567032,16.50411,-1.0,85,1.7575368999999998,17.187332,23.192695999999998,-30.87861,16.59715,0.9999995999999999,143.9445691108704,0.11,14.159529999999998,15.856666,,11.156123,1.547137,1700,13.993831,83.60194399999999,17.187332,,0.9835523000000002,
85,-0.953,7.559039599999999,16.343088,18.42805693860152,16.704404999999998,-1.0,86,1.7828747,17.187332,23.164326000000003,-30.370872,16.598395999999997,0.9999995999999999,146.10501480102542,0.11,14.147832999999999,13.575130999999999,,11.209833999999999,1.5384327,1720,13.988738,84.73558,17.187332,,0.98529744,
86,-0.953,7.622988,16.32133,18.39790483251152,16.678145999999998,-1.0,87,1.7974423,17.187332,23.085342,-29.854206,16.599314,0.9999995999999999,149.15455889701843,0.11,14.136272,15.237331,,11.229191,1.2769902,1740,14.002891,85.59999,17.187332,,0.98390794,
87,-0.953,7.6873026,16.327038,18.32319243466297,16.611885,-1.0,88,1.8116902,17.187332,23.034461999999998,-29.316011,16.599457,0.9999995999999999,151.78404641151428,0.11,14.124844,18.056252999999998,,11.266955000000001,1.4315052,1760,14.048739999999999,86.612495,17.187332,,0.9842329,
88,-0.954,7.7510557,16.33868,18.298838488111862,16.586486999999998,-1.0,89,1.8255512999999999,17.187332,22.990934,-28.813740000000003,16.59931,0.9999995999999999,154.58928060531616,0.11,14.113544000000001,15.908271,,11.309389999999999,1.4600022,1780,14.069429000000001,87.65971,17.187332,,0.9849405999999999,
89,-0.954,7.812558,16.385208,18.231145660897567,16.519072,-1.0,90,1.8484324,17.187332,22.985094,-28.302876,16.59842,0.9999995999999999,157.66303968429563,0.11,14.102371,17.836935,,11.379677000000001,1.6404276000000002,1800,14.111096,88.90439,17.187332,,0.9878264999999999,
90,-0.954,7.8680806,16.478635999999998,18.229673319795207,16.520279000000002,-1.0,91,1.8910038,17.187332,23.031948,-28.026295,16.59756,0.9999995999999999,160.92806363105777,0.11,14.091320999999999,-2.02373,,11.4911175,1.8528026000000002,1820,13.933629999999999,90.41304000000001,17.187332,,0.9935499,
91,-0.955,7.926227000000001,16.494104,18.30493603853616,16.593027,-1.0,92,1.9337921999999999,17.187332,22.999344,-27.550627000000002,16.597510999999997,0.9999995999999999,163.43206906318662,0.11,14.080392000000002,17.12337,,11.5430355,1.3744376,1840,13.968206,91.49271999999999,17.187332,,0.9944860999999999,
92,-0.955,7.983708,16.511485999999998,18.285745334084,16.565054,-1.0,93,1.9751116999999998,17.187332,22.969889000000002,-27.05851,16.597162,0.9999995999999999,166.31995773315433,0.11,14.069581,19.558462,,11.59703,1.3881639,1860,14.028231,92.587296,17.187332,,0.9955623,
