,Iteration,IWMax,ReturnAbsMax,IWNorm2,DenMISEMeanLog,target_sum_log_mean,IWLastEpisode,ReturnMax,ReturnLastEpisode,LQGmu1,LQGsigma,IWNorm1,IWMean,TimestepsSoFar,TimeElapsed,ReturnMin,SqrtESSClassic,IWMin,Bound,IWFirstEpisode,ReturnMean,DenMISELogLast,LQGmu01,ReturnStepMax,MISE,URet,DenMISELogFirst
16,17,4.285366000000001,15.929314999999999,5.7311797,14.843267,12.519274000000001,4.285366000000001,15.929314999999999,13.989242,-0.059,0.11,11.015291,0.6479583000000001,340,55.572867631912224,,1.9219936999999998,,34.40712,0.05711034,15.335117000000002,14.394998999999999,-0.006,0.99636483,9.543384,15.479545992325635,13.095686
17,18,3.0650525,15.929314999999999,5.0186696,14.908488,11.898797,2.7500722,15.929314999999999,13.534985,-0.054,0.11,10.083444,0.56019133,360,57.87634325027466,,2.0091865,,31.837222999999998,0.021738518,15.235109,16.390503,-0.005,0.99636483,8.052499000000001,15.00994653761312,13.041882000000001
18,19,3.2849269999999997,15.929314999999999,6.5126524,14.778903,13.310651000000002,3.1116757,15.929314999999999,14.382315,-0.062,0.11,17.4933,0.92069995,380,60.10608148574829,,2.6860485,,31.16412,0.11027188,15.190223999999999,12.894612,-0.006,0.99636483,13.37295,15.92630894718116,12.989021000000001
19,20,6.212356999999999e-33,15.929314999999999,4.4721363e-10,14.815663,-84.38051,,15.929314999999999,14.148454000000001,0.076,0.11,2e-09,3.1075437999999994e-34,400,62.20215153694153,,4.4721355,,10.68571,,15.138136,15.621275,0.008,0.99636483,4.7137915e-33,15.664577610368145,12.943515
20,21,21.865236,15.929314999999999,21.865236,14.448457999999999,-74.13243,21.865236,15.929314999999999,9.098479,0.071,0.11,21.865236,1.0412017,420,63.38497853279114,,1.0,,57.2613,4.191825e-37,14.8505335,8.080181,0.007,0.99636483,9.473352,9.98881148815259,12.894725
21,22,13.5284195,15.929314999999999,16.131135999999998,14.355947500000001,-66.8049,13.5284195,15.929314999999999,9.058711,0.068,0.11,22.314512,1.0142959999999999,440,65.86305618286133,,1.3833194,,43.74995,9.008378999999999e-36,14.587269000000001,12.676599000000001,0.007,0.99636483,9.204097,9.948820640555297,12.848205
22,23,0.028942581000000002,15.929314999999999,0.028967364,14.253367,-39.726906,0.028942581000000002,15.929314999999999,9.06148,0.042,0.11,0.030237174,0.0013146597,460,68.960618019104,,1.0438359,,45.793003000000006,2.4426797e-25,14.347017999999998,12.159247,0.004,0.99636483,0.011912781,9.952016163302671,12.803753
23,24,36.190292,15.929314999999999,36.197685,14.309860999999998,-42.5936,36.190292,15.929314999999999,9.1266575,0.049,0.11,36.994240000000005,1.5414267,480,73.10731816291809,,1.0220056999999998,,60.82488299999999,6.5105604e-28,14.129504,16.586775,0.005,0.99636483,14.065899,10.026621207224993,12.761192999999999
24,25,2.6727754e-05,15.929314999999999,2.6727854000000003e-05,14.173014000000002,-20.797852,4.5809356e-09,15.929314999999999,9.087698,0.015,0.11,2.6735032999999998e-05,1.0693013000000001e-06,500,76.94180822372438,,1.0002686,,47.775124,2.0403918999999998e-16,13.927829999999998,10.915892999999999,0.002,0.99636483,9.759186999999999e-06,9.979916741536226,12.720371
25,26,3.5763187000000007,15.929314999999999,3.5763187000000007,14.227417,-15.306904000000001,3.5763187000000007,15.929314999999999,9.681578,0.002,0.11,3.5763192000000004,0.13755074,520,80.60488939285278,,1.0000001,,49.119648,1.0983139999999999e-12,13.764512,16.568008,0.0,0.99636483,1.3317082,10.66351389233121,12.68115
26,27,18.895103,15.929314999999999,18.926014000000002,14.162053,-13.535691,18.895103,15.929314999999999,9.537816000000001,-0.001,0.11,19.976347,0.7398647,540,83.53052711486815,,1.0554968,,52.337759999999996,7.556824000000001e-12,13.607969,13.314954,-7.208e-05,0.99636483,7.062450999999999,10.495077552535392,12.643410000000001
27,28,0.010056061,15.929314999999999,0.012341426,14.112727,-12.090388,0.00046790515999999997,15.929314999999999,9.755429,-0.021,0.11,0.019989923,0.00071392575,560,88.11344671249391,,1.6197418,,29.512065999999997,2.7856257e-07,13.470378,13.193102,-0.002,0.99636483,0.0086331,10.715200535380447,12.607042
28,29,29.174159999999997,15.929314999999999,29.183144,13.845697,-10.854866000000001,29.174159999999997,15.929314999999999,11.024513,-0.012,0.11,29.987545,1.0340533,580,91.82694578170776,,1.0275639,,57.865067,4.434358e-09,13.386038000000001,7.350708999999999,-0.001,0.99636483,11.359011,12.164037379540446,12.571951
29,30,9.2957935e-09,15.929314999999999,9.443831e-09,13.842741,-197.34712,,15.929314999999999,10.6009445,-0.206,0.11,1.3217063e-08,3.4056877e-10,600,96.14471650123596,,1.3995447,,34.145348,5.769893599999999e-14,13.293201000000002,14.016257999999999,-0.021,0.99636483,5.29436e-09,11.711143654869721,12.53805
30,31,1.4019701e-09,16.2475,1.5987227e-09,12.956641000000001,-249.72987,1.4019701e-09,16.2475,16.2475,-0.248,0.11,4.5019704e-09,4.5224848e-11,620,101.06226444244385,,2.8159794999999996,,17.309251999999997,5.3774175000000004e-24,13.388501000000002,-12.642686,-0.025,0.9985537,7.347907e-10,17.99773702202934,12.5052595
31,32,44.60389,17.008554,44.60389,12.975496000000001,-249.81001,44.60389,17.008554,17.008554,-0.254,0.11,44.60389,1.3938715,640,105.67567563056946,,1.0,,74.733406,1.1115309999999998e-25,13.501628,14.544239000000001,-0.026,0.9997138000000001,23.70774,18.782123201740426,12.473511
32,33,30.079931,17.008554,34.018295,12.79102,-254.71443,15.88843,17.008554,16.957532999999998,-0.265,0.11,45.96836,1.3929806,660,109.59535479545592,,1.3512836000000001,,61.4289,2.0516651999999995e-28,13.606353,6.999553999999999,-0.027,0.9997138000000001,23.668020000000002,18.72741319568645,12.4427395
33,34,26.446594,17.008554,28.287079,12.872128,-268.25057999999996,6.2557964,17.008554,16.763618,-0.283,0.11,40.551056,1.1926781000000002,680,113.6159896850586,,1.433554,,55.822704,1.812484e-33,13.699213,15.492888,-0.029,0.9997138000000001,20.228886,18.53025381475334,12.412887
34,35,2.3276313999999998e-10,17.008554,6.713653e-10,12.837024000000001,-506.099,2.7298239000000003e-17,17.008554,16.906223,-0.616,0.11,3.7327634e-09,6.650376400000001e-12,700,119.15046048164369,,5.559958999999999,,9.177346,,13.790842000000001,11.677083999999999,-0.072,0.99985296,1.1311329e-10,18.678311184320066,12.383899000000001
35,36,50.89073,17.008554,50.89073,12.634793,-500.85882999999995,50.89073,17.008554,16.975143,-0.638,0.11,50.89073,1.4136313999999999,720,122.4633195400238,,1.0,,75.02226,,13.879294,6.5427246,-0.075,0.9999918,23.996595000000003,18.751310176696254,12.355728
36,37,34.333805,17.062514999999998,36.29327,12.430231,-505.30658,11.763983,17.062514999999998,17.062514999999998,-0.685,0.11,46.097786,1.2458861,740,126.88906717300415,,1.270147,,61.477364,,13.965326999999998,5.171231,-0.084,0.9999918,21.176876,18.839746606380906,12.328329
37,38,15.946698000000001,17.062514999999998,25.231361,12.386463000000001,-484.5789,15.8986225,17.062514999999998,17.047468,-0.666,0.11,43.227684,1.1375706,760,130.77047848701477,,1.7132522000000001,,49.24427,,14.046435999999998,10.8212185,-0.08,0.9999918,19.366856,18.82390555000221,12.301661
38,39,22.381472,17.240736,29.929432000000002,12.419255999999999,-484.7197,22.381472,17.240736,17.240736,-0.702,0.11,54.915330000000004,1.4080853000000002,780,135.30580520629886,,1.834827,,52.280495,,14.128343,13.690503,-0.087,0.9999918,24.091345,19.022242714381424,12.275685000000001
39,40,12.226641,17.247795,22.535120000000003,12.463154,-468.04794000000004,10.907421000000001,17.247795,17.247795,-0.69,0.11,49.318546000000005,1.2329636999999998,800,139.63974714279178,,2.1885192000000004,,44.759506,,14.206329,13.981772,-0.085,0.9999918,21.116401999999997,19.0303624163104,12.250367
40,41,16.771727,17.247795,20.364342,12.463092,-477.99994000000004,0.3778965,17.247795,17.159475,-0.759,0.11,37.918777,0.92484826,820,143.18847584724423,,1.8620183000000001,,43.66382,,14.278356,12.350643,-0.099,0.9999918,15.874948999999999,18.939577369963988,12.225675
41,42,0.52121097,17.247795,0.5729251999999999,12.344353,-324.48822,0.00223285,17.247795,17.140438,-0.42,0.11,0.85547817,0.020368528,840,147.05980491638184,,1.493176,,35.001072,,14.346502,7.6411386,-0.045,0.9999918,0.34783262,18.91975600306401,12.201577
42,43,36.34968,17.247795,36.40133,12.284493,-338.6134,36.34968,17.247795,16.982222,-0.457,0.11,39.07213,0.90865415,860,150.1162109375,,1.0733708999999998,,63.644787,,14.407797,10.738352,-0.049,0.9999918,15.438355,18.756651619233985,12.178047
43,44,23.676907,17.247795,29.260834000000003,12.255844999999999,-308.613,17.183905,17.247795,17.072643,-0.419,0.11,41.70997,0.9479538000000001,880,155.61161303520203,,1.4254539,,52.435066000000006,,14.468361999999999,11.337528,-0.045,0.9999918,16.135479999999998,18.851649911474084,12.155057000000001
44,45,16.478873999999998,17.247795,28.118313,12.228332,-311.05136,16.315073,17.247795,17.138977,-0.436,0.11,50.043114,1.1120691999999999,900,161.10968232154846,,1.7797339,,48.05236,,14.527709,11.227085,-0.047,0.9999918,18.978699,18.918868487418674,12.132585
45,46,19.23985,17.247795,27.066532000000002,12.350711,-325.83276,19.23985,17.247795,17.141592000000003,-0.478,0.11,55.612545,1.2089683999999998,920,164.95544242858887,,2.0546608,,45.85675,,14.584531,17.893015,-0.052,0.9999918,20.673332000000002,18.921157096208532,12.110605
46,47,19.175114,17.247795,25.169094,12.3396,-337.205,19.175114,17.247795,17.212201999999998,-0.519,0.11,55.31451800000001,1.1769047,940,170.16344594955444,,2.197716,,43.723137,,14.640441000000001,11.751317,-0.057,0.9999918,20.178974,18.994527035952725,12.089099000000001
47,48,10.340135,17.247795,20.514788,12.378025,-290.75372000000004,8.575191499999999,17.247795,17.042982000000002,-0.436,0.11,50.227383,1.0464038,960,174.81390976905826,,2.4483502,,39.011720000000004,,14.690494000000001,14.115817000000002,-0.047,0.9999918,17.87774,18.821145026040554,12.068046
48,49,11.92038,17.247795,21.364962,12.461857,-309.78882000000004,3.5741706,17.247795,17.099985,-0.489,0.11,57.673058,1.1770011,980,179.6567087173462,,2.6994224,,39.312767,,14.739666,16.510565,-0.053,0.9999918,20.14445,18.879620101400388,12.047426
49,50,11.769005,17.247795,12.188506,12.535012,-223.7714,1.9748536,17.247795,17.070358,-0.342,0.11,19.082857,0.38165715,1000,184.37109398841858,,1.5656437,,39.544715999999994,,14.786280999999999,16.017384,-0.036,0.9999918,6.4954433,18.84850345815984,12.027224
50,51,6.307723999999999,17.247795,15.084819,12.591306,-42.595366999999996,7.90905e-24,17.247795,17.016653,-0.07,0.11,56.644802,1.1106824,1020,188.4084553718567,,3.7550866999999997,,30.279429999999998,1.2439221,14.830013000000001,16.040447,-0.007,0.9999918,16.499883999999998,18.793445624478494,12.0074215
51,52,28.167454,17.247795,44.31881,12.358927,-96.58337399999999,,17.247795,15.516919,0.066,0.11,85.102646,1.6365893,1040,192.29029965400696,,1.9202377,,41.797825,1.1979006e-34,14.843223000000002,0.42851877,0.007,0.9999918,14.851479999999999,17.164225746852278,12.012101
52,53,37.7166,17.247795,48.173206,12.244824000000001,-88.52387,24.785137,17.247795,9.099229,0.059,0.11,90.65444000000001,1.7104611,1060,196.90236592292786,,1.8818437,,43.040386,6.011151e-32,14.734846,5.943919,0.006,0.9999918,15.544274,9.996216141059476,11.9930525
53,54,28.885903999999996,17.247795,37.910416,12.255683,-77.11211999999999,0.46765783,17.247795,9.063284,0.048,0.11,61.594162,1.1406326,1080,200.2132637500763,,1.6247293,,42.238255,1.6031082999999997e-27,14.629817000000001,12.413421000000001,0.005,0.9999918,10.390867,9.95483984539141,11.97436
54,55,43.4945,17.247795,43.752815000000005,12.316082000000002,-66.762276,43.4945,17.247795,9.087669,0.037,0.11,49.335423,0.8970077,1100,205.0395243167877,,1.1275941999999999,,54.045025,3.1088895e-23,14.529051,15.616819,0.004,0.9999918,8.156724,9.981211351983434,11.956012
55,56,18.411655,17.247795,18.680832000000002,12.298128,-57.229378000000004,0.0060696230000000006,17.247795,9.109417,0.024,0.11,23.045448,0.41152588,1120,209.55733752250669,,1.2336413999999998,,45.906837,1.0138107e-18,14.432271,11.616299,0.002,0.9999918,3.9632175000000003,10.00256262407534,11.937992999999999
56,57,40.504734,17.247795,41.471934999999995,12.3341875,-58.244225,40.504734,17.247795,9.24355,0.028,0.11,53.37484,0.9364007,1140,214.5826590061188,,1.2870110000000001,,48.878307,4.285363e-20,14.341241,14.979241,0.003,0.9999918,8.673999,10.159109799467712,11.920294
57,58,23.328979999999998,17.247795,34.32091,12.291554,-60.60993199999999,23.328979999999998,17.247795,9.19548,0.034,0.11,62.42799399999999,1.0763447,1160,219.9983952045441,,1.8189491999999998,,38.323409999999996,3.837679799999999e-22,14.2525215,10.101469999999999,0.003,0.9999918,9.876555,10.106263644568012,11.902902000000001
58,59,6.1026344,17.247795,6.4660934999999995,12.204017,-101.1257,2.8447311e-09,17.247795,9.130164,0.083,0.11,9.118872,0.15455715,1180,223.3916532993317,,1.4102598,,38.09495,,14.165701,7.184682400000001,0.008,0.9999918,1.4042765,10.025634472600142,11.885807000000002
59,60,2.3678498,17.247795,2.3701849999999998,12.173523,-112.38015,2.3678498,17.247795,9.0858755,0.094,0.11,2.488412,0.04147353,1200,228.00147366523743,,1.0498809,,49.661846000000004,,14.0810375,11.217158999999999,0.009,0.9999918,0.37683803,9.979666391020462,11.869000000000002
60,61,3.7511852000000003e-06,17.247795,3.7523980000000002e-06,12.2368965,-147.16263,3.7511852000000003e-06,17.247795,9.041561,0.124,0.11,3.8486296e-06,6.299229e-08,1220,233.42890191078186,,1.0256454,,50.449585,,13.998423,16.990309,0.012,0.9999918,5.6961505e-07,9.930637978818412,11.852471000000001
61,62,107.714005,17.247795,107.714005,12.275591,-137.27576000000002,107.714005,17.247795,8.994564,0.119,0.11,107.71419499999999,1.7373258000000003,1240,237.85242867469788,,1.0000018,,67.36978,,13.917716,15.627869,0.012,0.9999918,15.626488,9.87849066574262,11.836210000000001
62,63,24.239891,17.247795,31.313746999999996,12.248328,-142.95967,24.239891,17.247795,8.984144,0.125,0.11,44.063576,0.6994218000000001,1260,241.9029242992401,,1.4071639999999999,,43.05838,,13.839405,10.543073,0.013,0.9999918,6.286985400000001,9.868992320752026,11.820210000000001
63,64,48.051598,17.247795,50.260815,12.237402000000001,-144.21677,48.051598,17.247795,8.958028,0.128,0.11,68.690926,1.0732957,1280,248.2667410373688,,1.3666893999999998,,47.484863,,13.763133999999999,11.942084,0.013,0.9999918,9.624479,9.837583280253623,11.8044615
64,65,41.992443,17.247795,45.75052,12.194144999999999,-147.51492,17.48365,17.247795,8.966866,0.132,0.11,66.25301,1.0192771,1300,254.06035113334656,,1.4481369,,44.86724,,13.689345000000001,9.559339,0.013,0.9999918,9.136237,9.849078725271623,11.788958000000001
65,66,15.246718,17.247795,15.590989000000002,12.266634,-161.30113,2.6722723999999998,17.247795,8.969566,0.145,0.11,19.874218,0.30112449999999996,1320,257.806711435318,,1.2747246,,43.290054,,13.617833,17.132668,0.015,0.9999918,2.6982388,9.8523716907799,11.77369
66,67,64.24295,17.247795,64.409874,12.304921,-166.23588999999998,64.24295,17.247795,8.936224000000001,0.151,0.11,69.73241,1.0407822,1340,262.05209374427795,,1.0826354,,57.09650799999999,,13.547959,15.547667,0.015,0.9999918,9.302593,9.813855883821825,11.758652
67,68,6.229993000000001e-17,17.247795,8.2462115e-10,12.306892999999999,-304.95236,6.229993000000001e-17,17.247795,8.923525999999999,0.254,0.11,6.8000006e-09,9.182481999999998e-19,1360,267.6964993476868,,8.246212,,6.274807,,13.479953,12.679639,0.026,0.9999918,8.194039e-18,9.801114643747448,11.743837
68,69,81.39729,17.247795,81.39729,12.19492,-273.77103,81.39729,17.247795,8.77103,0.234,0.11,81.39729,1.1796708999999999,1380,272.5597636699676,,1.0,,62.090317000000006,,13.411707,5.5733866999999995,0.024,0.9999918,10.34693,9.630469748478932,11.7292385
69,70,0.032584276,17.247795,0.032752324,12.17463,-211.42847000000003,2.366346e-06,17.247795,8.73845,0.191,0.11,0.03718836,0.0005312621,1400,277.8501317501068,,1.1354418,,45.575882,,13.344945999999998,10.988306,0.019,0.9999918,0.0047350846999999995,9.599419911414168,11.714849000000001
70,71,21.5906,17.247795,21.617092,12.159996000000001,-194.4397,21.5906,17.247795,8.8494835,0.18,0.11,22.770236999999998,0.32070756,1420,284.1700654029846,,1.0533441000000001,,51.962309999999995,,13.281629999999998,12.128063000000001,0.018,0.9999918,2.8393471000000003,9.71852982510796,11.7006645
71,72,24.32154,17.247795,24.522284,12.235348,-253.06166000000002,0.0035879076,17.247795,8.881960000000001,0.227,0.11,28.70955,0.39874375,1440,288.15643811225885,,1.1707536,,47.694965,,13.220524,18.296244,0.023,0.9999918,3.4983165,9.756024581710463,11.686679
72,73,64.3289,17.247795,65.34835,12.216406,-242.44215,64.3289,17.247795,8.820542999999999,0.222,0.11,80.59976,1.1041063,1460,293.4872846603394,,1.2333863,,51.685635,,13.16025,11.494682000000001,0.023,0.9999918,9.733341000000001,9.686197283406498,11.672885
73,74,60.876816000000005,17.247795,63.998332999999995,12.200362,-207.86574,6.778969,17.247795,8.81127,0.198,0.11,93.37918,1.2618809,1480,301.9240772724152,,1.4590877,,46.624733,,13.1014805,11.179021,0.02,0.9999918,11.1619,9.677733478474826,11.65928
74,75,37.399963,17.247795,40.427002,12.205436,-161.27885,0.039382484,17.247795,8.845577,0.162,0.11,58.067673,0.77423567,1500,307.07023143768316,,1.4363586000000002,,42.931785999999995,,13.044735000000001,12.566674,0.016,0.9999918,6.9077826,9.717215269549769,11.645857000000001
75,76,33.939644,17.247795,41.326553000000004,12.204491,-152.75108,0.7640908000000001,17.247795,8.872299,0.156,0.11,61.127556000000006,0.80430996,1520,313.50391817092896,,1.4791352,,42.16277,,12.989835000000001,12.46565,0.016,0.9999918,7.1805806,9.747359528593561,11.632611
76,77,21.341707,17.247795,33.310497,12.190777,-125.0841,0.6008563,17.247795,8.923073,0.132,0.11,68.726776,0.89255553,1540,320.4812548160553,,2.0632167000000003,,33.081734000000004,,12.937019,11.455206,0.013,0.9999918,8.002748,9.801250189696237,11.619539
77,78,31.960672,17.247795,41.125362,12.262445,-167.99208000000002,0.00038695266000000005,17.247795,8.963713,0.173,0.11,67.53101,0.8657822000000001,1560,325.6430201530456,,1.6420771,,39.19894,,12.88608,17.962917,0.018,0.9999918,7.688005400000001,9.845528032555183,11.606636
78,79,20.692175,17.247795,28.312603000000003,12.197968,-159.12152,20.692175,17.247795,8.883742999999999,0.168,0.11,61.800865,0.78228945,1580,330.86641502380365,,2.182804,,30.662453000000003,,12.835417,7.4085464000000005,0.017,0.9999918,6.957447,9.756161486912255,11.593897
79,80,69.636375,17.247795,73.302216,12.213744,-260.77338,4.3686414000000006e-13,17.247795,8.903316,0.255,0.11,93.35202,1.1669003,1600,337.0044453144073,,1.2735225000000001,,50.837134999999996,,12.786265,13.728487,0.026,0.9999918,10.207006,9.780419128732767,11.581318
80,81,36.21197,17.247795,36.93933,12.218171,-278.75507000000005,6.655077,17.247795,8.762974,0.273,0.11,45.8654,0.5662395,1620,342.330637216568,,1.2416413,,46.62466,,12.736595,12.678002000000001,0.028,0.9999918,4.9512825,9.625753980175944,11.568895
81,82,26.084148000000003,17.247795,41.93139,12.19845,-241.7893,14.4197,17.247795,8.741875,0.244,0.11,85.53028,1.0430522,1640,349.9062099456787,,2.0397675,,34.50614,,12.687878,11.110066999999999,0.025,0.9999918,9.138847,9.601185824456184,11.556625
82,83,44.063683000000005,17.247795,56.8745,12.226163,-266.10645,44.063683000000005,17.247795,8.712105000000001,0.268,0.11,105.19011,1.2673507,1660,356.5623381137848,,1.8495127,,39.042355,,12.639977,14.559985000000001,0.028,0.9999918,11.065586999999999,9.569945170750703,11.544504
83,84,54.98325,17.247795,72.07506,12.235533,-272.15192,54.98325,17.247795,8.701475,0.277,0.11,129.06265,1.5364601999999998,1680,359.4524338245392,,1.7906702,,42.286873,,12.59309,12.924225,0.028,0.9999918,13.390772,9.556314221334826,11.532528
84,85,50.33162,17.247795,59.343998,12.2843,-281.33727999999996,2.2205868,17.247795,8.75475,0.289,0.11,94.24056999999999,1.1087126,1700,367.2584946155548,,1.5880388,,42.241170000000004,,12.547935,16.109747,0.03,0.9999918,9.657969999999999,9.61456809182955,11.520694
85,86,85.59076,17.247795,93.92148,12.269291,-284.25482,85.59076,17.247795,8.66982,0.295,0.11,145.28418,1.6893509999999998,1720,374.5046272277832,,1.5468686000000003,,48.124573,,12.502839999999999,11.062184,0.03,0.9999918,14.674161999999999,9.523259995865368,11.508998
86,87,81.82946,17.247795,103.92683000000001,12.248083,-286.5993,81.82946,17.247795,8.657668,0.301,0.11,179.54782,2.0637681,1740,382.3208668231964,,1.7276368999999998,,47.849033,,12.458642,10.116508,0.031,0.9999918,17.898651,9.50687603338571,11.497437
87,88,70.0889,17.247795,101.63327,12.273271000000001,-291.01505,55.20186999999999,17.247795,8.666349,0.309,0.11,194.41052,2.2092104,1760,390.2279691696167,,1.9128630000000002,,46.20171,,12.415549,13.870084,0.032,0.9999918,19.151478,9.518093910411078,11.486008
88,89,67.75702,17.247795,96.01681500000001,12.295244,-307.17575,43.663109999999996,17.247795,8.664944,0.33,0.11,189.1444,2.125218,1780,396.5418708324432,,1.9699091,,44.68091,,12.373406,13.482434,0.034,0.9999918,18.414019,9.516957653807246,11.474708999999999
89,90,44.92308,17.247795,76.62756999999999,12.324707,-299.92453,44.92308,17.247795,8.648729,0.326,0.11,174.13794,1.934866,1800,402.5091097354889,,2.2725232,,39.528403999999995,,12.332021000000001,14.237515,0.034,0.9999918,16.75927,9.499060504111304,11.463535
90,91,21.079514,17.247795,50.214283,12.327580000000001,-286.73615,17.040115,17.247795,8.6803,0.315,0.11,134.2196,1.4749406999999999,1820,409.5749125480652,,2.6729367,,32.143947999999995,,12.291893,11.933621,0.033,0.9999918,12.785692999999998,9.533700841961675,11.452485000000001
91,92,29.989418,17.247795,42.17438,12.354118,-311.19992,9.860538499999999,17.247795,8.668925999999999,0.347,0.11,98.14163,1.0667568,1840,416.1182854175568,,2.3270437999999998,,31.474467999999998,,12.252513,14.422077999999999,0.036,0.9999918,9.238794,9.521617234489597,11.441556
