,TimestepsSoFar,ReturnMin,ReturnMean,MISE,ReturnLastEpisode,SqrtESSClassic,IWMean,IWFirstEpisode,LQGmu01,ReturnAbsMax,Iteration,LQGsigma,DenMISEMeanLog,LQGmu1,IWNorm1,URet,Bound,DenMISELogLast,IWMax,target_sum_log_mean,DenMISELogFirst,IWLastEpisode,ReturnMax,TimeElapsed,IWMin,ReturnStepMax,IWNorm2
10,220,,15.777764000000001,5.8659094e-10,15.466125,2.5923042,3.6890494e-11,8.849846000000001e-24,-0.025,16.382116,11,0.11,17.30759,-0.246,1.5057955e-09,17.14381746774554,12.639038000000001,16.056348999999997,3.8176773e-10,-20.396553,18.435807999999998,3.5088066000000005e-22,16.382116,26.303769826889038,,0.9999322,5.8087146e-10
11,240,,15.855153,22.651106,16.706425,1.0,1.355832,4.637804e-22,-0.024,16.706425,12,0.11,16.590822,-0.24,16.269983,18.472436964722792,56.063956999999995,9.663511,16.269983,-15.081563000000001,18.348797,16.269983,16.706425,27.396729946136475,,0.9999908000000002,16.269983
12,260,,15.937311,20.645982999999998,16.9232,1.2499692,1.2320478000000001,1.0132809e-18,-0.023,16.9232,13,0.11,16.028105,-0.228,16.01662,18.69266608250864,47.72377,9.379099,12.246387,-8.392171000000001,18.268753,3.7702336000000005,16.9232,28.841583251953125,,0.9999908000000002,12.813612
13,280,,16.006414000000003,16.63265,16.904761999999998,1.4654273000000002,0.99100435,3.1930113999999997e-16,-0.022,16.9232,14,0.11,16.032515,-0.218,13.874061,18.675306080775368,39.72926,16.134846,8.642794,-3.3471620000000004,18.194645,3.4075518,16.9232,30.19628381729126,,0.9999908000000002,9.467587
14,300,,16.056093,10.33341,16.751606,2.0019162,0.6486871999999999,0.079755425,-0.014,16.9232,15,0.11,16.12031,-0.138,9.730308,18.512216263981827,27.240412,17.494265,4.1722574,12.743564,18.125652,1.0533992000000001e-05,16.9232,31.659451723098755,,0.9999908000000002,4.8604970000000005
15,320,,16.074364000000003,18.530539,16.348434,2.9769827999999996,1.1614883,0.88952696,-0.012,16.9232,16,0.11,16.08459,-0.124,18.583813,18.088659242065876,29.899902,15.914024,2.8424606,13.126175,18.066418,2.501864,16.9232,33.269931554794304,,0.9999908000000002,6.242499400000001
16,340,,16.090569,14.502478,16.349829999999997,1.9896817999999998,0.8945759,0.018241936,-0.015,16.9232,17,0.11,16.150503,-0.145,15.20779,18.089590876340306,31.513440000000003,17.083136,5.727643,13.046258,18.059898,4.241147,16.9232,35.23597407341003,,0.9999908000000002,7.6433277
17,360,,16.103842,18.63985,16.329458,2.7421014,1.154347,0.16808474,-0.014,16.9232,18,0.11,16.133566000000002,-0.135,20.778244,18.075660840595265,30.983086,16.008264999999998,3.7606027,13.6754,18.00381,3.7606027,16.9232,36.52600264549256,,0.9999908000000002,7.577489
18,380,,16.115564000000003,19.399734,16.326582000000002,2.0065172,1.1902407,0.0027941134999999997,-0.015,16.9232,19,0.11,16.154320000000002,-0.152,22.614573999999998,18.06566251954121,36.267967,16.426073000000002,9.258571,13.080116,17.959039999999998,9.258571,16.9232,37.80933713912964,,0.9999908000000002,11.270561
19,400,,16.143196,,16.668219,4.4721355,,,0.012,16.9232,20,0.11,16.104477,0.122,2e-09,18.43074562177151,7.5682864,15.082934,,-151.76546000000002,17.907892,,16.9232,39.23674201965332,,0.9999908000000002,4.4721363e-10
20,420,,15.813892999999998,,9.227836,4.582576,,,-0.159,16.9232,21,0.11,14.707566,-0.922,2.0999999999999998e-09,10.115909584196137,7.38589,-12.254859,,-373.39337,17.859102,,16.9232,40.348317384719856,,0.9999908000000002,4.5825757e-10
21,440,,15.850323000000001,8.387149999999999e-20,16.615313,4.6904154,5.047844e-21,,-0.159,16.9232,22,0.11,13.435479999999998,-0.922,2.2e-09,18.382372983381273,7.2160773,-12.301383,1.1105256e-19,-358.96393,17.812582,1.1105256e-19,16.9232,41.808859586715705,,0.9999908000000002,4.690416e-10
22,460,,15.906801999999999,14.530023000000002,17.149351,1.0,0.8472636999999998,,-0.149,17.149351,23,0.11,13.052026,-0.905,19.487064,18.927476422042204,48.828724,5.593938400000001,19.487064,-333.05127000000005,17.768131,19.487064,17.149351,42.77678394317628,,0.999992,19.487064
23,480,,15.958552,11.507469,17.148825,1.4142118000000001,0.6710251,,-0.156,17.149351,24,0.11,13.128985,-0.917,16.104603,18.924260941847177,35.760345,15.264226,8.064598,-324.8761,17.72557,8.040006,17.149351,44.14686870574951,,0.99999845,11.387689
24,500,,16.002807999999998,18.357464,17.064949,1.7022116999999999,1.0717607,,-0.144,17.149351,25,0.11,13.261505999999999,-0.896,26.794017999999998,18.842644698504056,38.506958000000004,16.843142,10.528702000000001,-300.60007,17.68475,6.610154,17.149351,45.7721004486084,,0.99999845,15.740707
25,520,,16.045123999999998,25.110565,17.103025,1.760516,1.4670149,,-0.138,17.149351,26,0.11,13.306626000000001,-0.884,38.142387,18.881374870127267,44.59275,14.502495000000001,18.190542,-282.72156,17.645529,18.190542,17.149351,47.482918500900276,,0.99999845,21.665459
26,540,,16.086197,24.451985999999998,17.154120000000002,1.7296384999999999,1.4281427,,-0.128,17.154120000000002,27,0.11,13.505730999999999,-0.858,38.559853000000004,18.933595379041158,44.287483,18.45274,19.756307999999997,-260.991,17.607788,8.127403999999999,17.154120000000002,49.09392285346985,,0.99999845,22.29359
27,560,,16.126207,25.696537,17.206469,2.0512714,1.4981909,,-0.127,17.206469,28,0.11,13.515277,-0.856,41.949345,18.98651481214448,42.47293,13.572716,14.135876000000001,-250.40434,17.57142,14.135876000000001,17.206469,50.70160865783691,,0.99999845,20.45041
28,580,,16.15996,10.549049,17.105005,2.387955,0.61608064,,-0.154,17.206469,29,0.11,13.655569,-0.914,17.866339,18.885132782905213,24.960098000000002,17.278175,4.393279,-264.61197000000004,17.53633,2.3827236000000003,17.206469,52.36687755584717,,0.99999845,7.481858
29,600,,16.194960000000002,18.273438,17.210003,2.8014572,1.0659405,,-0.143,17.210003,30,0.11,13.513703,-0.893,31.978214,18.99002570675423,30.559902,9.797524000000001,4.895768599999999,-246.42917000000003,17.502428,4.2456512,17.210003,53.89822459220886,,0.99999845,11.41485
30,620,,16.225492000000003,23.259026000000002,17.141474,2.876462,1.356529,,-0.133,17.210003,31,0.11,13.387557000000001,-0.871,42.0524,18.92088833642689,35.225117,9.587258,6.585414,-230.05712999999997,17.469639,6.3820167,17.210003,55.41505432128906,,0.99999845,14.619487
31,640,,16.254597,26.929691,17.156822000000002,2.6679103,1.5703343,,-0.123,17.210003,32,0.11,13.398041000000001,-0.844,50.250698,18.937922845841516,39.831177000000004,13.450497,9.884171,-213.47835,17.43789,7.892434,17.210003,57.09127163887024,,0.99999845,18.835228
32,660,,16.280306,24.090212,17.103026999999997,3.0069802000000005,1.4051737,,-0.125,17.210003,33,0.11,13.48945,-0.851,46.37073,18.88075867807139,35.536915,15.977661999999999,7.012751,-208.49352,17.407118,4.3861995,17.210003,58.89622211456299,,0.99999845,15.421029999999998
33,680,,16.306445999999998,22.423882,17.169082999999997,3.238957,1.3078722,,-0.126,17.210003,34,0.11,13.615013000000001,-0.853,44.467655,18.948611335570103,33.050762,17.436633999999998,5.698934599999999,-202.55006,17.377264,3.271964,17.210003,60.95268678665161,,0.99999845,13.729004999999999
34,700,,16.330917000000003,21.549044,17.162857000000002,3.1425973999999997,1.2567075,,-0.119,17.210003,35,0.11,13.731186,-0.834,43.984764,18.942549345553005,32.50177,17.433563,6.6316857,-190.5743,17.348278,3.7346056000000005,17.210003,62.59868049621582,,0.99999845,13.996309
35,720,,16.356537,18.301273000000002,17.2532,3.685488,1.0669737,,-0.138,17.2532,36,0.11,13.729084,-0.883,38.411053,19.0354256539704,27.664051,13.45778,3.6587339999999995,-199.30998,17.320107,2.8707519,17.2532,64.38689064979553,,0.99999845,10.422243
36,740,,16.378595,18.608332,17.172703,3.8295190000000003,1.0847716,,-0.137,17.2532,37,0.11,13.692044000000001,-0.882,40.13655,18.948970553130426,27.618969,12.317785,3.3841631000000003,-193.25061000000002,17.292707,3.1559757999999998,17.2532,66.39126658439636,,0.99999845,10.480833
37,760,,16.399647,19.436878,17.178623,3.6580987,1.1330093,,-0.124,17.2532,38,0.11,13.748362,-0.848,43.05435,18.958857581436998,28.869759000000002,15.772245000000002,4.585318599999999,-178.04326,17.266039000000003,1.0006564,17.2532,68.20437431335449,,0.99999845,11.769598
38,780,,16.418960000000002,0.00011634218999999999,17.152908,1.7195942,6.790508999999999e-06,,-0.052,17.2532,39,0.11,13.818079000000001,-0.481,0.00026483374,18.932815517224306,20.066710999999998,16.36658,0.00011222048000000001,-95.43438,17.240063,1.7753606e-05,17.2532,70.1408851146698,,0.99999845,0.00015400943999999999
39,800,,16.434586,16.307394,17.04391,1.0000136999999998,0.9567870999999999,,-0.054,17.2532,40,0.11,13.857572,-0.491,38.271484,18.82247712486437,50.813324,16.385143,38.270959999999995,-94.48193,17.214745999999998,38.270959999999995,17.2532,72.22504711151123,,0.99999845,38.270959999999995
40,820,,16.445908,20.412416,16.898754,1.4002333999999999,1.2034878999999998,,-0.052,17.2532,41,0.11,13.661213,-0.477,49.343002,18.672307201745927,45.055737,6.123300599999999,28.167131,-89.19096,17.190054,28.167131,17.2532,74.41937065124513,,0.99999845,35.239129999999996
41,840,,16.463085,23.88384,17.167372,1.6416504,1.4044793,,-0.05,17.2532,42,0.11,13.618147,-0.466,58.988130000000005,18.947643111651548,44.903175,11.901107000000001,28.981363,-84.67395,17.165956,15.711989,17.2532,76.47617721557617,,0.99999845,35.93221
42,860,,16.476713,24.886132999999997,17.049162,1.7830595,1.4639176,,-0.049,17.2532,43,0.11,13.637678,-0.455,62.94846,18.823244011916486,44.238487,14.310785000000001,29.563834999999997,-80.19643,17.142426,11.1919365,17.2532,78.69263958930968,,0.99999845,35.303622999999995
43,880,,16.490074,22.751951000000002,17.064615,1.7518576000000001,1.3391231000000001,,-0.047,17.2532,44,0.11,13.662869,-0.442,58.921417000000005,18.842763528610448,42.448986,14.521064,30.179708,-75.75498,17.119436,4.023944,17.2532,81.1297285556793,,0.99999845,33.63368
44,900,,16.504934,24.783274,17.158714,1.8634401999999999,1.4562441000000002,,-0.046,17.2532,45,0.11,13.662473,-0.429,65.53098,18.939798365138046,43.30085,13.509123,29.730821999999996,-71.42844000000001,17.096961999999998,15.497147,17.2532,83.21622443199158,,0.9999985,35.166668
45,920,,16.519638,21.547771,17.181345,1.742325,1.2667437,,-0.044,17.2532,46,0.11,13.718394,-0.414,58.27021,18.96248490382265,41.352573,15.995232000000001,29.938381,-66.873665,17.074984,2.3169417,17.2532,85.51513934135438,,0.9999985,33.443940000000005
46,940,,16.530754,18.175112,17.04202,1.5901986000000001,1.0697678,,-0.042,17.2532,47,0.11,13.540203,-0.395,50.279087,18.815367065872604,39.874542,5.2611413,29.673346999999996,-62.171204,17.053478,2.9177607999999995,17.2532,87.6237108707428,,0.9999985,31.618118
47,960,,16.539635,13.293937,16.957066,1.3722483,0.78408146,,-0.039,17.2532,48,0.11,13.564713500000002,-0.368,37.635909999999996,18.730242786633493,38.439823,14.802628,26.780882000000002,-56.299907999999995,17.032425,2.291753,17.2532,89.78995585441591,,0.9999985,27.426458
48,980,,16.550201,10.69922,17.05735,1.7316518,0.63372976,1.8254735e-33,-0.029,17.2532,49,0.11,13.564832999999998,-0.28,31.052757,18.832857921144047,30.626091,13.897881,15.587563000000001,-42.799625,17.011805,1.322331,17.2532,92.2609658241272,,0.9999985,17.93245
49,1000,,16.558977,22.179057999999998,16.989020999999997,1.3981383,1.3069731000000002,,-0.03,17.2532,50,0.11,13.598538000000001,-0.296,65.348656,18.762428098357912,46.859306,15.663398999999998,45.770984999999996,-43.401928000000005,16.991602,45.770984999999996,17.2532,94.43414926528929,,0.9999985,46.739765000000006
50,1020,,16.565962,12.011503,16.915092,2.9681509,0.7003031999999999,,-0.105,17.2532,51,0.11,13.4607935,-0.785,35.71546,18.68799764166477,23.637058,6.5389504,6.726067,-124.34002,16.9718,1.7392757e-26,17.2532,96.728497505188,,0.9999985,12.0329
51,1040,,16.575685999999997,5.3761106,17.071722,1.4150311000000002,0.314625,,-0.083,17.2532,52,0.11,13.382789,-0.681,16.3605,18.85037206941869,29.761722999999996,9.720757,11.385522,-101.895905,16.952381,11.385522,17.2532,99.02387356758119,,0.9999985,11.561937
52,1060,,16.585567,17.431244,17.099346,1.232228,1.0196094999999998,,-0.075,17.2532,53,0.11,13.319575,-0.639,54.0393,18.878155474124,45.4345,10.73002,43.407234,-92.52563,16.933332,43.407234,17.2532,101.0874936580658,,0.9999985,43.85495
53,1080,,16.597082,,17.207394,7.348469000000001,,,0.076,17.2532,54,0.11,13.392220000000002,0.64,5.4e-09,18.99021809464848,4.6957264,17.440820000000002,,-630.4149,16.91464,,17.2532,103.01280546188354,,0.9999985,7.3484696e-10
54,1100,,16.454182,,8.737629,7.4161983,,,0.076,17.2532,55,0.11,12.8903885,0.64,5.5000000000000004e-09,9.578619519617687,4.6528425,-13.217673000000001,,-621.375,16.896292000000003,,17.2532,104.84212470054626,,0.9999985,7.416199e-10
55,1120,,16.312977,3.8059672999999994,8.546646,1.0,0.44531706,,0.38,17.2532,56,0.11,12.853,0.999,24.937756,9.388734676733028,38.31237,11.787659,24.937756,-934.5148,16.878273,24.937756,17.2532,107.06272387504578,,0.9999985,24.937756
56,1140,,16.177095,5.052509,8.567866,1.4128704,0.59046763,,0.38,17.2532,57,0.11,12.836153999999999,0.999,33.656653999999996,9.409258278318381,29.475414,12.515592,17.562275,-917.85156,16.860575,16.094378,17.2532,109.3409457206726,,0.9999985,23.821472
57,1160,,16.04561,5.8887577,8.550915,1.7313221999999997,0.68835104,,0.38,17.2532,58,0.11,12.821117,0.999,39.92436,9.392597997620557,25.819422,12.438065,13.661232,-901.76715,16.843182000000002,13.492317000000002,17.2532,110.93346118927002,,0.9999985,23.06004
58,1180,,15.918724,6.364561599999999,8.559266000000001,1.9995415,0.7438712,,0.38,17.2532,59,0.11,12.831516,0.999,43.8884,9.402781029534225,23.621717,13.806517000000001,11.247544,-886.2085599999999,16.826088000000002,10.859417,17.2532,112.83263087272644,,0.9999985,21.949232000000002
59,1200,,15.796083,6.706929700000001,8.560321,2.2357755,0.7838050999999999,,0.38,17.2532,60,0.11,12.848315,0.999,47.028304999999996,9.399661575471935,22.14068,14.148876999999999,9.606772,-871.1652,16.809279999999998,9.396957,17.2532,114.9212384223938,,0.9999985,21.034449
60,1220,,15.676032000000001,7.1309266000000004,8.472928999999999,2.4451292000000002,0.8348978000000001,,0.38,17.2532,61,0.11,12.865112,0.999,50.92877,9.307072407458461,21.243229,14.136539,9.597286,-856.615,16.792751000000003,9.597286,17.2532,117.02693176269531,,0.9999985,20.828661
61,1240,,15.560216,7.3769894,8.495455,2.6417894,0.8643893,,0.38,17.2532,62,0.11,12.840389,0.999,53.592135999999996,9.331091068983081,20.438744,11.542611,8.428537,-842.5786,16.776491,8.168704,17.2532,118.99389672279358,,0.9999985,20.2863
62,1260,,15.448979999999999,7.486860000000001,8.552377,2.8254537999999996,0.87701595,,0.38,17.2532,63,0.11,12.923991000000001,0.999,55.25200699999999,9.394542488097015,19.699554,18.284468,7.539528999999999,-828.88367,16.76049,6.795053500000001,17.2532,120.99401974678041,,0.9999985,19.555092000000002
63,1280,,15.340956,7.5960417,8.535332,2.9977381000000003,0.88980806,,0.38,17.2532,64,0.11,12.942745,0.999,56.947716,9.373976782081217,19.106853,14.284348499999998,6.840553999999999,-815.6803,16.744741,6.373476999999999,17.2532,123.20755171775818,,0.9999985,18.996895000000002
64,1300,,15.235979,7.7024856,8.517519,3.160381,0.90247524,,0.38,17.2532,65,0.11,12.985691000000001,0.999,58.66089,9.352005507937355,18.620916,15.877949,6.2765746,-802.8594,16.729239,6.033625,17.2532,125.37529563903809,,0.9999985,18.561335
65,1320,,15.134098999999999,7.786133,8.511859,3.3150343999999996,0.91249585,,0.38,17.2532,66,0.11,12.972567999999999,0.999,60.224728000000006,9.350996009536527,18.195196,12.247861,5.811923,-790.4832,16.71397,5.596803700000001,17.2532,127.62546873092651,,0.9999985,18.16715
66,1340,,15.035582000000002,7.843666000000001,8.533461,3.4628065,0.9192254999999999,,0.38,17.2532,67,0.11,12.924578,0.999,61.588108,9.370390665230447,17.808532999999997,9.873204,5.422482,-778.5132,16.698933,5.1378260000000004,17.2532,129.440584897995,,0.9999985,17.785604
67,1360,,14.939260500000001,7.9141955,8.485689,3.6042662000000005,0.92789584,,0.38,17.2532,68,0.11,12.866596000000001,0.999,63.096916,9.318467837473902,17.48796,9.088797999999999,5.091357,-766.9069999999999,16.684117999999998,5.0399413,17.2532,131.75731897354126,,0.9999985,17.506176
68,1380,,14.846191000000001,7.962835000000001,8.517441,3.7405524,0.9336861999999999,,0.38,17.2532,69,0.11,12.951949,0.999,64.42435,9.354959235427362,17.187782000000002,18.852375,4.806367,-755.4968,16.669520000000002,4.6676207000000005,17.2532,133.89355444908142,,0.9999985,17.223217
69,1400,,14.756413,7.985287,8.561958,3.8719504000000002,0.93607503,,0.38,17.2532,70,0.11,12.923686,0.999,65.52525,9.401045843698789,16.897179,11.062503,4.5584907999999995,-744.5253,16.65513,4.25566,17.2532,136.02847957611084,,0.9999985,16.923060999999997
70,1420,,14.668622000000001,8.020361999999999,8.523095,3.9991097,0.9402348,,0.38,17.2532,71,0.11,12.918391,0.999,66.75667,9.360662714214264,16.648882,12.632715,4.340924,-733.8409,16.640945000000002,4.2010727,17.2532,138.50084185600278,,0.9999985,16.692883
71,1440,,14.583067000000002,8.056469,8.508646,4.122294,0.944607,,0.38,17.2532,72,0.11,12.918733999999999,0.999,68.0117,9.340173443922305,16.427147,13.022374000000001,4.1484323,-723.4483,16.626959,4.0736837,17.2532,140.9754905700684,,0.9999985,16.498507999999998
72,1460,,14.500669,8.07115,8.567953,4.24185,0.9460908000000001,,0.38,17.2532,73,0.11,12.924800999999999,0.999,69.06463000000001,9.407547048295724,16.205902,13.435416,3.9769117999999994,-713.33594,16.613165,3.7394667,17.2532,143.42191457748413,,0.9999985,16.281723
73,1480,,14.419895,8.096423,8.523513000000001,4.358200599999999,0.94909483,,0.38,17.2532,74,0.11,12.964777999999999,0.999,70.23302,9.362614656408878,16.014004,15.95437,3.8231108,-703.4629,16.59956,3.7195244,17.2532,145.43649721145633,,0.9999985,16.11514
74,1500,,14.341211,8.120721000000001,8.518523,4.471507,0.9520091,,0.38,17.2532,75,0.11,13.01479,0.999,71.40068000000001,9.354603485214398,15.837672,16.782763,3.6844243999999997,-693.8425,16.586138000000002,3.6061077000000004,17.2532,147.325448513031,,0.9999985,15.967922
75,1520,,14.264410999999999,8.144055999999999,8.504499000000001,4.5819925999999995,0.95488095,,0.38,17.2532,76,0.11,13.025586,0.999,72.57095,9.340602401279527,15.674929,13.898778,3.5587256000000003,-684.5136,16.572891000000002,3.5066347,17.2532,149.52217197418213,,0.9999985,15.838295
76,1540,,14.18963,8.165111999999999,8.506158000000001,4.689874,0.9574651,,0.38,17.2532,77,0.11,13.087665,0.999,73.724815,9.342590465561056,15.522751000000001,17.865244,3.4442716,-675.3759,16.559820000000002,3.3975835,17.2532,151.7002239227295,,0.9999985,15.719999
77,1560,,14.116864999999999,8.18282,8.513977,4.795337,0.9596084999999999,,0.38,17.2532,78,0.11,13.118716000000001,0.999,74.849464,9.350297804553826,15.378644,15.566042999999999,3.3396177000000002,-666.5025,16.546917,3.2825437000000006,17.2532,154.15858983993533,,0.9999985,15.608801000000001
78,1580,,14.046275,8.195233,8.54036,4.89853,0.9610011999999999,,0.38,17.2532,79,0.11,13.207044,0.999,75.9191,9.382854803310792,15.23947,20.150013,3.2435584,-657.7962,16.534178,3.1468453,17.2532,156.37766766548157,,0.9999985,15.4983425
79,1600,,13.9773,8.207637,8.528198,4.999593,0.96245253,,0.38,17.2532,80,0.11,13.186826000000002,0.999,76.9962,9.368350348824402,15.109479,11.641115,3.1550759999999998,-649.4142,16.521599,3.0764885,17.2532,158.66983962059018,,0.9999985,15.400495000000001
80,1620,,13.910027,8.219124,8.528208,5.098649,0.96379656,,0.38,17.2532,81,0.11,13.163045,0.999,78.06752,9.368296507226523,14.986877,11.310051,3.0733097000000003,-641.24347,16.509176,2.9992976000000002,17.2532,161.14276695251462,,0.9999985,15.311413
81,1640,,13.844362,8.230864,8.525534,5.195814,0.96518177,,0.38,17.2532,82,0.11,13.231151,0.999,79.14490500000001,9.365181642242263,14.872056,18.795242000000002,2.997519,-633.1811,16.496906,2.938861,17.2532,163.82056832313538,,0.9999985,15.232435999999998
82,1660,,13.780161999999999,8.242801,8.515735000000001,5.291188,0.9666296999999998,,0.38,17.2532,83,0.11,13.268723499999998,0.999,80.23026,9.351126829631736,14.764285999999998,16.3953,2.927074,-625.3421,16.484785000000002,2.8854227000000003,17.2532,166.20957469940188,,0.9999985,15.162996
83,1680,,13.717529,8.253008,8.518981,5.384875,0.9678585999999999,,0.38,17.2532,84,0.11,13.236844,0.999,81.300125,9.355350764027962,14.661031,10.634514999999999,2.8614287,-617.75867,16.472808999999998,2.8130984,17.2532,168.55197548866272,,0.9999985,15.097867
84,1700,,13.656273,8.263089,8.510660000000001,5.476955,0.96910256,,0.38,17.2532,85,0.11,13.260292999999999,0.999,82.37371999999999,9.350099968642676,14.563379000000001,15.272008,2.800109,-610.29926,16.460974,2.7629929,17.2532,170.68742752075198,,0.9999985,15.040057000000001
85,1720,,13.596160000000001,8.273882,8.486696,5.567497,0.97051597,,0.38,17.2532,86,0.11,13.256761,0.999,83.46437,9.322269670858237,14.471712,12.997066,2.7426994,-603.04,16.449278,2.729798,17.2532,172.71877598762512,,0.9999985,14.991364
86,1740,,13.537642499999999,8.282891000000001,8.504976,5.6566019999999995,0.9716447,,0.38,17.2532,87,0.11,13.270787,0.999,84.53309,9.342231644840592,14.383091,14.515498999999998,2.6888403999999997,-595.9304,16.437717000000003,2.6615877,17.2532,174.95808553695682,,0.9999985,14.944147000000001
87,1760,,13.480972,8.288247,8.550768,5.7443194,0.9721825000000001,,0.38,17.2532,88,0.11,13.318107000000001,0.999,85.55206,9.393612464682096,14.295295000000001,17.472136,2.6382092999999998,-588.94916,16.426289,2.567298,17.2532,178.42618656158447,,0.9999985,14.893332999999998
88,1780,,13.425463,8.294359,8.540649,5.8307242,0.9728479999999999,,0.38,17.2532,89,0.11,13.340601999999999,0.999,86.58346999999999,9.378854670137526,14.212389000000002,15.356363,2.5905247000000005,-582.1488,16.41499,2.535482,17.2532,183.25222063064572,,0.9999985,14.849523000000001
89,1800,,13.370988,8.301169,8.522662,5.9158672999999995,0.97365654,,0.38,17.2532,90,0.11,13.385329999999998,0.999,87.62909,9.361905319541806,14.134026,17.401348000000002,2.5455389999999998,-575.4769,16.403816,2.5085201,17.2532,185.63203549385068,,0.9999985,14.812551500000001
90,1820,,13.317960000000001,8.304865,8.545417,5.9997888,0.9740277,,0.38,17.2532,91,0.11,13.21231,0.999,88.63651999999999,9.38832152291559,14.056132999999999,-2.3253652999999996,2.5030286,-569.1687599999999,16.392765,2.4320614,17.2532,188.54415106773376,,0.9999985,14.773273000000001
91,1840,,13.266086999999999,8.310025,8.545767999999999,6.0825629999999995,0.9745726999999998,,0.38,17.2532,92,0.11,13.248349,0.999,89.66069,9.384156777641762,13.983028,16.561398,2.462792,-562.79254,16.381836,2.4109437000000002,17.2532,191.4765110015869,,0.9999985,14.74061
92,1860,,13.215251,8.315294,8.538287,6.164226,0.9751556,,0.38,17.2532,93,0.11,13.310085999999998,0.999,90.68947,9.378997698053595,13.913142,19.022495000000003,2.4246562000000003,-556.52716,16.371025,2.3804069,17.2532,194.30212235450745,,0.9999985,14.712223000000002
93,1880,,13.165384,8.320698,8.527797,6.2448215,0.9757870000000001,,0.38,17.2532,94,0.11,13.319821,0.999,91.72397600000001,9.365684473672284,13.8463,14.257091,2.3884567999999997,-550.4459,16.360329999999998,2.3529346,17.2532,197.99865961074832,,0.9999985,14.688004999999999
94,1900,,13.116857999999999,8.324582000000001,8.555365,6.3243837,0.9761620000000001,,0.38,17.2532,95,0.11,13.385276999999999,0.999,92.73539,9.398974068116651,13.780671,19.568945000000003,2.3540502,-544.43695,16.349749,2.2984857999999995,17.2532,201.96344876289368,,0.9999985,14.66315
