,Iteration,DenMISEMeanLog,IWMax,ReturnMax,URet,Bound,ReturnAbsMax,DenMISELogFirst,IWMean,target_sum_log_mean,TimestepsSoFar,ReturnMean,IWNorm2,LQGsigma,SqrtESSClassic,ReturnLastEpisode,MISE,ReturnStepMax,IWMin,IWFirstEpisode,TimeElapsed,ReturnMin,IWLastEpisode,IWNorm1,DenMISELogLast,LQGmu01,LQGmu1
265,266,15.254238,1.003778,15.644507999999998,9.33775074765265,8.5936365,15.644507999999998,11.51852,0.9962266,10.8874235,5320,8.556324,16.309391,0.11,16.248079999999998,8.49944,8.496866,0.99262077,,,422.0306837558746,,1.0037742,264.99627999999996,14.857512,0.28,0.994
266,267,15.25579,1.0037636,15.644507999999998,9.371280068959422,8.593577,15.644507999999998,11.514768,0.9962405999999999,10.905357,5340,8.556227,16.340020000000003,0.11,16.27882,8.530205,8.49699,0.99262077,,,426.8888976573944,,1.0037597,265.99625,15.672069,0.28,0.994
267,268,15.248092000000002,1.0037493,15.644507999999998,9.373475584662245,8.593536,15.644507999999998,11.511028999999999,0.99625474,10.913921,5360,8.556144,16.370594,0.11,16.309504,8.534127,8.49713,0.99262077,,,432.8298773765564,,1.0037473,266.99627999999996,13.196609500000001,0.28,0.994
268,269,15.238942000000002,1.0037358,15.644507999999998,9.3278385826756,8.593339,15.644507999999998,11.507305,0.9962687,10.920912,5380,8.555908,16.401107999999997,0.11,16.340132,8.492767,8.497114,0.99262077,,,439.13394355773926,,1.0037348,267.99627999999996,12.790736,0.28,0.994
269,270,15.216972,1.0037215,15.644507999999998,9.336616385764351,8.593160000000001,15.644507999999998,11.503594,0.99628276,10.914962,5400,8.555692,16.431562,0.11,16.37071,8.497487,8.497114,0.99262077,,,444.704874753952,,1.0037196,268.99634,9.31063,0.28,0.994
270,271,15.215182,1.0037081,15.644507999999998,9.311535372580854,8.592911,15.644507999999998,11.499898,0.99629647,10.929072999999999,5420,8.555405,16.461962,0.11,16.401224,8.477874,8.497044,0.99262077,,,450.7260777950287,,1.0037061,269.99634,14.735285999999999,0.28,0.994
271,272,15.211214000000002,1.0036937,15.644507999999998,9.339100396169984,8.5927515,15.644507999999998,11.496215,0.9963103000000001,10.940891,5440,8.55521,16.49231,0.11,16.431683,8.502182000000001,8.497063,0.99262077,,,457.1675536632538,,1.0036889,270.9964,14.139891,0.28,0.994
272,273,15.228634,1.0036803,15.644507999999998,9.342787443005708,8.5926075,15.644507999999998,11.492544,0.9963236999999999,10.973982000000001,5460,8.555028,16.5226,0.11,16.46208,8.505703,8.497095,0.99262077,,,462.9752016067505,,1.0036764999999999,271.99637,19.970898000000002,0.28,0.994
273,274,15.217078,1.0036669,15.644507999999998,9.303469551803435,8.592338,15.644507999999998,11.488889,0.9963370999999999,10.977979,5480,8.554723,16.552835,0.11,16.492424,8.471399,8.497001,0.99262077,,,468.5543508529663,,1.0036631,272.99637,12.065611,0.28,0.994
274,275,15.181191,1.0036535,15.644507999999998,9.343154070549158,8.592203999999999,15.644507999999998,11.485246,0.99635035,10.957533,5500,8.554554,16.583015,0.11,16.522709,8.508554,8.497043,0.99262077,,,472.8783984184265,,1.0036507,273.99634,5.351819,0.28,0.994
275,276,15.192963,1.0036399999999999,15.644507999999998,9.376802258470349,8.592175,15.644507999999998,11.481616,0.99636334,10.984635,5520,8.55449,16.613139999999998,0.11,16.552938,8.536783,8.497187,0.99262077,,,478.0819523334503,,1.0036361999999999,274.99627999999996,18.43411,0.28,0.994
276,277,15.206423000000001,1.0036277,15.644507999999998,9.333399806967877,8.592006,15.644507999999998,11.477999,0.9963766,11.013313,5540,8.554286,16.643210999999997,0.11,16.583117,8.497995,8.49719,0.99262077,,,482.6831970214844,,1.0036209999999999,275.9963,18.924925,0.28,0.994
277,278,15.207369,1.0036143,15.644507999999998,9.293844297913246,8.5917,15.644507999999998,11.474396,0.9963896999999999,11.029367,5560,8.553948,16.673225,0.11,16.613243,8.460232000000001,8.497056,0.99262077,,,488.3009171485901,,1.0036124,276.99634,15.472685999999998,0.28,0.994
278,279,15.208407999999999,1.0036018,15.644507999999998,9.366261513148082,8.591649,15.644507999999998,11.470804,0.99640274,11.045408,5580,8.5538645,16.703188,0.11,16.643311999999998,8.530619999999999,8.497177,0.99262077,,,492.52795672416687,,1.0035950999999999,277.99637,15.501241,0.28,0.994
279,280,15.193547,1.0035884,15.644507999999998,9.442153378976837,8.591826,15.644507999999998,11.467227000000001,0.99641573,11.045441,5600,8.554008,16.733097,0.11,16.673326,8.593916,8.497524,0.99262077,,,497.7747025489807,,1.0035846,278.9964,11.050703,0.28,0.994
280,281,15.208374,1.003576,15.644507999999998,9.376290709209961,8.591797,15.644507999999998,11.463662,0.9964284999999999,11.075055,5620,8.553946,16.762947,0.11,16.703293,8.536673,8.4976635,0.99262077,,,503.74478006362915,,1.0035730999999999,279.9964,19.363523,0.28,0.994
281,282,15.228279999999998,1.0035626,15.644507999999998,9.378553341449754,8.591773,15.644507999999998,11.46011,0.99644125,11.109643,5640,8.553889999999999,16.792747,0.11,16.733202,8.538280499999999,8.497808000000001,0.99262077,,,509.62469840049744,,1.0035597,280.99643,20.82525,0.28,0.994
282,283,15.238192000000002,1.0035502,15.644507999999998,9.394754644446461,8.591802000000001,15.644507999999998,11.45657,0.99645394,11.134132000000001,5660,8.553885000000001,16.822498,0.11,16.763054,8.552472,8.498004,0.99262077,,,515.0943746566771,,1.0035444,281.99646,18.036951000000002,0.28,0.994
283,284,15.259085,1.0035377,15.644507999999998,9.340032271473927,8.591657000000001,15.644507999999998,11.453042,0.9964663,11.169502,5680,8.553713,16.852194,0.11,16.792854000000002,8.504866999999999,8.498026,0.99262077,,,521.5673372745514,,1.0035329,282.99643,21.17557,0.28,0.994
284,285,15.254163,1.0035253,15.644507999999998,9.419495149115706,8.591778,15.644507999999998,11.449527999999999,0.9964788,11.178956,5700,8.553802000000001,16.88184,0.11,16.822601000000002,8.579214,8.498312,0.99262077,,,528.3235759735106,,1.0035214,283.99646,13.860144,0.28,0.994
285,286,15.274517999999999,1.0035129,15.644507999999998,9.404040918945894,8.591830999999999,15.644507999999998,11.446025,0.99649113,11.213583999999999,5720,8.553825,16.91143,0.11,16.852297,8.560396,8.49853,0.99262077,,,535.1912145614624,,1.003508,284.99646,21.079014,0.28,0.994
286,287,15.267826000000001,1.0035003,15.644507999999998,9.330428340501207,8.5916605,15.644507999999998,11.442534,0.9965035,11.2210655,5740,8.553626,16.940973,0.11,16.881939000000003,8.496525,8.498524,0.99262077,,,541.6606075763701,,1.0034956,285.9965,13.357492,0.28,0.994
287,288,15.269706,1.0034889,15.644507999999998,9.380115619452717,8.591641000000001,15.644507999999998,11.439055999999999,0.9965156999999999,11.23702,5760,8.553576,16.970465,0.11,16.91153,8.5394535,8.498667999999999,0.99262077,,,547.9798867702484,,1.0034889,286.99652000000003,15.812607999999999,0.28,0.994
288,289,15.27483,1.0034764999999999,15.644507999999998,9.398095135914168,8.59168,15.644507999999998,11.43559,0.99652773,11.256122,5780,8.553588000000001,16.999899,0.11,16.941072,8.556854,8.498868,0.99262077,,,553.9154312610626,,1.0034716000000001,287.99652000000003,16.754038,0.28,0.994
289,290,15.274141,1.0034649,15.644507999999998,9.35157946240939,8.591561,15.644507999999998,11.432136,0.9965396999999999,11.269314999999999,5800,8.553442,17.029285,0.11,16.97056,8.511111,8.498911,0.99262077,,,560.2949075698854,,1.0034573,288.99652000000003,15.078481,0.28,0.994
290,291,15.291769,1.0034524999999999,15.644507999999998,9.383856576413072,8.59155,15.644507999999998,11.428692999999999,0.9965518,11.300728999999999,5820,8.553402,17.05862,0.11,17.000002,8.542000999999999,8.49906,0.99262077,,,566.9792478084563,,1.0034468,289.99658,20.407131,0.28,0.994
291,292,15.301076,1.0034411,15.644507999999998,9.399170087085851,8.5915985,15.644507999999998,11.425262,0.99656373,11.323728,5840,8.553423,17.087906,0.11,17.02939,8.559567,8.499267999999999,0.99262077,,,572.7059097290039,,1.0034372,290.9966,18.013247,0.28,0.994
292,293,15.291998999999999,1.0034295,15.644507999999998,9.371956358508319,8.591565,15.644507999999998,11.421844,0.9965755,11.328247,5860,8.553365,17.117142,0.11,17.058725,8.536178,8.499393,0.99262077,,,578.5639815330505,,1.0034248,291.9966,12.64431,0.28,0.994
293,294,15.299392999999998,1.0034171,15.644507999999998,9.36418682226864,8.591498,15.644507999999998,11.418436999999999,0.9965871,11.349147,5880,8.553271,17.146328,0.11,17.088009,8.526292999999999,8.499485,0.99262077,,,584.9531342983247,,1.0034105,292.9966,17.469547,0.28,0.994
294,295,15.309795000000001,1.0034056999999998,15.644507999999998,9.355792818507325,8.591407,15.644507999999998,11.415041,0.9965985999999999,11.372962,5900,8.553155,17.175465,0.11,17.11724,8.518608,8.49955,0.99262077,,,591.7689158916472,,1.0033988999999999,293.99658,18.371244,0.28,0.994
295,296,15.302107999999999,1.0033941,15.644507999999998,9.395105139511694,8.591441,15.644507999999998,11.411657,0.99661016,11.378598,5920,8.553164,17.204552,0.11,17.14643,8.555747,8.499741,0.99262077,,,597.370730638504,,1.0033922,294.9966,13.037721000000001,0.28,0.994
296,297,15.277573,1.0033827,15.644507999999998,9.434310521045118,8.591596000000001,15.644507999999998,11.408284,0.99662167,11.367298,5940,8.553291999999999,17.233591,0.11,17.175564,8.591508000000001,8.500051,0.99262077,,,603.6443138122559,,1.0033808000000002,295.99664,8.019177,0.28,0.994
297,298,15.261329000000002,1.0033712,15.644507999999998,9.394501441702905,8.591611,15.644507999999998,11.404923,0.99663305,11.364197,5960,8.553285,17.262579000000002,0.11,17.20465,8.550889,8.500221,0.99262077,,,609.5191421508789,,1.0033683,296.99664,10.439959,0.28,0.994
298,299,15.261085500000002,1.0033606,15.644507999999998,9.359496861984756,8.591535,15.644507999999998,11.401572999999999,0.9966443000000001,11.37701,5980,8.553184,17.291521,0.11,17.233686,8.523126,8.5002985,0.99262077,,,615.4577374458312,,1.0033559,297.99664,15.191888,0.28,0.994
299,300,15.252653,1.0033492,15.644507999999998,9.314372901993368,8.591312,15.644507999999998,11.398234,0.99665546,11.381548,6000,8.5529375,17.320415,0.11,17.262672,8.479663,8.50023,0.99262077,,,621.2115292549132,,1.0033405999999998,298.99664,12.734694500000002,0.28,0.994
300,301,15.270901,1.0033377,15.644507999999998,9.379452865477457,8.591289999999999,15.644507999999998,11.394906,0.9966666,11.412678999999999,6020,8.552892,17.349258,0.11,17.291613,8.539137,8.5003605,0.99262077,,,627.7237389087678,,1.0033319,299.99664,20.748867,0.28,0.994
301,302,15.281701000000002,1.0033271000000001,15.644507999999998,9.390061435995255,8.591292999999999,15.644507999999998,11.391589,0.99667776,11.436276,6040,8.552874000000001,17.378054000000002,0.11,17.320504999999997,8.546939,8.500515,0.99262077,,,634.5023846626283,,1.0033243,300.99667,18.53572,0.28,0.994
302,303,15.285923,1.0033157,15.644507999999998,9.357171367128053,8.591207,15.644507999999998,11.388284,0.9966888,11.453211999999999,6060,8.552764999999999,17.406803,0.11,17.34935,8.520042,8.500579,0.99262077,,,641.4926142692566,,1.0033109,301.9967,16.564312,0.28,0.994
303,304,15.299870499999999,1.0033052,15.644507999999998,9.380818062727544,8.591194,15.644507999999998,11.384989,0.9966997,11.47979,6080,8.552729,17.435501000000002,0.11,17.378147,8.541975,8.500716,0.99262077,,,648.5084934234618,,1.0032995,302.9967,19.529573000000003,0.28,0.994
304,305,15.302994,1.0032936,15.644507999999998,9.344158253211004,8.591078,15.644507999999998,11.381704,0.9967106,11.495458,6100,8.552593,17.464154999999998,0.11,17.406897,8.511346000000001,8.50075,0.99262077,,,656.3045046329497,,1.0032898000000001,303.99672999999996,16.255339000000003,0.28,0.994
305,306,15.309915,1.0032831,15.644507999999998,9.364391056221095,8.591016999999999,15.644507999999998,11.378430999999999,0.99672145,11.514842,6120,8.552511,17.492762,0.11,17.435598000000002,8.527560000000001,8.500836999999999,0.99262077,,,662.6193468570708,,1.0032765,304.99677,17.423925,0.28,0.994
306,307,15.323264000000002,1.0032727,15.644507999999998,9.359596784633483,8.590941,15.644507999999998,11.375169,0.9967321,11.540577,6140,8.552413,17.521322,0.11,17.46425,8.522519,8.500910000000001,0.99262077,,,669.0741791725159,,1.0032669,305.99677,19.412075,0.28,0.994
307,308,15.331375,1.0032622,15.644507999999998,9.354516695655487,8.590841000000001,15.644507999999998,11.371917,0.9967427,11.560989,6160,8.552294999999999,17.549837,0.11,17.492855,8.51565,8.5009575,0.99262077,,,675.2761986255647,,1.0032535,306.99677,17.824343,0.28,0.994
308,309,15.273989000000002,1.0032516,15.644507999999998,9.434891306204367,8.590988000000001,15.644507999999998,11.368675,0.9967534,11.515827,6180,8.55242,17.578304,0.11,17.521418,8.590841000000001,8.50125,0.99262077,,,681.3353810310364,,1.0032461,307.9968,-2.3970978,0.28,0.994
309,310,15.278148999999999,1.0032411,15.644507999999998,9.349372995524039,8.5908785,15.644507999999998,11.365444,0.99676394,11.53213,6200,8.552292,17.606728,0.11,17.549929000000002,8.512692999999999,8.5012865,0.99262077,,,687.6277277469635,,1.0032382,308.99683,16.566235,0.28,0.994
310,311,15.292720999999998,1.0032306,15.644507999999998,9.376383436088837,8.590839,15.644507999999998,11.362224000000001,0.9967744000000001,11.558767999999999,6220,8.552234,17.635101000000002,0.11,17.578398,8.534336,8.501392,0.99262077,,,693.6994848251343,,1.0032268,309.99683,19.813047,0.28,0.994
311,312,15.299705,1.00322,15.644507999999998,9.401522340880184,8.590885,15.644507999999998,11.359014,0.9967845999999999,11.577739999999999,6240,8.55226,17.663431,0.11,17.606817000000003,8.560709,8.501583,0.99262077,,,700.2028257846832,,1.0032133,310.9968,17.47478,0.28,0.994
312,313,15.303539,1.0032094999999999,15.644507999999998,9.37400953115975,8.590848,15.644507999999998,11.355813000000001,0.9967950000000001,11.593489,6260,8.552203,17.691717,0.11,17.635191,8.534425,8.501689,0.99262077,,,706.3796284198761,,1.0032056999999999,311.99683,16.503967000000003,0.28,0.994
313,314,15.291038,1.0031999,15.644507999999998,9.367827860015957,8.5907955,15.644507999999998,11.352623,0.99680525,11.59282,6280,8.5521345,17.719957,0.11,17.663523,8.530339,8.50178,0.99262077,,,713.5850808620453,,1.003198,312.99686,11.380562,0.28,0.994
314,315,15.289458999999999,1.0031894000000001,15.644507999999998,9.351904683282877,8.590689,15.644507999999998,11.349442999999999,0.9968155000000001,11.6030035,6300,8.552009,17.748151999999997,0.11,17.691807,8.512724,8.501814999999999,0.99262077,,,721.1553366184235,,1.0031875,313.9969,14.79739,0.28,0.994
315,316,15.300009,1.0031788000000001,15.644507999999998,9.326815118275439,8.590512,15.644507999999998,11.346274000000001,0.9968256,11.62524,6320,8.551814,17.7763,0.11,17.720047,8.490628,8.501780499999999,0.99262077,,,727.7059955596924,,1.0031731,314.9969,18.626839999999998,0.28,0.994
316,317,15.305882,1.0031693000000002,15.644507999999998,9.373184160757523,8.590461999999999,15.644507999999998,11.343115,0.9968355999999999,11.642723,6340,8.551748,17.804403,0.11,17.748243,8.53099,8.501871000000001,0.99262077,,,734.588445186615,,1.0031636,315.9969,17.164173,0.28,0.994
317,318,15.315948,1.0031598,15.644507999999998,9.358668073044091,8.590384,15.644507999999998,11.339965,0.99684566,11.66433,6360,8.55165,17.832466,0.11,17.776392,8.520673,8.501933,0.99262077,,,740.6160204410553,,1.003156,316.99692000000005,18.510143,0.28,0.994
318,319,15.324026000000002,1.0031502,15.644507999999998,9.384464457266617,8.590378999999999,15.644507999999998,11.336825,0.9968556000000001,11.683875,6380,8.551629,17.860483,0.11,17.804499,8.544963000000001,8.502068,0.99262077,,,746.9652564525604,,1.0031463,317.99695,17.896166,0.28,0.994
319,320,15.309215,1.0031396000000001,15.644507999999998,9.353633673870307,8.59028,15.644507999999998,11.333695,0.99686545,11.680458999999999,6400,8.551516000000001,17.888454,0.11,17.832561,8.515165,8.502108,0.99262077,,,753.73512840271,,1.0031329,318.99695,10.5876045,0.28,0.994
320,321,15.309307,1.0031301,15.644507999999998,9.311252254186334,8.590064,15.644507999999998,11.330575,0.99687535,11.691875,6420,8.551283,17.916384,0.11,17.860579,8.4769535,8.50203,0.99262077,,,760.7719769477844,,1.0031253,319.99698,15.342099,0.28,0.994
321,322,15.308760999999999,1.0031196,15.644507999999998,9.270321565442003,8.589737,15.644507999999998,11.327465,0.996885,11.702581,6440,8.5509405,17.944271,0.11,17.88855,8.440903,8.501841,0.99262077,,,767.6454470157622,,1.0031148,320.99698,15.136207,0.28,0.994
322,323,15.290029999999998,1.0031099,15.644507999999998,9.369380634893774,8.589683,15.644507999999998,11.324364,0.9968945,11.695033,6460,8.550874,17.972116,0.11,17.916470999999998,8.529174000000001,8.501924,0.99262077,,,774.5512175559998,,1.0031023000000001,321.99692000000005,9.261460000000001,0.28,0.994
323,324,15.2563505,1.0031004000000001,15.644507999999998,9.359258644889794,8.589602000000001,15.644507999999998,11.321273,0.9969041,11.67247,6480,8.550778,17.999916,0.11,17.944357,8.520186,8.50198,0.99262077,,,781.8298559188843,,1.003098,322.99692000000005,4.3816180000000005,0.28,0.994
324,325,15.2690115,1.0030909,15.644507999999998,9.39834541999076,8.589637,15.644507999999998,11.318192,0.9969136999999999,11.6961775,6500,8.550796499999999,18.027672,0.11,17.972202,8.556446000000001,8.50215,0.99262077,,,788.1157505512238,,1.003087,323.99695,19.374192999999998,0.28,0.994
325,326,15.273568,1.0030813,15.644507999999998,9.351163029887392,8.5895405,15.644507999999998,11.315119000000001,0.99692315,11.711712,6520,8.550688000000001,18.055387,0.11,17.999998,8.515225,8.502189,0.99262077,,,795.0816836357118,,1.0030794,324.99695,16.757328,0.28,0.994
326,327,15.275232,1.0030727,15.644507999999998,9.365518960854708,8.589471000000001,15.644507999999998,11.312057000000001,0.9969324,11.724288,6540,8.550604,18.08306,0.11,18.02775,8.52337,8.502253999999999,0.99262077,,,801.4634890556335,,1.003066,325.9969,15.82073,0.28,0.994
327,328,15.2787285,1.0030630999999999,15.644507999999998,9.373637608010894,8.589439,15.644507999999998,11.309003,0.99694175,11.738628,6560,8.550558,18.110689999999998,0.11,18.055464,8.535511999999999,8.502355999999999,0.99262077,,,808.0466272830963,,1.0030621,326.9969,16.425163,0.28,0.994
328,329,15.2999325,1.0030545,15.644507999999998,9.381937565731905,8.589425,15.644507999999998,11.305959,0.9969511000000001,11.770612,6580,8.55053,18.138277,0.11,18.083136,8.541541,8.502475,0.99262077,,,814.6823389530182,,1.0030488000000002,327.99692000000005,22.258057,0.28,0.994
329,330,15.2886715,1.003045,15.644507999999998,9.362675045697172,8.589354,15.644507999999998,11.302924,0.99696034,11.770064999999999,6600,8.550444,18.165820999999998,0.11,18.110765,8.522140499999999,8.502536,0.99262077,,,822.1757924556732,,1.0030411,328.99692000000005,11.587038,0.28,0.994
330,331,15.281326000000002,1.0030354,15.644507999999998,9.37960033725951,8.589334,15.644507999999998,11.299897999999999,0.99696964,11.773367,6620,8.550412,18.193325,0.11,18.138353,8.5399,8.502647999999999,0.99262077,,,828.6937568187714,,1.0030315,329.99695,12.859903,0.28,0.994
331,332,15.285509,1.0030258,15.644507999999998,9.375482890414963,8.589303,15.644507999999998,11.296882,0.99697894,11.788136,6640,8.550369,18.22079,0.11,18.165897,8.536078,8.502748500000001,0.99262077,,,836.3247864246367,,1.0030238999999999,330.99699999999996,16.673536,0.28,0.994
332,333,15.286411,1.0030172,15.644507999999998,9.354157574622276,8.589207,15.644507999999998,11.293874,0.9969879999999999,11.799559,6660,8.550261,18.248209,0.11,18.193403,8.514004,8.502784,0.99262077,,,843.3652415275574,,1.0030096,331.99699999999996,15.588825,0.28,0.994
333,334,15.289859,1.0030086,15.644507999999998,9.37462838933795,8.589175,15.644507999999998,11.290875,0.99699706,11.813463,6680,8.550217,18.275589,0.11,18.220863,8.535764,8.502882000000001,0.99262077,,,851.9983422756195,,1.0030066999999998,332.99699999999996,16.440884,0.28,0.994
334,335,15.295143,1.0029991,15.644507999999998,9.372439384714594,8.589144000000001,15.644507999999998,11.287886,0.997006,11.829144,6700,8.550174,18.302925,0.11,18.248285,8.5357065,8.50298,0.99262077,,,860.4205532073975,,1.0029933000000002,333.99699999999996,17.063398,0.28,0.994
335,336,15.294179000000002,1.0029904,15.644507999999998,9.37489895110835,8.589108999999999,15.644507999999998,11.284905,0.997015,11.838511,6720,8.550129,18.330223,0.11,18.275667000000002,8.535092,8.503076,0.99262077,,,867.2966060638428,,1.0029827,334.99703999999997,14.973718,0.28,0.994
336,337,15.284288,1.0029818000000001,15.644507999999998,9.39591240964759,8.589143,15.644507999999998,11.281934,0.9970239,11.838892,6740,8.55015,18.35748,0.11,18.303005,8.557327,8.503237,0.99262077,,,873.8163621425629,,1.0029780000000001,335.99703999999997,11.963778,0.28,0.994
337,338,15.292174,1.0029721999999999,15.644507999999998,9.404068049993393,8.589186,15.644507999999998,11.278971,0.99703276,11.85699,6760,8.5501795,18.384698999999998,0.11,18.330301000000002,8.560260000000001,8.5034075,0.99262077,,,880.8394300937653,,1.0029665,336.99707,17.953041,0.28,0.994
338,339,15.304109,1.0029636999999998,15.644507999999998,9.378391216417803,8.589164,15.644507999999998,11.276016,0.9970415000000001,11.879075,6780,8.550149000000001,18.411875,0.11,18.35756,8.539695,8.503513,0.99262077,,,887.4982950687407,,1.0029569999999999,337.99707,19.340954,0.28,0.994
339,340,15.32395,1.0029550999999999,15.644507999999998,9.323547876667757,8.588992,15.644507999999998,11.273071,0.9970501,11.909008,6800,8.549966,18.43901,0.11,18.384773000000003,8.487836999999999,8.5034685,0.99262077,,,893.3152260780334,,1.0029492,338.99703999999997,22.05319,0.28,0.994
340,341,15.342429999999998,1.0029464,15.644507999999998,9.38901026798273,8.589002,15.644507999999998,11.270133999999999,0.99705887,11.937521,6820,8.549965,18.466108,0.11,18.411951000000002,8.5498705,8.503604,0.99262077,,,901.1789054870604,,1.0029416,339.99707,21.62891,0.28,0.994
341,342,15.347051,1.0029378,15.644507999999998,9.380693896869722,8.588989,15.644507999999998,11.267206,0.99706745,11.952113,6840,8.549942999999999,18.493164,0.11,18.439087,8.542334,8.503717,0.99262077,,,909.1830720901488,,1.0029359,340.99707,16.925613000000002,0.28,0.994
342,343,15.33436,1.0029291999999999,15.644507999999998,9.329704539931369,8.588839,15.644507999999998,11.264286,0.9970761,11.949337,6860,8.549782,18.520182000000002,0.11,18.466185,8.4945135,8.503692,0.99262077,,,915.7230181694032,,1.0029254,341.9971,10.9967575,0.28,0.994
343,344,15.349822,1.0029206,15.644507999999998,9.337315536723587,8.588706,15.644507999999998,11.261374,0.9970846,11.974655,6880,8.549641000000001,18.547157000000002,0.11,18.493244,8.501333,8.503684,0.99262077,,,922.4242656230928,,1.0029168,342.9971,20.655878,0.28,0.994
344,345,15.347484,1.002913,15.644507999999998,9.338154090258122,8.588571,15.644507999999998,11.258472,0.99709314,11.982118,6900,8.549496000000001,18.574097000000002,0.11,18.520262,8.499905,8.503673,0.99262077,,,929.747943162918,,1.0029072,343.99712999999997,14.546381,0.28,0.994
345,346,15.354106,1.0029033,15.644507999999998,9.31864975571845,8.588394000000001,15.644507999999998,11.255578,0.99710155,11.998483,6920,8.549311,18.601,0.11,18.547235,8.485396000000001,8.50362,0.99262077,,,936.9890954494476,,1.0028957,344.99712999999997,17.641367000000002,0.28,0.994
346,347,15.345875,1.0028957,15.644507999999998,9.33988028766828,8.588272,15.644507999999998,11.252691,0.9971099,11.999941,6940,8.549178999999999,18.627860000000002,0.11,18.574177,8.503556,8.50362,0.99262077,,,944.351912498474,,1.0028871,345.99712999999997,12.501304,0.28,0.994
347,348,15.348392,1.0028871,15.644507999999998,9.372860356532655,8.588237,15.644507999999998,11.249814,0.9971183000000001,12.012089,6960,8.549134,18.654682,0.11,18.601076000000003,8.533789,8.503708,0.99262077,,,951.4190158843994,,1.0028843,346.99716,16.224768,0.28,0.994
348,349,15.348798,1.0028785,15.644507999999998,9.381542656756103,8.588229,15.644507999999998,11.246944000000001,0.99712664,12.022071,6980,8.549118,18.681467,0.11,18.627937,8.543362,8.503822,0.99262077,,,958.7833731174468,,1.0028747,347.9972,15.493060999999999,0.28,0.994
349,350,15.343473000000001,1.0028709,15.644507999999998,9.409928194856896,8.588286,15.644507999999998,11.244083,0.99713486,12.026268,7000,8.54917,18.708214,0.11,18.654757999999998,8.566744,8.504000999999999,0.99262077,,,966.2860069274902,,1.0028679,348.9972,13.487922,0.28,0.994
350,351,15.34123,1.0028632,15.644507999999998,9.400995911761996,8.5883255,15.644507999999998,11.24123,0.997143,12.033491,7020,8.549199,18.734917000000003,0.11,18.681545,8.55979,8.504161,0.99262077,,,973.4467971324921,,1.0028555000000001,349.9972,14.558776000000002,0.28,0.994
351,352,15.340774,1.0028536,15.644507999999998,9.378686527305991,8.5883045,15.644507999999998,11.238385000000001,0.99715114,12.042447,7040,8.54917,18.761587,0.11,18.708288,8.538617,8.50426,0.99262077,,,981.7316951751708,,1.002847,350.9972,15.183448,0.28,0.994
352,353,15.352609,1.002846,15.644507999999998,9.357704627311733,8.588225,15.644507999999998,11.235548,0.99715936,12.06364,7060,8.549083999999999,18.788218,0.11,18.735,8.519003,8.5043,0.99262077,,,990.3394615650177,,1.0028384,351.99725,19.520779,0.28,0.994
353,354,15.352920000000001,1.0028384,15.644507999999998,9.295289643983788,8.587995,15.644507999999998,11.232719,0.9971674,12.073258000000001,7080,8.548845,18.814812,0.11,18.761667000000003,8.464813000000001,8.504189,0.99262077,,,998.1202597618103,,1.0028355,352.99725,15.466085999999999,0.28,0.994
354,355,15.358660999999998,1.0028306999999999,15.644507999999998,9.382276483188262,8.587982,15.644507999999998,11.229898,0.99717546,12.088257,7100,8.548826,18.841368,0.11,18.788301,8.541898,8.504294999999999,0.99262077,,,1005.5814390182496,,1.002823,353.99728,17.394344,0.28,0.994
355,356,15.355768,1.002823,15.644507999999998,9.356805545537119,8.587909,15.644507999999998,11.227086,0.9971833000000001,12.094564,7120,8.548746000000001,18.867886,0.11,18.814894,8.520230999999999,8.50434,0.99262077,,,1013.032098531723,,1.0028163,354.99725,14.330865,0.28,0.994
356,357,15.364009,1.0028144,15.644507999999998,9.346322675514157,8.587804,15.644507999999998,11.22428,0.99719137,12.111958,7140,8.548634,18.894370000000002,0.11,18.84145,8.508801,8.504354,0.99262077,,,1020.4671623706818,,1.0028077,355.9973,18.30111,0.28,0.994
357,358,15.348132000000001,1.0028058000000002,15.644507999999998,9.342940336993186,8.587679,15.644507999999998,11.221483000000001,0.9971993,12.10518,7160,8.548502000000001,18.920815,0.11,18.86797,8.501528,8.504346,0.99262077,,,1028.2556743621826,,1.0028039,356.99734,9.682484,0.28,0.994
358,359,15.348016000000001,1.0027982,15.644507999999998,9.339817131571793,8.587562,15.644507999999998,11.218694000000001,0.9972071,12.114111,7180,8.548378999999999,18.947224,0.11,18.89445,8.504155,8.504344999999999,0.99262077,,,1036.3108940124514,,1.0027972,357.99734,15.309120000000002,0.28,0.994
359,360,15.35498,1.0027906,15.644507999999998,9.35679549859671,8.587489,15.644507999999998,11.215913,0.99721473,12.130075,7200,8.548300999999999,18.973595,0.11,18.92089,8.520166,8.504389,0.99262077,,,1042.9658396244051,,1.0027847,358.9973,17.858566,0.28,0.994
360,361,15.3395,1.0027828,15.644507999999998,9.3063404202306,8.587284,15.644507999999998,11.213139,0.9972223,12.123544,7220,8.54809,18.99993,0.11,18.947294,8.472358999999999,8.504299000000001,0.99262077,,,1050.1804666519163,,1.0027761,359.99725,9.768971,0.28,0.994
361,362,15.348717,1.0027752,15.644507999999998,9.391021836903828,8.587297999999999,15.644507999999998,11.210372,0.99723005,12.141661000000001,7240,8.548098,19.026228,0.11,18.973665,8.550901,8.504429,0.99262077,,,1058.4459018707278,,1.0027714,360.99728,18.679209,0.28,0.994
