Iteration,LQGmu1_actor,LQGsigma_higher,TimeElapsed,TimestepsSoFar,LQGmu1_higher,ReturnMean
767,-0.90403795,0.14999999,9.114914178848267,15340,-0.75,17.343401
768,-0.8846344,0.14999999,9.12625789642334,15360,-0.75,17.343313
769,-0.72888243,0.14999999,9.134562015533447,15380,-0.75,17.343254
770,-0.7805363,0.14999999,9.14527678489685,15400,-0.75,17.343294
771,-0.5996605,0.14999999,9.15712571144104,15420,-0.75,17.343307
772,-0.87534505,0.14999999,9.16801118850708,15440,-0.75,17.3434
773,-0.7374067,0.14999999,9.179124593734741,15460,-0.75,17.34334
774,-0.7072756,0.14999999,9.189803838729858,15480,-0.75,17.343388
775,-0.7674823,0.14999999,9.198958158493042,15500,-0.75,17.343462
776,-1.1676716,0.14999999,9.210644245147705,15520,-0.75,17.343481
777,-0.6860705,0.14999999,9.221041202545166,15540,-0.75,17.34329
778,-0.91791815,0.14999999,9.232986211776733,15560,-0.75,17.34336
779,-0.7889061,0.14999999,9.24328088760376,15580,-0.75,17.343279
780,-0.7373929,0.14999999,9.25337815284729,15600,-0.75,17.343262
781,-0.7065325,0.14999999,9.265396356582642,15620,-0.75,17.343298
782,-0.9742634,0.14999999,9.275584936141968,15640,-0.75,17.343342
783,-0.6411779,0.14999999,9.284990549087524,15660,-0.75,17.343193
784,-0.7120101,0.14999999,9.29702377319336,15680,-0.75,17.343285
785,-0.7791917,0.14999999,9.30769419670105,15700,-0.75,17.34334
786,-0.65235645,0.14999999,9.317945957183838,15720,-0.75,17.34334
787,-0.76485634,0.14999999,9.328866720199585,15740,-0.75,17.343395
788,-0.7928852,0.14999999,9.340795040130615,15760,-0.75,17.343384
789,-0.7906384,0.14999999,9.350736618041992,15780,-0.75,17.343401
790,-0.59407103,0.14999999,9.361308097839355,15800,-0.75,17.343407
791,-0.78722763,0.14999999,9.375828742980957,15820,-0.75,17.343485
792,-0.61756134,0.14999999,9.394261360168457,15840,-0.75,17.343496
793,-0.7153371,0.14999999,9.40589451789856,15860,-0.75,17.343575
794,-0.7066259,0.14999999,9.416569709777832,15880,-0.75,17.343615
795,-0.8638722,0.14999999,9.427278995513916,15900,-0.75,17.34365
796,-0.4751683,0.14999999,9.436836004257202,15920,-0.75,17.343597
797,-0.7199565,0.14999999,9.4484224319458,15940,-0.75,17.34362
798,-0.6375875,0.14999999,9.457813262939453,15960,-0.75,17.343653
799,-0.75349027,0.14999999,9.468868970870972,15980,-0.75,17.343725
800,-0.7514115,0.14999999,9.480279922485352,16000,-0.75,17.343752
801,-0.9384247,0.14999999,9.490810871124268,16020,-0.75,17.343784
802,-0.56413347,0.14999999,9.5014328956604,16040,-0.75,17.343668
803,-0.5891908,0.14999999,9.512107133865356,16060,-0.75,17.343735
804,-0.77853984,0.14999999,9.525726556777954,16080,-0.75,17.343788
805,-0.8780431,0.14999999,9.535765886306763,16100,-0.75,17.343805
806,-0.77494144,0.14999999,9.551896572113037,16120,-0.75,17.34375
807,-0.8973588,0.14999999,9.560734748840332,16140,-0.75,17.34377
808,-0.5108945,0.14999999,9.570611476898193,16160,-0.75,17.343695
809,-0.831346,0.14999999,9.58160662651062,16180,-0.75,17.343744
810,-0.46118328,0.14999999,9.594277143478394,16200,-0.75,17.343725
811,-0.8368098,0.14999999,9.605427026748657,16220,-0.75,17.343714
812,-0.73481685,0.14999999,9.615267038345337,16240,-0.75,17.343683
813,-0.7272359,0.14999999,9.626375436782837,16260,-0.75,17.343742
814,-0.6963446,0.14999999,9.636682987213135,16280,-0.75,17.343777
815,-1.0393375,0.14999999,9.648720502853394,16300,-0.75,17.343817
816,-0.67337126,0.14999999,9.661179780960083,16320,-0.75,17.343634
817,-0.7533786,0.14999999,9.670156717300415,16340,-0.75,17.343685
818,-0.76306677,0.14999999,9.680441856384277,16360,-0.75,17.343716
819,-0.63382316,0.14999999,9.691243886947632,16380,-0.75,17.343735
820,-0.6420321,0.14999999,9.70258378982544,16400,-0.75,17.343819
821,-0.8233313,0.14999999,9.71363353729248,16420,-0.75,17.343863
822,-0.4895134,0.14999999,9.724318981170654,16440,-0.75,17.34385
823,-0.7537192,0.14999999,9.735671520233154,16460,-0.75,17.343845
824,-0.7797686,0.14999999,9.745651483535767,16480,-0.75,17.34388
825,-0.79881746,0.14999999,9.755531549453735,16500,-0.75,17.343876
826,-0.6794278,0.14999999,9.766931772232056,16520,-0.75,17.343885
827,-0.739199,0.14999999,9.776926279067993,16540,-0.75,17.343937
828,-0.8892313,0.14999999,9.786372661590576,16560,-0.75,17.34395
829,-0.65386033,0.14999999,9.794559240341187,16580,-0.75,17.343891
830,-0.8091827,0.14999999,9.804489612579346,16600,-0.75,17.343954
831,-0.8963478,0.14999999,9.818821668624878,16620,-0.75,17.343954
832,-0.7577872,0.14999999,9.830786228179932,16640,-0.75,17.343885
833,-0.49259073,0.14999999,9.841019630432129,16660,-0.75,17.34392
834,-0.9213044,0.14999999,9.851489067077637,16680,-0.75,17.343939
835,-0.74878174,0.14999999,9.868988990783691,16700,-0.75,17.343851
836,-0.8290197,0.14999999,9.87923526763916,16720,-0.75,17.34389
837,-0.5914836,0.14999999,9.889827966690063,16740,-0.75,17.34386
838,-0.87863886,0.14999999,9.900238513946533,16760,-0.75,17.343937
839,-0.5954727,0.14999999,9.911381721496582,16780,-0.75,17.343891
840,-0.7023972,0.14999999,9.919481992721558,16800,-0.75,17.343948
841,-0.89647,0.14999999,9.9291512966156,16820,-0.75,17.343998
842,-0.6479241,0.14999999,9.940478324890137,16840,-0.75,17.343937
843,-0.78138727,0.14999999,9.95162057876587,16860,-0.75,17.343994
844,-0.61270607,0.14999999,9.962078332901001,16880,-0.75,17.34403
845,-0.87172866,0.14999999,9.973318815231323,16900,-0.75,17.344065
846,-0.9664512,0.14999999,9.984729766845703,16920,-0.75,17.344
847,-0.55728304,0.14999999,9.995609283447266,16940,-0.75,17.343874
848,-0.7982664,0.14999999,10.006147861480713,16960,-0.75,17.34391
849,-0.54410434,0.14999999,10.016899347305298,16980,-0.75,17.343906
850,-0.826391,0.14999999,10.029454946517944,17000,-0.75,17.343933
851,-0.8963835,0.14999999,10.039072751998901,17020,-0.75,17.343935
852,-0.6207681,0.14999999,10.051363945007324,17040,-0.75,17.343864
853,-0.9287003,0.14999999,10.06357717514038,17060,-0.75,17.34392
854,-0.73688537,0.14999999,10.074171543121338,17080,-0.75,17.343828
855,-0.7220566,0.14999999,10.08484411239624,17100,-0.75,17.34387
856,-0.7105346,0.14999999,10.096959114074707,17120,-0.75,17.343906
857,-0.58857924,0.14999999,10.109751224517822,17140,-0.75,17.34395
858,-0.6135484,0.14999999,10.1236891746521,17160,-0.75,17.34401
859,-0.8762411,0.14999999,10.132460594177246,17180,-0.75,17.344057
860,-0.7726976,0.14999999,10.142473936080933,17200,-0.75,17.34401
861,-0.6993253,0.14999999,10.151386737823486,17220,-0.75,17.34403
862,-0.9764432,0.14999999,10.16178035736084,17240,-0.75,17.344088
863,-0.7975629,0.14999999,10.174221754074097,17260,-0.75,17.343943
864,-0.5941288,0.14999999,10.184588432312012,17280,-0.75,17.34397
865,-0.51651245,0.14999999,10.193156957626343,17300,-0.75,17.344025
866,-0.7481896,0.14999999,10.202580213546753,17320,-0.75,17.344057
867,-0.7110146,0.14999999,10.218384742736816,17340,-0.75,17.344086
868,-0.7514225,0.14999999,10.22898244857788,17360,-0.75,17.34412
869,-0.88620245,0.14999999,10.24345326423645,17380,-0.75,17.344156
870,-0.592365,0.14999999,10.253032445907593,17400,-0.75,17.344093
871,-0.47945368,0.14999999,10.262069702148438,17420,-0.75,17.344135
872,-0.9041083,0.14999999,10.272735118865967,17440,-0.75,17.344166
873,-0.63712704,0.14999999,10.280964851379395,17460,-0.75,17.344097
874,-0.7190541,0.14999999,10.292058229446411,17480,-0.75,17.344168
875,-1.0265607,0.14999999,10.301900863647461,17500,-0.75,17.344212
876,-0.71725017,0.14999999,10.313064575195312,17520,-0.75,17.344042
877,-0.6267691,0.14999999,10.323590993881226,17540,-0.75,17.344055
878,-0.6188103,0.14999999,10.333643674850464,17560,-0.75,17.344095
879,-0.8172283,0.14999999,10.344849824905396,17580,-0.75,17.344137
880,-0.61924464,0.14999999,10.35597848892212,17600,-0.75,17.344141
881,-0.5667938,0.14999999,10.366297245025635,17620,-0.75,17.344189
882,-0.58532935,0.14999999,10.380539417266846,17640,-0.75,17.344242
883,-0.87746847,0.14999999,10.389016151428223,17660,-0.75,17.344276
884,-0.7057444,0.14999999,10.399479389190674,17680,-0.75,17.344234
885,-0.5141568,0.14999999,10.41012716293335,17700,-0.75,17.344273
886,-0.90992314,0.14999999,10.420956134796143,17720,-0.75,17.34432
887,-0.8314675,0.14999999,10.43134069442749,17740,-0.75,17.344252
888,-0.97339,0.14999999,10.44202470779419,17760,-0.75,17.344233
889,-0.98592496,0.14999999,10.453398704528809,17780,-0.75,17.344091
890,-0.9520435,0.14999999,10.464081048965454,17800,-0.75,17.343946
891,-0.9639454,0.14999999,10.478713274002075,17820,-0.75,17.343838
892,-1.1156617,0.14999999,10.493104934692383,17840,-0.75,17.343712
893,-0.5955712,0.14999999,10.50404143333435,17860,-0.75,17.34354
894,-0.571316,0.14999999,10.514219522476196,17880,-0.75,17.343596
895,-0.8460102,0.14999999,10.524871349334717,17900,-0.75,17.34362
896,-0.614272,0.14999999,10.535591125488281,17920,-0.75,17.343582
897,-0.39104468,0.14999999,10.546036958694458,17940,-0.75,17.343626
898,-0.9802257,0.14999999,10.56132435798645,17960,-0.75,17.34359
899,-0.7893221,0.14999999,10.56997561454773,17980,-0.75,17.34345
900,-0.95585907,0.14999999,10.580555438995361,18000,-0.75,17.343462
901,-0.6830411,0.14999999,10.59117865562439,18020,-0.75,17.343346
902,-0.98377377,0.14999999,10.600856304168701,18040,-0.75,17.343367
903,-1.0041441,0.14999999,10.61125135421753,18060,-0.75,17.343224
904,-0.561612,0.14999999,10.620439767837524,18080,-0.75,17.343063
905,-1.0614694,0.14999999,10.631251096725464,18100,-0.75,17.343128
906,-0.51393574,0.14999999,10.642108678817749,18120,-0.75,17.342974
907,-0.7517944,0.14999999,10.654672384262085,18140,-0.75,17.343014
908,-0.76090133,0.14999999,10.666336297988892,18160,-0.75,17.343048
909,-0.7509777,0.14999999,10.677120447158813,18180,-0.75,17.343077
910,-0.8996985,0.14999999,10.686049461364746,18200,-0.75,17.343103
911,-0.7778498,0.14999999,10.695062398910522,18220,-0.75,17.343039
912,-0.8097517,0.14999999,10.705363750457764,18240,-0.75,17.343056
913,-0.8291053,0.14999999,10.71799373626709,18260,-0.75,17.343056
914,-0.7199295,0.14999999,10.72790002822876,18280,-0.75,17.343046
915,-0.6777523,0.14999999,10.73924994468689,18300,-0.75,17.343096
916,-0.7528721,0.14999999,10.747958898544312,18320,-0.75,17.343151
917,-0.81896377,0.14999999,10.757598876953125,18340,-0.75,17.343199
918,-0.59399843,0.14999999,10.767009496688843,18360,-0.75,17.343199
919,-0.48682913,0.14999999,10.778548955917358,18380,-0.75,17.343246
920,-0.81821203,0.14999999,10.788625001907349,18400,-0.75,17.343237
921,-0.7468938,0.14999999,10.80018663406372,18420,-0.75,17.343231
922,-0.74776,0.14999999,10.813405275344849,18440,-0.75,17.343275
923,-0.78096795,0.14999999,10.8238046169281,18460,-0.75,17.343317
924,-0.498928,0.14999999,10.834591627120972,18480,-0.75,17.343327
925,-0.656929,0.14999999,10.847058534622192,18500,-0.75,17.343338
926,-0.59301573,0.14999999,10.863145351409912,18520,-0.75,17.343397
927,-1.0066053,0.14999999,10.879772663116455,18540,-0.75,17.343462
928,-0.77837324,0.14999999,10.890122413635254,18560,-0.75,17.3433
929,-0.647603,0.14999999,10.90062427520752,18580,-0.75,17.343313
930,-0.78903186,0.14999999,10.91931438446045,18600,-0.75,17.34336
931,-0.91733694,0.14999999,10.933139324188232,18620,-0.75,17.343363
932,-0.9801579,0.14999999,10.945282220840454,18640,-0.75,17.343266
933,-0.779417,0.14999999,10.95665955543518,18660,-0.75,17.343132
934,-0.53327954,0.14999999,10.966186046600342,18680,-0.75,17.343147
935,-0.85218656,0.14999999,10.975863933563232,18700,-0.75,17.343132
936,-0.6027175,0.14999999,10.988074779510498,18720,-0.75,17.343103
937,-0.35653442,0.14999999,10.997330665588379,18740,-0.75,17.34314
938,-0.8566516,0.14999999,11.008534908294678,18760,-0.75,17.343023
939,-0.7047499,0.14999999,11.019535303115845,18780,-0.75,17.342987
940,-0.8744216,0.14999999,11.030106544494629,18800,-0.75,17.343033
941,-0.5092634,0.14999999,11.040809631347656,18820,-0.75,17.342995
942,-0.75390106,0.14999999,11.05261754989624,18840,-0.75,17.343027
943,-0.57743657,0.14999999,11.063139915466309,18860,-0.75,17.343037
944,-0.7117451,0.14999999,11.071563243865967,18880,-0.75,17.343092
945,-0.91382504,0.14999999,11.081526517868042,18900,-0.75,17.343138
946,-0.6475537,0.14999999,11.09380578994751,18920,-0.75,17.34307
947,-0.7825426,0.14999999,11.103833436965942,18940,-0.75,17.343115
948,-0.7903437,0.14999999,11.113574028015137,18960,-0.75,17.343128
949,-0.7387373,0.14999999,11.12303876876831,18980,-0.75,17.343136
950,-0.85233474,0.14999999,11.132377862930298,19000,-0.75,17.343174
951,-0.69968,0.14999999,11.142784833908081,19020,-0.75,17.343159
952,-0.73070085,0.14999999,11.153226375579834,19040,-0.75,17.343191
953,-0.90025336,0.14999999,11.163882732391357,19060,-0.75,17.34323
954,-0.70115155,0.14999999,11.175879001617432,19080,-0.75,17.343176
955,-0.83771193,0.14999999,11.186860084533691,19100,-0.75,17.343203
956,-0.95668393,0.14999999,11.200014591217041,19120,-0.75,17.343166
957,-0.89062226,0.14999999,11.208833456039429,19140,-0.75,17.343056
958,-0.7571899,0.14999999,11.217229127883911,19160,-0.75,17.343004
959,-0.62552947,0.14999999,11.226622819900513,19180,-0.75,17.343006
960,-0.88417375,0.14999999,11.236876964569092,19200,-0.75,17.343067
961,-0.67317736,0.14999999,11.247238636016846,19220,-0.75,17.343027
962,-1.092917,0.14999999,11.256852865219116,19240,-0.75,17.34306
963,-0.8104744,0.14999999,11.26729416847229,19260,-0.75,17.342907
964,-0.6468046,0.14999999,11.279112100601196,19280,-0.75,17.3429
965,-0.6269715,0.14999999,11.289621829986572,19300,-0.75,17.342928
966,-0.6420094,0.14999999,11.300416469573975,19320,-0.75,17.342978
967,-0.91522515,0.14999999,11.310753107070923,19340,-0.75,17.342983
968,-0.4974298,0.14999999,11.323530435562134,19360,-0.75,17.342913
969,-0.59232616,0.14999999,11.337294816970825,19380,-0.75,17.342936
970,-0.905313,0.14999999,11.34801173210144,19400,-0.75,17.342962
971,-1.0581565,0.14999999,11.362975597381592,19420,-0.75,17.34289
972,-0.82303846,0.14999999,11.374149560928345,19440,-0.75,17.342737
973,-1.1553056,0.14999999,11.385032892227173,19460,-0.75,17.342726
974,-0.65715355,0.14999999,11.398326873779297,19480,-0.75,17.342571
975,-0.6601531,0.14999999,11.408698320388794,19500,-0.75,17.342611
976,-0.87989724,0.14999999,11.420018196105957,19520,-0.75,17.342634
977,-0.8888293,0.14999999,11.430903911590576,19540,-0.75,17.342583
978,-0.86241716,0.14999999,11.440390348434448,19560,-0.75,17.342524
979,-0.69505847,0.14999999,11.453723192214966,19580,-0.75,17.342485
980,-1.1072252,0.14999999,11.464587926864624,19600,-0.75,17.342514
981,-0.8044735,0.14999999,11.475470542907715,19620,-0.75,17.342371
982,-0.6701965,0.14999999,11.48888373374939,19640,-0.75,17.342386
983,-0.6160703,0.14999999,11.49948763847351,19660,-0.75,17.342432
984,-0.76572907,0.14999999,11.507614135742188,19680,-0.75,17.342508
985,-0.726245,0.14999999,11.517890691757202,19700,-0.75,17.342533
986,-0.5388627,0.14999999,11.530500650405884,19720,-0.75,17.342566
987,-0.82360524,0.14999999,11.54185152053833,19740,-0.75,17.342619
988,-0.79383963,0.14999999,11.556782245635986,19760,-0.75,17.342611
989,-0.61468947,0.14999999,11.567113637924194,19780,-0.75,17.342615
990,-0.62609094,0.14999999,11.577544450759888,19800,-0.75,17.34267
991,-0.86820614,0.14999999,11.586756706237793,19820,-0.75,17.342722
992,-0.53323656,0.14999999,11.596325159072876,19840,-0.75,17.34268
993,-0.7509572,0.14999999,11.606018304824829,19860,-0.75,17.34272
994,-0.6600492,0.14999999,11.61690902709961,19880,-0.75,17.342731
995,-0.70667005,0.14999999,11.633501529693604,19900,-0.75,17.342794
996,-0.82756406,0.14999999,11.643972635269165,19920,-0.75,17.342833
997,-0.5190334,0.14999999,11.653924465179443,19940,-0.75,17.342817
998,-0.6987384,0.14999999,11.664544582366943,19960,-0.75,17.342869
999,-0.91755354,0.14999999,11.67419147491455,19980,-0.75,17.342915
1000,-0.58334315,0.14999999,11.683327913284302,20000,-0.75,17.342833
1001,-1.0299346,0.14999999,11.693068981170654,20020,-0.75,17.34288
1002,-0.7907512,0.14999999,11.70404863357544,20040,-0.75,17.342737
1003,-0.7827853,0.14999999,11.715274333953857,20060,-0.75,17.34274
1004,-0.7381218,0.14999999,11.725350856781006,20080,-0.75,17.342762
1005,-0.8114165,0.14999999,11.740329265594482,20100,-0.75,17.342783
1006,-0.47547933,0.14999999,11.751147031784058,20120,-0.75,17.342793
1007,-0.8498724,0.14999999,11.76236891746521,20140,-0.75,17.342777
1008,-0.70358115,0.14999999,11.77213454246521,20160,-0.75,17.342762
1009,-0.7286335,0.14999999,11.781329154968262,20180,-0.75,17.342783
1010,-0.97514117,0.14999999,11.789963722229004,20200,-0.75,17.342806
1011,-0.85688657,0.14999999,11.802987813949585,20220,-0.75,17.342684
1012,-0.98992395,0.14999999,11.811517238616943,20240,-0.75,17.342657
1013,-0.80273825,0.14999999,11.825817108154297,20260,-0.75,17.342527
1014,-0.44474846,0.14999999,11.83972716331482,20280,-0.75,17.34253
1015,-0.7163323,0.14999999,11.850188732147217,20300,-0.75,17.34252
1016,-0.71476525,0.14999999,11.86145305633545,20320,-0.75,17.34257
1017,-0.95516396,0.14999999,11.876751899719238,20340,-0.75,17.34261
1018,-0.8015537,0.14999999,11.887776613235474,20360,-0.75,17.342503
1019,-0.8735249,0.14999999,11.903897523880005,20380,-0.75,17.342505
1020,-0.81523126,0.14999999,11.914525508880615,20400,-0.75,17.342464
1021,-0.7531237,0.14999999,11.926991701126099,20420,-0.75,17.342468
1022,-0.7736769,0.14999999,11.938947916030884,20440,-0.75,17.342487
1023,-1.0220895,0.14999999,11.951880931854248,20460,-0.75,17.342512
1024,-0.7403603,0.14999999,11.963510990142822,20480,-0.75,17.34237
1025,-0.71746963,0.14999999,11.974023342132568,20500,-0.75,17.342417
1026,-0.75277376,0.14999999,11.98586106300354,20520,-0.75,17.34244
1027,-0.7583293,0.14999999,12.000419855117798,20540,-0.75,17.342464
1028,-0.8378343,0.14999999,12.011816501617432,20560,-0.75,17.342485
1029,-0.77524036,0.14999999,12.022949695587158,20580,-0.75,17.342474
1030,-0.69314826,0.14999999,12.03239369392395,20600,-0.75,17.342487
1031,-0.5007371,0.14999999,12.047301292419434,20620,-0.75,17.342506
1032,-0.8884884,0.14999999,12.055452346801758,20640,-0.75,17.34252
1033,-0.8345477,0.14999999,12.066069841384888,20660,-0.75,17.342476
1034,-0.7132592,0.14999999,12.07767367362976,20680,-0.75,17.342451
1035,-0.71167034,0.14999999,12.088208675384521,20700,-0.75,17.342455
1036,-0.8530669,0.14999999,12.104815244674683,20720,-0.75,17.342499
1037,-1.0175961,0.14999999,12.115628004074097,20740,-0.75,17.342466
1038,-0.56169605,0.14999999,12.126155853271484,20760,-0.75,17.342327
1039,-0.5726418,0.14999999,12.136557340621948,20780,-0.75,17.342384
1040,-0.94284546,0.14999999,12.147114753723145,20800,-0.75,17.342428
1041,-0.7278627,0.14999999,12.158209323883057,20820,-0.75,17.342342
1042,-0.69226474,0.14999999,12.168161630630493,20840,-0.75,17.342358
1043,-0.6898276,0.14999999,12.179820537567139,20860,-0.75,17.342386
1044,-0.78855217,0.14999999,12.189696073532104,20880,-0.75,17.342436
1045,-0.81872666,0.14999999,12.202476263046265,20900,-0.75,17.342442
1046,-0.89626586,0.14999999,12.212904214859009,20920,-0.75,17.34245
1047,-0.9097527,0.14999999,12.226952314376831,20940,-0.75,17.342403
1048,-0.693402,0.14999999,12.242790222167969,20960,-0.75,17.34234
1049,-0.62532556,0.14999999,12.252920627593994,20980,-0.75,17.34237
1050,-0.659582,0.14999999,12.267406225204468,21000,-0.75,17.342411
1051,-0.79934776,0.14999999,12.27731204032898,21020,-0.75,17.34247
1052,-0.8189919,0.14999999,12.288410186767578,21040,-0.75,17.342468
1053,-0.66153526,0.14999999,12.299994468688965,21060,-0.75,17.342466
1054,-0.6734467,0.14999999,12.309778451919556,21080,-0.75,17.34252
1055,-0.7020982,0.14999999,12.320946455001831,21100,-0.75,17.342545
1056,-0.91639066,0.14999999,12.334066390991211,21120,-0.75,17.342588
1057,-0.7241113,0.14999999,12.344626903533936,21140,-0.75,17.342518
1058,-0.65676457,0.14999999,12.355803489685059,21160,-0.75,17.342531
1059,-0.56571805,0.14999999,12.367364406585693,21180,-0.75,17.342566
1060,-0.64977103,0.14999999,12.377573251724243,21200,-0.75,17.342613
1061,-0.53721595,0.14999999,12.388445615768433,21220,-0.75,17.34267
1062,-0.7907334,0.14999999,12.398884296417236,21240,-0.75,17.342684
1063,-0.3826522,0.14999999,12.408920049667358,21260,-0.75,17.342688
1064,-0.94300234,0.14999999,12.419750452041626,21280,-0.75,17.342672
1065,-0.64289904,0.14999999,12.431334972381592,21300,-0.75,17.342587
1066,-0.7922976,0.14999999,12.44348430633545,21320,-0.75,17.342634
1067,-0.6770381,0.14999999,12.454349040985107,21340,-0.75,17.342651
1068,-0.48579487,0.14999999,12.464622497558594,21360,-0.75,17.342691
1069,-0.8933896,0.14999999,12.476614236831665,21380,-0.75,17.342665
1070,-0.533244,0.14999999,12.486959218978882,21400,-0.75,17.342611
1071,-0.5733948,0.14999999,12.495221138000488,21420,-0.75,17.342655
1072,-0.5730855,0.14999999,12.50753402709961,21440,-0.75,17.342722
1073,-0.8208909,0.14999999,12.51831340789795,21460,-0.75,17.34275
1074,-0.72566843,0.14999999,12.527339696884155,21480,-0.75,17.342737
1075,-0.5422083,0.14999999,12.537595987319946,21500,-0.75,17.342777
1076,-0.9241465,0.14999999,12.55472993850708,21520,-0.75,17.342815
1077,-0.89490664,0.14999999,12.566710472106934,21540,-0.75,17.342745
1078,-0.69180876,0.14999999,12.58599042892456,21560,-0.75,17.342703
1079,-0.91915,0.14999999,12.597572326660156,21580,-0.75,17.342743
1080,-0.8405397,0.14999999,12.60761308670044,21600,-0.75,17.342678
1081,-0.43679574,0.14999999,12.618803262710571,21620,-0.75,17.342663
1082,-0.55212617,0.14999999,12.627915143966675,21640,-0.75,17.342636
1083,-1.0735706,0.14999999,12.63799500465393,21660,-0.75,17.342653
1084,-0.7211394,0.14999999,12.655814409255981,21680,-0.75,17.34253
1085,-0.63520443,0.14999999,12.666471242904663,21700,-0.75,17.34257
1086,-0.84557927,0.14999999,12.674425840377808,21720,-0.75,17.342594
1087,-0.4348196,0.14999999,12.686295509338379,21740,-0.75,17.342575
1088,-0.7452529,0.14999999,12.696949243545532,21760,-0.75,17.34257
1089,-0.7142364,0.14999999,12.709950685501099,21780,-0.75,17.342587
1090,-0.61441934,0.14999999,12.731164693832397,21800,-0.75,17.3426
1091,-0.7179424,0.14999999,12.755156993865967,21820,-0.75,17.342627
1092,-0.8366952,0.14999999,12.767109870910645,21840,-0.75,17.342676
1093,-0.8369318,0.14999999,12.776930570602417,21860,-0.75,17.342663
1094,-0.8365896,0.14999999,12.799229145050049,21880,-0.75,17.342648
1095,-0.6572503,0.14999999,12.823421478271484,21900,-0.75,17.342636
1096,-0.5978056,0.14999999,12.842487812042236,21920,-0.75,17.342678
1097,-0.63658965,0.14999999,12.857740879058838,21940,-0.75,17.342728
1098,-0.64000905,0.14999999,12.88293743133545,21960,-0.75,17.34278
1099,-0.9369673,0.14999999,12.906877994537354,21980,-0.75,17.342815
1100,-1.0014871,0.14999999,12.919065952301025,22000,-0.75,17.342735
1101,-0.9153925,0.14999999,12.93485426902771,22020,-0.75,17.342602
1102,-0.40940854,0.14999999,12.949997186660767,22040,-0.75,17.34254
1103,-0.64166564,0.14999999,12.963055610656738,22060,-0.75,17.34252
1104,-0.70166737,0.14999999,12.98248291015625,22080,-0.75,17.342562
1105,-0.7534875,0.14999999,12.995983600616455,22100,-0.75,17.342598
1106,-0.6824608,0.14999999,13.010781288146973,22120,-0.75,17.342613
1107,-0.83284235,0.14999999,13.020729780197144,22140,-0.75,17.342674
1108,-0.519204,0.14999999,13.030983448028564,22160,-0.75,17.342665
1109,-0.25847438,0.14999999,13.044349431991577,22180,-0.75,17.342707
1110,-0.5751592,0.14999999,13.06764554977417,22200,-0.75,17.342417
1111,-0.4948549,0.14999999,13.092043399810791,22220,-0.75,17.342453
1112,-0.69629407,0.14999999,13.115981817245483,22240,-0.75,17.342478
1113,-0.70716244,0.14999999,13.13036060333252,22260,-0.75,17.342514
1114,-0.7448478,0.14999999,13.142465591430664,22280,-0.75,17.342548
1115,-0.5773635,0.14999999,13.161714792251587,22300,-0.75,17.342571
1116,-0.41195723,0.14999999,13.176165103912354,22320,-0.75,17.342627
1117,-0.9041916,0.14999999,13.192410230636597,22340,-0.75,17.342583
1118,-0.641351,0.14999999,13.217201709747314,22360,-0.75,17.342527
1119,-0.73605937,0.14999999,13.231358528137207,22380,-0.75,17.34259
1120,-0.84088,0.14999999,13.24502444267273,22400,-0.75,17.342627
1121,-0.8027592,0.14999999,13.260573863983154,22420,-0.75,17.342611
1122,-0.63115007,0.14999999,13.273637771606445,22440,-0.75,17.342615
1123,-0.68858975,0.14999999,13.286217451095581,22460,-0.75,17.342657
1124,-0.70993286,0.14999999,13.30692172050476,22480,-0.75,17.342686
1125,-0.9162157,0.14999999,13.330474853515625,22500,-0.75,17.342712
1126,-0.76333797,0.14999999,13.35185980796814,22520,-0.75,17.342653
1127,-0.90907407,0.14999999,13.368539094924927,22540,-0.75,17.342672
1128,-0.5237106,0.14999999,13.381558656692505,22560,-0.75,17.342611
1129,-0.9803811,0.14999999,13.391443729400635,22580,-0.75,17.34265
1130,-0.72513664,0.14999999,13.400970697402954,22600,-0.75,17.34254
1131,-0.75776833,0.14999999,13.410938262939453,22620,-0.75,17.342573
1132,-0.96487784,0.14999999,13.420387029647827,22640,-0.75,17.342598
1133,-0.8795655,0.14999999,13.429279088973999,22660,-0.75,17.342499
1134,-0.7467287,0.14999999,13.442316055297852,22680,-0.75,17.342464
1135,-0.8256623,0.14999999,13.450864315032959,22700,-0.75,17.342491
1136,-0.5108447,0.14999999,13.460265636444092,22720,-0.75,17.342482
1137,-0.6083238,0.14999999,13.47199034690857,22740,-0.75,17.342537
1138,-0.6925283,0.14999999,13.483710765838623,22760,-0.75,17.342577
1139,-0.6618717,0.14999999,13.494459390640259,22780,-0.75,17.34263
1140,-0.7167825,0.14999999,13.503615379333496,22800,-0.75,17.342693
1141,-0.78989863,0.14999999,13.523197174072266,22820,-0.75,17.342724
1142,-0.7688757,0.14999999,13.535508155822754,22840,-0.75,17.342731
1143,-0.67742,0.14999999,13.548128843307495,22860,-0.75,17.342724
1144,-0.6386277,0.14999999,13.559107303619385,22880,-0.75,17.342764
1145,-0.78045315,0.14999999,13.569589614868164,22900,-0.75,17.342812
1146,-0.4735798,0.14999999,13.581959009170532,22920,-0.75,17.34282
1147,-0.45030951,0.14999999,13.593228578567505,22940,-0.75,17.342834
1148,-0.6675647,0.14999999,13.603359460830688,22960,-0.75,17.34289
1149,-0.67589015,0.14999999,13.613861560821533,22980,-0.75,17.342915
