Iteration,TimeElapsed,ReturnMean,LQGmu1_actor,LQGmu1_higher,TimestepsSoFar,LQGsigma_higher
129,1.0329360961914062,17.35389,-0.70298755,-0.7,2580,0.14999999
130,1.0399854183197021,17.354265,-0.5915889,-0.7,2600,0.14999999
131,1.0471346378326416,17.354595,-0.8645197,-0.7,2620,0.14999999
132,1.0544097423553467,17.354164,-0.70210665,-0.7,2640,0.14999999
133,1.061521053314209,17.354313,-0.9512649,-0.7,2660,0.14999999
134,1.0688419342041016,17.353487,-0.61875796,-0.7,2680,0.14999999
135,1.0759503841400146,17.353905,-0.7997189,-0.7,2700,0.14999999
136,1.0841090679168701,17.35402,-0.6749753,-0.7,2720,0.14999999
137,1.0911602973937988,17.354225,-0.6558416,-0.7,2740,0.14999999
138,1.0989670753479004,17.354574,-0.6191639,-0.7,2760,0.14999999
139,1.1058409214019775,17.354927,-0.4960228,-0.7,2780,0.14999999
140,1.1143829822540283,17.354961,-0.5903878,-0.7,2800,0.14999999
141,1.1214027404785156,17.355404,-0.8559423,-0.7,2820,0.14999999
142,1.1289033889770508,17.35513,-0.43862227,-0.7,2840,0.14999999
143,1.1364617347717285,17.35514,-0.64035296,-0.7,2860,0.14999999
144,1.1437973976135254,17.355179,-0.57071,-0.7,2880,0.14999999
145,1.1512601375579834,17.355604,-0.70886004,-0.7,2900,0.14999999
146,1.158456563949585,17.355833,-0.7626084,-0.7,2920,0.14999999
147,1.1659753322601318,17.355982,-0.7540358,-0.7,2940,0.14999999
148,1.1729345321655273,17.35613,-0.884218,-0.7,2960,0.14999999
149,1.181854486465454,17.355742,-0.64586496,-0.7,2980,0.14999999
150,1.1888060569763184,17.355972,-0.7240489,-0.7,3000,0.14999999
151,1.1964547634124756,17.35609,-0.9049392,-0.7,3020,0.14999999
152,1.2035231590270996,17.35562,-0.7985009,-0.7,3040,0.14999999
153,1.210880994796753,17.355429,-0.80008096,-0.7,3060,0.14999999
154,1.2184906005859375,17.35542,-0.7738307,-0.7,3080,0.14999999
155,1.2256686687469482,17.3554,-0.90874815,-0.7,3100,0.14999999
156,1.2331149578094482,17.354874,-0.46295637,-0.7,3120,0.14999999
157,1.2407875061035156,17.354647,-0.49286595,-0.7,3140,0.14999999
158,1.2483649253845215,17.354727,-0.37944376,-0.7,3160,0.14999999
159,1.2553296089172363,17.35416,-0.96359336,-0.7,3180,0.14999999
160,1.2626488208770752,17.353373,-0.7070661,-0.7,3200,0.14999999
161,1.269965410232544,17.353546,-0.7885149,-0.7,3220,0.14999999
162,1.2781164646148682,17.35351,-0.6555387,-0.7,3240,0.14999999
163,1.2854220867156982,17.353851,-0.8307088,-0.7,3260,0.14999999
164,1.2927236557006836,17.353668,-0.8257043,-0.7,3280,0.14999999
165,1.3001422882080078,17.353552,-0.6523943,-0.7,3300,0.14999999
166,1.307748556137085,17.353863,-0.8331383,-0.7,3320,0.14999999
167,1.315427541732788,17.353754,-0.6870931,-0.7,3340,0.14999999
168,1.322657823562622,17.353981,-0.62190974,-0.7,3360,0.14999999
169,1.330021619796753,17.354156,-0.7815769,-0.7,3380,0.14999999
170,1.3377461433410645,17.354067,-0.86563504,-0.7,3400,0.14999999
171,1.3451478481292725,17.353848,-0.5831794,-0.7,3420,0.14999999
172,1.3521978855133057,17.353981,-0.8968495,-0.7,3440,0.14999999
173,1.3605029582977295,17.353527,-0.48273504,-0.7,3460,0.14999999
174,1.367809534072876,17.353794,-0.75876254,-0.7,3480,0.14999999
175,1.3749933242797852,17.353884,-0.5693338,-0.7,3500,0.14999999
176,1.3823766708374023,17.353926,-0.54950845,-0.7,3520,0.14999999
177,1.3894062042236328,17.354042,-0.928846,-0.7,3540,0.14999999
178,1.3968443870544434,17.353558,-0.6130464,-0.7,3560,0.14999999
179,1.4036915302276611,17.35358,-0.6431249,-0.7,3580,0.14999999
180,1.4107131958007812,17.353773,-0.5335164,-0.7,3600,0.14999999
181,1.4176905155181885,17.353966,-0.84183514,-0.7,3620,0.14999999
182,1.4254341125488281,17.353731,-0.4190507,-0.7,3640,0.14999999
183,1.432570219039917,17.353596,-0.80382127,-0.7,3660,0.14999999
184,1.439751386642456,17.35353,-0.60831285,-0.7,3680,0.14999999
185,1.4469313621520996,17.353594,-0.70332825,-0.7,3700,0.14999999
186,1.4544358253479004,17.353626,-0.5853208,-0.7,3720,0.14999999
187,1.4616332054138184,17.353949,-0.66010493,-0.7,3740,0.14999999
188,1.4685800075531006,17.354092,-0.86783165,-0.7,3760,0.14999999
189,1.4756317138671875,17.3538,-0.6466123,-0.7,3780,0.14999999
190,1.4826130867004395,17.353899,-0.6517637,-0.7,3800,0.14999999
191,1.4899787902832031,17.35416,-0.5865187,-0.7,3820,0.14999999
192,1.4971399307250977,17.354342,-0.88806164,-0.7,3840,0.14999999
193,1.5042271614074707,17.353983,-0.6930635,-0.7,3860,0.14999999
194,1.5115182399749756,17.354038,-0.8600489,-0.7,3880,0.14999999
195,1.5187492370605469,17.353813,-0.5655067,-0.7,3900,0.14999999
196,1.5262584686279297,17.354084,-0.6857086,-0.7,3920,0.14999999
197,1.5330934524536133,17.354237,-0.53029907,-0.7,3940,0.14999999
198,1.541215419769287,17.354435,-0.5254133,-0.7,3960,0.14999999
199,1.548607349395752,17.354645,-0.6758762,-0.7,3980,0.14999999
200,1.5560014247894287,17.354736,-0.5267974,-0.7,4000,0.14999999
201,1.5632257461547852,17.354654,-0.538676,-0.7,4020,0.14999999
202,1.570066213607788,17.354807,-0.6596291,-0.7,4040,0.14999999
203,1.5770714282989502,17.35503,-0.91455317,-0.7,4060,0.14999999
204,1.585076093673706,17.354658,-0.9457138,-0.7,4080,0.14999999
205,1.5921151638031006,17.354113,-0.6638664,-0.7,4100,0.14999999
206,1.5992541313171387,17.3543,-0.7922585,-0.7,4120,0.14999999
207,1.6062841415405273,17.354343,-0.7059013,-0.7,4140,0.14999999
208,1.6138036251068115,17.354458,-0.6087062,-0.7,4160,0.14999999
209,1.6208012104034424,17.354609,-0.80860806,-0.7,4180,0.14999999
210,1.6279332637786865,17.354532,-0.73267394,-0.7,4200,0.14999999
211,1.6350507736206055,17.354591,-0.5337883,-0.7,4220,0.14999999
212,1.6421091556549072,17.354769,-0.5928897,-0.7,4240,0.14999999
213,1.649564504623413,17.354801,-0.5396559,-0.7,4260,0.14999999
214,1.6566405296325684,17.35499,-0.68389624,-0.7,4280,0.14999999
215,1.6638166904449463,17.355062,-0.45524532,-0.7,4300,0.14999999
216,1.670703411102295,17.35498,-0.75851136,-0.7,4320,0.14999999
217,1.6782810688018799,17.354933,-0.9422336,-0.7,4340,0.14999999
218,1.6853976249694824,17.354471,-0.5225997,-0.7,4360,0.14999999
219,1.6924324035644531,17.35435,-0.7740125,-0.7,4380,0.14999999
220,1.6995856761932373,17.354345,-0.55399096,-0.7,4400,0.14999999
221,1.7066130638122559,17.35451,-0.7326032,-0.7,4420,0.14999999
222,1.7146916389465332,17.35459,-0.7032603,-0.7,4440,0.14999999
223,1.7229101657867432,17.354753,-0.6636806,-0.7,4460,0.14999999
224,1.730241298675537,17.354836,-0.7969419,-0.7,4480,0.14999999
225,1.7380528450012207,17.354765,-0.61669916,-0.7,4500,0.14999999
226,1.7450752258300781,17.35497,-0.703418,-0.7,4520,0.14999999
227,1.7521913051605225,17.355122,-0.62186265,-0.7,4540,0.14999999
228,1.7591848373413086,17.35529,-0.7704539,-0.7,4560,0.14999999
229,1.7663123607635498,17.355314,-0.8351704,-0.7,4580,0.14999999
230,1.773888349533081,17.355183,-0.789789,-0.7,4600,0.14999999
231,1.7810966968536377,17.355175,-0.5857215,-0.7,4620,0.14999999
232,1.7880771160125732,17.35544,-0.8938116,-0.7,4640,0.14999999
233,1.7952165603637695,17.355167,-0.6642069,-0.7,4660,0.14999999
234,1.8021841049194336,17.355385,-0.5933632,-0.7,4680,0.14999999
235,1.8095662593841553,17.355568,-0.7221688,-0.7,4700,0.14999999
236,1.8170032501220703,17.355663,-0.39072016,-0.7,4720,0.14999999
237,1.8241150379180908,17.355316,-0.86431134,-0.7,4740,0.14999999
238,1.8311583995819092,17.355093,-0.74882597,-0.7,4760,0.14999999
239,1.8385071754455566,17.3551,-0.93996596,-0.7,4780,0.14999999
240,1.8457934856414795,17.354673,-0.7282544,-0.7,4800,0.14999999
241,1.8529045581817627,17.354813,-0.7738466,-0.7,4820,0.14999999
242,1.8599398136138916,17.35484,-0.8803462,-0.7,4840,0.14999999
243,1.8669874668121338,17.35458,-0.8270173,-0.7,4860,0.14999999
244,1.874253749847412,17.354525,-0.6133066,-0.7,4880,0.14999999
245,1.8814516067504883,17.354681,-0.71061623,-0.7,4900,0.14999999
246,1.888540267944336,17.354715,-0.4666891,-0.7,4920,0.14999999
247,1.895514965057373,17.35466,-0.63590556,-0.7,4940,0.14999999
248,1.9047536849975586,17.354776,-0.80177635,-0.7,4960,0.14999999
249,1.9119203090667725,17.354767,-0.6885557,-0.7,4980,0.14999999
250,1.91886305809021,17.35489,-0.71644914,-0.7,5000,0.14999999
251,1.9258711338043213,17.355024,-0.6861097,-0.7,5020,0.14999999
252,1.9339714050292969,17.355223,-0.64051455,-0.7,5040,0.14999999
253,1.9411265850067139,17.35532,-0.5787369,-0.7,5060,0.14999999
254,1.9483661651611328,17.355646,-0.62210333,-0.7,5080,0.14999999
255,1.955303430557251,17.355776,-0.743204,-0.7,5100,0.14999999
256,1.9624271392822266,17.355867,-0.8327491,-0.7,5120,0.14999999
257,1.9715383052825928,17.355738,-0.5910374,-0.7,5140,0.14999999
258,1.9792404174804688,17.355833,-0.669851,-0.7,5160,0.14999999
259,1.9864401817321777,17.355873,-0.72954273,-0.7,5180,0.14999999
260,1.9934303760528564,17.355907,-0.6101954,-0.7,5200,0.14999999
261,2.0004608631134033,17.35609,-0.8135797,-0.7,5220,0.14999999
262,2.007577419281006,17.356033,-0.679871,-0.7,5240,0.14999999
263,2.015305519104004,17.356144,-0.7686675,-0.7,5260,0.14999999
264,2.0222902297973633,17.35608,-0.83583105,-0.7,5280,0.14999999
265,2.0296220779418945,17.355991,-0.8796437,-0.7,5300,0.14999999
266,2.0367431640625,17.35578,-0.80333644,-0.7,5320,0.14999999
267,2.0437307357788086,17.355724,-0.6729515,-0.7,5340,0.14999999
268,2.050626277923584,17.355833,-0.7024792,-0.7,5360,0.14999999
269,2.0575668811798096,17.356007,-0.5758456,-0.7,5380,0.14999999
270,2.0649757385253906,17.356256,-0.70089406,-0.7,5400,0.14999999
271,2.0722222328186035,17.356325,-0.9353194,-0.7,5420,0.14999999
272,2.0805814266204834,17.355955,-0.5997396,-0.7,5440,0.14999999
273,2.088149070739746,17.356049,-0.6982795,-0.7,5460,0.14999999
274,2.0954174995422363,17.356081,-0.45968518,-0.7,5480,0.14999999
275,2.102635622024536,17.35604,-0.44392997,-0.7,5500,0.14999999
276,2.1097559928894043,17.355959,-0.5397944,-0.7,5520,0.14999999
277,2.1168177127838135,17.356085,-0.75751615,-0.7,5540,0.14999999
278,2.1237685680389404,17.356102,-0.7269298,-0.7,5560,0.14999999
279,2.130796432495117,17.356194,-0.6189328,-0.7,5580,0.14999999
280,2.137889862060547,17.356272,-0.5986712,-0.7,5600,0.14999999
281,2.1448867321014404,17.356369,-0.58489996,-0.7,5620,0.14999999
282,2.151995897293091,17.356394,-0.600077,-0.7,5640,0.14999999
283,2.15913462638855,17.356554,-0.73907244,-0.7,5660,0.14999999
284,2.1661384105682373,17.356596,-0.51314676,-0.7,5680,0.14999999
285,2.173200845718384,17.356493,-0.5382169,-0.7,5700,0.14999999
286,2.180241107940674,17.35665,-0.89089334,-0.7,5720,0.14999999
287,2.1877565383911133,17.356432,-0.62451863,-0.7,5740,0.14999999
288,2.194766044616699,17.356493,-0.71851367,-0.7,5760,0.14999999
289,2.201951503753662,17.356562,-0.7809533,-0.7,5780,0.14999999
290,2.208810806274414,17.35659,-0.82731116,-0.7,5800,0.14999999
291,2.216339111328125,17.356497,-0.7415657,-0.7,5820,0.14999999
292,2.2233150005340576,17.356483,-0.8924477,-0.7,5840,0.14999999
293,2.230297565460205,17.356245,-0.6968737,-0.7,5860,0.14999999
294,2.237051486968994,17.356386,-0.54225135,-0.7,5880,0.14999999
295,2.2441670894622803,17.356575,-0.88920414,-0.7,5900,0.14999999
296,2.2514307498931885,17.356377,-0.85680985,-0.7,5920,0.14999999
297,2.258194923400879,17.356274,-0.7618627,-0.7,5940,0.14999999
298,2.268019437789917,17.356295,-0.5813702,-0.7,5960,0.14999999
299,2.274839401245117,17.356495,-0.8931419,-0.7,5980,0.14999999
300,2.2824149131774902,17.35628,-0.63640934,-0.7,6000,0.14999999
301,2.289565086364746,17.356445,-0.6432351,-0.7,6020,0.14999999
302,2.2965052127838135,17.356588,-0.41807458,-0.7,6040,0.14999999
303,2.3034870624542236,17.356472,-0.6220622,-0.7,6060,0.14999999
304,2.3105111122131348,17.356657,-0.6552176,-0.7,6080,0.14999999
305,2.3178110122680664,17.35682,-0.5877105,-0.7,6100,0.14999999
306,2.3248236179351807,17.356937,-0.6700952,-0.7,6120,0.14999999
307,2.3318369388580322,17.357044,-0.6096396,-0.7,6140,0.14999999
308,2.3391971588134766,17.357197,-0.6532635,-0.7,6160,0.14999999
309,2.346653699874878,17.357357,-0.49079978,-0.7,6180,0.14999999
310,2.3536415100097656,17.357302,-0.8614403,-0.7,6200,0.14999999
311,2.3608365058898926,17.35717,-0.80267656,-0.7,6220,0.14999999
312,2.367748737335205,17.357086,-0.4976167,-0.7,6240,0.14999999
313,2.3764493465423584,17.356995,-0.81081617,-0.7,6260,0.14999999
314,2.3841700553894043,17.356937,-0.76613873,-0.7,6280,0.14999999
315,2.395289421081543,17.356867,-0.5053292,-0.7,6300,0.14999999
316,2.4072036743164062,17.357035,-0.8009708,-0.7,6320,0.14999999
317,2.418902635574341,17.35701,-0.6251911,-0.7,6340,0.14999999
318,2.430706024169922,17.357155,-0.4635017,-0.7,6360,0.14999999
319,2.443573474884033,17.357073,-0.8928117,-0.7,6380,0.14999999
320,2.4554073810577393,17.356876,-0.9472914,-0.7,6400,0.14999999
321,2.467539072036743,17.356537,-0.7186739,-0.7,6420,0.14999999
322,2.479292869567871,17.356592,-0.79390717,-0.7,6440,0.14999999
323,2.491081953048706,17.356522,-0.77407634,-0.7,6460,0.14999999
324,2.5029594898223877,17.356514,-0.8643036,-0.7,6480,0.14999999
325,2.5148112773895264,17.356394,-0.80182123,-0.7,6500,0.14999999
326,2.5269851684570312,17.356361,-0.48243102,-0.7,6520,0.14999999
327,2.53617787361145,17.356363,-0.8035307,-0.7,6540,0.14999999
328,2.546024799346924,17.35632,-0.81211525,-0.7,6560,0.14999999
329,2.564305305480957,17.356281,-1.0179632,-0.7,6580,0.14999999
330,2.5845625400543213,17.355791,-0.7028624,-0.7,6600,0.14999999
331,2.600724220275879,17.355867,-0.6043855,-0.7,6620,0.14999999
332,2.615461826324463,17.355963,-0.71553564,-0.7,6640,0.14999999
333,2.626646041870117,17.35604,-0.7187688,-0.7,6660,0.14999999
334,2.635718584060669,17.356112,-0.56320393,-0.7,6680,0.14999999
335,2.647864818572998,17.356066,-0.7353813,-0.7,6700,0.14999999
336,2.662327289581299,17.356134,-0.5686134,-0.7,6720,0.14999999
337,2.6757943630218506,17.356245,-0.7570962,-0.7,6740,0.14999999
338,2.6918537616729736,17.35626,-0.8632247,-0.7,6760,0.14999999
339,2.6996426582336426,17.356098,-0.5577866,-0.7,6780,0.14999999
340,2.7068238258361816,17.356174,-0.5553891,-0.7,6800,0.14999999
341,2.714137554168701,17.35631,-0.49513978,-0.7,6820,0.14999999
342,2.721576452255249,17.356312,-0.5232252,-0.7,6840,0.14999999
343,2.7285778522491455,17.356434,-0.8957671,-0.7,6860,0.14999999
344,2.735445261001587,17.356245,-0.65428066,-0.7,6880,0.14999999
345,2.7424235343933105,17.35631,-0.5739893,-0.7,6900,0.14999999
346,2.7500686645507812,17.356445,-0.7097548,-0.7,6920,0.14999999
347,2.757152795791626,17.356493,-0.79569334,-0.7,6940,0.14999999
348,2.7642436027526855,17.356491,-0.78891903,-0.7,6960,0.14999999
349,2.771130323410034,17.35652,-0.6699524,-0.7,6980,0.14999999
350,2.7791030406951904,17.356575,-0.56887007,-0.7,7000,0.14999999
351,2.787687301635742,17.356699,-0.45815516,-0.7,7020,0.14999999
352,2.794482707977295,17.356615,-0.7119402,-0.7,7040,0.14999999
353,2.801684617996216,17.356678,-0.735099,-0.7,7060,0.14999999
354,2.8093490600585938,17.356674,-0.39749408,-0.7,7080,0.14999999
355,2.8170294761657715,17.356628,-1.0850382,-0.7,7100,0.14999999
356,2.824166774749756,17.356176,-0.54523176,-0.7,7120,0.14999999
357,2.831200122833252,17.356194,-0.95508623,-0.7,7140,0.14999999
358,2.838505744934082,17.355883,-0.5362476,-0.7,7160,0.14999999
359,2.8460161685943604,17.356018,-1.0977651,-0.7,7180,0.14999999
360,2.8534905910491943,17.355598,-0.68785286,-0.7,7200,0.14999999
361,2.860866069793701,17.355614,-0.8084496,-0.7,7220,0.14999999
362,2.8678252696990967,17.35557,-0.73918796,-0.7,7240,0.14999999
363,2.8751370906829834,17.355593,-0.794744,-0.7,7260,0.14999999
364,2.8821330070495605,17.355598,-0.6691722,-0.7,7280,0.14999999
365,2.889195680618286,17.355629,-0.60322773,-0.7,7300,0.14999999
366,2.896616220474243,17.35572,-0.51256317,-0.7,7320,0.14999999
367,2.903932809829712,17.355656,-0.6767392,-0.7,7340,0.14999999
368,2.9111828804016113,17.355715,-0.5757018,-0.7,7360,0.14999999
369,2.9183874130249023,17.355818,-0.88275313,-0.7,7380,0.14999999
370,2.9253861904144287,17.355656,-0.9274406,-0.7,7400,0.14999999
371,2.9323928356170654,17.355404,-0.71147186,-0.7,7420,0.14999999
372,2.939621925354004,17.355564,-0.5943104,-0.7,7440,0.14999999
373,2.9464101791381836,17.355637,-0.4594369,-0.7,7460,0.14999999
374,2.9531219005584717,17.355646,-0.6421772,-0.7,7480,0.14999999
375,2.9602713584899902,17.355759,-0.594367,-0.7,7500,0.14999999
376,2.9670498371124268,17.3558,-0.57896036,-0.7,7520,0.14999999
377,2.974306583404541,17.35597,-0.7785087,-0.7,7540,0.14999999
378,2.9816715717315674,17.356009,-0.67801005,-0.7,7560,0.14999999
379,2.989307403564453,17.356043,-1.077697,-0.7,7580,0.14999999
