InvPendulum_mu2_higher,IWLastEpisode,InvPendulum_mu0_higher,AvgEpLen,ActionIn1,InvPendulum_mu1_higher,NumTrainableParams,Regret/t,TimeElapsed,BoundBonus,ReturnLastEpisode,TimestepsSoFar,GridSize,Bound,ReturnMean,IWMax,DenMISELogFirst,Delta,Iteration,BoundMISE,Regret,IWFirstEpisode,DenMISELogLast,IWMin,InvPendulum_std1_higher,ReturnStepMax,InvPendulum_std0_higher,ReturnMin,InvPendulum_std3_higher,MinEpLen,InvPendulum_std2_higher,ReturnMax,InvPendulum_mu3_higher,ReturnAbsMax,IWMean,NumTrajectories,DenMISEMeanLog
0.2,,0.2,29.533333333333335,0.40122086,0.2,,123.3562,2.490807056427002,inf,-114.16814,443,16,inf,-118.3562,,20.28326,3.178704e-05,15,,1850.343,,17.721962,,0.0009999999,138.61649,0.0009999999,-138.61649,0.0009999999,12,0.0009999999,,-0.2,138.61649,,15,18.926277
0.2,,0.2,30.375,0.7981057,0.2,,123.32827,2.767204523086548,inf,-117.90922,486,16,inf,-118.32827,,20.218721,2.7937827e-05,16,,1973.2523,,19.416012,,0.0009999999,138.61649,0.0009999999,-138.61649,0.0009999999,12,0.0009999999,,0.2,138.61649,,16,18.896381
-0.2,,-0.2,30.41176470588235,-0.39917165,0.2,,123.54819,2.9450879096984863,788.92456,-122.066826,517,16,706.6727,-118.54819,17.000008,20.158096,2.4747693e-05,17,-82.25185,2100.3193,,19.811647,,0.0009999999,138.61649,0.0009999999,-138.61649,0.0009999999,12,0.0009999999,,-0.2,138.61649,1.0000005,17,18.893162
-0.2,,-0.2,29.61111111111111,-0.80154026,-0.2,,123.02323,3.089073657989502,793.1646,-109.09904,533,16,710.88025,-118.02323,17.999992,20.100939,2.2074333e-05,18,-82.28439,2214.4182,,21.155449,,0.0009999999,138.61649,0.0009999999,-138.61649,0.0009999999,12,0.0009999999,,-0.2,138.61649,0.9999996,18,19.003368
0.2,,-0.2,30.68421052631579,0.0016872287,0.2,,123.00808,3.2914369106292725,797.1545,-117.735374,583,16,712.31946,-118.00808,19.0,20.046871,1.9811867e-05,19,-84.83502,2337.1536,,20.794819,,0.0009999999,138.61649,0.0009999999,-138.61649,0.0009999999,12,0.0009999999,,-0.2,138.61649,1.0,19,19.082916
-0.2,,0.2,30.55,0.0033243746,0.2,,123.12012,3.4694700241088867,800.9214,-120.24887,611,16,715.84296,-118.12012,19.99998,19.995577,1.788021e-05,20,-85.07844,2462.4023,,20.764141,,0.0009999999,138.61649,0.0009999999,-138.61649,0.0009999999,12,0.0009999999,,-0.2,138.61649,0.99999905,20,19.152905
-0.2,,0.2,30.047619047619047,-0.40270585,-0.2,,122.60809,3.6289587020874023,804.48804,-107.367516,631,16,719.22015,-117.60809,21.000017,19.946787,1.6217875e-05,21,-85.26786,2574.77,,19.450567,,0.0009999999,138.61649,0.0009999999,-138.61649,0.0009999999,12,0.0009999999,,-0.2,138.61649,1.0000008,21,19.15362
0.2,,-0.2,29.227272727272727,0.3977448,0.2,,122.10615,3.795163631439209,807.87415,-106.56514,643,16,720.2821,-117.10615,22.000002,19.900269,1.4777031e-05,22,-87.59203,2686.3352,,20.19751,,0.0009999999,138.61649,0.0009999999,-138.61649,0.0009999999,12,0.0009999999,,0.2,138.61649,1.0000001,22,19.188171
-0.2,,0.2,28.782608695652176,0.39843988,0.2,,122.021484,3.9384799003601074,811.09644,-115.15893,662,16,721.10364,-117.021484,23.0,19.855816,1.3520007e-05,23,-89.992805,2806.4941,,20.78647,,0.0009999999,138.61649,0.0009999999,-138.61649,0.0009999999,12,0.0009999999,,0.2,138.61649,1.0,23,19.245281
0.2,,0.2,28.583333333333332,0.39760682,0.2,,121.908226,4.1051084995269775,814.1696,-114.30329,686,16,721.2279,-116.908226,24.000023,19.813255,1.2416813e-05,24,-92.9417,2925.7974,,19.342892,,0.0009999999,138.61649,0.0009999999,-138.61649,0.0009999999,12,0.0009999999,,-0.2,138.61649,1.000001,24,19.237442
0.2,,0.2,28.12,0.0007829815,-0.2,,121.44047,4.2610182762146,817.1065,-105.21436,703,16,723.9679,-116.44047,25.000002,19.772434,1.1443334e-05,25,-93.13861,3036.0117,,17.656801,,0.0009999999,138.61649,0.0009999999,-138.61649,0.0009999999,12,0.0009999999,,-0.2,138.61649,1.0000001,25,19.162754
0.2,,0.2,28.03846153846154,0.79934776,0.2,,121.532845,4.46750807762146,819.9183,-118.84243,729,16,723.69934,-116.532845,26.000004,19.733213,1.0580005e-05,26,-96.218925,3159.854,,21.241499,,0.0009999999,138.61649,0.0009999999,-138.61649,0.0009999999,12,0.0009999999,,0.2,138.61649,1.0000001,26,19.231651
0.2,,-0.2,27.666666666666668,-0.40091902,-0.2,,121.431984,4.6659255027771,822.6148,-113.80969,747,16,723.0212,-116.431984,27.000015,19.695473,9.810813e-06,27,-99.59364,3278.6636,,20.679638,,0.0009999999,138.61649,0.0009999999,-138.61649,0.0009999999,12,0.0009999999,,-0.2,138.61649,1.0000006,27,19.27461
-0.2,,-0.2,27.892857142857142,-0.3999223,-0.2,,121.63184,4.865174293518066,825.20496,-122.02794,781,16,721.40955,-116.63184,28.00001,19.659105,9.122555e-06,28,-103.79542,3405.6917,,20.674791,,0.0009999999,138.61649,0.0009999999,-138.61649,0.0009999999,12,0.0009999999,,0.2,138.61649,1.0000004,28,19.314304
-0.2,,-0.2,28.137931034482758,0.0046289265,0.2,,122.14862,5.11579704284668,827.6965,-131.61847,816,16,723.7236,-117.14862,29.000011,19.624014,8.504261e-06,29,-103.97288,3542.31,,20.605698,,0.0009999999,138.61649,0.0009999999,-138.61649,0.0009999999,12,0.0009999999,,0.2,138.61649,1.0000004,29,19.348856
0.2,,0.2,27.933333333333334,0.39929911,-0.2,,122.08957,5.3075196743011475,830.0965,-115.37702,838,16,724.95264,-117.08957,30.000002,19.590113,7.94676e-06,30,-105.14385,3662.687,,17.094357,,0.0009999999,138.61649,0.0009999999,-138.61649,0.0009999999,12,0.0009999999,,0.2,138.61649,1.0000001,30,19.264038
-0.2,,0.2,27.967741935483872,-0.0015799254,-0.2,,122.40319,5.455456256866455,832.41113,-126.81181,867,16,724.50903,-117.40319,30.999983,19.557323,7.4423347e-06,31,-107.90209,3794.499,,19.788736,,0.0009999999,138.61649,0.0009999999,-138.61649,0.0009999999,12,0.0009999999,,0.2,138.61649,0.99999946,31,19.271591
0.2,,-0.2,28.15625,-0.0014262795,-0.2,,122.85658,5.624876499176025,834.64624,-131.91168,901,16,725.3821,-117.85658,32.000015,19.525574,6.984457e-06,32,-109.26417,3931.4106,,18.072464,,0.0009999999,138.61649,0.0009999999,-138.61649,0.0009999999,12,0.0009999999,,0.2,138.61649,1.0000005,32,19.225023
-0.2,,-0.2,28.484848484848484,-0.60113096,-0.2,,123.43889,5.7854204177856445,inf,-137.0724,940,81,inf,-118.43889,,19.494802,1.3615693e-06,33,,4073.4834,,20.102835,,0.0009999999,138.61649,0.0009999999,-138.61649,0.0009999999,12,0.0009999999,,,138.61649,,33,19.242788
,,-0.2,28.61764705882353,-0.6007892,-0.2,,123.48238,10.21602749824524,inf,-119.91779,973,81,inf,-118.48238,,19.464949,1.2826548e-06,34,,4198.4014,,18.804684,,0.0009999999,138.61649,0.0009999999,-138.61649,0.0009999999,12,0.0009999999,,-0.2,138.61649,,34,19.200928
,,-0.2,29.457142857142856,-0.39977098,-0.2,,122.751114,10.76617693901062,inf,-92.88824,1031,81,inf,-117.751114,,19.435963,1.2104073e-06,35,,4296.289,,18.674656,,0.0009999999,138.61649,0.0009999999,-138.61649,0.0009999999,12,0.0009999999,,,138.61649,,35,19.157732
,,-0.2,42.52777777777778,-0.19732773,-0.2,,132.88951,12.014400243759155,inf,-482.73294,1531,81,inf,-127.88951,,19.407791,1.1440965e-06,36,,4784.0225,,18.10963,,0.0009999999,482.73294,0.0009999999,-482.73294,0.0009999999,12,0.0009999999,,0.2,482.73294,,36,19.10123
0.2,,-0.2,54.891891891891895,-0.19964775,-0.2,,142.91306,13.146233797073364,inf,-498.76138,2031,81,inf,-137.91306,,19.380392,1.0830892e-06,37,,5287.783,,19.08068,,0.0009999999,498.76138,0.0009999999,-498.76138,0.0009999999,12,0.0009999999,,,498.76138,,37,19.074017
-0.2,,,54.63157894736842,-0.5985689,-0.2,,143.00163,13.798313617706299,inf,-141.27855,2076,81,inf,-138.00163,,19.353724,1.0268345e-06,38,,5434.062,,18.48142,,0.0009999999,498.76138,0.0009999999,-498.76138,0.0009999999,12,0.0009999999,,-0.2,498.76138,,38,19.032455
-0.2,,,54.333333333333336,-0.398841,-0.2,,142.57797,14.327847480773926,inf,-121.478546,2119,81,inf,-137.57797,,19.32775,9.748514e-07,39,,5560.541,,19.45182,,0.0009999999,498.76138,0.0009999999,-498.76138,0.0009999999,12,0.0009999999,,,498.76138,,39,19.017897
-0.2,,,53.7,-0.19769192,-0.2,,142.29053,14.852906703948975,inf,-126.08058,2148,81,inf,-137.29053,,19.302431,9.267181e-07,40,,5691.621,,15.9394455,,0.0009999999,498.76138,0.0009999999,-498.76138,0.0009999999,12,0.0009999999,,0.2,498.76138,,40,18.916254
,,,53.4390243902439,-0.39904884,-0.2,,142.12762,15.485446453094482,inf,-130.61143,2191,81,inf,-137.12762,,19.277739,8.820637e-07,41,,5827.2324,,17.588118,,0.0009999999,498.76138,0.0009999999,-498.76138,0.0009999999,12,0.0009999999,,-0.2,498.76138,,41,18.859768
,,,54.42857142857143,-0.20194325,-0.2,,141.4475,16.087531328201294,inf,-108.56205,2286,81,inf,-136.4475,,19.253641,8.405606e-07,42,,5940.795,,19.628637,,0.0009999999,498.76138,0.0009999999,-498.76138,0.0009999999,12,0.0009999999,,,498.76138,,42,18.85455
,,,64.79069767441861,-0.0025308281,-0.2,,149.48497,17.349846839904785,inf,-482.05927,2786,81,inf,-144.48497,,19.23011,8.019195e-07,43,,6427.854,,17.396442,,0.0009999999,498.76138,0.0009999999,-498.76138,0.0009999999,12,0.0009999999,,0.2,498.76138,,43,18.797659
0.2,,,74.68181818181819,-0.20082739,-0.2,,157.47328,18.548503875732422,inf,-495.96985,3286,81,inf,-152.47328,,19.20712,7.658827e-07,44,,6928.824,,18.202875,,0.0009999999,498.76138,0.0009999999,-498.76138,0.0009999999,12,0.0009999999,,-0.2,498.76138,,44,18.761675
0.2,,,73.42222222222222,0.0014597066,-0.2,,156.41966,19.068068027496338,inf,-105.06081,3304,81,inf,-151.41966,,19.184649,7.3222174e-07,45,,7038.885,,17.679346,,0.0009999999,498.76138,0.0009999999,-498.76138,0.0009999999,12,0.0009999999,,,498.76138,,45,18.715649
0.2,,,72.6304347826087,0.20104428,-0.2,,155.8772,19.66615605354309,inf,-126.46638,3341,81,inf,-150.8772,,19.162668,7.0073213e-07,46,,7170.351,,19.278238,,0.0009999999,498.76138,0.0009999999,-498.76138,0.0009999999,12,0.0009999999,,0.2,498.76138,,46,18.706379
-0.2,,0.2,71.74468085106383,-0.19728395,-0.2,,155.4055,20.15615463256836,inf,-128.70732,3372,81,inf,-150.4055,,19.141163,6.7123085e-07,47,,7304.0586,,19.37526,,0.0009999999,498.76138,0.0009999999,-498.76138,0.0009999999,12,0.0009999999,,,498.76138,,47,18.69956
,,0.2,70.72916666666667,-0.19920315,-0.2,,154.65498,20.73919367790222,inf,-114.38105,3395,81,inf,-149.65498,,19.12011,6.435543e-07,48,,7423.4395,,17.094105,,0.0009999999,498.76138,0.0009999999,-498.76138,0.0009999999,12,0.0009999999,,-0.2,498.76138,,48,18.645498
,,0.2,70.0204081632653,-0.000392885,-0.2,,153.96706,21.199301719665527,inf,-115.94619,3431,81,inf,-148.96706,,19.09949,6.175547e-07,49,,7544.3857,,18.322283,,0.0009999999,498.76138,0.0009999999,-498.76138,0.0009999999,12,0.0009999999,,,498.76138,,49,18.618704
,,0.2,69.48,0.19752684,-0.2,,153.77684,21.851410627365112,inf,-139.45618,3474,81,inf,-148.77684,,19.079287,5.930996e-07,50,,7688.842,,18.944407,,0.0009999999,498.76138,0.0009999999,-498.76138,0.0009999999,12,0.0009999999,,0.2,498.76138,,50,18.60542
0.2,,0.2,68.94117647058823,0.19782388,-0.2,,153.6061,22.544842958450317,inf,-140.06955,3516,81,inf,-148.6061,,19.059484,5.700688e-07,51,,7833.911,,15.281179,,0.0009999999,498.76138,0.0009999999,-498.76138,0.0009999999,12,0.0009999999,,,498.76138,,51,18.520824
-0.2,,-0.2,68.11538461538461,-0.5989649,,,153.09651,23.092931509017944,inf,-122.107124,3542,81,inf,-148.09651,,19.040066,5.483539e-07,52,,7961.0186,,18.188179,,0.0009999999,498.76138,0.0009999999,-498.76138,0.0009999999,12,0.0009999999,,-0.2,498.76138,,52,18.495382
-0.2,,-0.2,67.26415094339623,-0.39760408,,,152.49266,23.6455659866333,inf,-116.093185,3565,81,inf,-147.49266,,19.021019,5.2785657e-07,53,,8082.1113,,18.013157,,0.0009999999,498.76138,0.0009999999,-498.76138,0.0009999999,12,0.0009999999,,,498.76138,,53,18.467594
-0.2,,-0.2,66.35185185185185,-0.19911617,,,151.86809,24.14486002922058,inf,-113.76496,3583,81,inf,-146.86809,,19.002327,5.084873e-07,54,,8200.877,,16.777975,,0.0009999999,498.76138,0.0009999999,-498.76138,0.0009999999,12,0.0009999999,,0.2,498.76138,,54,18.41796
,,-0.2,65.7090909090909,-0.40207738,,,151.41084,24.735353231430054,inf,-121.72014,3614,81,inf,-146.41084,,18.983976,4.9016495e-07,55,,8327.597,,18.643423,,0.0009999999,498.76138,0.0009999999,-498.76138,0.0009999999,12,0.0009999999,,-0.2,498.76138,,55,18.404043
,,-0.2,68.25,-0.20009983,,,150.33107,25.479206085205078,inf,-85.94317,3822,81,inf,-145.33107,,18.965958,4.7281532e-07,56,,8418.54,,18.828285,,0.0009999999,498.76138,0.0009999999,-498.76138,0.0009999999,12,0.0009999999,,,498.76138,,56,18.393923
,,-0.2,75.82456140350877,-0.0016464144,,,155.67165,26.722742080688477,inf,-449.74393,4322,81,inf,-150.67165,,18.94826,4.563709e-07,57,,8873.284,,16.522415,,0.0009999999,498.76138,0.0009999999,-498.76138,0.0009999999,12,0.0009999999,,0.2,498.76138,,57,18.3437
0.2,,-0.2,75.63793103448276,-0.19806647,,,155.7694,27.31114649772644,inf,-156.34142,4387,81,inf,-150.7694,,18.930866,4.4076967e-07,58,,9034.625,,18.518526,,0.0009999999,498.76138,0.0009999999,-498.76138,0.0009999999,12,0.0009999999,,-0.2,498.76138,,58,18.329622
0.2,,-0.2,74.64406779661017,0.000542256,,,154.98268,27.911391735076904,inf,-104.353676,4404,81,inf,-149.98268,,18.913773,4.259549e-07,59,,9143.979,,18.442383,,0.0009999999,498.76138,0.0009999999,-498.76138,0.0009999999,12,0.0009999999,,,498.76138,,59,18.314728
0.2,,-0.2,73.68333333333334,0.20024236,,,154.25034,28.410431385040283,inf,-106.04148,4421,81,inf,-149.25034,,18.896965,4.1187477e-07,60,,9255.0205,,18.276157,,0.0009999999,498.76138,0.0009999999,-498.76138,0.0009999999,12,0.0009999999,,0.2,498.76138,,60,18.297558
-0.2,,,72.9672131147541,-0.3997254,,,153.88197,29.01620578765869,inf,-126.77978,4451,81,inf,-148.88197,,18.880436,3.984813e-07,61,,9386.801,,19.645836,,0.0009999999,498.76138,0.0009999999,-498.76138,0.0009999999,12,0.0009999999,,-0.2,498.76138,,61,18.303402
-0.2,,,71.96774193548387,-0.2023272,,,153.1818,29.511986017227173,inf,-105.47064,4462,81,inf,-148.1818,,18.864176,3.8573074e-07,62,,9497.271,,18.68141,,0.0009999999,498.76138,0.0009999999,-498.76138,0.0009999999,11,0.0009999999,,,498.76138,,62,18.293503
-0.2,,,71.04761904761905,-0.00087830424,,,152.49985,30.04377055168152,inf,-105.21984,4476,81,inf,-147.49985,,18.848175,3.735825e-07,63,,9607.49,,17.035622,,0.0009999999,498.76138,0.0009999999,-498.76138,0.0009999999,11,0.0009999999,,0.2,498.76138,,63,18.25779
,,,70.171875,-0.19973102,,,151.92105,30.607664823532104,inf,-110.45642,4491,81,inf,-146.92105,,18.832426,3.6199927e-07,64,,9722.947,,19.41858,,0.0009999999,498.76138,0.0009999999,-498.76138,0.0009999999,11,0.0009999999,,-0.2,498.76138,,64,18.260426
,,,71.03076923076924,-0.0007540151,,,151.13875,31.285424947738647,inf,-96.07124,4617,81,inf,-146.13875,,18.816923,3.5094652e-07,65,,9824.019,,18.684832,,0.0009999999,498.76138,0.0009999999,-498.76138,0.0009999999,11,0.0009999999,,,498.76138,,65,18.25169
,,,70.9090909090909,0.20324723,,,151.26556,31.894006967544556,inf,-154.50911,4680,81,inf,-146.26556,,18.801655,3.4039232e-07,66,,9983.527,,19.334719,,0.0009999999,498.76138,0.0009999999,-498.76138,0.0009999999,11,0.0009999999,,0.2,498.76138,,66,18.253061
0.2,,,70.2089552238806,0.0017442405,,,150.84439,32.47950625419617,inf,-118.04615,4704,81,inf,-145.84439,,18.786617,3.3030722e-07,67,,10106.574,,18.16159,,0.0009999999,498.76138,0.0009999999,-498.76138,0.0009999999,11,0.0009999999,,-0.2,498.76138,,67,18.236883
0.2,,,69.82352941176471,0.19863255,,,150.24649,33.1457359790802,inf,-105.18745,4748,81,inf,-145.24649,,18.771803,3.206637e-07,68,,10216.762,,18.277916,,0.0009999999,498.76138,0.0009999999,-498.76138,0.0009999999,11,0.0009999999,,,498.76138,,68,18.222889
0.2,,,69.1304347826087,0.3972252,,,149.67746,33.63269758224487,inf,-105.98428,4770,81,inf,-144.67746,,18.757204,3.1143645e-07,69,,10327.745,,15.916807,,0.0009999999,498.76138,0.0009999999,-498.76138,0.0009999999,11,0.0009999999,,0.2,498.76138,,69,18.175081
-0.2,,0.2,68.52857142857142,-0.20046863,,,149.33936,34.207916498184204,inf,-121.009476,4797,81,inf,-144.33936,,18.742815,3.0260182e-07,70,,10453.755,,17.226452,,0.0009999999,498.76138,0.0009999999,-498.76138,0.0009999999,11,0.0009999999,,-0.2,498.76138,,70,18.147346
-0.2,,0.2,67.88732394366197,0.0024885724,,,148.98921,34.768298625946045,inf,-119.47888,4820,81,inf,-143.98921,,18.72863,2.9413786e-07,71,,10578.234,,11.507928,,0.0009999999,498.76138,0.0009999999,-498.76138,0.0009999999,11,0.0009999999,,,498.76138,,71,18.039846
-0.2,,0.2,67.29166666666667,0.20318075,,,148.487,35.29288721084595,inf,-107.82976,4845,81,inf,-143.487,,18.714643,2.8602412e-07,72,,10691.063,,12.98725,,0.0009999999,498.76138,0.0009999999,-498.76138,0.0009999999,11,0.0009999999,,0.2,498.76138,,72,17.95588
,,0.2,66.65753424657534,0.0035226643,,,148.12524,35.82166337966919,inf,-117.079124,4866,81,inf,-143.12524,,18.700851,2.7824152e-07,73,,10813.143,,18.221567,,0.0009999999,498.76138,0.0009999999,-498.76138,0.0009999999,11,0.0009999999,,-0.2,498.76138,,73,17.945917
,,0.2,66.0,0.2031162,,,147.61948,36.318342447280884,inf,-105.69886,4884,81,inf,-142.61948,,18.687244,2.707723e-07,74,,10923.842,,15.829707,,0.0009999999,498.76138,0.0009999999,-498.76138,0.0009999999,11,0.0009999999,,,498.76138,,74,17.903894
,,0.2,65.45333333333333,0.39919513,,,147.33145,36.895349979400635,inf,-121.0177,4909,81,inf,-142.33145,,18.673822,2.6359982e-07,75,,11049.859,,18.040602,,0.0009999999,498.76138,0.0009999999,-498.76138,0.0009999999,11,0.0009999999,,0.2,498.76138,,75,17.892477
0.2,,0.2,64.89473684210526,0.20168845,,,147.02405,37.51999592781067,inf,-118.968895,4932,81,inf,-142.02405,,18.660576,2.5670863e-07,76,,11173.828,,18.727322,,0.0009999999,498.76138,0.0009999999,-498.76138,0.0009999999,11,0.0009999999,,-0.2,498.76138,,76,17.890387
0.2,,0.2,64.36363636363636,0.39996684,,,146.54692,38.11398005485535,inf,-105.285446,4956,81,inf,-141.54692,,18.647505,2.5008418e-07,77,,11284.113,,17.420742,,0.0009999999,498.76138,0.0009999999,-498.76138,0.0009999999,11,0.0009999999,,,498.76138,,77,17.87139
0.2,,0.2,63.80769230769231,0.60233057,,,146.21591,38.655744552612305,inf,-115.72711,4977,81,inf,-141.21591,,18.634602,2.4371286e-07,78,,11404.841,,16.900434,,0.0009999999,498.76138,0.0009999999,-498.76138,0.0009999999,11,0.0009999999,,0.2,498.76138,,78,17.8462
-0.2,,-0.2,63.32911392405063,-0.19928806,0.2,,145.97453,39.21911334991455,inf,-122.147705,5003,81,inf,-140.97453,,18.621862,2.3758197e-07,79,,11531.988,,18.67135,,0.0009999999,498.76138,0.0009999999,-498.76138,0.0009999999,11,0.0009999999,,,498.76138,,79,17.844069
,,-0.2,62.7625,-0.20111442,0.2,,145.56113,39.8078293800354,inf,-107.90116,5021,81,inf,-140.56113,,18.609283,2.3167952e-07,80,,11644.89,,18.922314,,0.0009999999,498.76138,0.0009999999,-498.76138,0.0009999999,11,0.0009999999,,-0.2,498.76138,,80,17.845125
,,-0.2,62.20987654320987,0.0035900977,0.2,,145.12683,40.36909770965576,inf,-105.383934,5039,81,inf,-140.12683,,18.59686,2.2599437e-07,81,,11755.273,,18.926527,,0.0009999999,498.76138,0.0009999999,-498.76138,0.0009999999,11,0.0009999999,,,498.76138,,81,17.846207
,,-0.2,62.25609756097561,0.19751683,0.2,,145.26038,41.04938745498657,inf,-151.07758,5105,81,inf,-140.26038,,18.58459,2.2051593e-07,82,,11911.351,,17.508532,,0.0009999999,498.76138,0.0009999999,-498.76138,0.0009999999,11,0.0009999999,,0.2,498.76138,,82,17.829967
0.2,,-0.2,61.855421686746986,0.20259948,0.2,,145.08975,41.65711259841919,inf,-126.09812,5134,81,inf,-140.08975,,18.57247,2.1523427e-07,83,,12042.449,,17.824884,,0.0009999999,498.76138,0.0009999999,-498.76138,0.0009999999,11,0.0009999999,,,498.76138,,83,17.817932
-0.2,,,61.357142857142854,-0.20031875,0.2,,144.80145,42.2279999256134,inf,-115.873245,5154,81,inf,-139.80145,,18.560493,2.1014014e-07,84,,12163.322,,17.083626,,0.0009999999,498.76138,0.0009999999,-498.76138,0.0009999999,11,0.0009999999,,-0.2,498.76138,,84,17.797356
-0.2,,,60.83529411764706,-0.0024689105,0.2,,144.46284,42.80782198905945,inf,-111.02008,5171,81,inf,-139.46284,,18.548658,2.052248e-07,85,,12279.342,,19.101011,,0.0009999999,498.76138,0.0009999999,-498.76138,0.0009999999,11,0.0009999999,,,498.76138,,85,17.800999
-0.2,,,60.2906976744186,0.19917928,0.2,,144.07181,43.407729148864746,inf,-105.83395,5185,81,inf,-139.07181,,18.536963,2.0047987e-07,86,,12390.176,,17.237288,,0.0009999999,498.76138,0.0009999999,-498.76138,0.0009999999,11,0.0009999999,,0.2,498.76138,,86,17.782883
