IWMin,ReturnMean,IWMax,ReturnAbsMax,Regret/t,LQGmu1_higher,Iteration,ReturnMin,DenMISELogFirst,ReturnMax,TimestepsSoFar,ReturnLastEpisode,ReturnStepMax,LQGmu1_actor,Delta,IWFirstEpisode,Bound,LQGsigma_higher,Regret,DenMISEMeanLog,IWLastEpisode,DenMISELogLast,IWMean,TimeElapsed
,0.83787423,21.675018,0.9565609,0.12724578,0.06122449,2446,,-0.36953124,0.9565609,48920,0.95587015,0.99955285,0.09105585,2.0322098e-10,9.796552e-33,1.8517444,0.027547687,311.24316,-0.78364694,,-0.3131008,0.9988188,35016.71580052376
,0.83791316,20.024391,0.9565609,0.12720686,0.42857143,2447,,-0.36993998,0.9565609,48940,0.93316793,0.99955285,0.280376,2.0305492e-10,7.7245834e-28,1.8516934,0.062317666,311.27515,-0.78356224,4.8438505e-06,-0.5724256,1.0267377,35030.25747060776
,0.8378634,56.96405,0.9565609,0.12725663,0.26530612,2448,,-0.37034857,0.9565609,48960,0.71609455,0.99955285,0.27339894,2.0288907e-10,,1.860528,0.01831564,311.52417,-0.7836683,45.130127,-1.0669777,1.098168,35043.72324728966
,0.83780587,78.1455,0.9565609,0.12731415,0.30612245,2449,,-0.37075698,0.9565609,48980,0.6968915,0.99955285,0.3159012,2.027234e-10,,1.8545847,0.01831564,311.79224,-0.7837117,11.744495,-0.9783705,0.823613,35057.37740969658
,0.8377249,50.448345,0.9565609,0.1273951,0.30612245,2450,,-0.37116525,0.9565609,49000,0.6394136,0.99955285,0.30298394,2.0255797e-10,,1.8554745,0.027547687,312.11792,-0.7839829,48.112114,-1.2636395,0.91015786,35071.06264257431
,0.837648,10.522967,0.9565609,0.12747204,-0.3469388,2451,,-0.3715733,0.9565609,49020,0.6490787,0.99955285,-0.32945144,2.0239271e-10,5.219589,1.8509357,0.062317666,312.43408,-0.7841969,5.1828692e-23,-1.2133296,1.018159,35084.74181461334
,0.83769625,34.7974,0.9565609,0.12742376,-0.3469388,2452,,-0.3698539,0.9565609,49040,0.9560108,0.99955285,-0.3316261,2.0222765e-10,0.040195692,1.8516333,0.01831564,312.4431,-0.78404444,21.176456,-0.4276279,1.0175624,35098.34403824806
,0.83774453,13.214394,0.9565609,0.12737548,-0.75510204,2453,,-0.37024528,0.9565609,49060,0.95621485,0.99955285,-0.8464287,2.020628e-10,3.9892191e-28,1.8507619,0.041433174,312.45215,-0.783893,3.0502487e-22,-0.4249412,1.0236694,35112.097326517105
,0.83779275,10.722724,0.9565609,0.12732726,-0.9183673,2454,,-0.37065285,0.9565609,49080,0.9558651,0.99955285,-0.85443246,2.0189815e-10,1.5341827e-22,1.8523004,0.062317666,312.46118,-0.78372765,4.902454,-0.3994676,1.0040139,35125.88815307617
,0.8378409,20.291687,0.9565609,0.1272791,-0.877551,2455,,-0.37106025,0.9565609,49100,0.9560266,0.99955285,-0.8679386,2.0173371e-10,,1.852844,0.027547687,312.4702,-0.783564,14.967831,-0.38514966,1.0652997,35139.17635631561
,0.83788896,9.963304,0.9565609,0.12723106,-0.8367347,2456,,-0.3714675,0.9565609,49120,0.9559808,0.99955285,-0.83950925,2.0156947e-10,4.3720085e-17,1.850888,0.062317666,312.4795,-0.783357,7.9132695,-0.33733085,1.0258684,35152.58445048332
,0.83793706,36.909855,0.9565609,0.12718296,0.26530612,2457,,-0.3718746,0.9565609,49140,0.9561564,0.99955285,0.23635428,2.0140542e-10,,1.8507688,0.027547687,312.48853,-0.7831918,,-0.4018765,0.99961776,35166.192789793015
,0.8378863,7.248844,0.9565609,0.12723374,-0.26530612,2458,,-0.37228152,0.9565609,49160,0.712983,0.99955285,-0.2731278,2.0124157e-10,6.6042943,1.8505731,0.08638168,312.74048,-0.7833178,6.498385e-07,-1.0868632,1.0291682,35179.57922554016
,0.8379339,24.409584,0.9565609,0.12718612,0.18367347,2459,,-0.370005,0.9565609,49180,0.95497495,0.99955285,0.22515354,2.0107793e-10,8.742926e-27,1.8500506,0.041433174,312.75073,-0.7831396,5.63877e-26,-0.37317288,0.92570204,35193.04913640022
,0.83786404,25.03043,0.9565609,0.12725598,0.26530612,2460,,-0.3704116,0.9565609,49200,0.66622525,0.99955285,0.2575927,2.009145e-10,3.326167e-37,1.8522141,0.041433174,313.0498,-0.7833034,18.247593,-1.1088685,0.9638908,35206.35051226616
,0.8378333,21.902792,0.9565609,0.12728673,-0.8367347,2461,,-0.37081802,0.9565609,49220,0.7624304,0.99955285,-0.85927665,2.0075125e-10,,1.8498994,0.027547687,313.2527,-0.78337765,,-0.92651427,1.0433557,35219.69888854027
,0.8378814,14.173771,0.9565609,0.12723863,0.3469388,2462,,-0.37122428,0.9565609,49240,0.9561406,0.99955285,0.41866755,2.005882e-10,1.18261e-09,1.8498094,0.09372906,313.26147,-0.7831888,6.635221e-36,-0.35871226,0.9843641,35232.96324419975
,0.8377655,20.081818,0.9565609,0.1273545,-0.877551,2463,,-0.37163037,0.9565609,49260,0.5526535,0.99955285,-0.9063637,2.0042536e-10,,1.8497342,0.027547687,313.67407,-0.78331,,-1.0640663,1.0695119,35246.05784726143
,0.83781374,7.021949,0.9565609,0.12730628,-0.877551,2464,,-0.3720363,0.9565609,49280,0.9563149,0.99955285,-0.7768698,2.0026272e-10,2.7374877e-10,1.8484437,0.08638168,313.68262,-0.7831577,7.0218115,-0.4746083,1.0063441,35259.59799575806
,0.8378617,16.194431,0.9565609,0.1272583,0.06122449,2465,,-0.37244207,0.9565609,49300,0.9559987,0.99955285,0.018193014,2.0010027e-10,2.5798753e-14,1.8484173,0.041433174,313.69165,-0.7830051,,-0.4129619,0.95869684,35273.498769283295
,0.8379033,20.874966,0.9565609,0.1272167,-0.06122449,2466,,-0.37284765,0.9565609,49320,0.94043416,0.99955285,-0.9417099,1.9993801e-10,0.56550443,1.8484483,1.0,313.71655,-0.7830561,0.94465816,-0.8651599,0.9810875,35287.100816726685
,0.83795106,4.391016,0.9565609,0.12716895,-0.30612245,2467,,-0.37302378,0.9565609,49340,0.95581317,0.99955285,-0.4877268,1.9977595e-10,4.0397806,1.8471473,0.14097345,313.72583,-0.7829405,0.00017596196,-0.4780762,1.0162377,35301.165835142136
,0.8379989,5.302659,0.9565609,0.12712109,-0.8367347,2468,,-0.37179288,0.9565609,49360,0.9560649,0.99955285,-0.95523554,1.996141e-10,9.791022e-05,1.8467596,0.11973804,313.73486,-0.7827899,0.07298784,-0.42694587,0.9929706,35314.99665403366
,0.8380468,33.333763,0.9565609,0.12707323,-0.9591837,2469,,-0.37219793,0.9565609,49380,0.9560212,0.99955285,-0.9833303,1.9945243e-10,,1.8533115,0.01831564,313.7439,-0.7826491,32.63563,-0.4275767,1.0443766,35328.70359516144
,0.83809453,113.10874,0.9565609,0.12702549,0.877551,2470,,-0.37260288,0.9565609,49400,0.9560876,0.99955285,0.87014633,1.9929097e-10,,1.8464619,0.01831564,313.75293,-0.7825342,,-0.53826815,0.9800144,35342.912719249725
,0.8378667,99.45765,0.9565609,0.1272533,0.63265306,2471,,-0.37300766,0.9565609,49420,0.27500248,0.99955285,0.64625216,1.9912968e-10,,1.8464303,0.01831564,314.44287,-0.782874,3.2907568e-35,-1.5871458,0.8224781,35356.16942715645
,0.8377093,55.65085,0.9565609,0.12741071,0.67346936,2472,,-0.37341225,0.9565609,49440,0.4488479,0.99955285,0.6505019,1.9896862e-10,,1.84886,0.027547687,314.95923,-0.7832221,38.106964,-1.4555742,1.0585793,35369.470566511154
,0.83754134,27.426903,0.9565609,0.12757868,-1.0,2473,,-0.37381673,0.9565609,49460,0.42218506,0.99955285,-0.85927725,1.9880773e-10,0.1422145,1.8463895,0.31890655,315.50195,-0.7834609,7.919613e-06,-1.4228323,0.97323,35382.97270512581
,0.837589,13.37894,0.9565609,0.12753099,-0.10204082,2474,,-0.3741635,0.9565609,49480,0.9558014,0.99955285,-0.16299602,1.9864704e-10,0.038300313,1.8455496,0.0529305,315.51172,-0.78329784,,-0.35153,1.0099403,35396.2763068676
,0.8376367,63.18161,0.9565609,0.12748331,0.63265306,2475,,-0.37455213,0.9565609,49500,0.9556485,0.99955285,0.58204275,1.9848656e-10,,1.845284,0.027547687,315.52124,-0.78309876,,-0.29907835,0.90839094,35409.55159497261
,0.83749545,56.709564,0.9565609,0.12762457,0.5510204,2476,,-0.3749561,0.9565609,49520,0.48760378,0.99955285,0.5275982,1.9832627e-10,,1.845829,0.027547687,315.99854,-0.78339136,31.435638,-1.4091321,0.9500765,35422.668055295944
,0.8373643,24.462986,0.9565609,0.1277557,-0.46938777,2477,,-0.3753599,0.9565609,49540,0.51283455,0.99955285,-0.4503755,1.9816616e-10,1.1693049e-09,1.8452051,0.027547687,316.45093,-0.78361243,,-1.2738193,1.0235128,35436.03049015999
,0.8374122,9.67099,0.9565609,0.12770784,-0.18367347,2478,,-0.37576354,0.9565609,49560,0.9561347,0.99955285,-0.35526645,1.9800625e-10,2.817903,1.8447118,0.062317666,316.45996,-0.78348786,0.0011069576,-0.49528065,1.0344377,35449.05508637428
,0.8374603,34.54661,0.9565609,0.12765974,-0.3469388,2479,,-0.37503046,0.9565609,49580,0.95634913,0.99955285,-0.35402337,1.9784654e-10,0.040404305,1.8523097,0.01831564,316.4685,-0.7833561,32.060925,-0.4899411,1.0257328,35462.288348436356
,0.8375081,22.706583,0.9565609,0.12761194,-0.3469388,2480,,-0.37541747,0.9565609,49600,0.95609987,0.99955285,-0.32199535,1.9768702e-10,1.1074667,1.8521197,0.027547687,316.47754,-0.783222,22.461153,-0.47195876,1.0203208,35475.75308728218
,0.8375558,15.082733,0.9565609,0.12756419,-0.3469388,2481,,-0.37537417,0.9565609,49620,0.9560313,0.99955285,-0.2951975,1.9752769e-10,3.8103306,1.846505,0.041433174,316.48657,-0.78305584,11.841184,-0.3880603,1.019223,35489.32639169693
,0.8376038,2.2290893,0.9565609,0.12751621,-0.26530612,2482,,-0.3742425,0.9565609,49640,0.9563912,0.99955285,0.024950743,1.9736855e-10,1.9709829,1.8445594,0.2939076,316.49536,-0.7828735,1.9114109,-0.3474622,0.9924999,35502.82620024681
,0.83765167,22.950739,0.9565609,0.12746835,0.020408163,2483,,-0.37385154,0.9565609,49660,0.95652133,0.99955285,0.037298396,1.9720961e-10,5.3160306e-11,1.8515534,0.041433174,316.5039,-0.78289825,22.103924,-0.83703053,0.9264892,35516.353830337524
,0.837683,15.137671,0.9565609,0.127437,0.020408163,2484,,-0.3742542,0.9565609,49680,0.91562814,0.99955285,0.07185339,1.9705086e-10,8.326151e-05,1.8468089,0.062317666,316.55347,-0.7828863,12.152518,-0.6776944,0.95056546,35529.215305805206
,0.83772427,21.505733,0.9565609,0.12739575,0.06122449,2485,,-0.37465668,0.9565609,49700,0.9402879,0.99955285,0.026072856,1.968923e-10,9.8469075e-33,1.8444071,0.027547687,316.57837,-0.782758,20.317047,-0.41299704,1.0091852,35542.98382282257
,0.8377718,50.811928,0.9565609,0.12734824,0.020408163,2486,,-0.375059,0.9565609,49720,0.95570767,0.99955285,0.04816398,1.9673392e-10,,1.8498266,0.01831564,316.58765,-0.7827661,46.613037,-0.8086463,0.8296482,35556.58635139465
,0.8378123,15.699285,0.9565609,0.12730771,0.06122449,2487,,-0.37546116,0.9565609,49740,0.93858594,0.99955285,0.11555417,1.9657574e-10,2.5876765e-14,1.8463519,0.041433174,316.61426,-0.78271836,14.937169,-0.48879907,0.97225493,35568.966789484024
,0.83781916,13.477428,0.9565609,0.12730086,0.10204082,2488,,-0.3758632,0.9565609,49760,0.85507756,0.99955285,0.13744856,1.9641776e-10,6.389439e-08,1.8442166,0.062317666,316.72437,-0.7827161,13.201392,-0.7472614,0.9519579,35582.374876737595
,0.837768,33.129303,0.9565609,0.127352,-0.9591837,2489,,-0.37626502,0.9565609,49780,0.7104662,0.99955285,-0.96562546,1.9625995e-10,,1.8437927,0.01831564,316.97925,-0.7827674,,-0.86060256,1.03973,35595.98734021187
,0.8378154,21.748505,0.9565609,0.12730461,-0.9591837,2490,,-0.37666672,0.9565609,49800,0.9556439,0.99955285,-0.882696,1.9610236e-10,,1.8438516,0.027547687,316.98853,-0.7826086,21.500355,-0.42251208,1.0184215,35609.558175325394
,0.8378629,30.09516,0.9565609,0.12725711,-0.877551,2491,,-0.37706825,0.9565609,49820,0.95599186,0.99955285,-0.89178234,1.9594491e-10,,1.8502195,0.01831564,316.99756,-0.78242415,29.373701,-0.33849216,1.0899316,35623.28093409538
,0.8379103,19.807453,0.9565609,0.12720972,-0.877551,2492,,-0.3774696,0.9565609,49840,0.9560464,0.99955285,-0.9106347,1.957877e-10,,1.8486605,0.027547687,317.0066,-0.7822298,18.590796,-0.38320968,1.0768083,35636.639501810074
,0.8379576,13.235126,0.9565609,0.1271624,-0.877551,2493,,-0.3778708,0.9565609,49860,0.95600814,0.99955285,-0.8445078,1.9563066e-10,,1.8465331,0.041433174,317.01587,-0.7820808,11.368317,-0.4848828,1.048567,35649.96323800087
,0.83800507,66.80226,0.9565609,0.12711495,0.75510204,2494,,-0.37827185,0.9565609,49880,0.956217,0.99955285,0.7592249,1.954738e-10,,1.8439225,0.027547687,317.02466,-0.7819006,,-0.3791153,0.99255526,35663.47580885887
,0.8378145,8.221475,0.9565609,0.12730551,0.06122449,2495,,-0.37867275,0.9565609,49900,0.36242846,0.99955285,0.034476027,1.9531715e-10,0.020540463,1.8435946,0.10170138,317.6272,-0.7821961,1.0411524e-09,-1.5022792,0.9548116,35677.10768079758
,0.83785444,82.95171,0.9565609,0.12726557,1.0,2496,,-0.37906522,0.9565609,49920,0.9374514,0.99955285,1.0146093,1.951607e-10,,1.8431387,0.041433174,317.6548,-0.78217655,,-0.68753487,1.088917,35690.52019929886
,0.83758384,72.85872,0.9565609,0.12753618,0.877551,2497,,-0.3794658,0.9565609,49940,0.16247904,0.99955285,0.829769,1.950044e-10,,1.8426108,0.027547687,318.458,-0.7826063,0.0004215818,-1.9324664,0.98515433,35704.30225634575
,0.83736753,10.043783,0.9565609,0.12775248,-0.42857143,2498,,-0.37986618,0.9565609,49960,0.29705963,0.99955285,-0.5790435,1.948483e-10,0.54721665,1.8425894,0.062317666,319.12573,-0.78289944,,-1.4903597,1.0058361,35718.073969602585
,0.83741504,14.482551,0.9565609,0.12770498,-0.59183675,2499,,-0.38004738,0.9565609,49980,0.9561228,0.99955285,-0.5976031,1.946924e-10,7.141596e-12,1.8459926,0.041433174,319.13477,-0.78274095,13.577205,-0.39132622,0.98372346,35731.81218838692
,0.8374625,28.632324,0.9565609,0.12765753,-0.59183675,2500,,-0.38044748,0.9565609,50000,0.9562372,0.99955285,-0.6150875,1.9453666e-10,,1.8470423,0.01831564,319.1438,-0.78254485,27.261623,-0.27397767,1.1061896,35745.53874921799
,0.8375098,32.681774,0.9565609,0.1276102,0.5102041,2501,,-0.3808474,0.9565609,50020,0.95560503,0.99955285,0.62308735,1.9438114e-10,,1.8425239,0.041433174,319.15308,-0.7823489,,-0.394185,1.0015156,35758.833413124084
,0.83735454,6.597222,0.9565609,0.12776548,0.10204082,2502,,-0.38124713,0.9565609,50040,0.44907522,0.99955285,0.0929718,1.9422579e-10,0.10519653,1.8424203,0.14097345,319.6692,-0.78262556,0.013318139,-1.4715612,0.9581316,35772.48093295097
,0.8373818,2.1700673,0.9565609,0.12773824,-0.10204082,2503,,-0.3816047,0.9565609,50060,0.9052899,0.99955285,-0.26898324,1.9407062e-10,1.3036234,1.8422301,0.40740025,319.72876,-0.782561,1.5570327,-0.5783265,0.984967,35785.611045360565
,0.837429,32.434395,0.9565609,0.12769103,-0.26530612,2504,,-0.38148347,0.9565609,50080,0.9557591,0.99955285,-0.25873616,1.9391563e-10,23.051598,1.848892,0.01831564,319.73853,-0.78240997,31.51019,-0.38940254,1.059131,35798.942726135254
,0.83747613,32.032433,0.9565609,0.12764388,-0.26530612,2505,,-0.37271893,0.9565609,50100,0.95564294,0.99955285,-0.26515812,1.9376084e-10,22.850445,1.8468715,0.01831564,319.74805,-0.7822391,30.733824,-0.40863776,1.0618644,35812.20020222664
,0.8375235,21.083078,0.9565609,0.1275965,-0.26530612,2506,,-0.36403748,0.9565609,50120,0.95627666,0.99955285,-0.2848409,1.9360624e-10,18.053734,1.8461846,0.027547687,319.75684,-0.78205276,21.018696,-0.3725285,1.0607253,35826.09198617935
,0.83756965,9.157454,0.9565609,0.12755036,-0.30612245,2507,,-0.35725808,0.9565609,50140,0.95311135,0.99955285,-0.35950923,1.9345182e-10,8.384897,1.8418531,0.062317666,319.7688,-0.78186023,8.631042,-0.357105,1.0312513,35839.682420015335
,0.8376168,47.930496,0.9565609,0.12750322,-1.0,2508,,-0.35431787,0.9565609,50160,0.9557668,0.99955285,-1.2060564,1.9329757e-10,0.4547084,1.8416626,0.9216105,319.77808,-0.78173065,0.5534917,-0.48728833,0.9405688,35853.129168748856
,0.8376639,27.177189,0.9565609,0.12745613,-1.0,2509,,-0.35453522,0.9565609,50180,0.95578146,0.99955285,-0.6917535,1.9314353e-10,0.008414895,1.8435049,0.21203151,319.78735,-0.7826961,27.177189,-3.1425126,0.9762484,35866.38239455223
,0.8377111,23.524757,0.9565609,0.12740892,-0.71428573,2510,,-0.35493034,0.9565609,50200,0.9561727,0.99955285,-0.6922185,1.9298965e-10,,1.8436394,0.027547687,319.7964,-0.78269225,21.87928,-0.7471509,0.99250126,35879.99835896492
,0.8377584,18.867176,0.9565609,0.1273616,-0.63265306,2511,,-0.35532868,0.9565609,50220,0.95641524,0.99955285,-0.64364874,1.9283598e-10,2.5887514e-15,1.844028,0.041433174,319.80493,-0.78267604,7.1194983,-0.7314872,0.936996,35893.570905447006
,0.8378054,17.40285,0.9565609,0.12731463,-0.71428573,2512,,-0.35572684,0.9565609,50240,0.95587164,0.99955285,-0.750706,1.9268247e-10,1.9450631e-23,1.843516,0.041433174,319.81445,-0.78265196,4.342905,-0.65705067,0.96585435,35907.205308675766
,0.83785254,9.217496,0.9565609,0.12726748,-0.75510204,2513,,-0.35612485,0.9565609,50260,0.9560971,0.99955285,-0.7284905,1.9252915e-10,2.204171e-12,1.841533,0.062317666,319.82324,-0.7824798,8.7425,-0.31411237,0.9957848,35920.7705643177
,0.83789957,11.151899,0.9565609,0.12722045,-0.59183675,2514,,-0.3565227,0.9565609,50280,0.9562821,0.99955285,-0.64608836,1.9237602e-10,3.3587447e-05,1.8409207,0.062317666,319.83228,-0.78231835,0.8383202,-0.3713834,0.9581464,35934.40394806862
,0.83794653,37.537125,0.9565609,0.12717348,-0.63265306,2515,,-0.3569204,0.9565609,50300,0.9560404,0.99955285,-0.6492216,1.9222307e-10,,1.8409994,0.01831564,319.8413,-0.78229684,33.014626,-0.68493164,0.9823407,35947.876094818115
,0.8379935,10.230012,0.9565609,0.12712651,-0.71428573,2516,,-0.35731792,0.9565609,50320,0.95615447,0.99955285,-0.6576203,1.9207029e-10,2.1517397e-05,1.8404839,0.08638168,319.85034,-0.78227985,7.121149,-0.7166958,0.97371453,35961.577892541885
,0.8380404,25.288689,0.9565609,0.1270796,-0.63265306,2517,,-0.35771528,0.9565609,50340,0.95592296,0.99955285,-0.61218345,1.919177e-10,5.545693e-35,1.8439159,0.027547687,319.85938,-0.78230745,21.904835,-0.8245247,0.96312964,35975.1809694767
,0.83808726,18.235224,0.9565609,0.12703276,-0.63265306,2518,,-0.3581125,0.9565609,50360,0.9561707,0.99955285,-0.68180764,1.917653e-10,2.5959705e-15,1.8406814,0.041433174,319.8684,-0.7821523,12.114325,-0.35169104,0.9480592,35988.70466351509
,0.83813417,6.4847097,0.9565609,0.12698585,-0.75510204,2519,,-0.35850957,0.9565609,50380,0.95618594,0.99955285,-0.7725401,1.916131e-10,0.0018223765,1.8406893,0.11973804,319.8772,-0.78219926,6.439392,-0.846271,0.9884968,36002.24584364891
,0.8381811,6.722184,0.9565609,0.12693894,-0.63265306,2520,,-0.35890576,0.9565609,50400,0.9561468,0.99955285,-0.68639064,1.9146104e-10,0.9822349,1.8404286,0.34603184,319.88623,-0.7820504,1.577259,-0.39511585,0.9860073,36015.63361120224
,0.8382278,59.506714,0.9565609,0.12689221,0.59183675,2521,,-0.3589128,0.9565609,50420,0.9562533,0.99955285,0.58129877,1.9130919e-10,,1.8398575,0.027547687,319.89526,-0.7820605,,-0.79294133,0.8955892,36029.060700416565
,0.8380798,17.064278,0.9565609,0.1270402,-0.71428573,2522,,-0.35930938,0.9565609,50440,0.4647229,0.99955285,-0.65297323,1.911575e-10,1.9520426e-23,1.8394248,0.041433174,320.3955,-0.78234565,,-1.3895893,0.9801826,36042.74125766754
,0.83812654,15.540907,0.9565609,0.12699348,-0.67346936,2523,,-0.35970584,0.9565609,50460,0.9562477,0.99955285,-0.7556477,1.91006e-10,2.036081e-08,1.8395388,0.062317666,320.40454,-0.78234005,12.795057,-0.746574,0.9551801,36055.88707947731
,0.8381733,99.463715,0.9565609,0.12694675,0.79591835,2524,,-0.3601021,0.9565609,50480,0.95598143,0.99955285,0.8164328,1.9085468e-10,,1.838383,0.01831564,320.41357,-0.7821702,,-0.30737486,1.1377066,36069.29729962349
,0.837961,19.04351,0.9565609,0.127159,-0.79591835,2525,,-0.36049822,0.9565609,50500,0.3021356,0.99955285,-1.7975432,1.9070354e-10,0.6674969,1.8377149,0.5647181,321.07642,-0.78240716,0.053936563,-1.5034846,0.97621685,36082.89227318764
,0.83800584,47.369102,0.9565609,0.12711418,-1.0,2526,,-0.36062986,0.9565609,50520,0.9511704,0.99955285,-0.9500036,1.9055259e-10,0.45758757,1.8419874,0.9216105,321.09033,-0.7839523,31.47992,-4.661097,0.9489497,36096.26852464676
,0.83805263,14.573273,0.9565609,0.12706739,-0.9591837,2527,,-0.36084452,0.9565609,50540,0.9563478,0.99955285,-0.927391,1.9040179e-10,,1.837904,0.041433174,321.09937,-0.7838323,14.4026575,-0.42722303,0.9867453,36109.79847216606
,0.8380994,15.947775,0.9565609,0.1270206,-0.9183673,2528,,-0.36124018,0.9565609,50560,0.9561681,0.99955285,-0.9653213,1.9025118e-10,,1.8384004,0.041433174,321.10815,-0.7837288,15.617575,-0.507378,1.0216199,36123.1828455925
,0.83814603,18.834332,0.9565609,0.12697399,0.71428573,2529,,-0.36163566,0.9565609,50580,0.956072,0.99955285,0.54688466,1.9010077e-10,9.834917e-21,1.8368907,0.10170138,321.1172,-0.78357553,,-0.41565368,1.0003233,36137.13858270645
,0.8380124,29.1719,0.9565609,0.12710762,0.5510204,2530,,-0.362031,0.9565609,50600,0.50016,0.99955285,0.50160605,1.899505e-10,,1.8383172,0.0529305,321.58228,-0.78379387,28.515741,-1.3336718,0.9648241,36150.9338619709
,0.83788735,18.866732,0.9565609,0.12723267,0.5102041,2531,,-0.3624262,0.9565609,50620,0.5215951,0.99955285,0.491426,1.8980044e-10,5.0127225e-25,1.8380089,0.07336965,322.02588,-0.7839845,18.426647,-1.227358,0.9918248,36164.52444577217
,0.8377689,32.539463,0.9565609,0.1273511,-0.9591837,2532,,-0.3628212,0.9565609,50640,0.5378669,0.99955285,-0.93646497,1.8965056e-10,,1.8368607,0.01831564,322.45288,-0.78417784,,-1.2631688,1.0476811,36178.035301446915
,0.83781564,10.551682,0.9565609,0.12730438,-0.9183673,2533,,-0.36321607,0.9565609,50660,0.9560023,0.99955285,-0.9220387,1.8950083e-10,1.5228186e-22,1.8358383,0.062317666,322.4619,-0.7840397,9.888199,-0.476939,1.008391,36191.52968072891
,0.83786213,35.695568,0.9565609,0.12725788,-0.9183673,2534,,-0.36361077,0.9565609,50680,0.9556617,0.99955285,-0.90407467,1.8935128e-10,,1.8381827,0.01831564,322.47144,-0.78392375,35.107204,-0.4974345,1.0002663,36204.862250328064
,0.83790874,31.615368,0.9565609,0.12721127,-0.26530612,2535,,-0.36400533,0.9565609,50700,0.9559029,0.99955285,-0.24801399,1.8920193e-10,22.652199,1.8355246,0.01831564,322.4807,-0.7837913,,-0.44384876,1.06028,36218.28631448746
,0.8379551,29.725782,0.9565609,0.1271649,-0.75510204,2536,,-0.35550365,0.9565609,50720,0.95552695,0.99955285,-0.7650156,1.8905275e-10,,1.8353735,0.01831564,322.49023,-0.7836371,,-0.44872177,1.0831553,36231.849440574646
,0.83800167,15.905205,0.9565609,0.12711835,0.71428573,2537,,-0.35589787,0.9565609,50740,0.95623773,0.99955285,0.69300014,1.8890374e-10,0.00021742933,1.8353461,0.2300663,322.49927,-0.78343093,2.5623843e-09,-0.33897632,0.98678136,36245.25079870224
,0.83782446,20.83323,0.9565609,0.12729555,-0.26530612,2538,,-0.3562919,0.9565609,50760,0.38817078,0.99955285,-0.22513089,1.8875491e-10,17.914434,1.8351703,0.027547687,323.07617,-0.7836978,,-1.4470717,1.0565344,36258.834820747375
,0.837871,36.2715,0.9565609,0.127249,-0.2244898,2539,,-0.34965214,0.9565609,50780,0.95588124,0.99955285,-0.20448343,1.8860626e-10,0.30933264,1.8355086,0.01831564,323.0852,-0.7835688,36.236942,-0.5096302,0.9919029,36272.298208236694
,0.83791757,7.037216,0.9565609,0.12720245,-0.14285715,2540,,-0.3499241,0.9565609,50800,0.956168,0.99955285,-0.001871571,1.8845778e-10,2.0684752,1.8349437,0.09372906,323.09424,-0.7834526,5.5167766,-0.4755345,1.0117899,36285.7008395195
,0.8379619,33.371616,0.9565609,0.1271581,0.020408163,2541,,-0.34950367,0.9565609,50820,0.95069253,0.99955285,0.04076381,1.8830947e-10,3.004811e-25,1.8393068,0.027547687,323.10864,-0.78343576,22.138811,-0.75148827,0.8935373,36298.997185468674
,0.837999,21.948349,0.9565609,0.12712103,0.020408163,2542,,-0.34989715,0.9565609,50840,0.9319316,0.99955285,0.026905537,1.8816135e-10,5.1902014e-11,1.8354535,0.041433174,323.14185,-0.78340673,15.547555,-0.59985095,0.9371143,36312.6762239933
,0.8380397,7.8594365,0.9565609,0.12708032,-0.020408163,2543,,-0.35029048,0.9565609,50860,0.9418786,0.99955285,-0.095059186,1.8801338e-10,0.32209122,1.8351173,0.11035183,323.16528,-0.78342664,7.1151114,-0.7689926,0.97515893,36326.68483352661
,0.838086,23.515354,0.9565609,0.12703401,-0.9183673,2544,,-0.35055697,0.9565609,50880,0.95571005,0.99955285,-0.8875723,1.8786561e-10,,1.8343415,0.027547687,323.17456,-0.78335524,,-0.5765375,1.0142554,36340.12601733208
,0.8381324,8.932285,0.9565609,0.12698764,-0.63265306,2545,,-0.35094997,0.9565609,50900,0.95606697,0.99955285,-0.7841867,1.87718e-10,0.013679691,1.8341942,0.10170138,323.1836,-0.78317744,0.23872583,-0.3421721,0.9668931,36353.82489538193
,0.8381787,29.467638,0.9565609,0.12694132,-0.75510204,2546,,-0.35133746,0.9565609,50920,0.95611215,0.99955285,-0.7594005,1.8757057e-10,,1.8346031,0.01831564,323.19263,-0.78306097,9.711425,-0.45306528,1.086954,36367.327154397964
,0.8382252,34.206783,0.9565609,0.12689483,-0.3469388,2547,,-0.35173014,0.9565609,50940,0.9563493,0.99955285,-0.33366522,1.874233e-10,0.039473753,1.8339264,0.01831564,323.20117,-0.7828399,,-0.3022507,1.0227953,36380.73810505867
,0.8382714,4.6900992,0.9565609,0.12684864,-0.10204082,2548,,-0.3521072,0.9565609,50960,0.9562877,0.99955285,-0.11205476,1.8727622e-10,1.8840917,1.8338183,0.15296425,323.2102,-0.7826905,1.2617238,-0.42032576,0.99497193,36394.55515766144
,0.83831614,7.5565314,0.9565609,0.12680387,-0.79591835,2549,,-0.35176042,0.9565609,50980,0.9523133,0.99955285,-0.68774927,1.8712931e-10,1.1841054e-07,1.8337429,0.08638168,323.2229,-0.7826002,1.960018e-13,-0.54689765,1.0112741,36408.90221142769
